"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"EGYPT",2420,19920503,63260,2785363,73395
"EGYPT",13918,19921110,81707,4302807,101322
"IRAQ",17879,19921212,155712,1925036,106062
"EGYPT",6673,19920626,52635,1428867,95257
"EGYPT",28769,19920615,174053,5080741,67623
"EGYPT",5305,19921104,114162,2705168,70569
"SAUDI ARABIA",5305,19921104,106167,1994372,70389
"IRAN",9592,19920425,110230,2066223,74413
"IRAN",23794,19920929,15177,4174273,65530
"SAUDI ARABIA",11111,19920702,134616,4367514,99036
"JORDAN",5038,19920919,30902,181457,109974
"SAUDI ARABIA",11182,19920316,146823,3702243,112189
"JORDAN",12469,19921104,40135,1685803,64507
"EGYPT",23192,19921230,188754,552825,110565
"IRAQ",9028,19920801,110482,2807354,89548
"IRAN",12949,19920505,103095,3804881,65885
"EGYPT",1496,19920113,195002,2715075,65820
"JORDAN",15286,19921111,168667,5154910,104139
"IRAN",24092,19920517,119166,3716661,71109
"EGYPT",19279,19920125,52943,9104303,113756
"IRAN",19279,19920125,63592,2333385,93335
"EGYPT",11275,19920102,50609,5807950,93576
"IRAN",2572,19920721,199892,8393824,119513
"IRAQ",20264,19921127,126345,3762956,82280
"EGYPT",8608,19920523,89332,4185973,79279
"IRAQ",20306,19920420,163732,8799077,107743
"JORDAN",20306,19920420,177702,889850,106782
"EGYPT",23584,19920330,131389,556788,85222
"SAUDI ARABIA",10115,19920202,145151,4904215,71769
"IRAN",28201,19920718,4493,6009207,83849
"SAUDI ARABIA",5011,19920415,3337,3224858,74419
"EGYPT",21586,19921030,126056,749860,64923
"SAUDI ARABIA",29818,19920721,46957,5521455,114237
"IRAN",29818,19920721,1125,2133303,61567
"JORDAN",22513,19920711,62635,1095974,95857
"IRAN",6589,19920212,183502,310758,95130
"SAUDI ARABIA",11392,19920204,95627,1135834,97357
"SAUDI ARABIA",11392,19920204,108284,1407292,77536
"EGYPT",1138,19920804,69615,6496901,95076
"SAUDI ARABIA",23521,19920318,112602,2689923,96876
"JORDAN",4627,19920618,85623,4886987,96517
"IRAQ",20629,19920413,62865,7311440,109671
"IRAN",19384,19920320,133123,2861397,69367
"JORDAN",19384,19920320,105550,5851979,93333
"SAUDI ARABIA",17437,19920510,127758,5714400,107145
"IRAQ",8686,19920210,194191,4834884,77111
"IRAN",22483,19921215,156915,4880477,118314
"IRAQ",22483,19921215,24026,3103715,57001
"IRAN",9695,19920801,75357,4529990,79941
"IRAQ",14753,19921030,59330,4770521,77359
"IRAQ",17146,19921107,75129,5246778,66247
"JORDAN",27616,19920105,94350,6654532,80661
"EGYPT",11098,19920814,73951,943225,115497
"IRAN",6592,19920829,858,8794250,105531
"SAUDI ARABIA",16999,19920905,65889,6306592,111292
"SAUDI ARABIA",13816,19921201,88965,9379008,117237
"EGYPT",13816,19921201,19700,4049250,97182
"SAUDI ARABIA",4468,19920512,198948,6282058,122816
"JORDAN",4072,19921113,48392,4155209,80423
"SAUDI ARABIA",14774,19920216,161908,8880309,118194
"IRAQ",19960,19920802,38249,3955883,71234
"EGYPT",19960,19920802,46584,306116,91834
"IRAN",29233,19920308,123636,487931,99577
"SAUDI ARABIA",28498,19920907,142961,9522817,120237
"SAUDI ARABIA",6535,19920119,22082,2409792,60244
"JORDAN",6535,19920119,129453,3962588,88947
"EGYPT",17875,19920423,112196,4664821,72491
"EGYPT",26224,19920301,96625,158918,97297
"EGYPT",13972,19920915,33217,805147,69012
"JORDAN",15715,19921125,50927,7177410,112675
"SAUDI ARABIA",14989,19920901,98244,4626101,74534
"EGYPT",16958,19920421,107285,1407292,77536
"JORDAN",16958,19920421,131070,4469243,66064
"JORDAN",23459,19920730,96007,2206600,60180
"JORDAN",21571,19920624,25992,9398151,115079
"IRAQ",5030,19920618,135773,177259,108526
"SAUDI ARABIA",5030,19920618,121487,7018957,90508
"IRAQ",20743,19920201,77741,1031244,103124
"EGYPT",29024,19921227,50478,6222415,85708
"IRAQ",16172,19920601,30809,4478245,104388
"EGYPT",811,19921009,178966,400812,122697
"IRAQ",20029,19921222,61587,6373955,92914
"IRAQ",15565,19920322,152409,7089251,87684
"SAUDI ARABIA",25936,19920106,144751,6285125,107745
"SAUDI ARABIA",7145,19920112,110605,7916440,96936
"JORDAN",6212,19921220,71757,172875,103725
"IRAN",21976,19920131,2992,7504160,113699
"EGYPT",5818,19921014,147960,4572124,120477
"SAUDI ARABIA",3976,19920617,115333,6741650,80899
"SAUDI ARABIA",18124,19920827,39040,1550799,58742
"JORDAN",19720,19920709,44343,2960882,77240
"JORDAN",17095,19921221,34245,589620,70754
"EGYPT",2719,19920731,163204,2885414,76032
"EGYPT",2719,19920731,195730,3286314,109543
"IRAQ",8326,19920325,123888,8993483,114712
"IRAN",22174,19921117,25484,4143871,84568
"IRAQ",25549,19920401,62279,5717289,74476
"IRAN",21625,19920123,147813,3500183,111648
"IRAQ",25573,19921225,48469,3227556,85047
"SAUDI ARABIA",26993,19921121,189926,6321925,120955
"IRAN",838,19920730,100006,3983760,60360
"IRAQ",21328,19921006,99980,388076,118798
"EGYPT",26830,19920208,91264,124270,75315
"IRAN",26830,19920208,180942,3805150,121376
"IRAN",17425,19920520,113405,6808320,85104
"EGYPT",7652,19920113,20789,1354145,102586
"IRAQ",6679,19920921,16126,3714115,62527
"IRAN",6679,19920921,33948,4844113,112916
"JORDAN",9236,19920905,33716,5981848,98982
"IRAN",25420,19920130,61193,2714654,69251
"EGYPT",6496,19920716,41262,1323586,72195
"SAUDI ARABIA",13942,19920921,80250,2801279,73815
"IRAN",7327,19921014,16508,6346147,85470
"IRAQ",538,19921213,180148,364757,73688
"IRAQ",538,19921213,136301,6686500,80238
"IRAQ",20633,19920525,130390,6817872,85223
"SAUDI ARABIA",29245,19920708,52553,4215540,90333
"EGYPT",2729,19921004,92560,3955922,93153
"SAUDI ARABIA",13501,19920617,91422,1385151,84805
"IRAN",4471,19920822,199686,7699852,107140
"IRAN",6713,19920628,198433,6216074,91885
"IRAN",9425,19920106,71191,4947442,69731
"JORDAN",24394,19920109,182365,6524698,86841
"SAUDI ARABIA",20602,19920216,57651,3378165,96519
"IRAN",20602,19920216,127869,8262722,113811
"JORDAN",23858,19920819,16025,941020,56461
"SAUDI ARABIA",14950,19921028,78523,1501520,90091
"IRAN",24596,19920614,18644,4486339,93758
"IRAN",6391,19920624,144562,5944272,96393
"IRAN",20003,19920831,171762,1452337,110025
"JORDAN",29914,19920604,186311,4890585,83838
"SAUDI ARABIA",10315,19920123,83934,3607626,115075
"IRAN",24238,19920328,105314,2456555,79158
"SAUDI ARABIA",12940,19920409,42224,4898124,69973
"IRAN",11053,19920816,91239,4219688,73813
"IRAQ",9713,19920216,40516,1009361,87390
"IRAQ",10919,19920929,81504,2822450,89130
"IRAQ",4433,19920711,47376,5371558,79402
"IRAQ",26989,19920719,112447,7151256,87566
"EGYPT",26989,19920719,113394,6620362,84443
"SAUDI ARABIA",18145,19920522,141170,1332287,72670
"JORDAN",18145,19920522,176768,5165328,110685
"SAUDI ARABIA",22739,19920811,10493,3508725,84209
"IRAQ",10468,19920622,42892,4770714,110093
"IRAN",29179,19921125,81966,2314176,116877
"JORDAN",15226,19921111,35087,2103440,61324
"JORDAN",11117,19920820,58213,3099021,70272
"SAUDI ARABIA",9979,19921013,96708,5455040,102282
"IRAQ",838,19921215,121965,4371312,119217
"JORDAN",3404,19921201,10914,4471029,109494
"IRAQ",27256,19920411,174055,2935530,67743
"EGYPT",3296,19920929,129701,6339554,103842
"JORDAN",11002,19921021,165378,3608425,86602
"JORDAN",27223,19920921,37010,1031293,56820
"IRAQ",18805,19920906,159991,803988,123059
"IRAN",745,19920410,30220,1594204,69013
"IRAN",22054,19920416,157907,6287680,117894
"JORDAN",5182,19920819,165857,7804848,115371
"IRAQ",3880,19921230,160694,4386725,105281
"EGYPT",27082,19921228,17268,2346814,71115
"IRAN",19642,19921203,163374,1972071,86242
"IRAQ",9910,19920405,156770,7307080,109606
"IRAN",3614,19920106,13435,667472,80905
"SAUDI ARABIA",22501,19920516,7630,4219256,92257
"IRAN",22501,19920516,22601,2262546,91416
"JORDAN",4381,19920502,132670,7675636,102160
"JORDAN",4381,19920502,139857,5445856,113811
"EGYPT",2324,19920202,120569,5979924,95373
"IRAQ",20369,19920127,6739,1140490,98743
"IRAN",20369,19920127,130762,1613484,107565
"JORDAN",782,19920901,176745,6740438,109304
"JORDAN",29075,19920510,1397,2596780,77903
"IRAQ",12181,19921129,154908,8161738,117774
"IRAN",8435,19920103,114300,4765651,78858
"SAUDI ARABIA",18101,19920817,75977,1933440,117178
"IRAQ",11803,19921125,74099,1892930,64385
"EGYPT",4873,19921118,99622,3692428,97297
"IRAQ",4873,19921118,132192,3672570,73451
"EGYPT",18446,19921026,1974,5815507,112558
"JORDAN",25367,19921127,50485,6611820,86128
"IRAQ",1471,19920612,76353,6513815,79761
"IRAQ",853,19920604,52320,249374,76339
"JORDAN",955,19921107,130247,3129238,76634
"JORDAN",8272,19920621,37053,1274194,59403
"EGYPT",14518,19920408,72465,1267839,86247
"IRAQ",7325,19920816,13514,5316047,85650
"EGYPT",8255,19921008,135940,2738652,118556
"EGYPT",3736,19920530,22017,4509126,56340
"IRAQ",2815,19921201,129995,9128654,121499
"SAUDI ARABIA",20819,19920922,101375,5260486,82582
"IRAQ",18418,19920927,2924,542595,109615
"IRAQ",7861,19920820,33121,1147936,63247
"JORDAN",25723,19920829,111670,6159957,100900
"SAUDI ARABIA",1003,19920129,60727,5788879,101263
"IRAQ",29383,19920515,143889,1722196,115972
"IRAQ",568,19920626,70108,3842348,64686
"SAUDI ARABIA",3649,19921125,190243,5199636,79994
"IRAQ",3649,19921125,1559,3435213,87633
"EGYPT",16543,19920613,31998,3248173,115799
"SAUDI ARABIA",16543,19920613,182601,164992,101016
"EGYPT",12862,19921104,167503,6753150,94230
"EGYPT",4564,19920904,3082,1773144,59104
"SAUDI ARABIA",16796,19920520,63343,4224703,78380
"IRAN",14881,19920104,103001,3915600,60240
"EGYPT",10390,19921126,184145,4867394,73748
"IRAQ",10390,19921126,96602,3759907,95916
"JORDAN",4834,19921127,20350,1397385,76221
"EGYPT",1498,19920112,14548,429986,87752
"IRAQ",15040,19920901,192140,3819634,73928
"SAUDI ARABIA",24898,19920102,172645,5049861,103058
"SAUDI ARABIA",6095,19920220,183312,2210171,83718
"IRAN",28411,19921107,25544,5437298,88172
"IRAN",16246,19920312,154654,7367698,102519
"JORDAN",18226,19920111,25331,2216166,75379
"IRAQ",9905,19921121,171736,3720308,108463
"IRAN",17965,19921013,97942,7794678,116396
"JORDAN",12524,19920128,116446,2193660,87746
"SAUDI ARABIA",16934,19920311,84271,2510540,75316
"IRAQ",10873,19920802,193849,8758322,116570
"IRAQ",9439,19920812,2944,7313882,110816
"IRAN",11881,19920704,251,5756250,69075
"IRAN",806,19920216,139837,2229674,112609
"EGYPT",29369,19920228,106545,3840061,93092
"EGYPT",5503,19920401,73975,6560233,116938
"SAUDI ARABIA",6904,19920809,145562,954890,96453
"SAUDI ARABIA",11227,19920705,23442,5598304,81926
"IRAQ",17674,19921029,191322,2077580,84799
"JORDAN",17674,19921029,1252,2147351,69195
"EGYPT",29663,19920828,149706,1216700,105342
"IRAQ",17152,19920117,190272,2043405,81736
"IRAQ",12550,19920814,171573,7729479,98674
"IRAN",28838,19921129,78367,4219048,80721
"JORDAN",15319,19921211,123241,1896360,75854
"IRAQ",436,19920527,125086,1666620,66664
"SAUDI ARABIA",17221,19920321,4054,3544785,57483
"JORDAN",3286,19920921,187999,3067875,125219
"SAUDI ARABIA",3505,19921201,60404,2005668,81864
"SAUDI ARABIA",4058,19921217,138922,1153020,117655
"SAUDI ARABIA",13439,19921111,136542,3125509,94712
"SAUDI ARABIA",23972,19921010,75729,2869043,102283
"JORDAN",640,19920419,12730,8049377,98563
"JORDAN",29714,19921004,173762,1285032,110145
"JORDAN",1069,19920528,59896,5144527,111353
"JORDAN",9014,19920330,155827,2236790,112969
"EGYPT",5194,19921102,146463,3320812,90567
"EGYPT",28642,19920827,146336,2844835,82939
"IRAN",25111,19920714,190224,1416729,78853
"JORDAN",7795,19920727,166860,7930955,115611
"JORDAN",9446,19920316,63786,4503933,104986
"IRAQ",9446,19920316,152353,1545885,84321
"SAUDI ARABIA",26002,19920522,189783,5932967,112366
"IRAQ",29356,19920901,157386,4715522,86602
"JORDAN",14941,19920125,84600,2039380,95076
"JORDAN",14941,19920125,61952,2842215,114837
"SAUDI ARABIA",20092,19920622,123421,7077658,86665
"EGYPT",15505,19921015,44897,1289323,110513
"IRAN",11311,19920305,86018,99396,60240
"EGYPT",3880,19921219,58905,1107156,111834
"EGYPT",11560,19920428,164827,378364,113509
"EGYPT",11305,19921118,129261,5935196,77415
"SAUDI ARABIA",13804,19921008,66601,7681240,94056
"EGYPT",3208,19920421,181225,4736353,78373
"IRAN",23902,19920829,184637,168719,103297
"SAUDI ARABIA",7025,19920528,31310,1703077,74478
"JORDAN",27218,19921106,98210,5209801,72492
"JORDAN",4165,19921222,168072,3192196,68404
"IRAN",9259,19920412,135829,738468,111889
"IRAN",14575,19920513,55990,8173158,116759
"IRAQ",14575,19920513,93061,3267586,63243
"JORDAN",27622,19920319,106868,367472,112491
"JORDAN",28417,19920714,20382,5209520,78142
"EGYPT",544,19920928,94503,4989670,89850
"SAUDI ARABIA",20461,19921231,168391,715101,87563
"IRAQ",21631,19920522,199814,3444858,114828
"EGYPT",685,19920510,172975,5474223,122878
"IRAN",19123,19920219,15738,5510228,99223
"EGYPT",17887,19920807,156646,3876911,102158
"JORDAN",19156,19920124,121957,8921106,118737
"JORDAN",15838,19920110,178924,1374003,120175
"IRAQ",14557,19920216,69910,368462,112794
"JORDAN",5413,19920612,188912,7131243,120054
"IRAN",10042,19920712,42750,7630917,101565
"EGYPT",19723,19920319,136572,6273423,96514
"EGYPT",1592,19920803,117455,6997082,88347
"IRAQ",29587,19920429,190113,3065524,72186
"SAUDI ARABIA",5657,19920804,106905,8138958,114714
"SAUDI ARABIA",20398,19920515,127187,3763958,72850
"JORDAN",20398,19920515,30704,1634700,98082
"SAUDI ARABIA",11257,19921118,14251,1615036,69915
"EGYPT",7355,19920809,35759,4650394,101685
"JORDAN",5816,19920815,55972,7133489,115678
"IRAN",7153,19921003,194789,2769156,113026
"IRAQ",27250,19920309,54899,3670702,111233
"IRAQ",16291,19921213,154657,1677417,102699
"EGYPT",16291,19921213,134774,8953411,108526
"EGYPT",5194,19920115,32145,753998,64628
"EGYPT",27211,19920827,158533,3119398,95491
"SAUDI ARABIA",1483,19921207,175743,2364362,109124
"SAUDI ARABIA",13630,19920112,112157,1620441,70149
"IRAN",13630,19920112,20126,2278449,62767
"SAUDI ARABIA",13630,19920112,197016,2893826,66780
"SAUDI ARABIA",27565,19920713,19957,3753900,112617
"IRAN",13384,19921126,53863,2361918,109011
"JORDAN",16468,19920924,84166,1380192,69009
"JORDAN",23027,19920329,94061,3029077,63303
"SAUDI ARABIA",23027,19920329,73274,873089,74836
"IRAN",29515,19920722,85137,3665998,67327
"EGYPT",21971,19920602,182534,2400547,96991
"JORDAN",8098,19921025,190402,6944137,89544
"JORDAN",4843,19920915,112567,6411434,94773
"SAUDI ARABIA",793,19920912,103691,8388715,101681
"JORDAN",10721,19921101,67479,5244900,86788
"EGYPT",11558,19920229,23606,4741760,91776
"IRAQ",8083,19920103,51155,4756445,66369
"SAUDI ARABIA",8083,19920103,131772,3607540,108226
"JORDAN",5330,19921212,80807,7687540,107268
"JORDAN",1102,19920509,29260,4079161,71355
"EGYPT",1102,19920509,51600,6538442,93096
"JORDAN",6547,19920217,63930,5681790,113635
"SAUDI ARABIA",11486,19920814,61801,1382035,105768
"JORDAN",10550,19920307,96899,2627703,113753
"IRAN",13198,19920705,122691,1526897,102821
"EGYPT",17311,19920529,199818,6265485,115068
"IRAQ",25063,19920321,130512,2313765,92550
"IRAQ",13547,19921119,85590,4991469,94535
"JORDAN",9640,19920427,115228,609177,74593
"SAUDI ARABIA",13247,19920913,14431,2530753,80725
"EGYPT",17695,19920525,93263,5540106,75375
"JORDAN",2785,19921101,79641,481330,97238
"EGYPT",2785,19921101,51164,4014576,66909
"IRAQ",6623,19920517,58573,1667879,91894
"JORDAN",6623,19920517,173323,5667662,83779
"SAUDI ARABIA",17948,19920704,150559,6214472,96573
"SAUDI ARABIA",19195,19920213,136794,3050096,109847
"JORDAN",9032,19920310,67606,4985164,94416
"IRAQ",29287,19920704,116653,7690407,100179
"EGYPT",10771,19920414,126376,5609480,84142
"JORDAN",18731,19920807,93710,6177652,102222
"SAUDI ARABIA",7907,19921004,12405,395220,79044
"IRAN",6358,19920907,141840,8114494,112910
"SAUDI ARABIA",8044,19920103,153601,6552216,99276
"IRAQ",20713,19921215,168750,2673562,109125
"EGYPT",22000,19920101,179752,4533581,109905
"EGYPT",10132,19920522,34490,4700817,85469
"JORDAN",4579,19920727,2698,5442346,96041
"IRAN",10963,19920312,27474,6166468,84088
"JORDAN",2365,19920731,84081,639048,63904
"SAUDI ARABIA",2365,19920731,139438,295486,88645
"EGYPT",2365,19920731,118437,427896,87325
"EGYPT",4897,19920514,125415,7130029,86424
"EGYPT",4897,19920514,42741,4209350,101024
"IRAQ",27907,19921226,105027,1226039,61921
"EGYPT",15938,19921002,16508,6125350,85470
"JORDAN",883,19920517,32394,4509726,79583
"JORDAN",9745,19920828,43806,1385841,104988
"IRAQ",7432,19921106,132313,5141774,80718
"JORDAN",21793,19920827,49563,2816386,90753
"JORDAN",21793,19920827,148609,1989120,99456
"IRAQ",19844,19921129,143764,1417283,108465
"IRAN",17879,19920110,179529,8042600,96511
"EGYPT",22556,19920810,44389,3466788,80002
"JORDAN",15104,19920323,70858,7315400,109731
"JORDAN",15104,19920323,108238,5007352,74773
"IRAQ",10436,19920726,64813,5575212,106668
"IRAN",14305,19920518,54404,6051672,81504
"JORDAN",17449,19920414,5037,1938697,56521
"SAUDI ARABIA",4105,19920928,115462,5558204,88647
"IRAN",25295,19920618,30127,528560,63427
"JORDAN",12308,19921231,49426,275084,82525
"EGYPT",25873,19920421,77491,7269025,88109
"IRAQ",26605,19921112,51327,5496776,76699
"SAUDI ARABIA",22900,19920424,158171,2089589,73750
"SAUDI ARABIA",17630,19920902,137791,914395,109727
"IRAQ",17630,19920902,50598,5110347,92915
"SAUDI ARABIA",3884,19920711,34497,3401220,85889
"IRAQ",5845,19920829,152207,3825449,75552
"JORDAN",5845,19920829,94192,2818387,71171
"EGYPT",881,19920726,183558,482615,98493
"SAUDI ARABIA",17819,19921015,91872,5662437,111832
"IRAQ",23245,19920818,134452,4661507,89187
"JORDAN",12649,19921102,79034,3871800,60781
"IRAN",8092,19921116,126698,5691477,103481
"SAUDI ARABIA",3736,19920305,34379,4247438,78802
"JORDAN",24818,19920917,94204,1878777,71892
"IRAN",24071,19920515,75491,5226570,87989
"JORDAN",16304,19920815,69218,814426,71232
"IRAN",10460,19920805,71368,5966848,80361
"SAUDI ARABIA",26926,19921016,129403,2667128,85944
"IRAQ",19996,19920204,79931,1685440,114655
"EGYPT",17398,19920529,189302,5181201,83478
"SAUDI ARABIA",14531,19920328,192545,2888620,98252
"SAUDI ARABIA",21082,19920827,36418,5363463,81264
"EGYPT",24163,19921111,139143,3393923,70928
"SAUDI ARABIA",19526,19920115,174273,5658534,80836
"JORDAN",25075,19920906,166064,4540581,67803
"IRAN",28861,19921223,86071,1797019,63424
"JORDAN",22072,19920301,14210,4785761,67452
"SAUDI ARABIA",2996,19921002,13988,6778656,114118
"SAUDI ARABIA",26902,19920101,165140,3340648,72308
"IRAN",14054,19920319,183002,3437280,65100
"IRAQ",13927,19921014,67897,4246354,111893
"IRAQ",4334,19920215,175459,151910,92067
"IRAQ",12691,19920629,136911,6556665,116874
"SAUDI ARABIA",12754,19920814,100205,3102184,72312
"SAUDI ARABIA",21908,19920302,163306,5203340,82158
"IRAN",26926,19920914,161118,5305995,70746
"IRAQ",19211,19921220,99281,3675683,76816
"IRAQ",10522,19921215,33544,5119676,88652
"IRAN",23707,19920825,40121,2228352,63667
"IRAN",1529,19920608,28977,190597,114358
"SAUDI ARABIA",14732,19920102,55122,1477808,64627
"IRAQ",10750,19920123,119526,918038,92731
"SAUDI ARABIA",12298,19920302,43790,173379,104027
"IRAN",15377,19920111,23002,181300,55500
"JORDAN",21451,19920321,153249,902452,78134
"IRAQ",13559,19920723,115683,6726772,101920
"EGYPT",22771,19921202,138282,6073288,79216
"IRAQ",20537,19920829,5396,3253475,78083
"IRAQ",22196,19920726,103911,1688950,114894
"IRAQ",6839,19920712,4340,5599530,74660
"JORDAN",194,19921115,45159,1202419,66249
"SAUDI ARABIA",15718,19920614,113748,5813742,105704
"IRAQ",20827,19920903,7818,1879407,103548
"EGYPT",28394,19920830,192627,4127088,103177
"JORDAN",13810,19920628,174224,6231456,77893
"EGYPT",13810,19920628,29459,4673522,83307
"IRAQ",29378,19920329,145680,6933782,103540
"IRAQ",27164,19920719,151526,4019520,94651
"IRAN",28837,19920328,195472,1689732,94048
"JORDAN",27046,19920412,153648,166760,102098
"EGYPT",9088,19921026,183155,1820080,74289
"IRAQ",28249,19920227,96989,9633988,119158
"IRAN",28249,19920227,85600,784872,95136
"IRAN",27691,19920406,12016,2134423,55680
"IRAN",27691,19920406,120075,867295,65704
"EGYPT",15140,19920731,177528,5349592,96331
"IRAN",13267,19920719,98900,5639733,113934
"SAUDI ARABIA",12883,19920314,189457,1224788,92787
"EGYPT",9742,19920105,140507,454965,92850
"EGYPT",3881,19920817,28154,2121014,64929
"IRAN",9227,19920125,189154,3356505,74589
"IRAQ",5290,19920607,118845,1660681,111830
"EGYPT",21028,19920127,172066,4893658,68283
"IRAQ",2092,19920620,150725,3654431,106543
"JORDAN",15274,19920312,62447,3209294,84566
"IRAN",28517,19921030,88725,4455672,102823
"JORDAN",20758,19920621,99144,1714710,68588
"IRAQ",20758,19920621,192599,1507206,101495
"SAUDI ARABIA",10825,19920617,144095,1014929,68345
"IRAN",1489,19921019,130308,5770749,80298
"IRAN",28051,19920317,127962,3120257,119397
"SAUDI ARABIA",23260,19920124,84279,4926753,75796
"IRAQ",9692,19921203,171927,2546624,119935
"EGYPT",6469,19920126,161261,3010786,79335
"EGYPT",2836,19920221,20596,5459724,90995
"IRAN",7906,19920831,1846,513864,104870
"SAUDI ARABIA",13249,19920620,182013,107310,65700
"JORDAN",10418,19920616,183196,895433,76751
"SAUDI ARABIA",17983,19921029,2182,1409434,65050
"IRAN",3773,19921015,172033,1436539,66301
"JORDAN",13915,19920930,113680,1006045,101620
"SAUDI ARABIA",23785,19920729,197834,2704562,115909
"EGYPT",23785,19920729,36291,1443293,73637
"JORDAN",25423,19920205,1868,6658213,106191
"IRAQ",25636,19920603,40662,320532,96159
"SAUDI ARABIA",12580,19920420,28517,6360244,86730
"IRAN",28171,19920126,76219,4919484,71712
"IRAN",23150,19921209,147217,4171893,75852
"IRAQ",2087,19920210,197196,3584722,77591
"IRAQ",28769,19920430,163656,8089233,103179
"JORDAN",4040,19920907,198880,1745372,118732
"IRAN",9734,19920920,29174,1310565,66190
"IRAQ",9734,19920920,119169,941022,71289
"IRAQ",27632,19920223,169222,3707092,77473
"SAUDI ARABIA",18209,19920513,21497,6808752,85109
"JORDAN",18209,19920513,195611,7096084,102396
"IRAN",14642,19921122,999,8378955,113999
"IRAN",14642,19921122,74768,1878695,104565
"JORDAN",3055,19920414,79844,4110935,109430
"IRAN",27410,19920509,180207,2166357,77232
"EGYPT",20183,19921022,58330,4464063,77299
"JORDAN",8557,19920928,23334,1005864,75439
"EGYPT",16163,19920129,162726,6020831,107323
"SAUDI ARABIA",7792,19920803,42947,3554977,113396
"IRAQ",12337,19920730,140505,2163700,92730
"IRAQ",29260,19921216,15168,4776735,64989
"EGYPT",27976,19921007,39813,520584,105168
"EGYPT",28193,19920224,136986,8294218,121378
"SAUDI ARABIA",19025,19921104,58167,1113908,67509
"SAUDI ARABIA",23128,19921211,114337,1486463,81079
"IRAN",9673,19920210,66341,1811973,78440
"EGYPT",13154,19920215,144087,997612,67864
"IRAN",17140,19920218,30324,5215462,75259
"EGYPT",9446,19920222,166768,6293226,110085
"SAUDI ARABIA",1091,19921227,140075,2007126,66904
"IRAN",16871,19921121,198407,1788415,90324
"IRAN",17257,19920929,50103,2085138,63186
"JORDAN",13735,19921205,110187,938589,71830
"EGYPT",19960,19920311,3282,948224,71116
"EGYPT",13726,19921121,21022,1791738,56581
"IRAN",13726,19921121,8273,708762,70876
"SAUDI ARABIA",17771,19920307,115513,4279828,91710
"IRAN",26362,19920129,61257,1218250,73095
"EGYPT",24377,19920820,183959,7407736,122577
"EGYPT",12364,19920712,133857,4492659,113451
"SAUDI ARABIA",10903,19920923,122037,4553829,63541
"SAUDI ARABIA",11353,19921008,4486,681335,83428
"IRAQ",24278,19920902,188107,1538093,71706
"EGYPT",1529,19920527,74582,5448030,93394
"JORDAN",27631,19920816,190245,5684116,80114
"SAUDI ARABIA",18293,19920506,68838,2890928,108409
"EGYPT",19099,19920215,153317,4476802,82218
"IRAN",19099,19920215,109261,2159442,76215
"EGYPT",25519,19920512,193850,9136095,116631
"IRAQ",27712,19921012,25722,2936237,98863
"SAUDI ARABIA",24076,19920218,138969,2361360,120477
"EGYPT",27718,19920201,28581,4226824,90574
"SAUDI ARABIA",3803,19921112,10615,3289215,91536
"EGYPT",2704,19921023,86691,3690918,100661
"IRAQ",2704,19921023,66665,5756496,97899
"EGYPT",3223,19920705,142547,467324,95372
"EGYPT",22351,19921126,68598,3991671,93995
"IRAN",12248,19920320,141494,6992621,92129
"IRAN",8390,19920716,8149,2959992,63428
"JORDAN",8390,19920716,166917,8554619,119034
"IRAQ",8390,19920716,175267,1594604,80535
"SAUDI ARABIA",2494,19920130,29078,697899,60424
"SAUDI ARABIA",3835,19920717,104337,3850958,80479
"JORDAN",12710,19920207,140277,5085979,79036
"IRAN",8200,19921030,10466,6070188,82587
"EGYPT",16951,19920209,195260,2390678,81315
"SAUDI ARABIA",23113,19920607,38208,3971583,68772
"IRAN",22457,19921009,109297,2220693,78377
"EGYPT",14581,19921028,117342,4529320,81560
"EGYPT",9191,19921026,22317,5889201,74358
"IRAN",19651,19920830,89882,2038477,112312
"IRAQ",2704,19920729,124876,3231479,114052
"SAUDI ARABIA",9619,19920807,33631,4068038,93877
"JORDAN",304,19920120,114625,2295468,98377
"SAUDI ARABIA",16978,19920508,121572,5896209,95614
"IRAN",18202,19920912,57421,1637562,82705
"SAUDI ARABIA",2332,19921204,111925,9301089,116215
"EGYPT",11830,19920112,57879,6182904,110212
"EGYPT",7126,19920117,147081,1786878,67684
"IRAN",7126,19920117,173911,7467231,119094
"IRAQ",14584,19920819,77299,2042064,76577
"IRAN",4790,19921117,35184,3656361,67150
"IRAQ",6490,19920901,157989,8308691,122818
"SAUDI ARABIA",29131,19920403,189405,6657552,89664
"JORDAN",22529,19920106,14079,4282117,59584
"EGYPT",16187,19920727,161660,1721660,103299
"JORDAN",26624,19920821,162135,3555476,71827
"SAUDI ARABIA",3554,19920328,59774,2746291,104026
"IRAN",7678,19920106,119801,3823680,109248
"SAUDI ARABIA",6211,19921210,99331,3259308,79819
"SAUDI ARABIA",23900,19921203,131064,2956662,65703
"SAUDI ARABIA",8951,19921110,178701,1220874,106782
"EGYPT",11764,19920428,101660,7327920,99699
"IRAN",23572,19920711,149647,7814723,101798
"SAUDI ARABIA",25396,19920203,59012,2307119,58260
"IRAN",25237,19921025,66823,5612875,107389
"SAUDI ARABIA",8827,19920820,149960,2586818,120597
"SAUDI ARABIA",10901,19920421,99368,2546024,82041
"IRAQ",28138,19921029,8064,2430150,58323
