"d_yearmonthnum","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
199208,"IRAN",9695,75357,4529990,79941
199210,"IRAQ",14753,59330,4770521,77359
199211,"IRAQ",17146,75129,5246778,66247
199201,"JORDAN",27616,94350,6654532,80661
199208,"EGYPT",11098,73951,943225,115497
199208,"IRAN",6592,858,8794250,105531
199209,"SAUDI ARABIA",16999,65889,6306592,111292
199212,"SAUDI ARABIA",13816,88965,9379008,117237
199212,"EGYPT",13816,19700,4049250,97182
199205,"SAUDI ARABIA",4468,198948,6282058,122816
199211,"JORDAN",4072,48392,4155209,80423
199202,"SAUDI ARABIA",14774,161908,8880309,118194
199208,"IRAQ",19960,38249,3955883,71234
199208,"EGYPT",19960,46584,306116,91834
199203,"IRAN",29233,123636,487931,99577
199209,"SAUDI ARABIA",28498,142961,9522817,120237
199201,"SAUDI ARABIA",6535,22082,2409792,60244
199201,"JORDAN",6535,129453,3962588,88947
199204,"EGYPT",17875,112196,4664821,72491
199203,"EGYPT",26224,96625,158918,97297
199209,"EGYPT",13972,33217,805147,69012
199211,"JORDAN",15715,50927,7177410,112675
199209,"SAUDI ARABIA",14989,98244,4626101,74534
199204,"EGYPT",16958,107285,1407292,77536
199204,"JORDAN",16958,131070,4469243,66064
199207,"JORDAN",23459,96007,2206600,60180
199206,"JORDAN",21571,25992,9398151,115079
199206,"IRAQ",5030,135773,177259,108526
199206,"SAUDI ARABIA",5030,121487,7018957,90508
199202,"IRAQ",20743,77741,1031244,103124
199212,"EGYPT",29024,50478,6222415,85708
199206,"IRAQ",16172,30809,4478245,104388
199210,"EGYPT",811,178966,400812,122697
199212,"IRAQ",20029,61587,6373955,92914
199203,"IRAQ",15565,152409,7089251,87684
199201,"SAUDI ARABIA",25936,144751,6285125,107745
199201,"SAUDI ARABIA",7145,110605,7916440,96936
199212,"JORDAN",6212,71757,172875,103725
199201,"IRAN",21976,2992,7504160,113699
199210,"EGYPT",5818,147960,4572124,120477
199206,"SAUDI ARABIA",3976,115333,6741650,80899
199208,"SAUDI ARABIA",18124,39040,1550799,58742
199207,"JORDAN",19720,44343,2960882,77240
199212,"JORDAN",17095,34245,589620,70754
199207,"EGYPT",2719,163204,2885414,76032
199207,"EGYPT",2719,195730,3286314,109543
199203,"IRAQ",8326,123888,8993483,114712
199211,"IRAN",22174,25484,4143871,84568
199204,"IRAQ",25549,62279,5717289,74476
199201,"IRAN",21625,147813,3500183,111648
199212,"IRAQ",25573,48469,3227556,85047
199211,"SAUDI ARABIA",26993,189926,6321925,120955
199207,"IRAN",838,100006,3983760,60360
199210,"IRAQ",21328,99980,388076,118798
199202,"EGYPT",26830,91264,124270,75315
199202,"IRAN",26830,180942,3805150,121376
199205,"IRAN",17425,113405,6808320,85104
199201,"EGYPT",7652,20789,1354145,102586
199209,"IRAQ",6679,16126,3714115,62527
199209,"IRAN",6679,33948,4844113,112916
199209,"JORDAN",9236,33716,5981848,98982
199201,"IRAN",25420,61193,2714654,69251
199207,"EGYPT",6496,41262,1323586,72195
199209,"SAUDI ARABIA",13942,80250,2801279,73815
199210,"IRAN",7327,16508,6346147,85470
199212,"IRAQ",538,180148,364757,73688
199212,"IRAQ",538,136301,6686500,80238
199205,"IRAQ",20633,130390,6817872,85223
199207,"SAUDI ARABIA",29245,52553,4215540,90333
199210,"EGYPT",2729,92560,3955922,93153
199206,"SAUDI ARABIA",13501,91422,1385151,84805
199208,"IRAN",4471,199686,7699852,107140
199206,"IRAN",6713,198433,6216074,91885
199201,"IRAN",9425,71191,4947442,69731
199201,"JORDAN",24394,182365,6524698,86841
199202,"SAUDI ARABIA",20602,57651,3378165,96519
199202,"IRAN",20602,127869,8262722,113811
199208,"JORDAN",23858,16025,941020,56461
199210,"SAUDI ARABIA",14950,78523,1501520,90091
199206,"IRAN",24596,18644,4486339,93758
199206,"IRAN",6391,144562,5944272,96393
199208,"IRAN",20003,171762,1452337,110025
199206,"JORDAN",29914,186311,4890585,83838
199201,"SAUDI ARABIA",10315,83934,3607626,115075
199203,"IRAN",24238,105314,2456555,79158
199204,"SAUDI ARABIA",12940,42224,4898124,69973
199208,"IRAN",11053,91239,4219688,73813
199202,"IRAQ",9713,40516,1009361,87390
199209,"IRAQ",10919,81504,2822450,89130
199207,"IRAQ",4433,47376,5371558,79402
199207,"IRAQ",26989,112447,7151256,87566
199207,"EGYPT",26989,113394,6620362,84443
199205,"SAUDI ARABIA",18145,141170,1332287,72670
199205,"JORDAN",18145,176768,5165328,110685
199208,"SAUDI ARABIA",22739,10493,3508725,84209
199206,"IRAQ",10468,42892,4770714,110093
199211,"IRAN",29179,81966,2314176,116877
199211,"JORDAN",15226,35087,2103440,61324
199208,"JORDAN",11117,58213,3099021,70272
199210,"SAUDI ARABIA",9979,96708,5455040,102282
199212,"IRAQ",838,121965,4371312,119217
199212,"JORDAN",3404,10914,4471029,109494
199204,"IRAQ",27256,174055,2935530,67743
199209,"EGYPT",3296,129701,6339554,103842
199210,"JORDAN",11002,165378,3608425,86602
199209,"JORDAN",27223,37010,1031293,56820
199209,"IRAQ",18805,159991,803988,123059
199204,"IRAN",745,30220,1594204,69013
199204,"IRAN",22054,157907,6287680,117894
199208,"JORDAN",5182,165857,7804848,115371
199212,"IRAQ",3880,160694,4386725,105281
199212,"EGYPT",27082,17268,2346814,71115
199212,"IRAN",19642,163374,1972071,86242
199204,"IRAQ",9910,156770,7307080,109606
199201,"IRAN",3614,13435,667472,80905
199205,"SAUDI ARABIA",22501,7630,4219256,92257
199205,"IRAN",22501,22601,2262546,91416
199205,"JORDAN",4381,132670,7675636,102160
199205,"JORDAN",4381,139857,5445856,113811
199202,"EGYPT",2324,120569,5979924,95373
199201,"IRAQ",20369,6739,1140490,98743
199201,"IRAN",20369,130762,1613484,107565
199209,"JORDAN",782,176745,6740438,109304
199205,"JORDAN",29075,1397,2596780,77903
199211,"IRAQ",12181,154908,8161738,117774
199201,"IRAN",8435,114300,4765651,78858
199208,"SAUDI ARABIA",18101,75977,1933440,117178
199211,"IRAQ",11803,74099,1892930,64385
199211,"EGYPT",4873,99622,3692428,97297
199211,"IRAQ",4873,132192,3672570,73451
199210,"EGYPT",18446,1974,5815507,112558
199211,"JORDAN",25367,50485,6611820,86128
199206,"IRAQ",1471,76353,6513815,79761
199206,"IRAQ",853,52320,249374,76339
199211,"JORDAN",955,130247,3129238,76634
199206,"JORDAN",8272,37053,1274194,59403
199204,"EGYPT",14518,72465,1267839,86247
199208,"IRAQ",7325,13514,5316047,85650
199210,"EGYPT",8255,135940,2738652,118556
199205,"EGYPT",3736,22017,4509126,56340
199212,"IRAQ",2815,129995,9128654,121499
199209,"SAUDI ARABIA",20819,101375,5260486,82582
199209,"IRAQ",18418,2924,542595,109615
199208,"IRAQ",7861,33121,1147936,63247
199208,"JORDAN",25723,111670,6159957,100900
199201,"SAUDI ARABIA",1003,60727,5788879,101263
199205,"IRAQ",29383,143889,1722196,115972
199206,"IRAQ",568,70108,3842348,64686
199211,"SAUDI ARABIA",3649,190243,5199636,79994
199211,"IRAQ",3649,1559,3435213,87633
199206,"EGYPT",16543,31998,3248173,115799
199206,"SAUDI ARABIA",16543,182601,164992,101016
199211,"EGYPT",12862,167503,6753150,94230
199209,"EGYPT",4564,3082,1773144,59104
199205,"SAUDI ARABIA",16796,63343,4224703,78380
199201,"IRAN",14881,103001,3915600,60240
199211,"EGYPT",10390,184145,4867394,73748
199211,"IRAQ",10390,96602,3759907,95916
199211,"JORDAN",4834,20350,1397385,76221
199201,"EGYPT",1498,14548,429986,87752
199209,"IRAQ",15040,192140,3819634,73928
199201,"SAUDI ARABIA",24898,172645,5049861,103058
199202,"SAUDI ARABIA",6095,183312,2210171,83718
199211,"IRAN",28411,25544,5437298,88172
199203,"IRAN",16246,154654,7367698,102519
199201,"JORDAN",18226,25331,2216166,75379
199211,"IRAQ",9905,171736,3720308,108463
199210,"IRAN",17965,97942,7794678,116396
199201,"JORDAN",12524,116446,2193660,87746
199203,"SAUDI ARABIA",16934,84271,2510540,75316
199208,"IRAQ",10873,193849,8758322,116570
199208,"IRAQ",9439,2944,7313882,110816
199207,"IRAN",11881,251,5756250,69075
199202,"IRAN",806,139837,2229674,112609
199202,"EGYPT",29369,106545,3840061,93092
199204,"EGYPT",5503,73975,6560233,116938
199208,"SAUDI ARABIA",6904,145562,954890,96453
199207,"SAUDI ARABIA",11227,23442,5598304,81926
199210,"IRAQ",17674,191322,2077580,84799
199210,"JORDAN",17674,1252,2147351,69195
199208,"EGYPT",29663,149706,1216700,105342
199201,"IRAQ",17152,190272,2043405,81736
199208,"IRAQ",12550,171573,7729479,98674
199211,"IRAN",28838,78367,4219048,80721
199212,"JORDAN",15319,123241,1896360,75854
199205,"IRAQ",436,125086,1666620,66664
199203,"SAUDI ARABIA",17221,4054,3544785,57483
199209,"JORDAN",3286,187999,3067875,125219
199212,"SAUDI ARABIA",3505,60404,2005668,81864
199212,"SAUDI ARABIA",4058,138922,1153020,117655
199211,"SAUDI ARABIA",13439,136542,3125509,94712
199210,"SAUDI ARABIA",23972,75729,2869043,102283
199204,"JORDAN",640,12730,8049377,98563
199210,"JORDAN",29714,173762,1285032,110145
199205,"JORDAN",1069,59896,5144527,111353
199203,"JORDAN",9014,155827,2236790,112969
199211,"EGYPT",5194,146463,3320812,90567
199208,"EGYPT",28642,146336,2844835,82939
199207,"IRAN",25111,190224,1416729,78853
199207,"JORDAN",7795,166860,7930955,115611
199203,"JORDAN",9446,63786,4503933,104986
199203,"IRAQ",9446,152353,1545885,84321
199205,"SAUDI ARABIA",26002,189783,5932967,112366
199209,"IRAQ",29356,157386,4715522,86602
199201,"JORDAN",14941,84600,2039380,95076
199201,"JORDAN",14941,61952,2842215,114837
199206,"SAUDI ARABIA",20092,123421,7077658,86665
199210,"EGYPT",15505,44897,1289323,110513
199203,"IRAN",11311,86018,99396,60240
199212,"EGYPT",3880,58905,1107156,111834
199204,"EGYPT",11560,164827,378364,113509
199211,"EGYPT",11305,129261,5935196,77415
199210,"SAUDI ARABIA",13804,66601,7681240,94056
199204,"EGYPT",3208,181225,4736353,78373
199208,"IRAN",23902,184637,168719,103297
199205,"SAUDI ARABIA",7025,31310,1703077,74478
199211,"JORDAN",27218,98210,5209801,72492
199212,"JORDAN",4165,168072,3192196,68404
199204,"IRAN",9259,135829,738468,111889
199205,"IRAN",14575,55990,8173158,116759
199205,"IRAQ",14575,93061,3267586,63243
199203,"JORDAN",27622,106868,367472,112491
199207,"JORDAN",28417,20382,5209520,78142
199209,"EGYPT",544,94503,4989670,89850
199212,"SAUDI ARABIA",20461,168391,715101,87563
199205,"IRAQ",21631,199814,3444858,114828
199205,"EGYPT",685,172975,5474223,122878
199202,"IRAN",19123,15738,5510228,99223
199208,"EGYPT",17887,156646,3876911,102158
199201,"JORDAN",19156,121957,8921106,118737
199201,"JORDAN",15838,178924,1374003,120175
199202,"IRAQ",14557,69910,368462,112794
199206,"JORDAN",5413,188912,7131243,120054
199207,"IRAN",10042,42750,7630917,101565
199203,"EGYPT",19723,136572,6273423,96514
199208,"EGYPT",1592,117455,6997082,88347
199204,"IRAQ",29587,190113,3065524,72186
199208,"SAUDI ARABIA",5657,106905,8138958,114714
199205,"SAUDI ARABIA",20398,127187,3763958,72850
199205,"JORDAN",20398,30704,1634700,98082
199211,"SAUDI ARABIA",11257,14251,1615036,69915
199208,"EGYPT",7355,35759,4650394,101685
199208,"JORDAN",5816,55972,7133489,115678
199210,"IRAN",7153,194789,2769156,113026
199203,"IRAQ",27250,54899,3670702,111233
199212,"IRAQ",16291,154657,1677417,102699
199212,"EGYPT",16291,134774,8953411,108526
199201,"EGYPT",5194,32145,753998,64628
199208,"EGYPT",27211,158533,3119398,95491
199212,"SAUDI ARABIA",1483,175743,2364362,109124
199201,"SAUDI ARABIA",13630,112157,1620441,70149
199201,"IRAN",13630,20126,2278449,62767
199201,"SAUDI ARABIA",13630,197016,2893826,66780
199207,"SAUDI ARABIA",27565,19957,3753900,112617
199211,"IRAN",13384,53863,2361918,109011
199209,"JORDAN",16468,84166,1380192,69009
199203,"JORDAN",23027,94061,3029077,63303
199203,"SAUDI ARABIA",23027,73274,873089,74836
199207,"IRAN",29515,85137,3665998,67327
199206,"EGYPT",21971,182534,2400547,96991
199210,"JORDAN",8098,190402,6944137,89544
199209,"JORDAN",4843,112567,6411434,94773
199209,"SAUDI ARABIA",793,103691,8388715,101681
199211,"JORDAN",10721,67479,5244900,86788
199202,"EGYPT",11558,23606,4741760,91776
199201,"IRAQ",8083,51155,4756445,66369
199201,"SAUDI ARABIA",8083,131772,3607540,108226
199212,"JORDAN",5330,80807,7687540,107268
199205,"JORDAN",1102,29260,4079161,71355
199205,"EGYPT",1102,51600,6538442,93096
199202,"JORDAN",6547,63930,5681790,113635
199208,"SAUDI ARABIA",11486,61801,1382035,105768
199203,"JORDAN",10550,96899,2627703,113753
199207,"IRAN",13198,122691,1526897,102821
199205,"EGYPT",17311,199818,6265485,115068
199203,"IRAQ",25063,130512,2313765,92550
199211,"IRAQ",13547,85590,4991469,94535
199204,"JORDAN",9640,115228,609177,74593
199209,"SAUDI ARABIA",13247,14431,2530753,80725
199205,"EGYPT",17695,93263,5540106,75375
199211,"JORDAN",2785,79641,481330,97238
199211,"EGYPT",2785,51164,4014576,66909
199205,"IRAQ",6623,58573,1667879,91894
199205,"JORDAN",6623,173323,5667662,83779
199207,"SAUDI ARABIA",17948,150559,6214472,96573
199202,"SAUDI ARABIA",19195,136794,3050096,109847
199203,"JORDAN",9032,67606,4985164,94416
199207,"IRAQ",29287,116653,7690407,100179
199204,"EGYPT",10771,126376,5609480,84142
199208,"JORDAN",18731,93710,6177652,102222
199210,"SAUDI ARABIA",7907,12405,395220,79044
199209,"IRAN",6358,141840,8114494,112910
199201,"SAUDI ARABIA",8044,153601,6552216,99276
199212,"IRAQ",20713,168750,2673562,109125
199201,"EGYPT",22000,179752,4533581,109905
199205,"EGYPT",10132,34490,4700817,85469
199207,"JORDAN",4579,2698,5442346,96041
199203,"IRAN",10963,27474,6166468,84088
199207,"JORDAN",2365,84081,639048,63904
199207,"SAUDI ARABIA",2365,139438,295486,88645
199207,"EGYPT",2365,118437,427896,87325
199205,"EGYPT",4897,125415,7130029,86424
199205,"EGYPT",4897,42741,4209350,101024
199212,"IRAQ",27907,105027,1226039,61921
199210,"EGYPT",15938,16508,6125350,85470
199205,"JORDAN",883,32394,4509726,79583
199208,"JORDAN",9745,43806,1385841,104988
199211,"IRAQ",7432,132313,5141774,80718
199208,"JORDAN",21793,49563,2816386,90753
199208,"JORDAN",21793,148609,1989120,99456
199211,"IRAQ",19844,143764,1417283,108465
199201,"IRAN",17879,179529,8042600,96511
199208,"EGYPT",22556,44389,3466788,80002
199203,"JORDAN",15104,70858,7315400,109731
199203,"JORDAN",15104,108238,5007352,74773
199207,"IRAQ",10436,64813,5575212,106668
199205,"IRAN",14305,54404,6051672,81504
199204,"JORDAN",17449,5037,1938697,56521
199209,"SAUDI ARABIA",4105,115462,5558204,88647
199206,"IRAN",25295,30127,528560,63427
199212,"JORDAN",12308,49426,275084,82525
199204,"EGYPT",25873,77491,7269025,88109
199211,"IRAQ",26605,51327,5496776,76699
199204,"SAUDI ARABIA",22900,158171,2089589,73750
199209,"SAUDI ARABIA",17630,137791,914395,109727
199209,"IRAQ",17630,50598,5110347,92915
199207,"SAUDI ARABIA",3884,34497,3401220,85889
199208,"IRAQ",5845,152207,3825449,75552
199208,"JORDAN",5845,94192,2818387,71171
199207,"EGYPT",881,183558,482615,98493
199210,"SAUDI ARABIA",17819,91872,5662437,111832
199208,"IRAQ",23245,134452,4661507,89187
199211,"JORDAN",12649,79034,3871800,60781
199211,"IRAN",8092,126698,5691477,103481
199203,"SAUDI ARABIA",3736,34379,4247438,78802
199209,"JORDAN",24818,94204,1878777,71892
199205,"IRAN",24071,75491,5226570,87989
199208,"JORDAN",16304,69218,814426,71232
199208,"IRAN",10460,71368,5966848,80361
199210,"SAUDI ARABIA",26926,129403,2667128,85944
199202,"IRAQ",19996,79931,1685440,114655
199205,"EGYPT",17398,189302,5181201,83478
199203,"SAUDI ARABIA",14531,192545,2888620,98252
199208,"SAUDI ARABIA",21082,36418,5363463,81264
199211,"EGYPT",24163,139143,3393923,70928
199201,"SAUDI ARABIA",19526,174273,5658534,80836
199209,"JORDAN",25075,166064,4540581,67803
199212,"IRAN",28861,86071,1797019,63424
199203,"JORDAN",22072,14210,4785761,67452
199210,"SAUDI ARABIA",2996,13988,6778656,114118
199201,"SAUDI ARABIA",26902,165140,3340648,72308
199203,"IRAN",14054,183002,3437280,65100
199210,"IRAQ",13927,67897,4246354,111893
199202,"IRAQ",4334,175459,151910,92067
199206,"IRAQ",12691,136911,6556665,116874
199208,"SAUDI ARABIA",12754,100205,3102184,72312
199203,"SAUDI ARABIA",21908,163306,5203340,82158
199209,"IRAN",26926,161118,5305995,70746
199212,"IRAQ",19211,99281,3675683,76816
199212,"IRAQ",10522,33544,5119676,88652
199208,"IRAN",23707,40121,2228352,63667
199206,"IRAN",1529,28977,190597,114358
199201,"SAUDI ARABIA",14732,55122,1477808,64627
199201,"IRAQ",10750,119526,918038,92731
199203,"SAUDI ARABIA",12298,43790,173379,104027
199201,"IRAN",15377,23002,181300,55500
199203,"JORDAN",21451,153249,902452,78134
199207,"IRAQ",13559,115683,6726772,101920
199212,"EGYPT",22771,138282,6073288,79216
199208,"IRAQ",20537,5396,3253475,78083
199207,"IRAQ",22196,103911,1688950,114894
199207,"IRAQ",6839,4340,5599530,74660
199211,"JORDAN",194,45159,1202419,66249
199206,"SAUDI ARABIA",15718,113748,5813742,105704
199209,"IRAQ",20827,7818,1879407,103548
199208,"EGYPT",28394,192627,4127088,103177
199206,"JORDAN",13810,174224,6231456,77893
199206,"EGYPT",13810,29459,4673522,83307
199203,"IRAQ",29378,145680,6933782,103540
199207,"IRAQ",27164,151526,4019520,94651
199203,"IRAN",28837,195472,1689732,94048
199204,"JORDAN",27046,153648,166760,102098
199210,"EGYPT",9088,183155,1820080,74289
199202,"IRAQ",28249,96989,9633988,119158
199202,"IRAN",28249,85600,784872,95136
199204,"IRAN",27691,12016,2134423,55680
199204,"IRAN",27691,120075,867295,65704
199207,"EGYPT",15140,177528,5349592,96331
199207,"IRAN",13267,98900,5639733,113934
199203,"SAUDI ARABIA",12883,189457,1224788,92787
199201,"EGYPT",9742,140507,454965,92850
199208,"EGYPT",3881,28154,2121014,64929
199201,"IRAN",9227,189154,3356505,74589
199206,"IRAQ",5290,118845,1660681,111830
199201,"EGYPT",21028,172066,4893658,68283
199206,"IRAQ",2092,150725,3654431,106543
199203,"JORDAN",15274,62447,3209294,84566
199210,"IRAN",28517,88725,4455672,102823
199206,"JORDAN",20758,99144,1714710,68588
199206,"IRAQ",20758,192599,1507206,101495
199206,"SAUDI ARABIA",10825,144095,1014929,68345
199210,"IRAN",1489,130308,5770749,80298
199203,"IRAN",28051,127962,3120257,119397
199201,"SAUDI ARABIA",23260,84279,4926753,75796
199212,"IRAQ",9692,171927,2546624,119935
199201,"EGYPT",6469,161261,3010786,79335
199202,"EGYPT",2836,20596,5459724,90995
199208,"IRAN",7906,1846,513864,104870
199206,"SAUDI ARABIA",13249,182013,107310,65700
199206,"JORDAN",10418,183196,895433,76751
199210,"SAUDI ARABIA",17983,2182,1409434,65050
199210,"IRAN",3773,172033,1436539,66301
199209,"JORDAN",13915,113680,1006045,101620
199207,"SAUDI ARABIA",23785,197834,2704562,115909
199207,"EGYPT",23785,36291,1443293,73637
199202,"JORDAN",25423,1868,6658213,106191
199206,"IRAQ",25636,40662,320532,96159
199204,"SAUDI ARABIA",12580,28517,6360244,86730
199201,"IRAN",28171,76219,4919484,71712
199212,"IRAN",23150,147217,4171893,75852
199202,"IRAQ",2087,197196,3584722,77591
199204,"IRAQ",28769,163656,8089233,103179
199209,"JORDAN",4040,198880,1745372,118732
199209,"IRAN",9734,29174,1310565,66190
199209,"IRAQ",9734,119169,941022,71289
199202,"IRAQ",27632,169222,3707092,77473
199205,"SAUDI ARABIA",18209,21497,6808752,85109
199205,"JORDAN",18209,195611,7096084,102396
199211,"IRAN",14642,999,8378955,113999
199211,"IRAN",14642,74768,1878695,104565
199204,"JORDAN",3055,79844,4110935,109430
199205,"IRAN",27410,180207,2166357,77232
199210,"EGYPT",20183,58330,4464063,77299
199209,"JORDAN",8557,23334,1005864,75439
199201,"EGYPT",16163,162726,6020831,107323
199208,"SAUDI ARABIA",7792,42947,3554977,113396
199207,"IRAQ",12337,140505,2163700,92730
199212,"IRAQ",29260,15168,4776735,64989
199210,"EGYPT",27976,39813,520584,105168
199202,"EGYPT",28193,136986,8294218,121378
199211,"SAUDI ARABIA",19025,58167,1113908,67509
199212,"SAUDI ARABIA",23128,114337,1486463,81079
199202,"IRAN",9673,66341,1811973,78440
199202,"EGYPT",13154,144087,997612,67864
199202,"IRAN",17140,30324,5215462,75259
199202,"EGYPT",9446,166768,6293226,110085
199212,"SAUDI ARABIA",1091,140075,2007126,66904
199211,"IRAN",16871,198407,1788415,90324
199209,"IRAN",17257,50103,2085138,63186
199212,"JORDAN",13735,110187,938589,71830
199203,"EGYPT",19960,3282,948224,71116
199211,"EGYPT",13726,21022,1791738,56581
199211,"IRAN",13726,8273,708762,70876
199203,"SAUDI ARABIA",17771,115513,4279828,91710
199201,"IRAN",26362,61257,1218250,73095
199208,"EGYPT",24377,183959,7407736,122577
199207,"EGYPT",12364,133857,4492659,113451
199209,"SAUDI ARABIA",10903,122037,4553829,63541
199210,"SAUDI ARABIA",11353,4486,681335,83428
199209,"IRAQ",24278,188107,1538093,71706
199205,"EGYPT",1529,74582,5448030,93394
199208,"JORDAN",27631,190245,5684116,80114
199205,"SAUDI ARABIA",18293,68838,2890928,108409
199202,"EGYPT",19099,153317,4476802,82218
199202,"IRAN",19099,109261,2159442,76215
199205,"EGYPT",25519,193850,9136095,116631
199210,"IRAQ",27712,25722,2936237,98863
199202,"SAUDI ARABIA",24076,138969,2361360,120477
199202,"EGYPT",27718,28581,4226824,90574
199211,"SAUDI ARABIA",3803,10615,3289215,91536
199210,"EGYPT",2704,86691,3690918,100661
199210,"IRAQ",2704,66665,5756496,97899
199207,"EGYPT",3223,142547,467324,95372
199211,"EGYPT",22351,68598,3991671,93995
199203,"IRAN",12248,141494,6992621,92129
199207,"IRAN",8390,8149,2959992,63428
199207,"JORDAN",8390,166917,8554619,119034
199207,"IRAQ",8390,175267,1594604,80535
199201,"SAUDI ARABIA",2494,29078,697899,60424
199207,"SAUDI ARABIA",3835,104337,3850958,80479
199202,"JORDAN",12710,140277,5085979,79036
199210,"IRAN",8200,10466,6070188,82587
199202,"EGYPT",16951,195260,2390678,81315
199206,"SAUDI ARABIA",23113,38208,3971583,68772
199210,"IRAN",22457,109297,2220693,78377
199210,"EGYPT",14581,117342,4529320,81560
199210,"EGYPT",9191,22317,5889201,74358
199208,"IRAN",19651,89882,2038477,112312
199207,"IRAQ",2704,124876,3231479,114052
199208,"SAUDI ARABIA",9619,33631,4068038,93877
199201,"JORDAN",304,114625,2295468,98377
199205,"SAUDI ARABIA",16978,121572,5896209,95614
199209,"IRAN",18202,57421,1637562,82705
199212,"SAUDI ARABIA",2332,111925,9301089,116215
199201,"EGYPT",11830,57879,6182904,110212
199201,"EGYPT",7126,147081,1786878,67684
199201,"IRAN",7126,173911,7467231,119094
199208,"IRAQ",14584,77299,2042064,76577
199211,"IRAN",4790,35184,3656361,67150
199209,"IRAQ",6490,157989,8308691,122818
199204,"SAUDI ARABIA",29131,189405,6657552,89664
199201,"JORDAN",22529,14079,4282117,59584
199207,"EGYPT",16187,161660,1721660,103299
199208,"JORDAN",26624,162135,3555476,71827
199203,"SAUDI ARABIA",3554,59774,2746291,104026
199201,"IRAN",7678,119801,3823680,109248
199212,"SAUDI ARABIA",6211,99331,3259308,79819
199212,"SAUDI ARABIA",23900,131064,2956662,65703
199211,"SAUDI ARABIA",8951,178701,1220874,106782
199204,"EGYPT",11764,101660,7327920,99699
199207,"IRAN",23572,149647,7814723,101798
199202,"SAUDI ARABIA",25396,59012,2307119,58260
199210,"IRAN",25237,66823,5612875,107389
199208,"SAUDI ARABIA",8827,149960,2586818,120597
199204,"SAUDI ARABIA",10901,99368,2546024,82041
199210,"IRAQ",28138,8064,2430150,58323
199211,"SAUDI ARABIA",25711,3574,6796822,88654
199205,"IRAN",15827,92574,6140954,93994
199206,"IRAQ",22925,151159,359414,72609
199201,"SAUDI ARABIA",19786,46716,6152027,99762
199207,"SAUDI ARABIA",22871,57887,5423947,110692
199207,"EGYPT",22871,134844,7254201,112730
199204,"IRAQ",20959,186027,5119892,66781
199203,"IRAQ",20578,198680,177868,106720
199204,"SAUDI ARABIA",13204,23244,5719476,70034
199210,"IRAQ",1357,192319,1129048,84678
199207,"IRAN",24002,32836,875570,106129
199209,"EGYPT",18064,20025,3426642,56701
199203,"EGYPT",13184,107034,4080837,62461
199206,"EGYPT",14981,132023,1055020,63301
199208,"SAUDI ARABIA",22166,55344,1299340,77960
199201,"SAUDI ARABIA",19010,111624,1763198,98137
199206,"JORDAN",4582,102318,3006345,79218
199209,"IRAQ",22786,10054,661338,57843
199205,"IRAN",24808,79117,2685469,65766
199201,"IRAQ",11905,127511,2153914,92310
199202,"SAUDI ARABIA",20095,52666,7531624,97119
199212,"IRAN",4622,189784,4081092,112426
199210,"SAUDI ARABIA",2677,57447,3336949,84266
199211,"SAUDI ARABIA",8186,15160,4896278,64509
199209,"SAUDI ARABIA",18826,148574,8112850,97354
199210,"IRAN",9167,113789,3064726,108166
199208,"JORDAN",28538,154150,4366247,72249
199202,"IRAQ",7294,178446,4930038,91466
199209,"IRAQ",1273,53209,2789280,69732
199208,"JORDAN",17020,109373,6569022,82942
199210,"JORDAN",13378,24163,4674788,65229
199207,"IRAQ",25553,32044,1243474,58562
199206,"JORDAN",18158,46452,3184270,83907
199207,"SAUDI ARABIA",12676,26931,9196753,111475
199210,"SAUDI ARABIA",27896,49930,552699,112795
199203,"IRAN",16384,31577,1330558,90514
199203,"SAUDI ARABIA",16384,13713,4992372,97602
199207,"IRAQ",22735,31173,2055964,66250
199212,"JORDAN",12197,106501,738675,90450
199207,"IRAQ",12956,40915,9003019,111354
199206,"JORDAN",16006,83882,5970816,111952
199201,"SAUDI ARABIA",26821,82527,1207616,90571
199204,"SAUDI ARABIA",10207,7723,2260177,97843
199201,"IRAQ",27151,55544,7274268,89972
199210,"IRAN",13045,39094,101242,61985
199211,"IRAQ",18148,178667,8211584,104739
199207,"SAUDI ARABIA",8974,62520,4256314,88951
199209,"IRAQ",28699,182695,5749049,106661
199206,"EGYPT",25435,109358,804001,82041
199203,"EGYPT",27917,186330,3747609,84979
199205,"SAUDI ARABIA",18538,56517,6188742,88410
199208,"IRAQ",24349,115361,1907634,82581
199210,"IRAN",29032,53627,6322480,94837
199208,"IRAQ",17950,64242,603120,72374
199208,"EGYPT",4249,99691,828438,101441
199206,"JORDAN",9536,187143,3198364,73808
199210,"JORDAN",8350,138656,1006622,101679
199207,"IRAN",8432,105958,972155,117837
199203,"IRAQ",12526,56894,7958827,111053
199204,"JORDAN",11207,198784,4059273,112966
199204,"JORDAN",11207,146717,4232904,105822
199206,"JORDAN",5635,179174,4218170,75190
199203,"IRAN",3082,154418,5101900,88344
199203,"EGYPT",3082,160602,4937922,99756
199209,"SAUDI ARABIA",1547,181374,2709898,87322
199212,"IRAQ",13511,32382,5152369,78862
199212,"IRAN",13511,29825,3648270,105289
199212,"IRAN",28981,73349,3110143,79340
199202,"SAUDI ARABIA",1712,98713,5083778,102702
199210,"SAUDI ARABIA",13582,13969,5405978,112977
