"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1997,121250,2013660,76275
"ARGENTINA",1994,434566,2851026,90032
"CANADA",1996,541214,5246694,75311
"CANADA",1996,636462,553778,83905
"CANADA",1993,163227,3591972,77413
"PERU",1996,603959,368858,111775
"BRAZIL",1993,706995,5225115,120117
"BRAZIL",1998,773617,4427629,101434
"BRAZIL",1998,573177,2700324,75009
"ARGENTINA",1997,341283,5363293,79456
"CANADA",1994,671858,2236040,109789
"CANADA",1993,16617,1380249,92016
"CANADA",1993,166110,2535693,70566
"CANADA",1993,125264,5817141,77355
"CANADA",1993,509234,2314857,74592
"CANADA",1993,295298,3584972,77596
"ARGENTINA",1994,626166,943600,65527
"BRAZIL",1997,652355,653660,78439
"BRAZIL",1997,113736,2115423,104983
"BRAZIL",1993,412690,2884806,96160
"PERU",1995,469003,3488436,58318
"PERU",1995,4022,4265248,55561
"ARGENTINA",1992,409313,4114228,73337
"ARGENTINA",1992,615186,1708984,66069
"PERU",1996,626901,5154593,109672
"PERU",1996,511179,3099150,71409
"PERU",1996,184915,3229854,119994
"PERU",1997,506681,7763236,101259
"CANADA",1996,376223,6238806,77952
"CANADA",1996,717909,5672705,115612
"CANADA",1993,169142,1782798,72668
"UNITED STATES",1993,581684,4746094,105939
"UNITED STATES",1993,219424,5397821,80604
"BRAZIL",1994,444121,2351740,63906
"BRAZIL",1994,207264,115953,70275
"ARGENTINA",1992,221015,2620800,56160
"ARGENTINA",1992,195206,3122880,78072
"ARGENTINA",1992,117094,2371066,66665
"BRAZIL",1993,520457,3856092,88645
"PERU",1995,401432,3040174,80004
"PERU",1995,646350,2240040,77779
"PERU",1992,113432,4077558,86725
"PERU",1992,39745,4599340,101084
"PERU",1992,569343,2698943,84739
"ARGENTINA",1993,702602,5030326,96274
"ARGENTINA",1993,628936,542685,111894
"ARGENTINA",1998,515719,3533563,104081
"UNITED STATES",1993,639441,1523972,82824
"UNITED STATES",1993,335223,4982511,75492
"ARGENTINA",1997,761919,8747566,118852
"ARGENTINA",1997,529021,3931200,63000
"UNITED STATES",1998,617666,5644057,95017
"UNITED STATES",1998,305031,4713891,62161
"CANADA",1994,123335,1863628,81499
"CANADA",1994,630333,1440162,75798
"CANADA",1994,393370,1513114,87801
"CANADA",1998,207061,3159715,58083
"CANADA",1998,73424,5385656,83845
"CANADA",1998,433273,4168800,72375
"UNITED STATES",1994,477247,727186,73453
"UNITED STATES",1994,764095,1557776,69543
"BRAZIL",1995,462325,5792850,77238
"BRAZIL",1995,694770,5415987,105884
"BRAZIL",1995,199304,841980,84198
"BRAZIL",1997,588693,7376113,106900
"BRAZIL",1994,585509,3373919,95668
"PERU",1992,558834,2061270,113568
"BRAZIL",1992,444028,1137240,58320
"UNITED STATES",1994,591161,3609919,75128
"BRAZIL",1995,239606,440493,92735
"BRAZIL",1995,645593,6615808,92313
"BRAZIL",1995,71699,5929278,100241
"ARGENTINA",1994,519569,1572654,95312
"ARGENTINA",1994,577290,2277871,82036
"CANADA",1997,614161,1532060,64507
"ARGENTINA",1994,297144,1259807,68467
"PERU",1997,466738,1350130,102282
"CANADA",1997,21171,4000618,65530
"PERU",1995,783745,7644007,109722
"PERU",1995,395550,7980869,98732
"CANADA",1997,410569,2288848,88772
"UNITED STATES",1993,587544,734184,97891
"ARGENTINA",1993,480764,3554035,104684
"ARGENTINA",1993,167677,1015397,104680
"ARGENTINA",1997,75592,1787052,94055
"UNITED STATES",1997,787358,5185808,86719
"PERU",1998,189479,7378082,94108
"ARGENTINA",1996,414771,163517,101145
"ARGENTINA",1996,780930,6358465,120654
"UNITED STATES",1995,315534,3350062,92971
"ARGENTINA",1995,99044,1314230,62582
"ARGENTINA",1995,309276,1403503,77115
"BRAZIL",1995,522236,113238,75492
"UNITED STATES",1995,134110,1702435,68646
"UNITED STATES",1995,385269,2166800,81255
"CANADA",1996,105598,615778,96215
"CANADA",1996,373755,9143700,109724
"CANADA",1996,117846,1174219,111830
"BRAZIL",1995,581908,397976,119392
"PERU",1995,123007,1631520,61800
"UNITED STATES",1996,506644,158459,99037
"UNITED STATES",1992,151637,6984173,101317
"PERU",1996,240313,2976587,75198
"PERU",1996,525996,8184934,121318
"CANADA",1993,368215,1991526,76992
"PERU",1992,77518,6396296,89730
"BRAZIL",1992,700386,504631,83181
"ARGENTINA",1998,39190,4458042,67751
"CANADA",1998,269438,3968924,84445
"CANADA",1998,163916,4157811,118794
"ARGENTINA",1993,338083,1220845,67264
"CANADA",1995,261093,4743360,63244
"CANADA",1995,582166,1677500,74888
"PERU",1997,403699,3886474,96160
"UNITED STATES",1996,702218,2867423,73210
"PERU",1996,130709,4387523,104382
"CANADA",1998,663158,312792,67267
"CANADA",1998,499503,6036964,90148
"PERU",1994,213705,615102,97121
"UNITED STATES",1992,474679,982268,99219
"BRAZIL",1997,160368,4419345,85701
"BRAZIL",1997,532874,8876386,114411
"BRAZIL",1997,702232,5054049,74052
"ARGENTINA",1994,206993,1899980,113998
"ARGENTINA",1994,529766,4130202,107744
"ARGENTINA",1998,208486,778114,83668
"BRAZIL",1996,299549,3338630,92911
"BRAZIL",1996,442208,2817941,69010
"ARGENTINA",1997,648962,7756464,114655
"CANADA",1997,421864,6125431,107150
"CANADA",1997,667224,1039908,71471
"UNITED STATES",1995,469769,1439676,104324
"UNITED STATES",1995,690080,3563266,64203
"PERU",1993,143303,4757824,80778
"BRAZIL",1992,359500,154389,93569
"BRAZIL",1992,503503,6114802,90388
"BRAZIL",1992,370314,6090920,83058
"CANADA",1994,411004,355012,54898
"CANADA",1994,534461,2225214,89726
"CANADA",1997,4883,8322581,107272
"CANADA",1997,467384,4600029,81081
"UNITED STATES",1998,8481,5280024,83368
"UNITED STATES",1998,125980,7051019,120358
"UNITED STATES",1998,533725,3925418,105522
"UNITED STATES",1998,700073,1180344,64382
"UNITED STATES",1998,517858,3926112,112549
"CANADA",1995,69273,2373977,74536
"CANADA",1995,179118,3950463,71826
"CANADA",1996,132045,500823,64622
"CANADA",1996,67883,8090196,111052
"UNITED STATES",1996,27060,690942,59223
"CANADA",1997,185802,2748636,113268
"CANADA",1997,363084,1238835,68824
"CANADA",1997,656849,1329076,108348
"BRAZIL",1993,375399,2170287,88462
"BRAZIL",1998,339414,4761338,87204
"BRAZIL",1998,543365,1126672,84500
"BRAZIL",1993,444465,2463701,84566
"BRAZIL",1996,184509,4528727,95610
"PERU",1993,107338,742622,80719
"PERU",1993,795856,780728,117109
"PERU",1993,740568,7077532,96511
"BRAZIL",1995,756191,617344,74829
"UNITED STATES",1997,636494,4484492,85827
"ARGENTINA",1996,399366,933427,87921
"PERU",1994,623744,455284,100062
"ARGENTINA",1993,178687,7389370,105940
"UNITED STATES",1992,608779,2610933,101264
"BRAZIL",1998,531911,4383159,116573
"CANADA",1998,666583,6663065,92973
"ARGENTINA",1996,449407,3442492,81382
"PERU",1992,732301,5503738,79996
"PERU",1992,570387,7141064,87441
"CANADA",1994,458060,4495664,61082
"CANADA",1993,299055,2873313,63242
"CANADA",1993,339704,4216242,104621
"CANADA",1993,402607,6110779,90574
"UNITED STATES",1997,783993,6853968,124617
"UNITED STATES",1997,99295,1812006,77657
"ARGENTINA",1995,495812,520643,108467
"UNITED STATES",1996,722745,5658439,106062
"UNITED STATES",1996,387287,2993160,82456
"UNITED STATES",1996,330700,4153656,103841
"CANADA",1996,136548,3352886,95072
"BRAZIL",1995,117953,3192939,118257
"BRAZIL",1995,523937,7765203,117654
"BRAZIL",1998,32065,897354,59823
"CANADA",1993,694082,1840045,64563
"CANADA",1993,629482,3793977,84687
"CANADA",1998,319117,3381033,68166
"UNITED STATES",1998,355760,1156632,108945
"BRAZIL",1992,219186,1803637,66310
"BRAZIL",1992,317056,2017315,64382
"UNITED STATES",1997,641264,3138418,72313
"BRAZIL",1998,187838,9342201,115549
"ARGENTINA",1994,580512,579666,95549
"ARGENTINA",1994,37516,1953517,87210
"PERU",1997,401805,1689712,102406
"BRAZIL",1997,36259,1639883,71715
"BRAZIL",1997,401208,2372536,66550
"BRAZIL",1995,609287,322987,71775
"BRAZIL",1995,279271,3375702,75015
"PERU",1993,461538,3748775,89970
"UNITED STATES",1992,409091,3395237,60004
"PERU",1997,102328,5055216,79819
"PERU",1997,614360,2523173,76459
"BRAZIL",1994,118967,5898301,119157
"UNITED STATES",1995,125115,2282500,68406
"UNITED STATES",1995,404202,3794197,66370
"ARGENTINA",1995,14414,3121763,79704
"UNITED STATES",1997,214137,4730040,63067
"UNITED STATES",1997,203558,543692,87692
"UNITED STATES",1997,383333,6731768,84979
"UNITED STATES",1997,265209,5022010,70451
"CANADA",1994,608948,5942112,111414
"CANADA",1994,181205,3820014,77172
"CANADA",1997,762315,3532723,82636
"CANADA",1997,223596,6999185,91174
"ARGENTINA",1993,666443,648328,84564
"ARGENTINA",1993,14993,6344066,114479
"ARGENTINA",1994,572983,5078221,123357
"BRAZIL",1997,443945,1295799,113335
"CANADA",1993,21892,8184271,108833
"PERU",1995,741581,6425298,97353
"PERU",1995,393505,4013808,95909
"PERU",1993,530061,2400288,65462
"PERU",1993,734002,304575,62158
"CANADA",1992,596116,4820481,72725
"CANADA",1992,505809,6075883,108886
"PERU",1993,592568,4430320,99632
"BRAZIL",1997,698032,4207550,61800
"ARGENTINA",1992,281423,5616235,84264
"CANADA",1995,231229,4839235,69612
"ARGENTINA",1994,485100,390628,65104
"ARGENTINA",1994,68904,2022732,112374
"ARGENTINA",1997,16074,2910805,59404
"ARGENTINA",1997,541880,8671432,115311
"UNITED STATES",1998,633226,1491877,69551
"UNITED STATES",1998,219184,2779988,66190
"UNITED STATES",1998,622273,803201,71714
"ARGENTINA",1997,327533,568029,93631
"BRAZIL",1997,480421,4621817,84084
"UNITED STATES",1993,321648,1268918,100177
"UNITED STATES",1993,330811,5540134,110508
"UNITED STATES",1993,726478,5121113,90266
"UNITED STATES",1993,111908,5836496,115194
"UNITED STATES",1993,37262,2878224,71955
"PERU",1997,92786,3886634,106726
"ARGENTINA",1996,314803,3490156,109067
"PERU",1998,348450,5259524,89906
"UNITED STATES",1993,759374,4695621,86000
"CANADA",1997,94012,3822838,60360
"UNITED STATES",1997,454922,1287553,112614
"UNITED STATES",1996,270308,4874119,76697
"CANADA",1993,281557,6794192,92312
"BRAZIL",1997,649540,571971,89370
"BRAZIL",1997,10622,418405,91957
"BRAZIL",1997,110949,5821021,117596
"BRAZIL",1993,118152,2106270,70209
"ARGENTINA",1997,572322,5856060,83658
"PERU",1995,163264,374287,79635
"CANADA",1994,322509,4415285,91889
"UNITED STATES",1998,436721,6788281,99462
"CANADA",1998,148703,7567344,105102
"CANADA",1998,36170,2983340,66370
"CANADA",1994,765416,6755092,88882
"BRAZIL",1997,344667,2926921,102699
"UNITED STATES",1998,709143,2142924,69126
"PERU",1993,705615,943177,97234
"BRAZIL",1994,433941,2388648,112495
"BRAZIL",1994,444825,6371280,106188
"BRAZIL",1995,654588,6035998,92553
"UNITED STATES",1993,531806,7608409,110266
"UNITED STATES",1993,114509,4977274,91410
"BRAZIL",1996,303244,1184868,74833
"UNITED STATES",1996,54821,4524789,106549
"UNITED STATES",1996,695303,3583225,77896
"ARGENTINA",1993,404680,5419537,95079
"BRAZIL",1994,698156,5255862,69247
"CANADA",1994,795112,1405041,72424
"ARGENTINA",1997,752989,7246880,122517
"ARGENTINA",1997,410851,317129,105709
"ARGENTINA",1996,202491,2789746,83608
"ARGENTINA",1993,485005,2352192,59398
"ARGENTINA",1993,88385,4894726,82402
"UNITED STATES",1993,108917,7684380,115554
"UNITED STATES",1994,726491,7212487,91047
"UNITED STATES",1994,533375,5196811,84501
"UNITED STATES",1994,521670,3774071,101499
"PERU",1996,39335,4600331,76459
"UNITED STATES",1997,145654,6943070,101979
"PERU",1994,261420,820557,82884
"UNITED STATES",1995,384365,7174282,86961
"BRAZIL",1995,232082,4283431,60844
"BRAZIL",1995,504396,2800740,84022
"CANADA",1998,259074,4561992,61983
"CANADA",1998,110780,2118492,107446
"CANADA",1997,428862,1241052,107450
"BRAZIL",1996,439188,3462635,67629
"PERU",1992,307829,6777828,110208
"UNITED STATES",1992,338196,3672919,74050
"BRAZIL",1993,709761,7904538,106243
"BRAZIL",1993,41568,1035558,90573
"CANADA",1993,772713,2924943,107140
"CANADA",1993,417807,1707532,103486
"CANADA",1995,49601,5414695,93036
"ARGENTINA",1998,43286,3761596,73756
"ARGENTINA",1996,527456,136475,89005
"ARGENTINA",1996,567248,1874188,78913
"UNITED STATES",1992,313266,5335751,76755
"UNITED STATES",1992,410252,2186154,69733
"UNITED STATES",1997,337107,1630328,68645
"BRAZIL",1993,713710,6184563,103420
"BRAZIL",1993,640712,2556695,99160
"BRAZIL",1995,670851,3847683,109309
"BRAZIL",1995,55141,631376,65768
"ARGENTINA",1993,231942,6725534,112435
"ARGENTINA",1993,635570,7082060,90332
"CANADA",1998,316969,6164388,119157
"CANADA",1998,86312,6491550,77898
"CANADA",1998,237196,5112908,67990
"ARGENTINA",1993,100802,7139088,108168
"ARGENTINA",1992,773535,7077400,96510
"CANADA",1997,623974,8199100,113876
"CANADA",1997,85483,3865039,88108
"UNITED STATES",1997,489162,3037858,69068
"UNITED STATES",1997,565581,4440772,98793
"UNITED STATES",1997,103353,3173859,81381
"UNITED STATES",1997,239692,4273369,97900
"BRAZIL",1995,748063,3475301,66661
"PERU",1994,463300,2556878,75796
"ARGENTINA",1994,704556,6967721,93631
"BRAZIL",1992,62277,122687,74356
"PERU",1994,36687,6946103,97420
"PERU",1994,588118,2149252,72365
"CANADA",1994,548642,4175831,101437
"CANADA",1994,748660,6725167,102517
"CANADA",1992,767434,1283697,90084
"CANADA",1998,403551,6353387,87271
"CANADA",1998,67823,7413994,107449
"PERU",1996,104712,4163021,103002
"BRAZIL",1994,510347,1531056,81439
"BRAZIL",1992,664400,129615,81862
"ARGENTINA",1996,648791,7202606,104385
"ARGENTINA",1996,228600,7190487,91715
"ARGENTINA",1996,118234,480856,75133
"CANADA",1992,787289,3492922,82575
"ARGENTINA",1995,741727,4460636,106121
"PERU",1997,682848,2956758,109848
"PERU",1997,776933,6566343,120594
"ARGENTINA",1996,711363,2501280,82459
"ARGENTINA",1996,619192,4373525,66669
"ARGENTINA",1996,319845,5117093,111889
"CANADA",1995,432407,4027515,80362
"CANADA",1992,624201,4010105,67510
"UNITED STATES",1992,581806,9061344,113266
"ARGENTINA",1993,345607,2197944,99155
"ARGENTINA",1996,430996,2034880,115618
"ARGENTINA",1993,206659,929990,93938
"CANADA",1997,653739,804032,101562
"CANADA",1997,524156,4215424,70807
"CANADA",1992,211878,7823478,107391
"PERU",1993,471132,1297257,66186
"PERU",1993,704756,8113397,105643
"BRAZIL",1996,493067,2181562,63602
"UNITED STATES",1998,5933,2523011,110335
"ARGENTINA",1998,547350,4879476,83839
"ARGENTINA",1998,291388,946247,82762
"CANADA",1995,409460,3796087,82166
"ARGENTINA",1992,9873,8379489,106972
"BRAZIL",1994,652146,3397552,65886
"BRAZIL",1994,604379,708403,77000
"ARGENTINA",1993,367251,3358875,79094
"CANADA",1997,780646,2272218,103596
"ARGENTINA",1993,697116,1090818,66784
"BRAZIL",1996,78010,474244,59280
"ARGENTINA",1995,161354,665214,84921
"CANADA",1997,179727,1512224,108403
"PERU",1996,186803,1309631,113388
"CANADA",1993,447696,2278126,98620
"UNITED STATES",1997,124042,3482752,63962
"PERU",1992,558012,1643504,64199
"PERU",1992,94110,1483923,66246
"UNITED STATES",1993,275171,2750784,68769
"UNITED STATES",1993,458501,5837920,87568
"UNITED STATES",1993,416412,3299720,79703
"UNITED STATES",1994,523388,3810672,84681
"PERU",1995,220980,6075500,114058
"UNITED STATES",1992,409298,4751814,72436
"PERU",1995,705548,2804085,93210
"PERU",1995,531098,1804253,67744
"PERU",1998,458400,3537221,81502
"ARGENTINA",1997,350903,8511144,117233
"ARGENTINA",1997,351157,724884,72488
"ARGENTINA",1993,687738,2029423,103542
"BRAZIL",1996,281418,3778380,83964
"UNITED STATES",1997,90610,7071494,96036
"CANADA",1996,600631,3201044,91896
"UNITED STATES",1992,276563,5440769,92373
"ARGENTINA",1993,393860,5275395,117231
"ARGENTINA",1993,549631,4356141,100836
"ARGENTINA",1993,41302,246173,74598
"CANADA",1996,740003,312891,62578
"CANADA",1996,428008,3994762,56158
"CANADA",1996,715424,5699984,86363
"PERU",1995,263107,1819153,64205
"UNITED STATES",1993,405231,836250,68172
"ARGENTINA",1992,43715,895703,99522
"PERU",1994,394497,3867296,95488
"PERU",1994,706431,1569640,86244
"ARGENTINA",1993,168049,1829711,67022
"BRAZIL",1996,795052,5339378,68821
"CANADA",1995,358436,4674545,89665
"PERU",1997,654587,3261919,92493
"CANADA",1997,52153,974742,66309
"CANADA",1994,539731,7739773,106242
"PERU",1995,692454,708745,86785
"BRAZIL",1993,307970,7919751,118677
"BRAZIL",1993,116236,4540585,75133
"ARGENTINA",1997,69463,416845,85947
"ARGENTINA",1997,194278,3334616,82336
"BRAZIL",1992,90947,4534779,116276
"PERU",1998,568645,5826308,102817
"PERU",1998,563928,4214860,119514
"BRAZIL",1998,739665,3044469,102277
"CANADA",1997,580995,6049376,124558
"ARGENTINA",1992,584172,5347430,75369
"ARGENTINA",1992,297933,8326127,115855
"CANADA",1997,501445,6300605,86785
"CANADA",1997,580207,4035309,77230
"BRAZIL",1993,196273,4608962,82156
"CANADA",1995,467131,1548335,65886
"CANADA",1992,549564,4337195,96812
"CANADA",1993,595130,225420,73506
"UNITED STATES",1994,294116,4382674,66606
"CANADA",1998,479129,4946558,66486
"UNITED STATES",1995,596498,5840543,95668
"UNITED STATES",1995,388937,4473231,121555
"UNITED STATES",1995,215219,653299,68052
"UNITED STATES",1994,367153,1874135,73208
"UNITED STATES",1994,329268,5487367,77835
"BRAZIL",1996,673346,3327299,79158
"BRAZIL",1996,299263,371101,75735
"BRAZIL",1995,166990,4866838,123419
"ARGENTINA",1994,142857,6677972,113991
"BRAZIL",1994,489243,2561785,73933
"PERU",1998,795568,638795,99811
"UNITED STATES",1992,608956,6590627,111895
"BRAZIL",1995,627056,4065770,58981
"UNITED STATES",1993,606984,4538280,113457
"UNITED STATES",1995,648295,2598413,74595
"PERU",1993,677231,5168679,72492
"PERU",1994,538695,5885809,104020
"ARGENTINA",1996,491191,4865811,70930
"CANADA",1994,706766,6130100,106363
"UNITED STATES",1995,724939,2798557,117834
"ARGENTINA",1997,57215,106671,70332
"ARGENTINA",1997,1855,1835908,105411
"ARGENTINA",1997,451291,4181480,74536
"ARGENTINA",1997,206674,948396,94839
"ARGENTINA",1996,396685,7507957,106900
"ARGENTINA",1996,451275,3236073,73575
"BRAZIL",1992,528351,5503526,82759
"ARGENTINA",1995,708425,6812902,86003
"PERU",1996,565639,2608053,102276
"BRAZIL",1994,365739,4241092,108283
"BRAZIL",1992,287556,710028,92612
"BRAZIL",1992,731416,1276589,86842
"ARGENTINA",1993,308006,4623794,60839
"ARGENTINA",1993,640888,1580126,109731
"CANADA",1997,688566,6634734,93271
"BRAZIL",1998,640935,8199558,112554
"BRAZIL",1998,191809,541728,114048
"BRAZIL",1998,520374,2596279,83661
"BRAZIL",1998,310672,632680,100959
"ARGENTINA",1993,70365,5020953,80121
"BRAZIL",1997,740061,654011,66061
"BRAZIL",1997,594652,5418046,104797
"BRAZIL",1997,705483,442069,89307
"PERU",1996,89128,3905451,67027
"ARGENTINA",1992,223844,6475561,106069
"ARGENTINA",1992,651000,1211535,57058
"ARGENTINA",1998,234357,2670491,77480
"CANADA",1996,178605,841800,101016
"UNITED STATES",1994,559128,2993866,71226
"BRAZIL",1994,567698,6179845,105940
"BRAZIL",1997,755062,1733630,67021
"BRAZIL",1997,34023,181833,57421
"CANADA",1995,755535,4921007,95430
"CANADA",1993,639387,3282716,79581
"CANADA",1994,355630,5886185,101137
"BRAZIL",1992,24878,2320293,108172
"PERU",1996,65365,4853153,79821
"UNITED STATES",1993,282758,7932552,104444
"UNITED STATES",1993,311369,6360652,82821
"BRAZIL",1997,566080,110021,68763
"UNITED STATES",1995,466142,868766,66487
"CANADA",1998,797714,6333633,108700
"CANADA",1998,777975,2100157,123176
"ARGENTINA",1997,394687,4276008,106900
"ARGENTINA",1997,699759,844185,105523
"ARGENTINA",1992,148116,2145454,69846
"BRAZIL",1995,120994,185379,120899
"PERU",1998,196693,8155617,107381
"PERU",1998,217084,1001070,60064
"PERU",1998,721503,1493980,91468
"CANADA",1998,540342,2844814,82939
"UNITED STATES",1993,484110,1663016,65645
"UNITED STATES",1993,303313,1484786,78978
"ARGENTINA",1995,676122,395312,65885
"ARGENTINA",1995,277887,1051786,111892
"ARGENTINA",1995,30272,2284313,72136
"ARGENTINA",1995,486338,5911719,79458
"BRAZIL",1996,151331,5142267,82939
"ARGENTINA",1997,130014,2273853,62640
"CANADA",1996,686246,2317787,73932
"CANADA",1996,124398,4412253,85343
"CANADA",1996,344393,836555,86242
"PERU",1997,628748,1301126,100602
"PERU",1997,165100,5091487,69906
"PERU",1997,428966,8106553,113696
"BRAZIL",1997,316188,2219285,72250
"BRAZIL",1997,557102,2862927,69544
"ARGENTINA",1998,4710,4805376,96882
"PERU",1998,611330,3852995,74478
"BRAZIL",1993,669174,2497760,68588
"BRAZIL",1993,395350,131525,86720
"CANADA",1996,487175,2428893,69729
"CANADA",1996,741846,7611649,113268
"PERU",1998,442408,2981639,81022
"CANADA",1996,72564,1877676,92193
"CANADA",1996,484758,7535564,104563
"CANADA",1996,120061,105943,64863
"ARGENTINA",1995,759326,1008491,83117
"BRAZIL",1997,253242,3258196,71713
"BRAZIL",1997,274108,2067873,64925
"UNITED STATES",1995,350553,904396,96212
"UNITED STATES",1995,535771,2504155,108405
"CANADA",1997,616030,4268352,56760
"CANADA",1993,766214,5716003,76810
"ARGENTINA",1996,104815,6878881,109188
"BRAZIL",1997,212910,1212228,109374
"PERU",1992,25746,4563850,100304
"PERU",1992,707385,6276713,83541
"PERU",1992,459774,7659707,104025
"PERU",1992,719229,5932647,74891
"ARGENTINA",1994,454425,2636033,82764
"ARGENTINA",1994,111261,5793872,76335
"UNITED STATES",1993,670450,3434575,85225
"CANADA",1995,745403,6452488,86902
"ARGENTINA",1996,338614,3762970,99156
"BRAZIL",1997,193283,533996,82576
"ARGENTINA",1994,506499,6438895,90328
"UNITED STATES",1997,234238,2895383,70333
"ARGENTINA",1992,174114,1058606,71286
"ARGENTINA",1992,598947,9411232,122755
"UNITED STATES",1993,553194,119728,74830
"UNITED STATES",1998,539690,4137370,103780
"UNITED STATES",1997,237620,5214878,93456
"UNITED STATES",1997,65433,2926913,83905
"UNITED STATES",1992,325229,5835839,75252
"UNITED STATES",1992,223956,3100021,112796
"PERU",1993,320990,6153598,120658
"CANADA",1997,232765,3748632,101865
"ARGENTINA",1998,291016,906300,60420
"PERU",1995,730495,1610885,91527
"PERU",1995,612990,5480524,114177
"PERU",1994,339142,2455569,70867
"UNITED STATES",1994,604375,1683611,76760
"ARGENTINA",1994,737297,2200194,80055
"ARGENTINA",1994,549521,285831,94230
"CANADA",1993,618463,3304380,82885
"CANADA",1993,746767,5281581,108823
"BRAZIL",1995,287231,2546079,73093
"UNITED STATES",1994,270414,2014302,83064
"ARGENTINA",1992,636459,5940302,83725
"ARGENTINA",1992,442806,1017789,104926
"PERU",1992,742163,2303003,72307
"UNITED STATES",1994,529528,4538555,93450
"UNITED STATES",1994,569685,5106060,105279
"UNITED STATES",1995,145625,810250,100237
"UNITED STATES",1992,551609,617735,99634
"CANADA",1996,217321,3999741,74298
"UNITED STATES",1992,754415,279182,88162
"UNITED STATES",1992,684121,3884391,66305
"ARGENTINA",1993,154864,3098958,115131
"PERU",1995,36751,6683490,101265
"ARGENTINA",1996,390101,3851985,71465
"ARGENTINA",1996,61852,2938437,108831
"CANADA",1997,259166,5129558,67509
"CANADA",1995,562036,4589681,65880
"CANADA",1995,51777,2489428,103726
"ARGENTINA",1992,291426,708705,85044
"ARGENTINA",1992,66367,1320026,80001
"UNITED STATES",1997,507684,8035385,101499
"CANADA",1996,480047,2875656,61621
"CANADA",1998,219786,7445686,102346
"PERU",1996,320276,1516624,77775
"PERU",1996,464397,3638942,81682
"BRAZIL",1992,515989,6028914,120297
"BRAZIL",1992,723017,2391954,62398
"BRAZIL",1996,270813,7063848,107028
"CANADA",1994,81909,7374510,113454
"CANADA",1994,639188,3012871,67629
"BRAZIL",1992,32674,5321291,96400
"BRAZIL",1992,696583,2502007,94773
"CANADA",1996,183524,3359716,96451
"BRAZIL",1992,120189,1451016,72550
"ARGENTINA",1997,544564,2866418,96512
"ARGENTINA",1997,471200,2740561,70270
"CANADA",1996,619499,5390148,85107
"PERU",1992,35184,2339086,67150
"UNITED STATES",1992,110527,2238629,92251
"BRAZIL",1992,254913,504333,112074
"BRAZIL",1996,281861,2347790,110571
"CANADA",1992,654053,1007020,60421
"UNITED STATES",1994,405192,4213132,65830
"UNITED STATES",1994,457797,4197409,105286
"ARGENTINA",1994,463409,2169732,82342
"CANADA",1997,224016,1786000,56400
"CANADA",1997,348390,3627594,86302
"ARGENTINA",1994,396134,5535540,73807
"ARGENTINA",1994,454864,3513998,109130
"UNITED STATES",1993,240490,5843510,85828
"UNITED STATES",1993,306716,2172324,103362
"PERU",1997,124291,2904160,78917
"PERU",1997,172883,2910349,117352
"CANADA",1993,46006,639744,57120
"CANADA",1993,585711,8537870,107801
"CANADA",1995,300410,3541514,84624
"UNITED STATES",1997,461942,1050963,114235
"UNITED STATES",1997,649887,1553975,110211
"UNITED STATES",1997,240603,748641,92615
"ARGENTINA",1994,694031,3050400,61500
"BRAZIL",1992,406811,515337,103067
"ARGENTINA",1994,293309,968903,78137
"ARGENTINA",1994,68467,6890208,86127
"UNITED STATES",1992,111227,5339204,74293
"CANADA",1995,539301,2368274,80416
"CANADA",1995,16093,2452088,60545
"CANADA",1995,61127,3617999,65287
"ARGENTINA",1994,316285,1009785,78076
"ARGENTINA",1995,138622,4649736,99637
"ARGENTINA",1995,239926,7717403,111954
"CANADA",1995,364720,3148228,107082
"BRAZIL",1994,204982,2988960,113218
"CANADA",1995,277740,5874636,103063
"CANADA",1995,634916,7255449,111052
"PERU",1994,22039,2465041,57661
"UNITED STATES",1997,343452,1612084,89726
"UNITED STATES",1994,29094,4520011,61385
"BRAZIL",1992,739833,1393363,112368
"BRAZIL",1996,707555,6468832,93751
"UNITED STATES",1997,686032,4246078,61080
"UNITED STATES",1997,524330,5728731,81258
"UNITED STATES",1997,414149,3333944,63787
"CANADA",1993,35852,6743770,107271
"CANADA",1993,665178,2870424,68588
"ARGENTINA",1993,348938,2076331,119215
"BRAZIL",1996,86978,5527460,117898
"BRAZIL",1996,443588,2646535,91893
"BRAZIL",1996,183504,3429000,95250
"PERU",1997,159303,4005162,81738
"BRAZIL",1993,362981,1344932,122638
"BRAZIL",1993,744571,7754592,96932
"CANADA",1997,71358,1823868,79761
"UNITED STATES",1997,553250,4926209,78193
"UNITED STATES",1997,150526,6555170,94591
"UNITED STATES",1993,173583,4870345,99394
"UNITED STATES",1993,248458,5817035,84386
"BRAZIL",1992,772606,7649243,100714
"BRAZIL",1992,384091,2350160,70504
"CANADA",1993,247742,1013838,101383
"CANADA",1997,315011,3283200,61560
"PERU",1992,229762,3684631,101505
"ARGENTINA",1996,320497,3769420,91048
"PERU",1995,66032,2784503,59881
"UNITED STATES",1995,242237,4606033,70753
"CANADA",1993,315721,8086121,104202
"CANADA",1993,714823,5822118,110267
"CANADA",1996,153584,7696626,98254
"PERU",1992,673349,1507433,79338
"PERU",1992,175956,4876680,121917
"UNITED STATES",1994,15734,2608223,98983
"UNITED STATES",1994,429157,1754099,65167
"UNITED STATES",1994,28950,6854409,112737
