"d_year","s_city","lo_custkey","lo_revenue"
1995,"UNITED ST9",4405,5612107
1996,"UNITED ST0",16528,3660000
1997,"UNITED ST0",7018,5516982
1997,"UNITED ST0",13093,2928151
1997,"UNITED ST9",16067,4132773
1997,"UNITED ST0",24433,6585562
1994,"UNITED ST0",25085,1138110
1997,"UNITED ST9",8885,4925088
1993,"UNITED ST0",19924,440540
1992,"UNITED ST9",3226,524776
1997,"UNITED ST0",20173,1731429
1995,"UNITED ST9",2987,7814690
1995,"UNITED ST9",19324,2766108
1992,"UNITED ST9",10666,163101
1996,"UNITED ST0",26800,2602862
1993,"UNITED ST9",13729,2023476
1996,"UNITED ST9",2806,4920114
1996,"UNITED ST0",24317,1372747
1994,"UNITED ST9",15283,8767539
1993,"UNITED ST0",14911,4196874
1994,"UNITED ST9",11584,2125402
1995,"UNITED ST0",28030,1253184
1992,"UNITED ST0",23929,2618907
1992,"UNITED ST0",613,1061976
1992,"UNITED ST0",17809,951580
1997,"UNITED ST0",21506,5555714
1997,"UNITED ST9",21506,1940881
1997,"UNITED ST9",28130,585067
1992,"UNITED ST9",19793,570510
1997,"UNITED ST0",11188,7656125
1996,"UNITED ST0",15424,511556
1996,"UNITED ST9",15580,6484508
1996,"UNITED ST9",5563,5757194
1997,"UNITED ST9",24001,5614856
1996,"UNITED ST9",1292,1869482
1995,"UNITED ST9",16769,3481659
1997,"UNITED ST0",5287,3587580
1997,"UNITED ST0",26698,2460097
1992,"UNITED ST0",9385,3706974
1995,"UNITED ST0",17293,647234
1995,"UNITED ST9",29341,1882754
1996,"UNITED ST9",11329,5411934
1995,"UNITED ST9",15290,6291702
1997,"UNITED ST0",2944,4932144
1992,"UNITED ST0",15535,3526596
1993,"UNITED ST9",26599,789194
1995,"UNITED ST9",22858,4342479
1997,"UNITED ST0",20821,3043824
1994,"UNITED ST9",12304,4226251
1995,"UNITED ST9",12571,5814046
1993,"UNITED ST9",13483,201410
1992,"UNITED ST0",12094,2064310
1992,"UNITED ST9",14140,3413503
1992,"UNITED ST9",2875,4519438
1992,"UNITED ST0",9737,5173327
1992,"UNITED ST0",5590,3723082
1992,"UNITED ST0",27655,2572695
1993,"UNITED ST9",14842,934066
1997,"UNITED ST0",25285,935396
1992,"UNITED ST0",23768,4462285
1997,"UNITED ST9",7502,2514509
1994,"UNITED ST9",26707,3537982
1996,"UNITED ST9",5759,2007020
1995,"UNITED ST0",20191,5740280
1992,"UNITED ST9",12583,2376735
1992,"UNITED ST0",4513,6498353
1997,"UNITED ST9",14149,271282
1994,"UNITED ST0",1220,5236654
1997,"UNITED ST9",23657,766969
1994,"UNITED ST0",14776,1588578
1997,"UNITED ST0",2776,5194586
1992,"UNITED ST0",6949,819123
1994,"UNITED ST0",28840,412179
1996,"UNITED ST0",23455,5028319
1993,"UNITED ST9",6482,5352034
1997,"UNITED ST0",11135,7541874
1992,"UNITED ST0",21343,5097411
1995,"UNITED ST0",29987,3664170
1996,"UNITED ST9",11608,7748471
1992,"UNITED ST9",23107,1823679
1992,"UNITED ST0",3166,574818
1996,"UNITED ST0",17110,4389137
1996,"UNITED ST9",5765,2303847
1993,"UNITED ST0",25331,5162732
1993,"UNITED ST9",25489,530068
1992,"UNITED ST9",4318,4060378
1997,"UNITED ST0",5522,2224288
1995,"UNITED ST9",29131,6779357
1993,"UNITED ST9",17552,6379245
1993,"UNITED ST9",9872,5748013
1995,"UNITED ST9",25759,3541200
1996,"UNITED ST9",3631,1021117
1993,"UNITED ST9",26432,1364530
1992,"UNITED ST9",6718,3800348
1996,"UNITED ST0",2917,2758349
1993,"UNITED ST0",26653,1696294
1992,"UNITED ST0",15808,3826862
1993,"UNITED ST9",4907,1205944
1993,"UNITED ST0",1364,2449540
1993,"UNITED ST9",6569,239976
1996,"UNITED ST0",19948,490844
1993,"UNITED ST0",16717,2144851
1996,"UNITED ST0",3547,2939022
1996,"UNITED ST0",3547,367651
1995,"UNITED ST9",4021,848070
1995,"UNITED ST0",27772,1232295
1994,"UNITED ST9",9328,4754761
1995,"UNITED ST0",8522,7267614
1993,"UNITED ST9",15683,4049529
1992,"UNITED ST0",27286,4241612
1992,"UNITED ST9",27286,3094445
1996,"UNITED ST0",10568,2520322
1996,"UNITED ST0",17807,6175833
1995,"UNITED ST9",9713,1781036
1994,"UNITED ST9",25369,7923214
1994,"UNITED ST0",9919,2951058
1993,"UNITED ST9",28148,2897569
1994,"UNITED ST9",20161,1490067
1994,"UNITED ST0",11690,5620279
1997,"UNITED ST0",8740,3689400
1995,"UNITED ST9",2137,5131254
1992,"UNITED ST0",2470,7451645
1997,"UNITED ST9",22409,4517969
1992,"UNITED ST0",17975,407498
1996,"UNITED ST9",8543,4677636
1995,"UNITED ST0",26692,3970822
1993,"UNITED ST9",1589,640991
1993,"UNITED ST0",7928,419055
1992,"UNITED ST0",5794,4382321
1997,"UNITED ST0",11471,5448411
1997,"UNITED ST9",10231,733700
1992,"UNITED ST9",12179,1211943
1997,"UNITED ST0",13943,3472875
1992,"UNITED ST0",14974,218079
1996,"UNITED ST9",8410,681218
1995,"UNITED ST9",25667,819623
1995,"UNITED ST9",14248,1723872
1994,"UNITED ST9",5585,6484657
1993,"UNITED ST9",3796,4429021
1997,"UNITED ST0",29983,890673
1993,"UNITED ST9",16808,1147413
1993,"UNITED ST9",16808,4502900
1996,"UNITED ST0",10549,5017632
1995,"UNITED ST0",5948,4134888
1996,"UNITED ST0",8231,153948
1996,"UNITED ST9",4168,6167542
1996,"UNITED ST0",19568,8417137
1996,"UNITED ST9",19568,2934252
1997,"UNITED ST9",15889,6210552
1997,"UNITED ST0",25121,742921
1992,"UNITED ST9",27004,1704456
1992,"UNITED ST9",29120,5141557
1996,"UNITED ST0",18824,2999972
1992,"UNITED ST9",13150,6001203
1994,"UNITED ST9",9316,7563967
1995,"UNITED ST9",13405,3020408
1992,"UNITED ST0",29096,8569482
1997,"UNITED ST0",29245,4074852
1992,"UNITED ST9",10681,7238642
1996,"UNITED ST9",536,3776960
1995,"UNITED ST9",5057,1438700
1992,"UNITED ST0",18880,7166268
1997,"UNITED ST0",1723,893432
1992,"UNITED ST0",10651,4276624
1992,"UNITED ST9",29116,6456967
1996,"UNITED ST9",7549,530750
1995,"UNITED ST0",25228,5124939
1996,"UNITED ST9",25730,4272640
1997,"UNITED ST0",8045,6253123
1994,"UNITED ST9",29311,1997370
1995,"UNITED ST0",15992,5821051
1997,"UNITED ST9",13099,4392724
1997,"UNITED ST9",26899,4109940
1994,"UNITED ST9",28321,4628785
1992,"UNITED ST9",20624,3613656
1994,"UNITED ST9",18514,6264132
1996,"UNITED ST9",20018,1953980
1992,"UNITED ST9",16996,543739
1997,"UNITED ST9",23662,2293946
1993,"UNITED ST0",18145,1027352
1997,"UNITED ST9",12682,5210068
1994,"UNITED ST9",15895,336242
1995,"UNITED ST0",10063,6099109
1994,"UNITED ST9",18584,6901125
1993,"UNITED ST0",28792,405784
1994,"UNITED ST9",1858,4034456
1992,"UNITED ST0",12463,5230548
1995,"UNITED ST9",14191,2145500
1997,"UNITED ST9",13369,5354364
1995,"UNITED ST0",3034,4041300
1995,"UNITED ST0",10765,3080160
1994,"UNITED ST9",21784,2516845
1994,"UNITED ST9",8123,489538
1996,"UNITED ST9",4868,1444262
1994,"UNITED ST9",9502,5859240
1994,"UNITED ST0",26428,5347274
1996,"UNITED ST0",19273,8696640
1992,"UNITED ST9",17776,5285359
1994,"UNITED ST9",24500,5362706
1993,"UNITED ST0",24835,6954522
1997,"UNITED ST9",19267,1673579
1994,"UNITED ST0",18265,621372
1993,"UNITED ST9",5012,5013887
1994,"UNITED ST9",21506,3224774
1996,"UNITED ST0",5392,3005717
1995,"UNITED ST0",8476,3094392
1992,"UNITED ST0",19204,4170088
1995,"UNITED ST9",28117,649767
1995,"UNITED ST9",23455,4445458
1994,"UNITED ST9",10177,3223549
1993,"UNITED ST0",6178,1036978
1992,"UNITED ST9",15244,4140322
1992,"UNITED ST0",15244,920192
1993,"UNITED ST9",4540,7812961
1992,"UNITED ST0",19594,1203624
1994,"UNITED ST9",14165,1424570
1992,"UNITED ST0",9041,4140163
1996,"UNITED ST0",13394,2599976
1995,"UNITED ST9",28927,2619432
1997,"UNITED ST0",27586,849310
1993,"UNITED ST9",22411,6868362
1992,"UNITED ST0",23585,2333474
1993,"UNITED ST0",6508,245646
1993,"UNITED ST9",12472,3384883
1995,"UNITED ST9",29426,517524
1995,"UNITED ST9",391,5042653
1992,"UNITED ST0",19792,3973104
1994,"UNITED ST9",2491,8403187
1992,"UNITED ST9",2570,939943
1996,"UNITED ST9",24175,5289530
1994,"UNITED ST0",7121,4404616
1997,"UNITED ST0",23869,7389529
1995,"UNITED ST0",25463,4325713
1996,"UNITED ST0",23893,994643
1997,"UNITED ST0",25714,319331
1992,"UNITED ST9",24085,3744373
1996,"UNITED ST9",21680,5740263
1995,"UNITED ST9",18670,4204530
1996,"UNITED ST0",15554,3409929
1992,"UNITED ST0",22741,2992175
1992,"UNITED ST9",22741,1336965
1996,"UNITED ST0",19306,8541382
1994,"UNITED ST9",27262,2781571
1992,"UNITED ST9",22258,3076304
1994,"UNITED ST9",28613,2228256
1997,"UNITED ST0",22268,2144610
1995,"UNITED ST0",28655,1534970
1996,"UNITED ST0",4555,5206691
1994,"UNITED ST0",9520,3682250
1994,"UNITED ST9",17146,2323487
1995,"UNITED ST9",8959,99363
1993,"UNITED ST0",9535,3865201
1997,"UNITED ST9",26701,4457439
1996,"UNITED ST9",22768,4424142
1996,"UNITED ST9",29198,448571
1995,"UNITED ST9",1343,303600
1994,"UNITED ST0",5513,3506997
1997,"UNITED ST0",1378,4467708
1994,"UNITED ST0",14933,1534156
1995,"UNITED ST9",14995,3355298
1996,"UNITED ST0",18250,3051146
1993,"UNITED ST0",2528,1332829
1993,"UNITED ST9",2378,5057213
1993,"UNITED ST0",3040,5344911
1994,"UNITED ST0",10930,4405435
1993,"UNITED ST0",8326,659048
1995,"UNITED ST9",22295,3412861
1997,"UNITED ST9",20453,6289161
1997,"UNITED ST0",7294,4732015
1992,"UNITED ST0",6896,4050655
1993,"UNITED ST9",6959,4261471
1992,"UNITED ST0",11695,5908739
1996,"UNITED ST9",20014,4217358
1995,"UNITED ST0",9619,6146316
1995,"UNITED ST9",8161,2454453
1997,"UNITED ST9",22294,7486243
1992,"UNITED ST0",19864,3809216
1993,"UNITED ST9",1693,359542
1994,"UNITED ST0",4531,7588403
1994,"UNITED ST9",23126,850781
1994,"UNITED ST9",14719,3605797
1992,"UNITED ST0",8266,4123458
1992,"UNITED ST0",23800,6150582
1996,"UNITED ST0",28678,1974955
1994,"UNITED ST0",15007,4960727
1995,"UNITED ST9",1957,2033549
1997,"UNITED ST0",2431,2182779
1994,"UNITED ST9",28550,7327297
1993,"UNITED ST9",16738,5784755
1994,"UNITED ST0",16433,3447050
1992,"UNITED ST0",24113,5116385
1993,"UNITED ST9",28229,1619190
1994,"UNITED ST9",19583,4645301
1996,"UNITED ST9",5468,7001809
1993,"UNITED ST0",23974,4048133
1996,"UNITED ST0",4126,280613
1996,"UNITED ST0",3745,3495672
1993,"UNITED ST0",8999,6650770
1992,"UNITED ST0",9544,2727745
1993,"UNITED ST0",8819,5062389
1992,"UNITED ST9",25519,6075167
1995,"UNITED ST0",8935,3410621
1993,"UNITED ST9",22874,117930
1996,"UNITED ST9",19750,4890520
1994,"UNITED ST0",9731,1179338
1997,"UNITED ST9",2285,111662
1992,"UNITED ST9",25093,2569450
1995,"UNITED ST9",18931,3397386
1995,"UNITED ST0",4316,135166
1993,"UNITED ST0",25204,7095616
1997,"UNITED ST0",21145,1810487
1993,"UNITED ST9",16582,3526023
1992,"UNITED ST9",7687,4208332
1994,"UNITED ST9",24184,4610073
1992,"UNITED ST9",9829,2557520
1996,"UNITED ST0",10093,1342280
1997,"UNITED ST9",8815,2973980
1996,"UNITED ST9",13196,5576135
1996,"UNITED ST9",14179,5755498
1997,"UNITED ST0",24760,3589482
1992,"UNITED ST0",6475,4874764
1995,"UNITED ST0",14774,4323934
1996,"UNITED ST0",1462,1686366
1994,"UNITED ST0",17506,2567666
1994,"UNITED ST9",22646,1228700
1997,"UNITED ST0",18829,3110786
1994,"UNITED ST0",12406,249770
1996,"UNITED ST9",3985,3744570
1994,"UNITED ST0",27733,1283325
1992,"UNITED ST0",7187,5319694
1992,"UNITED ST0",22441,4146961
1996,"UNITED ST9",13697,7566135
1995,"UNITED ST0",17167,4674257
1994,"UNITED ST0",8488,4515952
1996,"UNITED ST9",9052,5780727
1993,"UNITED ST0",19408,962270
1994,"UNITED ST9",27035,4519940
1996,"UNITED ST0",21547,6247732
1993,"UNITED ST9",10000,8936526
1996,"UNITED ST9",23338,5157330
1994,"UNITED ST0",2137,3042926
1996,"UNITED ST0",22741,787678
1993,"UNITED ST0",22954,5547760
1992,"UNITED ST9",27475,4674533
1992,"UNITED ST9",11584,1117325
1995,"UNITED ST9",2248,4846867
1997,"UNITED ST9",13418,3567754
1992,"UNITED ST9",19057,5397100
1992,"UNITED ST0",18935,4112673
1994,"UNITED ST0",12385,8661780
1996,"UNITED ST0",9703,6276910
1995,"UNITED ST0",20848,1915604
1995,"UNITED ST9",8468,4797501
1996,"UNITED ST9",25060,3059920
1994,"UNITED ST9",13357,3394029
1994,"UNITED ST9",24643,2104724
1994,"UNITED ST0",7268,4709603
1993,"UNITED ST9",23972,2466259
1995,"UNITED ST9",9871,3591252
1995,"UNITED ST0",8989,6059511
1997,"UNITED ST0",8224,3838148
1997,"UNITED ST9",23872,2881947
1993,"UNITED ST0",13174,1337630
1994,"UNITED ST0",15287,1449905
1994,"UNITED ST9",824,6101822
1994,"UNITED ST9",2389,2657249
1996,"UNITED ST9",18412,2063815
1996,"UNITED ST0",9850,1851800
1992,"UNITED ST9",8263,3592088
1997,"UNITED ST9",18239,2819688
1994,"UNITED ST0",7364,988111
1994,"UNITED ST9",6863,6383155
1992,"UNITED ST0",25220,1851928
1997,"UNITED ST0",9356,5569952
1994,"UNITED ST0",24025,3860651
1993,"UNITED ST0",17996,2041996
1994,"UNITED ST0",4654,6559897
1992,"UNITED ST9",5905,4056363
1993,"UNITED ST0",2309,4571483
1994,"UNITED ST9",922,651632
1993,"UNITED ST0",11173,1156752
1993,"UNITED ST9",11173,4251670
1996,"UNITED ST0",13289,3151283
1995,"UNITED ST9",7408,3459614
1995,"UNITED ST0",13771,2544099
1995,"UNITED ST9",15790,4156170
1994,"UNITED ST9",17665,4054557
1993,"UNITED ST0",803,303262
1997,"UNITED ST0",3469,4732354
1993,"UNITED ST0",1099,2955869
1994,"UNITED ST9",28807,7399727
1994,"UNITED ST0",14455,6505828
1994,"UNITED ST9",19453,3422626
1993,"UNITED ST0",19681,2658685
1994,"UNITED ST9",10111,2434392
1995,"UNITED ST0",14590,5632344
1997,"UNITED ST0",7754,7749561
1997,"UNITED ST0",14552,2218412
1993,"UNITED ST9",14897,5012789
1992,"UNITED ST9",5531,4887580
1992,"UNITED ST0",21260,3719805
1996,"UNITED ST9",11290,3890779
1994,"UNITED ST0",15674,3857534
1995,"UNITED ST0",21151,5064232
1995,"UNITED ST9",10966,564870
1996,"UNITED ST0",21121,3959560
1993,"UNITED ST9",4349,1887053
1997,"UNITED ST9",29467,1542833
1997,"UNITED ST9",7999,3372929
1993,"UNITED ST9",28385,3163477
1993,"UNITED ST0",24334,2008545
1994,"UNITED ST0",16577,7740839
1995,"UNITED ST9",12122,1829425
1996,"UNITED ST0",583,3826132
1994,"UNITED ST0",18179,5682248
1992,"UNITED ST0",5617,4907168
1997,"UNITED ST0",5014,4454962
1996,"UNITED ST0",18391,4477694
1995,"UNITED ST0",6380,5983391
1996,"UNITED ST9",4099,2956291
1994,"UNITED ST9",18050,1853689
1995,"UNITED ST9",26140,1955481
1995,"UNITED ST9",4642,8009943
1995,"UNITED ST9",22696,6648702
1995,"UNITED ST9",15397,2042851
1994,"UNITED ST0",12586,1034201
1992,"UNITED ST0",3152,3372892
1995,"UNITED ST0",16507,3863611
1997,"UNITED ST0",20467,166265
1996,"UNITED ST0",2131,2380136
1994,"UNITED ST9",3385,8372414
1996,"UNITED ST9",8059,7637644
1994,"UNITED ST0",8788,3370274
1993,"UNITED ST9",9863,3233166
1996,"UNITED ST0",24754,2448015
1994,"UNITED ST0",8528,930049
1997,"UNITED ST0",26071,3914465
1997,"UNITED ST9",17314,2905204
1992,"UNITED ST0",21433,2670370
1996,"UNITED ST0",5503,350011
1996,"UNITED ST0",12265,7573922
1993,"UNITED ST9",25180,5563719
1995,"UNITED ST0",29071,1851746
1992,"UNITED ST9",8710,180368
1997,"UNITED ST0",3997,377766
1997,"UNITED ST9",8266,4740318
1993,"UNITED ST0",25408,5174275
1997,"UNITED ST0",25385,3766141
1996,"UNITED ST9",19733,6320478
1994,"UNITED ST9",28085,2236756
1993,"UNITED ST9",24626,4746954
1994,"UNITED ST9",15547,4085644
1992,"UNITED ST0",11389,478193
1994,"UNITED ST9",14806,1251909
1995,"UNITED ST0",11428,7824136
1995,"UNITED ST9",25075,1816595
1995,"UNITED ST9",24322,1682516
1995,"UNITED ST0",26608,3202727
1994,"UNITED ST0",27109,451234
1994,"UNITED ST0",20143,2160398
1997,"UNITED ST9",27676,7255834
1992,"UNITED ST0",3653,897185
1997,"UNITED ST0",22841,682780
1992,"UNITED ST9",10370,1876504
1994,"UNITED ST9",15241,2477326
1993,"UNITED ST9",13318,3891450
1996,"UNITED ST9",1861,2543787
1997,"UNITED ST9",334,3781477
1997,"UNITED ST9",1154,214558
1993,"UNITED ST0",21149,3820882
1993,"UNITED ST0",19018,609130
1992,"UNITED ST9",12812,3296219
1994,"UNITED ST0",18326,5052714
1994,"UNITED ST9",6733,8042099
1993,"UNITED ST0",8966,811079
1994,"UNITED ST0",28777,3960532
1994,"UNITED ST9",19874,4964972
1993,"UNITED ST9",21892,2121795
1993,"UNITED ST0",10648,1870496
1995,"UNITED ST0",25936,1057275
1995,"UNITED ST0",4487,6209218
1996,"UNITED ST9",16276,4185912
1992,"UNITED ST0",11908,3016957
1994,"UNITED ST0",4732,1684510
1995,"UNITED ST9",7211,6237790
1993,"UNITED ST9",7460,3978374
1995,"UNITED ST9",9175,2800659
1997,"UNITED ST0",8357,5051871
1992,"UNITED ST9",3976,4825179
1992,"UNITED ST9",27967,2957400
1996,"UNITED ST0",6004,7105870
1994,"UNITED ST0",17267,1642238
1993,"UNITED ST9",5312,4686687
1997,"UNITED ST9",22912,1632528
1993,"UNITED ST0",15413,5125700
1992,"UNITED ST0",2218,5019927
1993,"UNITED ST0",15607,6995138
1997,"UNITED ST0",24640,4403861
1993,"UNITED ST0",20467,4479561
1996,"UNITED ST0",6014,3929363
1993,"UNITED ST0",7760,2373107
1996,"UNITED ST0",22906,3870049
1992,"UNITED ST0",14216,307231
1994,"UNITED ST9",24538,7058884
1993,"UNITED ST0",9742,3870115
1994,"UNITED ST0",24686,5329394
1997,"UNITED ST0",21640,6799596
1994,"UNITED ST9",15514,6227629
1996,"UNITED ST0",986,1003017
1993,"UNITED ST0",902,3854770
1997,"UNITED ST0",28394,2720734
1995,"UNITED ST0",28636,4410744
1993,"UNITED ST9",974,5829931
1997,"UNITED ST9",775,2554734
1996,"UNITED ST9",4336,4789053
1997,"UNITED ST0",3509,4924357
1994,"UNITED ST9",19657,5993265
1993,"UNITED ST0",8885,5130330
1996,"UNITED ST0",16222,654899
1996,"UNITED ST0",8473,282021
1995,"UNITED ST9",16661,4050511
1992,"UNITED ST9",17858,3729158
1996,"UNITED ST9",607,3989853
1995,"UNITED ST0",28723,4304180
1992,"UNITED ST0",5162,7710113
1992,"UNITED ST0",5162,772521
1994,"UNITED ST0",12623,629548
1997,"UNITED ST9",8569,710401
1995,"UNITED ST0",21110,5758254
1997,"UNITED ST9",19528,2440038
1992,"UNITED ST9",9739,3699669
1995,"UNITED ST0",18649,1169811
1994,"UNITED ST0",22742,4620266
1992,"UNITED ST9",2065,4629996
1996,"UNITED ST0",5665,4869296
1995,"UNITED ST0",20401,253321
1995,"UNITED ST9",28999,1390694
1997,"UNITED ST0",29807,919463
1995,"UNITED ST0",29728,2254819
1992,"UNITED ST0",16079,4814078
1994,"UNITED ST9",7057,4591278
1992,"UNITED ST0",24778,5934789
1992,"UNITED ST9",5479,6391379
1993,"UNITED ST0",8809,3332222
1996,"UNITED ST9",27800,923895
1997,"UNITED ST9",20698,4093656
1994,"UNITED ST0",24271,2468613
1996,"UNITED ST0",2792,6636926
1992,"UNITED ST9",4984,1182816
1992,"UNITED ST0",29134,2722644
1994,"UNITED ST9",10442,3521474
1997,"UNITED ST0",25391,1454986
1997,"UNITED ST9",23522,1932879
1994,"UNITED ST9",25819,4081012
1997,"UNITED ST9",20377,2953692
1995,"UNITED ST9",370,1670178
1996,"UNITED ST0",29794,3594625
1996,"UNITED ST9",5716,936882
1992,"UNITED ST0",15316,1361659
1996,"UNITED ST9",22201,1496716
1996,"UNITED ST9",316,4272632
1997,"UNITED ST0",14096,1906284
1995,"UNITED ST9",21910,1677830
1992,"UNITED ST9",29099,1459510
1993,"UNITED ST0",12499,5414131
1993,"UNITED ST0",16604,6955185
1992,"UNITED ST9",4318,2427975
1994,"UNITED ST0",18058,6782728
1997,"UNITED ST9",16528,7934634
1997,"UNITED ST0",10928,4640082
1993,"UNITED ST0",18137,955641
1996,"UNITED ST0",17896,3259215
1992,"UNITED ST9",19079,257848
1994,"UNITED ST9",4066,2134448
1997,"UNITED ST9",731,1675071
1993,"UNITED ST0",4871,715477
1994,"UNITED ST9",28244,1271397
1994,"UNITED ST9",28244,4044847
1993,"UNITED ST0",23944,2776047
1997,"UNITED ST9",24473,6480091
1994,"UNITED ST0",7624,293329
1996,"UNITED ST9",1199,5406605
1994,"UNITED ST0",28490,5255416
1995,"UNITED ST9",25663,4108769
1992,"UNITED ST0",12724,4938884
1997,"UNITED ST0",3581,4519306
1993,"UNITED ST0",23318,6238618
1992,"UNITED ST9",1210,6784166
1992,"UNITED ST9",2051,375905
1997,"UNITED ST9",25699,273497
1993,"UNITED ST0",6901,3448531
1997,"UNITED ST0",17086,1645799
1993,"UNITED ST0",14504,1121180
1996,"UNITED ST9",18334,2208028
1994,"UNITED ST9",7342,5951678
1994,"UNITED ST9",18181,565977
1997,"UNITED ST9",27700,6622632
1997,"UNITED ST9",4034,628192
1997,"UNITED ST0",4034,1667310
1994,"UNITED ST9",21994,4977002
1993,"UNITED ST9",1265,3966088
1997,"UNITED ST9",28834,1958391
1992,"UNITED ST9",3257,1611176
1994,"UNITED ST0",14131,2024977
1994,"UNITED ST9",6844,860111
1992,"UNITED ST0",22054,8332942
1992,"UNITED ST9",23758,1523907
1992,"UNITED ST0",28234,3272855
1995,"UNITED ST9",15052,3666237
1997,"UNITED ST9",20896,8253727
1996,"UNITED ST9",25774,5926616
1995,"UNITED ST0",14431,2286885
1996,"UNITED ST9",21484,1288796
1993,"UNITED ST9",17161,1989586
1995,"UNITED ST0",13054,3445821
1994,"UNITED ST9",4988,1387564
1992,"UNITED ST0",25294,6536748
1994,"UNITED ST9",13388,309811
1994,"UNITED ST0",27913,6311164
1995,"UNITED ST0",25516,6369638
1995,"UNITED ST9",10345,2384463
1992,"UNITED ST9",25012,2542940
1994,"UNITED ST9",20452,1471280
1996,"UNITED ST9",2377,758862
1993,"UNITED ST0",8071,4702488
1997,"UNITED ST9",14404,2614825
1997,"UNITED ST9",14404,5105846
1996,"UNITED ST0",13622,464440
1997,"UNITED ST0",10520,2324173
1995,"UNITED ST9",11512,1382402
1993,"UNITED ST0",28585,3136620
1996,"UNITED ST9",28795,2087608
1996,"UNITED ST9",12449,4430644
1992,"UNITED ST9",15626,1760928
1995,"UNITED ST0",11933,2733767
1994,"UNITED ST0",2408,1282124
1994,"UNITED ST0",2464,1838181
1995,"UNITED ST9",11260,590561
1993,"UNITED ST9",7285,320706
1995,"UNITED ST0",5269,2008424
1996,"UNITED ST0",19609,209040
1992,"UNITED ST0",25690,3856272
1993,"UNITED ST9",8404,4887685
1997,"UNITED ST0",8440,4072958
1992,"UNITED ST0",4687,7557744
1993,"UNITED ST9",13010,3764691
1995,"UNITED ST9",973,4537079
1995,"UNITED ST0",16027,1222188
1995,"UNITED ST0",16027,6736036
1994,"UNITED ST0",29642,1833622
1994,"UNITED ST9",21085,7107360
1997,"UNITED ST9",24554,2039700
1994,"UNITED ST0",2389,3072456
1993,"UNITED ST9",26935,1324953
1995,"UNITED ST9",15878,5220982
1992,"UNITED ST0",17399,557862
1995,"UNITED ST9",14935,5302851
1996,"UNITED ST9",24655,6591916
1993,"UNITED ST0",27166,4094996
1997,"UNITED ST0",3487,7777337
1992,"UNITED ST9",12833,3746923
1995,"UNITED ST0",7810,7890630
1995,"UNITED ST9",17443,3147514
1994,"UNITED ST9",26887,580058
1994,"UNITED ST9",23846,4052292
1995,"UNITED ST0",6517,3964149
1996,"UNITED ST9",16012,5705043
1995,"UNITED ST0",21622,3600555
1994,"UNITED ST9",21541,4845144
1997,"UNITED ST0",10168,2215251
1992,"UNITED ST0",14204,2232599
1997,"UNITED ST9",21322,1987163
1997,"UNITED ST9",16681,4049710
1997,"UNITED ST0",6566,3574708
1996,"UNITED ST9",23315,4259787
1993,"UNITED ST0",3241,1892355
1996,"UNITED ST9",27704,4855254
1994,"UNITED ST9",12634,3895826
1995,"UNITED ST0",29974,2926152
1992,"UNITED ST9",9163,3202176
1997,"UNITED ST9",11620,6011964
1996,"UNITED ST9",9185,3994117
1997,"UNITED ST0",27256,6204360
1993,"UNITED ST9",13504,3605664
1995,"UNITED ST0",24451,1391266
1995,"UNITED ST0",29009,4385751
1997,"UNITED ST9",4879,7662620
1996,"UNITED ST0",5083,2293606
1995,"UNITED ST0",26056,8495239
1994,"UNITED ST9",27410,1426939
1994,"UNITED ST0",26735,1346402
1997,"UNITED ST9",26947,8329702
1992,"UNITED ST9",10234,4077205
1992,"UNITED ST0",13793,7025731
1996,"UNITED ST0",2114,6875672
1997,"UNITED ST0",12106,1634486
1997,"UNITED ST9",5309,404017
1993,"UNITED ST0",1639,1243319
1997,"UNITED ST0",3208,690663
1996,"UNITED ST9",14818,6374566
1996,"UNITED ST9",5116,2675385
1997,"UNITED ST9",28976,5936164
1994,"UNITED ST0",27830,719086
1997,"UNITED ST9",11006,3070041
1997,"UNITED ST9",25030,3130711
1993,"UNITED ST9",24556,3396859
1993,"UNITED ST9",10009,6776097
1996,"UNITED ST0",8855,2376975
1997,"UNITED ST0",18779,4485522
1997,"UNITED ST0",20690,4857014
1996,"UNITED ST0",24112,2371853
1992,"UNITED ST9",1015,3500442
1995,"UNITED ST9",10417,5769573
1993,"UNITED ST0",7883,5454440
1994,"UNITED ST9",11569,512763
1995,"UNITED ST9",26762,6702768
1995,"UNITED ST0",12589,6378856
1994,"UNITED ST0",28357,875014
1992,"UNITED ST9",1225,2221130
1995,"UNITED ST0",5845,2187846
1993,"UNITED ST0",3185,4506182
1995,"UNITED ST9",17563,2868858
1995,"UNITED ST0",22985,7657413
1996,"UNITED ST0",4582,3943373
1994,"UNITED ST9",22604,2596217
1997,"UNITED ST0",10973,2953367
1994,"UNITED ST0",8182,5902286
1997,"UNITED ST9",25666,4012546
1996,"UNITED ST9",21862,3258124
1993,"UNITED ST0",25885,5230510
1992,"UNITED ST0",4172,891361
1992,"UNITED ST0",1973,7111865
1997,"UNITED ST9",1123,3364888
1996,"UNITED ST9",3523,4593921
1997,"UNITED ST0",17305,2658640
1997,"UNITED ST9",18742,7471385
1997,"UNITED ST0",22945,5660265
1995,"UNITED ST0",16586,3698352
1995,"UNITED ST0",10123,4069303
1994,"UNITED ST0",29594,5854310
1992,"UNITED ST9",23992,4971165
1994,"UNITED ST0",12205,880849
