"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED ST6",14953,185221,5517473,78373
1993,"UNITED ST6",14953,111517,3060077,91710
1993,"UNITED ST4",9778,86603,7019673,95376
1993,"UNITED ST0",13330,89227,3456497,72973
1993,"UNITED ST9",562,166387,3209063,87202
1993,"UNITED ST7",787,54608,6541043,93756
1993,"UNITED ST4",24382,190254,5994010,80655
1992,"UNITED ST0",25259,93477,4517283,88228
1993,"UNITED ST6",18478,60226,661910,71173
1993,"UNITED ST9",14573,35954,4445162,113397
1993,"UNITED ST6",226,30828,165329,105529
1992,"UNITED ST7",8896,185456,6523416,92487
1992,"UNITED ST4",20482,61767,2157492,103725
1992,"UNITED ST6",4834,10217,5248289,67632
1993,"UNITED ST7",9299,146839,2926808,113149
1992,"UNITED ST5",28343,106033,1695696,62341
1992,"UNITED ST5",28343,110419,1821068,85764
1993,"UNITED ST7",22751,130270,5622367,78016
1992,"UNITED ST0",19651,18458,6141719,82587
1993,"UNITED ST8",949,24792,2935710,103007
1993,"UNITED ST7",17026,119782,5648580,108106
1993,"UNITED ST0",20593,14235,2365115,68953
1992,"UNITED ST7",22945,151755,4957722,108405
1993,"UNITED ST4",844,1430,5458863,79885
1992,"UNITED ST5",5098,173701,2669148,106482
1993,"UNITED ST4",24292,138920,1900152,117535
1993,"UNITED ST2",27166,105310,749726,78918
1992,"UNITED ST9",17974,143510,4026697,93210
1992,"UNITED ST2",15823,100914,7835811,114894
1993,"UNITED ST9",11153,15567,5203785,88953
1992,"UNITED ST0",9014,69671,8039283,98440
1992,"UNITED ST7",14500,114130,3019359,68647
1992,"UNITED ST6",14500,100955,391190,117357
1992,"UNITED ST0",7573,97748,8211960,104744
1992,"UNITED ST0",1856,26385,5770072,78682
1993,"UNITED ST9",478,120169,342478,71349
1993,"UNITED ST7",11428,159725,7060352,107083
1993,"UNITED ST7",688,199169,5326272,76089
1993,"UNITED ST4",17773,129219,580417,74892
1992,"UNITED ST9",20743,49756,5970125,102345
1993,"UNITED ST0",10285,30276,4559700,72376
1992,"UNITED ST8",4427,73048,2973268,61262
1993,"UNITED ST2",3001,7378,5141480,77122
1993,"UNITED ST2",15536,199403,3155040,90144
1993,"UNITED ST7",3718,126411,2328604,86244
1993,"UNITED ST9",11819,63094,993664,63425
1993,"UNITED ST4",11819,4514,1466739,85110
1992,"UNITED ST1",18583,108548,2316131,93392
1993,"UNITED ST1",18223,90304,3009247,77658
1992,"UNITED ST4",6460,24181,1203541,66310
1992,"UNITED ST6",20096,86095,1556769,64865
1992,"UNITED ST3",20096,23085,2156283,60484
1992,"UNITED ST1",23411,20654,4723950,94479
1993,"UNITED ST3",11566,2159,1296725,63669
1992,"UNITED ST7",14665,115407,5715203,85344
1993,"UNITED ST0",25889,142989,6217858,121918
1993,"UNITED ST5",10994,46691,6878298,98261
1993,"UNITED ST4",13279,192348,4372872,86420
1992,"UNITED ST7",7669,83299,3893032,76937
1992,"UNITED ST3",3208,34095,3158277,61745
1992,"UNITED ST5",4111,90316,2198519,78378
1992,"UNITED ST8",9122,172961,6242223,122037
1993,"UNITED ST6",431,29422,3612345,81085
1992,"UNITED ST4",13535,40522,5923206,87751
1992,"UNITED ST4",1312,162454,2593129,90987
1992,"UNITED ST6",13558,57973,6464887,115858
1993,"UNITED ST0",3421,105944,1949940,116996
1993,"UNITED ST3",17647,122919,6862709,116514
1993,"UNITED ST5",17647,85568,3044977,93213
1992,"UNITED ST3",11512,158363,1810812,85281
1993,"UNITED ST4",5401,87814,7205438,108108
1993,"UNITED ST9",5401,81932,5050861,114835
1992,"UNITED ST0",13990,177152,6084292,73749
1992,"UNITED ST1",16033,154708,7621914,105762
1993,"UNITED ST1",9956,114320,4715486,80059
1992,"UNITED ST4",27745,52203,1411654,69312
1992,"UNITED ST4",27745,170769,4790735,110385
1992,"UNITED ST9",28516,46263,1591386,72555
1993,"UNITED ST5",22030,100355,5924234,81321
1993,"UNITED ST6",23596,32626,305489,93517
1992,"UNITED ST8",11353,96320,5528544,78979
1992,"UNITED ST6",11353,40047,1243670,59222
1993,"UNITED ST0",9503,82211,2455626,71592
1993,"UNITED ST6",12250,11542,3962350,87212
1993,"UNITED ST8",17602,59154,222630,66789
1993,"UNITED ST1",2606,72519,686094,89490
1992,"UNITED ST6",19456,17697,1380559,96881
1993,"UNITED ST7",22055,23448,4742439,82286
1993,"UNITED ST0",17233,67948,4023474,114956
1993,"UNITED ST6",27226,3923,7124988,109615
1993,"UNITED ST9",20615,169481,1311706,93028
1993,"UNITED ST9",10804,119113,1647220,67926
1993,"UNITED ST6",25691,125293,4536235,79097
1993,"UNITED ST1",1372,107396,3751261,84203
1992,"UNITED ST3",11770,158316,1360566,82458
1992,"UNITED ST9",24640,90832,8049617,109369
1993,"UNITED ST9",28316,6218,3478305,67452
1993,"UNITED ST0",18994,84847,2461992,109910
1993,"UNITED ST7",11333,117422,5037970,86365
1992,"UNITED ST3",5914,164072,3885359,68164
1993,"UNITED ST7",12035,170021,3551270,65461
1993,"UNITED ST1",23378,56998,8453376,117299
1993,"UNITED ST6",9053,9142,1257163,63068
1993,"UNITED ST3",20140,125901,8513044,115614
1993,"UNITED ST1",16591,46497,6580870,86609
1992,"UNITED ST4",6746,40210,575105,69012
1993,"UNITED ST1",27031,154300,1877059,81258
1993,"UNITED ST0",21263,181860,2007883,116511
1992,"UNITED ST9",26600,112089,5233433,66064
1993,"UNITED ST3",27754,58279,3240410,74236
1993,"UNITED ST0",4222,22157,3701484,64749
1992,"UNITED ST1",455,109298,5775607,78437
1993,"UNITED ST7",18208,104881,6534574,113152
1992,"UNITED ST1",17968,147230,2557014,76633
1993,"UNITED ST4",19715,74662,4198032,98199
1993,"UNITED ST1",4088,142428,2540885,88225
1992,"UNITED ST9",17260,96211,1908599,72432
1992,"UNITED ST5",5776,122617,5981297,98376
1993,"UNITED ST2",4402,77524,5585654,90091
1992,"UNITED ST2",18977,174820,5457081,113689
1993,"UNITED ST3",5458,190587,4781103,100654
1992,"UNITED ST3",17762,88864,4652531,111171
1992,"UNITED ST1",602,102583,6564301,95134
1992,"UNITED ST2",3095,187387,1605599,88462
1992,"UNITED ST9",16742,86920,7662004,114415
1992,"UNITED ST0",16742,11023,4119028,56041
1992,"UNITED ST7",13333,82013,2431804,59700
1992,"UNITED ST3",28744,177914,7489581,119514
1992,"UNITED ST0",11594,151319,6314388,82218
1992,"UNITED ST3",8744,183137,2775795,73207
1992,"UNITED ST6",283,16615,4653031,91896
1993,"UNITED ST9",13880,121831,4091048,111169
1992,"UNITED ST3",15973,157650,6441255,102459
1993,"UNITED ST4",15388,38301,4033921,74358
1993,"UNITED ST3",12583,84363,2153081,80841
1993,"UNITED ST0",2368,125763,1699322,107325
1992,"UNITED ST0",23632,99468,6690150,88047
1992,"UNITED ST1",23632,14684,3189366,95920
1993,"UNITED ST8",28387,85854,3850806,110391
1992,"UNITED ST9",15895,41016,1439343,57420
1992,"UNITED ST3",10072,43823,7618527,106009
1993,"UNITED ST7",17959,87465,1150348,87147
1993,"UNITED ST5",27784,61707,6207564,100122
1993,"UNITED ST0",9283,164849,5458271,114830
1992,"UNITED ST9",29869,144575,2084386,97174
1992,"UNITED ST9",18640,33530,1077158,87811
1993,"UNITED ST9",18124,127352,5735337,82761
1993,"UNITED ST9",18892,26909,4725606,110154
1993,"UNITED ST3",10301,37629,7062322,93997
1993,"UNITED ST7",10409,92354,2902730,80781
1992,"UNITED ST4",9581,171958,8403993,121797
1993,"UNITED ST1",10879,1037,623789,56281
1992,"UNITED ST8",11980,197139,232392,74167
1992,"UNITED ST0",1234,75782,4350505,105466
1992,"UNITED ST0",22612,179244,5356475,79394
1993,"UNITED ST3",1469,176566,5499290,98553
1993,"UNITED ST0",15961,96398,5466008,83663
1993,"UNITED ST9",23549,101815,3204852,109008
1992,"UNITED ST0",25048,101727,1768480,103723
1993,"UNITED ST5",10831,75679,6552493,99280
1992,"UNITED ST3",9823,153746,2784197,107984
1992,"UNITED ST9",1105,43330,1572562,76399
1993,"UNITED ST1",29944,176399,2803241,88523
1993,"UNITED ST6",29944,125703,6875039,103722
1992,"UNITED ST7",18517,80116,5208714,65766
1993,"UNITED ST1",20360,192020,880719,66721
1993,"UNITED ST0",10172,32680,293507,96760
1993,"UNITED ST1",28985,157537,6362174,95671
1992,"UNITED ST3",64,31343,1387756,76460
1992,"UNITED ST7",6970,2979,9127554,112918
1992,"UNITED ST9",20755,30228,1791766,69493
1993,"UNITED ST7",10468,192194,2057904,77171
1993,"UNITED ST2",16982,184485,2354220,94168
1992,"UNITED ST1",18488,15096,4458906,60665
1992,"UNITED ST3",2702,161709,5784876,106242
1992,"UNITED ST9",23068,199241,5976130,80414
1993,"UNITED ST7",14195,36381,1067077,79042
1993,"UNITED ST9",14195,70108,3784131,64686
1993,"UNITED ST9",24706,109009,3149692,61080
1993,"UNITED ST0",24706,44867,7635178,108711
1992,"UNITED ST2",6409,24467,3818166,83487
1992,"UNITED ST8",13648,118045,928033,63782
1993,"UNITED ST7",6262,142950,2082632,119577
1993,"UNITED ST7",21421,56029,2778741,59101
1993,"UNITED ST7",19535,125770,4843191,107746
1993,"UNITED ST3",16186,167233,4377874,78013
1992,"UNITED ST4",1528,188099,2255471,71225
1992,"UNITED ST1",7996,59547,5875506,90392
1992,"UNITED ST7",22597,82211,1789815,71592
1993,"UNITED ST5",20003,75553,302652,91713
1992,"UNITED ST1",20242,14422,5645038,80185
1992,"UNITED ST2",18563,123422,1358694,86725
1992,"UNITED ST3",26906,105125,3702273,67807
1993,"UNITED ST0",25442,3469,2525326,82347
1993,"UNITED ST1",23921,51216,3928828,70032
1993,"UNITED ST1",2881,7324,3782615,73879
1993,"UNITED ST3",1246,100940,1676972,116456
1992,"UNITED ST3",19,191,4233817,65471
1993,"UNITED ST8",2135,90462,4505530,87147
1993,"UNITED ST9",2135,191087,643231,70684
1992,"UNITED ST3",25564,186846,2041079,115970
1992,"UNITED ST4",11396,23560,1534001,89013
1992,"UNITED ST4",5356,163240,1532610,78194
1992,"UNITED ST3",18802,78667,6289712,98739
1993,"UNITED ST4",17992,61517,1756469,88710
1992,"UNITED ST6",6499,102613,1615610,96936
1992,"UNITED ST9",1429,5510,5629483,84930
1993,"UNITED ST0",13363,118289,501995,78436
1993,"UNITED ST4",23753,58752,1868139,102645
1992,"UNITED ST7",10913,134944,4353668,118736
1992,"UNITED ST9",10361,126401,3108877,85644
1993,"UNITED ST6",7124,93039,2723527,61921
1992,"UNITED ST1",5092,61062,4603770,61383
1992,"UNITED ST6",1859,172641,1343493,102818
1992,"UNITED ST7",1859,167929,5633311,119815
1993,"UNITED ST1",27850,154914,9155431,118134
1993,"UNITED ST3",19741,118490,1402895,90509
1993,"UNITED ST3",8593,161211,5735122,76332
1992,"UNITED ST0",13453,162476,3147709,92308
1993,"UNITED ST8",16202,97480,716577,88648
1993,"UNITED ST8",12482,121022,2124631,62581
1993,"UNITED ST3",29947,92739,4187323,103903
1992,"UNITED ST0",24148,77332,2309658,78559
1993,"UNITED ST8",5704,197884,3426670,118912
1993,"UNITED ST6",19693,4512,1997279,84990
1993,"UNITED ST3",13274,41005,2578796,56760
1992,"UNITED ST8",13189,53460,4155572,84807
1992,"UNITED ST4",13952,101464,4975236,87927
1992,"UNITED ST7",7813,22855,4048164,106671
1992,"UNITED ST3",24353,20071,3963288,59464
1993,"UNITED ST0",18808,146880,8241265,115612
1993,"UNITED ST9",9295,79626,4980633,96337
1992,"UNITED ST9",13679,98427,1988460,85525
1992,"UNITED ST1",14252,88269,871281,75435
1993,"UNITED ST5",18244,53470,669030,85408
1992,"UNITED ST9",28378,142453,2389729,89727
1992,"UNITED ST5",3742,1773,5359264,100486
1992,"UNITED ST8",13814,55937,3520849,113575
1993,"UNITED ST8",619,96633,7414816,97777
1993,"UNITED ST1",9932,19951,177740,112257
1993,"UNITED ST4",12754,91563,1329148,93273
1992,"UNITED ST4",19271,48056,3815390,60243
1993,"UNITED ST9",1957,122150,4661640,70329
1992,"UNITED ST9",18637,48690,6199164,98321
1993,"UNITED ST7",14071,62361,2227214,79401
1993,"UNITED ST9",24667,186080,3987993,69964
1993,"UNITED ST6",1154,27119,288726,62766
1993,"UNITED ST3",2765,34502,935161,86190
1993,"UNITED ST7",21401,100237,3173494,74233
1992,"UNITED ST3",24220,167935,6926131,120175
1993,"UNITED ST2",4387,14819,3120858,104028
1993,"UNITED ST5",8401,35314,454748,74958
1992,"UNITED ST9",4564,138528,1914287,93991
1993,"UNITED ST3",23243,60156,857203,66969
1992,"UNITED ST7",6403,19222,1643356,68473
1992,"UNITED ST5",21935,121854,5867658,112551
1993,"UNITED ST7",5897,147464,7032823,90687
1993,"UNITED ST5",776,148780,4480511,109726
1993,"UNITED ST3",19,36150,5161384,65169
1993,"UNITED ST4",29239,167505,6651675,94350
1993,"UNITED ST6",12433,60218,5066303,70692
1992,"UNITED ST1",20005,123285,2676740,78496
1992,"UNITED ST1",8542,20076,1739138,59764
1993,"UNITED ST6",26675,112133,3438825,68707
1993,"UNITED ST0",18421,82577,4206160,93574
1992,"UNITED ST1",688,40419,2218557,81564
1992,"UNITED ST0",20219,51398,3890291,80963
1993,"UNITED ST5",1630,112681,6686648,101620
1993,"UNITED ST0",9530,72659,150111,97899
1993,"UNITED ST0",19235,29868,871962,107871
1992,"UNITED ST3",7834,172194,576116,75971
1993,"UNITED ST1",11710,108099,3891421,66425
1993,"UNITED ST4",11710,151229,2002264,76813
1993,"UNITED ST8",11710,27914,3116511,110514
1992,"UNITED ST3",13742,4902,2403177,108414
1992,"UNITED ST9",14195,40778,1438610,103126
1992,"UNITED ST4",20054,34905,356940,110394
1993,"UNITED ST9",26152,24012,88920,56160
1992,"UNITED ST1",14701,56505,2148405,87690
1992,"UNITED ST7",27500,21720,5864223,98503
1993,"UNITED ST0",27499,97007,2192736,60240
1993,"UNITED ST8",26029,69062,1206340,61863
1992,"UNITED ST5",6307,35464,263098,83967
1992,"UNITED ST3",6253,38876,7259480,108892
1992,"UNITED ST5",26300,151694,4606875,104741
1993,"UNITED ST1",12676,86513,2351231,89970
1992,"UNITED ST1",1445,15499,3309906,84869
1992,"UNITED ST1",28805,129754,4894610,107025
1992,"UNITED ST7",26024,149481,6428016,91828
1992,"UNITED ST4",9040,123331,5667871,81259
1992,"UNITED ST0",26590,166412,292725,88704
1993,"UNITED ST3",28139,87159,4071124,68769
1992,"UNITED ST6",13562,40833,5548540,106429
1992,"UNITED ST3",18890,16567,2621450,89013
1992,"UNITED ST3",19876,138096,1032021,68045
1992,"UNITED ST3",28070,82603,5549600,95136
1993,"UNITED ST1",7021,133183,3973260,72970
1993,"UNITED ST7",8518,15205,2291929,67212
1992,"UNITED ST1",14572,5954,7253805,111597
1993,"UNITED ST5",4006,101297,2570614,77897
1992,"UNITED ST7",650,45352,6036569,77841
1993,"UNITED ST1",5090,10713,6364943,97422
1993,"UNITED ST1",18412,193705,6388982,107922
1993,"UNITED ST4",7561,149354,3502761,84201
1993,"UNITED ST7",7561,125451,537427,88587
1993,"UNITED ST6",13547,197811,3951236,114528
1993,"UNITED ST4",20860,183539,584110,97351
1993,"UNITED ST0",18368,15047,1306450,57722
1993,"UNITED ST7",20956,10440,5894670,81026
1992,"UNITED ST4",4004,74135,199643,66547
1992,"UNITED ST0",7436,58516,5401130,88470
1992,"UNITED ST1",7436,103110,2885181,66786
1992,"UNITED ST3",5656,135002,2706570,62220
1992,"UNITED ST4",3970,182631,6323294,102817
1992,"UNITED ST9",3970,58898,6066459,111413
1993,"UNITED ST2",17149,11268,4929306,70755
1993,"UNITED ST1",17227,189301,6606705,83418
1992,"UNITED ST2",27133,50905,4487566,111354
1992,"UNITED ST6",27133,33358,2812560,77481
1992,"UNITED ST0",13882,93598,1289187,95495
1992,"UNITED ST1",18001,39482,5023510,85288
1992,"UNITED ST7",19681,178346,3247495,85460
1992,"UNITED ST4",11825,127413,5315112,86424
1993,"UNITED ST9",20683,95848,4471312,110630
1993,"UNITED ST0",28675,2990,6121929,113579
1993,"UNITED ST4",27982,167361,5719153,85701
1992,"UNITED ST7",26242,18272,2540036,71416
1992,"UNITED ST1",26242,132302,2222943,80058
1993,"UNITED ST9",28088,95826,5534689,109309
1993,"UNITED ST4",4217,127069,3189534,65763
1992,"UNITED ST5",8690,100622,7165489,97357
1993,"UNITED ST5",8476,36386,601682,79342
1992,"UNITED ST9",29279,108398,4176978,84383
1992,"UNITED ST6",6560,155513,3425625,94110
1993,"UNITED ST9",1321,69696,8078596,99941
1992,"UNITED ST8",22012,140409,4267033,86964
1992,"UNITED ST4",1853,15053,2276853,58083
1992,"UNITED ST6",1853,89935,4338792,115495
1993,"UNITED ST1",3160,127121,3527024,68887
1993,"UNITED ST9",20734,125375,5989382,84022
1992,"UNITED ST0",6607,12040,4204208,57122
1993,"UNITED ST0",15878,171424,5841110,89725
1993,"UNITED ST4",3121,77798,2610411,106547
1992,"UNITED ST1",15949,132253,2105239,77115
1992,"UNITED ST9",12481,91646,7467638,98258
1993,"UNITED ST9",21365,153137,5831637,71407
1993,"UNITED ST9",12793,162095,4859778,69425
1992,"UNITED ST6",589,55403,3496521,81504
1992,"UNITED ST3",27148,88459,2667650,86847
1992,"UNITED ST7",13201,114724,4798867,104323
1992,"UNITED ST3",6127,12626,438506,92317
1992,"UNITED ST4",16363,148703,6694997,105102
1993,"UNITED ST7",25444,177918,7664294,119754
1993,"UNITED ST0",25444,24608,3604675,91956
1993,"UNITED ST7",25444,138633,6017868,100297
1993,"UNITED ST6",26989,123462,1470605,89127
1993,"UNITED ST1",26989,8026,3513783,56041
1992,"UNITED ST7",4633,160550,3784792,96633
1992,"UNITED ST0",4633,87845,505863,109970
1993,"UNITED ST3",21790,4926,5851620,109855
1992,"UNITED ST7",3310,170419,1108121,89364
1993,"UNITED ST4",9799,77807,2436252,107088
1992,"UNITED ST4",16882,95317,2338536,78738
1993,"UNITED ST1",14615,107807,7335421,108888
1993,"UNITED ST7",4558,168351,4267985,85161
1993,"UNITED ST3",15247,8552,6590001,87633
1992,"UNITED ST0",29914,74053,3056500,61623
1992,"UNITED ST1",21413,102820,7108998,109369
1992,"UNITED ST3",22507,191409,7131401,90024
1992,"UNITED ST9",18817,100867,6289084,112071
1993,"UNITED ST9",3187,103846,2830255,110990
1993,"UNITED ST0",22406,44577,5377228,91294
1993,"UNITED ST1",1744,101082,4007396,64984
1993,"UNITED ST4",13999,17762,2418854,100785
1992,"UNITED ST5",11194,82746,1026871,103724
1993,"UNITED ST9",3368,137804,2817954,110508
1992,"UNITED ST4",1378,108781,6393094,107386
1992,"UNITED ST0",5002,170983,7449785,123238
1992,"UNITED ST8",1147,34576,5166149,90634
1992,"UNITED ST4",1147,113991,5581892,120299
1993,"UNITED ST3",28427,134650,7842045,101079
1993,"UNITED ST9",18157,166750,1958456,109005
1992,"UNITED ST7",22330,114665,4199150,100779
1992,"UNITED ST0",25924,11565,708748,88593
1992,"UNITED ST1",9680,101488,7149504,89368
1992,"UNITED ST9",7990,94380,2111047,82462
1992,"UNITED ST4",10624,335,3873994,74119
1992,"UNITED ST0",2485,90845,1958841,110150
1993,"UNITED ST9",25868,99652,5861705,99099
1992,"UNITED ST5",12176,116394,6160583,84623
1992,"UNITED ST1",28675,20834,340437,105289
1993,"UNITED ST4",23816,77952,6305146,115797
1993,"UNITED ST7",2816,19274,3329223,71596
1992,"UNITED ST2",13162,112984,8610977,119818
1993,"UNITED ST0",16352,160151,239807,72669
1993,"UNITED ST0",19594,156311,4183968,82038
1993,"UNITED ST6",18181,149297,5409393,80777
1992,"UNITED ST1",16030,37070,1779492,60424
1993,"UNITED ST1",18458,18771,912475,101386
1993,"UNITED ST0",29938,33762,5860546,101745
1993,"UNITED ST5",11827,167208,4106144,76512
1993,"UNITED ST0",11827,52512,2464770,87870
1993,"UNITED ST5",23981,98951,4246991,116997
1992,"UNITED ST9",16981,2920,8310692,109375
1993,"UNITED ST1",1463,60067,4621770,61623
1992,"UNITED ST8",2807,70085,921084,63304
1992,"UNITED ST7",17686,89642,146847,97898
1992,"UNITED ST0",13018,25879,5414610,108292
1992,"UNITED ST3",13018,140185,2444234,73510
1992,"UNITED ST9",13018,31913,2601323,110694
1992,"UNITED ST4",13549,186739,4754200,109543
1993,"UNITED ST6",631,19488,4413857,84448
1992,"UNITED ST7",27355,144841,1280485,113150
1992,"UNITED ST9",16502,32368,3185882,78021
1992,"UNITED ST4",14287,88244,1885327,73934
1993,"UNITED ST6",11722,34396,5236415,79823
1993,"UNITED ST1",25879,66112,2355670,64686
1993,"UNITED ST7",19037,101866,5674558,112071
1992,"UNITED ST1",29041,173066,4975414,68343
1993,"UNITED ST4",24464,168225,2824392,77593
1992,"UNITED ST1",20410,64382,4954678,80782
1993,"UNITED ST0",13594,346,4441955,74780
1992,"UNITED ST7",29713,181446,2810489,91646
1993,"UNITED ST7",334,158998,8989046,123419
1993,"UNITED ST9",26560,141346,5488317,83240
1992,"UNITED ST6",14375,16821,6982560,104269
1993,"UNITED ST4",20354,143837,3148509,112849
1993,"UNITED ST8",17090,138167,5130366,72309
1993,"UNITED ST0",5152,176179,4041647,75310
1993,"UNITED ST7",28006,75900,5698984,112554
1992,"UNITED ST7",274,52124,2818358,64567
1992,"UNITED ST4",18445,176239,121001,78913
1992,"UNITED ST5",16738,74869,5780501,110631
1992,"UNITED ST7",16738,169903,3993149,118374
1993,"UNITED ST1",4754,188674,2485364,105760
1993,"UNITED ST8",10417,80633,7987468,96817
1993,"UNITED ST5",4873,75319,2847482,77658
1992,"UNITED ST9",17851,150210,5093768,75612
1992,"UNITED ST9",17851,142038,2741116,64801
1993,"UNITED ST4",7802,149841,351696,113450
1993,"UNITED ST7",14044,183097,578244,70805
1992,"UNITED ST9",2035,147841,3517020,113330
1992,"UNITED ST5",2035,70936,8070127,114415
1992,"UNITED ST5",2035,11412,4668990,79404
1992,"UNITED ST7",28870,50345,1813476,77720
1992,"UNITED ST4",10486,97771,1287664,106126
1993,"UNITED ST6",22492,91134,3007472,67507
1993,"UNITED ST9",11546,103328,2108810,79879
1992,"UNITED ST9",2191,142058,2802927,66003
1993,"UNITED ST3",3466,46525,5117946,88291
1992,"UNITED ST1",23263,63020,1946379,58981
1993,"UNITED ST5",20881,110168,2739222,70689
1993,"UNITED ST7",20881,36286,2134100,73336
1993,"UNITED ST0",10786,34623,7021750,93457
1992,"UNITED ST0",14923,29998,555261,115679
1992,"UNITED ST4",27367,155514,5964138,94170
1992,"UNITED ST8",27367,134356,973245,83421
1993,"UNITED ST7",8198,34257,5038987,71475
1992,"UNITED ST7",27575,67054,1631637,61263
1993,"UNITED ST4",9307,68260,2166650,73695
1992,"UNITED ST2",27856,120161,2126088,70869
1993,"UNITED ST4",4208,190034,640697,67441
1993,"UNITED ST2",2138,15099,461410,60845
1992,"UNITED ST1",25682,184160,3608064,74649
1992,"UNITED ST1",27826,105129,4378837,68047
1992,"UNITED ST8",29258,68778,6305839,104806
1992,"UNITED ST6",7417,181413,2343234,89664
1993,"UNITED ST7",29680,46049,386075,59702
1993,"UNITED ST6",24244,8335,4525721,74599
1992,"UNITED ST4",14776,140633,5799127,100417
1992,"UNITED ST5",27271,93815,5842456,108528
1992,"UNITED ST7",5038,86696,4711532,100961
1993,"UNITED ST4",25358,125096,1896884,67265
1992,"UNITED ST7",27085,69364,3033394,80001
1992,"UNITED ST9",8663,87851,4815948,110331
1992,"UNITED ST4",26273,109492,4328795,90089
1992,"UNITED ST9",10631,29075,2186864,60244
1993,"UNITED ST9",19076,109901,6707259,114654
1993,"UNITED ST3",1381,173066,4442334,68343
1992,"UNITED ST4",29731,27121,1697954,62887
1993,"UNITED ST4",10828,39375,5737225,78862
1992,"UNITED ST0",20119,35609,3475350,92676
1992,"UNITED ST4",12559,75284,117113,75556
1992,"UNITED ST1",12559,173665,3303454,104319
1993,"UNITED ST4",22552,156566,4984504,97353
1992,"UNITED ST1",25186,99158,4519827,69429
1992,"UNITED ST8",5389,88907,1035161,113754
1992,"UNITED ST4",14695,88503,6586464,89490
1993,"UNITED ST4",4993,36482,709240,85108
1992,"UNITED ST9",3416,138151,5365444,71349
1992,"UNITED ST7",3416,87133,917386,67207
1993,"UNITED ST4",19036,38448,4392241,83186
1992,"UNITED ST0",10837,5769,321553,100485
1992,"UNITED ST0",6686,36372,5411418,78502
1992,"UNITED ST7",19976,157214,1906815,76272
1992,"UNITED ST1",19976,105529,1488484,92071
1992,"UNITED ST0",27665,30255,2048112,71115
1993,"UNITED ST4",28003,123178,2354293,72070
1992,"UNITED ST3",17251,145811,4612316,111408
1992,"UNITED ST8",8012,50616,3720698,93996
1992,"UNITED ST0",12436,89636,2071052,97537
1992,"UNITED ST9",23734,11176,1369834,65230
1992,"UNITED ST0",25117,25887,1022464,108772
1993,"UNITED ST8",15346,30415,3874780,80724
1992,"UNITED ST1",24028,23427,3705552,81025
1992,"UNITED ST8",27160,84401,5225728,83124
1993,"UNITED ST7",16649,83877,6317653,111652
1992,"UNITED ST6",24781,1280,3442249,70876
1992,"UNITED ST1",24781,134780,7240972,108886
1992,"UNITED ST2",25009,20347,3889466,76040
1993,"UNITED ST3",19807,20998,2494687,115139
1992,"UNITED ST0",11995,144967,6440283,120717
1993,"UNITED ST3",26621,90840,2197008,109850
1992,"UNITED ST9",23603,13335,2157114,74899
1992,"UNITED ST9",211,69223,3658923,71533
1992,"UNITED ST8",24728,99809,3402352,108528
1992,"UNITED ST7",27547,151277,3254261,79696
1992,"UNITED ST1",19372,77871,5731497,110932
1993,"UNITED ST3",10861,35582,5053541,91054
1993,"UNITED ST6",6751,144833,2024300,112669
1993,"UNITED ST4",6751,136127,1139857,69787
1993,"UNITED ST9",2194,22120,3779769,62527
1992,"UNITED ST4",21925,14866,8459085,106851
1992,"UNITED ST1",6425,192543,7302686,98132
1993,"UNITED ST3",26917,85121,2299623,66367
1992,"UNITED ST9",18085,101654,5725237,99339
1993,"UNITED ST9",22619,108961,4924900,118197
1993,"UNITED ST0",15964,111766,8444360,106665
1992,"UNITED ST0",6161,112096,1325275,66485
1992,"UNITED ST3",15898,25066,1694712,59463
1993,"UNITED ST5",29275,116175,1083964,71470
1993,"UNITED ST9",14072,41429,4614204,82225
1993,"UNITED ST0",22946,91144,337136,68108
1993,"UNITED ST9",28657,108594,2086572,96155
1993,"UNITED ST9",15776,7294,3094523,72077
1992,"UNITED ST0",5596,76120,412141,65767
1992,"UNITED ST3",28570,166451,4757205,91047
1992,"UNITED ST8",22798,140531,5544357,94291
1992,"UNITED ST8",18343,27650,2902876,94659
1992,"UNITED ST6",9833,164505,2825100,94170
1993,"UNITED ST7",21181,157044,1417038,66062
1993,"UNITED ST4",1498,155906,2422946,117714
1992,"UNITED ST7",8674,97530,2639571,91651
1992,"UNITED ST6",22649,30087,187142,61024
1993,"UNITED ST3",2639,23365,123682,77301
1992,"UNITED ST0",19942,176673,4724109,104980
1993,"UNITED ST0",22591,98876,4882161,112492
1993,"UNITED ST9",10715,28981,5040437,114598
1992,"UNITED ST6",25381,156611,6070100,100056
1992,"UNITED ST0",11402,105772,6380416,106666
1992,"UNITED ST3",289,41975,1552745,115018
1993,"UNITED ST1",19247,28414,5008531,80544
1992,"UNITED ST1",9634,187250,2824272,80235
1992,"UNITED ST8",27664,19980,6467531,113998
1992,"UNITED ST6",6235,125075,517032,66004
1993,"UNITED ST8",25081,171913,8574811,119094
1993,"UNITED ST5",16879,101428,6518155,85765
1992,"UNITED ST0",25451,165284,3764491,80956
1992,"UNITED ST3",17324,77222,230250,71953
1992,"UNITED ST0",17324,68334,2488752,78139
1993,"UNITED ST9",4894,101640,4570325,98498
1993,"UNITED ST6",7885,171100,1292894,70266
