"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST1",18985,19960911,80291,845407,76277
"UNITED ST7",28603,19950417,4382,2958674,77182
"UNITED ST3",8368,19940913,18687,944139,96340
"UNITED ST9",25481,19950630,142751,6098750,107625
"UNITED ST0",5444,19980422,47705,5994342,99162
"UNITED ST7",8725,19970415,9947,7943989,111416
"UNITED ST3",24379,19960212,72051,1634833,61383
"UNITED ST3",24379,19960212,4130,856259,62047
"UNITED ST0",29938,19930912,33762,5860546,101745
"UNITED ST9",20191,19961208,36556,2776143,89553
"UNITED ST0",20761,19941108,104150,2077470,69249
"UNITED ST3",19285,19950602,20402,1026182,79344
"UNITED ST1",29858,19941231,147874,361311,115312
"UNITED ST0",29858,19941231,94266,1701351,75615
"UNITED ST3",7576,19950510,60984,7169196,116698
"UNITED ST7",6823,19960525,109502,2224928,90690
"UNITED ST1",14840,19950520,42065,4113840,60423
"UNITED ST0",14426,19960614,197799,5696060,113807
"UNITED ST2",4162,19940919,49766,7230212,102945
"UNITED ST6",28363,19960513,184234,4152424,79093
"UNITED ST4",37,19980525,121642,6293550,99818
"UNITED ST5",11827,19930125,167208,4106144,76512
"UNITED ST0",11827,19930125,52512,2464770,87870
"UNITED ST1",4468,19971014,687,3178535,95260
"UNITED ST5",23981,19930202,98951,4246991,116997
"UNITED ST1",26342,19980317,81614,312739,95736
"UNITED ST9",16981,19920507,2920,8310692,109375
"UNITED ST9",29692,19950723,145022,1986791,64021
"UNITED ST7",3985,19970329,188490,6899579,94709
"UNITED ST1",6991,19980125,37298,1045055,74117
"UNITED ST1",1463,19930324,60067,4621770,61623
"UNITED ST3",4774,19960523,95899,7242269,113693
"UNITED ST6",28126,19970220,143229,5088880,76333
"UNITED ST3",28126,19970220,30695,7179047,97541
"UNITED ST9",27988,19940202,2676,2475354,94720
"UNITED ST9",23893,19980115,66596,1990739,93755
"UNITED ST4",6923,19970909,39672,4422422,96700
"UNITED ST5",12218,19971008,161732,4290602,107623
"UNITED ST8",2807,19920929,70085,921084,63304
"UNITED ST3",6500,19970719,179597,157599,100595
"UNITED ST7",7441,19960923,113069,3522105,64923
"UNITED ST8",28387,19940531,75302,1264527,76638
"UNITED ST7",28387,19940531,16545,6576930,87692
"UNITED ST1",10667,19940118,154200,564390,75252
"UNITED ST7",16753,19950315,178998,2417616,124619
"UNITED ST4",14065,19960218,126247,4915979,76394
"UNITED ST0",23797,19951002,64621,2460882,95137
"UNITED ST7",17686,19920715,89642,146847,97898
"UNITED ST3",24331,19940831,167728,1486856,107743
"UNITED ST3",17302,19960924,185119,5259552,72246
"UNITED ST9",3406,19970415,143507,6039197,93030
"UNITED ST4",23296,19961115,147206,3962618,75192
"UNITED ST0",13018,19920414,25879,5414610,108292
"UNITED ST3",13018,19920414,140185,2444234,73510
"UNITED ST9",13018,19920414,31913,2601323,110694
"UNITED ST9",9403,19940224,180230,5337877,78613
"UNITED ST0",23263,19960114,115321,1598238,80179
"UNITED ST9",13975,19960214,114054,2108330,64083
"UNITED ST3",15020,19960724,156019,2757400,64500
"UNITED ST8",17933,19950129,55714,3571509,100182
"UNITED ST4",13549,19920731,186739,4754200,109543
"UNITED ST6",631,19930903,19488,4413857,84448
"UNITED ST7",27355,19921029,144841,1280485,113150
"UNITED ST9",16502,19920103,32368,3185882,78021
"UNITED ST0",27190,19941209,108196,1734033,72251
"UNITED ST4",14287,19921212,88244,1885327,73934
"UNITED ST5",28240,19970214,108808,163512,109008
"UNITED ST1",21871,19950324,190324,6445056,84859
"UNITED ST7",16924,19980511,109200,795653,72552
"UNITED ST1",23926,19970322,52767,6789612,103185
"UNITED ST6",14965,19971223,95223,2773886,73093
"UNITED ST3",23689,19940622,111593,1371924,96275
"UNITED ST7",23689,19940622,69117,5215500,65166
"UNITED ST2",2377,19961130,111760,5208974,106305
"UNITED ST6",11722,19930708,34396,5236415,79823
"UNITED ST8",15631,19950526,34849,7142495,107030
"UNITED ST7",15631,19950526,18050,4162615,58083
"UNITED ST6",19460,19950418,127111,3091106,68286
"UNITED ST1",2873,19950611,10700,797296,96642
"UNITED ST1",25879,19930701,66112,2355670,64686
"UNITED ST1",4525,19960621,199270,6100097,82156
"UNITED ST7",10828,19960103,13085,1452206,59884
"UNITED ST5",23050,19970427,148964,7045360,120777
"UNITED ST7",17276,19960217,142692,1717343,104081
"UNITED ST1",9103,19971201,155751,7082460,108405
"UNITED ST7",19037,19930417,101866,5674558,112071
"UNITED ST1",29041,19920314,173066,4975414,68343
"UNITED ST5",22067,19950908,55849,3216224,108290
"UNITED ST9",22067,19950908,178651,7437495,103779
"UNITED ST4",24464,19930905,168225,2824392,77593
"UNITED ST1",20410,19920223,64382,4954678,80782
"UNITED ST0",13594,19930104,346,4441955,74780
"UNITED ST0",23812,19960921,146304,761569,81018
"UNITED ST9",20143,19960623,72917,7994319,113394
"UNITED ST7",29713,19920929,181446,2810489,91646
"UNITED ST6",20236,19941203,22499,267240,85289
"UNITED ST0",20236,19941203,134063,2580285,65823
"UNITED ST1",10972,19940116,118417,1601917,86124
"UNITED ST3",11458,19980319,142011,619169,63180
"UNITED ST7",334,19930921,158998,8989046,123419
"UNITED ST9",26560,19931124,141346,5488317,83240
"UNITED ST1",1597,19970607,7461,5035932,82107
"UNITED ST0",10135,19971025,47935,369054,112975
"UNITED ST1",23435,19950606,197623,6607180,103237
"UNITED ST6",14375,19920301,16821,6982560,104269
"UNITED ST3",11708,19980707,60939,2447109,113995
"UNITED ST4",20354,19930614,143837,3148509,112849
"UNITED ST8",3869,19980217,126678,2666103,102280
"UNITED ST8",17090,19931004,138167,5130366,72309
"UNITED ST3",173,19961125,169866,7967999,116151
"UNITED ST5",25112,19960226,35850,3984231,107151
"UNITED ST1",3634,19950311,128151,2630683,70749
"UNITED ST4",12638,19971021,145755,5348227,108045
"UNITED ST0",12638,19971021,131096,2901129,67625
"UNITED ST0",12836,19970616,54787,2173741,104506
"UNITED ST9",4357,19940121,196816,1298797,114768
"UNITED ST3",1681,19940110,192215,4520332,78432
"UNITED ST4",1189,19970505,145102,108974,68826
"UNITED ST2",26473,19941209,148959,6867189,120477
"UNITED ST1",3308,19941019,119026,2403546,62701
"UNITED ST7",3308,19941019,145033,4363865,64681
"UNITED ST0",5152,19930205,176179,4041647,75310
"UNITED ST7",28006,19930804,75900,5698984,112554
"UNITED ST1",6764,19961130,1158,2728370,63549
"UNITED ST9",20548,19970305,163380,4618816,86602
"UNITED ST5",21704,19970819,87112,3798524,65946
"UNITED ST6",4798,19960730,82584,5060053,93994
"UNITED ST7",274,19920105,52124,2818358,64567
"UNITED ST3",19195,19980718,48628,3329821,94597
"UNITED ST0",17302,19950115,123295,3322090,79097
"UNITED ST1",27160,19980628,160418,6740071,88704
"UNITED ST9",29606,19980128,74084,2530927,63484
"UNITED ST7",17201,19941124,17118,558959,62106
"UNITED ST4",18445,19920327,176239,121001,78913
"UNITED ST1",15989,19961220,174170,3818357,74650
"UNITED ST7",26524,19950816,138929,377840,118075
"UNITED ST5",16738,19920613,74869,5780501,110631
"UNITED ST7",16738,19920613,169903,3993149,118374
"UNITED ST1",4754,19931123,188674,2485364,105760
"UNITED ST6",28420,19960205,42108,997595,63006
"UNITED ST3",11474,19960608,48581,5376473,91774
"UNITED ST0",596,19940422,70177,786958,68830
"UNITED ST8",10417,19930909,80633,7987468,96817
"UNITED ST1",22459,19940828,43686,5058526,97780
"UNITED ST5",4873,19930613,75319,2847482,77658
"UNITED ST8",29855,19961127,7074,1346028,58864
"UNITED ST7",15113,19941217,111843,675161,111290
"UNITED ST1",24086,19980413,3697,1568676,96041
"UNITED ST9",17851,19921012,150210,5093768,75612
"UNITED ST9",17851,19921012,142038,2741116,64801
"UNITED ST4",7802,19930615,149841,351696,113450
"UNITED ST4",15205,19950312,120844,8589453,111890
"UNITED ST3",19255,19940315,52341,3492018,77600
"UNITED ST2",2755,19950421,158789,4203699,110866
"UNITED ST1",1856,19940720,125707,7090208,103962
"UNITED ST0",29738,19960910,180947,9636770,121676
"UNITED ST2",5371,19960508,123792,6727501,108947
"UNITED ST4",5371,19960508,169917,1988896,119214
"UNITED ST5",12842,19960206,61197,4558635,69491
"UNITED ST7",14044,19930511,183097,578244,70805
"UNITED ST9",2035,19920714,147841,3517020,113330
"UNITED ST5",2035,19920714,70936,8070127,114415
"UNITED ST5",2035,19920714,11412,4668990,79404
"UNITED ST0",18583,19960926,176133,550154,72547
"UNITED ST7",28870,19920107,50345,1813476,77720
"UNITED ST7",29116,19960831,3188,855485,65470
"UNITED ST9",29116,19960831,194530,1374352,97471
"UNITED ST4",10486,19920729,97771,1287664,106126
"UNITED ST6",22492,19931219,91134,3007472,67507
"UNITED ST9",11546,19930613,103328,2108810,79879
"UNITED ST0",28789,19940510,158164,4741980,73329
"UNITED ST1",24913,19980114,42880,7699845,109372
"UNITED ST4",1778,19941110,142513,5151849,93330
"UNITED ST0",19342,19980616,129127,5155139,69367
"UNITED ST9",2191,19920402,142058,2802927,66003
"UNITED ST3",3466,19931215,46525,5117946,88291
"UNITED ST3",5452,19941007,106413,2696879,85164
"UNITED ST9",19823,19940101,177170,2963275,74830
"UNITED ST1",26725,19970207,160350,5943214,84621
"UNITED ST1",5867,19950913,80806,1543795,107208
"UNITED ST3",9848,19970127,147577,877267,97474
"UNITED ST6",47,19980602,638,2215627,92317
"UNITED ST5",13438,19941105,11282,1504726,71596
"UNITED ST3",24730,19980407,54146,2745949,66008
"UNITED ST1",23263,19921204,63020,1946379,58981
"UNITED ST5",20881,19931227,110168,2739222,70689
"UNITED ST7",20881,19931227,36286,2134100,73336
"UNITED ST0",10786,19930527,34623,7021750,93457
"UNITED ST0",14923,19921122,29998,555261,115679
"UNITED ST7",15845,19970401,25963,8167863,113337
"UNITED ST9",27587,19970711,194101,234239,71706
"UNITED ST7",19664,19980307,95389,2547259,83062
"UNITED ST9",10171,19980524,44261,238641,72315
"UNITED ST4",16855,19950219,30316,4983993,74778
"UNITED ST6",3377,19970530,135136,5270085,70267
"UNITED ST6",29180,19940306,124942,9059725,118016
"UNITED ST9",4595,19941016,77385,4672963,81742
"UNITED ST9",2948,19950523,29585,4770927,90874
"UNITED ST4",27367,19921212,155514,5964138,94170
"UNITED ST8",27367,19921212,134356,973245,83421
"UNITED ST4",22753,19960927,67697,7990512,99881
"UNITED ST5",12566,19970615,192266,3899564,81495
"UNITED ST2",896,19950524,37851,4464969,107331
"UNITED ST8",21701,19960921,45639,5704668,95077
"UNITED ST7",2365,19941029,91943,3157822,116096
"UNITED ST7",8198,19930418,34257,5038987,71475
"UNITED ST0",22408,19951105,47086,4564147,61984
"UNITED ST7",27575,19920203,67054,1631637,61263
"UNITED ST7",7921,19961003,196812,6321978,114528
"UNITED ST6",22582,19970828,106858,3138542,111891
"UNITED ST4",9307,19930907,68260,2166650,73695
"UNITED ST6",10388,19940613,74592,3136313,93995
"UNITED ST1",18523,19960225,16936,8447507,111175
"UNITED ST4",28520,19951210,131240,3020466,76274
"UNITED ST2",27856,19920111,120161,2126088,70869
"UNITED ST6",26107,19940116,103456,4816185,87567
"UNITED ST1",27181,19960929,95161,2042934,69369
"UNITED ST4",4208,19931006,190034,640697,67441
"UNITED ST2",2138,19931015,15099,461410,60845
"UNITED ST7",769,19960526,10326,1591143,74179
"UNITED ST1",16034,19970715,163622,2147479,101137
"UNITED ST5",14339,19980426,143822,4022707,111949
"UNITED ST7",6763,19960119,26613,3387142,92376
"UNITED ST0",27410,19980730,176547,3182138,97412
"UNITED ST1",25682,19921117,184160,3608064,74649
"UNITED ST8",12071,19950622,57983,7154452,116458
"UNITED ST0",12071,19950622,105849,2964034,111290
"UNITED ST9",12071,19950622,167962,389752,121797
"UNITED ST9",18428,19950711,157821,911227,112729
"UNITED ST1",14801,19951125,17164,3697567,64869
"UNITED ST1",27826,19920602,105129,4378837,68047
"UNITED ST8",29258,19920326,68778,6305839,104806
"UNITED ST4",6406,19940126,180869,526462,116991
"UNITED ST0",24443,19980415,77826,4220938,108229
"UNITED ST7",20080,19980513,73255,2553531,73695
"UNITED ST1",16501,19951124,189596,3411634,101135
"UNITED ST6",27781,19960612,194907,9314840,120114
"UNITED ST3",11855,19940629,175075,4864796,69004
"UNITED ST4",11855,19940629,62744,4761804,102404
"UNITED ST1",4024,19940720,10813,1723810,103428
"UNITED ST3",27436,19950324,173745,1247655,109124
"UNITED ST9",10774,19950410,70502,6141797,88350
"UNITED ST3",6862,19941112,95000,2579040,59700
"UNITED ST2",5831,19971004,85448,5332396,86006
"UNITED ST5",22331,19980123,59946,1886880,114356
"UNITED ST0",15443,19950328,157086,107449,68584
"UNITED ST5",15443,19950328,134108,2466936,68526
"UNITED ST1",29947,19950912,55711,6110158,100002
"UNITED ST6",7417,19920720,181413,2343234,89664
"UNITED ST7",29680,19931209,46049,386075,59702
"UNITED ST6",24244,19931129,8335,4525721,74599
"UNITED ST4",14776,19920205,140633,5799127,100417
"UNITED ST9",15751,19970615,147667,8148064,102879
"UNITED ST0",23224,19970911,140909,9067035,116994
"UNITED ST5",27271,19921108,93815,5842456,108528
"UNITED ST4",18739,19970618,15716,2907707,97902
"UNITED ST7",5038,19920920,86696,4711532,100961
"UNITED ST0",21815,19950702,38694,3417220,97961
"UNITED ST4",25358,19930713,125096,1896884,67265
"UNITED ST7",27085,19920916,69364,3033394,80001
"UNITED ST1",9806,19950315,170935,361067,120355
"UNITED ST9",8663,19920124,87851,4815948,110331
"UNITED ST5",3865,19960106,138712,672272,105042
"UNITED ST1",29899,19950331,97700,4373275,101862
"UNITED ST8",17623,19960515,195203,5247324,77892
"UNITED ST4",26273,19920903,109492,4328795,90089
"UNITED ST5",29224,19970123,108363,6055925,82281
"UNITED ST9",17488,19950708,198676,4291152,106480
"UNITED ST7",26074,19940727,82402,135671,83064
"UNITED ST4",20791,19941204,27102,3426903,61746
"UNITED ST3",4960,19971019,187173,4234171,75610
"UNITED ST9",10631,19920827,29075,2186864,60244
"UNITED ST9",19076,19930531,109901,6707259,114654
"UNITED ST3",8023,19980317,139834,2216740,112429
"UNITED ST5",24670,19940810,146267,5678536,78795
"UNITED ST4",24670,19940810,105683,2316868,101320
"UNITED ST1",8386,19941113,7773,4151501,100846
"UNITED ST1",26572,19980601,194776,5687140,112246
"UNITED ST3",1381,19930922,173066,4442334,68343
"UNITED ST0",27049,19960706,41066,3123900,60423
"UNITED ST4",24388,19960602,76432,6073150,84505
"UNITED ST9",20447,19980325,98052,4787177,63003
"UNITED ST4",29731,19920424,27121,1697954,62887
"UNITED ST9",626,19941107,50903,2780850,111234
"UNITED ST0",626,19941107,33179,653955,66730
"UNITED ST5",8689,19980625,80161,4775754,68469
"UNITED ST8",16216,19970617,41313,4056438,75258
"UNITED ST4",10828,19930104,39375,5737225,78862
"UNITED ST1",2921,19941120,64307,124587,76278
"UNITED ST0",20119,19920521,35609,3475350,92676
"UNITED ST4",12559,19920430,75284,117113,75556
"UNITED ST1",12559,19920430,173665,3303454,104319
"UNITED ST4",22552,19931228,156566,4984504,97353
"UNITED ST5",4948,19950721,50920,8232048,112255
"UNITED ST9",26023,19960913,159234,3041676,77593
"UNITED ST9",4027,19950205,195095,1767283,71405
"UNITED ST1",25186,19920902,99158,4519827,69429
"UNITED ST1",23662,19940326,187548,3400287,98132
"UNITED ST8",5389,19920806,88907,1035161,113754
"UNITED ST6",19483,19980720,97828,1175828,109549
"UNITED ST4",18715,19960615,162346,3405366,84500
"UNITED ST4",14695,19920303,88503,6586464,89490
"UNITED ST3",26129,19941027,176062,2826941,68283
"UNITED ST4",4993,19930710,36482,709240,85108
"UNITED ST5",16271,19960108,61076,4484290,62224
"UNITED ST4",18619,19960916,147832,187983,112789
"UNITED ST9",27901,19970708,63941,2451657,114296
"UNITED ST9",3416,19920410,138151,5365444,71349
"UNITED ST7",3416,19920410,87133,917386,67207
"UNITED ST4",19036,19931217,38448,4392241,83186
"UNITED ST5",17380,19971220,197535,1214602,97951
"UNITED ST1",3268,19980512,148348,2513412,83780
"UNITED ST5",28837,19940813,42797,2192135,104387
"UNITED ST9",18478,19951201,99777,5152633,106606
"UNITED ST0",10837,19920323,5769,321553,100485
"UNITED ST0",6686,19920329,36372,5411418,78502
"UNITED ST7",19976,19920201,157214,1906815,76272
"UNITED ST1",19976,19920201,105529,1488484,92071
"UNITED ST5",2395,19970718,29425,1848783,81265
"UNITED ST7",26162,19940601,32511,2035349,86610
"UNITED ST9",23317,19980330,18507,6129650,85530
"UNITED ST9",2729,19940813,35239,1465439,70453
"UNITED ST0",27665,19920118,30255,2048112,71115
"UNITED ST8",11806,19960917,15737,641259,99163
"UNITED ST8",29902,19970815,179417,6305871,89784
"UNITED ST4",28003,19930703,123178,2354293,72070
"UNITED ST1",8474,19951101,154600,162150,99276
"UNITED ST8",1016,19970201,127001,832680,61680
"UNITED ST3",27301,19971201,12000,1559520,54720
"UNITED ST6",8893,19961116,169280,2282981,80956
"UNITED ST0",3094,19970213,146814,4233342,111648
"UNITED ST3",17251,19920322,145811,4612316,111408
"UNITED ST7",20162,19950924,111533,4596521,92671
"UNITED ST8",17422,19980511,181114,4377687,71706
"UNITED ST1",18535,19970309,105949,4406434,117296
"UNITED ST8",8012,19920418,50616,3720698,93996
"UNITED ST8",7103,19951117,18451,4610938,82167
"UNITED ST3",2350,19980615,194906,6210793,120054
"UNITED ST9",16598,19960809,64096,2340678,63605
"UNITED ST0",12436,19920616,89636,2071052,97537
"UNITED ST9",25661,19971113,40826,6360552,106009
"UNITED ST0",25661,19971113,98431,4116758,85765
"UNITED ST3",2362,19970307,19485,5858086,84268
"UNITED ST9",23734,19920607,11176,1369834,65230
"UNITED ST0",25117,19920924,25887,1022464,108772
"UNITED ST8",15346,19931115,30415,3874780,80724
"UNITED ST3",25660,19940114,122177,2164501,71950
"UNITED ST3",17278,19980312,76673,3447810,98980
"UNITED ST0",24046,19980520,47022,1158947,58141
"UNITED ST1",24028,19920305,23427,3705552,81025
"UNITED ST8",27160,19920425,84401,5225728,83124
"UNITED ST9",643,19960503,80617,143784,95856
"UNITED ST7",11374,19971030,175173,4429755,74890
"UNITED ST0",26908,19950116,41902,1106340,110634
"UNITED ST1",1463,19950327,10102,1518150,60726
"UNITED ST0",1463,19950327,182115,2287677,71826
"UNITED ST5",14762,19940108,163153,766174,72969
"UNITED ST5",23386,19960910,44028,288689,58321
"UNITED ST1",4861,19950401,140367,4402222,84441
"UNITED ST8",1822,19960611,109878,8336833,113272
"UNITED ST6",1822,19960611,112622,2639911,98077
"UNITED ST1",15856,19970910,80187,1050462,70030
"UNITED ST7",16649,19930410,83877,6317653,111652
"UNITED ST0",9745,19940908,111399,414654,84623
"UNITED ST6",24781,19920701,1280,3442249,70876
"UNITED ST1",24781,19920701,134780,7240972,108886
"UNITED ST4",7087,19940422,193350,5385138,86601
"UNITED ST9",7087,19940422,147202,587124,74952
"UNITED ST3",911,19980205,36081,1625293,61024
"UNITED ST2",25009,19920622,20347,3889466,76040
"UNITED ST9",11506,19960511,105645,155160,99038
"UNITED ST9",16441,19980609,115002,1911960,61020
"UNITED ST3",19807,19930124,20998,2494687,115139
"UNITED ST4",12703,19970629,65719,950176,101082
"UNITED ST0",11995,19920716,144967,6440283,120717
"UNITED ST5",10777,19950331,43629,3113787,94357
"UNITED ST8",10777,19950331,74031,1061311,60301
"UNITED ST7",20317,19940618,5324,2478309,73759
"UNITED ST3",17498,19970901,188220,4971236,78493
"UNITED ST9",7793,19980228,72421,3140768,83605
"UNITED ST5",8716,19950415,40813,7260773,105228
"UNITED ST3",26621,19930320,90840,2197008,109850
"UNITED ST8",7249,19940818,74687,4233960,99700
"UNITED ST1",19213,19940611,23113,1156298,62166
"UNITED ST7",6907,19970119,133675,7217422,102520
"UNITED ST4",7594,19961128,96401,1299582,83844
"UNITED ST5",5503,19961113,23730,2614547,99223
"UNITED ST0",2338,19941004,98388,1247742,83182
"UNITED ST2",2338,19941004,18840,8101217,105530
"UNITED ST9",23603,19920321,13335,2157114,74899
"UNITED ST6",22823,19960826,77798,1486336,106547
"UNITED ST0",23737,19941124,180769,6977294,110985
"UNITED ST3",5780,19980615,98998,7388863,119819
"UNITED ST5",22024,19950831,163431,7101531,89665
"UNITED ST9",211,19921025,69223,3658923,71533
"UNITED ST6",16307,19960124,71559,2785601,91833
"UNITED ST5",9982,19960708,191488,3695983,94768
"UNITED ST3",23237,19970519,146473,6498773,91168
"UNITED ST8",24728,19920901,99809,3402352,108528
"UNITED ST7",27547,19920514,151277,3254261,79696
"UNITED ST1",6157,19960127,106468,2012637,88467
"UNITED ST3",16165,19961119,78438,2662888,84985
"UNITED ST6",21364,19950527,67908,1260604,112554
"UNITED ST9",160,19960330,37033,2784956,58201
"UNITED ST0",15736,19980403,36023,1822138,57541
"UNITED ST1",19372,19920404,77871,5731497,110932
"UNITED ST0",13583,19970806,194113,5138667,72426
"UNITED ST8",2722,19970314,135258,5576494,77595
"UNITED ST3",10861,19931219,35582,5053541,91054
"UNITED ST9",23141,19960120,75439,1820371,84865
"UNITED ST5",27439,19960930,120358,1702262,82701
"UNITED ST7",14530,19980401,37610,2473080,92856
"UNITED ST6",6751,19930610,144833,2024300,112669
"UNITED ST4",6751,19930610,136127,1139857,69787
"UNITED ST9",2194,19930715,22120,3779769,62527
"UNITED ST5",22276,19951201,112654,5366613,99999
"UNITED ST4",21925,19920629,14866,8459085,106851
"UNITED ST1",6425,19921101,192543,7302686,98132
"UNITED ST1",5143,19950620,48658,6940728,96399
"UNITED ST6",14896,19960215,198933,4579970,121915
"UNITED ST3",26917,19930311,85121,2299623,66367
"UNITED ST4",5854,19940416,94934,6994300,115735
"UNITED ST4",27829,19951229,62763,8283648,103545
"UNITED ST5",8713,19950324,12028,3738459,56401
"UNITED ST9",26432,19961025,42299,3010128,74477
"UNITED ST6",26744,19980107,172144,2298504,72968
"UNITED ST6",23630,19960411,82144,2797331,67568
"UNITED ST9",18085,19920729,101654,5725237,99339
"UNITED ST6",22531,19940305,95296,2440538,77477
"UNITED ST6",140,19950130,135587,6474094,97354
"UNITED ST4",2347,19970727,185453,603072,92307
"UNITED ST0",11419,19940628,186360,1359578,86781
"UNITED ST3",10843,19970215,94069,3082874,63783
"UNITED ST3",2783,19950730,180256,3928575,80175
"UNITED ST8",7060,19971109,129744,6571706,106424
"UNITED ST0",7060,19971109,17823,3760171,104449
"UNITED ST9",6308,19980323,70667,7231906,98259
"UNITED ST9",22619,19930218,108961,4924900,118197
"UNITED ST0",15964,19930808,111766,8444360,106665
"UNITED ST0",6161,19920709,112096,1325275,66485
"UNITED ST3",15898,19921013,25066,1694712,59463
"UNITED ST9",18362,19941016,141693,164795,104081
"UNITED ST9",26494,19940622,93619,4005723,96756
"UNITED ST0",22351,19950514,40433,5787634,82405
"UNITED ST3",22351,19950514,149869,7034540,115131
"UNITED ST4",1550,19970503,150603,6415968,99216
"UNITED ST1",6169,19980723,90563,2361411,93213
"UNITED ST7",16303,19960717,78729,7541291,102463
"UNITED ST1",20872,19940809,144066,888048,66603
"UNITED ST6",13219,19960412,26468,4919654,83667
"UNITED ST9",13219,19960412,29240,1262779,70154
"UNITED ST5",29275,19930708,116175,1083964,71470
"UNITED ST3",1792,19970507,5446,2459620,81086
"UNITED ST3",13220,19940415,104126,3611863,67807
"UNITED ST9",14072,19931221,41429,4614204,82225
"UNITED ST6",21295,19950525,167483,4744468,93028
"UNITED ST0",7757,19940113,170232,355508,78133
"UNITED ST8",14204,19971218,23134,3932523,63427
"UNITED ST9",15139,19960603,168244,1620616,78734
"UNITED ST5",7412,19970102,85795,5582776,106847
"UNITED ST3",3095,19980118,42455,2339331,83847
"UNITED ST0",22946,19930524,91144,337136,68108
"UNITED ST5",13258,19960123,136641,1734679,100658
"UNITED ST9",28657,19930104,108594,2086572,96155
"UNITED ST9",25688,19960127,85160,4460398,68709
"UNITED ST9",15776,19931101,7294,3094523,72077
"UNITED ST7",19492,19940416,127704,4582078,103902
"UNITED ST0",5596,19920924,76120,412141,65767
"UNITED ST3",28570,19920219,166451,4757205,91047
"UNITED ST0",28967,19940818,66054,2397117,61203
"UNITED ST1",22684,19960314,78201,3848908,70752
"UNITED ST9",22384,19961229,177121,1265214,71887
"UNITED ST4",15164,19980125,139845,1969657,113090
"UNITED ST4",22931,19950517,74966,5380341,116457
"UNITED ST8",22798,19920611,140531,5544357,94291
"UNITED ST0",28711,19980609,12989,5962707,114118
"UNITED ST9",24463,19960626,80994,3357483,118499
"UNITED ST8",18343,19920517,27650,2902876,94659
"UNITED ST5",6085,19940525,164510,1738259,94470
"UNITED ST6",9833,19920920,164505,2825100,94170
"UNITED ST4",11869,19941105,177717,2123141,107682
"UNITED ST1",613,19980318,42510,4415630,87150
"UNITED ST7",21181,19930123,157044,1417038,66062
"UNITED ST7",19231,19960515,62352,1571962,78861
"UNITED ST7",21091,19960228,101222,3376087,73393
"UNITED ST4",20098,19960304,68156,4755154,67449
"UNITED ST4",1498,19931009,155906,2422946,117714
"UNITED ST8",26359,19950224,114227,2358318,74473
"UNITED ST9",12988,19950105,131550,455486,94893
"UNITED ST4",12988,19950105,189553,7010403,98553
"UNITED ST7",8674,19920816,97530,2639571,91651
"UNITED ST9",9986,19980611,150050,3267148,66003
"UNITED ST0",28300,19950811,129285,1913591,78856
"UNITED ST6",22649,19920505,30087,187142,61024
"UNITED ST4",7631,19951012,33260,3995034,71595
"UNITED ST3",2639,19930603,23365,123682,77301
"UNITED ST0",19942,19920928,176673,4724109,104980
"UNITED ST1",14429,19980206,129740,4831390,106184
"UNITED ST0",18946,19950223,41286,2792062,73636
"UNITED ST1",18946,19950223,143971,6576862,120898
"UNITED ST3",20189,19971127,4218,3944568,67332
"UNITED ST0",22591,19931113,98876,4882161,112492
"UNITED ST1",15118,19950222,190460,6293317,93027
"UNITED ST4",18332,19960315,102771,1951147,106426
"UNITED ST9",10715,19930730,28981,5040437,114598
"UNITED ST6",25381,19920402,156611,6070100,100056
"UNITED ST3",13648,19960321,108937,8686631,116755
"UNITED ST0",11402,19920112,105772,6380416,106666
"UNITED ST5",25672,19940621,3230,4367468,67993
"UNITED ST7",29152,19941223,40215,1275351,69312
"UNITED ST9",5321,19960624,42244,2016608,71174
"UNITED ST7",16564,19960206,140649,8110272,101378
"UNITED ST6",15934,19970823,157046,2410142,66182
"UNITED ST3",289,19920407,41975,1552745,115018
"UNITED ST1",21302,19960924,3131,380559,62047
"UNITED ST4",21302,19960924,80672,1122162,99160
"UNITED ST6",22523,19940101,155432,5533239,89245
"UNITED ST1",19247,19930813,28414,5008531,80544
"UNITED ST1",9634,19921205,187250,2824272,80235
"UNITED ST8",27664,19921108,19980,6467531,113998
"UNITED ST1",27565,19940327,89169,5501260,69489
"UNITED ST9",24730,19971101,2858,4314082,105651
"UNITED ST9",1987,19961013,187036,2091081,67381
"UNITED ST6",6235,19920723,125075,517032,66004
"UNITED ST8",25081,19930803,171913,8574811,119094
"UNITED ST9",22832,19960203,177362,5296844,86361
"UNITED ST5",16879,19930507,101428,6518155,85765
"UNITED ST9",28399,19950521,189091,5664432,70805
"UNITED ST3",25435,19950205,186790,3625958,112607
"UNITED ST0",25451,19920621,165284,3764491,80956
"UNITED ST9",26410,19960909,163418,5510845,88884
"UNITED ST4",29654,19940922,184581,7515096,99934
"UNITED ST4",8527,19940220,100365,3727432,81921
"UNITED ST3",17324,19920815,77222,230250,71953
"UNITED ST0",17324,19920815,68334,2488752,78139
"UNITED ST9",4894,19930101,101640,4570325,98498
"UNITED ST6",7885,19930202,171100,1292894,70266
"UNITED ST4",20866,19961018,4159,2736548,63789
"UNITED ST9",26107,19960824,34862,3874030,107811
"UNITED ST8",11255,19960830,95424,5337019,85165
