"s_nation","d_year","lo_custkey","lo_revenue"
"INDIA",1995,26020,4600203
"INDIA",1995,26020,4021396
"JAPAN",1996,192676,2029474
"VIETNAM",1994,81991,5126372
"CHINA",1993,49148,3136527
"INDIA",1993,49148,6225525
"INDONESIA",1996,58981,126669
"INDIA",1996,58981,623198
"INDIA",1996,191681,3075000
"VIETNAM",1996,191681,5723037
"VIETNAM",1992,162283,3039593
"VIETNAM",1997,140261,6082977
"CHINA",1995,260896,6769079
"INDONESIA",1992,39805,2179562
"JAPAN",1997,258470,1129581
"CHINA",1992,275719,2029395
"CHINA",1992,275719,3064100
"INDIA",1992,275719,2131002
"JAPAN",1992,275719,1548019
"JAPAN",1993,14018,5829903
"VIETNAM",1993,14018,2749027
"INDONESIA",1994,87547,491431
"INDONESIA",1995,176689,345726
"INDONESIA",1997,97409,7680677
"INDONESIA",1997,97409,6524211
"INDIA",1992,52369,7529084
"INDIA",1997,85303,4075061
"CHINA",1997,85303,515482
"JAPAN",1996,68291,3506853
"JAPAN",1996,68291,5635061
"INDIA",1993,257105,4382479
"JAPAN",1994,257317,4569926
"VIETNAM",1993,211859,1360346
"CHINA",1993,222712,531866
"JAPAN",1995,259861,4799952
"INDONESIA",1995,259861,1452168
"INDONESIA",1995,259861,4029254
"JAPAN",1995,212395,3722241
"VIETNAM",1995,6790,1960324
"JAPAN",1995,6790,2116041
"VIETNAM",1992,50437,5805228
"VIETNAM",1997,195278,2368981
"INDONESIA",1994,250909,2112460
"CHINA",1996,141890,2693136
"JAPAN",1993,29926,1242200
"INDONESIA",1994,292294,430610
"JAPAN",1994,292294,763548
"INDONESIA",1994,65843,6391148
"INDONESIA",1992,215341,4176333
"JAPAN",1994,77911,1846589
"JAPAN",1994,77911,436710
"INDONESIA",1996,248806,676899
"INDONESIA",1996,248806,699114
"JAPAN",1994,27247,414578
"JAPAN",1994,27247,5984405
"INDONESIA",1997,224558,4483948
"INDIA",1992,236335,6663729
"INDIA",1995,63646,5228331
"INDONESIA",1995,63646,649120
"INDIA",1993,174217,768737
"VIETNAM",1993,174217,6321451
"JAPAN",1996,70192,340799
"JAPAN",1994,84031,5422362
"JAPAN",1995,202189,361067
"INDIA",1996,188464,7189222
"INDIA",1996,188464,4995020
"VIETNAM",1996,188464,6529851
"VIETNAM",1996,188464,1039514
"JAPAN",1996,188464,5582291
"INDIA",1995,82265,4575267
"CHINA",1993,296801,2630044
"VIETNAM",1992,223994,4880731
"INDONESIA",1992,265681,2175520
"CHINA",1992,265681,987388
"INDIA",1992,265681,6349736
"JAPAN",1994,73583,6977934
"CHINA",1993,79064,4178870
"INDONESIA",1996,112775,1095235
"CHINA",1996,112775,3259649
"VIETNAM",1996,112775,3505457
"VIETNAM",1992,293260,602667
"INDIA",1993,11458,2538908
"JAPAN",1993,11458,7131384
"VIETNAM",1993,11458,989474
"JAPAN",1994,1846,3624916
"INDIA",1995,119803,4580240
"JAPAN",1994,18175,5199953
"CHINA",1997,156391,5647219
"JAPAN",1995,151238,4672595
"JAPAN",1993,204085,5149501
"INDIA",1993,204085,2076600
"VIETNAM",1993,204085,3306144
"VIETNAM",1994,7684,6929467
"CHINA",1995,1304,127321
"INDIA",1995,1304,2545022
"JAPAN",1995,1304,5836513
"CHINA",1993,299615,1149296
"INDIA",1993,299615,7576212
"INDIA",1997,179962,6292992
"VIETNAM",1997,179962,1180524
"INDIA",1994,222703,4303877
"VIETNAM",1992,165112,1867890
"INDIA",1994,114184,5731879
"INDIA",1994,114184,7471031
"INDIA",1996,195410,5780139
"VIETNAM",1996,143680,801492
"JAPAN",1992,129058,6309861
"INDONESIA",1992,129058,3646703
"INDIA",1992,129058,939794
"INDIA",1996,34558,3753504
"VIETNAM",1996,34558,710505
"CHINA",1996,19391,1872525
"INDONESIA",1996,19391,3991556
"VIETNAM",1992,98215,5007031
"JAPAN",1997,88337,2058501
"JAPAN",1997,88337,2718853
"CHINA",1994,292801,4448953
"JAPAN",1993,69952,764958
"VIETNAM",1996,271255,1206040
"JAPAN",1995,200107,5617101
"VIETNAM",1997,189664,2715382
"VIETNAM",1997,189664,2997848
"INDIA",1995,164399,3171571
"CHINA",1997,49072,1451148
"CHINA",1997,49072,2601822
"INDIA",1997,49072,3104491
"INDIA",1997,63670,314876
"CHINA",1997,294202,1353078
"VIETNAM",1997,294202,2498457
"JAPAN",1997,294202,2576502
"INDIA",1995,205786,4186060
"JAPAN",1995,205786,1294893
"VIETNAM",1995,205786,5189364
"INDONESIA",1996,220490,1033366
"VIETNAM",1996,220490,2794069
"INDIA",1997,165739,4732395
"INDONESIA",1992,109276,1080127
"CHINA",1992,293566,980565
"VIETNAM",1995,135631,1474830
"INDONESIA",1993,151171,1107458
"JAPAN",1994,1933,518535
"INDONESIA",1993,293518,4705942
"JAPAN",1995,234232,2731807
"INDIA",1995,77807,7730519
"JAPAN",1995,77807,3265758
"CHINA",1994,237637,4794883
"CHINA",1996,47332,1223200
"INDONESIA",1996,47332,4986792
"JAPAN",1996,47332,1288311
"INDIA",1992,83597,4132056
"INDIA",1992,83597,1338568
"CHINA",1992,83597,1843919
"INDONESIA",1992,83597,1769290
"INDONESIA",1995,111715,3140159
"INDONESIA",1995,111715,483272
"INDONESIA",1997,207022,5685095
"JAPAN",1993,66592,9572494
"VIETNAM",1995,210884,1923264
"CHINA",1995,122641,6068160
"INDIA",1995,122641,3095156
"INDIA",1995,122641,743177
"INDIA",1995,122641,2584836
"INDIA",1992,204307,2599925
"CHINA",1992,258244,7481117
"VIETNAM",1992,258244,1404028
"INDIA",1994,56807,4213744
"VIETNAM",1996,79460,2122511
"INDIA",1993,175328,6274322
"CHINA",1997,133540,2849642
"INDONESIA",1993,88901,3449944
"VIETNAM",1993,88901,2446269
"VIETNAM",1995,150703,1956249
"INDIA",1992,293747,4606322
"VIETNAM",1996,146158,586281
"VIETNAM",1996,146158,6364260
"INDIA",1994,170938,502569
"INDONESIA",1997,134891,8451340
"INDONESIA",1995,299290,4533114
"VIETNAM",1995,299290,5699914
"INDIA",1996,104413,2974556
"INDONESIA",1992,147989,7385771
"INDIA",1992,239734,3023936
"JAPAN",1992,3997,2015596
"INDONESIA",1992,3997,1773640
"JAPAN",1993,242003,4662813
"INDIA",1996,144646,1551131
"INDONESIA",1996,144646,570970
"VIETNAM",1996,213289,7599782
"JAPAN",1993,44794,6757759
"VIETNAM",1994,249632,7947888
"CHINA",1994,249632,3986987
"VIETNAM",1992,66892,1563044
"VIETNAM",1996,213268,5496250
"CHINA",1996,213268,5343219
"INDONESIA",1996,93334,5902989
"CHINA",1994,7813,5386519
"VIETNAM",1994,7813,760318
"JAPAN",1996,159439,164870
"CHINA",1993,223030,1350423
"VIETNAM",1993,185782,5975686
"INDONESIA",1993,185782,5927482
"VIETNAM",1995,11482,3852220
"JAPAN",1994,56554,5956413
"JAPAN",1995,120085,5402397
"CHINA",1996,139760,3222726
"CHINA",1994,231763,432378
"CHINA",1994,231763,756007
"VIETNAM",1994,231763,333786
"INDONESIA",1997,197455,3744513
"CHINA",1997,197455,679121
"INDIA",1994,4805,182752
"VIETNAM",1993,87706,8058372
"CHINA",1997,141529,7819468
"VIETNAM",1993,249817,6553110
"JAPAN",1993,249817,6648826
"JAPAN",1997,83173,2765599
"CHINA",1993,219358,7311696
"VIETNAM",1992,42175,5237994
"CHINA",1992,121451,4825655
"INDONESIA",1992,121451,3456736
"JAPAN",1996,13384,2181006
"CHINA",1996,13384,4270024
"INDIA",1993,225608,1858468
"CHINA",1994,85139,7691569
"VIETNAM",1992,119650,5797802
"INDONESIA",1992,119650,4617234
"INDONESIA",1992,119650,2938844
"CHINA",1997,51607,4633496
"INDONESIA",1996,53005,322308
"INDONESIA",1995,146575,3153006
"INDONESIA",1995,195532,1321302
"INDIA",1997,293590,493270
"INDIA",1995,247069,6878161
"INDIA",1992,96214,4132368
"VIETNAM",1992,96214,4046361
"INDONESIA",1996,151054,6908166
"CHINA",1996,151054,1591991
"INDONESIA",1996,151054,1515243
"JAPAN",1993,161525,6183390
"JAPAN",1993,161525,6027272
"INDIA",1993,161525,2301432
"INDONESIA",1992,289723,287523
"JAPAN",1996,61658,6136317
"CHINA",1996,61658,2717247
"INDIA",1997,179206,3711224
"INDIA",1997,289198,6656641
"CHINA",1997,289198,615239
"CHINA",1992,247289,2887259
"VIETNAM",1996,154744,182205
"CHINA",1994,299561,4853032
"CHINA",1993,226918,4294110
"VIETNAM",1993,226918,7483408
"INDIA",1993,226918,1487239
"CHINA",1996,188866,7239870
"CHINA",1992,269395,1409483
"VIETNAM",1992,269395,277747
"CHINA",1994,104527,922114
"CHINA",1997,80851,583418
"JAPAN",1993,86773,7372098
"JAPAN",1993,86773,4450405
"INDONESIA",1995,86770,4563165
"VIETNAM",1994,189907,1237041
"INDIA",1994,189907,3500035
"VIETNAM",1994,41728,1488303
"CHINA",1997,198328,287280
"INDIA",1994,144715,4437985
"CHINA",1994,144715,416294
"VIETNAM",1994,144715,2802375
"INDONESIA",1992,180805,2066440
"CHINA",1992,180805,7814407
"CHINA",1997,176518,1800917
"CHINA",1992,120758,7564942
"INDIA",1997,75442,1252753
"INDONESIA",1996,151112,2802437
"CHINA",1993,159797,2250693
"INDIA",1993,159797,1281935
"JAPAN",1992,149869,4597242
"INDIA",1992,149869,1061100
"INDIA",1995,27955,2996459
"INDIA",1993,129415,5584923
"VIETNAM",1992,113077,2671004
"INDONESIA",1997,271867,2328340
"INDONESIA",1997,221276,2514627
"INDIA",1997,221276,2884227
"CHINA",1992,277168,2992260
"INDIA",1992,277168,8206180
"INDONESIA",1997,272296,3789808
"INDIA",1997,272296,1607024
"CHINA",1992,97870,1209372
"CHINA",1993,272485,1110197
"INDIA",1995,148906,3679609
"INDONESIA",1995,148906,2911431
"CHINA",1993,13228,4577163
"CHINA",1995,292330,2290731
"VIETNAM",1994,78403,3072209
"INDONESIA",1992,114961,1799281
"VIETNAM",1996,141367,5655761
"JAPAN",1996,140170,7648849
"INDONESIA",1996,140170,2009776
"INDIA",1996,140170,3713104
"CHINA",1995,30352,3317068
"INDONESIA",1993,20093,4539771
"JAPAN",1993,20093,6974160
"INDONESIA",1996,192823,840326
"JAPAN",1996,192823,3989384
"JAPAN",1995,168901,5224541
"INDONESIA",1994,101708,3376901
"INDONESIA",1994,101708,3074160
"INDONESIA",1994,146774,2609414
"JAPAN",1994,270343,6473741
"INDONESIA",1993,121345,1066050
"CHINA",1995,18874,260985
"INDONESIA",1995,18874,8689890
"JAPAN",1996,86704,5790375
"INDIA",1996,114131,7074929
"INDIA",1996,114131,347420
"JAPAN",1995,112756,6433965
"CHINA",1996,277442,5108376
"JAPAN",1996,277442,1923705
"INDONESIA",1996,238856,703210
"INDONESIA",1995,145516,2993564
"JAPAN",1992,59756,386440
"VIETNAM",1992,59756,5375662
"JAPAN",1992,59756,1483776
"JAPAN",1992,59756,3000948
"JAPAN",1997,208294,2187899
"CHINA",1993,82072,5746713
"VIETNAM",1993,203449,5350311
"JAPAN",1993,106627,4453389
"INDONESIA",1993,106627,1082287
"JAPAN",1993,106627,3445514
"INDIA",1994,166726,4521853
"JAPAN",1994,166726,6072229
"JAPAN",1994,166726,2094594
"JAPAN",1993,140276,4485812
"JAPAN",1996,216589,2345116
"INDONESIA",1997,229549,7143111
"JAPAN",1993,104267,6681561
"JAPAN",1996,103576,921181
"INDONESIA",1994,173492,2460125
"CHINA",1994,173492,743197
"INDIA",1994,176089,1094034
"VIETNAM",1996,30818,5632302
"INDIA",1997,287990,8598569
"JAPAN",1997,287990,5486820
"CHINA",1997,287990,3684674
"JAPAN",1997,37712,1976301
"CHINA",1997,37712,3827838
"INDONESIA",1996,210682,1027041
"VIETNAM",1994,16769,2774224
"VIETNAM",1993,270427,3261178
"JAPAN",1995,37118,1702262
"JAPAN",1995,136639,4256482
"CHINA",1995,136639,4382705
"JAPAN",1994,24793,4918175
"INDONESIA",1993,271300,2845260
"INDIA",1997,9677,2839275
"CHINA",1997,9677,6183777
"INDONESIA",1993,205966,151367
"JAPAN",1993,21503,2521773
"INDONESIA",1996,188386,4167355
"INDONESIA",1996,244690,6579983
"VIETNAM",1996,244690,5124575
"INDONESIA",1996,202496,3003833
"CHINA",1996,202496,4781241
"CHINA",1996,239551,2441970
"CHINA",1994,36130,4882824
"JAPAN",1994,28937,2996058
"INDONESIA",1997,52396,5848012
"VIETNAM",1996,275695,7255398
"INDIA",1994,37261,5107405
"VIETNAM",1997,13834,1617680
"INDONESIA",1993,292726,3134267
"JAPAN",1993,292726,139138
"VIETNAM",1993,292726,5329653
"VIETNAM",1995,236627,4283711
"INDONESIA",1995,236627,9053124
"INDONESIA",1995,236627,780245
"INDIA",1992,26119,588849
"INDONESIA",1997,135206,4678115
"JAPAN",1997,135206,3073362
"CHINA",1997,135206,1592652
"JAPAN",1996,276157,3608376
"INDIA",1997,53663,1108457
"VIETNAM",1995,104336,1636380
"VIETNAM",1994,51850,1239011
"INDONESIA",1995,210346,4821501
"JAPAN",1996,61474,2601426
"INDONESIA",1994,160538,830265
"INDONESIA",1994,160538,445700
"CHINA",1994,160538,5076746
"INDONESIA",1997,16288,192139
"JAPAN",1997,16288,799992
"CHINA",1994,128008,2945110
"CHINA",1997,96937,1014354
"INDIA",1995,199597,4701148
"INDONESIA",1994,298192,1913643
"INDONESIA",1994,298192,2653596
"VIETNAM",1994,298192,1128960
"CHINA",1992,223507,3494171
"CHINA",1992,223507,3753680
"CHINA",1993,150949,4876953
"INDIA",1995,177856,2500639
"VIETNAM",1995,177856,783198
"INDONESIA",1992,1808,6103684
"INDIA",1992,1808,5347968
"CHINA",1997,72700,2785042
"INDONESIA",1997,148501,8598831
"CHINA",1997,148501,127130
"VIETNAM",1992,124507,4776309
"VIETNAM",1994,65950,1711642
"INDIA",1995,194615,1255819
"INDIA",1996,92584,1655415
"CHINA",1996,92584,7444224
"INDONESIA",1996,92584,162222
"VIETNAM",1995,60007,315899
"CHINA",1993,215443,4950560
"INDIA",1993,227542,4569598
"INDIA",1992,163321,1431489
"INDIA",1994,232529,6419657
"CHINA",1994,232529,2306961
"CHINA",1994,232529,4620858
"JAPAN",1992,43450,1240014
"VIETNAM",1992,43450,2675105
"JAPAN",1992,43450,4971970
"INDONESIA",1992,43450,2585292
"CHINA",1992,207703,4712073
"CHINA",1992,207703,4115180
"INDIA",1997,61816,3789411
"JAPAN",1992,20329,3959516
"INDIA",1994,222740,3793454
"JAPAN",1994,222740,2569417
"JAPAN",1992,178225,4144789
"JAPAN",1992,178225,4670259
"VIETNAM",1996,106201,3714711
"INDIA",1995,153067,7744819
"CHINA",1995,153067,4739338
"VIETNAM",1992,250816,8928887
"INDIA",1992,139483,3460193
"INDONESIA",1992,13213,2113197
"JAPAN",1995,43276,5101920
"INDONESIA",1995,73631,1300314
"VIETNAM",1995,73631,4418766
"INDIA",1995,73631,177132
"CHINA",1995,73631,1650796
"INDIA",1992,2764,7648288
"JAPAN",1995,130253,6391575
"CHINA",1995,91420,3378811
"INDONESIA",1992,175108,8884638
"VIETNAM",1996,21994,2039938
"INDONESIA",1995,21250,266997
"INDIA",1994,136870,2342840
"INDIA",1997,244006,5163145
"INDONESIA",1997,244006,5318901
"INDONESIA",1997,244006,4639718
"VIETNAM",1995,89593,3984733
"VIETNAM",1995,89593,8979200
"JAPAN",1995,57269,9171020
"INDONESIA",1997,105320,1195230
"CHINA",1995,271837,5951938
"CHINA",1993,10687,4719930
"VIETNAM",1993,195929,210565
"INDIA",1994,173311,2724725
"VIETNAM",1993,283696,2968728
"JAPAN",1993,283696,5911769
"INDIA",1992,55903,2245483
"INDONESIA",1992,55903,2698183
"INDONESIA",1992,258542,1935878
"VIETNAM",1994,108434,2983921
"INDONESIA",1994,108434,4969733
"INDONESIA",1994,20329,1800304
"VIETNAM",1992,256766,4132317
"INDIA",1997,141124,1010259
"INDIA",1993,127399,6043884
"JAPAN",1996,79306,5579087
"INDONESIA",1994,274048,1049040
"JAPAN",1994,274048,833889
"JAPAN",1993,5897,1399957
"VIETNAM",1995,92024,3532042
"INDIA",1994,255712,1327296
"JAPAN",1994,255712,8113507
"CHINA",1996,69607,2631523
"INDIA",1994,231206,2451020
"INDIA",1994,279206,5631276
"INDONESIA",1996,3608,7062615
"CHINA",1997,71818,3446528
"CHINA",1992,127490,6495230
"INDONESIA",1992,127490,3759415
"CHINA",1992,127490,4039279
"INDIA",1997,117506,5167209
"INDONESIA",1997,117506,2510880
"INDIA",1995,16159,4468807
"VIETNAM",1993,80405,4010048
"INDIA",1996,164951,370179
"INDIA",1996,41821,1614400
"INDIA",1996,245236,2055958
"INDONESIA",1993,249826,5117792
"INDONESIA",1993,249826,1138023
"CHINA",1993,262127,4418160
"INDIA",1992,64808,2267465
"CHINA",1992,216238,6317173
"INDONESIA",1992,136631,2809156
"INDIA",1997,163901,3611520
"INDONESIA",1992,76544,905106
"VIETNAM",1992,76544,5160437
"CHINA",1992,76544,3703105
"INDIA",1993,138013,2663411
"INDIA",1993,138013,201687
"VIETNAM",1995,255316,9883104
"INDONESIA",1995,255316,6712941
"CHINA",1996,184015,5607819
"JAPAN",1994,23960,5624659
"INDONESIA",1995,203687,6715540
"CHINA",1996,55990,6103745
"CHINA",1992,215423,3050158
"VIETNAM",1992,275095,4030481
"JAPAN",1994,211624,4372226
"VIETNAM",1994,211624,3959124
"JAPAN",1994,211624,871194
"INDIA",1992,52351,1682429
"INDIA",1992,52351,2047286
"JAPAN",1997,80503,8821536
"INDIA",1997,80503,4889539
"INDONESIA",1994,288667,1347205
"INDONESIA",1994,288667,2340644
"VIETNAM",1995,19582,6074761
"CHINA",1994,13442,1830240
"VIETNAM",1996,47585,2242532
"INDONESIA",1996,47585,3743239
"INDIA",1995,258232,3801825
"JAPAN",1992,15610,6836173
"JAPAN",1993,271879,793048
"JAPAN",1995,265616,2429297
"INDONESIA",1996,282535,2826471
"INDONESIA",1995,66289,5611789
"VIETNAM",1996,202166,4545712
"CHINA",1993,165445,1562694
"INDONESIA",1993,228215,2744399
"INDIA",1992,93322,3322421
"VIETNAM",1995,31606,3182595
"JAPAN",1995,31606,4279746
"INDIA",1995,31606,2256538
"INDONESIA",1995,31606,6930538
"INDONESIA",1993,182396,621712
"INDIA",1992,127546,3509647
"CHINA",1992,127546,4209309
"JAPAN",1994,164177,6755949
"VIETNAM",1993,221174,4633157
"JAPAN",1993,221174,1115103
"INDONESIA",1997,262054,1772764
"VIETNAM",1997,262054,2424467
"CHINA",1997,31894,4851417
"INDIA",1992,232519,1827431
"VIETNAM",1993,120541,2247951
"CHINA",1992,176380,5833950
"INDONESIA",1993,102425,126371
"INDONESIA",1993,49022,3685505
"INDIA",1997,104341,2356089
"VIETNAM",1992,147670,1016645
"JAPAN",1993,133756,7916587
"INDIA",1997,285394,5969046
"CHINA",1997,285394,2331129
"INDIA",1996,186973,9382387
"CHINA",1995,29575,963171
"CHINA",1994,243151,1824581
"CHINA",1994,206080,2419765
"JAPAN",1994,206080,3977517
"VIETNAM",1992,361,2379275
"INDIA",1992,361,2293939
"VIETNAM",1992,24331,4446804
"CHINA",1992,296960,674351
"VIETNAM",1994,202166,6117006
"VIETNAM",1994,202166,6462841
"INDIA",1995,150328,365108
"VIETNAM",1994,200470,5182835
"INDONESIA",1994,200470,7106940
"INDONESIA",1994,200470,2310768
"INDIA",1993,293971,4632240
"JAPAN",1992,58943,6630688
"VIETNAM",1996,38728,6306094
"CHINA",1996,38728,3266300
"VIETNAM",1995,168304,4303167
"CHINA",1995,168304,354752
"INDIA",1995,168304,2424266
"VIETNAM",1994,267703,679694
"CHINA",1992,168196,3926635
"CHINA",1997,268792,1983600
"JAPAN",1993,192386,797994
"CHINA",1992,30590,4524047
"INDONESIA",1997,215264,1113707
"INDIA",1995,41780,1197812
"JAPAN",1995,41780,6275394
"CHINA",1995,194030,6864253
"INDONESIA",1995,194030,4959619
"JAPAN",1997,92896,5975264
"JAPAN",1995,98324,3212272
"INDIA",1994,117697,4755704
"JAPAN",1992,57643,1539374
"INDONESIA",1995,93193,9503760
"JAPAN",1997,246782,2858617
"CHINA",1997,246782,2786758
"CHINA",1996,162568,4987924
"VIETNAM",1996,152254,4216240
"INDONESIA",1992,131596,8077166
"INDONESIA",1993,114532,6456127
"JAPAN",1993,126143,4455238
"INDONESIA",1993,126143,1607239
"CHINA",1994,274870,460795
"INDONESIA",1995,275629,449720
"INDIA",1993,123010,3439972
"JAPAN",1997,177544,5041128
"INDIA",1994,157984,6203519
"INDONESIA",1997,223888,2492945
"CHINA",1994,20095,4699065
"INDIA",1994,20095,1602071
"CHINA",1994,20095,1186631
"VIETNAM",1996,231925,3402428
"VIETNAM",1993,57998,3724234
"JAPAN",1993,57998,4481594
"JAPAN",1993,57019,3084864
"JAPAN",1992,109333,6720219
"JAPAN",1994,90226,878820
"JAPAN",1994,90226,6165614
"INDIA",1997,202393,5728897
"CHINA",1997,202393,4799408
"VIETNAM",1996,214240,4220566
"JAPAN",1994,39784,3332593
"VIETNAM",1995,222209,2486220
"INDONESIA",1995,222209,1595881
"INDIA",1995,262277,3629627
"CHINA",1993,217777,2801501
"JAPAN",1995,165548,1186660
"CHINA",1995,165548,4124168
"VIETNAM",1992,154969,7268807
"CHINA",1992,154969,4256355
"JAPAN",1996,60130,4385401
"INDIA",1996,60130,2044817
"CHINA",1995,202702,5547338
"INDONESIA",1995,202702,5013435
"JAPAN",1994,62119,1772800
"CHINA",1994,62119,2096310
"CHINA",1992,27175,5192510
"VIETNAM",1992,27175,3032449
"VIETNAM",1993,117124,2458734
"VIETNAM",1992,177341,1288224
"VIETNAM",1992,177341,409374
"JAPAN",1994,55174,6532066
"INDIA",1997,71752,3801285
"VIETNAM",1993,127309,3501637
"INDIA",1996,136432,1176745
"INDONESIA",1996,136432,538528
"CHINA",1995,259489,2201762
"INDONESIA",1995,259489,823996
"INDONESIA",1994,105094,5362520
"INDONESIA",1996,284062,7244136
"INDIA",1996,284062,91177
"VIETNAM",1992,3512,5268215
"CHINA",1993,221695,2519623
"INDONESIA",1994,189583,1572990
"VIETNAM",1994,189583,1391183
"VIETNAM",1997,13873,2854649
"INDIA",1997,13873,7761516
"INDONESIA",1997,13873,2158065
"INDIA",1992,277328,6936189
"INDIA",1995,274787,732916
"VIETNAM",1992,130358,1018799
"CHINA",1997,37457,5290757
"VIETNAM",1997,258346,3453694
"JAPAN",1992,216043,3198857
"INDONESIA",1992,216043,524066
"INDIA",1997,132691,6054730
"JAPAN",1992,293683,119723
"CHINA",1992,293683,5119898
"INDIA",1993,53497,2725113
"INDONESIA",1993,53497,5011674
"VIETNAM",1993,53497,4660072
"CHINA",1997,6349,2513385
"INDIA",1996,203782,767044
"VIETNAM",1994,132164,6581583
"VIETNAM",1995,106495,7975877
"CHINA",1995,106495,1907601
"INDONESIA",1994,36086,2022662
"INDIA",1994,36086,3250800
"INDONESIA",1994,36086,4847918
"INDIA",1994,36086,3787268
"VIETNAM",1994,36086,7555561
"INDIA",1997,193192,4552048
"CHINA",1995,56819,4748835
"JAPAN",1996,53905,4423201
"VIETNAM",1997,273580,5575913
"CHINA",1997,273580,5397898
"VIETNAM",1997,273580,3600061
"JAPAN",1994,38752,434919
"INDONESIA",1993,109736,5756640
"VIETNAM",1994,222148,6330370
"JAPAN",1994,222148,934641
"CHINA",1995,247792,3801313
"JAPAN",1996,16276,5665557
"INDONESIA",1994,230411,4309236
"INDIA",1996,109784,912820
"CHINA",1996,129784,4246830
"INDIA",1993,293999,409499
"VIETNAM",1993,293999,2844158
"JAPAN",1994,227101,2193511
"CHINA",1994,227101,1384379
"VIETNAM",1995,252985,4530544
"INDIA",1995,252985,446755
"CHINA",1995,252985,3247016
"CHINA",1992,155429,4042425
"JAPAN",1992,155429,138131
"CHINA",1992,155429,226527
"INDIA",1997,247504,5230943
"CHINA",1997,247504,7725388
"CHINA",1997,247504,611517
"VIETNAM",1995,288895,6388923
"JAPAN",1995,288895,3443427
"JAPAN",1993,188989,7275830
"CHINA",1996,194465,6461365
"INDIA",1996,194465,4923112
"JAPAN",1994,126808,813640
"INDIA",1993,31114,6425764
"CHINA",1993,31114,279784
"CHINA",1997,114613,4686101
"JAPAN",1993,288938,5090721
"CHINA",1996,98842,5305702
"JAPAN",1996,98842,2094553
"INDIA",1992,104036,6711219
"JAPAN",1997,119623,6204914
"VIETNAM",1993,51991,1955696
"JAPAN",1993,51991,1328950
"CHINA",1993,206252,4851386
"JAPAN",1993,206252,107885
"JAPAN",1993,206252,2127043
"INDIA",1992,81880,3483561
"JAPAN",1992,81880,6509429
"JAPAN",1994,54646,5831387
"INDONESIA",1994,54646,2767717
"INDONESIA",1996,95254,2473647
"CHINA",1996,95254,2269038
"JAPAN",1997,100751,1097977
"CHINA",1995,109922,2983522
"VIETNAM",1996,95597,2811621
"INDIA",1992,187484,1665074
"INDIA",1996,137275,4097952
"INDONESIA",1996,137275,5018468
"VIETNAM",1995,28873,2784707
"INDIA",1995,28873,3627096
"VIETNAM",1995,28873,315846
"VIETNAM",1996,99616,5415212
"CHINA",1996,236624,163050
"CHINA",1992,130660,3557055
"INDIA",1992,130660,5115186
"INDONESIA",1992,130660,6640807
"INDIA",1996,187174,2713736
"CHINA",1995,204964,4303091
"VIETNAM",1992,214852,2877588
"INDIA",1993,217199,1400066
"INDONESIA",1993,217199,1629250
"INDIA",1993,217199,2897158
"CHINA",1992,61165,504351
"VIETNAM",1993,198643,1479828
"INDIA",1993,198643,5083725
"INDIA",1995,280147,1931558
"INDONESIA",1995,280147,4471264
"JAPAN",1994,198832,1426100
"INDONESIA",1994,198832,2966752
"INDIA",1996,36506,7481896
"INDONESIA",1997,53632,4225104
"JAPAN",1995,175270,3189706
"CHINA",1994,53543,3272661
"VIETNAM",1996,182222,543280
"INDONESIA",1996,182222,5355060
"JAPAN",1997,218750,5086241
"VIETNAM",1996,146335,2903326
"JAPAN",1994,44464,2021752
"VIETNAM",1994,44464,788677
"VIETNAM",1993,50179,2565319
"VIETNAM",1996,40204,1790191
"INDIA",1993,78077,1684992
"JAPAN",1995,26396,2248329
"JAPAN",1993,42649,4905805
"VIETNAM",1994,77021,8706633
"CHINA",1994,77021,2314961
"VIETNAM",1996,58073,4835214
"INDONESIA",1996,58073,1306912
"INDIA",1996,77915,5174944
"INDONESIA",1996,77915,3012126
"CHINA",1997,16658,404751
"INDONESIA",1997,16658,245331
"VIETNAM",1992,135170,406584
"JAPAN",1992,186296,3842848
"JAPAN",1992,186296,4655965
"CHINA",1996,271843,338158
"VIETNAM",1995,295366,825045
"INDIA",1995,81217,1790037
"JAPAN",1993,90452,3443911
"JAPAN",1994,198526,7082243
"CHINA",1996,29428,6184421
"INDONESIA",1996,180934,306652
"CHINA",1997,126803,3375617
"INDIA",1997,126803,874470
"JAPAN",1992,274954,299654
"JAPAN",1993,237379,686071
"CHINA",1994,216481,2146590
"INDIA",1997,278861,4294721
"INDONESIA",1996,174487,5253936
"INDIA",1992,223555,2315536
"INDONESIA",1995,230191,7842467
"VIETNAM",1993,119107,2817918
"INDONESIA",1993,119107,4504250
"VIETNAM",1993,14771,3738051
"INDONESIA",1993,14771,5009264
"JAPAN",1993,153212,2136085
"JAPAN",1993,153212,5118144
"INDONESIA",1992,120301,2452602
"VIETNAM",1992,120301,5082946
"JAPAN",1992,76768,1430163
"CHINA",1992,56437,6754911
"INDONESIA",1992,159737,5183808
"INDIA",1997,285857,1498976
"JAPAN",1997,285857,1183165
"INDIA",1993,183046,7121362
"JAPAN",1993,183046,2237560
"INDIA",1997,237761,429748
"CHINA",1992,132589,3558099
"INDIA",1996,224893,709778
"VIETNAM",1992,269960,1834880
"VIETNAM",1993,160538,7414036
"VIETNAM",1993,160538,3974132
"JAPAN",1997,254447,3537367
