"d_year","s_city","lo_custkey","lo_revenue"
1992,"UNITED ST9",19477,3267675
1996,"UNITED ST0",19954,3285984
1992,"UNITED ST8",24800,1180561
1997,"UNITED ST6",27302,5775593
1996,"UNITED ST5",28639,2258810
1993,"UNITED ST4",24850,7365678
1995,"UNITED ST0",5158,1037086
1997,"UNITED ST2",3853,3876658
1997,"UNITED ST0",496,5172750
1992,"UNITED ST0",8389,1485828
1996,"UNITED ST7",22678,3700321
1993,"UNITED ST9",19529,4363830
1994,"UNITED ST9",13943,2574123
1995,"UNITED ST3",18217,2239500
1996,"UNITED ST8",19865,5399947
1996,"UNITED ST1",2002,373468
1997,"UNITED ST0",22145,5324235
1997,"UNITED ST4",18445,2167365
1997,"UNITED ST7",8212,1468756
1992,"UNITED ST7",11500,4117882
1996,"UNITED ST1",12430,6696946
1997,"UNITED ST1",18437,5980994
1997,"UNITED ST1",8350,2476208
1997,"UNITED ST8",14017,5020705
1993,"UNITED ST0",5020,4574692
1994,"UNITED ST3",5921,4811046
1996,"UNITED ST1",7121,619880
1994,"UNITED ST1",9313,6505350
1994,"UNITED ST9",26693,3447070
1993,"UNITED ST1",29714,2500788
1995,"UNITED ST3",1571,1008896
1994,"UNITED ST7",17105,4100826
1995,"UNITED ST1",7870,1566250
1995,"UNITED ST1",20885,3761853
1992,"UNITED ST7",15257,2772010
1993,"UNITED ST9",20266,5472196
1994,"UNITED ST2",7471,2127051
1997,"UNITED ST0",24745,1859344
1992,"UNITED ST7",1171,1610373
1993,"UNITED ST1",24887,662418
1997,"UNITED ST1",941,515415
1997,"UNITED ST9",941,7854099
1994,"UNITED ST4",2458,8689516
1995,"UNITED ST0",20396,3147224
1993,"UNITED ST6",20725,2236981
1993,"UNITED ST1",20725,2964030
1994,"UNITED ST4",13135,707616
1996,"UNITED ST9",19723,1947555
1994,"UNITED ST1",16594,5733407
1992,"UNITED ST4",10726,3550323
1997,"UNITED ST9",5537,4281560
1992,"UNITED ST0",20713,117328
1994,"UNITED ST6",27311,1196260
1997,"UNITED ST9",28966,3522877
1997,"UNITED ST3",632,3998358
1995,"UNITED ST9",18826,6064729
1993,"UNITED ST9",14504,7659850
1996,"UNITED ST7",20533,198034
1997,"UNITED ST6",7630,349254
1995,"UNITED ST1",1948,3153386
1997,"UNITED ST4",20617,3183903
1996,"UNITED ST3",12311,1449545
1995,"UNITED ST0",18769,4743943
1992,"UNITED ST9",4739,4317028
1993,"UNITED ST9",27643,3212292
1992,"UNITED ST3",29672,5672606
1992,"UNITED ST2",13483,5082595
1994,"UNITED ST1",10286,90367
1993,"UNITED ST6",16729,3579491
1993,"UNITED ST8",4339,10069650
1993,"UNITED ST8",23518,3660741
1994,"UNITED ST7",5024,266691
1994,"UNITED ST7",28858,4750500
1997,"UNITED ST1",7804,5407473
1997,"UNITED ST5",22765,2605555
1994,"UNITED ST1",5182,7097454
1992,"UNITED ST0",23227,3448951
1992,"UNITED ST5",4045,3993482
1996,"UNITED ST7",10729,2658523
1995,"UNITED ST1",14962,4704194
1995,"UNITED ST4",14962,4829668
1996,"UNITED ST6",23974,1941242
1994,"UNITED ST7",17030,560430
1992,"UNITED ST9",16297,2882879
1995,"UNITED ST8",21956,4800858
1993,"UNITED ST3",2572,305920
1994,"UNITED ST4",7297,3260764
1992,"UNITED ST9",4255,1397425
1995,"UNITED ST0",15121,5168908
1997,"UNITED ST9",28846,7816025
1997,"UNITED ST1",28846,6177292
1997,"UNITED ST2",28846,9374930
1992,"UNITED ST4",24838,731035
1994,"UNITED ST7",23545,3604490
1996,"UNITED ST0",844,4830537
1996,"UNITED ST4",88,1902051
1993,"UNITED ST5",7256,6724956
1995,"UNITED ST7",20311,2561762
1992,"UNITED ST0",12280,1937167
1992,"UNITED ST3",4964,4638334
1993,"UNITED ST6",28660,657943
1996,"UNITED ST0",22012,2837488
1996,"UNITED ST9",4054,3416283
1995,"UNITED ST3",17771,3073919
1992,"UNITED ST0",14294,4615007
1995,"UNITED ST9",17728,2203110
1994,"UNITED ST0",11969,4314610
1996,"UNITED ST4",5668,1526193
1993,"UNITED ST9",22177,4742186
1993,"UNITED ST9",21227,4051517
1992,"UNITED ST4",22531,6635001
1997,"UNITED ST1",26767,1961093
1995,"UNITED ST6",703,5150512
1995,"UNITED ST5",26107,5191599
1992,"UNITED ST4",18955,4109856
1992,"UNITED ST9",18955,3153741
1993,"UNITED ST9",18862,3116282
1996,"UNITED ST9",17071,5431306
1993,"UNITED ST7",13573,7835151
1994,"UNITED ST6",24382,5249645
1992,"UNITED ST5",29605,2919887
1996,"UNITED ST2",29878,5312109
1993,"UNITED ST5",12157,493733
1997,"UNITED ST6",2291,7667161
1997,"UNITED ST5",12487,2292066
1994,"UNITED ST9",164,6553231
1996,"UNITED ST4",21032,6320106
1994,"UNITED ST3",10273,1704756
1993,"UNITED ST0",27503,1355459
1996,"UNITED ST0",8071,7545611
1996,"UNITED ST4",8071,2732003
1997,"UNITED ST8",23251,1927376
1995,"UNITED ST7",2710,8624090
1995,"UNITED ST3",2710,7103485
1996,"UNITED ST4",7963,1486526
1997,"UNITED ST2",8065,8230816
1996,"UNITED ST8",4460,601400
1993,"UNITED ST6",28474,1824607
1992,"UNITED ST9",1735,5109760
1995,"UNITED ST3",6136,314298
1996,"UNITED ST1",16001,734922
1993,"UNITED ST0",23767,1615716
1992,"UNITED ST8",12392,3813716
1994,"UNITED ST9",17422,2689288
1997,"UNITED ST6",16382,2483193
1994,"UNITED ST4",10192,1418378
1994,"UNITED ST5",19747,2370269
1993,"UNITED ST3",970,631475
1992,"UNITED ST7",17570,3904256
1993,"UNITED ST4",12859,3995502
1992,"UNITED ST2",865,591807
1996,"UNITED ST3",28090,3123885
1993,"UNITED ST0",3073,4477742
1996,"UNITED ST8",12131,4871128
1995,"UNITED ST9",14614,3558662
1995,"UNITED ST3",19079,1349801
1993,"UNITED ST3",15478,544972
1996,"UNITED ST7",27688,4080030
1997,"UNITED ST4",17527,6124944
1995,"UNITED ST8",14741,139973
1993,"UNITED ST0",15442,333801
1993,"UNITED ST4",25990,4814271
1997,"UNITED ST8",27680,5157783
1994,"UNITED ST5",1469,2760950
1994,"UNITED ST6",1469,3338104
1997,"UNITED ST3",21902,4650953
1992,"UNITED ST9",4282,8476971
1993,"UNITED ST8",16423,2034006
1996,"UNITED ST9",17591,1292231
1997,"UNITED ST7",19546,1615429
1992,"UNITED ST7",26860,782762
1992,"UNITED ST0",21469,4119096
1994,"UNITED ST9",6361,2086675
1994,"UNITED ST9",6400,5376212
1994,"UNITED ST0",1837,2389186
1997,"UNITED ST3",9620,1067059
1993,"UNITED ST7",18970,462182
1995,"UNITED ST1",4586,5712471
1995,"UNITED ST5",6445,4333752
1996,"UNITED ST4",1534,1613417
1993,"UNITED ST4",4735,7080652
1995,"UNITED ST3",20875,2761631
1993,"UNITED ST1",25504,4896371
1993,"UNITED ST5",14794,4719898
1992,"UNITED ST3",21763,5748680
1997,"UNITED ST1",12973,1542897
1997,"UNITED ST1",12196,4727392
1992,"UNITED ST0",28150,4855939
1993,"UNITED ST4",26089,2670068
1995,"UNITED ST0",20815,4502258
1992,"UNITED ST5",24566,1069424
1994,"UNITED ST7",14147,4041041
1992,"UNITED ST1",11699,1347776
1993,"UNITED ST0",8222,7250221
1995,"UNITED ST4",17851,7861106
1996,"UNITED ST4",2849,134246
1996,"UNITED ST4",26507,1497804
1996,"UNITED ST5",26507,3540624
1995,"UNITED ST9",9610,737814
1992,"UNITED ST1",28702,1973854
1995,"UNITED ST0",4609,691605
1994,"UNITED ST1",19433,5040079
1994,"UNITED ST2",25646,5320245
1996,"UNITED ST7",20542,4849908
1993,"UNITED ST6",935,2899751
1995,"UNITED ST6",10274,1803265
1995,"UNITED ST6",3191,563319
1994,"UNITED ST3",21361,1639336
1995,"UNITED ST0",28894,3992713
1997,"UNITED ST5",29536,6083562
1995,"UNITED ST9",18838,2637991
1995,"UNITED ST3",18838,7455967
1996,"UNITED ST9",29866,1759486
1997,"UNITED ST5",25930,5366164
1993,"UNITED ST5",21628,5902191
1994,"UNITED ST4",269,930855
1992,"UNITED ST9",6037,2790278
1992,"UNITED ST0",6037,1033117
1996,"UNITED ST5",9838,6523056
1996,"UNITED ST3",13661,1721899
1995,"UNITED ST4",2041,7131441
1997,"UNITED ST9",5056,7398934
1992,"UNITED ST7",4946,3595870
1995,"UNITED ST9",22199,1672327
1996,"UNITED ST3",23356,3707545
1994,"UNITED ST0",21343,5740301
1995,"UNITED ST9",28067,4278458
1997,"UNITED ST3",616,3251862
1994,"UNITED ST9",10289,1616306
1996,"UNITED ST3",3496,4731230
1996,"UNITED ST6",18385,1845194
1996,"UNITED ST9",18385,6488380
1997,"UNITED ST6",1750,4998293
1993,"UNITED ST1",29987,1368432
1993,"UNITED ST8",12704,3974574
1992,"UNITED ST6",22996,1230142
1993,"UNITED ST8",11902,6091544
1995,"UNITED ST3",15967,2982252
1996,"UNITED ST5",3233,3414447
1993,"UNITED ST7",16099,1140644
1992,"UNITED ST1",5897,5916759
1992,"UNITED ST9",15898,2844168
1997,"UNITED ST7",11989,7293073
1993,"UNITED ST6",16780,3690144
1995,"UNITED ST4",6253,4702425
1993,"UNITED ST0",13115,538896
1994,"UNITED ST9",27646,6351387
1995,"UNITED ST3",20909,1274323
1992,"UNITED ST7",15109,3740246
1997,"UNITED ST0",19663,1372450
1992,"UNITED ST1",24232,7089964
1994,"UNITED ST6",10955,780040
1994,"UNITED ST6",10955,2407267
1992,"UNITED ST6",7843,1761072
1992,"UNITED ST9",7901,1181618
1994,"UNITED ST4",12005,1730730
1994,"UNITED ST1",27409,1906080
1996,"UNITED ST0",25855,5800362
1992,"UNITED ST4",29138,7368055
1997,"UNITED ST6",3085,4863330
1993,"UNITED ST3",10480,3036075
1997,"UNITED ST4",20074,1900336
1993,"UNITED ST9",3457,3211470
1994,"UNITED ST6",25060,4004072
1997,"UNITED ST6",7127,6726115
1994,"UNITED ST7",14425,2178579
1992,"UNITED ST3",1925,775265
1992,"UNITED ST9",1925,3120850
1995,"UNITED ST5",1510,1937476
1997,"UNITED ST4",29372,8368925
1996,"UNITED ST1",10967,2087305
1996,"UNITED ST5",10967,1469614
1993,"UNITED ST9",9034,2388724
1992,"UNITED ST2",17014,5276022
1996,"UNITED ST9",23567,4116659
1996,"UNITED ST8",23567,281967
1996,"UNITED ST6",23567,5793101
1994,"UNITED ST1",3191,7223740
1993,"UNITED ST3",26008,6526054
1995,"UNITED ST1",17260,7019232
1994,"UNITED ST4",9217,3511310
1995,"UNITED ST6",3689,5805040
1996,"UNITED ST1",27238,3737934
1995,"UNITED ST4",5977,2968584
1996,"UNITED ST1",21296,1553506
1996,"UNITED ST1",21296,455447
1993,"UNITED ST7",16006,1180042
1996,"UNITED ST4",1871,688172
1992,"UNITED ST2",16129,339319
1996,"UNITED ST9",5485,1956775
1993,"UNITED ST4",18667,757933
1997,"UNITED ST0",17192,3925853
1993,"UNITED ST4",1312,179596
1996,"UNITED ST9",21709,955954
1996,"UNITED ST3",25915,8575596
1996,"UNITED ST0",2515,172518
1997,"UNITED ST8",9899,2429492
1997,"UNITED ST0",9899,3311985
1992,"UNITED ST1",22580,5133731
1995,"UNITED ST1",8456,5309054
1992,"UNITED ST0",15061,367154
1996,"UNITED ST3",12287,7112082
1992,"UNITED ST8",22489,3169058
1997,"UNITED ST5",29594,2833543
1992,"UNITED ST1",13022,129135
1992,"UNITED ST9",22291,3239821
1994,"UNITED ST1",22402,1282141
1996,"UNITED ST4",22177,1180266
1993,"UNITED ST9",29221,4747837
1993,"UNITED ST7",29221,6721968
1992,"UNITED ST1",23318,5914707
1996,"UNITED ST0",25114,5879172
1994,"UNITED ST3",10663,2162625
1993,"UNITED ST7",6670,5398942
1993,"UNITED ST5",20404,8590455
1992,"UNITED ST9",2851,8037348
1992,"UNITED ST0",2851,6568292
1995,"UNITED ST0",23773,553695
1996,"UNITED ST6",29348,2259653
1997,"UNITED ST1",719,5691215
1997,"UNITED ST0",719,1540544
1997,"UNITED ST5",26260,367228
1997,"UNITED ST1",15490,261825
1997,"UNITED ST8",24172,9623257
1994,"UNITED ST7",28804,2165616
1994,"UNITED ST7",22747,3423575
1996,"UNITED ST5",1852,7595328
1997,"UNITED ST8",23281,5757151
1994,"UNITED ST4",3235,5610987
1996,"UNITED ST4",7561,6918244
1996,"UNITED ST1",19528,1840489
1994,"UNITED ST7",29041,614676
1992,"UNITED ST9",2146,1530417
1992,"UNITED ST8",27926,5097582
1992,"UNITED ST0",20278,6073995
1992,"UNITED ST8",24050,1313974
1996,"UNITED ST7",10972,5579866
1997,"UNITED ST0",15415,1507130
1997,"UNITED ST6",14219,5680975
1994,"UNITED ST6",23659,4620164
1995,"UNITED ST9",20884,4598043
1993,"UNITED ST3",7069,2026289
1993,"UNITED ST0",7069,4469708
1993,"UNITED ST4",7069,5105863
1995,"UNITED ST1",10009,5099163
1995,"UNITED ST0",5122,867610
1992,"UNITED ST4",4679,5578973
1996,"UNITED ST7",28226,6761993
1994,"UNITED ST5",691,851810
1996,"UNITED ST8",16609,1727183
1997,"UNITED ST8",21076,6331022
1992,"UNITED ST0",1618,3805267
1996,"UNITED ST0",4636,8445352
1992,"UNITED ST1",3161,2622803
1996,"UNITED ST1",18838,876008
1995,"UNITED ST7",424,6187401
1995,"UNITED ST3",424,810093
1993,"UNITED ST8",27584,1102339
1993,"UNITED ST2",21811,4370034
1992,"UNITED ST4",2731,3829003
1992,"UNITED ST7",15227,5391153
1994,"UNITED ST7",18598,4763474
1995,"UNITED ST3",18775,5512082
1997,"UNITED ST4",25735,2825555
1992,"UNITED ST2",22732,7855604
1992,"UNITED ST0",28723,2068416
1993,"UNITED ST4",7288,1329847
1997,"UNITED ST4",23539,3897770
1996,"UNITED ST3",14959,8709230
1996,"UNITED ST9",25012,1494706
1994,"UNITED ST3",22316,8550609
1992,"UNITED ST3",10181,5452118
1996,"UNITED ST1",29545,1699036
1997,"UNITED ST3",20872,6732207
1994,"UNITED ST1",2074,8217690
1994,"UNITED ST2",2074,6526402
1992,"UNITED ST1",29737,2745819
1995,"UNITED ST0",13208,505514
1997,"UNITED ST6",14413,3917728
1996,"UNITED ST3",8860,2137941
1995,"UNITED ST8",19672,4000564
1994,"UNITED ST0",27136,5036676
1997,"UNITED ST9",1936,5271089
1994,"UNITED ST3",25834,3933984
1997,"UNITED ST7",14764,1186692
1995,"UNITED ST8",25145,2443176
1992,"UNITED ST9",14039,5478301
1997,"UNITED ST0",434,2100187
1996,"UNITED ST8",7700,3802334
1997,"UNITED ST8",23014,1917171
1997,"UNITED ST9",23014,4940222
1995,"UNITED ST8",15223,2444999
1995,"UNITED ST1",15223,1205109
1996,"UNITED ST9",25333,6691010
1997,"UNITED ST1",27022,3870252
1994,"UNITED ST3",947,2353690
1994,"UNITED ST0",19072,4325752
1993,"UNITED ST1",5038,4865011
1996,"UNITED ST4",6655,2448526
1995,"UNITED ST9",8575,2162220
1992,"UNITED ST3",15058,3638188
1996,"UNITED ST0",25082,4377600
1992,"UNITED ST0",18364,407943
1995,"UNITED ST5",17291,1632709
1995,"UNITED ST5",17291,5207200
1992,"UNITED ST0",29776,1491841
1995,"UNITED ST4",2269,123234
1992,"UNITED ST5",16316,111343
1994,"UNITED ST9",24595,4752788
1993,"UNITED ST4",23891,8666865
1994,"UNITED ST7",29620,4420191
1993,"UNITED ST6",13460,6110421
1993,"UNITED ST1",9062,4588100
1993,"UNITED ST4",12310,899030
1996,"UNITED ST1",9545,398823
1997,"UNITED ST1",13373,4416461
1992,"UNITED ST4",6299,1066310
1995,"UNITED ST6",21502,3269030
1997,"UNITED ST9",4933,5047310
1995,"UNITED ST6",19178,2036088
1994,"UNITED ST1",11248,6221436
1994,"UNITED ST9",7766,849713
1992,"UNITED ST8",17839,1728466
1997,"UNITED ST1",1658,4637767
1994,"UNITED ST1",28942,7073011
1992,"UNITED ST9",5437,5549400
1995,"UNITED ST7",3253,4936893
1995,"UNITED ST0",3616,4333268
1995,"UNITED ST8",3616,1959140
1992,"UNITED ST7",15292,6042821
1992,"UNITED ST1",7669,1830824
1994,"UNITED ST4",28150,3948535
1992,"UNITED ST4",19520,2437063
1993,"UNITED ST5",17617,4730344
1992,"UNITED ST9",955,5465477
1992,"UNITED ST0",884,3592814
1992,"UNITED ST0",884,8081418
1996,"UNITED ST4",20788,6292415
1997,"UNITED ST8",6827,4270648
1997,"UNITED ST7",6827,171274
1992,"UNITED ST4",14365,526081
1996,"UNITED ST3",370,252699
1995,"UNITED ST1",5801,5639792
1995,"UNITED ST1",24802,6464895
1993,"UNITED ST6",6502,6627485
1996,"UNITED ST1",26896,2256624
1996,"UNITED ST7",28219,4254611
1997,"UNITED ST7",8216,1600894
1995,"UNITED ST5",12043,2583818
1993,"UNITED ST9",22024,458690
1993,"UNITED ST7",16912,4946265
1993,"UNITED ST0",5983,863877
1992,"UNITED ST9",6631,5886883
1992,"UNITED ST4",2785,4691154
1997,"UNITED ST6",12250,8150188
1994,"UNITED ST8",4621,2819621
1997,"UNITED ST1",24850,3141285
1994,"UNITED ST8",14236,2486590
1992,"UNITED ST8",9502,7488134
1993,"UNITED ST2",4184,3698276
1995,"UNITED ST9",17524,565396
1992,"UNITED ST1",4295,161501
1992,"UNITED ST8",4295,1958697
1996,"UNITED ST3",22436,2166563
1997,"UNITED ST0",26024,6264733
1992,"UNITED ST8",14153,549539
1994,"UNITED ST6",22450,6030142
1996,"UNITED ST6",4831,5400963
1993,"UNITED ST1",19292,473245
1993,"UNITED ST4",26284,4502601
1997,"UNITED ST1",1570,4003358
1994,"UNITED ST8",11146,7271467
1997,"UNITED ST7",6515,6380499
1995,"UNITED ST1",26470,3018804
1996,"UNITED ST1",16813,1659972
1993,"UNITED ST3",27568,1605565
1993,"UNITED ST8",27568,4886411
1993,"UNITED ST5",11176,779756
1994,"UNITED ST0",23212,7463926
1994,"UNITED ST0",23212,7630870
1993,"UNITED ST0",260,5111055
1992,"UNITED ST3",16513,4025211
1997,"UNITED ST7",12275,6180872
1994,"UNITED ST1",29011,5649633
1992,"UNITED ST0",1954,2516859
1995,"UNITED ST9",21016,2868343
1993,"UNITED ST9",27388,1720806
1995,"UNITED ST4",679,5419093
1993,"UNITED ST4",22457,9815701
1992,"UNITED ST1",12871,755896
1994,"UNITED ST0",22132,4979375
1994,"UNITED ST9",9394,3433008
1994,"UNITED ST0",9394,6223731
1992,"UNITED ST9",28243,3960567
1995,"UNITED ST6",9616,2966356
1994,"UNITED ST1",28331,2518357
1994,"UNITED ST1",19094,747656
1993,"UNITED ST9",26338,1726220
1993,"UNITED ST8",28145,1443244
1995,"UNITED ST0",21509,3998995
1996,"UNITED ST1",26080,4000556
1994,"UNITED ST3",8873,5063580
1994,"UNITED ST1",28912,7112203
1992,"UNITED ST0",28478,1609507
1992,"UNITED ST0",3280,7488128
1992,"UNITED ST9",13970,3299627
1996,"UNITED ST7",12001,1021658
1992,"UNITED ST9",7583,6818130
1994,"UNITED ST1",19712,2157817
1993,"UNITED ST7",20458,1205399
1994,"UNITED ST1",17191,662425
1993,"UNITED ST1",27244,695541
1995,"UNITED ST1",29479,1034323
1992,"UNITED ST1",25916,3846250
1993,"UNITED ST1",2530,3695632
1994,"UNITED ST8",8764,2830251
1993,"UNITED ST6",26708,2577340
1997,"UNITED ST7",3233,4282462
1995,"UNITED ST5",6734,3053890
1997,"UNITED ST4",11554,1708539
1996,"UNITED ST2",28513,5422679
1997,"UNITED ST7",14140,4721380
1993,"UNITED ST3",29672,5684461
1997,"UNITED ST6",4796,6503749
1996,"UNITED ST0",27283,2173623
1993,"UNITED ST0",15937,3738802
1992,"UNITED ST5",13663,928553
1992,"UNITED ST0",13663,6384983
1995,"UNITED ST6",21830,4301550
1993,"UNITED ST0",14566,2447241
1995,"UNITED ST4",10102,3194935
1994,"UNITED ST0",5861,5685856
1993,"UNITED ST0",23969,4331536
1993,"UNITED ST3",18385,5636982
1997,"UNITED ST0",20953,3711850
1992,"UNITED ST5",16519,6340898
1995,"UNITED ST0",9044,7474456
1995,"UNITED ST7",9044,6234181
1993,"UNITED ST4",8296,4175675
1996,"UNITED ST9",29338,4267200
1994,"UNITED ST3",18529,2396074
1997,"UNITED ST5",2171,7799420
1997,"UNITED ST5",18427,649711
1996,"UNITED ST4",7600,3044329
1996,"UNITED ST4",20194,3953812
1996,"UNITED ST6",6232,3950347
1996,"UNITED ST3",24976,7931414
1996,"UNITED ST3",29948,3394634
1997,"UNITED ST0",4327,8016385
1994,"UNITED ST0",27284,5128187
1996,"UNITED ST5",9620,159302
1993,"UNITED ST3",2254,1856652
1994,"UNITED ST3",15320,1802395
1993,"UNITED ST3",13621,2910464
1994,"UNITED ST7",5863,1995108
1992,"UNITED ST0",9712,1584955
1993,"UNITED ST9",2828,584640
1992,"UNITED ST6",18469,1964235
1993,"UNITED ST2",28184,1735385
1997,"UNITED ST1",10921,6592570
1993,"UNITED ST8",26260,2074733
1995,"UNITED ST4",18332,2008465
1993,"UNITED ST5",28355,542000
1993,"UNITED ST7",7804,4613463
1996,"UNITED ST9",23878,3549862
1996,"UNITED ST0",17650,5248947
1992,"UNITED ST4",6124,3094010
1993,"UNITED ST7",8609,702981
1996,"UNITED ST0",19036,7984973
1994,"UNITED ST9",10291,4153040
1995,"UNITED ST4",26344,5927922
1997,"UNITED ST7",20101,2267450
1997,"UNITED ST8",8858,7395826
1997,"UNITED ST6",9872,4351906
1996,"UNITED ST9",25210,5665488
1997,"UNITED ST1",10567,2412761
1996,"UNITED ST6",13169,102307
1993,"UNITED ST9",12613,2751296
1997,"UNITED ST9",3653,4035109
1997,"UNITED ST6",26792,5439577
1993,"UNITED ST4",29821,3535223
1996,"UNITED ST0",2329,553433
1997,"UNITED ST3",22243,2754559
1993,"UNITED ST9",24643,3976402
1992,"UNITED ST2",25039,2553029
1993,"UNITED ST0",11941,2570013
1997,"UNITED ST1",26747,2468571
1997,"UNITED ST8",15389,5814812
1997,"UNITED ST6",15389,7391509
1996,"UNITED ST5",20279,7172000
1996,"UNITED ST1",27724,5740563
1997,"UNITED ST9",5621,6568637
1992,"UNITED ST1",25339,3945017
1997,"UNITED ST1",19307,256228
1995,"UNITED ST1",11194,2456377
1995,"UNITED ST5",16951,662822
1997,"UNITED ST3",29555,5321710
1995,"UNITED ST4",11963,4851971
1995,"UNITED ST7",1400,1563975
1992,"UNITED ST7",6412,6051495
1993,"UNITED ST7",10255,188677
1995,"UNITED ST5",5746,3709056
1994,"UNITED ST1",13804,4086805
1994,"UNITED ST0",13804,2079983
1996,"UNITED ST3",7996,7168627
1994,"UNITED ST3",13126,2676625
1994,"UNITED ST7",13126,2506177
1992,"UNITED ST4",6781,2078581
1992,"UNITED ST9",28844,4417056
1995,"UNITED ST1",2321,976516
1993,"UNITED ST9",1480,3921093
1994,"UNITED ST1",16963,4639416
1992,"UNITED ST8",874,3083703
1995,"UNITED ST6",17722,3087509
1995,"UNITED ST4",4111,5394628
1994,"UNITED ST1",740,8272839
1997,"UNITED ST5",29909,4953519
1992,"UNITED ST8",17888,5736021
1992,"UNITED ST7",17888,6684791
1994,"UNITED ST1",28321,1218208
1993,"UNITED ST4",20692,5567729
1993,"UNITED ST9",14356,2716855
1996,"UNITED ST8",7861,773442
1997,"UNITED ST8",17753,2050704
1992,"UNITED ST9",24001,1781437
1992,"UNITED ST1",18761,1207150
1994,"UNITED ST3",17308,540376
1995,"UNITED ST0",29464,8137119
1997,"UNITED ST4",3800,5533061
1995,"UNITED ST0",17126,1334609
1993,"UNITED ST7",13120,4863146
1995,"UNITED ST4",12493,7162531
1992,"UNITED ST0",14200,163837
1993,"UNITED ST3",10867,210279
1997,"UNITED ST8",23789,2952617
1993,"UNITED ST9",6842,5111962
1993,"UNITED ST1",6842,4652670
1995,"UNITED ST1",15208,3640815
1996,"UNITED ST0",27472,1793656
1995,"UNITED ST1",14875,3571548
1997,"UNITED ST0",5867,1506585
1997,"UNITED ST0",5867,2722104
1996,"UNITED ST3",9950,4799585
1997,"UNITED ST8",28825,4923696
1994,"UNITED ST8",24304,5666169
1996,"UNITED ST7",14285,1373329
1996,"UNITED ST7",21538,1348280
1995,"UNITED ST8",7844,5043928
1994,"UNITED ST3",5279,4268170
1993,"UNITED ST6",20563,2429727
1993,"UNITED ST9",24079,3454343
1992,"UNITED ST3",16429,6249630
1996,"UNITED ST3",2144,3455071
1997,"UNITED ST0",18797,3968563
1994,"UNITED ST1",12673,2413789
1994,"UNITED ST0",12673,2071280
1996,"UNITED ST6",17396,126073
1995,"UNITED ST1",3460,1090099
1994,"UNITED ST6",3625,5898506
1993,"UNITED ST4",12667,2275657
1994,"UNITED ST8",6985,5992605
1997,"UNITED ST7",19444,815293
1994,"UNITED ST7",14494,1459638
1997,"UNITED ST8",8672,943385
1993,"UNITED ST9",27133,1078291
1997,"UNITED ST9",10003,2906567
1994,"UNITED ST0",3494,3598381
1996,"UNITED ST9",6070,4411062
1995,"UNITED ST3",26641,1085314
1992,"UNITED ST3",1351,6200852
1992,"UNITED ST6",1253,3401766
1993,"UNITED ST4",11317,7102851
1993,"UNITED ST8",26086,3602056
1995,"UNITED ST8",24479,5016131
1994,"UNITED ST1",3082,750460
1997,"UNITED ST9",20935,1280379
1995,"UNITED ST4",14827,6694492
1992,"UNITED ST2",16927,3286608
1994,"UNITED ST1",2170,8223858
1993,"UNITED ST0",15766,5080285
1996,"UNITED ST5",7519,6600143
1996,"UNITED ST9",7519,5147977
1992,"UNITED ST0",9265,691120
1995,"UNITED ST9",14008,6523722
1995,"UNITED ST9",14008,131207
1995,"UNITED ST6",6352,3625584
1993,"UNITED ST7",688,3796153
1997,"UNITED ST8",5837,238504
1994,"UNITED ST5",22021,444348
1994,"UNITED ST2",17147,453106
1996,"UNITED ST1",17935,1734869
1994,"UNITED ST4",7213,7603393
1995,"UNITED ST1",10711,4858905
1997,"UNITED ST9",20533,7601399
1997,"UNITED ST1",28819,4643881
1997,"UNITED ST9",3082,5367886
1997,"UNITED ST2",3082,1614089
1995,"UNITED ST0",28312,601424
1997,"UNITED ST7",4700,1812265
1997,"UNITED ST3",4700,1934296
1994,"UNITED ST0",1216,3259140
1996,"UNITED ST3",4130,5317594
1996,"UNITED ST9",4130,5551439
1994,"UNITED ST9",28868,2475191
1992,"UNITED ST7",664,3144197
1992,"UNITED ST5",25144,1509084
1992,"UNITED ST0",3124,153952
1992,"UNITED ST3",26648,861674
1995,"UNITED ST7",17528,5970435
1997,"UNITED ST8",13694,3352717
1993,"UNITED ST2",15302,541778
1992,"UNITED ST7",5635,1678243
1996,"UNITED ST1",9988,3712907
1996,"UNITED ST0",10081,3375309
1993,"UNITED ST0",19484,378010
1992,"UNITED ST8",22061,9227188
1992,"UNITED ST9",22789,5759765
1992,"UNITED ST3",3494,833951
1996,"UNITED ST9",24266,4592365
1996,"UNITED ST4",24266,5990607
1995,"UNITED ST0",5936,359207
1995,"UNITED ST8",7400,998844
1997,"UNITED ST0",21622,4339026
1992,"UNITED ST0",1843,3082795
1996,"UNITED ST4",18220,4477760
1994,"UNITED ST1",18541,4931672
1995,"UNITED ST5",27508,7242126
1994,"UNITED ST9",11164,4759244
1993,"UNITED ST7",2383,5152180
1993,"UNITED ST9",16522,1217239
1996,"UNITED ST8",15074,331799
1996,"UNITED ST3",6101,4735869
1997,"UNITED ST5",14416,2168144
1996,"UNITED ST9",26365,1578041
1995,"UNITED ST1",17456,7967316
1993,"UNITED ST3",10126,8987940
1992,"UNITED ST8",24508,1664883
1994,"UNITED ST4",2179,2234201
1992,"UNITED ST1",760,4701123
1993,"UNITED ST8",4870,116333
1992,"UNITED ST7",11339,7270823
1992,"UNITED ST7",29500,4654591
