"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"PERU",1992,19906,128487,300065,90928
"PERU",1993,57118,39521,2309082,87631
"UNITED STATES",1993,57118,82658,3898184,98439
"UNITED STATES",1993,57118,223627,1975477,93036
"ARGENTINA",1993,270241,345797,9029622,110566
"ARGENTINA",1993,270241,417749,2166736,100003
"PERU",1993,97165,198037,3588964,68101
"ARGENTINA",1993,183008,22214,2863249,68172
"PERU",1992,203567,96867,508833,111831
"UNITED STATES",1992,203567,232492,270651,85468
"UNITED STATES",1992,137303,473053,3314076,61561
"CANADA",1992,137303,597578,1769380,100533
"UNITED STATES",1992,137303,78794,4786533,106367
"BRAZIL",1992,137303,80959,706141,116397
"ARGENTINA",1993,107348,131060,1969363,65463
"BRAZIL",1993,107348,109420,5145912,85765
"CANADA",1992,159392,346865,3441330,114711
"BRAZIL",1992,159392,156750,6179085,108405
"UNITED STATES",1992,159392,390716,3566425,108402
"CANADA",1992,159392,354696,6253428,105040
"BRAZIL",1993,197165,577131,4246506,72486
"PERU",1992,239192,303979,7693884,118977
"PERU",1992,239192,527743,318729,106243
"CANADA",1992,128389,153816,5800150,112188
"CANADA",1993,194810,377329,1046294,84378
"ARGENTINA",1993,194810,357351,5619276,84500
"CANADA",1992,186793,523956,1920532,118795
"UNITED STATES",1993,29383,214927,3017048,110514
"PERU",1993,29383,349067,3960861,66963
"CANADA",1992,280121,43557,282103,90033
"CANADA",1993,286165,295095,640967,65404
"ARGENTINA",1993,176642,444757,6670781,102103
"BRAZIL",1993,176642,368459,4261557,91646
"BRAZIL",1993,81505,507705,7552918,102760
"UNITED STATES",1993,81505,203186,303878,65350
"UNITED STATES",1993,187147,399235,1116742,80053
"ARGENTINA",1992,163663,65155,4281213,67209
"PERU",1993,257848,455224,877324,70752
"PERU",1992,83860,207920,3076372,109674
"BRAZIL",1993,197839,247626,6563527,94416
"BRAZIL",1993,168151,468012,2497014,58799
"CANADA",1992,110887,225058,4065853,58982
"CANADA",1992,189934,402867,3948513,106190
"ARGENTINA",1992,189934,29828,1669929,105469
"CANADA",1992,189934,309690,989213,101980
"UNITED STATES",1993,254129,117991,5850178,120539
"CANADA",1992,39323,316027,3510771,62580
"CANADA",1992,39323,372480,4572024,93148
"ARGENTINA",1993,106165,574932,1525251,120414
"CANADA",1992,198934,588542,6150321,97831
"UNITED STATES",1992,198934,516387,4518819,84201
"PERU",1993,293608,218671,5678265,95379
"UNITED STATES",1993,160741,472786,1308517,105525
"UNITED STATES",1993,160741,512599,789669,96694
"UNITED STATES",1993,160741,448377,1180886,79521
"ARGENTINA",1993,160741,471624,773866,95736
"ARGENTINA",1992,77041,14204,3806352,67092
"BRAZIL",1992,77041,32612,148282,92676
"UNITED STATES",1992,298415,451707,2930887,99520
"BRAZIL",1992,298415,35872,8504220,108472
"ARGENTINA",1992,292535,486855,1508458,110509
"PERU",1993,232004,403328,5255188,73878
"ARGENTINA",1992,223802,255480,2773328,86128
"UNITED STATES",1992,178219,387579,7431191,99993
"UNITED STATES",1992,178219,431345,3758762,76579
"PERU",1993,257908,212424,126958,80184
"PERU",1992,190972,589827,6011084,115008
"BRAZIL",1992,190972,279534,1307681,90811
"UNITED STATES",1993,231664,440143,2787950,64987
"BRAZIL",1992,75934,165252,5819610,79035
"BRAZIL",1993,122140,208786,1677822,101686
"CANADA",1992,235579,171749,1822560,109244
"CANADA",1993,143563,457136,1130275,65586
"ARGENTINA",1993,236668,535251,2055395,77173
"BRAZIL",1993,236668,157367,3868561,85461
"BRAZIL",1993,236668,184550,5992260,98073
"CANADA",1993,165265,364771,2070737,110145
"CANADA",1993,165265,569917,3880396,119213
"PERU",1992,195535,547387,1078638,86061
"UNITED STATES",1992,195535,118531,6909354,92971
"BRAZIL",1992,282316,137958,3053803,119757
"ARGENTINA",1993,61141,255683,163867,98320
"PERU",1993,81905,581365,4960946,86780
"UNITED STATES",1993,245468,228807,7909995,104147
"UNITED STATES",1993,245468,183408,2744176,89484
"BRAZIL",1993,266756,242108,3685815,63005
"ARGENTINA",1993,266756,525442,2876143,88045
"CANADA",1992,58373,131214,2898848,74712
"ARGENTINA",1992,58373,481333,4416081,78858
"BRAZIL",1992,58373,549121,4586792,70206
"CANADA",1992,86416,190667,3358888,105459
"ARGENTINA",1992,275926,424639,4262400,93816
"BRAZIL",1993,159391,310658,153514,100118
"CANADA",1993,159391,15171,988414,65170
"ARGENTINA",1992,46454,189569,2388326,99513
"BRAZIL",1992,236398,597604,3871094,102094
"UNITED STATES",1992,236398,564086,3831999,69003
"ARGENTINA",1992,245602,201415,3917606,78984
"CANADA",1993,270817,176272,4054247,80896
"UNITED STATES",1992,273815,9431,3310862,80425
"PERU",1993,90991,100060,2920465,63603
"CANADA",1993,90991,498007,180896,60298
"ARGENTINA",1993,104902,276766,1552790,104565
"ARGENTINA",1993,278701,71448,4962362,85166
"UNITED STATES",1993,71339,61106,845143,64026
"PERU",1993,71339,92600,5351136,95556
"UNITED STATES",1992,85280,329753,4542421,106964
"ARGENTINA",1992,85280,556772,4037880,109725
"CANADA",1993,193903,445547,2525343,89551
"PERU",1992,215228,510366,1012986,82580
"ARGENTINA",1992,215228,108984,6369564,119578
"UNITED STATES",1993,93200,257049,3021108,60361
"UNITED STATES",1993,271951,356204,1512228,75611
"ARGENTINA",1993,174866,186227,249511,78793
"UNITED STATES",1992,89825,267986,5361693,117238
"ARGENTINA",1992,89825,431549,3992962,88831
"UNITED STATES",1992,73354,288147,4481493,68107
"CANADA",1992,85495,113810,8221735,109428
"ARGENTINA",1992,83521,404823,2591700,103668
"CANADA",1993,186563,123053,1088962,64563
"BRAZIL",1992,265483,360299,1788812,81556
"ARGENTINA",1992,179842,511898,1497338,114592
"BRAZIL",1992,174724,456686,1752718,98559
"CANADA",1992,215956,84192,5410474,70571
"BRAZIL",1992,215956,212895,3471129,108472
"ARGENTINA",1992,249415,228613,6086236,92496
"UNITED STATES",1993,154015,371183,4715679,75250
"PERU",1992,240716,2246,3637624,68894
"BRAZIL",1993,122695,143908,7046359,117114
"BRAZIL",1992,7751,277570,5292655,92853
"CANADA",1992,15694,213085,2155831,59884
"UNITED STATES",1993,57275,518555,3823677,94411
"UNITED STATES",1993,220924,352812,1969228,111888
"ARGENTINA",1992,262546,403188,3247292,65469
"ARGENTINA",1992,163966,561341,6058022,84139
"CANADA",1992,5881,473899,6113047,112372
"UNITED STATES",1992,5881,47791,2385619,104327
"CANADA",1993,45700,307206,4974079,72791
"CANADA",1992,62960,233174,767261,66429
"ARGENTINA",1992,97906,557958,7039627,120955
"PERU",1992,97906,256540,844042,89791
"BRAZIL",1993,295063,384288,3293448,82336
"ARGENTINA",1992,185720,5868,500228,106431
"BRAZIL",1992,185720,86980,2120404,118018
"UNITED STATES",1993,184561,156328,2104166,83059
"BRAZIL",1993,184561,591797,1110596,113326
"CANADA",1993,184561,129271,1401691,78016
"UNITED STATES",1993,215065,441430,3280412,82284
"ARGENTINA",1992,252055,512271,985536,76995
"UNITED STATES",1992,160051,235513,2424789,86910
"UNITED STATES",1992,160051,61219,2775853,70812
"ARGENTINA",1993,134848,365531,5763437,95791
"CANADA",1992,151165,471840,7174807,108709
"BRAZIL",1992,151165,463397,2656802,81622
"ARGENTINA",1992,207443,551436,721393,89244
"UNITED STATES",1992,207443,109819,8513110,109728
"UNITED STATES",1993,112972,526258,122001,77053
"BRAZIL",1993,150049,455876,4334157,109911
"BRAZIL",1992,74159,333105,327769,68285
"PERU",1993,251857,196283,2982003,82756
"PERU",1992,148090,498007,1588873,60298
"UNITED STATES",1992,148090,578487,3123092,93927
"UNITED STATES",1992,103220,180587,4127260,100054
"PERU",1992,56297,388335,3666472,85399
"BRAZIL",1992,185017,61975,6124699,116218
"BRAZIL",1992,185017,4537,830321,86491
"UNITED STATES",1992,16258,127785,5873407,108766
"PERU",1993,125452,148185,468608,73990
"UNITED STATES",1993,125452,147005,1548544,63120
"PERU",1993,66698,511541,1571150,93151
"PERU",1993,66698,63165,3425093,67689
"BRAZIL",1992,93983,410883,1793860,107631
"BRAZIL",1992,93983,300223,3938736,73392
"ARGENTINA",1992,93983,440619,4940781,93575
"ARGENTINA",1993,214021,597552,1336119,98971
"PERU",1993,214021,346369,1556885,84921
"ARGENTINA",1993,74947,316758,5622376,106484
"PERU",1993,218737,278931,7076253,114595
"UNITED STATES",1992,135742,321833,523059,111289
"BRAZIL",1993,190783,422229,2843464,69072
"UNITED STATES",1993,252961,458937,4914198,113754
"CANADA",1993,252961,350956,381318,120416
"ARGENTINA",1992,199702,135159,4490004,71649
"BRAZIL",1993,275944,15878,1453034,107632
"PERU",1993,229777,442453,4286760,83725
"UNITED STATES",1993,229777,496066,2370473,63722
"BRAZIL",1993,229777,559307,6421516,81976
"BRAZIL",1993,229777,67068,2166380,62103
"UNITED STATES",1993,29423,454208,4653368,69730
"CANADA",1993,29423,60112,1061388,64326
"ARGENTINA",1993,220786,307389,1094754,83782
"UNITED STATES",1992,20551,46048,3437390,59642
"ARGENTINA",1993,169477,32160,1689571,65529
"PERU",1993,194815,95113,4321629,66486
"PERU",1992,139264,437790,5359542,103666
"PERU",1992,230230,54542,4714101,89792
"PERU",1992,230230,484771,4916100,105345
"ARGENTINA",1992,230230,220863,1059606,107031
"CANADA",1992,226732,235916,8333550,111114
"CANADA",1993,36821,122347,4250431,82160
"BRAZIL",1992,21364,444884,2211091,109731
"UNITED STATES",1992,21364,487551,2769354,92311
"PERU",1993,101492,53772,4172911,103546
"CANADA",1993,96487,567946,3061158,120835
"CANADA",1993,204832,160601,1081701,99696
"CANADA",1993,204832,406321,5422211,73638
"BRAZIL",1993,204832,421909,5831352,109852
"ARGENTINA",1993,204832,519360,2006939,82760
"BRAZIL",1992,934,251302,3225968,75197
"PERU",1993,50137,477808,2491163,107146
"CANADA",1993,50137,206034,3908603,56401
"BRAZIL",1993,50137,202565,3485431,88053
"BRAZIL",1993,273017,213179,655296,65529
"CANADA",1993,273017,284313,3305520,77838
"BRAZIL",1992,234986,209584,6440273,89614
"PERU",1992,234986,498888,4528464,113211
"CANADA",1993,285070,320098,4186091,67084
"UNITED STATES",1993,285070,282741,1896103,103423
"PERU",1992,166291,100914,2654065,114894
"CANADA",1992,166291,557261,5932080,79094
"PERU",1993,37508,132181,4476634,72790
"BRAZIL",1993,37508,355189,3818357,74650
"UNITED STATES",1992,95855,204077,2189725,58863
"PERU",1993,75683,170568,1400968,98313
"UNITED STATES",1993,75683,529313,2295315,80537
"ARGENTINA",1993,253945,433323,964838,75378
"CANADA",1993,253945,31187,876653,67090
"PERU",1993,96929,369121,2285011,71406
"PERU",1992,263425,499134,5098995,67986
"BRAZIL",1992,263425,483307,2090253,77416
"ARGENTINA",1993,140113,173862,1246693,116151
"BRAZIL",1993,140113,280309,5685768,77357
"BRAZIL",1993,292040,175508,3746561,95010
"ARGENTINA",1993,133660,373926,5199766,119994
"CANADA",1993,133660,158149,2609836,72428
"ARGENTINA",1992,235373,181259,2388325,80415
"UNITED STATES",1993,283723,483559,2807404,92551
"PERU",1993,259444,487371,5305715,81501
"ARGENTINA",1993,189361,322999,7683524,121318
"ARGENTINA",1993,189361,434300,2345132,74056
"PERU",1993,189361,275182,538084,69430
"CANADA",1993,65972,169292,808606,81677
"PERU",1993,294967,278266,3623256,74655
"PERU",1993,294967,520697,6296978,103060
"BRAZIL",1993,25786,236679,1932329,96939
"UNITED STATES",1993,25786,462348,4854735,78619
"ARGENTINA",1993,25786,461747,1430198,102523
"UNITED STATES",1993,25786,579137,3852636,72966
"PERU",1992,148192,591900,6854059,119512
"BRAZIL",1992,35264,29704,4861891,98022
"PERU",1992,80854,446826,322649,106368
"ARGENTINA",1992,80854,197577,1078423,100474
"ARGENTINA",1992,80854,410414,377451,79463
"ARGENTINA",1992,205109,560625,3838111,101136
"PERU",1993,92833,253496,3333804,86968
"UNITED STATES",1992,156899,165870,1328006,116152
"UNITED STATES",1992,286586,250160,1978287,66609
"CANADA",1992,286586,236645,1380762,94897
"BRAZIL",1992,18734,493930,1061998,115434
"CANADA",1992,18734,182057,2902299,68343
"UNITED STATES",1992,22298,416000,2917396,54958
"PERU",1993,198430,264078,2625991,62523
"UNITED STATES",1992,155920,146859,6518007,114351
"CANADA",1993,55801,33461,6029645,83667
"CANADA",1993,156760,386038,667667,67441
"UNITED STATES",1993,156760,369181,1875255,75010
"PERU",1993,75754,59100,1746455,63546
"CANADA",1992,92596,121794,6939949,108947
"PERU",1992,92596,425213,4868038,68291
"CANADA",1992,136667,307023,2867547,61800
"CANADA",1992,136667,130651,4994500,100899
"UNITED STATES",1992,190774,429629,4887769,93516
"PERU",1992,141580,211840,3328477,105109
"BRAZIL",1992,90899,201208,5545950,66551
"ARGENTINA",1992,91129,468360,1498367,79700
"CANADA",1993,103282,188989,3671790,124678
"BRAZIL",1992,223555,404809,7650313,102826
"PERU",1992,223555,222186,2885674,66490
"PERU",1992,223555,478833,6457290,108708
"UNITED STATES",1992,75922,128515,3191978,92610
"ARGENTINA",1993,87742,432047,3876919,58741
"UNITED STATES",1992,213121,590127,5094780,73026
"CANADA",1992,179278,93471,659011,87868
"ARGENTINA",1992,179278,299975,3774148,118497
"CANADA",1992,179278,1943,904020,110696
"BRAZIL",1993,200212,192729,4262824,109303
"PERU",1992,175255,278818,2668248,107808
"CANADA",1993,129169,304192,3148345,71770
"ARGENTINA",1993,122531,123378,3783699,84082
"ARGENTINA",1992,57160,507757,5361249,105883
"CANADA",1992,57160,57947,8147428,114296
"ARGENTINA",1993,292159,232869,3032513,108111
"ARGENTINA",1992,227729,264721,3644505,101142
"BRAZIL",1993,76639,596759,2598022,111343
"UNITED STATES",1993,76639,127653,7109149,100839
"BRAZIL",1992,253493,219351,4557979,76220
"UNITED STATES",1992,253493,560401,6181637,87682
"CANADA",1992,253493,123927,4717324,117055
"UNITED STATES",1993,250135,292928,8757428,115254
"ARGENTINA",1993,187102,68222,1696063,71413
"BRAZIL",1993,216851,310130,564359,68407
"BRAZIL",1993,216851,133660,7723089,101619
"ARGENTINA",1993,16549,48417,125617,81924
"ARGENTINA",1992,233260,153905,2938350,117534
"PERU",1992,140311,273575,1051472,92913
"UNITED STATES",1992,140311,162302,5443557,81858
"UNITED STATES",1992,181864,596977,7186236,124437
"CANADA",1992,83749,560388,561963,86901
"BRAZIL",1993,261592,42191,5112953,67991
"BRAZIL",1993,261592,502457,3940461,87565
"CANADA",1993,261592,163265,4120262,79695
"UNITED STATES",1993,116572,379624,2759848,102216
"UNITED STATES",1993,17380,327540,6268552,94051
"CANADA",1993,195074,513511,762245,91469
"BRAZIL",1993,172861,336567,1257183,96213
"PERU",1993,24584,585956,6403492,122515
"BRAZIL",1993,24584,348663,5528629,102699
"PERU",1993,24584,204044,1046625,56881
"PERU",1993,78181,241333,5749731,76459
"ARGENTINA",1992,97316,547697,4762949,104680
"PERU",1992,284710,548024,4433792,64320
"UNITED STATES",1992,284710,293780,2969290,106426
"UNITED STATES",1992,284710,143699,7057894,104561
"BRAZIL",1992,46961,443816,5406074,105587
"BRAZIL",1993,246049,167058,2895878,67503
"ARGENTINA",1993,246049,333425,274181,87504
"CANADA",1993,246049,491310,1171161,78077
"PERU",1993,132400,239148,593572,65227
"UNITED STATES",1993,132400,558962,2111882,121256
"PERU",1992,55931,516471,2332321,89247
"CANADA",1993,171643,459792,3641929,105106
"CANADA",1993,18616,209160,3778376,64149
"CANADA",1993,120412,222586,2127083,90514
"BRAZIL",1993,134599,591491,3323187,94948
"UNITED STATES",1993,58922,452633,5850900,95136
"CANADA",1992,118486,54297,3603715,75077
"UNITED STATES",1992,118486,121518,4152058,92370
"UNITED STATES",1993,42772,49174,3632331,67390
"UNITED STATES",1992,241060,91598,433958,95375
"UNITED STATES",1992,270632,429372,2904613,78081
"UNITED STATES",1992,270632,253517,794070,88230
"PERU",1992,270632,584891,2465885,118552
"ARGENTINA",1993,192853,551627,4233429,100716
"UNITED STATES",1992,206488,493572,6769438,93933
"ARGENTINA",1993,33578,460503,6395407,87808
"PERU",1993,33578,43371,3667092,78862
"ARGENTINA",1993,33578,589604,3651358,101614
"ARGENTINA",1992,146206,3858,496841,105711
"BRAZIL",1993,213121,168061,4868506,67743
"CANADA",1993,213121,366118,1289484,71046
"ARGENTINA",1993,213121,305630,2175374,98137
"UNITED STATES",1992,29201,437715,4865519,99161
"PERU",1993,195727,88999,9643739,119279
"ARGENTINA",1993,195727,442490,922510,85948
"UNITED STATES",1992,117683,321741,320816,105763
"ARGENTINA",1992,71128,413081,4580628,59643
"UNITED STATES",1993,124396,16682,7213244,95920
"ARGENTINA",1993,124396,164186,470067,75010
"BRAZIL",1993,291137,246362,5385168,78501
"ARGENTINA",1993,291137,1215,1060399,66972
"BRAZIL",1993,110557,266002,2509030,58079
"ARGENTINA",1993,3025,340676,8068302,102999
"ARGENTINA",1993,3025,566300,256860,81976
"BRAZIL",1992,108307,56385,3784032,80482
"BRAZIL",1992,108307,247435,3815479,82945
"UNITED STATES",1992,108307,37738,4253002,100543
"CANADA",1992,108307,463748,5545972,102703
"CANADA",1992,191591,471704,6183259,100540
"ARGENTINA",1992,191591,356735,7582559,107503
"PERU",1993,87535,310577,1866970,95253
"CANADA",1993,209614,73817,7091607,107448
"ARGENTINA",1992,22798,31884,2643921,108952
"BRAZIL",1992,22798,571612,3555742,101015
"PERU",1992,215273,60704,6991740,99882
"CANADA",1992,215273,151012,510244,63780
"CANADA",1992,215273,46030,2830487,58561
"ARGENTINA",1993,89684,218438,5676617,81385
"UNITED STATES",1992,104869,528252,3495027,76813
"CANADA",1992,11162,350389,5763237,86362
"UNITED STATES",1993,28630,573413,2451057,89183
"PERU",1993,28630,513699,3082806,102760
"BRAZIL",1993,28630,192425,5863310,91045
"CANADA",1993,236495,1217,210223,67092
"BRAZIL",1992,118007,488630,5393208,97116
"UNITED STATES",1992,118007,399184,1085561,76990
"UNITED STATES",1992,171565,424534,4572428,87510
"ARGENTINA",1992,171565,537130,4689447,70026
"CANADA",1993,93161,402947,4989234,110995
"ARGENTINA",1992,238588,269991,5588793,117658
"PERU",1992,23816,254217,3056832,70272
"PERU",1993,141478,16834,7248436,105049
"ARGENTINA",1993,141478,449545,5030554,89671
"BRAZIL",1993,292831,527036,1779478,63780
"BRAZIL",1993,292831,51918,1615602,112194
"BRAZIL",1993,218890,428687,2609290,96939
"PERU",1992,295822,554314,2189264,82097
"ARGENTINA",1992,26758,323416,6488815,86364
"BRAZIL",1992,26758,196089,5233313,71104
"CANADA",1993,23690,275937,1635546,114775
"CANADA",1992,224030,342061,3613591,66183
"BRAZIL",1992,62629,160671,3257271,103900
"BRAZIL",1992,62629,216025,1991177,56460
"UNITED STATES",1992,216031,220820,4947382,104448
"CANADA",1993,298909,578665,2092368,104618
"BRAZIL",1992,262004,333091,4390656,67444
"UNITED STATES",1992,191761,329068,106413,65823
"CANADA",1992,191761,580372,4415144,87141
"UNITED STATES",1992,4424,117286,2126952,78196
"BRAZIL",1992,4424,70369,4856519,80361
"CANADA",1993,59344,53165,1156177,67089
"CANADA",1992,221686,235079,4273248,60843
"CANADA",1992,221686,407502,5186886,84568
"BRAZIL",1993,75754,369967,6772858,122217
"BRAZIL",1993,75754,584956,5326827,122455
"PERU",1992,273053,25385,2696762,78622
"PERU",1993,72700,555792,1662993,110866
"CANADA",1992,21854,299282,2690667,76876
"ARGENTINA",1992,60563,170387,6507201,87442
"PERU",1992,60563,262598,1741607,93634
"PERU",1992,60563,478467,5294646,86726
"UNITED STATES",1993,84727,501506,2357698,90448
"UNITED STATES",1992,142463,541939,1303438,118854
"PERU",1992,142463,319704,2900970,103421
"CANADA",1992,205735,158427,1188336,89125
"ARGENTINA",1992,205735,233144,746451,64627
"CANADA",1993,157150,375480,2155881,93328
"CANADA",1993,157150,175234,3322825,78553
"BRAZIL",1993,16159,411029,2726000,56400
"ARGENTINA",1993,60505,346110,728343,69366
"ARGENTINA",1993,113299,307043,1833352,63001
"PERU",1992,95521,514470,4800711,89067
"ARGENTINA",1993,240827,231733,7581134,99883
"UNITED STATES",1993,240827,124157,467735,70869
"BRAZIL",1992,269227,347291,1477461,80296
"UNITED STATES",1992,294884,486952,2163845,116335
"ARGENTINA",1992,294884,119525,6741829,92671
"PERU",1993,225781,179586,319791,99934
"PERU",1993,231281,199741,6626664,110444
"BRAZIL",1993,231281,289828,5128042,109068
"BRAZIL",1992,23116,177426,5111628,90205
"CANADA",1992,128416,259823,7263167,106968
"PERU",1993,46567,579789,1580970,112125
"PERU",1992,245047,211144,3532575,63307
"PERU",1992,245047,241462,4628578,84207
"PERU",1992,245047,440590,5632497,91834
"PERU",1992,70742,445387,121244,79941
"CANADA",1992,70742,68021,3261787,59341
"ARGENTINA",1993,208753,397255,5111467,81134
"BRAZIL",1992,7570,247760,4446981,102465
"PERU",1992,7570,154391,5524280,86723
"PERU",1992,17101,243266,5115127,72555
"UNITED STATES",1992,17101,166736,324491,108163
"CANADA",1993,102601,415635,1786302,93036
"PERU",1993,102601,582047,3759636,67741
"CANADA",1992,73678,199931,3216993,121855
"BRAZIL",1992,67363,334180,5099514,72850
"UNITED STATES",1992,268802,180002,4170028,64920
"ARGENTINA",1992,141647,446022,2178000,58080
"PERU",1993,160408,268970,4411134,116337
"ARGENTINA",1993,36667,412530,2654218,86550
"UNITED STATES",1992,161014,505491,1225608,89788
"CANADA",1992,161014,497149,1185088,68767
"CANADA",1993,225979,21462,3851552,83007
"CANADA",1993,134437,198055,3753177,69183
"PERU",1993,134437,508816,5707943,109487
"BRAZIL",1993,227297,249037,2366448,59161
"PERU",1993,278344,278838,8368272,109009
"ARGENTINA",1992,260866,495607,4958382,96154
"BRAZIL",1992,165650,138675,169653,102820
"ARGENTINA",1992,89845,366111,4488282,70626
"BRAZIL",1992,89845,218204,626182,67331
"BRAZIL",1992,279589,244402,5627910,80783
"UNITED STATES",1992,8167,399275,1847005,82455
"ARGENTINA",1993,215336,397955,6300472,123176
"CANADA",1992,247895,266460,3466273,85587
"ARGENTINA",1992,247895,70753,4948886,103425
"PERU",1992,247895,540535,6394995,94530
"BRAZIL",1992,256477,27159,1238211,65169
"PERU",1993,294365,317259,5213440,76574
"ARGENTINA",1992,157505,413579,4241827,89553
"BRAZIL",1993,97649,90569,2807208,93573
"ARGENTINA",1993,97649,588744,5837213,109963
"BRAZIL",1992,19024,583093,1190182,70564
"UNITED STATES",1992,19024,214100,3577709,60845
"UNITED STATES",1992,19024,174690,4383489,105881
"PERU",1993,234779,531694,5239134,103540
"CANADA",1993,192961,969,347812,112197
"ARGENTINA",1992,138082,370496,4419040,93988
"BRAZIL",1992,138082,241911,7003962,111174
"ARGENTINA",1993,229699,544714,6155415,105521
"ARGENTINA",1993,229699,421115,4000343,62165
"PERU",1992,33976,485525,7552500,90630
"BRAZIL",1992,33976,564580,4275856,98673
"CANADA",1993,126166,325427,5577254,87144
"PERU",1993,126166,451071,5059147,61323
"PERU",1992,187540,236763,2556424,101985
"PERU",1992,187540,71691,5427020,99761
"ARGENTINA",1992,126679,277401,1240551,82703
"PERU",1992,284336,205425,5108774,79824
"PERU",1993,154102,104701,675457,102342
"ARGENTINA",1992,275854,412960,2528469,112376
"UNITED STATES",1993,70664,598468,3646672,93986
"ARGENTINA",1993,56635,164641,648143,102338
"BRAZIL",1992,52240,2035,937967,56221
"BRAZIL",1992,181381,334521,1088857,93330
"CANADA",1992,181381,310482,5372892,89548
"CANADA",1993,221776,53878,5451645,109912
"PERU",1992,106622,71029,2772055,60001
"BRAZIL",1992,150610,308650,162546,99518
"BRAZIL",1992,9469,137518,5151849,93330
"UNITED STATES",1993,124726,60929,5783155,113395
"BRAZIL",1993,124726,327937,8767473,117895
"PERU",1992,74614,559625,2122596,101076
"UNITED STATES",1993,99305,106079,4535592,65104
"ARGENTINA",1993,99305,486031,4057869,61020
"PERU",1993,228776,80608,5239202,95316
"BRAZIL",1993,228776,564754,5187017,109123
"ARGENTINA",1992,123592,515039,417387,63240
"PERU",1992,282139,26913,1766313,110394
"UNITED STATES",1993,13294,229175,102686,66249
"UNITED STATES",1992,28171,461821,8735720,106968
"ARGENTINA",1993,85801,552576,2442825,97713
"UNITED STATES",1992,227027,221339,4411120,75619
"BRAZIL",1993,168769,440523,4491481,87810
"UNITED STATES",1993,168769,466549,1394278,90931
"PERU",1993,126643,574416,6110599,89423
"ARGENTINA",1993,259931,86103,3342447,65346
"CANADA",1992,46216,522315,4306073,80237
"BRAZIL",1992,46216,103335,3940043,80299
"BRAZIL",1992,130102,226150,2259894,64568
"PERU",1992,54067,536577,7273883,96813
"ARGENTINA",1992,54067,237374,127201,78681
"CANADA",1993,290296,356349,2998974,84319
"BRAZIL",1992,230341,37793,1479825,103847
"CANADA",1993,149080,439444,3776736,83005
"BRAZIL",1992,271204,265082,3731757,62824
"BRAZIL",1993,36620,125238,2599727,75793
"ARGENTINA",1993,36620,72331,2937705,78199
"UNITED STATES",1993,39925,56554,6114706,90633
"UNITED STATES",1993,39925,34226,881767,69613
"ARGENTINA",1992,147451,31740,1986027,100304
"BRAZIL",1992,42451,38119,3615316,63426
"PERU",1992,42451,552980,7025909,121977
"UNITED STATES",1993,264238,76659,3042309,98139
"PERU",1993,264238,197200,6102028,77832
"BRAZIL",1992,102313,395174,5838136,76149
"ARGENTINA",1993,162955,456154,109902,66607
"ARGENTINA",1992,126781,302655,3118020,99458
"CANADA",1992,243406,364988,5177590,123178
"ARGENTINA",1993,147301,173707,4629820,106842
"PERU",1992,123608,219679,5697624,95919
"CANADA",1993,268988,127450,2411198,88647
"BRAZIL",1993,268988,292606,2791138,95915
"PERU",1993,268988,217248,1615008,69913
"BRAZIL",1993,74470,142590,4858587,97955
"BRAZIL",1993,74470,94499,434605,89609
"ARGENTINA",1993,118316,476489,6190103,87927
"PERU",1993,64540,427035,1292941,57720
"ARGENTINA",1993,64540,410266,1152715,70574
"CANADA",1993,287513,307166,4457970,70389
"CANADA",1993,117409,219331,2910744,75019
"PERU",1993,207442,345980,8573905,121558
"CANADA",1992,134636,388677,3248814,105939
"ARGENTINA",1993,99820,252388,3283906,80422
"ARGENTINA",1993,99820,393066,1877661,69543
"ARGENTINA",1993,99820,244147,3492707,65467
"BRAZIL",1993,77101,303212,1866547,72912
"CANADA",1992,265162,115627,6570480,98557
"UNITED STATES",1992,265162,485202,1638308,71230
"ARGENTINA",1993,93226,143617,2278356,99636
"PERU",1992,112804,195192,1197086,77231
"PERU",1992,114488,308059,4515713,64022
"PERU",1992,71536,128546,7406636,94472
"UNITED STATES",1992,71536,464349,2620073,78799
"UNITED STATES",1993,187664,311546,2462454,93451
"ARGENTINA",1993,187664,489160,4729860,68948
"CANADA",1993,187664,109079,101190,65284
"BRAZIL",1992,56092,231890,856283,109312
"UNITED STATES",1992,105661,434054,2347559,59281
"BRAZIL",1993,123727,248286,5183934,74056
"ARGENTINA",1993,123727,538849,8057215,113269
"BRAZIL",1993,123727,23081,2384690,60244
"UNITED STATES",1993,150703,66201,4768012,70032
"UNITED STATES",1993,85156,285695,3361360,100840
"CANADA",1993,45403,449219,2628427,70091
"UNITED STATES",1993,45403,104542,5033987,92792
"CANADA",1993,45403,235125,3434756,63606
"UNITED STATES",1992,126833,261415,4938523,82584
"CANADA",1992,260270,225824,1751559,104988
"ARGENTINA",1992,260270,417054,2555750,58261
"UNITED STATES",1992,260270,216524,6482295,86430
"CANADA",1993,167635,127284,2265891,78676
"CANADA",1993,167635,368348,5220592,84979
"UNITED STATES",1993,193070,160899,4327437,117593
"BRAZIL",1993,193070,456635,6804132,95496
"ARGENTINA",1993,120197,416742,1733362,99523
"UNITED STATES",1992,125647,230566,5719814,89793
"PERU",1993,21946,276006,1251055,58919
