"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"BRAZIL",10567,43168,3850169,66669
1992,"UNITED STATES",12268,78544,904388,91352
1993,"ARGENTINA",643,15126,5101488,62467
1993,"ARGENTINA",643,81733,7098982,102883
1993,"BRAZIL",643,72431,138939,84205
1993,"UNITED STATES",10342,66214,760055,70812
1993,"UNITED STATES",10342,53541,5032116,89672
1993,"CANADA",10342,53561,6757966,90873
1993,"BRAZIL",10342,119248,3512789,76034
1992,"UNITED STATES",19408,69567,5692954,92193
1992,"ARGENTINA",19408,195899,3120007,119693
1992,"BRAZIL",27787,19870,6910688,107392
1992,"ARGENTINA",27787,139913,3909725,117174
1992,"BRAZIL",9517,183706,3865752,107382
1993,"CANADA",7649,117302,2331203,79158
1993,"ARGENTINA",7649,46209,1303065,69312
1993,"PERU",11953,55223,2926698,70693
1993,"PERU",11953,118978,1837212,119818
1993,"PERU",15014,58006,2221056,57840
1993,"BRAZIL",15014,144334,4515409,82699
1993,"ARGENTINA",6683,45812,5046672,105468
1992,"PERU",18002,173823,6316410,113809
1992,"UNITED STATES",18002,167508,6286245,94530
1993,"PERU",15892,161065,5179876,67563
1992,"BRAZIL",18598,9009,2280312,55080
1992,"CANADA",18598,1590,5503967,89495
1992,"ARGENTINA",2831,13329,111808,74539
1993,"ARGENTINA",11831,140006,4079400,62760
1992,"UNITED STATES",21671,74153,669527,67629
1992,"UNITED STATES",21671,73817,3782190,107448
1993,"UNITED STATES",12379,95365,404026,81621
1992,"BRAZIL",29530,98323,4532127,79279
1993,"ARGENTINA",1921,102819,7961309,109308
1993,"BRAZIL",25399,105014,2196985,61140
1992,"CANADA",27385,132648,1082332,100838
1992,"PERU",23374,59582,2219875,92494
1992,"BRAZIL",23374,186381,5266426,88042
1992,"CANADA",23374,168110,1625791,70686
1993,"ARGENTINA",22120,70015,945609,59100
1993,"UNITED STATES",22120,25268,4761107,71595
1993,"PERU",11396,170931,7303040,120115
1993,"CANADA",7645,50597,6909989,92855
1993,"PERU",7645,175441,4397676,90986
1993,"PERU",12890,55178,2606291,67990
1993,"CANADA",9649,58307,2657130,75918
1992,"CANADA",18610,176693,514979,106181
1993,"PERU",24562,47494,3753639,86489
1993,"BRAZIL",5119,126119,3741074,68706
1993,"ARGENTINA",5119,76954,7154169,115857
1993,"CANADA",5656,79507,1257579,89190
1992,"UNITED STATES",3229,147283,510827,79816
1993,"ARGENTINA",25514,174106,3402228,70806
1993,"BRAZIL",24787,2774,2414548,100606
1993,"PERU",24787,6821,2830169,103669
1992,"CANADA",22351,3506,6284960,84570
1993,"UNITED STATES",6280,85487,4741385,88348
1993,"BRAZIL",6280,171525,3185057,95791
1993,"UNITED STATES",14644,29003,3668352,55920
1993,"UNITED STATES",28528,93655,5935140,98919
1993,"PERU",28528,5071,2529973,58564
1993,"CANADA",28528,20374,4988501,77662
1993,"UNITED STATES",26746,53602,144670,93336
1992,"PERU",20608,31050,1733515,58863
1992,"BRAZIL",2053,158696,1579221,105281
1992,"BRAZIL",2053,2526,989964,85711
1993,"ARGENTINA",23984,155985,2600208,122458
1992,"ARGENTINA",16984,127188,119087,72910
1993,"CANADA",13543,108749,4174632,105464
1993,"PERU",13543,126106,3895556,67926
1993,"PERU",13543,52866,167335,109131
1993,"ARGENTINA",11764,192818,4746452,114648
1993,"PERU",12623,198649,5592448,104858
1993,"UNITED STATES",4013,107676,7022587,101020
1993,"UNITED STATES",16358,59371,5072700,79822
1993,"CANADA",16358,57354,254401,78681
1992,"UNITED STATES",3253,81384,4396523,81922
1992,"UNITED STATES",7814,34428,5640418,81745
1993,"PERU",27550,177887,1846987,117892
1993,"BRAZIL",27550,50487,2458090,86248
1993,"UNITED STATES",23716,145182,1483660,73630
1992,"CANADA",16394,39013,175169,57120
1992,"UNITED STATES",16394,39362,6121597,78081
1992,"UNITED STATES",16394,141260,2394318,78075
1992,"PERU",11624,48808,4553625,105408
1993,"CANADA",11464,197801,8924360,113928
1993,"PERU",11464,62467,960597,85767
1992,"ARGENTINA",11545,51331,5485807,76939
1993,"UNITED STATES",2753,86354,5790312,80421
1993,"BRAZIL",2753,148569,7371220,97053
1992,"CANADA",9556,12083,2837968,59704
1992,"PERU",18464,25179,3717740,66250
1992,"CANADA",18464,168264,3882205,79935
1992,"UNITED STATES",18464,12897,6740030,108593
1992,"PERU",4781,111965,6263009,118617
1993,"UNITED STATES",28160,193559,4866759,99153
1993,"ARGENTINA",3590,197671,1768670,106120
1993,"UNITED STATES",3590,41905,9142155,110814
1992,"PERU",24064,137789,8138304,109606
1993,"UNITED STATES",24973,79261,5362884,74415
1993,"ARGENTINA",24973,135383,1787158,85102
1992,"CANADA",24581,99710,3385225,102582
1992,"PERU",24581,55397,1230674,81143
1992,"ARGENTINA",24581,42431,865260,82405
1992,"PERU",3460,40277,2337158,73036
1992,"BRAZIL",3460,52331,5851984,76999
1993,"ARGENTINA",3328,175728,3149295,108223
1993,"PERU",22268,87359,2601148,80781
1992,"ARGENTINA",28246,175564,5031809,98373
1992,"UNITED STATES",28246,35137,3280717,64327
1992,"CANADA",14881,94969,1626158,117837
1992,"ARGENTINA",14881,1431,4810072,79945
1993,"ARGENTINA",26498,156771,8075087,109666
1992,"BRAZIL",21634,67732,2583589,101983
1993,"UNITED STATES",12739,188024,1387800,66721
1992,"PERU",23683,143101,4268637,68646
1992,"CANADA",23683,171085,4772298,69364
1992,"UNITED STATES",23683,98116,551484,66846
1993,"ARGENTINA",14087,107313,2064964,79218
1992,"ARGENTINA",15904,63799,475953,105767
1992,"CANADA",26357,152628,6477109,100837
1993,"BRAZIL",15856,167212,2605750,76752
1993,"PERU",15856,127491,4801465,91109
1992,"PERU",29629,6383,1876047,77362
1992,"BRAZIL",4439,155024,4913857,64741
1992,"ARGENTINA",14186,9160,4426322,64149
1992,"PERU",14186,138719,3543543,105462
1993,"BRAZIL",4958,89195,980509,71051
1992,"PERU",16078,78615,6492367,95616
1992,"CANADA",16078,71428,3157091,83965
1992,"UNITED STATES",16078,66330,1257440,77779
1992,"PERU",23569,13630,6094251,92617
1993,"BRAZIL",26635,178569,1278506,98853
1993,"ARGENTINA",26635,3657,5680766,93639
1993,"PERU",15001,182958,6263675,122457
1993,"BRAZIL",15001,166002,3513720,64080
1992,"ARGENTINA",18589,60921,1945905,112915
1992,"UNITED STATES",15283,132146,1060326,70688
1992,"CANADA",2752,108246,1826173,75254
1993,"UNITED STATES",14084,81295,3560849,76577
1993,"CANADA",14084,26556,2293504,88953
1992,"UNITED STATES",8080,5051,1112842,57363
1993,"BRAZIL",13672,107650,1558191,99459
1993,"BRAZIL",13672,65538,3830994,90211
1992,"PERU",27991,193389,7189543,88942
1993,"ARGENTINA",26107,108459,1735993,88047
1992,"CANADA",11785,137445,2481604,88946
1992,"PERU",5074,123110,1978410,67986
1992,"ARGENTINA",12896,11554,4408374,87933
1992,"BRAZIL",12896,180928,7328540,120535
1993,"UNITED STATES",21895,60713,3775889,100422
1993,"BRAZIL",21895,100670,5072154,100240
1993,"PERU",21895,189779,915697,112126
1992,"BRAZIL",25232,64918,5592242,112974
1992,"BRAZIL",24997,194491,6706622,95129
1992,"CANADA",23015,54411,6218077,81924
1992,"BRAZIL",23015,70043,3368358,60782
1992,"CANADA",18286,102322,2979720,79459
1993,"CANADA",11500,171123,4513773,71647
1992,"UNITED STATES",26908,175094,3390361,70145
1993,"BRAZIL",25579,19109,4634674,61686
1993,"PERU",25579,94458,2971712,87147
1993,"CANADA",12211,110375,806285,83122
1993,"CANADA",28762,45976,174899,115318
1993,"ARGENTINA",28762,188372,1358144,87622
1993,"PERU",25136,45339,3259629,77059
1992,"BRAZIL",27631,57740,7979378,101864
1993,"PERU",3544,9494,4881338,84209
1992,"BRAZIL",18007,92893,924086,113153
1992,"CANADA",5140,131259,3086278,77415
1992,"CANADA",5140,67805,8248838,106368
1993,"UNITED STATES",12835,127165,5666336,71529
1993,"ARGENTINA",5824,30832,2697129,105769
1993,"UNITED STATES",5824,179185,4004922,75850
1993,"CANADA",21583,73685,5768889,99520
1992,"PERU",28966,102305,3791170,78438
1992,"PERU",808,38704,3541661,98562
1993,"BRAZIL",12131,151970,576261,121318
1993,"BRAZIL",26431,6987,1958375,113638
1992,"ARGENTINA",8020,197670,4716143,106060
1992,"CANADA",25120,55560,704735,90933
1993,"PERU",2297,126928,7194105,117295
1993,"ARGENTINA",2297,179414,3194403,89604
1992,"CANADA",23008,187651,4955152,104319
1992,"CANADA",680,35403,1096149,80304
1992,"ARGENTINA",680,1743,3555927,98684
1993,"BRAZIL",21697,47011,1011658,57480
1992,"ARGENTINA",5570,182419,1029967,90084
1992,"UNITED STATES",5570,43690,1842802,98021
1993,"BRAZIL",962,26375,4622466,78082
1993,"UNITED STATES",24553,99942,3689686,116516
1993,"UNITED STATES",24553,117385,1713708,84142
1993,"BRAZIL",17030,139180,887563,73150
1993,"PERU",16517,49293,4852384,74537
1992,"UNITED STATES",8267,195344,5665242,86360
1993,"CANADA",16753,72906,529849,112734
1993,"ARGENTINA",29873,56560,6539406,90993
1992,"BRAZIL",11866,185007,794976,65520
1992,"CANADA",11866,147373,136355,85222
1992,"ARGENTINA",11866,52398,4186209,81023
1992,"PERU",27148,23265,3422188,71295
1992,"CANADA",27148,33653,2454547,95199
1993,"CANADA",12847,92099,3897373,65465
1992,"ARGENTINA",1693,12125,3869494,62227
1992,"CANADA",1693,74891,173527,111953
1993,"ARGENTINA",25579,20133,4101941,63187
1993,"ARGENTINA",25579,165706,651985,106302
1992,"UNITED STATES",5797,95503,2790207,89910
1992,"UNITED STATES",4123,103729,3941938,103963
1992,"UNITED STATES",4123,123526,5011147,92971
1992,"CANADA",26062,144576,4244272,97234
1992,"UNITED STATES",7322,10365,2016344,76521
1992,"CANADA",7322,190249,482126,80354
1992,"CANADA",7322,159244,4597830,78194
1993,"UNITED STATES",25288,167151,2740837,73089
1992,"ARGENTINA",4526,75553,1834260,91713
1992,"PERU",4526,164384,6191824,86902
1993,"PERU",22112,125908,191456,116034
1993,"UNITED STATES",21241,57193,4867604,69011
1993,"CANADA",1208,162675,2585652,104260
1992,"BRAZIL",14947,163388,995646,87082
1993,"ARGENTINA",20819,6782,5674300,101326
1993,"CANADA",20819,183402,3025759,89124
1993,"UNITED STATES",26251,38892,4027958,109853
1993,"UNITED STATES",26251,21618,7159186,92376
1992,"UNITED STATES",5834,66113,3010716,64746
1993,"UNITED STATES",23155,53357,4321534,78621
1993,"ARGENTINA",23155,149165,1675540,72849
1992,"PERU",17975,46527,4827251,88411
1992,"PERU",1435,47590,2386339,92255
1992,"PERU",18067,20773,6846218,101626
1993,"PERU",14443,162562,4678732,97473
1993,"UNITED STATES",26152,152823,3140122,112549
1993,"ARGENTINA",26152,31758,2534625,101385
1993,"PERU",28393,184393,3582670,88643
1993,"ARGENTINA",11632,98496,2199889,89669
1993,"UNITED STATES",6334,188918,5645437,120414
1993,"CANADA",6334,112701,7087863,102822
1992,"UNITED STATES",15200,57737,1301552,101683
1992,"ARGENTINA",926,69419,5275958,83304
1992,"CANADA",4888,65178,315514,68590
1992,"UNITED STATES",4888,44496,3422604,86429
1992,"UNITED STATES",4888,40083,1012849,61384
1993,"PERU",4039,53977,6715913,115858
1993,"UNITED STATES",23795,115833,1009461,110929
1992,"ARGENTINA",18689,80546,2198217,91592
1992,"ARGENTINA",2147,6330,2208085,74179
1993,"ARGENTINA",22349,102214,2918904,72972
1993,"BRAZIL",22349,23796,7415734,103187
1993,"ARGENTINA",9407,28561,6235298,89373
1993,"BRAZIL",9407,12920,6222763,109975
1992,"CANADA",27934,15911,5846112,109614
1993,"UNITED STATES",16174,152597,1085430,98975
1993,"UNITED STATES",16477,161535,3033407,95791
1992,"ARGENTINA",16475,71770,506855,104506
1992,"CANADA",14380,163250,5920131,78795
1993,"UNITED STATES",27404,136959,4981891,119757
1993,"CANADA",27404,103741,4836419,104684
1993,"BRAZIL",23747,38776,329235,102886
1992,"BRAZIL",5827,98590,4047727,95315
1992,"UNITED STATES",5827,102177,4496175,70750
1992,"PERU",2566,164925,1086496,119395
1993,"UNITED STATES",7246,163144,1605496,72428
1992,"PERU",12637,94589,5487104,95014
1993,"ARGENTINA",29617,1680,4403397,94900
1993,"BRAZIL",9997,88646,304043,98078
1993,"PERU",24187,3541,4917214,86672
1993,"PERU",24187,174543,6589857,97052
1993,"CANADA",24187,122833,3546491,111349
1992,"UNITED STATES",23617,184467,1815208,93087
1992,"PERU",23617,63847,5725876,108650
1993,"CANADA",23411,139783,2322221,109366
1993,"PERU",23746,46400,126561,80784
1993,"UNITED STATES",23746,43802,7307918,104748
1992,"CANADA",24811,198136,5053762,74047
1992,"ARGENTINA",12112,38615,4859692,93216
1993,"BRAZIL",11164,112782,3693657,107686
1993,"PERU",21818,5341,1709978,74780
1993,"PERU",28112,76944,7583871,115256
1992,"BRAZIL",15658,103312,1316625,78918
1993,"ARGENTINA",22922,38918,4863247,111414
1993,"PERU",22922,92998,7510014,119459
1993,"ARGENTINA",10709,46761,3415520,102465
1993,"PERU",27859,127232,2392537,75553
1992,"PERU",19082,18999,2967130,115079
1993,"CANADA",26317,169194,2728490,75791
1993,"ARGENTINA",26317,37136,4882741,64387
1993,"ARGENTINA",23401,125405,4956336,85824
1993,"UNITED STATES",21323,162267,3337771,79755
1993,"UNITED STATES",3329,171168,780670,74349
1992,"PERU",27409,2934,6172084,110215
1993,"BRAZIL",27619,48629,1249475,94657
1993,"PERU",27619,123355,887657,82701
1993,"CANADA",8458,131849,5777940,112850
1993,"PERU",18187,45235,4036386,70813
1993,"CANADA",12394,189061,2587635,69003
1993,"BRAZIL",28091,122099,3876729,67265
1992,"BRAZIL",20356,121479,3889218,90028
1992,"BRAZIL",20356,117489,4903592,90388
1992,"CANADA",17128,1892,1973279,107633
1992,"ARGENTINA",22150,110859,5104690,112191
1992,"BRAZIL",4264,41527,6975470,88111
1992,"UNITED STATES",506,136369,4047436,84321
1992,"BRAZIL",24295,32301,3176980,73998
1992,"CANADA",24295,80081,2058495,63664
1992,"PERU",24295,120300,660150,79218
1992,"ARGENTINA",24295,81912,4874924,113634
1993,"CANADA",11869,73617,1923047,95436
1993,"PERU",21376,123874,3826105,113872
1993,"ARGENTINA",21376,59872,3539172,109912
1993,"ARGENTINA",12739,47014,2114222,57660
1993,"UNITED STATES",12739,154483,7001683,92248
1992,"UNITED STATES",14578,16937,3620725,111235
1992,"UNITED STATES",14578,128367,3541423,83721
1992,"CANADA",27640,57770,7470877,103666
1992,"CANADA",27640,89858,2827210,110871
1993,"PERU",26017,132751,5030175,107025
1993,"CANADA",26017,124241,5529098,75914
1993,"BRAZIL",18620,186138,2791016,73447
1992,"ARGENTINA",29200,110508,558808,91110
1992,"PERU",14284,190863,4548586,117231
1993,"ARGENTINA",17471,42423,1471922,81925
1993,"CANADA",17471,197486,2432225,95008
1993,"BRAZIL",26680,59641,6831531,96038
1993,"CANADA",26680,721,2756924,97303
1993,"PERU",26680,114486,3916252,90028
1993,"PERU",19375,196348,6440312,86660
1993,"PERU",19375,13405,3580774,79104
1992,"PERU",3433,10529,1710149,86371
1993,"BRAZIL",22339,172006,300762,64680
1992,"PERU",1283,56056,607230,60723
1993,"ARGENTINA",17291,167989,573897,123418
1993,"CANADA",20992,21513,4568914,86070
1993,"UNITED STATES",20992,36080,4535781,60964
1992,"UNITED STATES",16900,27086,273531,60784
1992,"PERU",16900,25278,5070579,72196
1992,"ARGENTINA",16900,39421,3877197,81625
1993,"ARGENTINA",16150,9460,2081579,82167
1993,"CANADA",16150,180541,3424692,97292
1993,"CANADA",16150,140559,5118560,95973
1992,"BRAZIL",7886,53616,6630032,94176
1992,"UNITED STATES",7886,114223,600051,74233
1992,"CANADA",7886,176848,173235,115490
1993,"PERU",3908,182387,1093218,88162
1993,"ARGENTINA",22069,39218,2888396,69432
1993,"BRAZIL",16064,165569,3726796,98073
1993,"BRAZIL",18761,183636,5107301,103177
1993,"UNITED STATES",19606,106974,6014224,118858
1993,"PERU",19,179678,7434944,105460
1993,"ARGENTINA",6763,23264,3722060,71235
1993,"CANADA",25378,22506,2632725,85710
1993,"UNITED STATES",25378,33399,387725,79943
1992,"BRAZIL",13190,132074,2113699,66364
1992,"BRAZIL",13190,119076,4277343,65704
1993,"PERU",13615,60547,1641711,90452
1993,"ARGENTINA",27106,19414,2640151,80004
1992,"ARGENTINA",19064,50519,141072,88170
1992,"BRAZIL",19064,161991,3087696,123179
1993,"BRAZIL",13288,161205,4998957,75972
1993,"PERU",5792,164650,3120663,102879
1992,"CANADA",3425,118559,2757557,94653
1992,"BRAZIL",3425,53312,364409,75918
1993,"ARGENTINA",14333,62457,1980132,85167
1992,"UNITED STATES",5315,155793,5917976,110927
1993,"CANADA",9286,164983,8478637,122878
1992,"CANADA",14965,188139,5890224,73627
1992,"CANADA",14965,46610,5644267,93396
1993,"PERU",1705,8008,1566360,54960
1992,"PERU",29308,54285,6011747,74356
1992,"BRAZIL",17651,37350,3434649,77241
1992,"BRAZIL",17651,147644,4770424,101498
1992,"PERU",20660,100307,2049846,78438
1992,"UNITED STATES",20660,50138,4047843,65287
1992,"CANADA",6496,65584,1352783,92974
1992,"CANADA",6496,63033,4002048,59761
1992,"ARGENTINA",6496,62275,1763109,74236
1992,"PERU",1468,132503,847596,92130
1992,"BRAZIL",27046,30528,875112,87511
1993,"CANADA",8983,176057,3961142,67983
1992,"ARGENTINA",15407,51337,3511987,77299
1992,"ARGENTINA",15407,40425,2676223,81925
1993,"CANADA",22526,9891,1368676,108053
1993,"BRAZIL",10549,85035,958828,61201
1993,"PERU",10549,46121,1254933,64027
1993,"CANADA",20195,58087,785900,62704
1993,"UNITED STATES",27091,101442,5020284,86606
1993,"ARGENTINA",3307,180597,4475810,100655
1992,"BRAZIL",17249,188008,1411648,65760
1992,"UNITED STATES",17914,93298,2913150,77477
1993,"CANADA",28660,38773,1609063,102706
1993,"BRAZIL",26401,1906,2303264,108474
1993,"PERU",8422,4018,3120081,55320
1993,"CANADA",5119,58532,6164832,89431
1993,"UNITED STATES",5119,166107,5396260,70386
1993,"CANADA",18677,120437,5194280,87445
1992,"CANADA",10519,50729,5643859,100783
1993,"PERU",6682,179317,3485189,83778
1993,"CANADA",6682,66798,2738954,105887
1993,"BRAZIL",6682,124270,3528180,77656
1993,"PERU",6682,189385,2167338,88462
1993,"BRAZIL",1924,114850,531482,111891
1993,"UNITED STATES",1924,83094,1812742,64625
1993,"PERU",1924,149794,4194622,110627
1992,"UNITED STATES",29570,2629,3417044,91897
1993,"ARGENTINA",23921,98359,3335008,81441
1992,"CANADA",15196,100613,6041355,96816
1992,"ARGENTINA",17860,111789,1842197,108046
1992,"PERU",17860,21820,5406609,104509
1993,"BRAZIL",7717,105380,1662456,83122
1993,"BRAZIL",7717,122356,1637479,82701
1992,"BRAZIL",15205,46883,168348,109792
1993,"CANADA",17971,26741,7436452,100064
1993,"BRAZIL",29155,13747,5560157,99644
1992,"BRAZIL",22606,67643,4087804,96638
1992,"ARGENTINA",25852,117806,178732,109428
1992,"ARGENTINA",25852,155095,1265099,69005
1992,"BRAZIL",385,114253,6336250,76035
1993,"CANADA",21755,175675,3382294,105040
1992,"ARGENTINA",3851,178242,5406382,79214
1992,"BRAZIL",4051,28596,4678966,91475
1992,"ARGENTINA",4051,29969,7593941,113937
1993,"CANADA",13808,145119,4516746,69846
1992,"BRAZIL",22250,111420,5050049,85885
1992,"ARGENTINA",12746,83490,5631678,88409
1992,"BRAZIL",10876,79881,2878781,111652
1992,"CANADA",16357,106373,4276047,82762
1993,"BRAZIL",17009,25303,2459056,73698
1993,"UNITED STATES",23422,57262,4182061,73155
1993,"PERU",15017,78899,507030,112673
1993,"CANADA",23236,185097,1808597,70925
1992,"UNITED STATES",28703,81962,7857486,116637
1992,"UNITED STATES",28703,124942,4704920,118016
1993,"PERU",12979,6581,1767245,89254
1992,"UNITED STATES",18338,54378,2973849,79942
1992,"BRAZIL",18338,59906,5851462,111954
1992,"BRAZIL",18338,27572,5038555,89974
1992,"BRAZIL",12565,192977,1732564,124198
1992,"ARGENTINA",29842,79601,6091632,94836
1992,"CANADA",29842,38671,2395188,96580
1992,"UNITED STATES",19849,48686,3007811,98080
1993,"PERU",16207,102352,365674,81261
1993,"PERU",21824,48632,2418363,94837
1992,"BRAZIL",5762,187449,6499141,92186
1992,"PERU",20468,119600,6698665,97176
1992,"PERU",20468,116374,5918805,83422
1993,"BRAZIL",9100,285,107860,71116
1992,"ARGENTINA",26572,134645,3930357,100778
1992,"PERU",26572,158743,6179968,108104
1993,"PERU",24265,35805,1636352,104448
1993,"UNITED STATES",24265,164186,4125594,75010
1993,"UNITED STATES",24265,194020,1904974,66841
1992,"UNITED STATES",11210,199851,4389412,117051
1993,"ARGENTINA",25030,98618,2948696,96996
1993,"PERU",2903,7714,7628523,97302
1993,"UNITED STATES",27917,172315,252490,83238
1993,"UNITED STATES",3025,113977,9072850,119458
1993,"PERU",3025,96800,5462272,107808
1992,"BRAZIL",16567,178466,6968603,92667
1992,"ARGENTINA",16567,20378,2266954,77902
1992,"UNITED STATES",20899,6690,7344774,95801
1992,"ARGENTINA",28933,24626,3191175,93037
1993,"PERU",26986,160122,5390467,70927
1992,"PERU",24592,28309,4287244,74238
1992,"ARGENTINA",4168,174047,1916978,67262
1992,"BRAZIL",4168,196141,3216564,74228
1993,"ARGENTINA",28924,86820,6865916,108409
1992,"PERU",23110,85217,2078621,72132
1992,"BRAZIL",21587,179325,4718515,84259
1993,"UNITED STATES",10169,50624,1303785,94477
1993,"UNITED STATES",10169,196077,5234238,70384
1992,"UNITED STATES",8377,89892,353795,112913
1992,"UNITED STATES",490,148414,2018125,87744
1993,"PERU",1246,187528,7916048,96931
1993,"BRAZIL",1246,176399,2655702,88523
1992,"PERU",15194,82959,8031905,116517
1992,"BRAZIL",15194,77107,5420500,65046
1992,"CANADA",11641,64294,2778304,75497
1993,"ARGENTINA",8882,132350,3728197,82941
1992,"PERU",8318,185397,2401471,88943
1992,"BRAZIL",8318,161957,5758045,121137
1992,"BRAZIL",14401,139269,5897636,78495
1992,"PERU",14401,77538,2793121,90931
1992,"UNITED STATES",7828,121514,4191942,92130
1992,"PERU",7828,167047,4040623,66842
1992,"UNITED STATES",20137,48933,3396883,112915
1992,"BRAZIL",8264,158148,2062499,72368
1993,"BRAZIL",10756,198387,7204093,89122
1993,"BRAZIL",10756,76863,8564548,110391
1993,"CANADA",11689,145237,4487805,76933
1993,"ARGENTINA",11689,191666,1335821,105459
1993,"UNITED STATES",29900,136736,4832461,106363
1993,"CANADA",1147,48828,5920364,106609
1992,"BRAZIL",19021,90588,1016605,94714
1992,"CANADA",14696,189252,4917022,80475
1992,"ARGENTINA",14696,60066,2189612,61563
1992,"UNITED STATES",25237,194617,7401001,102696
1992,"BRAZIL",1643,36278,4309444,72856
1992,"CANADA",1643,160971,1593064,121918
1993,"BRAZIL",24982,151469,6407218,91227
1993,"ARGENTINA",8075,107845,4383819,111170
1993,"PERU",8075,143476,6849770,91168
1992,"ARGENTINA",6322,3329,4377200,73939
1992,"PERU",6322,142159,4875467,72069
1993,"UNITED STATES",13657,56878,4829377,110092
1992,"ARGENTINA",16964,61660,963266,97299
1992,"PERU",19172,20733,6684376,99223
1992,"PERU",775,171197,2739290,76091
1993,"PERU",11215,80713,2987704,101622
1993,"BRAZIL",11215,128149,3284220,70628
1993,"ARGENTINA",5197,153893,2328480,116813
1993,"UNITED STATES",14954,77552,3897293,91773
1992,"CANADA",7291,120909,5990409,115794
1992,"BRAZIL",7291,108736,635081,104683
1992,"PERU",7291,123143,3288514,69968
1992,"PERU",14968,179533,309605,96751
1992,"ARGENTINA",14968,194350,4766355,86661
1992,"ARGENTINA",14968,35806,1520591,104508
1992,"ARGENTINA",22543,154668,501294,103359
1993,"CANADA",19340,89972,8828865,117718
1992,"PERU",2803,170348,6399550,85100
1993,"PERU",5975,135277,4776662,78736
1993,"UNITED STATES",12049,55689,6355043,98680
1992,"UNITED STATES",12785,157189,4989704,74770
1992,"UNITED STATES",12785,136379,1882442,84922
1993,"BRAZIL",21974,69879,2211248,110932
1992,"BRAZIL",6907,153404,3580831,87444
1993,"CANADA",26380,143603,5819084,98796
1992,"CANADA",5887,113442,1472905,87326
1992,"ARGENTINA",29789,20725,1436713,98743
1993,"ARGENTINA",19153,155496,6562802,93089
1992,"CANADA",22192,186623,1184766,102577
1992,"CANADA",5584,122853,5094808,112551
1992,"ARGENTINA",5584,176931,9445302,120475
1993,"ARGENTINA",27634,175272,2231079,80836
1993,"ARGENTINA",27634,19799,8167690,103127
1993,"ARGENTINA",15790,77132,1220043,66547
1993,"UNITED STATES",15790,148935,1539529,119035
1993,"PERU",29849,55929,6220236,113095
1993,"PERU",6724,181257,4195413,80295
1992,"BRAZIL",1109,141472,408636,90808
1992,"BRAZIL",1109,106873,6203571,112792
1992,"ARGENTINA",13924,177504,2764462,94890
1992,"BRAZIL",13924,141336,5726938,82639
1992,"BRAZIL",13924,23051,292215,58443
1993,"UNITED STATES",25676,81721,4672263,102163
1993,"BRAZIL",15917,5989,3060392,113698
1993,"BRAZIL",21974,33960,1439409,113637
1993,"ARGENTINA",21974,126807,825210,110028
1993,"UNITED STATES",21974,29644,6495985,94418
1993,"CANADA",26731,10275,4053623,71116
1993,"ARGENTINA",26731,78831,2953642,108589
1993,"UNITED STATES",24908,106363,3862964,82161
1992,"PERU",20287,131948,5454734,118796
1992,"UNITED STATES",29863,39768,4055930,102465
1992,"ARGENTINA",11761,177447,429892,91466
1992,"CANADA",11761,147944,7921945,119516
1992,"UNITED STATES",11761,10379,606003,77362
1993,"ARGENTINA",21028,126181,3185748,72430
1993,"PERU",21028,110037,523515,62821
1992,"PERU",20695,189724,1469113,108823
1992,"PERU",20695,88671,4716782,99580
1992,"UNITED STATES",20695,107192,647562,71951
1993,"BRAZIL",29542,146410,1310769,87384
1993,"PERU",29542,43205,1358320,68892
1993,"UNITED STATES",29542,151916,1511354,118074
1992,"BRAZIL",2443,136638,4069350,100477
1992,"BRAZIL",16345,141428,4005638,88165
1993,"CANADA",14011,156197,4150565,75191
1993,"CANADA",14011,14100,4571562,60846
1992,"BRAZIL",9010,149296,2428248,80717
1992,"PERU",20533,171055,1946940,67563
1993,"BRAZIL",8875,39398,5044635,80243
1993,"CANADA",12809,146232,4540272,76693
1993,"ARGENTINA",12809,169176,2152898,74710
1992,"ARGENTINA",23398,166096,951751,69725
1993,"BRAZIL",9613,136966,7066442,120177
1992,"ARGENTINA",4736,108630,4158842,98317
1992,"PERU",4736,140510,150399,93030
1992,"PERU",5224,91927,3177731,115135
1993,"ARGENTINA",25021,40844,3533983,107090
1992,"PERU",10996,184416,7352009,90024
1992,"ARGENTINA",21463,131774,3611540,108346
1992,"CANADA",21463,48677,4681929,97540
1992,"BRAZIL",25516,183289,4392668,82336
1993,"BRAZIL",13483,18210,4670789,67692
1993,"PERU",13483,149145,5383183,71648
1993,"CANADA",13483,74787,5581319,105706
1993,"ARGENTINA",12662,157307,1350657,81858
1993,"ARGENTINA",16630,119300,5580639,79158
1993,"BRAZIL",16630,58303,1589238,75678
1993,"ARGENTINA",1924,35559,824991,89673
1993,"CANADA",784,104491,4311497,89729
1992,"BRAZIL",15346,60305,349222,75918
1993,"ARGENTINA",8914,142181,4697011,73390
1993,"UNITED STATES",23047,186086,2953641,70324
1992,"UNITED STATES",25583,169882,8344287,117112
1992,"BRAZIL",25583,3867,4776009,106251
1992,"UNITED STATES",25583,181745,6148806,109604
1992,"ARGENTINA",25583,162263,4609254,79515
1993,"CANADA",12607,143121,2875376,69847
1992,"PERU",14749,72546,4920069,91112
1992,"ARGENTINA",8906,168676,5136308,104680
