"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1993,"ARGENTINA",63811,6783323,106488
1992,"BRAZIL",39341,5408156,76820
1992,"CANADA",189149,3154780,74288
1992,"UNITED STATES",161566,463854,97653
1992,"ARGENTINA",177572,6512502,98974
1993,"PERU",41726,8005056,100063
1992,"BRAZIL",88518,3361023,90390
1993,"UNITED STATES",153548,3347218,96092
1993,"ARGENTINA",88349,518887,80240
1993,"UNITED STATES",60122,201274,64927
1992,"CANADA",68507,3966144,88530
1993,"UNITED STATES",166119,4077963,71106
1992,"ARGENTINA",153116,3587998,70146
1992,"BRAZIL",199337,133578,86179
1993,"BRAZIL",31750,7325703,100905
1993,"BRAZIL",49789,2910717,104326
1992,"ARGENTINA",2163,4017783,63909
1992,"CANADA",153196,4796889,74951
1992,"BRAZIL",132218,5400907,75012
1992,"CANADA",50008,3051230,57480
1992,"PERU",83707,4767774,101442
1992,"CANADA",199004,1990915,66180
1993,"BRAZIL",29,3076914,55741
1993,"PERU",187418,6259494,90324
1992,"UNITED STATES",167245,1671793,78734
1992,"UNITED STATES",134329,801632,81799
1993,"PERU",103862,7724660,111951
1993,"ARGENTINA",2413,2034939,78924
1993,"CANADA",41023,2120844,57841
1992,"PERU",116623,3279240,98377
1992,"BRAZIL",155773,7373600,109726
1992,"ARGENTINA",150714,7360605,105882
1992,"ARGENTINA",37656,898818,95619
1992,"BRAZIL",78753,8229276,103905
1992,"UNITED STATES",188711,4454282,107982
1992,"ARGENTINA",51055,2931629,60363
1993,"ARGENTINA",133592,4785736,97535
1993,"BRAZIL",79082,2607073,63664
1993,"UNITED STATES",188638,942739,103597
1992,"PERU",32114,4916717,62766
1993,"UNITED STATES",107048,1844209,63302
1993,"ARGENTINA",149063,4704013,66723
1992,"UNITED STATES",82312,768820,77658
1992,"UNITED STATES",8631,307926,92377
1992,"CANADA",188102,3357272,71406
1993,"UNITED STATES",108144,4629298,69128
1993,"BRAZIL",9588,1779125,89854
1993,"BRAZIL",58431,2275886,83365
1993,"ARGENTINA",126822,9151659,110929
1992,"PERU",189874,2191678,117832
1993,"CANADA",81226,2366151,72433
1993,"PERU",163298,6206121,81677
1992,"BRAZIL",17494,4544997,84689
1993,"BRAZIL",174217,728242,77472
1993,"PERU",150956,1986880,120417
1992,"UNITED STATES",149542,7104634,95492
1993,"ARGENTINA",6654,6729522,93639
1993,"CANADA",91028,2969424,61141
1992,"UNITED STATES",77457,2203315,86067
1992,"CANADA",156712,3326943,106122
1993,"UNITED STATES",71495,3097226,87989
1993,"ARGENTINA",32372,1753073,78262
1993,"ARGENTINA",65755,7588507,103245
1993,"CANADA",85062,3149556,62823
1993,"PERU",120709,6226920,103782
1992,"ARGENTINA",193210,735010,78192
1992,"ARGENTINA",74497,684242,88289
1992,"UNITED STATES",98489,4334516,89248
1992,"BRAZIL",160551,4892665,96693
1993,"BRAZIL",89831,3277494,109249
1993,"ARGENTINA",173354,5035690,85641
1992,"BRAZIL",150362,5965808,84741
1993,"UNITED STATES",51485,7038752,86188
1993,"UNITED STATES",163482,6209738,92728
1992,"CANADA",118902,2422254,115254
1993,"UNITED STATES",130404,3826979,86064
1992,"ARGENTINA",2803,4421433,102348
1992,"PERU",119413,2917819,85944
1992,"PERU",74164,1069870,68289
1992,"BRAZIL",115455,5822982,88227
1993,"BRAZIL",43335,3845216,76699
1992,"UNITED STATES",49051,270013,60003
1993,"CANADA",69309,1879101,76698
1993,"ARGENTINA",31092,3537845,61385
1993,"ARGENTINA",39440,5599146,82766
1992,"CANADA",89166,3349964,69309
1993,"ARGENTINA",173173,2201982,74770
1993,"UNITED STATES",7019,851929,55560
1992,"UNITED STATES",72449,422167,85286
1992,"UNITED STATES",33606,4631116,92376
1993,"UNITED STATES",78842,2785885,109250
1992,"CANADA",7279,3309693,71176
1993,"ARGENTINA",13781,7141802,101686
1993,"ARGENTINA",159861,8094504,115251
1992,"UNITED STATES",42281,5220959,73396
1993,"BRAZIL",117590,6951219,96455
1993,"PERU",144859,875771,114231
1993,"CANADA",55257,120012,72735
1993,"BRAZIL",13490,516484,84209
1993,"UNITED STATES",109945,5999710,117296
1993,"CANADA",143322,4019502,81919
1993,"UNITED STATES",198865,3142176,117831
1993,"CANADA",20219,5470486,68352
1992,"PERU",196964,4983401,123657
1992,"ARGENTINA",164051,5463745,66903
1992,"CANADA",195074,1914936,70144
1992,"UNITED STATES",125655,5505809,100839
1993,"PERU",94484,3512868,88708
1993,"UNITED STATES",152727,6663271,106783
1993,"UNITED STATES",13449,1321566,81746
1993,"BRAZIL",120585,5245429,96334
1992,"ARGENTINA",194264,2151483,81495
1992,"ARGENTINA",99931,6217594,115855
1992,"ARGENTINA",50833,8476760,107029
1992,"PERU",167092,5175336,69545
1992,"ARGENTINA",22732,2680662,99283
1993,"UNITED STATES",190190,2166081,76811
1993,"ARGENTINA",187759,2456177,110805
1993,"UNITED STATES",63971,7279357,116098
1993,"PERU",153909,5692410,117774
1992,"ARGENTINA",102330,3677230,79939
1992,"UNITED STATES",65694,5890239,99581
1992,"UNITED STATES",110496,1446230,90389
1993,"BRAZIL",107396,6266136,84203
1993,"CANADA",41044,2473435,59102
1993,"ARGENTINA",164023,4800280,65221
1993,"UNITED STATES",75924,6072144,113995
1993,"UNITED STATES",9138,1828288,62827
1992,"CANADA",130195,367557,73511
1993,"PERU",7194,4658033,66071
1993,"CANADA",106724,3946041,103843
1992,"UNITED STATES",179436,872887,90925
1992,"BRAZIL",40133,2148406,64387
1993,"UNITED STATES",45843,7325299,107330
1993,"BRAZIL",65548,749202,90812
1993,"ARGENTINA",72543,3743383,90932
1993,"PERU",48264,4473239,72735
1992,"PERU",188082,5220896,70204
1992,"PERU",30953,5373025,113037
1992,"CANADA",125594,1979138,97175
1993,"PERU",82927,177622,114595
1992,"ARGENTINA",193609,3575460,102156
1993,"BRAZIL",190792,7691197,112967
1993,"ARGENTINA",1455,3646137,81387
1993,"PERU",135171,3028692,72370
1993,"CANADA",2502,4424175,84270
1992,"BRAZIL",12761,7788005,100425
1992,"ARGENTINA",197577,6564314,100474
1992,"UNITED STATES",153706,5574729,105582
1992,"PERU",132959,2537744,119517
1992,"UNITED STATES",3476,2227844,82768
1992,"PERU",168924,8155028,119575
1992,"UNITED STATES",98860,8379740,111531
1993,"CANADA",115445,5949832,87626
1992,"UNITED STATES",111678,7603515,101380
1992,"CANADA",164294,1730461,81497
1992,"UNITED STATES",172939,8963148,120715
1992,"UNITED STATES",29758,7773776,101265
1992,"BRAZIL",132227,1604246,75553
1992,"PERU",141421,3229023,87745
1993,"UNITED STATES",198506,4924210,96270
1993,"CANADA",74243,438206,73034
1992,"UNITED STATES",108240,5382410,74894
1992,"CANADA",188684,5807299,106360
1992,"BRAZIL",86970,5886565,117418
1992,"ARGENTINA",94000,2892540,59640
1992,"CANADA",54712,6593504,100002
1993,"ARGENTINA",75375,5425786,81022
1992,"BRAZIL",1715,4547805,97002
1992,"CANADA",116965,7575051,118917
1992,"PERU",168199,3649507,76031
1993,"UNITED STATES",18219,427590,68232
1993,"UNITED STATES",195566,3783372,99693
1993,"UNITED STATES",61752,2279287,102825
1993,"BRAZIL",83842,4924290,109550
1993,"BRAZIL",28625,2982950,93217
1992,"BRAZIL",150791,8483284,110507
1992,"BRAZIL",131840,2959379,112310
1992,"BRAZIL",88483,6565743,88288
1992,"CANADA",121974,1580808,119758
1992,"PERU",1987,6925000,113338
1992,"UNITED STATES",190274,1227843,81856
1992,"BRAZIL",190112,2591749,72126
1992,"ARGENTINA",8486,3539190,83668
1993,"BRAZIL",48975,3041796,115438
1993,"BRAZIL",3353,3279073,75381
1993,"CANADA",46830,5287846,106609
1992,"UNITED STATES",52242,802529,71654
1992,"CANADA",188800,8788586,113328
1992,"ARGENTINA",159211,5552087,76212
1992,"CANADA",93625,6820864,97117
1992,"CANADA",128825,8620263,111229
1993,"BRAZIL",79240,4864767,73154
1992,"CANADA",106820,8220690,109609
1992,"CANADA",33764,1512704,101865
1993,"BRAZIL",199224,481652,79393
1992,"PERU",81168,5405648,68949
1992,"BRAZIL",85772,2812432,105466
1992,"BRAZIL",161922,5594654,119035
1992,"UNITED STATES",153658,7803412,102699
1992,"BRAZIL",117683,4636053,102040
1992,"UNITED STATES",72964,7728470,116217
1993,"CANADA",123088,5444292,66664
1993,"PERU",91889,186207,112852
1993,"BRAZIL",111323,2668640,80059
1993,"CANADA",39200,4556800,68352
1993,"CANADA",4093,92729,59825
1993,"UNITED STATES",123599,6863555,97355
1992,"CANADA",4197,3208867,66071
1993,"BRAZIL",101018,3429987,61140
1993,"BRAZIL",199793,511053,113567
1993,"BRAZIL",137324,3528541,81679
1993,"ARGENTINA",44147,3282149,65468
1993,"CANADA",176720,7186880,107803
1993,"BRAZIL",27442,5390115,82166
1992,"UNITED STATES",155861,1288129,115011
1992,"UNITED STATES",152109,316980,69666
1992,"CANADA",153885,8821904,116332
1993,"UNITED STATES",72964,4863706,116217
1993,"CANADA",158147,4167374,72308
1992,"UNITED STATES",18123,4443500,62467
1992,"CANADA",181784,2886361,111946
1992,"BRAZIL",74720,5795942,101683
1993,"BRAZIL",38444,5554643,82946
1992,"CANADA",51500,985568,87090
1992,"BRAZIL",145834,1923066,112789
1992,"UNITED STATES",18989,3625162,114478
1993,"ARGENTINA",72244,3218171,72974
1993,"PERU",92017,3935139,60540
1993,"UNITED STATES",101313,5806621,78858
1993,"PERU",150895,4856941,116753
1993,"CANADA",88624,2249604,96757
1992,"UNITED STATES",10671,306843,94900
1992,"CANADA",57336,5711345,77599
1992,"PERU",189031,3091282,67201
1992,"ARGENTINA",31094,512545,61505
1993,"BRAZIL",184204,2461750,77292
1993,"ARGENTINA",102229,1063774,73873
1993,"UNITED STATES",80816,1983678,107808
1993,"CANADA",154138,1850185,71527
1993,"CANADA",85090,3268273,64505
1993,"BRAZIL",31090,3951618,61265
1993,"PERU",26120,2065040,62767
1993,"PERU",192023,1659149,66901
1992,"CANADA",97248,5105484,74714
1992,"ARGENTINA",120415,6611498,86124
1993,"BRAZIL",2866,5207523,106131
1992,"PERU",113215,1650714,73692
1992,"BRAZIL",197412,4377289,90564
1993,"CANADA",27854,3528063,106911
1993,"CANADA",169176,2634779,74710
1993,"BRAZIL",180214,2189803,77652
1992,"UNITED STATES",68503,6710040,88290
1993,"UNITED STATES",190891,4905177,118913
1993,"UNITED STATES",95840,8195189,110150
1992,"BRAZIL",171101,4479766,70326
1993,"PERU",100695,305224,101741
1993,"PERU",8299,5563192,72437
1993,"BRAZIL",119825,6484542,110689
1993,"BRAZIL",147227,2122850,76453
1992,"ARGENTINA",120403,2254665,85404
1992,"ARGENTINA",2321,660592,73399
1992,"CANADA",6127,3516740,61987
1992,"PERU",19931,1893501,111055
1992,"ARGENTINA",175594,2981887,100175
1993,"ARGENTINA",83823,5713164,108409
1993,"BRAZIL",70603,3804964,94416
1992,"BRAZIL",191543,4530944,98072
1993,"ARGENTINA",107901,3512376,114534
1992,"PERU",199205,4089971,78252
1992,"ARGENTINA",38361,519744,77961
1993,"BRAZIL",147243,830914,77414
1992,"BRAZIL",65926,4133845,113515
1993,"CANADA",38278,5244556,72976
1993,"PERU",102199,4078040,72071
1992,"ARGENTINA",80726,2027583,102403
1993,"PERU",169355,1338889,85461
1992,"BRAZIL",115706,7523829,103302
1992,"PERU",199198,1120772,77831
1992,"UNITED STATES",119385,1752666,84262
1993,"ARGENTINA",83311,3929525,77658
1993,"CANADA",29780,3267389,102586
1993,"CANADA",103398,5605560,84083
1993,"BRAZIL",193454,6454413,92847
1993,"CANADA",177189,4284753,75970
1993,"PERU",10598,2926664,90515
1992,"BRAZIL",139978,1517513,121078
1992,"UNITED STATES",3313,1922986,72978
1993,"ARGENTINA",17488,1406885,84328
1993,"CANADA",118234,1859561,75133
1993,"BRAZIL",144578,4337129,97354
1993,"CANADA",19179,521630,65890
1993,"CANADA",40338,6263817,76699
1992,"PERU",185382,2934760,88042
1992,"PERU",94393,5517650,83243
1992,"ARGENTINA",31604,3031274,92136
1992,"UNITED STATES",197383,4441140,88822
1992,"BRAZIL",181747,5595944,109724
1992,"CANADA",119347,5346488,81980
1992,"PERU",60487,5500424,86848
1993,"ARGENTINA",37685,7545462,97360
1993,"BRAZIL",160135,3097776,71707
1992,"BRAZIL",143682,6460945,103540
1992,"ARGENTINA",75246,4715207,73274
1992,"CANADA",13863,6396696,106611
1992,"PERU",15550,1200285,87933
1992,"ARGENTINA",8575,3100661,89014
1993,"UNITED STATES",161769,8881016,109845
1993,"PERU",44145,4299924,65348
1993,"BRAZIL",62669,5103832,97899
1992,"ARGENTINA",47316,1278469,75798
1992,"BRAZIL",197657,6865945,105279
1993,"PERU",53671,3939824,97480
1992,"UNITED STATES",14875,7265082,107392
1993,"UNITED STATES",131861,2544003,113571
1993,"CANADA",173333,4809648,84379
1992,"ARGENTINA",40799,1350077,104387
1992,"ARGENTINA",8295,3618293,72197
1992,"PERU",2114,585279,60966
1992,"UNITED STATES",29662,434523,95499
1992,"UNITED STATES",127286,1481379,78796
1992,"UNITED STATES",166967,8054481,122037
1992,"PERU",72495,5896374,88049
1992,"BRAZIL",2094,2356748,59765
1993,"BRAZIL",61410,3093900,82284
1993,"CANADA",142631,5025910,100417
1993,"PERU",146120,3958977,69967
1993,"UNITED STATES",163323,1147872,83179
1993,"CANADA",155943,5507079,119936
1993,"BRAZIL",86667,5996171,99219
1993,"ARGENTINA",88312,1955666,78018
1993,"UNITED STATES",61273,573935,74056
1993,"PERU",25428,2923387,81205
1993,"BRAZIL",107700,2950905,102462
1993,"ARGENTINA",196558,5188668,99273
1992,"PERU",162267,5303747,79755
1993,"PERU",57951,1282814,114537
1993,"CANADA",38821,3970153,105589
1993,"PERU",62957,4991870,115197
1992,"PERU",115237,2003568,75133
1992,"BRAZIL",196717,5941713,108822
1992,"PERU",6003,3719628,54540
1992,"UNITED STATES",154621,7245380,100537
1993,"ARGENTINA",138588,3666311,97594
1992,"CANADA",139990,2009690,121799
1992,"PERU",70256,728392,73575
1993,"ARGENTINA",91979,3766523,118258
1993,"CANADA",119156,1497141,70509
1993,"UNITED STATES",145437,5084734,88945
1993,"BRAZIL",127319,1278994,80778
1992,"UNITED STATES",53872,1188641,109552
1992,"UNITED STATES",22882,6335128,108292
1992,"UNITED STATES",63336,5846985,77959
1993,"CANADA",48033,361019,58861
1993,"BRAZIL",89378,3507304,82042
1993,"PERU",47838,5850379,107149
1993,"BRAZIL",103072,4143319,64504
1992,"ARGENTINA",189724,6308118,108823
1992,"BRAZIL",88579,3385951,94054
1992,"PERU",136731,5096365,106063
1992,"CANADA",96232,4362672,73693
1993,"ARGENTINA",30392,1795805,79343
1993,"UNITED STATES",118018,4061159,62160
1992,"BRAZIL",131827,1821643,111529
1993,"ARGENTINA",114986,2201078,120058
1993,"CANADA",156482,4569285,92308
1993,"CANADA",109268,822555,76635
1993,"ARGENTINA",163312,6076119,82518
1993,"PERU",131379,2820740,84622
1993,"PERU",16710,6734579,97602
1992,"CANADA",91354,3094305,80721
1992,"PERU",25454,4469418,82767
1992,"BRAZIL",75167,5653692,68529
1992,"BRAZIL",8544,143801,87152
1992,"PERU",189159,5107429,74889
1992,"CANADA",169958,393422,121677
1993,"UNITED STATES",47071,967166,61084
1993,"BRAZIL",113323,5703413,80179
1993,"CANADA",4992,3585311,113819
1993,"CANADA",97339,253902,80179
1992,"BRAZIL",110670,3025206,100840
1992,"BRAZIL",32535,284700,88051
1993,"PERU",25455,3979837,82827
1993,"CANADA",9460,3905699,82167
1993,"PERU",178329,1792925,84439
1993,"ARGENTINA",179193,717515,76331
1993,"CANADA",82514,3735288,89790
1992,"BRAZIL",148412,3364784,87624
1992,"PERU",155664,7506315,103179
1992,"PERU",16127,700976,62587
1993,"CANADA",196276,782193,82336
1993,"UNITED STATES",2116,1119921,61086
1993,"PERU",41396,3209736,80243
1992,"ARGENTINA",93964,2255569,117477
1993,"CANADA",132814,5152599,110808
1993,"CANADA",26379,129231,78322
1993,"BRAZIL",195864,3951077,117591
1992,"ARGENTINA",108598,7229655,96395
1992,"CANADA",175331,2295130,84379
1993,"CANADA",119870,7557590,113392
1993,"ARGENTINA",62675,2292738,98260
1992,"UNITED STATES",136514,6140019,93030
1992,"PERU",187839,3329562,115609
1992,"CANADA",95227,1317553,73333
1993,"BRAZIL",13669,864132,94959
1992,"PERU",190113,3419238,72186
1992,"PERU",75206,3330984,70872
1993,"UNITED STATES",181740,8656908,109304
1993,"BRAZIL",87978,186767,117958
1993,"CANADA",31543,990890,88472
1993,"PERU",47172,1181843,67150
1992,"CANADA",183352,1004745,86121
1992,"BRAZIL",27194,4106918,67271
1993,"UNITED STATES",57244,4826582,72074
1993,"UNITED STATES",83815,5641068,107928
1992,"CANADA",41929,1515445,112255
1992,"BRAZIL",78265,4278057,74595
1993,"PERU",114607,4825881,97296
1992,"PERU",5140,940626,62708
1992,"BRAZIL",193440,2882867,92006
1993,"PERU",33436,5233961,82165
1993,"UNITED STATES",7904,2261251,108714
1992,"UNITED STATES",82435,5417417,85045
1992,"PERU",39092,2466367,61865
1992,"ARGENTINA",68081,3210184,62944
1992,"BRAZIL",92317,5479462,78558
1993,"UNITED STATES",147035,1994181,64921
1993,"BRAZIL",61520,1483001,88891
1993,"UNITED STATES",104726,4652175,103843
1993,"BRAZIL",82036,641358,61081
1993,"BRAZIL",83436,5094334,85165
1993,"ARGENTINA",187128,2381635,72907
1992,"UNITED STATES",57613,2805109,94236
1992,"CANADA",91989,2353404,118858
1992,"CANADA",145130,3421978,70507
1993,"CANADA",114368,6231678,82941
1993,"PERU",24908,5564684,109974
1993,"UNITED STATES",3738,4432671,98503
1993,"PERU",115561,4297702,94593
1993,"ARGENTINA",127789,2441752,109006
1992,"BRAZIL",185822,9254834,114469
1993,"BRAZIL",114987,1601584,120118
1993,"CANADA",180229,6032885,78553
1993,"PERU",157490,2376944,92849
1993,"BRAZIL",81698,967501,100781
1992,"UNITED STATES",99271,6097296,76216
1992,"PERU",177814,8354232,113508
1992,"UNITED STATES",195599,318582,101675
1992,"PERU",191706,8456380,107862
1993,"UNITED STATES",46868,4537150,108891
1992,"ARGENTINA",192408,1269338,90024
1992,"PERU",21233,1385076,69253
1992,"BRAZIL",174380,3417793,87262
1993,"UNITED STATES",149611,2871194,99636
1992,"CANADA",168553,7240220,97293
1992,"CANADA",80555,1570867,92133
1992,"PERU",10271,3175253,70876
1993,"UNITED STATES",89177,3470521,69970
1993,"CANADA",162764,6839389,109605
1992,"PERU",83799,1764962,106967
1992,"ARGENTINA",74417,3914036,83484
1992,"CANADA",115831,7895198,110809
1993,"BRAZIL",17172,3206516,65350
1992,"UNITED STATES",23949,2697033,112376
1992,"UNITED STATES",99686,1426085,101140
1992,"PERU",13869,4717447,106971
1993,"BRAZIL",184858,6294834,116571
1993,"PERU",183406,3485196,89364
1993,"CANADA",92110,3074886,66126
1993,"UNITED STATES",91229,5381170,73213
1993,"BRAZIL",74402,1408057,82584
1993,"CANADA",62541,273644,90212
1993,"UNITED STATES",40052,4618984,59523
1993,"ARGENTINA",141171,1939472,72730
1993,"ARGENTINA",59963,2476772,115377
1993,"UNITED STATES",80257,960106,74235
1992,"CANADA",49059,870955,60483
1992,"ARGENTINA",32581,1869271,90814
1992,"PERU",179952,8046522,121917
1992,"BRAZIL",52593,454403,92735
1993,"ARGENTINA",194413,5372409,90444
1992,"PERU",92530,4823375,91351
1992,"ARGENTINA",45300,724764,74718
1993,"PERU",123833,8727101,111409
1993,"BRAZIL",186126,823029,72727
1993,"PERU",272,2925985,70336
1993,"ARGENTINA",181023,3214906,66241
1993,"CANADA",177789,6037166,112006
1993,"UNITED STATES",140945,3538945,119156
1993,"ARGENTINA",18795,3856027,102827
1993,"PERU",75185,2639409,69610
1993,"BRAZIL",55224,2790034,70753
1993,"BRAZIL",144009,312741,63180
1992,"BRAZIL",174360,1136013,86061
1992,"PERU",178511,146234,95370
1992,"ARGENTINA",129628,7625052,99457
1992,"CANADA",150530,316106,94831
1992,"BRAZIL",141108,4842307,68946
1993,"UNITED STATES",101918,7948427,115194
1993,"BRAZIL",64832,161714,107809
1993,"BRAZIL",172476,1709510,92908
1992,"CANADA",192135,2510707,73627
1992,"ARGENTINA",48566,5149504,90873
1992,"ARGENTINA",19859,5852416,106731
1992,"BRAZIL",1296,4406027,71837
1993,"CANADA",54876,842200,109852
1992,"BRAZIL",196025,645707,67261
1992,"PERU",67572,609669,92374
1992,"BRAZIL",16233,1150379,68953
1993,"CANADA",32109,1384663,62466
1992,"ARGENTINA",85603,1270880,95316
1992,"UNITED STATES",102319,2636013,79278
1992,"BRAZIL",153354,3940580,84441
1992,"PERU",4093,1381966,59825
1992,"BRAZIL",96649,7115747,98738
1993,"BRAZIL",199139,1348323,74287
1992,"ARGENTINA",97611,3310519,96516
1992,"CANADA",133623,6008560,99397
1992,"UNITED STATES",172829,7932491,114109
1992,"CANADA",53740,6097464,101624
1992,"PERU",46674,1604463,97240
1993,"CANADA",5802,3535146,102468
1992,"UNITED STATES",109961,8159774,118257
1992,"BRAZIL",177185,1798606,75730
1992,"BRAZIL",91049,1834630,62402
1992,"CANADA",39978,736500,115078
1992,"PERU",144489,5643206,92008
1992,"ARGENTINA",14959,908865,112437
1992,"PERU",195866,6962641,117711
1992,"BRAZIL",191835,7788246,115609
1993,"BRAZIL",158767,4290536,109545
1993,"BRAZIL",28780,5249372,102526
1993,"PERU",100704,6586960,102282
1992,"PERU",112759,166544,106305
1992,"PERU",26748,2133618,100484
1993,"UNITED STATES",32503,417730,86130
1993,"UNITED STATES",54577,3528737,91894
1993,"ARGENTINA",52957,6600787,114597
1993,"BRAZIL",158133,2489461,71467
1993,"PERU",179947,4661962,121616
1992,"BRAZIL",14178,856261,65530
1993,"PERU",75758,7380573,104025
1993,"BRAZIL",61545,2045881,90392
1993,"ARGENTINA",42147,2156497,65348
1993,"UNITED STATES",11300,1935657,72678
1993,"BRAZIL",71084,4557945,63304
1993,"BRAZIL",93615,4212949,96516
1993,"UNITED STATES",179274,6766350,81196
1992,"UNITED STATES",21524,6587234,86731
1992,"CANADA",103529,6194445,91951
1993,"UNITED STATES",37030,3885526,58021
1993,"CANADA",15146,636684,63668
1992,"CANADA",156968,1457971,121497
1993,"PERU",1587,4291576,89314
1993,"CANADA",174379,1116188,87202
1993,"PERU",144805,8257507,110988
1992,"UNITED STATES",39989,4074005,115738
1993,"CANADA",96309,6140131,78318
1992,"ARGENTINA",169793,350204,111767
1992,"PERU",65018,1907039,58980
1992,"PERU",58211,4763361,70152
1993,"UNITED STATES",145729,5061501,106483
1992,"ARGENTINA",2464,6763977,81987
1992,"BRAZIL",79152,617607,67869
1993,"ARGENTINA",83483,5772065,87988
1993,"ARGENTINA",38257,5271052,71715
1992,"UNITED STATES",58292,5406253,75017
1993,"ARGENTINA",65638,7216335,96217
1992,"CANADA",20722,3058744,98563
1992,"PERU",131729,6620307,105643
1993,"CANADA",18882,810396,108052
1992,"BRAZIL",176449,3648852,91526
1992,"BRAZIL",182639,1687197,103297
1992,"ARGENTINA",30519,2561284,86970
1992,"CANADA",27457,4635138,83067
1993,"BRAZIL",23640,2276659,93818
1993,"CANADA",19660,1724988,94779
1992,"ARGENTINA",179747,4654533,109604
1993,"PERU",165330,136742,83719
1993,"UNITED STATES",89634,4731257,97417
1992,"BRAZIL",24344,126834,76100
1993,"CANADA",185705,1955444,107442
1993,"PERU",181180,1392342,75670
1992,"UNITED STATES",186528,645808,96871
1992,"CANADA",8000,1569024,54480
1992,"CANADA",156229,2544735,77113
1993,"ARGENTINA",32412,3791236,80664
1993,"CANADA",140743,1658878,107024
1993,"CANADA",161721,8735328,106963
1993,"CANADA",102985,4091262,119278
1993,"ARGENTINA",81848,1346762,109790
1993,"ARGENTINA",124049,2839263,64382
1993,"UNITED STATES",88319,5712944,78438
1993,"BRAZIL",21926,4342612,110875
1993,"UNITED STATES",103714,1700532,103062
1993,"UNITED STATES",100915,4322292,114954
1993,"UNITED STATES",194720,5456863,108883
1992,"CANADA",4687,7640064,95500
1992,"PERU",167724,6638322,107503
1993,"UNITED STATES",137236,3507748,76393
1993,"BRAZIL",118168,3416140,71169
1993,"PERU",117900,2577657,115074
1993,"CANADA",84326,117928,78619
1992,"CANADA",92138,3186966,67807
1992,"BRAZIL",152085,4052553,68224
1992,"CANADA",140772,5773672,108766
1992,"CANADA",177216,501765,77592
1993,"BRAZIL",80627,1736229,96457
1993,"CANADA",170064,5167911,68043
1993,"BRAZIL",109096,895122,66305
1992,"ARGENTINA",21409,3033312,79824
1992,"UNITED STATES",132662,169466,101679
1992,"UNITED STATES",134200,5009617,74052
1993,"PERU",18775,2300139,101626
1992,"BRAZIL",124502,7107384,91590
1993,"BRAZIL",167033,3762102,66001
1993,"CANADA",117425,2998791,86545
1993,"BRAZIL",68335,3401691,78199
1992,"ARGENTINA",61431,4177290,83545
1992,"CANADA",159718,3967848,106662
1993,"CANADA",27046,4028385,58382
1993,"PERU",60956,3381499,115017
1993,"CANADA",81777,3397943,105526
1993,"BRAZIL",139778,1635993,109066
1993,"CANADA",115123,4967893,68287
1992,"PERU",111276,3388094,77236
1993,"ARGENTINA",127714,1097277,104502
1993,"CANADA",77745,7611065,103364
1993,"UNITED STATES",25123,2594097,62887
1993,"ARGENTINA",36273,4875776,72556
1993,"ARGENTINA",108105,5017854,66786
1993,"ARGENTINA",108958,1479146,118017
1992,"CANADA",125519,1686604,92670
1992,"ARGENTINA",99746,4572093,104744
1992,"CANADA",103539,4535038,92551
1993,"PERU",153406,919422,87564
1993,"ARGENTINA",77948,7264645,115556
1992,"CANADA",93697,7075537,101441
1992,"ARGENTINA",11379,2206532,77422
1992,"BRAZIL",45715,5463735,99642
1992,"PERU",132909,2272023,116514
1992,"PERU",49109,2792325,63486
1993,"ARGENTINA",113943,5886475,117416
1992,"BRAZIL",157543,2256761,96032
1992,"PERU",146308,5839741,81258
1992,"BRAZIL",130669,4330733,101979
1992,"PERU",128980,7087681,120538
1993,"PERU",26996,353830,115379
1993,"UNITED STATES",70619,6452226,95376
1992,"CANADA",66920,5675855,113215
1993,"BRAZIL",198749,6600127,110864
1993,"PERU",179579,2026772,99514
1992,"BRAZIL",126008,4665408,62040
1992,"ARGENTINA",3465,260007,82107
1992,"ARGENTINA",100417,4306091,85044
1992,"UNITED STATES",170517,7013619,95250
1992,"ARGENTINA",75267,3689512,74535
1992,"CANADA",27392,1535769,79163
1992,"PERU",133317,3175929,81018
1992,"UNITED STATES",55366,5835125,79281
1992,"CANADA",126650,1659883,100599
1992,"BRAZIL",198795,1704411,113627
1992,"PERU",132406,3006256,86304
1993,"ARGENTINA",64006,3445440,58200
1993,"UNITED STATES",69536,7075991,90331
1993,"BRAZIL",123578,7134994,96094
1993,"UNITED STATES",161449,3407552,90626
1993,"UNITED STATES",146785,3051745,109906
1993,"BRAZIL",35893,709609,109733
1992,"ARGENTINA",11884,4130524,107752
1992,"UNITED STATES",120967,9448773,119277
1993,"PERU",59915,7846498,112494
1993,"UNITED STATES",85171,4474377,69370
1992,"PERU",27503,7152500,85830
1992,"PERU",10021,465510,55861
1993,"PERU",20169,1568390,65349
1993,"PERU",158726,2923371,107083
1993,"BRAZIL",5955,6435165,111657
1992,"UNITED STATES",31750,469208,100905
1992,"PERU",172898,181321,118253
1992,"UNITED STATES",45911,5641292,111414
1993,"PERU",34936,2638011,112255
1993,"CANADA",161887,876996,116932
1993,"PERU",133384,5995517,85042
1993,"UNITED STATES",110530,1158478,92431
1992,"ARGENTINA",11150,2635896,63669
1992,"UNITED STATES",196679,4524407,106540
1992,"ARGENTINA",38666,962796,96279
1992,"CANADA",58345,3083702,78200
1992,"CANADA",191568,7969207,99573
