"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",9772,19920522,132529,726106,93691
"UNITED STATES",9772,19920522,10139,2014329,62947
"CANADA",14839,19940515,121960,6893256,118917
"PERU",9293,19970209,97691,5133617,101321
"UNITED STATES",23069,19930606,121931,2132599,117175
"PERU",23069,19930606,84219,996257,72192
"PERU",4378,19961010,100907,2991587,114474
"PERU",21815,19920122,184405,4021380,89364
"PERU",10882,19930208,64755,7506708,103185
"BRAZIL",10882,19930208,173102,5189241,70506
"UNITED STATES",21817,19960301,50923,8348313,112435
"UNITED STATES",3577,19980708,104404,3757611,84504
"UNITED STATES",28192,19970801,127810,6781518,110268
"UNITED STATES",12200,19941031,160358,972988,85101
"BRAZIL",27097,19931229,89831,3277494,109249
"ARGENTINA",27097,19931229,173354,5035690,85641
"ARGENTINA",1814,19950809,26422,6475112,80905
"UNITED STATES",1814,19950809,176290,3142467,81977
"PERU",2378,19961013,198659,4318546,105459
"UNITED STATES",2378,19961013,50664,435958,96879
"PERU",2378,19961013,194571,3444398,99934
"CANADA",763,19980424,42354,246306,77781
"ARGENTINA",11933,19940730,44915,5951712,111594
"UNITED STATES",11933,19940730,126418,411656,86664
"BRAZIL",4147,19920320,150362,5965808,84741
"BRAZIL",28636,19940327,138357,6563726,83721
"UNITED STATES",28636,19940327,41130,1974092,64267
"UNITED STATES",28636,19940327,55619,3779064,94476
"CANADA",26759,19940726,156737,3503154,107623
"BRAZIL",26759,19940726,20862,8290299,106971
"UNITED STATES",18800,19930601,165125,4922336,71407
"CANADA",18800,19930601,53463,4215384,84987
"PERU",8035,19950411,103338,394351,80479
"BRAZIL",8035,19950411,196262,1303929,81495
"CANADA",8953,19940630,159815,1876684,112488
"PERU",8953,19940630,150526,6520486,94591
"PERU",23414,19970311,57809,6341045,106008
"ARGENTINA",16447,19950504,182073,3511412,69304
"BRAZIL",1363,19950913,25552,3472242,88653
"BRAZIL",20618,19980519,183579,7107486,99754
"PERU",19549,19940622,183879,1142390,117772
"BRAZIL",19549,19940622,154751,4070160,108345
"PERU",13237,19930827,99697,2884373,101801
"UNITED STATES",10268,19940311,118957,2667532,118557
"UNITED STATES",22010,19930203,51485,7038752,86188
"UNITED STATES",20713,19930507,163482,6209738,92728
"ARGENTINA",20479,19970519,99427,6033756,85585
"PERU",20479,19970519,14090,3180957,60245
"UNITED STATES",27863,19940822,78425,261036,84205
"BRAZIL",27863,19940822,85079,4163705,63844
"UNITED STATES",21704,19930108,192398,5128431,89423
"CANADA",17896,19950416,55073,705256,61684
"PERU",17896,19950416,180080,5286484,69604
"BRAZIL",17896,19950416,1521,4643105,85351
"UNITED STATES",14398,19950109,15055,3282649,58203
"UNITED STATES",6344,19920514,47089,3282301,62164
"PERU",386,19980311,7058,1216928,57903
"BRAZIL",739,19960821,106605,5052366,96696
"CANADA",739,19960821,71198,4793679,70151
"CANADA",22771,19920205,63064,1423505,61623
"UNITED STATES",13321,19980117,12019,1385342,55860
"UNITED STATES",13321,19980117,75208,3660820,70992
"BRAZIL",6065,19980707,36521,6233813,87451
"BRAZIL",8651,19930531,118597,6378349,96935
"ARGENTINA",8651,19930531,196059,1681752,69303
"CANADA",26047,19930224,143011,4648184,63240
"PERU",18430,19920609,135227,4824204,75733
"CANADA",5744,19980330,192617,5684453,102576
"ARGENTINA",5744,19980330,130976,3973800,120418
"BRAZIL",29152,19960917,38722,1057878,99643
"PERU",12676,19920622,8417,3821157,79524
"CANADA",19279,19920518,48728,6036192,100603
"UNITED STATES",19279,19920518,90929,2795403,115195
"BRAZIL",19279,19920518,36375,2035246,78682
"CANADA",13106,19950702,108586,4893766,95674
"BRAZIL",21283,19930116,183287,748172,82216
"UNITED STATES",21283,19930116,109048,2188072,63422
"BRAZIL",21283,19930116,23070,3878931,59584
"UNITED STATES",28994,19970909,27043,1901278,58202
"UNITED STATES",26974,19940120,172024,4448745,65761
"CANADA",18812,19920414,118902,2422254,115254
"PERU",10345,19961010,135674,953995,102580
"UNITED STATES",10345,19961010,70462,1731844,85947
"CANADA",19399,19951119,40079,4218949,61144
"ARGENTINA",20845,19921115,78284,2206465,75736
"CANADA",11479,19960403,145000,1881000,62700
"CANADA",11479,19960403,6719,4838112,97542
"ARGENTINA",22819,19941214,141096,1671522,68225
"ARGENTINA",12845,19970211,145080,1269090,67504
"UNITED STATES",12845,19970211,141082,2048497,67384
"BRAZIL",19321,19950607,602,3008205,90156
"UNITED STATES",7028,19961004,117109,3135062,67566
"CANADA",7028,19961004,87378,4502990,81922
"BRAZIL",12274,19921102,147905,8899365,117174
"BRAZIL",2416,19951226,49583,6243730,91954
"CANADA",2416,19951226,44921,2104757,111955
"ARGENTINA",25123,19941022,140017,4376021,63420
"BRAZIL",25123,19941022,69676,5687435,98740
"PERU",25457,19980413,89682,7221657,100300
"UNITED STATES",25457,19980413,80644,2679031,97478
"BRAZIL",23506,19950902,147224,5205645,76273
"ARGENTINA",19609,19961004,172788,8038569,111646
"ARGENTINA",18575,19960902,88795,353190,107027
"PERU",6728,19941231,70743,5758166,102824
"CANADA",6728,19941231,7311,4561352,73098
"PERU",17168,19970610,165134,1352618,71947
"BRAZIL",17168,19970610,2720,7016641,97363
"PERU",16663,19930201,91214,596578,72312
"CANADA",16663,19930201,25278,4708395,72196
"UNITED STATES",16663,19930201,144329,3996361,82399
"PERU",16663,19930201,123609,6040620,97956
"UNITED STATES",18302,19980617,142760,3558648,108165
"UNITED STATES",18302,19980617,80240,604018,73214
"PERU",29761,19940626,183135,4017392,73087
"PERU",10096,19930821,197825,4949338,115369
"BRAZIL",5731,19970924,20059,1870964,58743
"BRAZIL",688,19980608,46763,7157055,102585
"CANADA",24977,19960316,112856,8256579,112131
"PERU",18932,19950120,9366,631303,76521
"CANADA",26761,19950811,117937,8515675,117295
"CANADA",26761,19950811,23815,8520169,104328
"BRAZIL",27064,19940714,18136,4506405,63247
"CANADA",20122,19920203,103375,4997969,82702
"CANADA",20122,19920203,135247,1961827,76934
"PERU",17035,19941107,138183,5505079,73270
"UNITED STATES",8839,19930117,130404,3826979,86064
"ARGENTINA",15814,19920422,191187,1955615,76690
"ARGENTINA",413,19950811,195290,3906517,83117
"UNITED STATES",3907,19960523,26652,4063445,94719
"PERU",15856,19970725,192103,3396474,71706
"CANADA",23161,19940707,191115,4341996,72366
"UNITED STATES",27583,19930710,192644,1106239,104198
"UNITED STATES",7226,19920404,125181,3093851,72370
"ARGENTINA",26903,19920328,2803,4421433,102348
"PERU",26903,19920328,119413,2917819,85944
"BRAZIL",22384,19960505,130544,3042011,94472
"CANADA",14650,19980302,49058,2528702,60423
"ARGENTINA",14650,19980302,158313,2106332,82278
"PERU",28796,19951214,166070,1432584,68164
"UNITED STATES",25963,19960608,157791,7066075,110927
"BRAZIL",25963,19960608,100560,145132,93633
"UNITED STATES",25108,19931204,18164,2999747,64929
"UNITED STATES",7129,19930507,31565,888956,89793
"BRAZIL",7129,19930507,97297,1980263,77657
"PERU",17,19920410,74164,1069870,68289
"ARGENTINA",17008,19930701,56074,3914266,61804
"BRAZIL",26012,19960404,91419,6702268,84624
"ARGENTINA",20717,19970124,132754,4631256,107205
"PERU",25393,19960120,84031,3115127,60901
"ARGENTINA",25393,19960120,92957,7195315,116997
"CANADA",27628,19920328,110632,7010744,98557
"BRAZIL",7291,19921217,115455,5822982,88227
"UNITED STATES",13066,19980407,121836,3667356,111469
"ARGENTINA",13066,19980407,81042,1012809,61382
"BRAZIL",13066,19980407,185285,4883677,82216
"PERU",23929,19960206,138745,8478116,107024
"PERU",604,19951031,43271,883988,72856
"ARGENTINA",27557,19940104,72217,5652315,71352
"CANADA",27557,19940104,144950,4692122,119697
"UNITED STATES",19768,19950806,17738,1639172,99343
"BRAZIL",11827,19980725,102547,1165254,92972
"BRAZIL",27424,19940209,120653,5292081,100419
"PERU",27424,19940209,90840,5108043,109850
"ARGENTINA",27424,19940209,135090,3208756,67505
"CANADA",27424,19940209,150469,1768651,91167
"ARGENTINA",28196,19920831,103178,3472639,70870
"CANADA",28196,19920831,12251,4331943,69795
"ARGENTINA",7525,19980305,34248,2474428,70934
"ARGENTINA",7525,19980305,124873,176501,113872
"BRAZIL",11113,19930112,43335,3845216,76699
"UNITED STATES",22171,19950311,148240,4248615,77294
"UNITED STATES",4193,19941111,155349,1421192,84260
"ARGENTINA",19240,19921030,154504,2116443,93510
"UNITED STATES",23566,19980619,197830,7626495,115669
"PERU",17776,19920215,106586,4788888,95554
"UNITED STATES",26761,19920809,49051,270013,60003
"BRAZIL",7699,19971217,175717,5937455,107562
"BRAZIL",7699,19971217,61524,3909888,89131
"UNITED STATES",7189,19960630,136552,7863322,95313
"BRAZIL",7189,19960630,94240,1572421,74054
"CANADA",6394,19971023,167280,4621170,80836
"ARGENTINA",19387,19950327,29625,6007051,93277
"CANADA",13861,19920628,18476,2788940,83668
"BRAZIL",8798,19970810,99840,7031868,110390
"UNITED STATES",8798,19970810,44914,2029929,111534
"PERU",6773,19950706,144844,7177592,113330
"BRAZIL",6773,19950706,158509,6771600,94050
"ARGENTINA",6773,19950706,170118,540590,71286
"ARGENTINA",385,19980111,116812,2779791,109728
"ARGENTINA",385,19980111,47016,823373,57780
"ARGENTINA",17084,19950702,106711,2236458,103062
"CANADA",17084,19950702,80362,3892844,80541
"ARGENTINA",17084,19950702,27785,5595652,102766
"PERU",15716,19970815,24058,2831250,58923
"CANADA",15716,19970815,37628,4804887,93937
"BRAZIL",15716,19970815,198007,3964740,66300
"BRAZIL",5618,19971129,114563,6747224,94653
"CANADA",10798,19960225,44647,6957058,95498
"CANADA",10798,19960225,17888,2947196,108352
"BRAZIL",10798,19960225,36204,2873304,68412
"PERU",7111,19980703,186000,4202820,65160
"ARGENTINA",28570,19920109,71412,2257725,83004
"CANADA",24997,19930822,103218,449405,73272
"BRAZIL",5596,19980715,115223,455664,74293
"UNITED STATES",5006,19920611,84656,7396050,98439
"BRAZIL",9604,19920423,51865,872092,109011
"ARGENTINA",14458,19940216,119262,3297963,76875
"CANADA",28783,19940220,184092,4064567,70565
"ARGENTINA",20579,19940711,23102,4869225,61506
"CANADA",7681,19970820,192240,4708136,79934
"ARGENTINA",29300,19940703,189784,3524580,112426
"CANADA",29300,19940703,83381,2005638,81862
"PERU",7492,19940713,8818,1726810,103608
"ARGENTINA",4708,19970322,89035,602129,61441
"ARGENTINA",2300,19951006,113436,2726377,86965
"UNITED STATES",2300,19951006,109843,366862,111170
"BRAZIL",7075,19940326,124312,2044554,80178
"CANADA",27790,19930731,69309,1879101,76698
"ARGENTINA",27790,19930731,31092,3537845,61385
"ARGENTINA",24607,19980330,113393,132200,84383
"UNITED STATES",23902,19980201,109921,7229364,115855
"UNITED STATES",2435,19920627,136197,616595,73991
"UNITED STATES",2435,19920627,59700,7100196,99582
"PERU",2435,19920627,140512,838355,93150
"PERU",28060,19941207,53258,5408231,72675
"PERU",2467,19970904,103124,3534648,67627
"CANADA",2467,19970904,1248,1023972,68954
"BRAZIL",17197,19951225,184647,5430423,103898
"UNITED STATES",4226,19921214,80397,1090892,82643
"UNITED STATES",11830,19940929,17528,1209900,86731
"PERU",24080,19950512,7380,2690624,77242
"ARGENTINA",24080,19950512,25171,2082723,65770
"ARGENTINA",18244,19931211,43743,6578286,101204
"CANADA",18244,19931211,84298,4359786,76937
"PERU",1792,19970325,5593,6461920,89915
"CANADA",12770,19921212,30341,2713039,76280
"CANADA",12770,19921212,118801,6431173,109188
"UNITED STATES",12770,19921212,83904,5474910,113274
"CANADA",8410,19920731,144729,1775493,106423
"BRAZIL",8410,19920731,43862,8848714,108351
"BRAZIL",9404,19960128,186756,5108103,110565
"CANADA",14696,19970623,175928,5951642,120235
"CANADA",3610,19960828,58654,7352071,96759
"BRAZIL",15814,19960218,186765,1703619,111105
"BRAZIL",12418,19970204,169602,4847640,100296
"ARGENTINA",12418,19970204,107965,4498348,118377
"CANADA",12418,19970204,117627,7413946,98677
"UNITED STATES",16441,19940502,195814,3410920,114588
"ARGENTINA",10796,19950217,3690,5601820,95621
"UNITED STATES",346,19970414,89942,7005214,115916
"UNITED STATES",29683,19970412,189784,5285933,112426
"BRAZIL",29683,19970412,89852,3558454,110511
"PERU",22571,19930812,156093,1263999,68945
"PERU",22571,19930812,81894,4044418,112553
"PERU",26581,19951029,20756,4778737,100605
"BRAZIL",23881,19931019,78192,340525,70211
"PERU",13556,19970410,3508,6097680,84690
"ARGENTINA",8648,19960521,104282,4244724,77176
"CANADA",19927,19980414,191762,5450054,111225
"ARGENTINA",19927,19980414,129106,3483621,68106
"BRAZIL",19927,19980414,71985,8278025,117418
"CANADA",20000,19951118,11186,2826335,65830
"PERU",5209,19921228,175660,3957304,104139
"UNITED STATES",28843,19970512,30622,7374945,93157
"PERU",28843,19970512,115287,123716,78136
"PERU",29597,19960406,148702,5101539,105042
"CANADA",29597,19960406,24573,5040820,89854
"UNITED STATES",5897,19960227,173887,4470806,117652
"PERU",7558,19950826,175561,2461386,98193
"UNITED STATES",22840,19920323,133884,7364659,115072
"ARGENTINA",16966,19970604,199451,4962990,93027
"BRAZIL",26414,19960811,133844,5980920,112670
"PERU",27823,19920710,42912,8903568,111294
"ARGENTINA",4511,19940414,22016,2665824,56280
"CANADA",29758,19980706,89401,4955385,83424
"UNITED STATES",28208,19961030,28233,5109412,69673
"ARGENTINA",27046,19941017,26606,7049960,91956
"BRAZIL",2243,19960306,83872,8639074,111352
"UNITED STATES",8425,19971118,186275,3565166,81676
"ARGENTINA",10036,19930502,39440,5599146,82766
"ARGENTINA",27856,19971020,75987,4232184,117778
"UNITED STATES",27856,19971020,100546,4200402,92792
"BRAZIL",13969,19940918,135982,1761696,121078
"PERU",20443,19970326,86124,516205,66607
"ARGENTINA",28984,19941014,192496,2773503,95309
"CANADA",4526,19921203,89166,3349964,69309
"CANADA",749,19941023,11688,5741251,95980
"UNITED STATES",749,19941023,26775,7351646,102106
"UNITED STATES",17608,19921003,136737,2394535,106423
"BRAZIL",15955,19931112,72920,7632253,113575
"ARGENTINA",6589,19951020,195441,428666,92186
"UNITED STATES",5650,19960727,537,4278089,86251
"CANADA",19072,19950222,43053,2635548,59763
"UNITED STATES",19072,19950222,37493,1098616,85829
"PERU",5530,19950120,106284,5326275,77416
"PERU",13561,19950511,147885,5450721,115972
"BRAZIL",18052,19940813,8227,2428235,68113
"PERU",5525,19940531,6727,1921254,98023
"CANADA",3058,19961203,19229,5281812,68893
"UNITED STATES",11911,19960408,169671,5765099,104440
"BRAZIL",11911,19960408,59043,3270658,60122
"CANADA",5875,19980703,65067,1358190,61923
"BRAZIL",7528,19970426,56972,4513789,115738
"UNITED STATES",28459,19930906,31406,3772805,80244
"ARGENTINA",6706,19930218,173173,2201982,74770
"ARGENTINA",25528,19980207,76136,2265408,66727
"BRAZIL",25528,19980207,36058,2584530,59643
"UNITED STATES",14215,19930918,171933,7662842,120295
"BRAZIL",18416,19980530,98116,4351713,66846
"PERU",10681,19940516,168208,1786680,76572
"CANADA",27019,19970912,25322,5095302,74839
"BRAZIL",27652,19951230,179122,3029224,72067
"CANADA",28123,19930901,106849,2000595,111350
"UNITED STATES",25117,19961003,6486,2154166,83548
"BRAZIL",10340,19930518,65004,3357585,58140
"BRAZIL",14588,19930101,27457,4554840,83067
"UNITED STATES",14588,19930101,135707,3642243,104562
"BRAZIL",4060,19980729,79951,2838496,115857
"UNITED STATES",1009,19940331,656,3472886,93399
"PERU",25222,19960915,148577,2965039,97534
"BRAZIL",18974,19930106,43081,1228896,61444
"ARGENTINA",18691,19920915,100939,3142686,116395
"BRAZIL",3827,19970616,146192,990552,74291
"ARGENTINA",21130,19941109,567,5341918,88053
"UNITED STATES",16979,19930801,7019,851929,55560
"BRAZIL",24892,19970801,56727,2833700,101023
"ARGENTINA",27773,19971001,69305,1641298,76458
"CANADA",27773,19971001,357,678969,75441
"CANADA",5393,19970131,76318,2887605,77658
"UNITED STATES",25274,19920718,103114,4676222,67026
"ARGENTINA",19727,19970426,176902,2024414,118734
"BRAZIL",19727,19970426,184536,972318,97231
"ARGENTINA",8711,19980131,199474,2004600,94408
"UNITED STATES",28814,19960724,48874,2369731,109372
"CANADA",18148,19931026,34157,294610,65469
"CANADA",16750,19980223,40705,3826252,98742
"PERU",17693,19970410,26853,3488506,106791
"PERU",21904,19971029,183729,6264760,108763
"UNITED STATES",875,19921223,72449,422167,85286
"UNITED STATES",875,19921223,33606,4631116,92376
"UNITED STATES",18176,19941220,119676,1404014,101740
"PERU",13969,19971121,194274,5980708,82096
"PERU",13969,19971121,191145,5049631,74168
"UNITED STATES",25166,19970119,55591,440778,92795
"CANADA",29440,19920620,58457,4212379,84927
"CANADA",770,19921105,193428,4622073,91285
"PERU",8332,19970611,108255,1642225,75795
"ARGENTINA",8332,19970611,85437,401125,85345
"CANADA",8332,19970611,134757,8779575,107505
"ARGENTINA",19474,19970514,108824,1378280,109969
"CANADA",19474,19970514,74893,5558840,112073
"CANADA",17300,19921226,172085,1504204,69424
"ARGENTINA",24091,19960626,146355,1785319,84081
"ARGENTINA",24091,19960626,181027,2548446,66481
"BRAZIL",24091,19960626,117573,2147269,95434
"PERU",863,19941225,44694,4571945,98321
"ARGENTINA",28628,19941223,38279,4981068,73036
"BRAZIL",6818,19930201,80228,231978,72493
"BRAZIL",16885,19960822,147589,4516960,98194
"CANADA",29089,19960925,19126,3077878,62707
"UNITED STATES",14161,19920905,161780,6232583,110506
"BRAZIL",14161,19920905,35698,4247594,98021
"CANADA",14161,19920905,169906,8049816,118554
"PERU",8992,19971018,113502,2564226,90930
"ARGENTINA",8992,19971018,11550,4123032,87693
"ARGENTINA",22951,19960124,129074,972907,66184
"UNITED STATES",22951,19960124,167727,6640464,107683
"PERU",1792,19950804,11734,2304022,98743
"PERU",24998,19920522,75509,4751884,89070
"UNITED STATES",12043,19930524,78842,2785885,109250
"CANADA",13154,19931029,192438,1671229,91825
"PERU",5932,19970228,32458,3620731,83427
"PERU",7886,19920719,164363,1444488,85641
"BRAZIL",7886,19920719,45192,3172760,68231
"ARGENTINA",18925,19970621,155317,1010020,82338
"UNITED STATES",22705,19930219,51396,367837,80843
"PERU",23851,19931228,2694,6904087,95801
"BRAZIL",23851,19931228,65964,6102533,115797
"PERU",1706,19951126,41956,353018,113877
"CANADA",1706,19951126,199281,937210,82816
"PERU",1838,19941105,85495,137685,88829
"ARGENTINA",23995,19931203,23453,3642086,82587
"CANADA",19345,19960605,105415,3471482,85224
"CANADA",23635,19941218,150637,6365740,101257
"CANADA",23635,19941218,149608,7235424,99456
"UNITED STATES",23635,19941218,129644,1101255,100418
"CANADA",21500,19980323,67522,1638472,89371
"BRAZIL",21500,19980323,34988,6276606,115378
"UNITED STATES",15479,19920611,63752,4478107,102945
"PERU",23575,19920128,190280,6114189,82216
"BRAZIL",23575,19920128,28687,4701628,96940
"CANADA",23575,19920128,5865,2117948,106251
"UNITED STATES",23575,19920128,130639,3305867,100177
"UNITED STATES",3634,19960909,39138,3694555,64627
"PERU",17524,19980410,188515,5310825,96210
"UNITED STATES",14011,19940131,54618,6010515,94356
"BRAZIL",4378,19930901,81184,5481006,69910
"BRAZIL",19060,19970519,156718,7203547,106482
"BRAZIL",19060,19970519,145721,6476795,106003
"CANADA",19060,19970519,131518,6772908,92970
"BRAZIL",4015,19950621,56505,1446885,87690
"PERU",12728,19940609,85157,5710750,68529
"CANADA",12728,19940609,19184,397144,66190
"CANADA",12728,19940609,13922,1380611,110155
"CANADA",5854,19950718,70900,4355455,112254
"UNITED STATES",26306,19920823,8310,1085514,73098
"CANADA",26216,19950101,1211,889768,66732
"ARGENTINA",6121,19921130,185038,2695272,67381
"CANADA",26630,19940314,13222,5068757,68113
"UNITED STATES",26188,19941201,134918,7710088,117174
"CANADA",10351,19931007,5263,1373873,70095
"BRAZIL",23275,19971107,78688,4386701,100000
"PERU",9458,19920304,50149,1719054,65948
"PERU",1360,19940212,1258,2816977,69555
"CANADA",14452,19980525,184472,5323127,93388
"BRAZIL",14452,19980525,5869,4632384,106491
"ARGENTINA",13177,19920827,119458,4840126,88647
"BRAZIL",28370,19980614,108278,117050,77176
"CANADA",14212,19980620,82275,565771,75436
"BRAZIL",22477,19920809,134360,2230976,83661
"PERU",22477,19920809,90247,3117844,74234
"PERU",16276,19951129,45366,2506008,78681
"PERU",3635,19930924,118092,3406866,66605
"BRAZIL",9490,19930414,107687,3084317,101680
"ARGENTINA",9490,19930414,41175,2120723,66970
"ARGENTINA",2390,19971029,187203,1290200,77412
"PERU",28726,19980702,116942,2852216,117536
"PERU",25624,19960213,41142,705124,64988
"PERU",25624,19960213,100815,5392955,108948
"UNITED STATES",5963,19960530,191275,5951472,81976
"UNITED STATES",5963,19960530,158464,4049743,91347
"BRAZIL",5963,19960530,94387,5059994,82882
"PERU",7126,19971002,103913,1916910,115014
"UNITED STATES",28886,19980607,175237,1074716,78733
"CANADA",25075,19940816,87143,2740589,67808
"UNITED STATES",23257,19920818,145972,6943834,121078
"PERU",23257,19920818,111942,191486,117236
"ARGENTINA",23257,19920818,196915,4013760,120714
"UNITED STATES",9884,19980202,136058,4884933,65643
"CANADA",8404,19941215,95664,3664529,99579
"UNITED STATES",8404,19941215,163492,699970,93329
"CANADA",5120,19920910,7279,3309693,71176
"BRAZIL",26545,19920525,69179,4078299,68890
"PERU",26545,19920525,82428,1117052,84625
"ARGENTINA",19189,19931118,13781,7141802,101686
"ARGENTINA",19189,19931118,159861,8094504,115251
"UNITED STATES",7939,19920117,34987,745728,115318
"PERU",15091,19980524,190722,5336647,108763
"PERU",19634,19970912,87280,4949995,76036
"ARGENTINA",19634,19970912,181061,913648,68523
"PERU",6314,19960507,25660,1826680,95139
"CANADA",27736,19960705,64094,3050473,63485
"PERU",5143,19960304,160061,5058222,67263
"CANADA",5143,19960304,134529,6879488,93811
"CANADA",5143,19960304,15078,357505,59584
"PERU",16123,19940501,123951,9479760,118497
"UNITED STATES",12784,19920106,42281,5220959,73396
"CANADA",622,19950304,85030,2233066,60901
"ARGENTINA",622,19950304,79479,3176547,87508
"BRAZIL",13672,19950206,12450,6008404,81747
"BRAZIL",5626,19970629,120766,8054714,107205
"UNITED STATES",14938,19950204,165136,994535,72067
"BRAZIL",3179,19920930,137957,5925001,119697
"PERU",3179,19920930,194955,2232395,122997
"BRAZIL",24380,19940402,158622,5102362,100837
"CANADA",24380,19940402,147226,5220202,76393
"BRAZIL",22657,19930425,23227,112721,69013
"UNITED STATES",29428,19960119,71262,2631776,73995
"PERU",14035,19970529,94858,1760207,111171
"UNITED STATES",14035,19970529,166888,9291544,117292
"ARGENTINA",9406,19960207,179389,4415418,88102
"BRAZIL",12559,19961121,7847,7824831,105290
"CANADA",12559,19961121,130032,3122368,63721
"BRAZIL",902,19940401,176178,4345699,75250
"PERU",902,19940401,103992,8892135,119759
"BRAZIL",19714,19940524,52434,1053686,83185
"BRAZIL",24475,19920525,3832,666558,104149
"BRAZIL",23713,19930610,117590,6951219,96455
"PERU",23713,19930610,144859,875771,114231
"ARGENTINA",18133,19960912,46488,2389843,86068
"ARGENTINA",14833,19950720,64983,701272,116878
"PERU",14833,19950720,149413,4679712,87744
"CANADA",15970,19930122,55257,120012,72735
"BRAZIL",8773,19980703,39761,2525628,102045
"PERU",8773,19980703,52623,3592413,94537
"UNITED STATES",24916,19920625,158625,3198878,101017
"CANADA",24916,19920625,9132,2989084,62467
"UNITED STATES",12745,19941218,89342,1574975,79880
"ARGENTINA",7543,19930806,81885,6870118,112012
"BRAZIL",7148,19960419,62708,2019876,100242
"CANADA",12451,19960619,157,666004,63429
"PERU",5174,19920703,148012,1350452,63600
"CANADA",4510,19961116,28001,1802260,55740
"UNITED STATES",17311,19950803,114386,4341178,84022
"CANADA",19339,19950423,35574,3939977,90574
"BRAZIL",19339,19950423,79852,6572677,109911
"ARGENTINA",19339,19950423,62703,7270780,99942
"UNITED STATES",20459,19971111,33526,5516985,87571
"CANADA",19310,19940622,22067,1301602,59343
"UNITED STATES",24293,19960621,27488,5455259,84928
"BRAZIL",7831,19940308,124769,2308569,107625
"CANADA",7831,19940308,186595,3003319,100895
"ARGENTINA",24566,19951214,176128,5779776,72247
"PERU",24566,19951214,167101,228947,70086
"CANADA",11884,19920520,55883,5295974,110332
"PERU",1565,19960101,197537,4210549,98071
"CANADA",1565,19960101,133918,8703566,117114
"CANADA",28567,19980712,169269,2055567,80295
"ARGENTINA",28567,19980712,32403,2511887,80124
"BRAZIL",4024,19930708,13490,516484,84209
"UNITED STATES",4024,19930708,109945,5999710,117296
"PERU",24574,19941205,112659,7542484,100299
"BRAZIL",25625,19960807,13955,717676,112137
"BRAZIL",4990,19950710,123293,1875713,78977
"CANADA",4225,19930820,143322,4019502,81919
"UNITED STATES",13033,19930307,118309,4730497,79638
"BRAZIL",7711,19970507,131582,145222,96814
"ARGENTINA",10988,19940725,193260,3532008,81195
"PERU",10988,19940725,114888,4186336,114172
"UNITED STATES",26605,19970205,42674,4035208,97000
"UNITED STATES",20797,19920909,185725,2933366,108643
"ARGENTINA",20797,19920909,154834,3481113,113329
"ARGENTINA",17387,19960615,24652,780441,94599
"PERU",17387,19960615,45535,7109505,88831
"CANADA",7993,19970326,12726,2674391,98323
"PERU",24230,19980202,75487,1003261,87748
"CANADA",3988,19930217,141742,2729122,107024
"ARGENTINA",3988,19930217,54713,6597460,100062
"PERU",9565,19970208,20509,6312672,85770
"CANADA",9565,19970208,85139,1321976,67447
"ARGENTINA",256,19920528,33053,4634435,59163
"BRAZIL",256,19920528,121091,4183682,66725
"ARGENTINA",23695,19930822,127407,6747417,86064
"BRAZIL",13330,19950403,47382,5503633,79762
"BRAZIL",13330,19950403,132338,3514896,82219
"CANADA",16280,19960823,82727,670210,102583
"CANADA",25583,19940802,189732,8569417,109303
"UNITED STATES",26617,19930625,198865,3142176,117831
"CANADA",23224,19920917,175673,3488596,104920
"ARGENTINA",23224,19920917,143997,1385832,122459
"UNITED STATES",21203,19950426,105199,1131938,72251
"ARGENTINA",21203,19950426,94842,1454777,110210
"PERU",7085,19930717,973,5059719,112438
"BRAZIL",7085,19930717,11403,1691632,78864
"CANADA",7085,19930717,36107,4412313,62586
"ARGENTINA",845,19980508,71552,3293915,91413
"BRAZIL",13558,19970414,53582,3040448,92134
"PERU",17285,19950720,163296,3095103,81557
"BRAZIL",27214,19951113,175490,2421813,93929
"UNITED STATES",27214,19951113,181251,4476360,79935
"PERU",27214,19951113,72203,5192033,70512
"BRAZIL",2920,19920803,114542,5382515,93392
"UNITED STATES",18704,19951216,166936,5207618,120175
"ARGENTINA",94,19920219,86822,2658965,108529
"UNITED STATES",94,19920219,7675,5760918,94960
"BRAZIL",12562,19940313,129652,4358836,100899
"UNITED STATES",10330,19961227,133900,8451143,116034
"ARGENTINA",4114,19930914,39966,1240779,114357
"BRAZIL",6479,19931217,20083,451386,60184
"ARGENTINA",6479,19931217,101438,3517966,86365
"BRAZIL",16408,19920206,180730,179262,108643
"BRAZIL",12583,19960915,28420,6539837,80905
"PERU",14038,19980426,111150,220618,69669
"PERU",14038,19980426,87510,4222978,89850
"BRAZIL",27550,19961212,179656,2395197,104139
"BRAZIL",19318,19980608,37662,6694577,95979
"ARGENTINA",27868,19971229,116787,1342012,108226
"CANADA",27868,19971229,34750,3836175,101085
"CANADA",6151,19931031,20219,5470486,68352
"PERU",17564,19960329,71318,5306799,77358
"ARGENTINA",7258,19931014,140180,4490262,73210
"UNITED STATES",20668,19961031,140363,1389326,84201
"UNITED STATES",20668,19961031,104461,6612155,87927
"PERU",6872,19950110,3054,4074161,57423
"PERU",26771,19940608,14813,1368425,103668
"CANADA",26771,19940608,159554,4698657,96813
