"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST8",1993,169582,420970,2223757,113457
"UNITED ST9",1993,666835,243347,3504536,77419
"UNITED ST7",1993,666835,329199,1337488,73690
"UNITED ST4",1992,607501,161637,5265753,101917
"UNITED ST1",1993,9952,521490,2932251,90688
"UNITED ST2",1992,84391,676596,5996171,94353
"UNITED ST6",1992,238007,453694,5997518,98860
"UNITED ST7",1993,582539,695896,8528504,113511
"UNITED ST6",1993,215453,486961,4786088,116876
"UNITED ST6",1993,663580,551019,3389728,64199
"UNITED ST1",1992,513229,309725,3870138,104082
"UNITED ST1",1992,463588,638255,4414914,71593
"UNITED ST0",1993,835078,494418,2259824,84743
"UNITED ST5",1993,37840,782599,1957335,100893
"UNITED ST4",1992,366868,592259,3769931,81073
"UNITED ST6",1993,638168,609997,5253674,114417
"UNITED ST2",1993,115610,764222,5530617,77171
"UNITED ST8",1992,598153,335103,4757216,68285
"UNITED ST2",1992,303922,676294,127026,76215
"UNITED ST2",1992,814282,60371,5591754,79882
"UNITED ST6",1992,701611,362450,907464,90746
"UNITED ST1",1992,345179,462504,1214245,87988
"UNITED ST3",1993,534202,15891,4031171,108413
"UNITED ST3",1993,201605,56105,2368375,63666
"UNITED ST4",1993,203740,277417,1426471,83664
"UNITED ST0",1993,583450,608350,1691182,75499
"UNITED ST5",1992,226252,469858,7896225,109669
"UNITED ST7",1992,569047,736844,8386531,112848
"UNITED ST8",1992,418543,653961,6411185,114895
"UNITED ST1",1993,360742,582679,1726417,105699
"UNITED ST8",1993,412423,48905,185390,111234
"UNITED ST1",1992,662273,722694,6628024,102999
"UNITED ST5",1992,117898,358878,6879726,116211
"UNITED ST3",1992,117898,638148,4096806,65166
"UNITED ST6",1993,442813,445411,5102739,81383
"UNITED ST7",1993,689185,88921,5861544,114595
"UNITED ST7",1992,674743,354013,4358695,64020
"UNITED ST7",1992,354326,567113,2219749,70805
"UNITED ST6",1992,354326,252370,851599,79341
"UNITED ST6",1992,158387,157069,3822973,67563
"UNITED ST9",1993,464869,536714,4772380,105041
"UNITED ST3",1992,876421,679680,2595692,99579
"UNITED ST3",1993,35485,640541,4497864,88890
"UNITED ST7",1993,795683,446147,419758,65587
"UNITED ST4",1992,808066,350363,2798433,84801
"UNITED ST1",1993,596590,66782,4919318,104926
"UNITED ST1",1992,593617,206497,1361375,84208
"UNITED ST7",1993,710554,476488,2643350,87867
"UNITED ST8",1993,146257,265727,487500,101562
"UNITED ST2",1993,394450,327008,4868592,62099
"UNITED ST4",1993,420614,45440,3025800,83126
"UNITED ST7",1992,206701,254603,1317721,93455
"UNITED ST2",1992,659345,582705,2688670,107260
"UNITED ST9",1993,201259,289880,3365766,112192
"UNITED ST2",1992,52705,518080,3755365,65883
"UNITED ST4",1992,493016,534765,178174,107984
"UNITED ST5",1992,573649,409975,8061931,113097
"UNITED ST9",1992,618172,391663,3874267,105279
"UNITED ST7",1993,444179,712200,3258312,72730
"UNITED ST8",1992,682240,199813,3955691,114768
"UNITED ST0",1992,459280,343767,1738320,108645
"UNITED ST8",1993,638225,589149,2897200,74287
"UNITED ST4",1992,17725,453781,3315126,104085
"UNITED ST8",1992,764743,304454,271269,87506
"UNITED ST2",1992,155323,633126,2965452,63545
"UNITED ST9",1992,297452,31280,3721052,72676
"UNITED ST3",1993,573178,42978,3004397,115258
"UNITED ST2",1992,528136,716867,6729040,113029
"UNITED ST1",1992,881992,33268,1268530,72075
"UNITED ST5",1992,416290,112835,8245017,110869
"UNITED ST0",1993,814027,610244,5424787,69252
"UNITED ST4",1993,390994,375540,1841704,96931
"UNITED ST4",1993,259531,751437,4554504,89304
"UNITED ST9",1993,259531,593542,5076654,98131
"UNITED ST9",1993,887852,334346,4223809,82819
"UNITED ST7",1993,607831,316950,8013313,118016
"UNITED ST6",1992,585749,256843,4938733,107989
"UNITED ST3",1992,305236,247875,4916253,109371
"UNITED ST2",1993,341311,503906,6783893,114592
"UNITED ST8",1993,341311,729396,2626938,85521
"UNITED ST9",1993,573451,469351,1254313,79219
"UNITED ST1",1993,642490,589057,3128661,68761
"UNITED ST6",1992,445309,174185,113326,75550
"UNITED ST6",1993,663998,550764,6445956,108884
"UNITED ST9",1993,678340,746025,3855564,64259
"UNITED ST5",1993,571142,616404,360461,79222
"UNITED ST1",1992,93259,449095,4604348,62644
"UNITED ST2",1992,19933,271463,688536,86067
"UNITED ST0",1993,674291,689684,656070,100419
"UNITED ST8",1992,652826,608524,5873209,85949
"UNITED ST7",1992,638758,585220,352404,78312
"UNITED ST0",1992,863084,552126,5301450,70686
"UNITED ST3",1992,809720,80445,5530707,85526
"UNITED ST1",1992,809720,85317,4770361,78138
"UNITED ST3",1992,212780,599119,3179214,73085
"UNITED ST7",1992,351245,256186,2105019,68530
"UNITED ST9",1992,410464,143099,2686195,68525
"UNITED ST1",1993,164821,63716,3063791,100782
"UNITED ST6",1992,320800,595757,3877763,111163
"UNITED ST2",1993,198601,534675,4308318,102579
"UNITED ST0",1992,330085,137672,6677971,102580
"UNITED ST9",1993,251902,696530,915900,91590
"UNITED ST0",1993,311606,558046,2921236,66241
"UNITED ST6",1992,373999,733490,3542044,91407
"UNITED ST0",1993,219316,160486,569104,92788
"UNITED ST4",1993,778058,500895,375382,113752
"UNITED ST8",1993,321781,444519,275136,87809
"UNITED ST8",1992,532426,110398,5070204,84503
"UNITED ST3",1992,52591,600950,4716144,111055
"UNITED ST9",1993,836392,478673,4129125,99099
"UNITED ST6",1992,548866,733379,649676,84740
"UNITED ST6",1992,504715,277922,7187359,113994
"UNITED ST4",1992,182006,103852,6365565,111351
"UNITED ST4",1992,356962,299693,1624972,101560
"UNITED ST0",1993,23554,617658,1945890,94537
"UNITED ST9",1993,23554,686743,5811825,103782
"UNITED ST8",1992,694414,616077,1603759,59582
"UNITED ST9",1992,234712,108459,4827910,88047
"UNITED ST5",1993,186334,350971,1116121,121317
"UNITED ST9",1992,659435,157813,1739853,112248
"UNITED ST8",1992,2426,778098,2540289,70563
"UNITED ST4",1992,895150,89782,8249407,106306
"UNITED ST4",1992,816070,243525,1718156,88110
"UNITED ST3",1992,115334,351517,4969008,94110
"UNITED ST5",1993,353173,259438,2168795,83845
"UNITED ST2",1992,568999,390716,7154532,108402
"UNITED ST1",1992,205375,677340,129096,79038
"UNITED ST3",1992,596125,374304,4679294,82697
"UNITED ST3",1992,596125,690688,1510785,100719
"UNITED ST7",1992,20125,550320,5925177,82218
"UNITED ST1",1992,78256,174391,3590205,87923
"UNITED ST3",1992,844927,694551,3616516,92731
"UNITED ST5",1992,416915,641713,5385983,99280
"UNITED ST7",1992,357802,474344,2301786,79099
"UNITED ST0",1992,849097,795161,1771143,75367
"UNITED ST0",1993,466570,451442,5640564,83605
"UNITED ST5",1993,318343,565186,1664042,75069
"UNITED ST8",1993,318343,533741,4475843,106483
"UNITED ST4",1992,760019,175943,4881796,121136
"UNITED ST3",1993,828842,110056,4797225,63963
"UNITED ST5",1993,380168,342755,1858863,107864
"UNITED ST5",1993,458425,342802,2853890,110687
"UNITED ST4",1993,100171,660421,2707524,82883
"UNITED ST6",1992,564863,412025,2813811,56220
"UNITED ST9",1992,853480,701117,1610035,67084
"UNITED ST3",1992,699199,565167,1287586,73928
"UNITED ST8",1992,872596,661707,5865375,100120
"UNITED ST7",1992,344044,640933,3373020,112434
"UNITED ST5",1992,657044,660457,4399671,85045
"UNITED ST7",1992,348895,497867,3946001,111890
"UNITED ST8",1992,331369,554810,2506277,111887
"UNITED ST5",1993,724888,14847,6573425,105710
"UNITED ST9",1993,765170,153354,1322909,84441
"UNITED ST1",1992,456766,776308,4833870,83056
"UNITED ST5",1993,429836,491701,5352254,101560
"UNITED ST7",1993,851452,148173,3350890,73270
"UNITED ST1",1993,45055,117940,1116025,117476
"UNITED ST0",1992,344380,135513,5472434,92910
"UNITED ST4",1993,544354,32137,1004982,64147
"UNITED ST8",1992,192104,149711,7775295,105642
"UNITED ST8",1993,4976,590323,5876501,84798
"UNITED ST2",1992,219517,358173,1096963,73869
"UNITED ST3",1992,137143,108040,3964735,62882
"UNITED ST0",1993,158135,647505,2353001,87148
"UNITED ST1",1992,605308,196981,8887520,124678
"UNITED ST6",1993,344138,180156,2158317,74169
"UNITED ST0",1993,344138,195167,1318957,75729
"UNITED ST7",1993,97120,700337,3878170,80238
"UNITED ST5",1992,56954,281013,2415420,59640
"UNITED ST0",1993,880940,769035,4769280,66240
"UNITED ST2",1993,393937,122914,1917540,116214
"UNITED ST0",1992,157973,448029,3316915,58620
"UNITED ST4",1992,363010,203326,2035737,73758
"UNITED ST7",1993,301820,43188,1646998,67870
"UNITED ST2",1992,84415,615326,953310,74477
"UNITED ST2",1992,715528,701597,4543107,95913
"UNITED ST5",1992,842780,203239,2732190,68533
"UNITED ST8",1993,262198,62691,2430924,99221
"UNITED ST0",1993,231757,532848,4239368,112849
"UNITED ST8",1992,37993,249648,1782955,95857
"UNITED ST1",1992,37993,626180,2366054,66369
"UNITED ST0",1992,690230,412539,914451,87090
"UNITED ST2",1992,477185,501506,5155581,90448
"UNITED ST0",1992,77428,427087,2433744,60843
"UNITED ST4",1992,77428,446667,6549764,96818
"UNITED ST3",1992,405439,793750,829674,110623
"UNITED ST4",1993,711458,403230,4936262,67992
"UNITED ST3",1993,873169,23521,960605,86671
"UNITED ST2",1993,210277,794384,1593661,88701
"UNITED ST7",1992,642829,208726,6501241,98082
"UNITED ST8",1992,217076,797679,7914931,106598
"UNITED ST0",1993,559786,327953,1303458,118856
"UNITED ST4",1993,670153,534318,3144074,81137
"UNITED ST4",1993,732461,61138,4906516,65947
"UNITED ST7",1992,772084,165459,823203,91467
"UNITED ST9",1993,183055,181026,2169759,66421
"UNITED ST0",1993,52360,268522,6376401,89430
"UNITED ST3",1993,106192,541914,7475411,117353
"UNITED ST8",1993,222313,111048,1643630,63542
"UNITED ST8",1992,512408,605676,2328174,94898
"UNITED ST4",1992,53245,738916,928568,117292
"UNITED ST6",1993,191992,202081,1252431,58984
"UNITED ST5",1992,18190,127786,6221265,108826
"UNITED ST0",1993,587107,548909,2392529,117472
"UNITED ST0",1992,854758,382864,5396668,116811
"UNITED ST2",1993,101752,335133,3625844,70087
"UNITED ST6",1992,73309,612276,5764152,71294
"UNITED ST7",1993,466591,522907,6391762,115792
"UNITED ST6",1993,686848,59489,289696,86908
"UNITED ST7",1993,896416,748629,483145,100655
"UNITED ST9",1993,646556,556904,2949163,117652
"UNITED ST2",1992,261395,617798,4660004,102945
"UNITED ST1",1992,261395,402883,4750387,107151
"UNITED ST9",1993,115318,350742,347789,107563
"UNITED ST3",1993,879211,547382,6243444,85761
"UNITED ST5",1993,678679,133475,5551169,90508
"UNITED ST1",1993,801166,734553,2238403,95251
"UNITED ST0",1992,881623,21777,6964957,101926
"UNITED ST2",1992,390997,785925,5831581,120653
"UNITED ST3",1992,249179,427800,5345751,103666
"UNITED ST4",1992,679561,329934,1608450,117835
"UNITED ST3",1993,748742,284618,3028914,96156
"UNITED ST7",1992,544348,618248,3117279,69972
"UNITED ST8",1992,688814,418373,4491315,77481
"UNITED ST4",1993,124379,691893,1696374,113091
"UNITED ST7",1992,630733,166570,5130646,98194
"UNITED ST9",1993,174064,373586,7083044,99574
"UNITED ST4",1993,197218,679182,441237,69669
"UNITED ST5",1993,369760,719531,3125808,93030
"UNITED ST3",1993,53923,749986,1498459,122157
"UNITED ST7",1992,162284,260105,4899414,63905
"UNITED ST7",1993,849844,622879,3115381,108110
"UNITED ST4",1992,376295,4757,7074069,99705
"UNITED ST7",1992,16306,490052,4391114,62521
"UNITED ST0",1992,854887,555772,2138467,109665
"UNITED ST3",1992,217901,421168,1960452,65348
"UNITED ST7",1992,122818,435196,5321023,67870
"UNITED ST9",1993,278686,720529,5355037,92969
"UNITED ST5",1993,340543,388005,4820085,65579
"UNITED ST6",1993,340543,56499,6776761,87329
"UNITED ST7",1993,340543,739284,3722302,79395
"UNITED ST6",1993,322231,266290,1108038,75376
"UNITED ST6",1993,322231,713704,329792,103060
"UNITED ST9",1993,743719,453331,3205637,77058
"UNITED ST8",1993,743719,731641,7389590,100356
"UNITED ST7",1993,332305,456054,3987598,60601
"UNITED ST7",1992,443621,579759,8123509,110323
"UNITED ST9",1992,236635,762438,5188383,90024
"UNITED ST6",1993,380713,303259,2571182,75734
"UNITED ST3",1992,536449,704515,829636,91168
"UNITED ST7",1992,78311,588481,7228932,94167
"UNITED ST5",1993,474370,658218,1979510,70570
"UNITED ST1",1993,221471,587217,237362,78251
"UNITED ST0",1992,450697,754887,4064292,116511
"UNITED ST3",1993,251971,166700,2090006,106002
"UNITED ST6",1993,251971,303097,1197987,66004
"UNITED ST4",1992,803251,245435,3278497,82825
"UNITED ST4",1992,803251,559280,3180742,80355
"UNITED ST2",1992,814126,523865,8144678,113330
"UNITED ST8",1992,56324,110511,737932,91290
"UNITED ST6",1992,726911,102788,6984042,107446
"UNITED ST1",1992,726911,349487,5365353,92188
"UNITED ST4",1992,719854,718476,4543097,89666
"UNITED ST0",1993,673792,94300,5477477,77658
"UNITED ST0",1993,131941,464966,5039753,115856
"UNITED ST2",1992,819463,103088,1806828,65464
"UNITED ST0",1992,819463,183056,5182677,68343
"UNITED ST0",1993,517724,671808,8197620,106786
"UNITED ST9",1993,23282,301877,4415321,112731
"UNITED ST1",1993,64603,544267,257003,78674
"UNITED ST1",1993,311708,153712,874026,105942
"UNITED ST2",1992,340067,302920,7230141,115374
"UNITED ST7",1993,847819,349756,3862477,108344
"UNITED ST6",1992,145438,402491,3887781,83608
"UNITED ST5",1993,233903,177758,7431116,110145
"UNITED ST0",1992,804058,472359,3466783,79879
"UNITED ST7",1992,167746,102909,8431479,114714
"UNITED ST8",1993,248681,646841,2765742,107268
"UNITED ST4",1992,248824,227745,6858193,100363
"UNITED ST4",1993,423260,333430,4876115,87805
"UNITED ST6",1993,611666,759992,5891177,123117
"UNITED ST8",1993,611666,376887,7048329,117832
"UNITED ST5",1993,754555,434824,7756308,105528
"UNITED ST8",1992,795691,211623,1243034,92076
"UNITED ST3",1993,512452,340030,1655320,64201
"UNITED ST3",1993,794545,470349,3799641,79159
"UNITED ST5",1993,528979,436359,5658001,77719
"UNITED ST2",1992,175189,737582,6627198,97173
"UNITED ST0",1993,172441,605484,4751919,83367
"UNITED ST8",1993,175207,362545,2864618,96451
"UNITED ST4",1993,298055,407271,4717713,70695
"UNITED ST8",1993,214073,681406,3225635,83242
"UNITED ST0",1992,850636,773121,5107122,71645
"UNITED ST4",1993,794690,3758,7816872,99705
"UNITED ST6",1992,336199,704054,2409111,63481
"UNITED ST9",1993,130705,233730,1896640,99823
"UNITED ST1",1992,870125,128088,4017888,66964
"UNITED ST0",1992,341191,726561,6143741,95251
"UNITED ST4",1992,721138,657705,6065420,99760
"UNITED ST6",1993,25912,166674,4558814,104440
"UNITED ST4",1992,526297,352976,7304256,121737
"UNITED ST8",1992,554813,524057,3670096,64861
"UNITED ST4",1992,392719,83487,4117344,88228
"UNITED ST0",1992,187465,286270,3777573,75375
"UNITED ST4",1993,869326,782902,7542506,119092
"UNITED ST3",1993,869326,168988,3182148,123418
"UNITED ST5",1992,489412,766268,4013363,80053
"UNITED ST2",1993,415981,40041,1824734,58862
"UNITED ST9",1993,228691,64903,1931408,112074
"UNITED ST5",1992,568759,437645,5583483,94957
"UNITED ST6",1992,828200,278069,298409,62823
"UNITED ST0",1992,477452,498352,1883710,81019
"UNITED ST2",1993,168754,579734,3134090,108822
"UNITED ST9",1993,870089,490127,1809702,67026
"UNITED ST9",1992,234877,486177,4578158,69789
"UNITED ST4",1993,399164,363775,3848524,110325
"UNITED ST3",1992,833530,81459,5041575,86427
"UNITED ST6",1992,300301,39507,3535246,86790
"UNITED ST7",1993,743152,148721,3295218,106183
"UNITED ST5",1993,52567,281254,5284356,74114
"UNITED ST4",1992,637274,479637,6178683,96996
"UNITED ST3",1992,819304,775940,5999348,120954
"UNITED ST3",1993,535093,113492,286043,90329
"UNITED ST8",1993,360085,694403,1991252,83842
"UNITED ST7",1992,859918,189844,6509305,116030
"UNITED ST2",1992,504667,386425,1925536,90684
"UNITED ST8",1992,333935,580771,4536787,111105
"UNITED ST5",1993,679769,554119,4434280,70385
"UNITED ST6",1992,643771,575277,3445533,81135
"UNITED ST4",1993,660875,586237,3076463,79392
"UNITED ST3",1993,4420,359698,3445052,105460
"UNITED ST7",1992,320375,565526,3331009,95490
"UNITED ST1",1992,524725,778361,1139949,86359
"UNITED ST5",1992,516637,592310,5712929,84137
"UNITED ST4",1992,327844,731635,7094716,99996
"UNITED ST6",1993,584953,336014,2270100,63000
"UNITED ST5",1993,516526,22856,7670401,106731
"UNITED ST7",1993,290425,789985,5789110,124497
"UNITED ST1",1993,161863,731589,1111697,97233
"UNITED ST6",1992,597151,24401,3728350,79524
"UNITED ST6",1993,87106,757907,7167845,117892
"UNITED ST4",1992,88648,348006,396300,63239
"UNITED ST3",1992,225124,78921,7523683,113995
"UNITED ST0",1992,734698,647683,6731323,97839
"UNITED ST5",1993,68951,787021,1030430,66479
"UNITED ST8",1993,48076,710722,2280220,103961
"UNITED ST0",1993,684740,78897,5291885,112553
"UNITED ST0",1993,684740,553005,3618291,63478
"UNITED ST8",1992,150979,373336,1410729,84559
"UNITED ST6",1992,150979,249515,6883150,87870
"UNITED ST4",1992,401893,391667,3446954,105519
"UNITED ST5",1993,671692,671137,3194652,66486
"UNITED ST3",1992,400609,138554,6220500,95553
"UNITED ST4",1992,140429,225985,7223466,114658
"UNITED ST4",1993,240167,157905,1570320,117774
"UNITED ST2",1992,805457,92065,3383649,63423
"UNITED ST7",1992,533155,232890,2227559,109372
"UNITED ST0",1993,730372,707184,3655639,71469
"UNITED ST0",1992,559888,8199,315549,66431
"UNITED ST3",1992,738665,402793,7651314,101746
"UNITED ST3",1992,444104,380734,6689057,108883
"UNITED ST7",1993,731084,527747,6743936,106483
"UNITED ST0",1993,580001,430987,2268946,115077
"UNITED ST6",1993,767500,78939,176449,115075
"UNITED ST0",1993,767500,318898,2066396,115012
"UNITED ST4",1992,77299,554203,3942516,75430
"UNITED ST4",1992,314260,283245,3773122,73693
"UNITED ST2",1993,580282,599132,3860760,73866
"UNITED ST8",1992,206717,568907,1896844,118552
"UNITED ST4",1992,61717,709898,8226692,114471
"UNITED ST1",1992,61717,40037,3823118,58621
"UNITED ST3",1993,436835,243163,1502151,66369
"UNITED ST4",1992,265174,20031,2799832,57061
"UNITED ST2",1992,265174,644957,5112360,114115
"UNITED ST4",1992,891406,20757,2006589,100665
"UNITED ST8",1992,743732,122338,258462,81619
"UNITED ST5",1992,43097,416256,5457902,70333
"UNITED ST6",1992,90515,52746,5351031,101924
"UNITED ST5",1993,707855,16563,7101888,88773
"UNITED ST3",1993,707855,774119,2362298,71584
"UNITED ST9",1993,331943,434804,8346144,104326
"UNITED ST4",1993,214061,765684,3149370,104979
"UNITED ST7",1992,832072,228009,2730388,56219
"UNITED ST1",1993,415598,478307,5089708,77116
"UNITED ST3",1993,415598,501899,2501544,114052
"UNITED ST6",1992,876506,419547,2815718,87991
"UNITED ST4",1993,391276,490760,5434296,105044
"UNITED ST6",1992,718627,360485,3656582,92728
"UNITED ST8",1993,324781,535588,452973,97413
"UNITED ST1",1992,615430,663398,3528645,81681
"UNITED ST6",1993,590209,427699,7157348,97600
"UNITED ST2",1992,160672,507757,4861831,105883
"UNITED ST0",1993,735865,489787,3507324,106605
"UNITED ST0",1992,840850,141454,984006,89727
"UNITED ST0",1993,371660,716135,765481,69066
"UNITED ST8",1993,660758,359800,5419428,111587
"UNITED ST6",1992,547354,536880,3277830,115011
"UNITED ST9",1992,547354,131194,797598,73511
"UNITED ST0",1992,674072,241085,4223304,61564
"UNITED ST5",1992,281485,41062,1643012,60183
"UNITED ST4",1993,603278,163568,3602484,97893
"UNITED ST3",1993,456199,367327,2516729,83658
"UNITED ST9",1993,593363,539268,4588412,78434
"UNITED ST1",1992,332096,295993,7936030,119338
"UNITED ST1",1992,368239,428163,4364560,65468
"UNITED ST0",1992,789904,684530,6688032,90870
"UNITED ST4",1992,767480,280326,5141636,78378
"UNITED ST4",1993,488498,777266,260586,80593
"UNITED ST8",1992,459782,388386,6435625,88462
"UNITED ST2",1992,709223,201107,3719852,60485
"UNITED ST2",1992,308476,242577,7141932,91173
"UNITED ST3",1993,793354,787675,2855476,105758
"UNITED ST0",1992,846286,391129,4065406,73206
"UNITED ST0",1993,76003,223445,3770024,82105
"UNITED ST4",1992,290932,587683,2163746,106239
"UNITED ST2",1993,686096,703644,2347844,98856
"UNITED ST3",1992,486641,355871,4479949,115611
"UNITED ST3",1993,864404,450855,5200790,108349
"UNITED ST3",1993,864404,407292,2730737,71956
"UNITED ST9",1992,314944,509649,6468618,99517
"UNITED ST2",1993,184264,740995,3705447,122157
"UNITED ST4",1993,887845,796413,4913031,90562
"UNITED ST1",1993,182755,529472,6262547,90087
"UNITED ST2",1993,299156,198935,8658440,122035
"UNITED ST9",1993,525784,146363,2982205,84561
"UNITED ST4",1993,86041,795797,7578611,113565
"UNITED ST7",1993,208730,497392,5251818,83362
"UNITED ST3",1993,652150,425566,2358124,89492
"UNITED ST7",1992,338773,271160,2579022,67869
"UNITED ST9",1993,529306,217186,2461172,66190
"UNITED ST1",1992,873523,11250,641010,69675
"UNITED ST0",1992,834637,712556,4216181,94111
"UNITED ST2",1993,106328,363779,1289932,110565
"UNITED ST5",1993,254387,342098,2850200,68404
"UNITED ST5",1993,636367,276584,1866441,93634
"UNITED ST9",1992,772087,123674,4325663,101860
"UNITED ST0",1993,155242,235563,1811746,89913
"UNITED ST2",1992,718714,105710,1544139,102942
"UNITED ST5",1993,578579,95563,5470545,93513
"UNITED ST8",1992,229696,178868,6798435,116811
"UNITED ST1",1992,337985,787531,7224984,97110
"UNITED ST9",1993,219431,105083,3305587,65284
"UNITED ST7",1992,673351,384373,2186040,87441
"UNITED ST8",1992,636748,134643,161053,100658
"UNITED ST3",1993,192079,605672,4217031,94658
"UNITED ST9",1993,158660,25573,4825395,89914
"UNITED ST5",1993,366718,102587,4228282,95374
"UNITED ST8",1993,512389,527584,3190888,96693
"UNITED ST4",1992,225467,450262,872812,72734
"UNITED ST8",1993,521389,626836,819702,105768
"UNITED ST0",1993,752164,576242,1550226,79093
"UNITED ST0",1993,337169,665562,7179391,91651
"UNITED ST7",1992,386128,496542,3880147,92311
"UNITED ST0",1993,410152,497197,2292806,71650
"UNITED ST4",1992,127300,697793,6774445,107445
"UNITED ST5",1992,125128,269800,1513170,106187
"UNITED ST2",1992,350134,310091,4450565,66064
"UNITED ST0",1992,350134,490231,3143394,73272
"UNITED ST4",1992,11906,387321,4534758,84498
"UNITED ST6",1992,171175,586484,1180985,94227
"UNITED ST3",1993,778778,157091,208952,68885
"UNITED ST9",1992,618952,280938,6649057,115135
"UNITED ST7",1993,34252,307473,3132653,88827
"UNITED ST9",1993,173470,146809,6057331,111348
"UNITED ST4",1992,211948,646586,5330208,91953
"UNITED ST5",1992,370655,551838,5503126,113388
"UNITED ST0",1993,105133,689656,1989554,98737
"UNITED ST2",1992,246880,103024,2567550,61621
"UNITED ST2",1993,691919,320365,4122801,83121
"UNITED ST7",1992,858716,341727,2276329,106122
"UNITED ST1",1992,767734,135530,4057853,93931
"UNITED ST8",1993,1340,570178,3744450,74889
"UNITED ST2",1993,1340,13971,1306284,113098
"UNITED ST0",1992,215950,622704,2967046,97600
"UNITED ST4",1992,215950,173511,1383277,95070
"UNITED ST1",1992,245080,196024,1895073,67201
"UNITED ST1",1992,457729,185384,1028566,88162
"UNITED ST7",1993,58924,234655,6321998,95378
"UNITED ST5",1992,774085,208882,1404042,107452
"UNITED ST7",1992,866756,493455,2950451,86905
"UNITED ST8",1993,864886,347881,5613011,115732
"UNITED ST0",1992,87364,690998,3279795,119337
"UNITED ST6",1992,660463,469230,5350875,71952
"UNITED ST5",1993,483896,764391,3423006,87321
"UNITED ST5",1992,802838,549725,2782729,106482
"UNITED ST0",1993,356513,482009,4756704,59458
"UNITED ST3",1993,885958,745550,6723521,95731
"UNITED ST1",1993,382247,569600,4709885,100174
"UNITED ST8",1993,382247,430068,2361362,59882
"UNITED ST1",1992,386992,400407,5292274,78442
"UNITED ST2",1992,301217,239490,4714425,85768
"UNITED ST3",1992,389422,157422,4305112,88765
"UNITED ST0",1993,699302,66996,1523280,117779
"UNITED ST4",1992,818263,31032,3513133,57781
"UNITED ST4",1992,537688,540928,2728895,118134
"UNITED ST4",1993,23690,739838,3109636,112668
"UNITED ST1",1992,53501,660309,2487769,76156
"UNITED ST1",1992,463004,721599,2022458,97233
"UNITED ST8",1992,799168,363280,5190395,80596
"UNITED ST2",1992,883784,347910,8223180,117474
"UNITED ST5",1993,450262,428318,917269,74777
"UNITED ST4",1993,450262,326609,4283610,98135
"UNITED ST4",1993,357238,13954,9246352,112077
"UNITED ST5",1993,84701,357397,6352731,87262
"UNITED ST2",1992,387976,525803,8512970,109726
"UNITED ST6",1993,588218,13780,663961,101626
"UNITED ST9",1992,782563,61700,493524,99702
"UNITED ST5",1992,782563,641232,1527506,70392
"UNITED ST8",1993,382678,510076,108605,65163
"UNITED ST5",1993,219028,225177,5290368,66129
"UNITED ST6",1993,886211,90260,5751196,75015
"UNITED ST2",1993,555172,61506,7044000,88050
"UNITED ST7",1993,615497,679963,5770502,116575
"UNITED ST8",1992,609541,290561,5568512,93093
"UNITED ST9",1993,627670,171938,8104037,120595
"UNITED ST2",1993,621883,68042,97973,60602
"UNITED ST0",1992,766787,24673,6326773,95860
"UNITED ST1",1993,249304,494634,1895702,97716
"UNITED ST8",1992,533344,765338,5746513,84198
"UNITED ST5",1992,533344,461135,3126105,65766
"UNITED ST7",1992,112157,390680,7011853,106240
"UNITED ST5",1993,434672,772469,5857434,92485
"UNITED ST0",1993,472651,708347,2832597,81318
"UNITED ST5",1993,472651,61860,2321049,109311
"UNITED ST4",1993,424885,603760,3249264,99823
"UNITED ST5",1992,201794,57806,1523923,105828
"UNITED ST6",1993,223945,316005,1486561,61259
"UNITED ST8",1992,369976,297386,4426784,83002
"UNITED ST0",1993,716524,293178,4582749,70269
"UNITED ST5",1992,137996,771153,3514448,73447
"UNITED ST4",1992,358282,636878,6606017,108890
"UNITED ST7",1992,540121,744040,3999996,65040
"UNITED ST3",1993,76052,22507,5377779,85770
"UNITED ST6",1993,76052,559373,3635304,85941
"UNITED ST4",1992,854410,622499,6015618,85287
"UNITED ST0",1993,142480,381902,4320912,119033
"UNITED ST7",1993,434368,654409,5478020,81802
"UNITED ST8",1993,799388,347878,4766503,115551
"UNITED ST8",1993,799388,381106,1151477,71225
"UNITED ST0",1992,542336,79766,663388,104745
"UNITED ST5",1992,459253,651381,1438938,79941
"UNITED ST8",1992,753550,612946,5019057,111534
"UNITED ST8",1993,515023,292444,1057212,86185
"UNITED ST6",1993,192163,727261,2251826,77293
"UNITED ST0",1992,220474,675652,2600936,97657
"UNITED ST0",1993,165334,471393,1755944,81862
"UNITED ST0",1992,558112,208390,872511,77902
"UNITED ST1",1992,96184,352169,444498,73269
"UNITED ST2",1992,753056,571082,2818078,69183
"UNITED ST0",1992,801445,335323,127681,81498
"UNITED ST3",1993,868486,585033,1900617,67080
"UNITED ST1",1992,799825,25028,2287248,57181
"UNITED ST1",1992,786509,269287,2597966,75376
"UNITED ST3",1993,403009,459005,4199096,57838
"UNITED ST9",1993,801661,461490,924586,87088
"UNITED ST5",1992,398078,42371,5534541,78802
"UNITED ST8",1992,3598,308859,5547484,112070
"UNITED ST4",1992,504295,546276,5831122,79335
"UNITED ST5",1993,151834,262349,354059,78679
"UNITED ST2",1993,729064,451238,4545160,71352
