"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1993,511716,7373780,103661
"PERU",1993,718755,7258062,106423
"ARGENTINA",1992,545356,4610375,84079
"BRAZIL",1992,770354,2592262,85459
"BRAZIL",1992,674560,4658833,92071
"BRAZIL",1993,468421,2200809,83364
"ARGENTINA",1993,739591,2582807,97833
"BRAZIL",1992,42050,1619025,59523
"ARGENTINA",1992,397557,6580105,99272
"PERU",1993,784577,7184498,99692
"PERU",1993,548675,1473720,103419
"BRAZIL",1993,615775,6103571,101444
"CANADA",1993,519228,239462,74832
"PERU",1993,247651,2877552,95918
"PERU",1993,353761,660569,108885
"CANADA",1993,60345,1488087,78320
"PERU",1993,654277,3587833,73874
"ARGENTINA",1993,591392,5518136,89002
"UNITED STATES",1992,386959,7017574,122756
"PERU",1993,82209,2358576,71472
"PERU",1993,9707,5897721,97002
"BRAZIL",1993,736310,5997677,80776
"UNITED STATES",1992,766546,1106181,96750
"UNITED STATES",1993,649249,1782936,71892
"CANADA",1993,208510,1174518,85110
"CANADA",1993,553974,8768855,121677
"CANADA",1993,205315,1288636,73218
"PERU",1992,602974,7686069,112616
"PERU",1993,559109,1734598,70084
"BRAZIL",1993,63132,597940,65707
"UNITED STATES",1993,591477,2308758,94107
"PERU",1993,133572,642228,96334
"ARGENTINA",1993,134110,4077608,68646
"PERU",1993,571612,3794811,101015
"BRAZIL",1993,566116,4727177,70925
"UNITED STATES",1993,300591,292850,95494
"CANADA",1993,603676,1175252,94778
"PERU",1992,497286,4188560,76995
"CANADA",1992,439834,6641144,106428
"ARGENTINA",1993,223259,2522900,70934
"CANADA",1993,672035,390716,60420
"ARGENTINA",1993,5753,2791676,99525
"ARGENTINA",1992,426230,1578226,69372
"BRAZIL",1993,358260,5404825,79095
"ARGENTINA",1992,121051,4241029,64323
"PERU",1992,512102,3382346,66844
"UNITED STATES",1992,132740,659459,106364
"ARGENTINA",1992,669441,3148035,84624
"ARGENTINA",1992,755531,7456550,95190
"ARGENTINA",1993,331671,1854196,102159
"ARGENTINA",1993,40222,1278442,69733
"CANADA",1992,643541,5163125,89070
"BRAZIL",1992,494177,861966,70269
"BRAZIL",1993,615602,6035375,91054
"ARGENTINA",1992,227387,3383188,78862
"UNITED STATES",1992,394882,4026884,118612
"CANADA",1993,390618,8201280,102516
"PERU",1993,391961,373636,123177
"CANADA",1992,323033,5019263,63361
"PERU",1993,67685,3077290,99160
"UNITED STATES",1993,770686,878325,105399
"PERU",1993,472332,2611228,78258
"BRAZIL",1993,420084,913694,60243
"CANADA",1993,388238,3315550,79573
"PERU",1992,236758,4053818,101684
"ARGENTINA",1992,428908,7839803,110212
"ARGENTINA",1992,469069,477498,62282
"UNITED STATES",1993,585722,8315420,108462
"ARGENTINA",1993,217139,1425762,63367
"BRAZIL",1993,507831,2394130,110328
"BRAZIL",1992,450288,698378,74295
"BRAZIL",1993,580985,7158551,123957
"UNITED STATES",1992,699709,3229386,102520
"UNITED STATES",1992,504294,2921107,77896
"PERU",1992,468145,1268956,66787
"UNITED STATES",1993,473568,2959756,92492
"BRAZIL",1993,189139,4789707,73687
"UNITED STATES",1993,746821,369822,112067
"CANADA",1993,109497,3823471,90389
"ARGENTINA",1993,668867,7815128,110149
"PERU",1993,36208,532053,68652
"BRAZIL",1992,440459,2171915,83965
"ARGENTINA",1993,289362,3277023,81081
"BRAZIL",1993,101419,1090874,85224
"ARGENTINA",1993,191644,3092910,104138
"UNITED STATES",1993,150935,738765,119155
"PERU",1993,690871,1474577,111710
"PERU",1992,490306,754434,77776
"CANADA",1992,64313,5236971,76638
"BRAZIL",1992,558608,1533253,99994
"BRAZIL",1992,108770,7591790,106726
"PERU",1993,539639,2710955,100716
"ARGENTINA",1993,96515,1237926,90690
"BRAZIL",1992,278789,7643837,106066
"PERU",1992,797738,6410264,110142
"PERU",1992,729425,4450433,87263
"ARGENTINA",1992,106792,6547595,107927
"ARGENTINA",1992,451341,4303425,77539
"PERU",1992,218831,2992192,104989
"BRAZIL",1993,250304,790202,75257
"PERU",1993,322658,756288,100838
"UNITED STATES",1993,560638,5350621,101916
"BRAZIL",1993,549348,5068079,83839
"ARGENTINA",1992,96186,1666873,70930
"UNITED STATES",1992,3888,5832569,107512
"BRAZIL",1992,479750,2802162,103783
"PERU",1993,313728,1602373,104502
"UNITED STATES",1993,15834,3783132,104989
"BRAZIL",1993,510399,3691140,84562
"UNITED STATES",1993,763669,4995172,103957
"CANADA",1993,679951,710578,115855
"UNITED STATES",1992,328994,4406050,121378
"CANADA",1992,704271,459086,76514
"ARGENTINA",1993,142623,1072659,99937
"BRAZIL",1993,314026,2009299,62400
"ARGENTINA",1993,139054,895207,65583
"UNITED STATES",1993,275233,2984303,72493
"CANADA",1993,168488,5796331,93388
"UNITED STATES",1992,684779,4310580,105824
"PERU",1993,540588,5051793,97713
"BRAZIL",1993,699907,9248319,114412
"BRAZIL",1992,273904,5019599,112673
"BRAZIL",1992,143173,4436588,72970
"BRAZIL",1993,495806,2848614,108106
"BRAZIL",1992,787990,5386072,124677
"BRAZIL",1992,157274,2348360,79876
"UNITED STATES",1992,621490,1798200,84687
"BRAZIL",1992,167179,5556672,74770
"PERU",1993,520535,2239934,93330
"CANADA",1993,662329,1187986,77477
"PERU",1992,707817,1430627,109486
"PERU",1992,229808,1042674,104267
"UNITED STATES",1992,745627,6623456,100355
"CANADA",1993,547300,5081940,80836
"BRAZIL",1993,465872,6836802,110271
"CANADA",1992,615164,3914004,64747
"ARGENTINA",1993,57522,2263665,88771
"PERU",1992,290141,4465701,67867
"ARGENTINA",1993,190301,934953,83478
"BRAZIL",1993,564968,4383018,121976
"ARGENTINA",1992,381135,4071569,72967
"PERU",1992,38489,4513691,85648
"ARGENTINA",1992,473926,7143624,113994
"CANADA",1992,683337,1881427,79218
"UNITED STATES",1992,794593,6284473,101253
"ARGENTINA",1993,263951,1246625,114896
"CANADA",1993,458552,815686,90631
"ARGENTINA",1992,396047,457212,68581
"ARGENTINA",1992,302260,3060956,75735
"BRAZIL",1993,436983,3263932,115197
"ARGENTINA",1993,127452,6604264,88767
"PERU",1992,336726,5758773,105762
"ARGENTINA",1993,582842,7339338,115489
"PERU",1993,622660,3703354,94957
"CANADA",1993,109338,3036881,80839
"CANADA",1992,598483,6072806,94887
"ARGENTINA",1992,401086,3450761,59223
"BRAZIL",1993,530229,3777600,75552
"PERU",1993,212442,2681771,81265
"PERU",1993,467351,4413768,79099
"CANADA",1993,519233,3225692,75132
"UNITED STATES",1993,602663,3272166,93937
"CANADA",1993,689248,5941082,74232
"BRAZIL",1993,421004,3422426,55498
"UNITED STATES",1993,485076,4889318,63663
"ARGENTINA",1992,196726,7881441,109363
"CANADA",1992,95115,4678003,66606
"UNITED STATES",1992,599043,3363248,68521
"CANADA",1992,545182,6074442,73629
"CANADA",1992,466135,1740854,66066
"UNITED STATES",1992,730656,8099149,101197
"BRAZIL",1992,729766,2808521,107743
"BRAZIL",1992,369956,401136,121556
"UNITED STATES",1993,296949,5643197,116755
"BRAZIL",1993,773244,5505937,79032
"BRAZIL",1993,699728,6983322,103661
"CANADA",1993,320121,214528,68466
"BRAZIL",1993,155861,174434,115011
"CANADA",1993,579136,2946641,72906
"ARGENTINA",1993,24387,3983972,78682
"CANADA",1993,364828,3372987,113568
"UNITED STATES",1993,622481,2500947,84207
"BRAZIL",1992,185198,826374,76991
"BRAZIL",1993,656511,6057757,88048
"UNITED STATES",1992,610958,7313083,112135
"PERU",1993,795369,6457695,87859
"UNITED STATES",1993,42316,3430153,75498
"CANADA",1992,735518,3178420,93208
"CANADA",1992,250160,3902177,66609
"ARGENTINA",1992,609873,5305731,106970
"UNITED STATES",1992,685658,4215885,98617
"PERU",1992,392480,1257976,94348
"CANADA",1992,353413,6179409,87984
"PERU",1992,589009,1976364,65878
"CANADA",1993,428108,2451365,62164
"CANADA",1992,500626,5260424,97596
"PERU",1992,687018,1899412,60298
"PERU",1992,745157,1327140,72127
"UNITED STATES",1993,511948,8192465,117595
"BRAZIL",1992,259805,855923,105887
"UNITED STATES",1992,132579,4022478,96694
"CANADA",1992,445361,4738095,78380
"ARGENTINA",1992,369101,4897996,70205
"BRAZIL",1993,297390,3263117,83242
"UNITED STATES",1993,628207,667479,68110
"UNITED STATES",1993,663195,416937,69489
"CANADA",1992,397410,2306322,90444
"UNITED STATES",1993,195954,8671288,122997
"ARGENTINA",1993,656855,1933211,108709
"CANADA",1992,633959,1393189,113575
"ARGENTINA",1993,67562,835139,91773
"UNITED STATES",1993,720257,876172,76633
"CANADA",1992,202258,835372,69614
"UNITED STATES",1992,134808,1061452,110568
"CANADA",1992,102705,3381246,102462
"CANADA",1993,175428,4287753,90205
"UNITED STATES",1993,79887,4024993,112012
"CANADA",1992,669877,1403598,110810
"BRAZIL",1992,220061,4426497,58863
"UNITED STATES",1992,381808,1776402,113387
"BRAZIL",1993,453810,5012691,105827
"UNITED STATES",1993,95508,285665,90210
"CANADA",1992,473531,6016535,90270
"CANADA",1993,373672,2201277,104739
"UNITED STATES",1993,750310,5313253,81616
"UNITED STATES",1992,695055,98701,63001
"PERU",1993,672465,6339066,86245
"ARGENTINA",1993,504690,3523218,101680
"PERU",1992,602979,7444954,112916
"BRAZIL",1992,66508,3153955,88470
"UNITED STATES",1993,451060,3496176,60662
"BRAZIL",1993,208499,2094330,84448
"BRAZIL",1992,419682,6566806,96099
"CANADA",1992,794323,5195785,85037
"PERU",1992,388175,960001,75789
"BRAZIL",1992,169432,3378217,90085
"UNITED STATES",1992,383109,3137580,71525
"UNITED STATES",1992,177600,6411787,100656
"CANADA",1993,554464,5029073,91106
"CANADA",1993,466349,394596,78919
"ARGENTINA",1993,719924,5299044,116633
"PERU",1993,696910,4481168,114412
"ARGENTINA",1993,665835,3893329,108048
"BRAZIL",1993,325463,4420696,89307
"ARGENTINA",1993,34454,1481476,83307
"UNITED STATES",1992,542583,308856,97533
"ARGENTINA",1992,159397,6160529,87383
"CANADA",1993,162909,6832633,118314
"PERU",1993,397978,1027600,124557
"PERU",1993,9587,4902796,89794
"ARGENTINA",1993,427817,2669528,104687
"CANADA",1993,714728,4051754,104561
"CANADA",1993,497451,6329639,86905
"PERU",1993,643877,8208346,109250
"BRAZIL",1992,31964,8258801,113757
"ARGENTINA",1992,502959,1443980,117715
"PERU",1992,752110,3569909,69724
"CANADA",1993,323963,2559191,119217
"CANADA",1992,17141,486744,63488
"ARGENTINA",1993,518164,5000452,70928
"PERU",1993,593676,875976,106179
"BRAZIL",1992,301936,5348659,116275
"CANADA",1992,253235,4972700,71293
"BRAZIL",1992,434761,5555244,101744
"UNITED STATES",1992,83548,3675696,91892
"CANADA",1992,181859,8733825,116451
"PERU",1993,534353,2169784,83239
"ARGENTINA",1992,113887,6253895,114052
"UNITED STATES",1992,11358,1396285,76161
"UNITED STATES",1992,477865,7297646,110570
"PERU",1992,211424,1281993,80124
"CANADA",1992,600744,814131,98682
"ARGENTINA",1993,317050,4613880,64022
"ARGENTINA",1992,284783,5024002,106066
"ARGENTINA",1992,321411,128916,85944
"PERU",1992,346732,3845592,106723
"CANADA",1992,592979,609153,124317
"PERU",1993,183835,6067340,115129
"CANADA",1992,563393,4427364,87382
"ARGENTINA",1993,629851,352602,106849
"CANADA",1992,606333,338328,74358
"PERU",1992,427600,5282371,91654
"CANADA",1993,241984,9248507,115558
"PERU",1993,98257,1192487,75315
"PERU",1993,99434,1419095,86005
"PERU",1993,262992,6967548,117298
"ARGENTINA",1992,157209,4094890,75972
"PERU",1992,75410,2369051,83124
"UNITED STATES",1993,163518,3188324,94890
"PERU",1993,553252,2731846,78313
"PERU",1993,330336,889474,81979
"BRAZIL",1993,398299,2280360,83836
"UNITED STATES",1993,716852,3571315,112129
"CANADA",1992,675663,4424301,98317
"ARGENTINA",1992,390993,2682082,125038
"BRAZIL",1993,93039,1220891,61921
"BRAZIL",1992,379900,593967,118793
"ARGENTINA",1992,128420,1404967,86905
"BRAZIL",1992,447556,6062232,90211
"UNITED STATES",1992,477144,5493488,67267
"CANADA",1993,621713,2695587,98080
"UNITED STATES",1993,761060,1443886,67261
"UNITED STATES",1993,317703,6843184,103241
"BRAZIL",1993,684047,2157903,61860
"PERU",1993,767030,4192734,65820
"BRAZIL",1992,358709,3675027,106061
"PERU",1992,259516,6796153,88530
"BRAZIL",1992,675843,1800621,109128
"PERU",1993,604001,905874,54298
"CANADA",1993,230502,3509600,85949
"BRAZIL",1992,488769,1566146,105464
"UNITED STATES",1992,148166,994397,72849
"PERU",1993,77420,4832278,83845
"ARGENTINA",1993,283411,3748147,83664
"BRAZIL",1992,500943,8770967,116635
"BRAZIL",1993,622613,5511196,92134
"CANADA",1992,32721,6613226,99223
"BRAZIL",1992,223821,5778810,104688
"PERU",1993,511077,3412124,65283
"BRAZIL",1993,58412,6379258,82224
"UNITED STATES",1992,585175,4289550,75609
"CANADA",1993,688190,4700858,70689
"CANADA",1993,2319,5373764,73278
"UNITED STATES",1993,573954,6359588,121675
"PERU",1993,701767,8150307,106123
"CANADA",1992,559307,5137212,81976
"CANADA",1992,259625,1297795,95076
"PERU",1993,551786,4465756,110265
"BRAZIL",1993,345601,5690615,98795
"PERU",1993,504000,1509985,60238
"BRAZIL",1993,312951,8572598,117836
"CANADA",1993,121255,3479057,76575
"CANADA",1993,583794,2734033,112666
"BRAZIL",1992,328091,3827253,67144
"UNITED STATES",1993,407525,5851762,85950
"CANADA",1993,367442,6043757,90565
"PERU",1992,481638,4398860,97176
"ARGENTINA",1992,69335,586948,78259
"BRAZIL",1992,517365,4105549,82940
"BRAZIL",1992,200768,654150,100125
"BRAZIL",1993,4402,5528684,78384
"UNITED STATES",1993,369834,1989491,114229
"PERU",1993,317982,7825882,119998
"CANADA",1992,496327,3492188,79398
"CANADA",1993,432709,1080225,98500
"CANADA",1993,237944,4573089,112915
"BRAZIL",1992,63034,290135,59821
"CANADA",1993,444334,5825258,76698
"ARGENTINA",1993,90909,8122072,113994
"PERU",1993,554715,1316649,106181
"ARGENTINA",1993,342385,2123926,85642
"PERU",1993,55159,3008205,66849
"BRAZIL",1993,168498,7597476,93989
"BRAZIL",1993,195728,6018276,109423
"BRAZIL",1993,777153,1018539,73807
"BRAZIL",1992,516131,754798,68826
"BRAZIL",1993,34970,3428946,114298
"PERU",1993,289702,4980335,101501
"UNITED STATES",1992,12603,1818720,90936
"CANADA",1992,337647,7601050,101077
"BRAZIL",1992,416565,2493431,88892
"PERU",1992,49369,3065187,79101
"BRAZIL",1992,84019,2168507,60180
"BRAZIL",1992,658031,4462368,59340
"UNITED STATES",1992,312851,5315671,111830
"PERU",1992,522477,1484455,89967
"BRAZIL",1993,224659,5973490,95018
"UNITED STATES",1993,168734,4705125,108163
"CANADA",1993,696272,6087552,76094
"PERU",1993,29374,490067,78202
"UNITED STATES",1992,6671,4841869,94660
"CANADA",1993,42412,4632082,81264
"CANADA",1993,2713,5642059,96942
"CANADA",1993,345314,3330285,81558
"BRAZIL",1992,1940,5592129,110516
"BRAZIL",1992,749051,800814,66001
"BRAZIL",1993,218407,2518241,79523
"PERU",1993,354922,6128421,118614
"CANADA",1992,369156,3679095,73508
"PERU",1992,105720,6259186,103543
"CANADA",1993,429929,1539169,111534
"ARGENTINA",1993,503633,7227269,98196
"ARGENTINA",1993,147345,6340716,83540
"CANADA",1992,178562,954805,98433
"PERU",1992,522219,5070261,74471
"PERU",1992,797927,4039655,121493
"CANADA",1993,530887,7287868,115071
"ARGENTINA",1993,9661,7162209,94239
"UNITED STATES",1993,761124,3152339,71105
"ARGENTINA",1993,489728,3993652,103062
"UNITED STATES",1993,183863,7952923,116811
"ARGENTINA",1993,703585,4479711,95313
"ARGENTINA",1993,351980,9245463,121918
"UNITED STATES",1993,513732,5703234,104742
"BRAZIL",1993,76108,4016590,65046
"PERU",1993,772164,5755421,74167
"UNITED STATES",1992,542082,4688454,67443
"ARGENTINA",1993,543370,3392040,84801
"UNITED STATES",1992,693624,1536710,97055
"UNITED STATES",1992,131610,3782269,98496
"UNITED STATES",1993,14598,7033543,90755
"CANADA",1993,632124,4615113,63365
"PERU",1993,704989,2871288,119637
"UNITED STATES",1992,616293,5320744,72555
"ARGENTINA",1992,592999,8033164,125518
"PERU",1993,381099,2544252,70804
"ARGENTINA",1992,668797,2987665,105945
"CANADA",1993,102398,260472,84023
"ARGENTINA",1992,628433,1497540,81684
"ARGENTINA",1993,443405,1240509,80902
"CANADA",1993,19937,1411266,111415
"UNITED STATES",1992,660566,1805884,91591
"UNITED STATES",1993,278947,7846238,115555
"CANADA",1993,792946,4548808,122334
"UNITED STATES",1992,720226,3813341,74771
"BRAZIL",1993,244414,1677624,81504
"BRAZIL",1993,677212,5365580,71350
"UNITED STATES",1992,395124,5328729,73146
"ARGENTINA",1992,632956,7667126,113335
"ARGENTINA",1992,480454,4360667,86065
"ARGENTINA",1993,470839,5845686,108588
"CANADA",1992,37678,7357761,96940
"CANADA",1992,24335,1710170,75559
"CANADA",1993,255827,6797854,106968
"PERU",1992,720746,3985697,106002
"UNITED STATES",1993,729775,335681,108284
"ARGENTINA",1993,523059,2099138,64921
"UNITED STATES",1993,512997,3055154,120598
"UNITED STATES",1992,315733,6435289,104923
"PERU",1993,298417,141540,84924
"UNITED STATES",1992,550320,4790568,82218
"UNITED STATES",1992,464006,1588827,58198
"BRAZIL",1992,393496,3814752,95368
"ARGENTINA",1993,96055,1954953,63063
"BRAZIL",1993,519435,2164162,87264
"BRAZIL",1992,28516,5295573,86670
"CANADA",1992,60808,5412528,106128
"BRAZIL",1992,388129,2848037,73026
"CANADA",1993,694567,5171787,93691
"CANADA",1993,775036,1299870,66660
"BRAZIL",1993,421539,2358723,87630
"ARGENTINA",1992,451994,3938643,116758
"BRAZIL",1993,763711,8000257,106480
"UNITED STATES",1993,485478,5136709,87807
"BRAZIL",1993,186415,3918680,90084
"UNITED STATES",1993,662749,3423420,102702
"BRAZIL",1993,87503,1234134,89430
"ARGENTINA",1993,458872,673752,109851
"UNITED STATES",1993,211773,1549979,101085
"PERU",1993,67212,1910320,70752
"ARGENTINA",1992,289077,4298353,63963
"CANADA",1992,658252,1447423,72613
"BRAZIL",1992,484843,4432463,109669
"ARGENTINA",1992,89872,8307663,111712
"CANADA",1992,28530,1877128,87511
"UNITED STATES",1992,296538,1009714,92071
"ARGENTINA",1993,513102,1876679,66904
"ARGENTINA",1993,89048,3148453,62222
"UNITED STATES",1992,26459,2521519,83127
"ARGENTINA",1993,96717,822580,102822
"ARGENTINA",1993,656310,5299381,75976
"PERU",1992,713499,3327412,90747
"PERU",1993,649174,640189,67388
"UNITED STATES",1993,86676,5965659,99760
"PERU",1993,387296,1527141,82996
"UNITED STATES",1993,480428,6478640,84504
"CANADA",1993,294595,1573684,95374
"ARGENTINA",1992,280052,1401510,61922
"ARGENTINA",1992,357256,254768,78794
"CANADA",1993,191481,2122848,94348
"UNITED STATES",1993,788601,4865961,101374
"UNITED STATES",1993,598658,4635746,105397
"PERU",1993,476037,2702710,60780
"UNITED STATES",1993,744267,2242203,78673
"PERU",1992,728322,1579839,81017
"BRAZIL",1992,113575,886422,95314
"PERU",1992,41883,8576936,109492
"PERU",1992,725866,3443130,113509
"CANADA",1993,228408,264605,80183
"UNITED STATES",1992,584443,5455944,91645
"BRAZIL",1992,299206,2820144,72311
"UNITED STATES",1993,273939,1669979,114775
"UNITED STATES",1993,92163,4415021,69309
"BRAZIL",1993,228820,8140710,104928
"PERU",1992,472527,5047317,89970
"BRAZIL",1992,30377,3931261,78442
"UNITED STATES",1992,35924,6360926,111595
"UNITED STATES",1992,417988,762384,114357
"BRAZIL",1992,310240,4715867,75013
"PERU",1992,74476,6544520,87028
"CANADA",1993,694116,3552256,66604
"CANADA",1993,159531,2047012,95431
"CANADA",1992,267104,2650947,64265
"UNITED STATES",1992,680973,6061121,117236
"UNITED STATES",1993,642445,4595101,83244
"BRAZIL",1992,156854,8621755,114651
"UNITED STATES",1992,135691,6666750,103601
"ARGENTINA",1992,552850,6233671,114169
"BRAZIL",1992,533936,9455568,118194
"ARGENTINA",1993,22716,1192980,98322
"ARGENTINA",1992,403769,7861878,100364
"CANADA",1992,645557,6355659,90151
"PERU",1993,113437,2367101,87025
"PERU",1993,58032,1920658,59401
"BRAZIL",1992,296986,1804502,118978
"BRAZIL",1992,358353,1608927,84680
"PERU",1992,426955,6210369,112915
"ARGENTINA",1992,437718,1657345,99341
"PERU",1992,487233,5141964,73212
"BRAZIL",1992,653348,4788820,78078
"BRAZIL",1993,581188,4533439,76149
"UNITED STATES",1993,789216,360229,78310
"UNITED STATES",1993,21395,4192702,78983
"UNITED STATES",1993,250212,317280,69732
"BRAZIL",1993,260338,4777817,77899
"BRAZIL",1993,345954,5543833,119996
"BRAZIL",1993,48146,3991422,65648
"PERU",1993,619226,729486,68711
"CANADA",1993,421864,7350517,107150
"UNITED STATES",1993,662441,421023,84204
"PERU",1993,93092,4189532,65105
"CANADA",1992,724945,764325,118194
"ARGENTINA",1992,141859,8656470,114051
"PERU",1992,212040,2532399,57121
"PERU",1992,543523,6989723,93990
"ARGENTINA",1992,360978,4689608,122337
"BRAZIL",1993,199198,1725262,77831
"BRAZIL",1993,541703,4787401,104680
"PERU",1993,67311,3606112,76698
"BRAZIL",1993,81848,8325772,109790
"PERU",1993,133561,6875742,95673
"BRAZIL",1992,661567,2201083,91711
"PERU",1993,46998,4043634,116699
"ARGENTINA",1993,138389,1644341,85642
"CANADA",1993,759049,3606572,66480
"PERU",1993,521971,7694779,119577
"CANADA",1993,456218,1296305,70451
"ARGENTINA",1993,743128,2225071,70265
"BRAZIL",1992,589661,2401878,105038
"ARGENTINA",1993,384696,7197508,106840
"CANADA",1993,782177,2200976,75548
"BRAZIL",1993,13724,5849935,98263
"ARGENTINA",1993,503377,2285859,82821
"UNITED STATES",1993,773015,891055,65278
"PERU",1992,213333,2442787,74779
"ARGENTINA",1992,680606,1980039,95194
"UNITED STATES",1992,534306,493223,80416
"ARGENTINA",1993,143476,721748,91168
"PERU",1993,198092,4848426,71405
"BRAZIL",1993,496412,2281591,84503
"CANADA",1993,304922,5853952,115614
"ARGENTINA",1993,344671,1561250,102939
"CANADA",1993,216865,7872213,106911
"PERU",1993,503948,8709467,117115
"ARGENTINA",1992,476430,1755199,84384
"CANADA",1992,76938,8640164,114895
"PERU",1993,119273,125350,77536
"ARGENTINA",1993,614228,5139855,68531
"UNITED STATES",1993,128513,457828,92490
"ARGENTINA",1992,474193,5261602,70030
"CANADA",1992,161330,2341608,83479
"UNITED STATES",1993,471422,3636774,83604
"UNITED STATES",1993,371310,2726686,82878
"PERU",1993,98512,1359459,90630
"BRAZIL",1992,20008,1121952,55680
"BRAZIL",1992,392901,7197942,119633
"BRAZIL",1992,595699,484560,107680
"CANADA",1992,337080,1050045,67024
"ARGENTINA",1993,36198,2041542,68051
"CANADA",1992,748886,8633300,116091
"ARGENTINA",1993,300067,3553276,64023
"ARGENTINA",1992,718662,3260422,100837
"PERU",1992,756215,1850838,76270
"PERU",1992,771176,5094566,74828
"ARGENTINA",1993,632782,6152523,102885
"BRAZIL",1992,611943,7234149,111294
"CANADA",1993,607826,1092287,104027
"BRAZIL",1993,517902,3611294,115192
"PERU",1993,57009,1651860,57960
"ARGENTINA",1992,742334,2152533,82578
"UNITED STATES",1993,410485,3181648,83727
"CANADA",1993,506713,625967,103181
"UNITED STATES",1993,589636,6729879,103536
"UNITED STATES",1992,11957,6227341,112137
"ARGENTINA",1992,473030,2373121,60180
"CANADA",1993,779997,3925454,124617
"BRAZIL",1992,558320,2591204,82698
"PERU",1992,382868,7838515,117051
"UNITED STATES",1992,451932,2571537,113034
"CANADA",1993,251071,3720298,61323
"BRAZIL",1993,543201,5434578,74650
"BRAZIL",1993,245347,6073951,77539
"UNITED STATES",1993,333306,1888398,80357
"CANADA",1993,75790,3671077,105947
"UNITED STATES",1992,723607,2282798,97834
"UNITED STATES",1993,139711,2442240,105042
"PERU",1993,501946,1075251,116875
"BRAZIL",1993,738175,3201476,72788
"BRAZIL",1993,619441,1662421,81624
"ARGENTINA",1993,477542,144354,91171
"ARGENTINA",1992,303397,693188,84022
"BRAZIL",1992,788871,960321,117590
"CANADA",1992,148661,5847037,102579
"BRAZIL",1993,735555,7634496,95431
"ARGENTINA",1993,695015,494890,60598
"CANADA",1993,633643,1081554,94596
"ARGENTINA",1993,498970,9746302,118137
"PERU",1993,88556,4165651,92673
"UNITED STATES",1993,389655,314035,104678
"UNITED STATES",1992,48508,6226537,87390
"ARGENTINA",1993,287611,783314,95916
"BRAZIL",1993,113891,6554726,114293
"PERU",1992,718373,4787600,83480
"ARGENTINA",1993,437466,2290414,84206
"CANADA",1992,369961,8408133,121857
"CANADA",1992,625527,2511355,87149
"PERU",1993,196187,1539816,76990
"PERU",1993,497972,6737229,118197
"CANADA",1993,611640,1179223,93096
"PERU",1993,521728,7222761,104982
"PERU",1992,221532,422974,87211
"UNITED STATES",1992,50246,4497862,71774
"UNITED STATES",1992,515910,6268771,115553
"BRAZIL",1993,510559,4131002,94171
"ARGENTINA",1992,442271,2236019,72795
"BRAZIL",1992,486386,1344912,82341
"CANADA",1993,566674,7935623,104439
"PERU",1993,88026,94303,60841
"ARGENTINA",1993,248610,1003738,93516
"UNITED STATES",1992,29999,4513836,115739
"UNITED STATES",1992,641682,3205085,97419
"UNITED STATES",1993,340719,6018174,105582
"UNITED STATES",1993,464906,2806320,112252
"UNITED STATES",1993,225726,7102353,99102
"CANADA",1992,452830,5241461,106968
"ARGENTINA",1992,724168,1416250,71527
"UNITED STATES",1992,244705,2124800,98981
"PERU",1993,702495,1635226,89847
"PERU",1993,417050,3481308,58021
"UNITED STATES",1993,742887,9078014,115791
"UNITED STATES",1993,431939,2383539,112254
"ARGENTINA",1993,55592,3482077,92855
"CANADA",1993,224669,6304479,95619
"BRAZIL",1992,427987,3523526,114897
"CANADA",1992,362799,6434311,111706
"UNITED STATES",1992,535686,5233846,103299
"PERU",1992,224910,6869865,110094
"CANADA",1992,28171,2932585,65950
"BRAZIL",1993,180440,6431461,91226
"BRAZIL",1992,488641,3793755,97777
"CANADA",1992,10354,5350729,75861
"CANADA",1992,404225,677520,67752
"ARGENTINA",1992,238944,4059597,112975
"UNITED STATES",1993,738032,1791180,64200
"UNITED STATES",1992,155135,2856312,71407
"ARGENTINA",1992,768930,3070310,119934
"ARGENTINA",1992,485690,1327130,100540
"CANADA",1992,88264,2727422,75135
"BRAZIL",1992,759595,6972315,99273
"ARGENTINA",1992,96886,4650713,112972
"UNITED STATES",1992,232298,5905344,73816
"BRAZIL",1992,96928,1051006,115495
"BRAZIL",1993,45567,3879716,90753
"CANADA",1992,687014,1262235,60058
"PERU",1992,551954,1167451,120355
"ARGENTINA",1992,292193,2673766,71110
"PERU",1993,551578,4067356,97773
"BRAZIL",1993,224738,2753464,99763
"UNITED STATES",1993,121593,7595031,96875
"PERU",1992,210669,7266390,94779
"CANADA",1992,708214,1574167,73330
"CANADA",1992,740113,933994,69184
"CANADA",1992,785879,7317064,117890
"CANADA",1993,277927,8867356,114294
"PERU",1992,291227,3376878,73092
"ARGENTINA",1992,517614,6975047,97895
"PERU",1992,335289,1446102,79456
"UNITED STATES",1992,243620,7270786,93816
"CANADA",1992,118738,878365,105403
"ARGENTINA",1992,427415,5980347,80543
"PERU",1992,386069,4459648,69303
"BRAZIL",1992,698169,2917825,70027
"CANADA",1993,643697,1624253,98439
"BRAZIL",1993,198879,1691078,118672
"UNITED STATES",1993,508085,2356637,65583
"PERU",1993,498796,3790554,107686
"PERU",1992,665380,3691640,80721
"BRAZIL",1992,458104,3502739,63724
"ARGENTINA",1993,358052,2144597,66602
"PERU",1993,350502,3390638,93149
