"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"CANADA",1993,368558,2772,3215558,100486
"CANADA",1993,548515,625567,4029831,89551
"UNITED STATES",1993,548515,448848,522874,107809
"PERU",1993,312257,64084,1949428,62884
"PERU",1993,443368,255450,1551605,84326
"BRAZIL",1993,443368,541219,1361005,75611
"PERU",1993,443368,764018,4726088,64918
"UNITED STATES",1993,596248,315074,102371,65343
"BRAZIL",1993,596248,238167,1312918,66309
"CANADA",1993,532177,714475,4658968,89366
"CANADA",1992,430444,328651,839820,100778
"BRAZIL",1992,275998,189018,2889296,66420
"PERU",1993,600917,425470,2465760,83727
"CANADA",1992,570089,645431,130758,82584
"UNITED STATES",1992,570089,309981,6769298,119458
"CANADA",1993,605339,19021,1675115,56401
"UNITED STATES",1993,605339,216653,3941366,94178
"ARGENTINA",1993,325826,477522,3765244,89970
"BRAZIL",1993,325826,574664,2034208,104318
"CANADA",1993,325826,762251,5919995,78793
"ARGENTINA",1992,700661,776619,4818838,101734
"CANADA",1992,831343,2121,1807853,61387
"CANADA",1992,831343,447547,292925,89671
"UNITED STATES",1992,281356,601499,658216,84027
"PERU",1993,122677,675353,4380799,79699
"PERU",1993,122677,255810,1223699,105948
"CANADA",1992,447698,711620,4495030,97895
"BRAZIL",1992,447698,195023,2459644,67081
"UNITED STATES",1992,447698,147917,1414735,117894
"ARGENTINA",1992,447698,430042,2476706,58321
"PERU",1992,447698,509683,507798,101559
"UNITED STATES",1993,316184,133605,7472016,98316
"ARGENTINA",1992,499186,296979,908941,118557
"UNITED STATES",1992,499186,32126,4310780,63487
"UNITED STATES",1992,499186,735293,2629954,79695
"BRAZIL",1992,30541,463036,799208,59940
"UNITED STATES",1993,329723,578163,589541,74468
"PERU",1993,165476,468934,3288228,114174
"CANADA",1993,165476,612631,717774,92616
"PERU",1993,165476,781480,3864588,93687
"PERU",1993,768212,138700,5946354,104322
"CANADA",1993,614168,771101,3600599,70324
"PERU",1993,94603,576876,2733990,117171
"BRAZIL",1993,288850,521349,1674531,82219
"UNITED STATES",1993,288850,509624,1109214,98016
"CANADA",1993,24127,216662,3340423,94719
"CANADA",1993,24127,624727,901822,99101
"CANADA",1993,495866,706643,150114,98976
"BRAZIL",1993,495866,542587,5573095,97773
"BRAZIL",1993,495866,337485,3081479,91348
"PERU",1992,766450,681598,4443302,94773
"ARGENTINA",1993,898303,143915,180219,117534
"CANADA",1993,175465,214701,5328545,96941
"UNITED STATES",1993,175465,466076,4595440,62523
"CANADA",1993,758740,724171,2022176,71708
"ARGENTINA",1993,249971,307267,3371665,76455
"PERU",1993,249971,234302,1112661,74177
"UNITED STATES",1992,839024,11028,3811482,56341
"UNITED STATES",1993,869456,179585,6641674,99874
"CANADA",1993,652240,62164,4915688,67569
"ARGENTINA",1993,652240,561105,2038307,69964
"ARGENTINA",1992,29594,418624,3591172,92556
"PERU",1992,29594,605568,1877277,88411
"UNITED STATES",1993,303193,157087,2965455,68644
"BRAZIL",1992,764587,152626,1342896,100717
"PERU",1992,200365,637069,3239416,60361
"CANADA",1993,538531,91275,125360,75976
"CANADA",1992,658112,17828,2737445,104749
"ARGENTINA",1992,658112,143861,8587108,114291
"UNITED STATES",1993,698489,473933,1716219,114414
"PERU",1993,698489,9839,8142552,104929
"CANADA",1993,83716,523884,8333532,114471
"CANADA",1992,474970,506667,836820,100418
"BRAZIL",1992,127286,585116,4776734,72065
"ARGENTINA",1992,888638,693021,200770,60839
"UNITED STATES",1993,34297,759385,4731690,86661
"ARGENTINA",1993,689647,765521,942375,95189
"PERU",1993,689647,500290,848997,77416
"ARGENTINA",1992,833518,683084,1103329,64023
"UNITED STATES",1992,833518,584966,4528475,123056
"CANADA",1992,833518,312300,1328037,78737
"ARGENTINA",1993,210637,755542,7668048,95850
"ARGENTINA",1992,630724,441217,1772030,69491
"ARGENTINA",1992,747475,193357,2871693,87021
"CANADA",1992,747475,136001,2047038,62220
"PERU",1993,661696,377796,348523,112426
"PERU",1993,661696,750460,1776265,90625
"CANADA",1992,88792,97468,5658141,87927
"PERU",1992,248746,704429,5583054,86003
"BRAZIL",1992,359155,219569,729389,89313
"PERU",1992,10252,319967,7413310,119217
"CANADA",1992,712522,152293,4089681,80717
"CANADA",1992,187727,268245,4636965,72793
"CANADA",1993,619783,508838,2533823,110808
"ARGENTINA",1992,76348,97232,4915690,73753
"UNITED STATES",1992,210970,698664,3870602,99757
"ARGENTINA",1993,234403,733458,4724818,89485
"BRAZIL",1993,234403,18551,5863504,88173
"BRAZIL",1992,314125,761646,1746885,102456
"BRAZIL",1992,899642,509638,3229315,98856
"ARGENTINA",1992,491185,62747,5912280,102584
"CANADA",1992,82990,507782,3094495,107385
"UNITED STATES",1993,379805,33918,8616937,111114
"PERU",1993,578836,324345,5475950,82159
"UNITED STATES",1993,129653,17800,1305528,103068
"BRAZIL",1993,129653,318765,1922882,107025
"PERU",1992,313438,752411,4814520,87802
"ARGENTINA",1992,313438,170445,4850923,90926
"BRAZIL",1993,858412,47650,4169866,95859
"BRAZIL",1992,330868,318455,5263127,88406
"ARGENTINA",1992,669560,101797,2705380,107927
"BRAZIL",1993,306596,559716,5398097,106541
"UNITED STATES",1992,20140,279287,3007391,75976
"PERU",1992,581450,335254,5627532,77354
"ARGENTINA",1992,63740,715326,630406,80477
"ARGENTINA",1992,63740,83725,3615651,102523
"ARGENTINA",1992,376717,131205,4094294,74172
"PERU",1992,856978,719293,6167622,78735
"CANADA",1992,856978,356865,8475358,115311
"CANADA",1992,843331,436438,1566827,82464
"ARGENTINA",1992,843331,797702,2245988,107980
"ARGENTINA",1992,179431,235860,3879036,107751
"BRAZIL",1992,179431,86422,5485795,84505
"BRAZIL",1992,151850,384015,3626700,65940
"PERU",1992,151850,716392,5108121,84501
"CANADA",1992,357902,532684,798246,102999
"PERU",1992,357902,268898,8587648,112012
"BRAZIL",1993,101447,376740,6612897,109003
"CANADA",1992,628849,688197,4575902,71109
"UNITED STATES",1992,462550,371394,2617168,87922
"CANADA",1993,749986,754416,2007068,88222
"UNITED STATES",1993,169523,81061,2991754,62523
"ARGENTINA",1992,698863,132963,8442910,119757
"CANADA",1992,871174,294,5383859,71657
"ARGENTINA",1992,871174,127952,9313684,118797
"BRAZIL",1993,431941,675115,4866117,65404
"PERU",1993,169049,488982,197096,118257
"ARGENTINA",1992,662000,340257,3210669,77834
"PERU",1993,428557,48677,6053995,97540
"CANADA",1993,740800,438459,4678595,83845
"UNITED STATES",1993,579067,624230,2495380,69252
"CANADA",1992,672236,560143,3384376,72187
"BRAZIL",1992,672236,714995,9145318,120597
"CANADA",1992,672236,118300,258386,79098
"ARGENTINA",1992,632365,80119,306651,65946
"BRAZIL",1992,675424,308596,2515981,96274
"BRAZIL",1992,675424,80406,4214656,83184
"UNITED STATES",1992,832274,7795,7117662,102167
"CANADA",1992,217528,559526,7004739,95130
"UNITED STATES",1992,30773,581513,1160788,95669
"PERU",1993,585589,559951,9557950,120655
"CANADA",1993,472999,477022,4295700,59940
"PERU",1993,472999,517302,1104237,79156
"PERU",1993,739955,234128,869868,63726
"ARGENTINA",1993,219505,331832,7954783,111829
"PERU",1993,219505,287108,4481108,65705
"CANADA",1993,219505,607874,6635572,106910
"PERU",1992,663143,638914,2594032,111172
"UNITED STATES",1992,858619,561699,5567238,105640
"BRAZIL",1993,194009,578418,6965695,89783
"ARGENTINA",1992,688204,589720,1317461,108582
"PERU",1992,732151,168678,6777079,104800
"PERU",1992,129103,713259,617026,76333
"BRAZIL",1992,129103,683547,5013950,91830
"CANADA",1992,251464,117878,881579,113752
"ARGENTINA",1993,484573,374652,4713727,103598
"ARGENTINA",1993,484573,640327,684336,76037
"PERU",1992,693796,59398,5933151,81443
"PERU",1993,201901,254317,5614060,76278
"BRAZIL",1993,188047,173276,634156,80956
"CANADA",1993,433180,667225,1206496,71531
"BRAZIL",1992,295289,35706,1234558,98502
"CANADA",1993,314000,127210,697786,74232
"ARGENTINA",1993,314000,643004,459280,56818
"BRAZIL",1993,314000,452908,6434923,111652
"BRAZIL",1993,830506,279489,2026488,88108
"CANADA",1993,499019,211772,7280578,101025
"CANADA",1992,835897,179359,668832,86301
"ARGENTINA",1992,221980,66761,984823,103665
"BRAZIL",1992,221980,437529,431151,87990
"ARGENTINA",1993,642304,435072,1966768,60423
"BRAZIL",1992,27761,252677,1238541,97779
"ARGENTINA",1992,27761,653196,2114454,68949
"CANADA",1992,27761,620847,4136675,106068
"CANADA",1993,817697,128324,4061016,81139
"CANADA",1993,576829,163870,2755764,116032
"UNITED STATES",1993,763774,99292,2208105,77477
"BRAZIL",1992,708946,310148,4930159,69487
"BRAZIL",1992,255710,373452,5018697,91526
"CANADA",1992,446966,129042,3495874,64262
"CANADA",1992,22211,484410,5354457,83663
"CANADA",1992,60427,651605,3039981,93394
"BRAZIL",1992,112558,775155,221421,73807
"ARGENTINA",1992,864176,686726,5919056,102761
"CANADA",1992,865208,622744,5600145,100002
"UNITED STATES",1992,865208,213015,440800,55680
"PERU",1992,579074,472731,6635950,102222
"PERU",1992,469129,795848,2861288,116628
"ARGENTINA",1993,204854,313557,2110805,94232
"PERU",1993,204854,96012,1512015,60480
"CANADA",1992,464398,406627,6545404,92016
"PERU",1992,456814,477355,4523260,79939
"BRAZIL",1992,456814,259148,1952977,66427
"UNITED STATES",1993,605947,123904,2776176,115674
"BRAZIL",1993,873481,237247,2700044,71053
"ARGENTINA",1993,873481,206698,6566350,96280
"CANADA",1993,282479,490444,4750799,86065
"CANADA",1993,282479,303326,883991,79758
"BRAZIL",1993,282479,384424,6039673,90504
"BRAZIL",1992,493598,518344,3661916,81739
"ARGENTINA",1992,551294,568731,5579101,107982
"UNITED STATES",1992,551294,259904,2795835,111833
"ARGENTINA",1993,508336,579115,549281,71645
"CANADA",1993,339917,264390,3564728,81262
"PERU",1993,339917,38886,180663,109492
"ARGENTINA",1993,95309,330115,666448,68706
"PERU",1992,275120,2660,7274182,93759
"CANADA",1993,634297,665253,3398833,73093
"ARGENTINA",1993,634297,198917,4499511,120954
"BRAZIL",1993,634297,766222,2844323,77291
"ARGENTINA",1993,260734,613826,1818080,104387
"BRAZIL",1993,260734,138432,2646774,88225
"ARGENTINA",1993,23023,709708,3476564,103060
"UNITED STATES",1993,653768,453048,4089166,60061
"ARGENTINA",1993,653768,314418,3426300,85944
"UNITED STATES",1993,653768,317156,4551783,70388
"CANADA",1992,308423,274120,3357823,65646
"PERU",1992,200722,541804,3695251,110746
"UNITED STATES",1992,200722,383283,2183299,81976
"BRAZIL",1992,320864,459111,2033171,64205
"ARGENTINA",1992,799999,726743,7061142,106182
"UNITED STATES",1992,813784,389255,1113030,80654
"UNITED STATES",1992,842402,22275,3555891,71836
"BRAZIL",1993,334906,391243,4613767,80053
"BRAZIL",1993,334906,297364,5502576,81681
"ARGENTINA",1992,487769,672710,6729037,100960
"ARGENTINA",1992,225193,262504,862296,87989
"UNITED STATES",1992,225193,763399,6580620,87741
"UNITED STATES",1992,225193,594339,1404643,85998
"BRAZIL",1993,318254,480613,5099488,95615
"ARGENTINA",1992,498070,474910,1809494,113093
"PERU",1993,638951,637366,969677,78199
"UNITED STATES",1992,41879,543672,1276443,102939
"UNITED STATES",1993,870241,328497,6956188,91528
"UNITED STATES",1993,870241,242202,5097366,68651
"UNITED STATES",1993,870241,276850,4159714,109610
"PERU",1992,107593,403567,2841083,88232
"BRAZIL",1993,850495,791325,2359539,84977
"BRAZIL",1992,515950,586636,6427057,103356
"BRAZIL",1993,389047,429078,1087614,60423
"CANADA",1993,389047,732439,6056282,88284
"UNITED STATES",1993,389047,501487,2658389,89307
"BRAZIL",1993,389047,479471,6748943,87027
"UNITED STATES",1992,411913,401808,2308203,102586
"PERU",1992,411913,386615,3369168,102096
"UNITED STATES",1992,411913,227018,1289925,56700
"BRAZIL",1992,319553,366692,2813888,105520
"PERU",1992,570076,559674,4757135,104019
"PERU",1992,570076,791716,6833030,108460
"ARGENTINA",1993,744085,630290,1376453,73215
"PERU",1993,744085,308428,6053031,86184
"ARGENTINA",1993,282022,538331,3080947,82158
"ARGENTINA",1993,282022,427218,652758,68711
"PERU",1993,282022,251168,411847,67149
"UNITED STATES",1993,289978,181981,4084700,123778
"UNITED STATES",1993,289978,60878,919435,110332
"ARGENTINA",1992,218062,139085,2776477,67444
"ARGENTINA",1993,624779,724828,7140652,111167
"CANADA",1993,624779,571567,904474,98312
"CANADA",1993,351647,723330,1354653,81198
"PERU",1992,533063,235089,1848446,61444
"CANADA",1993,156997,634803,3795289,104266
"CANADA",1993,61478,352679,1511739,103899
"CANADA",1992,586811,753398,4737239,87081
"PERU",1993,729397,270809,3274813,106787
"BRAZIL",1993,53903,506347,6563602,81199
"UNITED STATES",1993,517208,316524,4199430,92430
"UNITED STATES",1992,313045,557906,3876699,117832
"ARGENTINA",1992,839767,150620,7935445,100237
"BRAZIL",1992,633415,441968,8527882,114596
"PERU",1993,587498,599445,4044835,92665
"CANADA",1993,446320,57251,1172002,72495
"PERU",1993,616012,193333,670375,85579
"PERU",1992,279328,463601,2420405,93874
"PERU",1993,169411,764943,5541831,120474
"PERU",1993,815920,174053,405738,67623
"PERU",1993,643055,762496,1628590,93507
"PERU",1993,311446,209668,1377288,94659
"ARGENTINA",1993,13222,248991,4104997,116398
"ARGENTINA",1993,802532,515892,3228116,114472
"CANADA",1993,740131,93747,6517330,104444
"ARGENTINA",1992,450616,367930,5090700,119875
"PERU",1993,111184,596309,2403028,84316
"BRAZIL",1993,111184,776493,1155122,94167
"CANADA",1993,889906,383912,2361149,119754
"PERU",1993,860792,154164,3391357,73089
"PERU",1993,860792,100227,3068050,73633
"CANADA",1993,223618,265252,472289,73034
"PERU",1993,819769,500734,2775536,104082
"BRAZIL",1992,864463,398610,1606084,102516
"ARGENTINA",1992,864463,700733,2871007,104022
"UNITED STATES",1993,317807,572576,1839781,98913
"BRAZIL",1993,230989,538971,4437969,120597
"BRAZIL",1992,875881,385074,1307419,69543
"BRAZIL",1992,79120,129380,279057,84562
"PERU",1993,106390,735731,4847824,106002
"PERU",1992,266972,55581,6001881,92194
"PERU",1993,521107,432164,302534,65768
"BRAZIL",1993,313369,14925,7617268,110395
"BRAZIL",1992,717649,659072,1443456,61862
"BRAZIL",1993,8254,748370,6332888,85100
"PERU",1992,452470,677924,5515481,114113
"UNITED STATES",1993,25255,246034,3298747,58801
"BRAZIL",1993,427978,162672,806621,104080
"UNITED STATES",1993,427978,490246,5399808,74173
"BRAZIL",1993,220346,138223,978706,75673
"PERU",1993,220346,667425,6478790,83543
"ARGENTINA",1993,220346,599651,5047066,105037
"PERU",1992,89443,625222,2027084,68831
"UNITED STATES",1992,89443,98473,5423838,88288
"BRAZIL",1992,89443,184170,1474903,75250
"BRAZIL",1993,262543,108896,7575747,114293
"PERU",1993,751510,373133,2743923,72367
"BRAZIL",1993,192301,499272,1384391,76275
"BRAZIL",1993,192301,703552,5910976,93331
"BRAZIL",1992,576979,655424,2321513,82763
"ARGENTINA",1992,436315,1387,4792773,77302
"PERU",1992,436315,94688,4406938,100960
"PERU",1992,436315,207990,7106037,113878
"CANADA",1992,162112,620228,5166855,68891
"ARGENTINA",1992,631027,492578,5779624,94233
"UNITED STATES",1993,739492,161649,3233109,102638
"CANADA",1992,128602,673242,583300,72912
"UNITED STATES",1992,128602,769568,314405,98251
"PERU",1992,128602,370595,489680,99934
"BRAZIL",1992,880099,331718,3702365,104982
"UNITED STATES",1993,872137,393096,112962,71344
"PERU",1993,70459,347929,5159735,118614
"CANADA",1992,46099,414264,5302080,70694
"PERU",1992,135287,421939,8575073,111654
"CANADA",1992,135287,70457,6637642,85647
"UNITED STATES",1993,307529,223828,1830641,105108
"UNITED STATES",1993,665359,343914,6737133,117474
"PERU",1992,384251,350057,4888688,66422
"UNITED STATES",1993,879304,211565,3839030,88593
"CANADA",1993,456184,137842,6382056,112790
"BRAZIL",1993,456184,192306,5977732,83898
"ARGENTINA",1993,755306,614740,982897,99282
"ARGENTINA",1993,553408,360575,1943045,98133
"PERU",1992,21205,660677,3278555,98258
"UNITED STATES",1992,880723,483188,4138879,70269
"ARGENTINA",1992,4190,309963,7990447,118377
"ARGENTINA",1993,208430,718333,4107952,81078
"CANADA",1993,208430,218817,1890286,104148
"UNITED STATES",1993,208430,723278,1530258,78074
"ARGENTINA",1993,757147,799034,2152700,67980
"CANADA",1992,169495,66723,7857198,101383
"BRAZIL",1992,169495,600005,3016595,66298
"UNITED STATES",1992,169495,275746,5702369,103303
"BRAZIL",1993,883745,595801,8376180,113806
"BRAZIL",1993,883745,12397,2985409,78563
"UNITED STATES",1993,835651,305068,2636483,64383
"ARGENTINA",1993,835651,516488,4961709,90267
"BRAZIL",1993,393878,778736,3992340,108882
"ARGENTINA",1992,79228,250348,3635324,77899
"CANADA",1993,452246,40449,2500992,83366
"UNITED STATES",1992,396781,580263,5923688,80594
"PERU",1992,396781,470992,6674098,117778
"ARGENTINA",1993,193861,616912,6671754,109732
"BRAZIL",1992,355075,100109,3610120,66546
"ARGENTINA",1993,822814,274302,379058,76577
"UNITED STATES",1993,693581,61377,4356394,80302
"BRAZIL",1993,210076,286710,488649,101802
"UNITED STATES",1993,210076,322864,8690831,113211
"BRAZIL",1993,210076,774013,3130502,65218
"CANADA",1993,210076,35815,2116729,105048
"PERU",1993,372004,699843,8668578,110568
"UNITED STATES",1993,821824,303908,2906072,114713
"PERU",1993,83464,729515,454077,92668
"ARGENTINA",1993,83464,510122,4166128,67926
"BRAZIL",1993,83464,14981,5096394,113758
"ARGENTINA",1992,574657,585409,3057501,89662
"PERU",1992,191986,439667,1359217,96398
"CANADA",1992,69635,494442,2925987,86185
"UNITED STATES",1993,466091,418106,2488514,61444
"PERU",1993,466091,696804,8103465,108046
"CANADA",1993,186337,31019,3458036,57000
"UNITED STATES",1992,512816,181646,2223472,103658
"ARGENTINA",1992,512816,116645,7108495,99698
"PERU",1992,512816,191450,4874064,92487
"UNITED STATES",1992,162298,8643,1806108,93098
"BRAZIL",1992,7646,790035,1984500,67500
"ARGENTINA",1993,634675,116253,1848028,76155
"CANADA",1992,181835,266334,2990736,78019
"UNITED STATES",1992,181835,431786,7669798,103065
"CANADA",1993,736418,745474,6700730,91166
"ARGENTINA",1993,348437,489149,4199662,68287
"ARGENTINA",1992,533288,593321,6300706,84858
"CANADA",1992,533288,309886,3924450,113752
"PERU",1993,545926,239513,1850485,87150
"CANADA",1993,272020,174860,5309255,116091
"UNITED STATES",1993,657349,262356,5626675,79100
"UNITED STATES",1993,552650,197458,2364284,93327
"CANADA",1992,675802,234188,897736,67330
"PERU",1993,161386,402568,2598444,88232
"BRAZIL",1992,521744,193315,1656172,84498
"CANADA",1992,172849,642316,3397356,75496
"BRAZIL",1992,172849,189155,2682387,74649
"ARGENTINA",1992,172849,512072,956132,65043
"UNITED STATES",1993,895156,612973,4413099,113156
"UNITED STATES",1993,438178,715599,445618,96873
"ARGENTINA",1993,438178,668049,1972999,61020
"BRAZIL",1993,438178,544995,4455294,122398
"BRAZIL",1992,340715,459860,349409,109190
"UNITED STATES",1992,340715,52567,3355188,91173
"BRAZIL",1992,340715,293068,2413888,63663
"ARGENTINA",1992,340715,374361,6961447,86121
"UNITED STATES",1992,340715,683525,992586,90509
"CANADA",1993,704477,649478,519588,85646
"UNITED STATES",1992,831022,41026,2438824,58021
"PERU",1993,610942,495998,398794,119638
"UNITED STATES",1992,898732,674587,1321071,93693
"PERU",1992,898732,762943,5361797,120354
"ARGENTINA",1992,147514,221411,3291028,79944
"CANADA",1992,591275,150015,1148080,63900
"BRAZIL",1992,591275,374055,2310015,67742
"BRAZIL",1992,527881,567668,4122145,104138
"BRAZIL",1992,24283,453663,6812520,96998
"CANADA",1993,231896,680875,4583924,111350
"CANADA",1993,406336,632922,6555181,111293
"CANADA",1993,406336,550244,3297672,77653
"ARGENTINA",1992,66554,71816,5098834,107268
"CANADA",1993,578048,560172,4534312,73929
"PERU",1993,660322,540007,3144080,62818
"PERU",1993,660322,688263,625615,75073
"UNITED STATES",1993,660322,424855,8632175,106789
"UNITED STATES",1993,439352,36319,2949978,75318
"PERU",1992,776380,535689,7695432,103479
"ARGENTINA",1992,776380,111404,2016945,84924
"PERU",1992,776380,67703,7367787,100242
"ARGENTINA",1992,95933,384500,3276725,95069
"BRAZIL",1993,158650,667886,8186601,111231
"PERU",1992,613279,205009,3851553,54839
"BRAZIL",1993,563560,277849,5085894,109609
"PERU",1993,563560,114748,5182455,105764
"UNITED STATES",1993,856589,63596,907681,93575
"CANADA",1993,856589,44289,2885875,73996
"UNITED STATES",1993,101245,52649,3459542,96098
"BRAZIL",1993,101245,68149,3396105,67028
"BRAZIL",1993,101245,565230,1668230,77712
"BRAZIL",1992,622594,68008,2371680,58560
"PERU",1992,791209,627475,5305430,84146
"BRAZIL",1992,273199,276947,7693796,115435
"UNITED STATES",1992,769159,334155,353174,71348
"ARGENTINA",1992,769159,65875,5301705,110452
"CANADA",1993,661156,440306,2178497,74776
"PERU",1993,324643,585743,5321575,109723
"ARGENTINA",1993,319513,357918,3378789,118554
"BRAZIL",1993,695897,754549,1327706,96210
"UNITED STATES",1993,695897,97512,2264265,90570
"ARGENTINA",1993,541088,697291,4148197,77295
"PERU",1993,454547,447491,2485676,86308
"ARGENTINA",1993,363871,503025,3789208,61680
"BRAZIL",1992,784555,515877,7234472,113571
"ARGENTINA",1992,107212,355742,647182,107863
"PERU",1992,107212,50661,1531077,96699
"CANADA",1992,444686,654540,1464619,89670
"PERU",1992,389228,788390,5707947,88701
"CANADA",1992,778276,465895,3556122,111652
"BRAZIL",1993,468292,38614,596202,93156
"ARGENTINA",1993,468292,171818,5737463,113388
"CANADA",1993,301669,614384,5842575,77901
"PERU",1993,368725,350014,612864,63840
"BRAZIL",1993,368725,615393,730064,78501
"UNITED STATES",1993,368725,69096,3408288,63905
"BRAZIL",1992,115876,761274,4470383,80114
"ARGENTINA",1993,687611,450825,5229731,106548
"CANADA",1993,662966,260412,4563230,82344
"BRAZIL",1992,124876,296316,3182327,78738
"ARGENTINA",1992,445783,723252,1785308,76513
"BRAZIL",1992,8678,218971,6019522,113397
"BRAZIL",1993,37640,323641,5418370,99877
"PERU",1993,850882,10822,7014455,103969
"UNITED STATES",1993,850882,565592,4773801,99454
"BRAZIL",1993,342250,342144,4270068,71167
"UNITED STATES",1992,479137,446771,166621,103065
"UNITED STATES",1993,531361,427939,5208678,112014
"PERU",1993,32273,528279,3074652,78435
"PERU",1993,842395,168201,3579144,76152
"CANADA",1993,842395,285198,880285,70990
"PERU",1993,565307,513918,1931890,115913
"PERU",1993,565307,705020,2066379,61499
"CANADA",1992,260548,560394,2652770,87262
"UNITED STATES",1993,430678,135949,2751126,119096
"PERU",1993,313888,662792,6597897,105285
"ARGENTINA",1993,895004,81523,857576,90271
"UNITED STATES",1992,689233,195999,1466493,125699
"PERU",1993,551416,277883,6096210,111652
"UNITED STATES",1993,532256,633550,2677753,89011
"BRAZIL",1993,532256,232981,8230071,114838
"ARGENTINA",1992,521588,291283,244659,76456
"CANADA",1992,507323,108458,2639610,87987
"CANADA",1993,257125,480064,3006835,62642
"BRAZIL",1993,528269,313548,3366658,93691
"ARGENTINA",1993,100313,432566,2496567,89912
"ARGENTINA",1992,158692,68863,5501075,109911
"UNITED STATES",1993,433331,791115,3854631,72364
"UNITED STATES",1992,697643,26934,4108933,111655
"BRAZIL",1993,686707,518814,733116,109967
"UNITED STATES",1993,338371,496774,7042272,106245
"UNITED STATES",1993,767944,226825,5045212,105108
"PERU",1993,767944,714898,527949,114771
"UNITED STATES",1993,846533,552266,4482016,79094
"CANADA",1993,50806,136641,2603697,100658
"CANADA",1993,693013,349277,4201591,79575
"CANADA",1993,693013,72657,6347486,97779
"UNITED STATES",1993,551696,477810,7315636,107267
"CANADA",1993,551696,492826,1818800,109128
"PERU",1992,649694,417227,3089340,68652
"ARGENTINA",1993,686857,359434,2240130,89605
"ARGENTINA",1993,686857,195283,777349,82696
"BRAZIL",1992,785197,137063,836045,66003
"UNITED STATES",1992,279572,606158,4851323,63847
"ARGENTINA",1992,279572,491417,1549229,84503
"PERU",1992,279572,614374,2898765,77300
"PERU",1993,259616,129075,3839955,66244
"UNITED STATES",1993,259616,552139,2973010,71466
"ARGENTINA",1993,850202,32354,3230024,77181
"UNITED STATES",1993,547213,48016,1165488,57840
"PERU",1992,587942,729438,5634816,88044
"CANADA",1992,534448,523166,114157,71348
"ARGENTINA",1992,213076,1878,5019233,106792
"CANADA",1992,213076,357293,1822878,81016
"UNITED STATES",1992,213076,241143,4382053,65047
"CANADA",1992,605735,592557,6080167,98971
"PERU",1992,605735,212707,1218006,97181
"CANADA",1992,716482,703120,3144652,67385
"PERU",1993,234694,498894,7662337,113572
"CANADA",1992,675070,403815,330007,103127
"UNITED STATES",1992,474296,389695,699594,107080
"UNITED STATES",1993,443488,598003,1288146,66058
"BRAZIL",1992,575872,11416,4061874,79644
"BRAZIL",1992,435910,301437,4236146,86305
"PERU",1993,161389,420284,915237,72255
"BRAZIL",1993,509098,240084,4620603,61444
"UNITED STATES",1993,409784,370378,5403831,86901
"ARGENTINA",1993,837943,552141,4056608,71587
"BRAZIL",1992,30824,214696,2187303,96640
"PERU",1993,240200,43687,2372639,97840
"CANADA",1992,129881,287606,4541731,95615
"UNITED STATES",1992,129881,340466,6305999,90387
"CANADA",1993,695014,313118,212646,67866
"CANADA",1993,695014,665514,7030488,88768
"PERU",1992,109630,600155,3072509,63307
"ARGENTINA",1992,109630,570740,4284163,108643
"UNITED STATES",1993,246535,306608,1937508,96875
"PERU",1993,246535,466598,1379950,93874
"CANADA",1993,810271,426539,5544024,87930
"UNITED STATES",1992,450760,295939,3256470,116095
"CANADA",1993,891689,142675,3229219,103060
"ARGENTINA",1993,891689,326506,1912547,91949
"PERU",1993,891689,376428,5121011,90264
"ARGENTINA",1993,891689,211692,3111139,96220
"ARGENTINA",1993,320537,284834,900315,109129
"PERU",1992,794026,387216,2060359,78192
"UNITED STATES",1992,794026,688916,571464,114292
"ARGENTINA",1992,794026,704488,3828134,89547
"ARGENTINA",1993,368251,663148,3719996,66666
"BRAZIL",1993,368251,558147,115691,72307
"ARGENTINA",1993,89281,19270,692155,71356
"PERU",1992,653756,230152,3246420,64928
"UNITED STATES",1992,653756,159816,2022123,112548
"CANADA",1992,896185,541225,4522866,75972
"PERU",1992,896185,563222,5675443,77112
"ARGENTINA",1992,800309,236694,5824788,97840
"UNITED STATES",1992,800309,450510,6655452,87629
"PERU",1993,381476,105151,4645410,69369
"BRAZIL",1992,456910,362279,2993692,80475
"ARGENTINA",1992,893969,772416,433118,89302
"BRAZIL",1992,893969,739065,3606866,66241
"UNITED STATES",1993,673549,199827,2687913,115609
"ARGENTINA",1993,673549,23306,5842862,73758
"PERU",1992,125911,455331,1605314,77178
"BRAZIL",1993,107294,644447,4883849,83484
"UNITED STATES",1992,45229,250401,2781160,81083
"ARGENTINA",1992,603991,126421,4071592,86845
"PERU",1993,602854,789963,7645111,123175
"PERU",1993,602854,94785,4100613,106786
"UNITED STATES",1993,602854,238786,6317832,103486
"UNITED STATES",1992,254281,683704,4134791,101260
"UNITED STATES",1992,254281,385471,2004720,93387
"BRAZIL",1992,254281,194981,3747143,124558
"CANADA",1992,254281,298033,3435358,61861
"CANADA",1992,481081,413839,4075283,105168
"ARGENTINA",1992,820126,416609,694138,91534
"CANADA",1992,292049,117965,1695430,118977
"BRAZIL",1993,16181,275365,3947330,80421
"CANADA",1992,677665,180660,4229803,104439
"ARGENTINA",1992,294820,345710,4898403,105342
"CANADA",1992,119423,432821,7390513,105228
"BRAZIL",1992,119423,694775,686659,106184
"PERU",1992,163591,406614,2831338,91235
