"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"EGYPT",199205,252631,218257,2188296,70514
"SAUDI ARABIA",199206,246452,44634,7657934,94717
"JORDAN",199204,61177,449158,4339949,66427
"EGYPT",199208,297106,27307,3826330,74058
"SAUDI ARABIA",199202,132952,89084,743644,64384
"JORDAN",199210,86704,383864,5399440,116871
"SAUDI ARABIA",199210,142220,156749,3185325,108344
"JORDAN",199210,142220,508191,3798970,71950
"JORDAN",199206,80494,550176,2184999,73569
"JORDAN",199206,80494,200984,4900922,113098
"IRAQ",199205,224456,271203,1841129,70451
"EGYPT",199206,137059,104576,4956667,94834
"JORDAN",199209,278302,388188,252681,76570
"IRAN",199209,278302,470767,6603412,104264
"JORDAN",199210,59378,510385,828843,83721
"EGYPT",199210,59378,437589,4338483,91593
"IRAN",199205,215086,128213,2606541,74472
"SAUDI ARABIA",199202,146309,311399,6081558,84622
"IRAQ",199204,194101,208497,6605756,84328
"IRAN",199208,295735,198020,4427359,67081
"SAUDI ARABIA",199212,229747,488167,1501682,69308
"JORDAN",199207,214166,50342,2067744,77540
"EGYPT",199209,111784,190392,3557736,88943
"SAUDI ARABIA",199207,22336,268646,5812668,96877
"IRAQ",199207,22336,385934,8313990,121195
"SAUDI ARABIA",199202,28252,92133,3262877,67507
"EGYPT",199207,94972,278588,1550904,93994
"IRAQ",199210,41554,535212,1728605,74831
"IRAN",199209,241781,369905,782056,118493
"IRAQ",199202,112816,49103,5052184,63126
"JORDAN",199201,230776,544872,7021421,115011
"EGYPT",199201,230776,452460,6779712,84746
"IRAQ",199205,70736,229325,4346184,75258
"IRAQ",199212,198949,464439,4126025,84204
"IRAN",199211,111833,422437,4306610,81564
"SAUDI ARABIA",199205,292048,368134,235615,72127
"JORDAN",199212,227623,228996,5907763,115498
"IRAN",199212,271075,6163,2305108,64149
"IRAQ",199205,159520,184931,6124395,120955
"IRAN",199212,283267,87236,5812788,73393
"IRAN",199212,6218,586068,2261918,69242
"IRAN",199207,46528,473361,1176887,80060
"EGYPT",199202,127429,422819,8364075,104507
"IRAQ",199205,220694,237325,1124718,75738
"IRAN",199205,174571,125896,2448487,115313
"IRAN",199203,285406,558454,148218,90745
"IRAN",199202,265165,344132,2587464,70567
"IRAQ",199212,233080,67471,6760809,86308
"JORDAN",199205,154819,30340,4192122,76220
"IRAQ",199203,207146,65706,7522650,100302
"JORDAN",199210,120559,355196,490462,75070
"SAUDI ARABIA",199212,168956,228934,1825661,111775
"SAUDI ARABIA",199209,64960,551605,328002,99394
"EGYPT",199205,26053,162011,4355347,64380
"IRAQ",199207,173272,384301,3122443,83117
"SAUDI ARABIA",199207,173272,340153,4016109,71588
"IRAN",199202,8249,299891,6551899,113452
"JORDAN",199205,182869,530386,1249229,84981
"IRAQ",199206,299495,581004,2169960,65098
"JORDAN",199203,61234,38227,4194792,69913
"IRAQ",199206,186953,492894,3207679,113212
"IRAQ",199208,250952,107801,2686068,108528
"IRAQ",199209,139639,419035,1335614,57240
"IRAN",199204,146738,308868,3901971,112611
"JORDAN",199209,142729,33997,955840,115859
"EGYPT",199207,114812,417565,4503956,88952
"SAUDI ARABIA",199202,123038,101384,2078070,83122
"IRAN",199202,123038,350116,3656889,69966
"SAUDI ARABIA",199212,120224,38698,8183450,98201
"EGYPT",199212,165133,26925,8250303,111115
"EGYPT",199203,108778,536844,5898251,112849
"IRAQ",199211,258922,513224,4409380,74232
"IRAN",199211,228505,503281,5034299,77055
"IRAN",199209,154834,255536,2214907,89491
"IRAN",199208,36361,190114,4887482,72246
"SAUDI ARABIA",199204,174503,545270,1709825,78915
"SAUDI ARABIA",199208,150058,185024,2772550,66541
"SAUDI ARABIA",199205,12445,218115,1022769,61986
"JORDAN",199205,28445,245464,563780,84567
"EGYPT",199211,186833,217620,3767144,92256
"EGYPT",199208,101140,381344,4703589,85519
"EGYPT",199212,35206,142838,2793032,112849
"JORDAN",199212,35206,73939,2062138,114775
"SAUDI ARABIA",199210,178768,425982,2861940,114477
"SAUDI ARABIA",199202,65212,96626,6201653,97357
"IRAQ",199201,25349,68457,5587764,85527
"SAUDI ARABIA",199201,25349,354688,4098759,104560
"SAUDI ARABIA",199201,25349,228915,4609750,110634
"IRAQ",199208,144868,361585,4564292,98794
"EGYPT",199201,62216,322167,2616130,71349
"IRAQ",199206,18424,204774,658073,100725
"IRAQ",199212,49627,152891,6350688,116633
"IRAN",199206,71057,208990,7444001,113938
"EGYPT",199201,280378,557646,5228409,102217
"IRAQ",199209,202211,453148,1199119,66067
"IRAQ",199207,88003,489069,3561362,63482
"EGYPT",199208,98989,351182,3746370,73990
"IRAQ",199208,210589,112094,3318270,66365
"EGYPT",199205,14788,548833,6823443,112908
"SAUDI ARABIA",199207,154403,32215,573605,68832
"IRAN",199211,141655,61908,6963507,112194
"EGYPT",199209,143866,534941,7745606,118555
"JORDAN",199206,124111,356036,1621649,65521
"JORDAN",199209,266018,107813,7647402,109248
"JORDAN",199207,215549,336743,1220894,106783
"JORDAN",199205,201175,149123,5569914,70327
"EGYPT",199202,127541,14556,720569,88233
"SAUDI ARABIA",199202,127541,288887,2941364,112552
"IRAQ",199205,258013,343387,2002518,85822
"IRAN",199212,208075,200346,5552400,74779
"SAUDI ARABIA",199205,249130,455385,3216864,80421
"IRAQ",199209,89314,532796,2329852,109726
"IRAN",199209,89314,296470,2032513,87987
"IRAQ",199207,82513,468930,1488745,113934
"IRAN",199202,48932,151971,9912553,121378
"IRAQ",199210,106315,312214,5826902,73572
"IRAN",199201,98992,422801,3885400,103426
"IRAQ",199212,36935,333327,4625054,81618
"EGYPT",199208,27821,508815,8936571,109427
"EGYPT",199209,207256,590464,3808378,93266
"IRAN",199211,180433,63817,8638709,106848
"JORDAN",199211,180433,416588,1327021,90273
"IRAQ",199211,14176,259427,135868,83184
"IRAQ",199211,14176,147274,6147869,79276
"JORDAN",199211,182068,508413,3064516,85283
"EGYPT",199206,247226,484092,2152140,64564
"JORDAN",199206,284434,205249,4342213,69253
"JORDAN",199210,281492,329918,2337480,116874
"IRAQ",199210,281492,542505,2910809,92848
"IRAN",199207,121964,491070,2079658,63663
"EGYPT",199206,77416,50395,941773,80723
"IRAQ",199206,77416,530250,1756475,76813
"IRAQ",199210,133480,13215,2933346,67692
"EGYPT",199210,133480,94558,621020,93153
"IRAQ",199202,184697,304075,1618590,64743
"IRAQ",199201,135925,273676,4736173,98979
"JORDAN",199202,167695,48839,5256220,107269
"IRAN",199205,233422,212112,2609406,61446
"IRAQ",199204,84379,170136,827405,72367
"SAUDI ARABIA",199201,34112,426925,3518610,111114
"IRAN",199211,115915,295079,2339302,64443
"IRAQ",199211,91225,56445,2774851,84086
"SAUDI ARABIA",199204,12212,180401,6599637,88884
"IRAN",199208,297211,93790,1236166,107027
"IRAQ",199210,61201,497851,1464273,110929
"SAUDI ARABIA",199208,21874,599112,5813232,72665
"IRAN",199208,21874,67236,5053566,72193
"SAUDI ARABIA",199208,21874,227356,4235022,77000
"JORDAN",199210,75418,194581,7389307,100534
"EGYPT",199210,24604,143898,5437292,116513
"IRAN",199210,24604,239117,2534640,63366
"JORDAN",199212,99400,70904,3123583,112494
"SAUDI ARABIA",199211,58645,516149,815584,69907
"SAUDI ARABIA",199206,211672,411857,1386762,106129
"IRAN",199201,273859,106635,7883107,98497
"SAUDI ARABIA",199208,202214,514743,7062518,105463
"EGYPT",199207,265577,458426,2192889,83064
"EGYPT",199205,183703,332267,3378050,77955
"IRAN",199202,6976,70416,5961563,83184
"IRAQ",199211,235318,288198,2490978,71170
"IRAN",199208,57335,207239,5560313,68773
"IRAN",199205,28325,301719,1376560,103242
"SAUDI ARABIA",199205,164513,461845,7046598,108409
"IRAN",199212,74974,493743,3782576,104203
"SAUDI ARABIA",199204,99170,32611,2932859,92616
"IRAN",199207,213328,84632,6304857,96997
"EGYPT",199204,63308,371947,9085185,121135
"EGYPT",199208,207476,341467,4629433,90507
"JORDAN",199201,159169,71989,2523781,117658
"EGYPT",199207,41569,506074,2566198,64803
"JORDAN",199206,251681,217261,1649550,70695
"IRAN",199208,263329,333012,4702500,62700
"JORDAN",199210,80470,147892,4752730,116393
"JORDAN",199202,65390,186786,2621892,112366
"IRAQ",199202,126895,290845,5815909,110149
"SAUDI ARABIA",199202,273568,139352,964205,83481
"SAUDI ARABIA",199207,76549,351671,3617586,103359
"IRAQ",199206,88267,145629,5191322,100477
"SAUDI ARABIA",199201,270199,525744,4029652,106183
"EGYPT",199205,80842,131741,351002,106364
"IRAQ",199203,290759,107492,2226742,89969
"IRAQ",199209,235289,475824,1763804,107988
"IRAQ",199212,223168,38733,8024304,100303
"JORDAN",199203,87785,111221,966060,73933
"IRAQ",199206,288082,190600,2343171,101436
"SAUDI ARABIA",199206,288082,135606,7722086,98496
"IRAQ",199209,105218,199039,3680389,68281
"SAUDI ARABIA",199206,65530,452120,3046908,64326
"EGYPT",199212,8539,122402,1851720,85464
"EGYPT",199211,9712,297156,1729710,69188
"JORDAN",199210,32599,48331,3008984,76759
"SAUDI ARABIA",199205,222049,211447,3667761,81505
"SAUDI ARABIA",199206,268631,581289,3288624,82215
"IRAN",199203,76793,315897,5436404,114772
"IRAQ",199204,104569,420395,2320312,78922
"IRAQ",199203,244483,246651,2076932,95858
"SAUDI ARABIA",199210,29815,310146,114456,69367
"EGYPT",199206,228646,362219,1130018,76872
"JORDAN",199208,130672,281988,1544456,118198
"IRAN",199204,225479,517582,6878108,95973
"SAUDI ARABIA",199207,27427,91705,5819681,101802
"EGYPT",199205,179762,46792,4600838,104327
"SAUDI ARABIA",199208,292087,196994,414016,125459
"IRAN",199210,109174,293110,2757750,66186
"EGYPT",199206,236581,450046,4581692,59761
"SAUDI ARABIA",199204,122945,181219,257441,78012
"IRAQ",199204,146944,41090,404187,61865
"IRAQ",199209,103807,436518,6271760,87269
"JORDAN",199208,152572,400520,1392090,85230
"IRAQ",199202,188098,148588,6736163,98194
"EGYPT",199202,53986,344971,5531794,120957
"EGYPT",199212,4330,16961,4416961,112677
"EGYPT",199202,143917,483955,4653432,116335
"JORDAN",199212,214813,385310,138134,83718
"SAUDI ARABIA",199212,214813,103787,3545744,107446
"SAUDI ARABIA",199210,291170,588550,7461865,98311
"EGYPT",199210,291170,143064,4882134,66423
"JORDAN",199211,126058,134114,225029,68886
"JORDAN",199210,212821,485948,6126658,116035
"EGYPT",199206,6512,574130,4887482,72246
"SAUDI ARABIA",199205,233002,9516,3245886,85530
"JORDAN",199207,115100,395468,5726917,93807
"SAUDI ARABIA",199210,212,192219,513994,78672
"IRAQ",199212,212467,428828,521769,105408
"JORDAN",199205,26089,402732,4165241,98082
"IRAQ",199211,211795,22549,1748189,88292
"SAUDI ARABIA",199210,196081,455829,3848028,107088
"SAUDI ARABIA",199203,231958,45154,969450,65949
"SAUDI ARABIA",199205,299738,351012,1807100,63780
"IRAN",199204,24820,47058,2512625,60303
"JORDAN",199204,24820,347353,3743108,84020
"IRAQ",199208,31502,103477,586266,88828
"JORDAN",199211,114838,317453,2449753,88226
"EGYPT",199208,292240,573791,8122938,111886
"IRAQ",199212,76087,238300,3800312,74297
"IRAQ",199210,210454,249024,3660463,58380
"IRAQ",199210,156793,333334,5279222,82039
"IRAQ",199211,241993,266623,6387052,95376
"SAUDI ARABIA",199210,17584,467735,6068458,102162
"IRAQ",199201,13663,5498,2063130,84209
"IRAQ",199201,13663,357171,5035456,73689
"IRAN",199206,298631,166824,7674838,113449
"EGYPT",199203,123457,522447,290945,88165
"EGYPT",199203,123457,512082,5039240,65643
"SAUDI ARABIA",199208,187972,288217,1771644,72312
"JORDAN",199201,212315,283487,6764162,88228
"EGYPT",199203,177218,62395,5972516,81443
"IRAQ",199211,201598,26263,5827374,71355
"EGYPT",199201,251104,375903,8145111,118733
"IRAQ",199204,96184,29576,7229747,90334
"IRAQ",199203,32414,415427,1993464,80544
"JORDAN",199203,200779,520636,3896346,99396
"JORDAN",199210,81119,85900,3017440,113154
"JORDAN",199210,81119,108314,3369245,79338
"SAUDI ARABIA",199208,210182,69871,2551445,110452
"IRAN",199205,106613,111884,4879995,113752
"JORDAN",199208,125698,129597,6831678,97595
"EGYPT",199208,125698,115834,3988233,110989
"IRAN",199209,130243,444829,526818,106428
"IRAN",199210,261790,214526,847019,86430
"JORDAN",199210,261790,35979,2815005,114898
"JORDAN",199212,47326,64212,3842678,70572
"JORDAN",199204,26470,480888,2747224,112131
"IRAN",199204,26470,272035,2920358,60421
"EGYPT",199201,217726,189074,1163070,69784
"IRAN",199201,24163,210729,4263246,98382
"IRAN",199210,187586,39917,2971056,111414
"JORDAN",199202,250645,85084,5186107,64144
"SAUDI ARABIA",199209,290044,281912,6249870,113634
"JORDAN",199207,24995,345754,1410996,107984
"IRAN",199212,82135,207457,5943500,81866
"IRAN",199203,166499,124814,6917603,110328
"SAUDI ARABIA",199210,272876,480761,6656930,104504
"SAUDI ARABIA",199205,83216,11886,1438304,107872
"IRAQ",199212,181798,281017,98802,59880
"IRAN",199203,247951,39904,7744380,110634
"IRAQ",199210,252770,193775,4671925,112126
"IRAQ",199210,252770,229341,2515253,76219
"SAUDI ARABIA",199206,64819,158041,2857504,65942
"EGYPT",199211,255256,15194,4502202,66551
"IRAN",199211,255256,66325,6456600,77479
"JORDAN",199203,16594,69141,2719843,66608
"IRAQ",199205,67153,450807,522060,105466
"IRAQ",199202,235499,419668,7312669,95258
"SAUDI ARABIA",199210,62423,543502,463644,92728
"SAUDI ARABIA",199209,18757,411130,1145221,62466
"SAUDI ARABIA",199209,207158,329201,2557565,73811
"SAUDI ARABIA",199205,196076,303183,352292,71170
"SAUDI ARABIA",199202,119704,267798,4672253,105946
"EGYPT",199201,72985,239310,3215698,74958
"JORDAN",199201,80770,132845,743624,112670
"IRAQ",199205,254224,413330,1616303,74598
"IRAQ",199204,163666,107085,4432752,65524
"SAUDI ARABIA",199204,163666,377145,1796531,73327
"EGYPT",199208,835,480418,6506708,83903
"JORDAN",199201,149548,450655,6294069,96337
"EGYPT",199211,285029,100291,2404381,77477
"SAUDI ARABIA",199211,285029,190069,3477180,69543
"SAUDI ARABIA",199212,115153,56274,5968039,73816
"EGYPT",199204,253781,500370,1880120,82221
"SAUDI ARABIA",199211,180182,182681,4015899,105820
"IRAN",199202,111274,88986,2172478,118498
"IRAQ",199206,34195,297705,5731254,102161
"SAUDI ARABIA",199201,191221,143837,2633162,112849
"SAUDI ARABIA",199203,227945,378733,2174064,108703
"IRAQ",199203,210923,383907,7686826,119453
"IRAN",199201,210901,314296,5448144,78616
"JORDAN",199201,123106,533837,6360754,112248
"IRAN",199201,123106,58456,4851563,84867
"JORDAN",199201,12535,280853,1089300,110030
"IRAN",199201,104851,258612,942360,94236
"JORDAN",199212,20167,334056,4316558,65402
"SAUDI ARABIA",199207,280049,411211,3478789,67331
"IRAN",199203,76262,131205,4326700,74172
"EGYPT",199208,118189,294882,1126122,112612
"IRAQ",199204,167651,280692,5519844,100360
"JORDAN",199212,94345,484148,2914076,67927
"IRAQ",199210,298831,6755,3290265,99705
"EGYPT",199206,125657,289770,7932998,105585
"EGYPT",199208,131122,369122,2501331,71466
"SAUDI ARABIA",199202,265118,113169,3073616,70929
"SAUDI ARABIA",199208,151030,494318,4330557,78737
"JORDAN",199210,20642,334614,3297200,98916
"EGYPT",199210,20642,57259,2287766,72975
"JORDAN",199209,123550,365758,6499809,109424
"JORDAN",199206,49709,511410,4457479,85283
"IRAN",199204,174590,405229,2358001,68052
"IRAQ",199212,39842,501568,7458454,94172
"EGYPT",199205,248737,423068,4079120,59462
"IRAN",199206,154297,141361,3470841,84141
"SAUDI ARABIA",199211,90886,176689,1730366,105940
"IRAQ",199207,174596,546321,4602331,82038
"IRAN",199207,189784,153657,3387087,102639
"IRAN",199205,137233,453548,1932456,90091
"JORDAN",199206,259741,494534,3744849,91710
"JORDAN",199206,68783,114261,4973514,76515
"SAUDI ARABIA",199205,124010,557628,2477832,101136
"IRAQ",199205,124010,256252,4066935,72494
"SAUDI ARABIA",199209,123721,526277,3999674,78195
"IRAN",199207,64018,173181,1843644,75250
"EGYPT",199209,104656,410219,3387570,67751
"JORDAN",199207,66881,332699,4502368,103900
"JORDAN",199204,43141,447458,6261190,84325
"SAUDI ARABIA",199204,43141,560285,922848,80715
"IRAQ",199212,66032,299637,3207775,98197
"EGYPT",199204,93835,175800,4779538,112548
"EGYPT",199207,215440,430538,4797622,88110
"SAUDI ARABIA",199210,33967,359658,170046,103058
"IRAQ",199204,163463,82894,1876890,112613
"IRAQ",199203,221992,463895,4232646,111532
"IRAN",199203,86135,426780,4516086,102405
"IRAN",199212,68450,324905,5158595,115793
"IRAN",199210,102286,424630,5441135,93276
"IRAQ",199210,102286,167721,4382364,107323
"IRAQ",199201,48559,131415,1133985,86784
"IRAN",199209,297635,215682,3994175,95860
"JORDAN",199201,272776,45039,4034523,59041
"IRAN",199209,199705,549610,1807293,99575
"SAUDI ARABIA",199203,232994,106935,4377110,116515
"IRAN",199203,199525,126145,3787466,70268
"IRAN",199207,179654,272948,3953273,115255
"JORDAN",199202,272326,433194,2008616,67630
"IRAN",199201,17353,551611,7332021,99755
"IRAQ",199202,1870,385315,5267928,84018
"IRAQ",199208,109385,351289,6041937,80416
"EGYPT",199203,104845,258527,5942040,89130
"IRAN",199201,204656,164803,6163740,112068
"IRAN",199201,204656,588648,7988452,104197
"IRAN",199211,18358,264989,2735558,117238
"IRAQ",199208,181909,325582,3215140,96454
"EGYPT",199212,189350,555231,1512582,77172
"IRAQ",199205,248072,254039,1886738,59581
"IRAN",199201,281267,532886,959430,115131
"EGYPT",199203,110905,462514,7382450,88589
"SAUDI ARABIA",199208,216194,457212,572903,70151
"JORDAN",199208,216194,151741,3904587,107564
"IRAQ",199207,149576,349084,3331225,67984
"IRAQ",199207,149576,448254,3416737,72133
"IRAQ",199202,154190,133599,8081320,97955
"SAUDI ARABIA",199202,154190,190658,8136468,104919
"EGYPT",199202,196604,146255,5539421,78075
"IRAQ",199205,236986,240482,6970103,85348
"EGYPT",199204,283495,456908,9137912,111892
"IRAN",199208,227075,308194,961744,72130
"EGYPT",199211,156223,1560,2434958,87693
"SAUDI ARABIA",199203,177863,89035,4096120,61441
"JORDAN",199212,205141,555525,3407558,94830
"IRAN",199202,39619,34153,4687790,65229
"EGYPT",199205,142664,114419,3583525,86004
"IRAN",199212,238577,516353,813382,82159
"IRAQ",199204,209962,74679,7276148,99220
"IRAN",199211,147572,498281,3039521,76755
"JORDAN",199211,147572,392895,2142934,119272
"EGYPT",199212,99031,525025,4095000,63000
"IRAN",199210,84922,377866,190497,116631
"SAUDI ARABIA",199202,205843,398387,7205529,89122
"JORDAN",199206,8509,584085,4629477,70143
"IRAN",199207,152378,60965,7436131,115557
"JORDAN",199201,171905,347989,5589445,122218
"JORDAN",199203,152189,45241,3487545,71174
"JORDAN",199212,40123,51703,2978460,99282
"JORDAN",199206,26191,561626,6581640,101256
"IRAQ",199204,228526,444796,8007542,104446
"IRAN",199209,134761,374484,5040091,93508
"JORDAN",199203,269687,373981,8748007,123298
"IRAN",199201,181028,194276,134286,82216
"IRAN",199206,83383,294708,5108070,102161
"EGYPT",199206,112525,9871,2468285,106852
"SAUDI ARABIA",199211,102199,318007,3792463,61499
"IRAN",199201,198940,590896,9536976,119212
"JORDAN",199201,152632,242543,7130544,89131
"IRAQ",199203,68662,451495,5670162,86788
"EGYPT",199203,220882,444010,841419,57239
"IRAN",199208,246370,101271,748094,76336
"EGYPT",199205,273878,376905,4756536,118913
"IRAQ",199212,281414,560327,1903375,83238
"SAUDI ARABIA",199209,211360,6171,4158953,64630
"SAUDI ARABIA",199211,58075,353424,4432230,88644
"JORDAN",199201,218321,187892,4355758,118793
"JORDAN",199209,150425,435077,2226510,60723
"IRAQ",199205,280303,198825,5771460,115429
"IRAQ",199208,142450,464348,1312320,78739
"IRAN",199212,53806,454802,521763,105406
"JORDAN",199212,53806,534377,139723,84681
"IRAQ",199212,288827,2317,2194758,73158
"EGYPT",199211,281704,96718,1714710,102882
"IRAQ",199211,228275,25132,1779149,63427
"EGYPT",199203,214561,559619,3860757,100715
"SAUDI ARABIA",199208,163420,265544,4075731,90571
"EGYPT",199208,244426,564817,8483109,112907
"IRAQ",199203,70417,158118,3763552,70566
"SAUDI ARABIA",199211,244355,442459,412020,84085
"EGYPT",199212,164980,552351,3025579,84199
"IRAN",199205,199042,361435,4148076,89785
"JORDAN",199202,174577,426523,5966142,86970
"EGYPT",199207,37237,216040,3154899,57361
"SAUDI ARABIA",199203,269305,45955,2258328,114057
"SAUDI ARABIA",199205,217847,255356,3671752,78680
"IRAN",199201,3016,421182,655277,66189
"SAUDI ARABIA",199202,80723,56187,2150321,68590
"JORDAN",199204,197095,227278,944923,72315
"JORDAN",199210,36832,494284,2173042,76695
"EGYPT",199210,224338,427254,1852168,70873
"IRAN",199209,23470,556178,3054521,74049
"SAUDI ARABIA",199211,127247,265910,3714282,112554
"JORDAN",199206,16414,296199,4141298,71710
"EGYPT",199206,16414,5682,2178296,95260
"SAUDI ARABIA",199210,115736,277441,6950307,85105
"IRAQ",199201,271634,156383,5325706,86362
"IRAN",199202,194035,237217,2654660,69252
"IRAQ",199202,162955,16495,4940215,84689
"JORDAN",199201,260687,427266,5846876,71594
"SAUDI ARABIA",199201,260687,312450,3217368,87746
"EGYPT",199205,39001,292717,6199372,102582
"EGYPT",199209,218929,201497,3915744,83908
"JORDAN",199204,50803,392219,3409120,78672
"IRAQ",199207,41668,94919,5064205,114834
"SAUDI ARABIA",199210,184915,130848,187884,112730
"IRAN",199209,143036,53472,6209347,85528
"IRAN",199201,224446,72139,980016,66667
"IRAN",199207,256345,573313,5570113,83177
"JORDAN",199205,95809,181263,940982,80655
"IRAN",199201,53440,389337,698896,85579
"IRAN",199205,72332,257249,2985419,72373
"EGYPT",199210,76094,322288,1797690,78616
"IRAN",199206,10385,137469,6495855,90387
"SAUDI ARABIA",199201,162184,375792,3660848,112066
"EGYPT",199207,206267,484674,328412,99519
"EGYPT",199201,38678,526291,521638,79036
"JORDAN",199207,55357,155876,1514586,115912
"JORDAN",199209,69463,65394,2930844,81563
"IRAQ",199206,83885,282551,2429127,92012
"IRAN",199205,3056,264048,3506683,60721
"IRAQ",199205,3056,252608,4741072,93635
"SAUDI ARABIA",199205,3056,333436,6336139,88165
"EGYPT",199206,63025,230747,7214239,100663
"EGYPT",199208,56942,392112,5841089,72246
"IRAQ",199202,47647,441793,5839235,104086
"SAUDI ARABIA",199202,75952,454519,583502,88409
"JORDAN",199208,274934,496192,3208059,71290
"IRAQ",199201,58165,446801,7267269,104866
"IRAN",199207,86959,382351,1826075,86000
"IRAN",199201,124604,185019,2097619,66240
"SAUDI ARABIA",199201,293609,434076,2672592,60603
"SAUDI ARABIA",199201,293609,106700,7941275,102402
"IRAN",199201,271168,457169,1126140,67568
"EGYPT",199208,85264,183509,4369820,95550
"IRAN",199206,17245,347372,5424793,85161
"JORDAN",199206,17245,273669,6342271,98559
"IRAN",199212,143674,205220,1433517,67512
"SAUDI ARABIA",199210,29602,9997,9344251,114419
"IRAN",199207,61274,341600,3775657,98495
"IRAQ",199205,283489,505180,355548,71109
"IRAN",199202,212173,314994,2611674,120538
"EGYPT",199212,292013,318773,1580332,107505
"IRAN",199212,142900,251790,512083,104506
"IRAQ",199212,142900,65666,799513,97899
"JORDAN",199202,275863,289907,7208182,113813
"EGYPT",199211,72271,168199,3136295,76031
"IRAN",199202,75193,391782,2623278,112426
"JORDAN",199209,104321,596738,7551666,110082
"EGYPT",199204,299006,66709,2955934,100542
"EGYPT",199203,272996,204937,5470502,110515
"JORDAN",199211,159236,461982,6803860,116637
"IRAN",199204,196198,91125,1750076,66967
"EGYPT",199205,23950,116021,4722589,62221
"JORDAN",199211,155731,30137,2614468,64027
"IRAN",199212,238514,541211,876533,75131
"IRAQ",199204,150185,581717,3417511,107921
"SAUDI ARABIA",199208,275806,345154,5223453,71948
"JORDAN",199208,14638,565351,4815522,84979
"JORDAN",199208,129838,98357,134179,81321
"IRAN",199206,36499,505244,2248596,74953
"IRAQ",199209,106,542926,1968900,118134
"IRAN",199203,85759,449287,3392297,74175
"JORDAN",199211,30944,581386,1294211,88041
"EGYPT",199202,72454,557163,2869769,73208
"SAUDI ARABIA",199202,72454,330315,3228720,80718
"SAUDI ARABIA",199208,185728,582038,4928044,67200
"SAUDI ARABIA",199207,235336,480816,5458648,107807
"IRAQ",199210,266642,128332,5999055,81619
"JORDAN",199212,8671,91478,581910,88168
"SAUDI ARABIA",199201,117160,201400,1952085,78083
"SAUDI ARABIA",199212,47987,334076,5328288,66603
"IRAQ",199209,182021,114240,3072888,75254
"SAUDI ARABIA",199209,245492,193228,4920223,79273
"JORDAN",199205,131684,19746,4164350,99944
"JORDAN",199207,271349,10316,1942475,73578
"JORDAN",199207,246487,235212,5224348,68832
"EGYPT",199207,246487,75325,5479548,78019
"IRAQ",199211,231377,267965,2083720,115977
"IRAQ",199205,157460,215669,1397661,95079
"IRAN",199207,240763,260765,1183864,103545
"IRAQ",199206,278482,160558,7455041,97113
"SAUDI ARABIA",199211,59930,394306,3842395,84017
"EGYPT",199211,85231,415115,2447493,61805
"EGYPT",199210,39718,108533,4316284,92491
"IRAN",199205,2557,463420,2628460,83004
"SAUDI ARABIA",199204,253975,532907,7371544,116392
"IRAQ",199204,169354,191437,4126761,91705
"JORDAN",199202,72712,54592,5358934,92795
"IRAN",199208,269971,457383,2233039,80421
"EGYPT",199208,269971,30705,5610451,98142
"IRAN",199212,161894,247907,5750159,111293
"IRAQ",199205,41825,105775,3383463,106846
"EGYPT",199209,5728,17952,3665102,112197
"SAUDI ARABIA",199211,182272,187300,3158882,83238
"IRAN",199212,4439,234494,5656780,85708
"SAUDI ARABIA",199207,175084,52029,2136661,58861
"EGYPT",199209,141094,379083,115044,69724
"IRAN",199205,12476,63121,2337362,65047
"SAUDI ARABIA",199210,64762,333821,6426916,111288
"IRAQ",199210,64762,299765,5590728,105885
"IRAQ",199201,14917,99646,1974768,98738
"JORDAN",199205,42596,93250,3289639,74595
"EGYPT",199210,187774,407978,5041144,113157
"JORDAN",199207,90380,500263,495190,75794
"IRAQ",199209,153524,289788,1955547,106666
"IRAQ",199206,179554,273673,4841180,98799
"IRAN",199212,284740,563347,4513024,84619
"EGYPT",199202,209380,183971,402774,123298
"IRAN",199211,238306,166680,8387557,104800
"EGYPT",199203,186364,363535,3481576,95911
"SAUDI ARABIA",199206,109816,278660,6975733,98319
"SAUDI ARABIA",199205,240790,270998,2701440,118138
"IRAN",199205,140648,395833,4391923,115729
"SAUDI ARABIA",199205,58343,525470,3077636,89727
"IRAQ",199207,194075,179784,2557106,111826
"IRAQ",199201,73724,209127,913849,62166
"IRAN",199204,209783,495132,5191468,67626
"JORDAN",199202,89966,540539,5727303,94770
"IRAN",199205,248125,272732,168767,102283
"IRAN",199211,100693,50750,850375,102045
"SAUDI ARABIA",199207,264949,461504,6093465,87928
"SAUDI ARABIA",199206,176035,140855,3158486,113751
"EGYPT",199203,272590,158151,5985292,72549
"IRAQ",199206,44071,456925,8011248,112914
"SAUDI ARABIA",199202,266251,219318,4971471,74238
"SAUDI ARABIA",199205,129542,242420,5994604,81744
"IRAQ",199212,217228,420580,4651736,90033
"IRAN",199204,105262,322397,2271008,85162
"IRAQ",199201,66208,226131,1761161,63427
"EGYPT",199207,73561,439505,1557149,86668
"EGYPT",199206,111227,163599,3421610,99755
"SAUDI ARABIA",199208,21187,186342,5427692,85700
"SAUDI ARABIA",199208,30886,272756,2396033,103724
"EGYPT",199203,263332,192380,4184503,88342
"IRAN",199209,79927,532777,537495,108585
"IRAN",199203,4753,363598,4984740,99694
