"d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
199205,157460,215669,1397661,16329,95079
199207,240763,126071,3547924,14,65824
199207,240763,260765,1183864,1228,103545
199204,12725,588096,2227235,10200,71044
199204,12725,7577,1616696,4261,89074
199204,12725,143619,5431746,2764,99756
199204,12725,588966,10069206,8397,123296
199206,278482,160558,7455041,11627,97113
199206,278482,284606,6235112,3073,95435
199211,144139,453481,5822473,961,86067
199211,144139,452728,6156404,15866,100842
199203,55295,63541,7224801,10080,90272
199209,264910,563496,7256213,13431,93568
199209,264910,553663,6392767,9259,102998
199211,59930,279014,3047517,6467,59580
199211,59930,373414,6098340,17344,89244
199211,59930,394306,3842395,11307,84017
199211,59930,333505,3015440,538,92309
199211,59930,10823,514944,18390,104029
199211,85231,89109,2367503,11659,65886
199211,85231,415115,2447493,19067,61805
199205,152549,340434,1313708,14543,88465
199205,152549,58491,434847,858,86969
199210,39718,108533,4316284,3017,92491
199204,31111,196121,4055443,8650,73027
199205,2557,268139,2603946,7942,66427
199205,2557,463420,2628460,7099,83004
199204,253975,532907,7371544,1511,116392
199205,152183,124908,3220211,3678,115974
199201,248270,258726,2668580,2845,101082
199204,114688,454435,4221027,13422,83364
199210,267298,544542,1745172,16360,95191
199209,42628,143599,7063137,8642,98555
199204,169354,457536,6949302,14715,89610
199204,169354,191437,4126761,5985,91705
199205,292477,487351,3345825,18448,80299
199206,159754,343968,8764054,10916,120717
199203,193675,127434,3945861,1794,87685
199202,72712,54592,5358934,8174,92795
199202,72712,123153,5057445,11206,70569
199201,151813,121725,3423571,16695,104803
199201,151813,427535,3802526,16920,87750
199201,151813,585798,3322970,3640,113026
199208,269971,457383,2233039,2774,80421
199208,269971,30705,5610451,1673,98142
199208,269971,48846,1407154,15666,107690
199211,251509,504509,6659312,19534,90808
199204,168766,34618,5021140,12211,93156
199204,168766,211191,3086104,16231,66130
199203,297311,253775,5819006,9588,103725
199207,259126,341338,4369685,16303,82759
199212,161894,247907,5750159,9089,111293
199212,161894,63914,6257196,5681,112674
199206,286894,90821,6098586,7334,108709
199205,41825,105775,3383463,7077,106846
199211,158197,71007,3423000,10317,58680
199208,193396,50065,3857228,16713,60903
199206,186382,152438,4620333,14935,89425
199206,186382,85593,4104334,3070,94715
199205,241708,390786,3378186,4255,112606
199205,237298,399724,3972040,3479,109422
199201,209269,270185,113206,11603,69310
199201,209269,192299,5647246,378,83477
199209,5728,17952,3665102,17567,112197
199209,5728,513363,4585964,4178,82580
199211,182272,187300,3158882,19727,83238
199202,131296,393055,4500316,5562,68882
199211,272800,78893,7487560,14460,112313
199211,272800,549986,5293496,8666,122157
199210,261718,599769,7101212,8121,112124
199203,182018,268174,4975248,3364,68529
199204,141182,104983,7156728,1692,119278
199204,141182,448320,4269097,12569,76098
199204,141182,98063,2183661,14487,63663
199212,4439,234494,5656780,16547,85708
199212,4439,45100,4711310,15140,62706
199207,175084,210570,1160759,15251,88833
199207,175084,235941,375386,7479,112615
199207,175084,52029,2136661,16477,58861
199207,175084,319831,5863397,15491,111049
199208,224249,480722,8343230,8192,102162
199209,141094,379083,115044,6276,69724
199210,232834,116304,5359097,6268,79218
199210,232834,507278,5912150,15581,77115
199202,193927,509530,4926432,6504,92370
199208,103657,32094,3217818,13176,61565
199208,103657,590798,8310588,16879,113326
199205,13991,481113,857766,5541,65645
199201,19117,187127,1456944,13331,72847
199201,260722,278373,6356797,5814,81081
199210,125398,19595,1187438,18967,90875
199205,12476,63121,2337362,19352,65047
199205,12476,186423,7100311,6721,90565
199203,127070,504950,7741522,9698,117295
199203,127070,364015,5287100,77,64740
199203,127070,398279,1499836,11071,82635
199210,270563,87322,2356776,18480,78559
199201,206251,66590,457637,14030,93395
199201,206251,174297,814546,7320,82277
199205,62357,350075,1212814,18485,67503
199209,79325,512526,7384800,14120,92310
199208,69076,380211,4934966,6634,77472
199210,64762,284830,7114094,2834,108889
199210,64762,333821,6426916,17584,111288
199210,64762,299765,5590728,14177,105885
199201,14917,99646,1974768,3056,98738
199207,138739,509727,8424731,153,104202
199207,138739,111888,3989748,7665,113992
199210,276142,370556,1127192,3950,97592
199210,276142,520953,4885476,18660,118435
199206,138580,313906,1727901,3841,115193
199206,138580,10957,4210359,6355,112077
199203,184147,284114,326135,10003,65886
199211,111940,437654,7639824,13667,95497
199211,111940,245899,5604745,9479,110692
199206,198538,289482,3531528,13280,88288
199205,42596,93250,3289639,13644,74595
199204,73093,405160,3131511,12472,63908
199204,73093,122984,1204188,15266,120418
199204,73093,583118,713447,11330,72065
199209,156310,449184,2039688,19878,67989
199208,281480,157359,3331255,12518,84981
199208,195205,565986,10054604,4879,123117
199208,195205,191391,2788375,15782,88943
199208,195205,107865,5689748,18667,112371
199207,76984,35935,1650160,19199,112255
199212,63425,444003,3187534,9694,56818
199210,187774,407978,5041144,18930,113157
199211,26560,237026,3336829,15703,57780
199207,90380,500263,495190,16152,75794
199207,90380,390607,8151827,6761,101855
199209,153524,289788,1955547,14757,106666
199209,153524,567854,2498379,12977,115309
199212,166832,112264,3916841,7956,76575
199212,166832,126609,7448522,7867,98136
199205,187067,43874,179969,10311,109072
199206,179554,273673,4841180,1687,98799
199206,179554,584664,2570500,12171,104918
199212,284740,467791,1934647,9993,105526
199212,284740,563347,4513024,11595,84619
199203,175606,239011,190000,10692,57000
199211,259483,436615,5837081,18017,93095
199211,209194,326430,5423708,7383,87385
199204,191059,245366,3409510,13179,78681
199210,147218,287866,8342325,9593,111231
199211,209161,541036,1477657,1288,64620
199202,209380,183971,402774,766,123298
199202,209380,135780,8628586,12686,108946
199204,243286,303808,1597998,16233,108707
199204,243286,32381,2495422,8589,78802
199204,243286,14539,436059,9672,87211
199210,151399,309093,1620057,14500,66124
199210,151399,133980,2368440,7830,120838
199211,238306,434063,3322137,3126,59822
199211,238306,482738,1032426,5466,103242
199211,238306,166680,8387557,443,104800
199203,186364,486383,4965299,981,82161
199203,186364,363535,3481576,12995,95911
199203,186364,38963,3012704,19398,114117
199203,185665,473101,526299,7732,64444
199203,185665,68677,814606,361,98740
199206,109816,278660,6975733,8234,98319
199208,106193,16681,5480042,10032,95860
199211,160669,447265,363672,8479,72734
199211,160669,378634,847746,5520,102757
199211,160669,345381,2139555,6415,85582
199205,240790,270998,2701440,19441,118138
199211,153736,488121,434767,18247,66546
199211,153736,597501,1898994,1446,95908
199211,153736,586189,3060384,8305,76509
199210,191429,413145,1257046,8869,63487
199205,140648,447980,7825589,1875,115677
199205,140648,395833,4391923,9450,115729
199205,140648,559903,4514624,14085,117772
199207,169826,357872,3280762,19040,115791
199205,58343,473834,3073277,11256,108468
199205,58343,525470,3077636,12874,89727
199205,58343,164938,8832921,6678,120175
199207,194075,179784,2557106,5652,111826
199207,194075,29149,4204746,18193,64688
199207,194075,291129,3248319,13870,67206
199205,168109,244818,1900298,6168,105768
199205,255244,418922,5338610,8421,110454
199205,255244,413994,3434346,3943,114478
199205,255244,381796,3755560,15588,112666
199209,83935,155739,2487495,12941,107683
199204,227053,338307,2530490,2553,80717
199204,227053,265393,5976872,14160,81502
199204,227053,55794,3849538,13131,104987
199204,227053,527052,2805478,4475,64741
199201,73724,209127,913849,6021,62166
199204,262384,177057,4763010,6554,68043
199208,173107,452279,1462725,820,73875
199204,145766,195645,3829408,4562,104438
199204,145766,307850,3641366,6803,111470
199202,186178,177647,6253544,4822,103478
199202,186178,91054,1228978,497,62703
199206,112937,423419,2367975,2250,80543
199204,209783,495132,5191468,5725,67626
199210,66859,237826,6222721,12589,105828
199202,220565,434979,6631836,18479,114837
199203,142009,347054,539509,13087,66062
199203,142009,326481,590928,11460,90448
199205,203023,525139,1959197,8119,69846
199208,287923,448709,1624526,17429,99460
199202,89966,105370,6469740,10050,82522
199202,89966,540539,5727303,17279,94770
199205,248125,272732,168767,15939,102283
199211,100693,50750,850375,9099,102045
199211,100693,343337,4782808,15359,82819
199207,264949,461504,6093465,19778,87928
199207,264949,281753,1870049,7453,104084
199206,176035,538781,2001736,8582,109185
199206,176035,140855,3158486,3834,113751
199203,272590,158151,5985292,13357,72549
199203,272590,40758,4416750,8649,101925
199206,44071,459229,2732860,7019,71292
199206,44071,456925,8011248,7271,112914
199202,266251,248874,2165557,9707,109371
199202,266251,219318,4971471,1511,74238
199202,266251,261255,476766,3095,72974
199202,266251,464922,554748,5737,113214
199208,238939,551825,8092761,9163,112608
199208,238939,309473,5929840,8312,88947
199205,129542,242420,5994604,15807,81744
199205,129542,187691,6403284,1034,106721
199203,30199,489300,4339716,11463,77356
199212,251147,403666,6592488,4317,94178
199212,251147,160600,4882164,12446,99636
199210,34388,34265,5876374,10717,71955
199201,290461,157035,1965654,11473,65521
199206,204578,56068,2867368,6614,61443
199208,95587,235242,116545,3189,70633
199211,297889,329022,4325957,3839,63060
199201,249670,399703,3390859,17438,108161
199201,249670,35146,2436889,13235,64868
199201,229514,496378,5909705,3088,82461
199212,217228,420580,4651736,18136,90033
199212,217228,227543,7205597,9339,88231
199212,217228,308489,2494785,15312,89848
199212,217228,167162,3854645,1965,73749
199211,227810,591162,6015072,11359,75188
199204,105262,436733,826506,9541,100182
199204,105262,322397,2271008,1677,85162
199204,144284,26244,2637720,4624,70214
199201,66208,226131,1761161,3242,63427
199203,85861,430905,4589700,2488,110152
199210,192494,350799,6707302,13948,110986
199211,39727,414560,3243988,1998,88472
199211,39727,171654,3929305,5891,103539
199211,39727,180802,9225720,6082,112968
199211,39727,336144,116832,12072,70807
199201,157897,369132,2642464,13202,72067
199201,157897,598053,3683296,32,69061
199201,157897,265757,861370,6170,103364
199201,151523,395835,7072593,16837,115849
199207,244693,64412,1789333,10123,82584
199207,73561,470415,1234382,14449,83123
199207,73561,439505,1557149,16730,86668
199206,111227,503879,8118849,4263,112971
199206,111227,163599,3421610,8558,99755
199210,174301,30124,3443810,14397,63247
199210,174301,481035,2844828,18309,60960
199202,22607,557582,1136215,4635,98373
199202,22607,121186,1327898,19586,72430
199210,13993,206981,3515400,12132,113278
199203,74483,591711,7030491,2119,108161
199211,69760,126790,2670681,6096,109007
199211,69760,411890,6486732,7674,108112
199206,233510,285820,3362418,15473,108348
199208,21187,126303,921204,18943,79758
199208,21187,186342,5427692,5721,85700
199208,30886,36252,470547,2176,71295
199208,30886,272756,2396033,17308,103724
199203,28222,15638,3262623,10915,93217
199203,263332,192380,4184503,6192,88342
199209,79927,289329,3523842,19153,79098
199209,79927,351100,2962905,8167,69065
199209,79927,532777,537495,982,108585
199205,220264,179536,161553,3273,96931
199206,233602,409266,2115432,12131,70514
199201,116953,463238,1681694,3109,72072
199211,135737,72211,4986046,13656,70992
199212,155371,201248,3378736,16235,68953
199201,69697,509910,1330483,4869,115193
199209,228721,518353,2331261,15467,82279
199209,228721,552765,3384631,13067,109064
199203,4753,250097,4816568,9733,62824
199203,4753,363598,4984740,17502,99694
199212,21332,228214,114220,17428,68532
199212,21332,180492,2179471,4068,94349
199212,21332,519142,3599472,2375,69667
199210,175822,313806,180159,5657,109187
199202,214576,467346,4990616,3887,78799
199202,214576,75054,5145250,191,61743
199202,214576,31528,3178834,9165,87571
199211,250945,548834,7342959,3573,112968
199211,250945,451518,6110139,2881,88169
199211,250945,537471,2956562,17808,90507
199210,285760,41451,3820882,10918,83547
199210,285760,395410,6557522,15710,90324
199204,6562,28532,1717583,19146,87631
199207,271651,185822,6232847,6221,114469
199206,176317,8398,1034660,6675,78383
199206,176317,139313,3380775,19203,81138
199206,176317,569641,2709622,553,102637
199201,149764,308658,6269899,18811,99998
199201,149764,55309,1643590,16783,75858
199206,63857,500465,4932671,7633,87926
199210,255800,224967,3337399,10047,113517
199210,255800,306880,2958612,18872,113212
199210,255800,35778,4627179,11305,102826
199206,103441,233233,5426421,16294,69973
199211,251470,192086,2449228,2678,70684
199211,251470,6485,5590966,10261,83488
199201,65812,190535,4988751,1254,97531
199205,183550,415347,2145944,14916,75739
199203,128231,279992,1971980,16981,118318
199203,128231,9339,4819802,19319,74899
199209,263506,427512,4318470,16717,86369
199209,263506,558513,2022507,8702,94289
199207,278119,504543,2321280,9755,92851
199208,204913,574234,2331230,9383,78492
199208,204913,475119,4932157,11274,65645
199205,150826,118910,381924,11548,115734
199210,126424,149481,5549520,9057,91828
199210,126424,492407,5317644,18825,83962
199211,125341,520621,5088960,469,98496
199212,179050,20737,6630920,16706,99463
199212,179050,516518,1994837,16578,92069
199212,179050,587866,4448893,15454,117230
199212,179050,51962,2870940,9471,114837
199202,280178,417916,6418615,10447,110033
199212,191321,413073,1873495,7597,59163
199212,191321,512848,921105,6321,111649
199212,191321,436116,3749648,4492,63125
199212,182275,484428,5813438,10916,84744
199212,182275,466328,1922035,17696,77658
199208,88217,82270,2003632,19306,75136
199208,88217,507869,929035,4878,112610
199205,61094,176538,7278301,553,96871
199209,193324,580433,6377509,13225,90804
199209,193324,217869,6191435,1499,107211
199205,201352,247068,3617638,6509,60903
199207,221368,338647,3708386,16264,101137
199211,247096,193184,4005236,3042,76630
199211,247096,252461,2077771,17267,84807
199211,247096,499330,1710821,18303,79758
199206,76538,221541,5589789,11199,87751
199206,76538,262316,5315171,3094,76698
199209,146612,157889,3893760,15267,116812
199209,146612,429127,3932916,9382,63366
199209,146612,335455,1639484,9729,89426
199203,200188,484675,1643053,7520,99579
199203,200188,320501,2410040,8474,91289
199203,200188,468414,3558271,15793,82943
199203,33520,432984,9109393,7860,115017
199208,28573,420135,731191,15012,63306
199208,28573,393188,4227861,19685,76870
199208,20228,270403,1510729,2150,82403
199208,20228,248691,7713054,14474,98380
199202,100348,277195,2204870,16837,70330
199209,22816,559233,5572009,6492,77532
199209,22816,342893,9106379,119,116152
199204,296783,583203,1018654,13016,77170
199211,226309,118956,9483709,19806,118497
199211,226309,83660,2255101,12998,98619
199206,281840,33569,6461008,18172,90153
199208,161444,529668,672265,17775,101858
199203,139540,491786,1583984,16605,106665
199207,161101,598861,6146058,3706,117590
199207,161101,487119,1314034,18731,66365
199209,92905,534836,9260509,11847,112248
199211,203767,519828,7021640,6691,110868
199210,28994,211676,2489450,4635,95259
199206,11803,493533,2991959,13426,91590
199206,11803,75958,9190130,5766,116037
199208,261575,233137,2542605,10188,64207
199208,261575,357498,1524370,7496,93328
199203,33340,284667,4855851,472,99099
199201,234802,214783,7154402,4268,101866
199209,81323,106070,4474299,17360,64564
199209,91783,286940,7707720,17705,115615
199209,91783,397083,3122465,5740,70804
199202,186694,490450,3168946,12633,86425
199202,186694,184414,3146661,541,89904
199209,12292,212861,2634167,16248,106431
199205,43952,535578,5218220,10743,96813
199203,205642,501283,4623336,4339,77055
199203,205642,456658,1740571,2886,96877
199203,205642,450995,8391022,12134,116758
199203,205642,64255,4633150,13494,73155
199211,31349,324783,8948461,6335,108466
199210,164710,40441,1641150,71,82886
199208,216928,480836,3957012,8991,109008
199208,216928,5073,677802,1638,58684
199207,87530,571422,585412,10002,89604
199201,209254,478862,6378510,10070,110450
199211,119209,115295,1441319,7631,78617
199211,119209,566180,244247,4259,74769
199204,218890,330780,1810770,1932,108646
199206,255832,196618,2856540,18871,102876
199206,255832,545341,6385389,10280,83179
199211,36718,353755,4963182,10991,108524
199210,290800,323318,3186928,18698,80478
199202,9518,121222,1340191,12440,74593
199209,240709,208017,906500,17274,55500
199209,240709,169985,6243029,15519,123298
199202,19811,173154,601303,13615,73629
199202,19811,289541,3333494,17201,91831
199208,151115,494111,4641378,1440,66305
199212,218005,126370,5306206,11769,83782
199212,218005,421818,8354471,3691,104387
199212,218005,484005,791184,7364,59338
199209,94639,383708,1951150,17617,107501
199201,275825,417160,4798658,8222,64628
199209,195962,275737,1695592,2545,102763
199209,73388,259643,2221245,6381,96157
199203,269119,390157,1344416,4490,74828
199203,269119,542032,1169596,8227,64440
199202,83251,369008,3554067,9891,64619
199202,83251,304163,3968310,9907,70029
199202,83251,51304,861135,11610,75318
199202,83251,57184,447342,4247,68470
199211,266965,245795,3923718,2466,104446
199208,239771,599498,6105530,16319,95848
199208,239771,547024,1908522,2701,64260
199212,145969,338297,4406424,17062,80116
199204,124957,293976,4095546,10985,118197
199208,140297,250398,1585694,658,80902
199208,140297,26520,2291287,4419,86791
199205,98663,22501,5580120,19261,85410
199205,98663,173744,6478425,15454,109064
199205,98663,333460,2195371,18282,89607
199212,16522,556571,3867058,19960,97653
199202,74890,44878,7218565,13845,109372
199207,159889,340136,5645376,3487,70567
199207,159889,399980,3872904,823,124798
199201,250144,435881,4629359,8433,109011
199211,204376,88206,4965483,7815,71652
199211,204376,470072,2859385,16327,62523
199211,204376,292147,5695650,1134,68347
199211,204376,311804,6228159,6404,108947
199203,223426,289596,1585580,16817,95134
199203,223426,32741,502122,170,100424
199205,140641,526639,3331220,2053,99936
199211,117277,299828,6448513,4795,109668
199202,224122,341600,4665398,1956,98495
199206,298226,387766,5268357,3005,111225
199211,298507,360178,367733,16437,74289
199204,223304,197505,801250,12773,96150
199204,223304,257226,1623364,13898,70992
199204,223304,474779,8067250,19450,105225
199204,223304,224247,4684920,16671,70273
199202,115508,178913,4581393,1955,119514
199208,36961,417300,2027988,18340,73036
199212,188725,539700,344456,19560,104380
199212,188725,530197,4908680,14591,73630
199203,205922,133175,837261,4877,72490
199203,170744,479613,5045325,9473,95555
199204,233767,485896,8468415,8112,112912
199204,233767,448853,7492009,3147,108109
199203,178724,58560,3307423,8193,91113
199203,178724,111171,2432905,15078,70930
199204,273572,357479,6625215,12819,92187
199212,211327,393776,916182,16340,112185
199212,211327,138900,5816700,12688,116334
199205,48613,508893,4100431,4600,114112
199205,48613,213879,2510004,13085,107571
199205,48613,51617,5124648,16175,94116
199205,48613,524600,7801233,5760,97474
199202,177413,457047,4722910,18115,60241
199205,77602,337593,639187,12863,97834
199205,77602,316261,252895,5714,76635
199208,41059,579546,7327844,11201,97531
199211,73832,129589,5287900,11996,97114
199211,73832,591832,1696800,3897,115428
199203,123548,297374,2194176,19071,82281
199202,179581,176785,5291178,5000,111706
199208,26363,533911,8576964,3492,116693
199208,26363,308459,5723016,965,88046
199202,84967,93494,7288701,5613,89249
199201,168383,215752,1667740,16347,100064
199210,280685,206753,3253090,1632,99584
199210,280685,562,144793,16976,87753
199212,197437,537867,2857260,8557,114290
199202,92071,546882,4050606,19262,115731
199209,5381,235352,3153983,7550,77240
199211,10846,493259,5330743,17419,75133
199211,10846,592447,5387970,4854,92365
199211,10846,297483,4589457,11373,88828
199207,280405,18510,1697069,602,85710
199203,59749,444457,5218925,7175,84085
199203,59749,585496,5535145,5153,94888
199210,8449,466217,5797631,1362,70991
199210,8449,50886,551064,1812,110212
199209,70762,208440,5072793,8486,80905
199209,70762,449127,1278406,2901,64566
199209,70762,472270,4869620,4539,74535
199209,70762,3309,1560230,15227,72738
199209,70762,400791,4398602,5636,101506
199212,163882,548914,5246804,17128,117773
199210,156625,206126,613073,12379,61926
199204,117637,338720,3830470,14113,105522
199204,117637,285567,1369349,14922,93153
199205,74809,495197,3068645,12124,71530
199205,74809,384882,4089122,1397,118012
199205,74809,339207,4071302,11511,74771
199205,74809,441397,3078251,1822,80302
199209,269452,522535,5036987,3834,93450
199201,27436,201373,6055758,3905,76461
199208,271354,36996,2105026,15898,115979
199208,271354,19470,1361680,4346,83368
199201,88583,95808,2678643,16295,108228
199201,88583,89109,4239764,18605,65886
199209,296848,233795,2541306,18871,103726
199209,296848,380828,7444359,9659,114528
199201,27220,262246,2751139,18352,72493
199201,27220,557801,6557775,10311,111526
199211,149321,532465,148246,5315,89846
199211,149321,125192,3936392,6174,73031
199210,86533,265334,3947334,11490,77959
199202,155800,93110,4805147,17982,66186
199203,109537,123720,7846740,12566,104623
199203,109537,12397,259259,2873,78563
199203,109537,156012,3977269,15007,64080
199203,109537,83279,2102941,18007,75736
199205,215830,174211,1927815,17509,77112
199205,215830,548875,577155,11909,115431
199205,215830,533553,4600937,18270,95191
199205,215830,415337,619893,18118,75138
199201,151133,282815,7550760,1562,107868
199201,151133,514199,2882491,4092,72790
199207,277853,350998,1419943,8259,122938
199211,165298,574418,2954932,12242,89543
199208,241145,451320,3488447,10979,76278
199207,104324,368642,7868898,13697,102637
199212,246130,242976,2686544,14930,115137
199201,265996,58080,1119050,15687,62284
199201,265996,482519,5405364,2309,90089
199201,265996,86466,435738,11007,87147
199206,39637,284016,4704000,15007,60000
199206,39637,186272,2444886,13076,81496
199212,171322,389002,5292392,9330,65459
199212,171322,420974,6821820,15633,113697
199201,147535,463597,617985,18508,93634
199207,268813,144661,5910111,16998,102339
199207,268813,290844,2724722,5836,110089
199211,74818,444446,4171260,16700,83425
199211,74818,394818,2295360,12703,114768
199208,132082,398686,6960213,4109,107080
199210,98246,137219,6218239,10398,75372
199210,98246,187442,2697932,8931,91766
199211,10828,423898,2499605,10901,109312
199205,81970,569831,2980470,2363,114048
199205,81970,547194,1702885,8107,74470
199205,81970,481762,3759503,19088,104624
199212,55262,187642,7119198,97,103778
199203,200249,116276,6332123,18916,77536
199203,200249,44458,2804900,12356,84147
199203,200249,193806,759920,18418,113988
199203,200249,490216,2507669,17748,72371
199204,74753,513926,9505510,11955,116394
199203,247543,118305,3371768,2235,79398
199204,288580,397261,3860146,13894,81495
199209,266842,289804,8789571,9349,107627
199209,290470,364042,1327236,1704,66361
199209,290470,245965,7261610,17777,114657
199205,125494,56445,5185328,4379,84086
199205,125494,56173,3130059,11337,67750
199205,125494,290637,7895584,15666,97657
199212,6382,117109,1655367,16394,67566
199207,149365,280351,1174241,16081,79880
199208,257926,87201,2732860,7532,71292
199208,257926,374962,9382191,13705,122217
199204,263723,109708,2040627,13918,103062
199204,263723,346631,4438982,19348,100657
199211,38486,260990,1911960,5132,117058
199211,38486,451802,2806048,19375,105226
199205,19853,258888,6947924,2134,110812
199207,224791,561163,1319622,5892,73448
199205,178873,104289,258656,6728,77596
199205,178873,99356,1062594,6543,81321
199205,178873,17248,2097432,16317,69914
199203,198272,52798,2801264,8208,105047
199206,182077,446512,3898543,4784,87509
199206,182077,321798,2547692,12488,109186
199206,182077,58595,1065762,10744,93215
199201,192671,466965,6058563,15287,115916
199201,192671,288730,5843648,11475,103123
199207,282038,157093,5297314,1066,69005
199207,241588,39882,1071265,17552,109312
199210,263654,315588,158753,8098,96214
199207,144382,5411,1563895,18441,78984
199207,144382,342267,128306,4811,78555
199204,28276,596702,1798680,3106,107920
199204,86801,4379,503081,11327,77002
199204,86801,390587,2823350,18073,100654
199204,86801,583823,4111060,16824,114408
199204,86801,497521,5654894,17645,91110
199204,86801,226224,676323,13348,69012
199204,86801,535305,2144448,10079,80416
199212,162586,586480,5117624,1079,93987
199212,162586,159719,7844111,13683,106722
199212,182723,344036,2592048,5638,64801
199206,92672,252539,1491520,12040,89491
199207,225697,282090,4202553,16701,64324
199207,225697,526669,7121688,17730,101738
199207,225697,241916,3678642,7698,111474
199210,67055,403517,6534254,9721,85229
199210,67055,102979,3107728,5149,118918
199210,67055,353748,3389054,12761,108103
199201,191344,147205,1753080,11605,75132
199202,263164,228026,472234,12701,57240
199210,86407,553313,2869209,7975,81977
199203,280870,195380,1752751,18764,88522
199206,67636,263379,4341192,6074,80541
199207,16802,424062,4155172,6311,59162
199207,16802,498894,7382193,5251,113572
199207,16802,501773,3652435,4651,106485
199210,84193,449734,4377646,18201,101022
199207,12284,105141,5386858,14900,68768
199207,12284,536002,4780935,7445,62278
199205,93743,389321,3666806,3224,84618
199208,234770,479467,7159878,1242,86786
199208,234770,393045,3186484,7464,68281
199210,254764,216710,5898414,17243,97602
199212,199510,505611,3718157,12249,96995
199203,38431,381932,2013920,1913,120835
199210,241580,577881,6334953,13010,117531
199211,242519,416066,4523276,3025,58922
199211,242519,368387,3280403,14844,87322
199211,242519,72625,3757602,12879,95857
199212,208916,89134,3558075,12236,67387
199212,1214,260441,3363432,6622,84085
199207,77576,167824,4162004,2936,113509
199211,188747,564859,9049696,17296,115429
199211,188747,11807,5843920,7576,103128
199211,188747,23200,3852576,10053,67392
199203,154861,282641,2227620,2976,97417
199212,229828,303657,7811650,6911,99638
199206,220481,580048,3095286,14057,67681
199209,187091,226519,4249770,5702,86730
199209,187091,478240,1085434,5998,73093
199205,257450,580063,5486592,11949,68582
199203,143248,561154,5715971,18664,72907
199205,64315,205256,574813,5262,69674
199203,116818,349786,4857447,2175,110146
199203,116818,49695,1151283,4850,98681
199203,276370,353014,316899,5755,64020
199210,178276,385132,2168907,3984,73027
199211,226783,567401,1870716,6704,88102
199211,226783,507385,3001928,12280,83541
199208,124841,55746,1334164,15275,102104
199208,124841,52735,1670852,5383,101263
199208,124841,109529,456940,3746,92311
199208,124841,53365,4780373,8179,79101
199212,127291,437522,2860620,18086,87570
199212,127291,552857,572949,10511,114589
199207,79964,458247,2169396,17029,72313
199208,266089,349188,5938416,1656,74230
199205,51487,256422,6213872,6797,82704
199209,179192,225781,7265719,10810,102406
199209,179192,134681,168136,17771,102940
199209,179192,380895,7508344,11230,118552
199208,225589,596348,288864,5493,86659
199208,225589,94821,8089478,1847,108949
199210,65879,175048,2223619,6382,67382
199202,207175,469619,5760227,15371,95315
199206,149489,417774,1160540,3158,101505
199210,107477,155126,584654,3220,70867
199209,179500,27630,6716500,13787,93457
199203,178378,4102,295793,10857,60366
199203,178378,180345,6556564,1102,85520
199203,178378,398516,968700,13332,96870
199202,220183,439484,996422,16726,85407
199202,176422,430330,2744955,16690,75618
199211,138682,498709,669410,3755,102460
199210,225400,191590,4328412,9198,100895
199210,225400,54643,4070786,14495,95858
199205,278681,201419,660200,5316,79224
199205,278681,467549,743094,18625,90991
199205,278681,329211,2480400,10184,74412
199202,175907,181493,944694,2349,94469
199203,111889,535429,4349268,10257,87864
199203,111889,147746,6570469,2755,107624
199210,65744,467158,3748933,14344,67507
199201,265921,103910,9186768,19179,114834
199201,265921,408283,1191260,14693,71475
199201,265921,408261,572927,17465,70154
199201,265921,39649,4403710,13798,95318
199205,271988,369509,7418903,5640,94709
199205,271988,1539,5788049,10867,86431
199201,189977,359258,782440,6194,79034
199201,189977,247076,607697,1535,61383
199209,7507,452035,2611628,12379,59220
199209,7507,148719,7175134,5796,106062
199209,7507,514518,3304048,509,91949
199203,232244,343313,2392513,16231,81378
199203,232244,454243,5279740,3890,71833
199208,88319,346592,5407314,19508,98314
199206,127288,109519,1059257,5991,91710
199206,127288,482419,6104454,15558,84083
199201,234821,38034,4477170,3670,58321
199201,234821,139311,3705250,6393,81018
199207,194587,110658,2669840,13891,100119
199212,194896,264579,4840604,7636,92613
199207,147680,541628,3926899,883,100176
199207,147680,100723,1023889,17439,103423
199209,30949,135516,5222382,18193,93090
199201,165874,538158,3868284,6993,71767
199210,230803,485466,3193168,2479,87086
199212,89170,507750,8096104,18398,105463
199203,80035,125414,5985066,3091,86364
199203,80035,269233,1428237,13926,72133
199207,49258,237443,3727161,8293,82825
199204,162289,119984,2553070,4098,120238
199204,162289,35461,5884682,3347,83787
199204,162289,183553,5508627,328,98193
199209,229139,375460,752370,5216,92127
199204,63571,105668,5857810,6971,100419
199204,63571,39201,1580317,15666,68412
199202,70106,111789,5170039,2810,108046
199202,70106,294473,2615013,206,88047
199202,70106,399306,4075341,8134,84317
199207,148798,65111,5007139,9039,64566
199207,148798,541076,1532592,3742,67023
199203,154189,510611,6421496,3154,97295
199203,154189,495820,719056,5149,108948
199203,154189,132036,2349666,10635,64081
199203,154189,416175,5025836,3181,65469
199211,98443,47999,7131824,345,116819
199211,98443,175727,3569385,14605,108163
199202,65140,219138,4395504,753,63427
199209,75157,95228,5137524,7046,73393
199209,75157,79018,3389834,4939,59820
199209,75157,369970,8159840,4313,122397
199209,75157,278075,1754397,5807,63183
199210,9355,225114,305495,16977,62346
199210,9355,425066,392451,5920,59462
199202,28592,221025,756808,10199,56760
