"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST9",1993,85156,285695,3361360,100840
"UNITED ST0",1993,45403,104542,5033987,92792
"UNITED ST6",1992,126833,261415,4938523,82584
"UNITED ST8",1992,260270,216524,6482295,86430
"UNITED ST7",1993,193070,160899,4327437,117593
"UNITED ST4",1992,125647,230566,5719814,89793
"UNITED ST8",1993,58778,352692,8461698,104680
"UNITED ST9",1993,123823,220256,5123701,70574
"UNITED ST3",1992,24752,502402,5148457,84262
"UNITED ST9",1992,25780,98205,2887680,72192
"UNITED ST7",1992,209596,361738,6527584,107983
"UNITED ST7",1993,47677,451731,2190888,100962
"UNITED ST5",1992,268562,295818,1088280,108828
"UNITED ST9",1993,163438,431548,5858899,88771
"UNITED ST9",1993,31438,206162,2130959,64089
"UNITED ST8",1992,212686,268487,937322,87328
"UNITED ST5",1993,8824,360518,4219330,94710
"UNITED ST0",1992,294299,46575,3971297,91294
"UNITED ST4",1992,25531,276906,4292989,112973
"UNITED ST9",1992,80767,37069,189139,60363
"UNITED ST5",1993,6961,465975,5836436,116457
"UNITED ST4",1992,142471,589387,566922,88581
"UNITED ST6",1993,226084,494471,2966070,87927
"UNITED ST4",1992,294817,353220,926896,76392
"UNITED ST6",1992,170093,161018,602087,64740
"UNITED ST9",1992,10163,66117,750595,64986
"UNITED ST4",1992,229165,365869,5030610,116091
"UNITED ST8",1992,177958,418976,1114230,113697
"UNITED ST9",1992,177958,125476,2184638,90088
"UNITED ST6",1993,176593,459646,457601,96337
"UNITED ST9",1992,98039,96420,1997152,84985
"UNITED ST8",1992,47642,132413,4440299,86724
"UNITED ST4",1993,114265,579266,5690365,80714
"UNITED ST3",1992,11606,543382,5587411,85521
"UNITED ST5",1992,179383,221331,225417,75139
"UNITED ST7",1992,256756,16102,4641517,61086
"UNITED ST8",1992,120557,496380,3363823,82581
"UNITED ST2",1993,159430,230721,6606840,99102
"UNITED ST3",1993,178100,225492,538642,85048
"UNITED ST3",1992,136985,515287,5860170,78135
"UNITED ST2",1993,59254,536714,5378119,105041
"UNITED ST3",1992,160432,254466,5590891,85227
"UNITED ST3",1992,160432,34591,2343306,91535
"UNITED ST9",1992,126065,284752,5060860,104204
"UNITED ST1",1993,199492,383579,3401597,99753
"UNITED ST9",1993,174856,100395,4018723,83723
"UNITED ST0",1993,45166,406520,2493522,85590
"UNITED ST6",1992,154480,205106,2717809,60665
"UNITED ST7",1993,81821,318359,4579655,82640
"UNITED ST2",1993,167371,44053,789663,59823
"UNITED ST5",1993,200488,64082,188294,62764
"UNITED ST9",1992,161648,356168,3084858,73449
"UNITED ST6",1993,12412,556899,7917361,117352
"UNITED ST5",1992,208261,320921,180597,116514
"UNITED ST3",1992,291773,494180,587080,70449
"UNITED ST2",1993,97792,193695,357738,107321
"UNITED ST1",1993,220792,83965,3369751,116937
"UNITED ST6",1993,262003,220336,809070,75379
"UNITED ST6",1993,234236,488655,5655730,98617
"UNITED ST0",1992,107936,100107,1051745,66426
"UNITED ST9",1992,107936,93118,2263331,66666
"UNITED ST3",1993,162311,502534,729842,92190
"UNITED ST8",1993,53128,196386,2090155,88942
"UNITED ST4",1992,117481,32371,1592718,78202
"UNITED ST3",1992,111811,122547,7769223,94172
"UNITED ST4",1992,133163,580249,2751485,79753
"UNITED ST7",1993,123973,404356,2666858,75619
"UNITED ST2",1993,150139,335825,4331965,111648
"UNITED ST4",1993,241309,388579,450241,100053
"UNITED ST8",1992,62056,193332,141107,85519
"UNITED ST1",1992,176446,187271,4085676,81496
"UNITED ST4",1993,156703,472612,6705984,95075
"UNITED ST8",1993,288925,481828,1140174,108588
"UNITED ST0",1993,267592,497628,3364992,97536
"UNITED ST4",1992,83821,212609,6477408,91295
"UNITED ST1",1992,83821,400001,827944,66059
"UNITED ST0",1992,180211,375293,1896436,82096
"UNITED ST9",1993,52438,128471,599788,89968
"UNITED ST9",1993,196750,516528,6536324,92670
"UNITED ST2",1993,196750,480321,1009808,78078
"UNITED ST0",1993,202876,407244,1731434,69073
"UNITED ST4",1993,27622,44768,1246889,102765
"UNITED ST8",1993,159746,338563,1656002,96093
"UNITED ST5",1993,59864,294130,1463604,67447
"UNITED ST8",1992,264308,423308,5610942,73876
"UNITED ST3",1993,81266,33304,4372618,74238
"UNITED ST4",1993,229612,27184,1124514,66670
"UNITED ST6",1992,112150,581698,6214607,106780
"UNITED ST7",1992,112150,373875,2533518,116931
"UNITED ST8",1992,282997,49465,4786532,84867
"UNITED ST4",1993,80189,269700,7438468,100181
"UNITED ST8",1992,262342,271466,6339154,86247
"UNITED ST5",1993,55636,153122,1283231,70507
"UNITED ST2",1992,241228,68920,5270086,113335
"UNITED ST5",1992,262465,108268,3430586,76575
"UNITED ST7",1993,226951,117265,353903,76935
"UNITED ST7",1992,227672,580823,6168312,114228
"UNITED ST7",1993,150490,489830,5568618,109188
"UNITED ST8",1993,17866,524507,986273,91888
"UNITED ST8",1992,110530,542507,300599,92968
"UNITED ST5",1993,224758,93608,2331929,96096
"UNITED ST7",1993,167680,349988,6391073,122278
"UNITED ST3",1992,219076,79747,3408584,103604
"UNITED ST0",1992,206125,170621,2923119,101497
"UNITED ST8",1992,206125,156414,676388,88224
"UNITED ST9",1992,254855,6668,5401083,94479
"UNITED ST5",1992,147848,123364,6194562,83241
"UNITED ST3",1993,141190,185100,3678550,71106
"UNITED ST0",1992,250700,365518,940599,95010
"UNITED ST2",1993,170992,336579,2609129,96933
"UNITED ST8",1992,289471,174273,3397814,80836
"UNITED ST7",1993,273521,300334,5464040,80059
"UNITED ST0",1992,208649,408997,4345611,114358
"UNITED ST4",1993,236347,299853,8087646,111170
"UNITED ST5",1992,103079,22951,5751152,112437
"UNITED ST2",1993,231049,501352,132626,81199
"UNITED ST9",1992,286049,50600,1325763,93036
"UNITED ST9",1992,284756,151632,5495368,101017
"UNITED ST1",1993,12683,465991,569478,117418
"UNITED ST3",1992,234812,204967,370646,112317
"UNITED ST1",1993,91277,169603,4656518,100356
"UNITED ST2",1993,56335,336203,5889870,74351
"UNITED ST6",1992,152239,12986,721612,113938
"UNITED ST5",1993,295583,85743,3186067,103724
"UNITED ST9",1992,162628,352012,3096240,63840
"UNITED ST2",1992,162628,128811,6439335,110388
"UNITED ST0",1993,114049,376091,693245,70024
"UNITED ST1",1993,159452,48578,6091014,91594
"UNITED ST2",1993,294907,119941,3074753,117656
"UNITED ST5",1992,264973,546674,500709,103239
"UNITED ST0",1992,1661,581908,1170049,119392
"UNITED ST0",1992,221446,27204,4877734,67872
"UNITED ST1",1993,257617,247103,2221990,63005
"UNITED ST3",1992,272869,229372,5871736,78081
"UNITED ST8",1992,6455,357428,2433101,89124
"UNITED ST0",1993,86675,253585,3037137,92314
"UNITED ST9",1992,282991,360637,339524,101857
"UNITED ST3",1992,283798,131614,5160632,98736
"UNITED ST3",1993,56452,374008,419812,64919
"UNITED ST2",1993,244220,17349,5128677,75980
"UNITED ST8",1992,275395,250907,5410175,111473
"UNITED ST1",1992,230905,89851,8129193,110451
"UNITED ST6",1993,59008,297230,2618887,73633
"UNITED ST7",1992,232999,239664,2562632,96219
"UNITED ST0",1993,2509,46261,120726,72435
"UNITED ST4",1992,24644,344707,7724952,105101
"UNITED ST4",1993,41785,244972,4658212,115017
"UNITED ST0",1992,58786,374534,1751678,96511
"UNITED ST5",1992,256546,460273,369975,73995
"UNITED ST0",1992,50965,295143,104707,68287
"UNITED ST9",1992,204824,242465,5482017,84447
"UNITED ST1",1992,222982,575195,5487134,76210
"UNITED ST0",1992,246635,301905,2867962,114413
"UNITED ST2",1993,188458,380780,174912,111646
"UNITED ST8",1993,188597,420911,4002679,109913
"UNITED ST6",1992,266923,131363,6762646,83661
"UNITED ST9",1992,266923,217507,6092543,85469
"UNITED ST6",1992,78752,82592,4093934,94475
"UNITED ST5",1993,68869,103763,4070615,106005
"UNITED ST6",1993,68869,332562,3897080,95673
"UNITED ST1",1992,59737,123727,7720675,105043
"UNITED ST2",1992,187283,34801,2950860,104148
"UNITED ST3",1992,71953,302334,3934126,80179
"UNITED ST2",1992,163855,136814,2220972,111048
"UNITED ST5",1992,163855,302820,5195008,109368
"UNITED ST8",1992,239516,98581,2985406,94774
"UNITED ST9",1992,55574,282635,5865490,97057
"UNITED ST1",1992,185225,128956,3771405,119097
"UNITED ST4",1992,54860,414247,1358627,69673
"UNITED ST6",1992,295934,287242,5430738,73753
"UNITED ST0",1992,87217,459100,3431419,63544
"UNITED ST0",1992,87217,22600,5938140,91356
"UNITED ST9",1992,15418,253342,1410614,77719
"UNITED ST9",1993,52264,588768,1671066,111404
"UNITED ST2",1992,76765,542435,1543893,88644
"UNITED ST2",1992,118969,95028,971869,61381
"UNITED ST7",1992,282803,588281,4806102,82155
"UNITED ST8",1992,270634,496815,351487,108707
"UNITED ST2",1993,106433,489460,3442420,86966
"UNITED ST5",1993,260561,282628,3768827,96636
"UNITED ST4",1992,210760,160931,4183053,119515
"UNITED ST7",1993,16379,83957,2142808,116457
"UNITED ST7",1993,151306,356596,5651823,99154
"UNITED ST0",1993,54082,527387,4165290,84861
"UNITED ST4",1993,34373,346239,3241324,77113
"UNITED ST7",1993,252620,81115,4123565,65766
"UNITED ST1",1993,16052,75470,274639,86728
"UNITED ST2",1992,243281,237410,2786423,80844
"UNITED ST5",1993,108014,184771,1744423,111346
"UNITED ST9",1993,142627,573279,4803192,81135
"UNITED ST0",1993,98849,441682,7558137,97419
"UNITED ST7",1993,55157,505172,2678016,70629
"UNITED ST3",1993,188708,169114,538315,70986
"UNITED ST5",1993,61084,369149,438526,73087
"UNITED ST8",1992,233431,509418,1592967,85643
"UNITED ST1",1992,61927,353517,761692,94230
"UNITED ST1",1993,277022,303175,4548875,70689
"UNITED ST6",1992,153062,11203,4510281,66852
"UNITED ST7",1992,118393,529081,1669530,66603
"UNITED ST0",1992,118393,336549,4761346,95131
"UNITED ST3",1993,271045,89686,5794501,100540
"UNITED ST3",1993,82469,79653,5759989,97959
"UNITED ST4",1993,115862,79238,3660210,73033
"UNITED ST9",1993,177778,271929,3832234,114054
"UNITED ST0",1992,122665,495853,3912124,110929
"UNITED ST1",1992,38891,466958,6352269,115495
"UNITED ST3",1993,22774,489078,313712,64023
"UNITED ST8",1993,213385,281669,7130808,99039
"UNITED ST0",1992,131176,28062,3841432,59403
"UNITED ST1",1993,221515,457796,859347,105226
"UNITED ST6",1993,267937,231226,1064633,69432
"UNITED ST0",1993,175285,562141,2737098,72187
"UNITED ST4",1993,177395,4414,3065303,79104
"UNITED ST7",1992,76594,451582,5163496,92013
"UNITED ST8",1993,108211,298576,3273510,94473
"UNITED ST5",1993,147545,145442,7142686,89246
"UNITED ST9",1992,58688,315907,3268913,115373
"UNITED ST8",1993,14203,298698,1679713,101800
"UNITED ST3",1993,124133,453148,2048083,66067
"UNITED ST7",1993,124133,244414,3213974,81504
"UNITED ST0",1992,268805,354464,3073342,91107
"UNITED ST0",1993,77611,395168,1997040,75789
"UNITED ST7",1992,199553,558550,2184383,96511
"UNITED ST3",1993,291401,251301,1177152,75137
"UNITED ST6",1992,244591,233421,1690303,81264
"UNITED ST8",1992,260609,155303,2425923,81498
"UNITED ST0",1993,24844,417331,3954646,74898
"UNITED ST8",1993,24844,579624,5887641,102216
"UNITED ST6",1993,43780,386212,3307813,77892
"UNITED ST9",1993,78403,8908,6867882,109014
"UNITED ST9",1992,71365,375331,1253031,84379
"UNITED ST6",1992,140692,362757,2318348,109184
"UNITED ST3",1993,287635,507331,2569555,80298
"UNITED ST4",1992,272135,582049,221679,67861
"UNITED ST2",1992,159424,531978,5290188,120597
"UNITED ST4",1993,128222,433467,665209,84026
"UNITED ST4",1992,214588,110747,1378068,105464
"UNITED ST0",1993,191260,474351,5608796,79519
"UNITED ST4",1993,191260,5367,1620986,76341
"UNITED ST8",1993,100726,284622,1102134,96396
"UNITED ST1",1993,200150,366597,3550079,99814
"UNITED ST3",1992,268906,530893,7918648,115432
"UNITED ST2",1993,36418,2934,4224939,110215
"UNITED ST9",1993,258355,499609,5684721,96514
"UNITED ST3",1992,196582,93937,2201260,115855
"UNITED ST3",1992,74957,24144,3794033,64088
"UNITED ST1",1992,74957,183161,373248,74649
"UNITED ST7",1992,160807,453304,2137376,75436
"UNITED ST3",1993,109240,481750,5534609,103903
"UNITED ST8",1993,109240,190765,1980095,111345
"UNITED ST1",1992,257560,578473,620580,93087
"UNITED ST9",1992,299782,303539,5108826,92551
"UNITED ST4",1993,147254,186812,2320345,113928
"UNITED ST2",1993,175489,563719,7435599,106961
"UNITED ST1",1992,291259,93108,921620,66066
"UNITED ST8",1993,290567,507164,4740774,70268
"UNITED ST0",1993,50333,160691,8239949,105101
"UNITED ST7",1992,265568,120354,4175275,82461
"UNITED ST9",1993,294878,133412,6374258,86724
"UNITED ST5",1992,213373,408572,3197988,88833
"UNITED ST7",1992,198986,330188,1699347,73090
"UNITED ST8",1993,233600,354202,4773522,75371
"UNITED ST0",1992,217273,168579,3005167,98854
"UNITED ST8",1993,40046,96823,4367568,109189
"UNITED ST9",1993,247090,521,4810423,85291
"UNITED ST6",1993,133804,221530,2090188,87091
"UNITED ST6",1992,171955,410531,6498327,86490
"UNITED ST6",1993,173344,246547,6810496,89611
"UNITED ST7",1993,173344,189058,1280107,68823
"UNITED ST4",1992,61969,197994,3807421,125519
"UNITED ST1",1992,157648,226303,365099,73757
"UNITED ST0",1992,157648,531679,338708,102639
"UNITED ST5",1993,171463,478155,407926,67987
"UNITED ST2",1992,77881,101162,575764,69789
"UNITED ST2",1993,238994,401699,7447917,96040
"UNITED ST0",1993,147436,426885,2527544,108711
"UNITED ST1",1992,100889,6418,4542726,79464
"UNITED ST6",1992,38011,332681,6534223,102820
"UNITED ST7",1993,32944,237228,2712608,69912
"UNITED ST3",1992,201448,550229,4666521,76752
"UNITED ST0",1992,30979,483494,3899043,88648
"UNITED ST3",1993,65990,383112,449357,71706
"UNITED ST2",1992,254881,427736,5971055,99822
"UNITED ST9",1993,162247,226036,2102013,57721
"UNITED ST2",1992,82531,20929,6709659,110995
"UNITED ST6",1992,281062,475686,166166,99699
"UNITED ST4",1992,22631,491132,1235421,67386
"UNITED ST8",1993,2531,474922,7767805,113814
"UNITED ST1",1993,105902,455612,2351385,94055
"UNITED ST8",1992,53821,471737,3019290,102522
"UNITED ST8",1993,270502,45571,4246396,90994
"UNITED ST4",1993,197281,216093,3713414,60544
"UNITED ST5",1993,192236,452065,4068160,61022
"UNITED ST4",1992,182179,288917,7798942,114354
"UNITED ST1",1992,252158,68717,151713,101142
"UNITED ST9",1993,38686,492955,3886120,116875
"UNITED ST0",1992,281137,116548,6458421,93872
"UNITED ST2",1992,109561,542695,660314,104260
"UNITED ST3",1993,212626,277963,5054233,116457
"UNITED ST4",1993,134827,112008,1150560,61200
"UNITED ST7",1993,108644,380955,5863507,122156
"UNITED ST2",1992,185938,55091,4670791,62765
"UNITED ST3",1993,21532,212640,2794734,93157
"UNITED ST6",1992,151415,395396,867983,89482
"UNITED ST6",1993,47294,325758,5868504,107024
"UNITED ST7",1993,216037,362019,4215900,64860
"UNITED ST7",1992,232366,197357,4712094,87261
"UNITED ST3",1993,260192,172209,1582282,76872
"UNITED ST8",1992,102364,283469,4967379,87147
"UNITED ST2",1992,15818,476242,2455931,73093
"UNITED ST9",1992,20674,414739,4613850,99222
"UNITED ST7",1992,10066,460304,1763670,75856
"UNITED ST6",1992,76015,210904,5119804,108893
"UNITED ST8",1993,242284,494643,3278515,98257
"UNITED ST4",1992,25447,364264,4109605,79695
"UNITED ST6",1992,19012,569139,5039026,72486
"UNITED ST1",1993,272824,192150,4136359,74529
"UNITED ST3",1992,18542,197215,1968315,78732
"UNITED ST9",1992,91031,364722,5306528,107202
"UNITED ST0",1993,76280,557250,5411932,78433
"UNITED ST4",1992,194246,490331,5945895,79278
"UNITED ST6",1992,8053,483754,2502331,104263
"UNITED ST2",1993,162148,214134,597428,62887
"UNITED ST7",1992,120608,276432,4664687,84505
"UNITED ST2",1992,120608,90265,5485486,75315
"UNITED ST6",1993,179386,357600,2572579,99455
"UNITED ST2",1992,271972,192338,4389682,85819
"UNITED ST6",1992,294205,179626,8357538,102337
"UNITED ST0",1992,183994,503502,7075756,90328
"UNITED ST1",1993,271178,442214,4624760,69371
"UNITED ST5",1992,74458,333478,6051885,90687
"UNITED ST4",1993,230243,152281,4319827,79996
"UNITED ST2",1993,13283,115718,1868939,104022
"UNITED ST2",1993,253873,458769,1786483,103664
"UNITED ST4",1992,80134,477504,4888884,88888
"UNITED ST0",1992,86552,199964,3071172,123837
"UNITED ST8",1992,86552,505215,231836,73211
"UNITED ST4",1992,62756,376982,9290072,123538
"UNITED ST1",1992,222130,323874,5295029,113871
"UNITED ST8",1993,201647,598008,4160696,66358
"UNITED ST1",1993,54230,450517,6897203,88049
"UNITED ST6",1992,120922,376428,5253399,90264
"UNITED ST4",1992,120922,340355,5302292,83720
"UNITED ST2",1992,128024,516472,1768278,89307
"UNITED ST0",1992,13000,467595,1125050,93754
"UNITED ST8",1993,187834,79308,4920060,77238
"UNITED ST5",1992,136519,264047,490349,60661
"UNITED ST7",1993,205012,527105,312454,67924
"UNITED ST2",1992,2405,370705,3171382,106541
"UNITED ST9",1993,165754,538736,2459748,106482
"UNITED ST2",1993,178435,325854,5955333,112790
"UNITED ST3",1992,231475,418136,2450805,63246
"UNITED ST3",1992,199849,52550,1427422,90153
"UNITED ST0",1992,236350,156102,444710,69486
"UNITED ST0",1992,104812,320028,389859,62880
"UNITED ST8",1992,274363,154735,164655,107383
"UNITED ST2",1992,260267,491161,3857364,69128
"UNITED ST5",1993,95890,500309,5472790,78556
"UNITED ST7",1992,27221,1947,2163259,110936
"UNITED ST5",1992,102178,326635,5151022,99697
"UNITED ST7",1992,26032,537374,5704676,84681
"UNITED ST4",1993,203462,279213,1831219,71532
"UNITED ST5",1993,294058,13771,3133672,101086
"UNITED ST6",1992,171115,520260,230443,76814
"UNITED ST8",1993,94192,216336,4737526,75139
"UNITED ST7",1993,137194,55827,6813938,106969
"UNITED ST9",1992,180137,70433,3448227,84205
"UNITED ST0",1992,180137,565327,3547580,83538
"UNITED ST6",1992,180137,441103,1056608,62644
"UNITED ST6",1992,293431,134270,1533821,78256
"UNITED ST4",1992,171517,546681,5141516,103659
"UNITED ST6",1993,297005,112388,6184078,84022
"UNITED ST7",1992,176584,120506,6196063,91590
"UNITED ST2",1993,127262,187992,2676947,124799
"UNITED ST8",1992,159761,547616,598892,99815
"UNITED ST6",1993,229060,494000,626207,59638
"UNITED ST5",1993,159121,352514,845910,93990
"UNITED ST3",1992,125894,424770,7550111,101685
"UNITED ST9",1992,163271,597941,6973106,122335
"UNITED ST9",1993,14897,79179,2022164,69490
"UNITED ST7",1992,83560,545542,885836,95251
"UNITED ST0",1993,287581,272525,422297,89850
"UNITED ST6",1993,276929,171303,1649160,82458
"UNITED ST2",1993,129407,90217,1912220,72432
"UNITED ST0",1993,225154,519560,1407370,94772
"UNITED ST9",1992,226427,77742,4837628,103184
"UNITED ST1",1993,220426,515685,8333234,102039
"UNITED ST6",1992,113528,92229,1444703,73273
"UNITED ST6",1992,140413,460106,97013,63964
"UNITED ST4",1992,43516,525346,249580,82279
"UNITED ST0",1993,298591,188918,8111930,120414
"UNITED ST0",1992,188651,152916,5050254,118134
"UNITED ST8",1993,263456,575084,4997866,69543
"UNITED ST3",1993,121514,245249,859845,71653
"UNITED ST5",1993,204277,557234,1549452,77472
"UNITED ST2",1993,55135,443513,6699854,87389
"UNITED ST4",1992,259220,251275,2881711,73575
"UNITED ST3",1993,166393,78952,5387350,115857
"UNITED ST6",1992,19255,544716,6338484,105641
"UNITED ST5",1992,36490,524473,4002683,89847
"UNITED ST4",1992,36490,203250,3289040,69194
"UNITED ST6",1992,135196,180945,4760959,121556
"UNITED ST7",1992,179629,482204,5049568,71170
"UNITED ST2",1992,212587,576815,7523648,113507
"UNITED ST8",1992,1915,50090,1435324,62405
"UNITED ST0",1992,286226,490361,608103,81080
"UNITED ST6",1993,73921,530178,2808948,72489
"UNITED ST4",1993,197185,517786,7799458,108225
"UNITED ST6",1993,268538,89499,1010684,89309
"UNITED ST7",1993,168970,457170,437334,67629
"UNITED ST0",1992,289736,586950,6746312,122215
"UNITED ST2",1992,227104,2667,447353,94179
"UNITED ST6",1992,147406,118291,5601142,78557
"UNITED ST8",1992,200459,309303,4657317,78737
"UNITED ST8",1992,136426,299772,4996363,106305
"UNITED ST8",1993,293456,161372,3230815,86002
"UNITED ST1",1992,39664,532268,2496460,78014
"UNITED ST4",1993,40597,190755,1328940,110745
"UNITED ST5",1993,40597,376630,481266,102397
"UNITED ST5",1993,228281,551084,217931,68103
"UNITED ST6",1993,203212,427506,6737356,86008
"UNITED ST8",1992,208009,77660,6157601,98259
"UNITED ST0",1993,162101,217394,4268541,78682
"UNITED ST9",1992,2125,229400,2237363,79763
"UNITED ST7",1993,262648,339716,5670911,105342
"UNITED ST4",1992,179962,463956,7792995,115195
"UNITED ST8",1992,94580,228493,6408031,85288
"UNITED ST5",1992,129232,564931,2490895,119754
"UNITED ST7",1993,100117,358952,3330116,120656
"UNITED ST5",1993,100117,493271,3373019,75855
"UNITED ST8",1993,253852,37923,6885404,111655
"UNITED ST3",1992,167840,186808,3103682,113688
"UNITED ST3",1992,110366,406827,2859036,104028
"UNITED ST1",1993,201608,310636,7574452,98797
"UNITED ST0",1993,177913,262970,363396,115977
"UNITED ST9",1993,76222,308766,5395240,106485
"UNITED ST3",1993,22496,24066,2209813,59403
"UNITED ST1",1992,185314,62101,4630863,63786
"UNITED ST0",1992,297715,578010,1762543,65279
"UNITED ST1",1992,26888,198762,3721520,111645
"UNITED ST0",1993,31381,215433,5830568,80905
"UNITED ST8",1992,194677,184201,249328,77112
"UNITED ST7",1993,189124,91086,1044767,64624
"UNITED ST2",1993,189124,233785,5654753,103126
"UNITED ST4",1992,218381,217554,4332213,88292
"UNITED ST1",1992,148214,394571,3590947,99933
"UNITED ST0",1992,86161,170713,5930835,107022
"UNITED ST6",1993,129271,253258,1453488,72674
"UNITED ST1",1992,298244,464199,3028894,69790
"UNITED ST1",1992,222515,205332,2139326,74239
"UNITED ST1",1992,169615,266510,4775001,88590
"UNITED ST4",1993,45268,153989,3532312,122578
"UNITED ST7",1993,79205,590400,894228,89422
"UNITED ST7",1993,115759,94905,4137982,113994
"UNITED ST3",1993,203875,177762,7198980,110385
"UNITED ST9",1993,241765,420499,5808471,85168
"UNITED ST5",1993,241061,14293,4751893,72437
"UNITED ST2",1992,166558,235031,1244233,57961
"UNITED ST0",1993,37303,447837,3690987,107088
"UNITED ST4",1992,151246,391745,1959790,110203
"UNITED ST8",1993,267379,28772,1360616,102046
"UNITED ST0",1993,116857,392282,4650529,82456
"UNITED ST2",1993,51175,189930,8362510,121195
"UNITED ST1",1992,3856,276485,2915632,87688
"UNITED ST0",1993,196442,23701,5093434,97482
"UNITED ST0",1993,69005,142925,9064239,118075
"UNITED ST1",1993,69005,212830,7535953,104569
"UNITED ST0",1993,262762,374385,5624411,87562
"UNITED ST2",1993,8593,149232,4017937,76873
"UNITED ST3",1993,8593,592850,4899817,116569
"UNITED ST6",1992,264586,397345,2146187,86539
"UNITED ST6",1993,144008,227500,5709960,85649
"UNITED ST9",1993,277093,462880,2653718,110571
"UNITED ST4",1992,128134,27322,5693151,74959
"UNITED ST8",1993,290059,132397,4391086,85763
"UNITED ST0",1992,272447,378153,835944,73868
"UNITED ST4",1993,147328,310602,2031863,96755
"UNITED ST5",1992,160024,8460,1707838,82107
"UNITED ST9",1993,109568,283490,6506887,88408
"UNITED ST7",1993,23101,567889,7240382,117411
"UNITED ST7",1992,199535,205723,7583273,97722
"UNITED ST4",1992,119512,298451,2400272,86966
"UNITED ST0",1992,118760,544622,479980,99996
"UNITED ST4",1992,112523,458029,635628,59220
"UNITED ST2",1992,75469,186753,3515762,110385
"UNITED ST4",1992,39892,88985,1934500,118438
"UNITED ST2",1992,172346,542098,2307501,68404
"UNITED ST9",1992,199018,498393,404888,83482
"UNITED ST7",1992,37396,504603,434046,96454
"UNITED ST5",1992,227152,366089,3638470,69304
"UNITED ST1",1993,3707,345858,932881,114230
"UNITED ST5",1993,211766,78396,2844987,82463
"UNITED ST6",1992,9109,19626,7194861,92737
"UNITED ST4",1992,196282,227755,6562686,100964
"UNITED ST5",1993,71510,537001,398584,62278
"UNITED ST9",1992,60941,599110,344590,72545
"UNITED ST4",1992,190148,595080,3838921,70503
"UNITED ST6",1992,274475,306895,7407822,114112
"UNITED ST7",1992,274475,381792,2810670,112426
"UNITED ST7",1993,128959,399605,6136524,102275
"UNITED ST1",1992,124262,567381,3730975,86901
"UNITED ST2",1992,170554,67764,2206262,103905
"UNITED ST2",1993,19381,315990,3917678,120358
"UNITED ST2",1992,125884,374019,1967400,65580
"UNITED ST4",1992,5822,134226,3243806,75613
"UNITED ST4",1992,292631,220811,5153836,103908
"UNITED ST9",1992,155410,81833,3201360,108889
"UNITED ST3",1992,126409,108477,414446,89128
"UNITED ST5",1992,136111,300455,5562691,87326
"UNITED ST1",1992,97936,549198,6048774,74830
"UNITED ST5",1992,252697,8561,5884118,88173
"UNITED ST6",1993,14497,233978,4821963,114717
"UNITED ST0",1993,210340,516292,4474283,78496
"UNITED ST0",1992,277535,99970,8776216,118198
"UNITED ST3",1993,172711,271584,3388031,93334
"UNITED ST9",1992,8872,375737,2238709,108763
"UNITED ST3",1992,277612,378068,2635915,68763
"UNITED ST1",1992,74885,269564,6913243,92013
"UNITED ST1",1992,74885,49578,3574513,91654
"UNITED ST0",1993,280159,430048,269933,58681
"UNITED ST9",1993,278489,581613,8052691,101675
"UNITED ST5",1992,251339,5567,2453284,88353
"UNITED ST0",1993,209159,115503,3498624,91110
"UNITED ST5",1992,204044,580093,4223052,70384
"UNITED ST4",1992,8503,13548,2926003,87692
"UNITED ST9",1993,86095,559741,6842736,108043
"UNITED ST2",1993,190934,13267,1345496,70815
"UNITED ST3",1992,37270,416824,334233,104448
"UNITED ST1",1992,37270,197902,4511774,119994
"UNITED ST9",1993,266545,483340,3209051,79399
"UNITED ST6",1992,88378,279300,5140187,76757
"UNITED ST1",1992,293749,373671,2512310,104679
"UNITED ST4",1992,293749,72930,7792498,114175
"UNITED ST2",1992,204746,509297,3927953,78376
"UNITED ST7",1992,70283,416232,4145038,68892
"UNITED ST2",1993,137965,197900,5124613,119874
"UNITED ST6",1993,137965,322972,2150566,119697
"UNITED ST3",1992,282613,147964,1851003,120717
"UNITED ST4",1992,161665,146742,488326,107324
"UNITED ST2",1993,276139,346268,4664273,78855
"UNITED ST5",1993,16672,251998,5678341,116998
"UNITED ST1",1992,70537,323622,5759635,98736
"UNITED ST3",1992,279391,260042,1523085,60121
"UNITED ST6",1993,183449,34135,641478,64147
"UNITED ST4",1992,74018,574448,2289719,91345
"UNITED ST3",1992,201724,228242,2981746,70213
"UNITED ST0",1993,71812,458250,1691522,72493
"UNITED ST2",1993,71812,202931,7262323,110035
"UNITED ST3",1993,85516,308169,1789268,70629
"UNITED ST3",1993,85516,546127,2815440,70386
"UNITED ST3",1993,132427,112049,2440392,63662
"UNITED ST4",1993,245941,452819,7094247,106307
"UNITED ST4",1993,245941,128378,2506151,84382
"UNITED ST4",1993,245941,44208,2935805,69132
"UNITED ST6",1992,5110,287860,7273137,110871
"UNITED ST5",1992,277474,308137,2947538,68707
"UNITED ST1",1992,28160,143058,1186931,66063
"UNITED ST6",1992,222373,467682,3520374,98979
"UNITED ST0",1992,285350,277067,4152186,62643
"UNITED ST3",1992,259912,201484,3441507,83128
"UNITED ST6",1992,130678,315897,1635512,114772
"UNITED ST2",1992,3757,19036,2383754,57301
