"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1996,516264,3571869,76814
"BRAZIL",1996,503862,8508230,111950
"BRAZIL",1996,592517,7170277,96569
"PERU",1992,69801,7065492,106248
"BRAZIL",1998,593051,4564679,68641
"BRAZIL",1998,208001,4014099,54539
"BRAZIL",1998,272231,471662,72193
"BRAZIL",1998,378222,4836781,78012
"BRAZIL",1995,566022,1214208,65280
"PERU",1997,509136,3055153,68706
"PERU",1997,281535,582343,90991
"BRAZIL",1992,172785,5762833,111466
"CANADA",1995,141648,6927524,101378
"CANADA",1995,363863,5375911,115611
"CANADA",1995,240878,5793069,109131
"CANADA",1996,334062,4252674,65763
"CANADA",1993,193521,3995937,96871
"PERU",1992,539033,96480,64320
"PERU",1992,372372,3899772,86661
"PERU",1992,274724,3711681,101922
"CANADA",1993,183247,2514153,79814
"ARGENTINA",1993,233597,4224400,91834
"ARGENTINA",1993,229190,3122512,67150
"PERU",1997,195295,506065,83417
"PERU",1997,85849,5801764,110090
"ARGENTINA",1995,591544,4911466,98131
"ARGENTINA",1995,219766,7130722,101145
"ARGENTINA",1995,5261,692758,69975
"CANADA",1998,559231,645105,77412
"CANADA",1998,120871,3235097,113512
"UNITED STATES",1995,490791,6462479,106906
"UNITED STATES",1998,406592,1888198,89914
"BRAZIL",1994,574317,1878241,83477
"BRAZIL",1994,343591,3800398,98074
"PERU",1994,206995,4279455,114118
"PERU",1994,154820,178107,112489
"CANADA",1997,412428,1158105,80424
"PERU",1998,507123,325468,67806
"PERU",1998,202907,5270399,108593
"UNITED STATES",1994,300752,6327391,105164
"ARGENTINA",1995,199080,4211673,70744
"CANADA",1997,195966,4600232,123717
"ARGENTINA",1997,33234,4160007,70033
"PERU",1993,117230,3242798,74833
"ARGENTINA",1997,98902,3199214,114054
"ARGENTINA",1997,210150,4172711,63608
"CANADA",1996,274934,5024277,114535
"CANADA",1996,205436,1342761,80485
"CANADA",1996,288089,818573,64624
"CANADA",1996,499568,1340246,94052
"CANADA",1994,455879,7321051,110091
"CANADA",1994,558246,2230216,78253
"CANADA",1994,383307,1001008,83417
"CANADA",1994,540538,1718997,94710
"BRAZIL",1998,416914,6957382,109853
"BRAZIL",1998,269224,4295556,71592
"BRAZIL",1998,547299,3163734,80776
"ARGENTINA",1995,536992,3700841,121738
"ARGENTINA",1994,488229,2312680,73032
"UNITED STATES",1993,153208,3319478,75672
"UNITED STATES",1995,299702,1650639,102101
"UNITED STATES",1995,86833,5692428,109189
"ARGENTINA",1995,293375,670496,82101
"BRAZIL",1995,177596,1077791,100415
"BRAZIL",1995,454691,1546929,98740
"UNITED STATES",1995,25068,2574011,59583
"UNITED STATES",1996,551608,6571936,99574
"CANADA",1996,355360,6182248,84921
"CANADA",1996,127311,5711907,80298
"BRAZIL",1993,172257,1555222,79755
"BRAZIL",1995,174422,5259916,89785
"BRAZIL",1995,564608,5629904,100354
"CANADA",1997,351352,3262765,84200
"CANADA",1997,543235,6263229,76692
"UNITED STATES",1993,502590,4299939,95554
"UNITED STATES",1993,430690,1257639,97240
"ARGENTINA",1998,439594,4278660,92014
"BRAZIL",1996,280267,4993989,74835
"ARGENTINA",1997,291934,7765309,115555
"ARGENTINA",1996,7736,443807,98623
"BRAZIL",1992,52926,2551573,112735
"ARGENTINA",1996,438376,4600225,78861
"ARGENTINA",1996,440524,3368350,87870
"ARGENTINA",1996,7769,4481979,100605
"CANADA",1992,512103,321143,66904
"UNITED STATES",1994,21988,8438291,114598
"BRAZIL",1992,394736,1720876,109843
"BRAZIL",1992,121515,5669721,92190
"BRAZIL",1992,501776,1941303,106665
"BRAZIL",1992,343807,1995151,111047
"CANADA",1995,379913,5619978,119574
"PERU",1998,99795,6274585,107687
"PERU",1995,363381,1273934,86662
"PERU",1995,533946,7206908,118795
"UNITED STATES",1995,507042,1993138,62941
"PERU",1994,459682,1221395,98499
"PERU",1994,250421,3359954,82284
"PERU",1994,104,1266170,60246
"CANADA",1998,68527,5383872,89731
"BRAZIL",1992,127269,3629528,77775
"BRAZIL",1992,138263,242034,78075
"BRAZIL",1992,3114,1546007,61026
"ARGENTINA",1998,53350,3193207,78201
"ARGENTINA",1998,248728,2441289,100602
"ARGENTINA",1998,168531,4803388,95971
"ARGENTINA",1993,330471,6456278,90087
"ARGENTINA",1993,375385,2746955,87622
"UNITED STATES",1995,2344,3331466,74780
"PERU",1994,199615,1995806,102876
"ARGENTINA",1996,582256,5212405,80293
"ARGENTINA",1996,128219,5041222,74832
"ARGENTINA",1996,372121,4008849,71586
"ARGENTINA",1998,520792,4241881,108766
"ARGENTINA",1998,551563,2673678,96872
"BRAZIL",1996,473332,5372655,78318
"ARGENTINA",1993,20430,898035,81025
"UNITED STATES",1998,193328,3375635,85279
"UNITED STATES",1998,350336,4719033,83179
"UNITED STATES",1998,375021,4890396,65760
"BRAZIL",1997,26456,3648285,82947
"BRAZIL",1997,32143,899892,64508
"ARGENTINA",1996,124698,2267060,103361
"PERU",1998,233989,5330472,115378
"CANADA",1997,183264,1034695,80835
"BRAZIL",1994,23584,6447919,90454
"ARGENTINA",1996,556012,4567793,64079
"ARGENTINA",1996,29467,5194831,83787
"ARGENTINA",1996,245018,2979522,57780
"CANADA",1996,418793,5953536,102706
"CANADA",1996,59163,1651819,67329
"CANADA",1998,530036,2425172,63960
"CANADA",1994,414638,6786458,93156
"PERU",1998,347753,2052843,108044
"PERU",1993,59793,7498435,105167
"ARGENTINA",1992,459447,2538588,84385
"PERU",1995,68671,4092616,98380
"CANADA",1994,50646,3712188,95798
"CANADA",1994,98821,2729730,109189
"ARGENTINA",1996,92124,2812622,66967
"ARGENTINA",1993,247431,6754258,82705
"ARGENTINA",1997,36819,3792549,105348
"PERU",1995,179594,3891096,100415
"PERU",1997,254473,3896965,85647
"UNITED STATES",1994,357046,4081211,66181
"UNITED STATES",1993,223531,1701788,87271
"PERU",1992,91820,851555,108709
"PERU",1992,308386,4149645,83662
"PERU",1992,234676,2846036,96639
"ARGENTINA",1996,372739,7228762,108703
"BRAZIL",1997,282549,704503,91891
"UNITED STATES",1993,455974,6175840,115797
"BRAZIL",1992,247490,4812683,86248
"BRAZIL",1992,139123,334690,69727
"BRAZIL",1996,188300,5350508,83298
"PERU",1996,349746,7721639,107743
"UNITED STATES",1993,409893,6403794,108172
"BRAZIL",1994,476442,3297826,85105
"BRAZIL",1994,544693,8427699,104260
"UNITED STATES",1992,342229,694080,76272
"UNITED STATES",1992,214163,3393022,64629
"UNITED STATES",1992,52651,6494782,96219
"ARGENTINA",1997,564701,6877323,105940
"ARGENTINA",1992,427071,4890445,59883
"PERU",1997,236185,1867869,67270
"PERU",1997,554365,1362566,85160
"PERU",1997,552598,8006915,99034
"BRAZIL",1997,291070,3015532,63663
"PERU",1996,492218,119808,72611
"PERU",1992,429032,4612848,57660
"PERU",1992,530442,5359608,88345
"PERU",1992,415581,733314,89793
"PERU",1994,21884,1083528,108352
"PERU",1994,598360,4480020,87500
"PERU",1994,21487,1153545,84508
"PERU",1994,531368,5373465,83960
"CANADA",1993,204356,3672630,75620
"ARGENTINA",1995,69738,3644295,102463
"ARGENTINA",1995,390440,275477,91825
"ARGENTINA",1995,320945,393186,117955
"PERU",1993,316127,4546148,68586
"PERU",1993,135014,311555,62940
"BRAZIL",1997,218170,3603985,65289
"BRAZIL",1997,167105,900172,70326
"PERU",1997,192872,4519201,117892
"CANADA",1994,429190,4683726,67150
"UNITED STATES",1998,502467,1337190,88166
"UNITED STATES",1998,556714,5317382,106241
"PERU",1992,398003,3622257,66059
"BRAZIL",1997,520363,3120815,83000
"BRAZIL",1997,135735,3196167,106243
"BRAZIL",1997,95943,6526472,116336
"ARGENTINA",1994,184658,1725223,104559
"BRAZIL",1992,556798,1552442,111286
"ARGENTINA",1998,172111,3014564,70986
"ARGENTINA",1998,523617,974510,98435
"BRAZIL",1997,71174,680230,68710
"BRAZIL",1998,99945,1347843,116696
"CANADA",1995,272940,8143343,114775
"CANADA",1993,497999,4067827,119818
"PERU",1992,39287,849812,73576
"BRAZIL",1996,436922,1840311,111534
"BRAZIL",1996,541175,2264471,72969
"BRAZIL",1996,7246,5650876,69194
"BRAZIL",1995,461186,5014236,68829
"BRAZIL",1995,346873,353254,115191
"PERU",1997,511540,2736881,93091
"ARGENTINA",1993,320800,2949679,109247
"ARGENTINA",1993,96908,6977648,114294
"PERU",1993,202588,4204897,89434
"BRAZIL",1996,343168,1002832,72669
"BRAZIL",1994,137645,3870072,100958
"BRAZIL",1994,386737,361096,109423
"UNITED STATES",1994,56570,6457391,91594
"BRAZIL",1995,499265,4212447,75854
"BRAZIL",1993,182071,1881810,69184
"PERU",1995,392634,6029357,103597
"PERU",1993,13358,2748658,76281
"UNITED STATES",1992,293946,4558835,116395
"PERU",1997,39105,1653854,62646
"PERU",1997,104788,510942,107566
"PERU",1996,546874,9027995,115251
"PERU",1996,507982,191036,119397
"UNITED STATES",1993,213223,4912972,68172
"UNITED STATES",1993,460459,4451332,85165
"UNITED STATES",1997,368501,7062705,94169
"BRAZIL",1995,16584,4264648,90034
"PERU",1993,501997,2066934,119938
"PERU",1993,455403,5346583,81502
"PERU",1997,387384,6554953,88282
"UNITED STATES",1992,397532,296572,97771
"CANADA",1992,456894,8245625,111052
"ARGENTINA",1995,551334,6372426,83118
"PERU",1993,386765,1011055,111105
"UNITED STATES",1997,410874,2298886,107091
"UNITED STATES",1997,498683,6070792,100899
"UNITED STATES",1997,499812,3551108,108707
"UNITED STATES",1998,280456,5671065,86186
"CANADA",1992,113292,1595064,78317
"ARGENTINA",1997,16559,2921589,88533
"CANADA",1993,150948,6266676,119936
"CANADA",1996,348221,6092208,76152
"BRAZIL",1996,406650,1316908,93397
"BRAZIL",1996,472309,3497894,76876
"BRAZIL",1996,87637,1137241,97477
"UNITED STATES",1992,423512,133500,86129
"UNITED STATES",1992,592606,5809143,101914
"CANADA",1998,30868,1196241,107931
"CANADA",1998,356922,7331861,118734
"CANADA",1998,575709,1659752,107080
"BRAZIL",1997,96590,6934984,95195
"PERU",1994,196625,1280885,103297
"PERU",1994,476273,5746550,74955
"PERU",1994,311713,5346570,103482
"ARGENTINA",1998,188797,5091633,113147
"ARGENTINA",1992,378915,1776564,119634
"ARGENTINA",1992,384127,1511465,72666
"ARGENTINA",1992,161719,6935865,106842
"UNITED STATES",1998,581208,2228992,77350
"UNITED STATES",1998,360010,4224360,64200
"UNITED STATES",1998,279765,2936414,104685
"UNITED STATES",1992,570022,4564560,65520
"CANADA",1997,172757,3904686,109785
"BRAZIL",1996,11799,5628499,102647
"BRAZIL",1992,419546,5658372,87931
"BRAZIL",1992,285479,2782474,87867
"BRAZIL",1992,438082,979257,61203
"BRAZIL",1995,369194,4581553,75790
"BRAZIL",1995,426781,6831040,102465
"BRAZIL",1995,109790,1555018,107987
"PERU",1993,350122,3519846,70326
"PERU",1993,298219,438192,73032
"PERU",1998,479189,3733439,70089
"ARGENTINA",1997,122948,386304,118256
"ARGENTINA",1997,324664,6300353,101319
"ARGENTINA",1997,220373,4718177,77601
"ARGENTINA",1996,517618,6918545,98135
"ARGENTINA",1996,572845,1457543,115069
"PERU",1995,330629,7717186,99576
"ARGENTINA",1995,151299,3105667,81017
"ARGENTINA",1994,14965,360952,112797
"UNITED STATES",1992,564293,6124002,81436
"UNITED STATES",1992,326992,4934387,121138
"PERU",1992,136247,5227919,76994
"CANADA",1992,195136,2326835,73867
"BRAZIL",1993,561951,7568616,120775
"PERU",1994,215135,3496899,63007
"BRAZIL",1993,203858,1220955,105710
"BRAZIL",1993,271067,2491320,62283
"UNITED STATES",1992,297055,284050,63122
"UNITED STATES",1995,95671,5333344,100000
"ARGENTINA",1997,203113,1202046,60966
"UNITED STATES",1994,45740,7922978,101144
"CANADA",1997,357437,4100688,89665
"ARGENTINA",1997,220217,341160,68232
"BRAZIL",1995,124572,3598668,95794
"BRAZIL",1995,271068,1748721,62343
"BRAZIL",1995,32513,1431054,86730
"CANADA",1996,104810,6206650,108888
"ARGENTINA",1997,231823,8338857,105288
"ARGENTINA",1997,184803,5266962,113268
"CANADA",1993,281129,4112957,66606
"CANADA",1993,400813,5259621,102827
"BRAZIL",1993,44595,3285485,92375
"ARGENTINA",1994,316279,4849453,77715
"ARGENTINA",1992,207387,1095037,77662
"ARGENTINA",1992,246260,3622368,72375
"ARGENTINA",1995,21450,2764843,82287
"ARGENTINA",1995,500475,4207983,88527
"ARGENTINA",1998,36094,3695962,61805
"ARGENTINA",1998,25952,7519311,112677
"ARGENTINA",1998,38105,2399130,62586
"UNITED STATES",1992,138086,1022912,67444
"BRAZIL",1995,450086,2382938,62163
"PERU",1996,185947,914823,121976
"PERU",1998,58449,3237112,84446
"PERU",1998,264953,7031168,115076
"UNITED STATES",1998,241598,746696,92374
"BRAZIL",1992,225326,122628,75078
"BRAZIL",1996,518428,6187699,86784
"BRAZIL",1995,66754,1156344,103245
"BRAZIL",1995,350400,6404922,87023
"PERU",1995,44120,1300354,63847
"UNITED STATES",1992,341632,2816702,100417
"UNITED STATES",1996,94300,1281357,77658
"CANADA",1992,208425,3397528,80004
"ARGENTINA",1992,256254,1210240,72614
"CANADA",1997,502349,851331,81079
"CANADA",1997,368588,2272814,99394
"ARGENTINA",1993,225531,144195,87391
"ARGENTINA",1993,130961,6483829,119517
"ARGENTINA",1993,14455,4505490,82167
"ARGENTINA",1993,532891,2693418,115432
"CANADA",1995,74938,937335,114775
"UNITED STATES",1997,391656,664103,104858
"BRAZIL",1995,431235,2360409,69972
"PERU",1996,305248,4881330,75193
"UNITED STATES",1996,425067,3321349,59522
"ARGENTINA",1997,149440,6367356,89366
"ARGENTINA",1993,174693,1951529,106061
"ARGENTINA",1993,264950,689378,114896
"CANADA",1996,531089,2576138,67203
"CANADA",1996,199089,3685424,71284
"UNITED STATES",1998,221856,2944103,106670
"UNITED STATES",1998,144295,3447332,80357
"BRAZIL",1998,480528,4097086,90510
"BRAZIL",1998,221980,8749062,114118
"PERU",1995,205103,656266,60485
"UNITED STATES",1994,530328,6519840,81498
"CANADA",1994,96987,194430,119038
"ARGENTINA",1997,343471,975312,90867
"ARGENTINA",1997,111087,4849121,65884
"ARGENTINA",1995,152062,2869818,66843
"ARGENTINA",1995,300558,732513,93512
"CANADA",1992,356652,7152367,102518
"CANADA",1996,376244,620508,79213
"ARGENTINA",1992,124929,8616787,117235
"PERU",1996,156965,6146758,121317
"PERU",1996,525478,6703883,90207
"PERU",1996,302854,5756204,111410
"CANADA",1998,384204,3436890,77291
"CANADA",1998,112127,2597193,68347
"CANADA",1998,289214,3200512,72192
"CANADA",1992,496046,306353,62521
"CANADA",1992,331308,5287516,80357
"UNITED STATES",1994,183050,1868399,67983
"CANADA",1997,98722,8178582,103243
"CANADA",1997,361641,309878,102157
"UNITED STATES",1994,509040,4531766,62941
"UNITED STATES",1994,33960,5303088,113637
"UNITED STATES",1994,164629,623252,101617
"BRAZIL",1993,138275,6051548,78796
"UNITED STATES",1996,25324,5871804,74959
"CANADA",1995,196122,2748078,73087
"BRAZIL",1993,2467,636798,82167
"PERU",1996,434002,718832,56158
"PERU",1996,61847,8420150,108530
"CANADA",1996,190395,3553052,89123
"CANADA",1996,211453,1862460,81866
"BRAZIL",1994,551235,1157589,77172
"BRAZIL",1995,537521,3120117,93510
"BRAZIL",1995,503775,7931446,106725
"CANADA",1992,446313,4488109,75557
"ARGENTINA",1996,443617,5093765,93635
"ARGENTINA",1996,258756,1773041,102884
"ARGENTINA",1998,336785,4641869,109306
"CANADA",1993,599293,3341448,83536
"CANADA",1993,264814,6729200,106728
"UNITED STATES",1997,244013,3115035,57420
"UNITED STATES",1997,117526,5927116,92611
"BRAZIL",1993,584818,5422951,114167
"PERU",1992,137926,5832842,117835
"BRAZIL",1994,365132,1857930,71827
"BRAZIL",1998,472463,5873820,86126
"ARGENTINA",1998,255716,1053171,100302
"CANADA",1995,51291,4348015,74537
"PERU",1994,502334,5409382,80178
"CANADA",1997,195462,7478922,93447
"BRAZIL",1993,87552,3502476,92373
"CANADA",1995,255097,1161496,63124
"ARGENTINA",1993,272390,5138897,81742
"ARGENTINA",1993,543638,4950659,100896
"PERU",1997,24791,789263,102947
"CANADA",1994,596821,1622458,115068
"CANADA",1992,328461,446835,89367
"UNITED STATES",1996,129293,4270996,79337
"PERU",1993,342104,417176,68765
"PERU",1993,481084,4259174,63903
"CANADA",1995,369384,1486797,87202
"CANADA",1995,414061,274961,58502
"UNITED STATES",1997,434662,4550424,95798
"BRAZIL",1995,144828,544990,112369
"CANADA",1993,82034,1039398,60961
"CANADA",1993,481675,5639236,99399
"CANADA",1993,298408,3510349,84383
"CANADA",1992,80882,4627393,111772
"CANADA",1992,381958,6925596,122396
"CANADA",1992,476850,3507513,109609
"ARGENTINA",1996,249930,7500880,112795
"PERU",1994,257629,4125186,95196
"PERU",1994,354424,5251312,88704
"ARGENTINA",1993,596738,2869486,110082
"ARGENTINA",1993,361962,2762691,121437
"UNITED STATES",1995,329947,2846779,118615
"PERU",1992,257319,4971188,76578
"PERU",1992,545748,2869952,107623
"PERU",1992,184873,2545231,117472
"PERU",1992,344877,9228771,115311
"CANADA",1992,396619,5366396,102936
"CANADA",1992,572095,2490527,70024
"CANADA",1992,186809,743153,113748
"CANADA",1992,566254,3041809,79213
"PERU",1994,281003,3313094,59039
"BRAZIL",1992,346997,367916,122638
"BRAZIL",1992,566251,3393184,79033
"BRAZIL",1992,307408,4607094,84923
"BRAZIL",1997,188672,5239753,105640
"BRAZIL",1994,303278,3551652,76875
"BRAZIL",1994,187963,3937843,123057
"BRAZIL",1994,82053,1904492,62103
"BRAZIL",1998,378648,1339864,103597
"UNITED STATES",1996,469974,1492953,116637
"UNITED STATES",1996,444971,546045,114957
"PERU",1996,126360,4211761,83181
"CANADA",1996,511939,4920195,117054
"CANADA",1996,231060,4759022,59463
"UNITED STATES",1997,277524,2869385,90090
"UNITED STATES",1997,529376,1735607,84321
"CANADA",1997,135928,5540218,117835
"PERU",1993,262214,790406,70572
"PERU",1993,173388,2610024,87682
"ARGENTINA",1993,381164,2835206,74709
"ARGENTINA",1993,18025,2239672,56581
"ARGENTINA",1993,43261,5096428,72255
"PERU",1995,85720,5287732,102343
"UNITED STATES",1996,555603,1625408,99514
"ARGENTINA",1995,185435,4336266,91225
"ARGENTINA",1995,217701,2233792,97121
"CANADA",1993,254493,1250622,86848
"PERU",1997,545083,1590564,67683
"ARGENTINA",1998,22764,2353030,101205
"PERU",1997,353263,521235,78975
"PERU",1997,289997,2505581,119218
"CANADA",1993,497114,1333308,66665
"PERU",1994,554361,921386,84920
"PERU",1994,593322,1316229,84918
"PERU",1994,548434,3642281,88944
"PERU",1994,390056,3094308,68762
"PERU",1998,245718,6807860,99822
"PERU",1998,518588,5921780,96393
"UNITED STATES",1993,103987,179188,119458
"UNITED STATES",1993,308421,1260739,85764
"BRAZIL",1996,227417,4479540,80664
"BRAZIL",1997,346962,4204732,120537
"BRAZIL",1997,577404,3981949,88882
"BRAZIL",1997,25958,7709123,113037
"UNITED STATES",1995,363963,4195786,121617
"UNITED STATES",1995,124584,6273462,96514
"UNITED STATES",1995,474050,4620423,61441
"PERU",1995,405934,4908879,110394
"CANADA",1998,241420,5246874,81684
"ARGENTINA",1992,234901,7765814,110153
"CANADA",1996,547932,4116232,118794
"UNITED STATES",1996,425683,6370293,96519
"CANADA",1995,469427,5824384,83784
"CANADA",1995,593939,7867361,121974
"UNITED STATES",1992,245061,4491007,60363
"UNITED STATES",1992,258645,1122541,96217
"ARGENTINA",1996,224240,3017684,69853
"PERU",1994,382673,3997637,105339
"PERU",1994,335513,5354713,92910
"ARGENTINA",1996,144976,5292920,121258
"ARGENTINA",1998,452067,2522124,61142
"ARGENTINA",1998,197650,812657,104859
"ARGENTINA",1998,486877,6954024,111831
"PERU",1992,198992,414016,125459
"ARGENTINA",1995,101307,5439911,78498
"ARGENTINA",1993,511157,1168130,70087
"ARGENTINA",1992,244530,2601053,88471
"UNITED STATES",1992,454838,1192218,107568
"UNITED STATES",1992,581762,715371,110624
"PERU",1996,470231,2642662,72072
"PERU",1996,526964,8111089,119456
"CANADA",1996,100082,1679388,64924
"ARGENTINA",1996,339955,5386338,119696
"ARGENTINA",1996,415310,1188531,73517
"CANADA",1993,23614,415154,92256
"CANADA",1993,165469,6490765,92067
"UNITED STATES",1992,211926,2269818,110274
"ARGENTINA",1994,543562,6473537,96332
"ARGENTINA",1994,500510,5128113,90629
"PERU",1995,83389,6186689,82342
"CANADA",1992,216516,4446480,85950
"CANADA",1992,229352,4036221,76880
"BRAZIL",1995,356978,394782,122097
"BRAZIL",1995,321813,2047636,110088
"CANADA",1993,158335,2162448,83599
"CANADA",1995,399967,3887932,124017
"PERU",1995,347008,3928782,63299
"BRAZIL",1994,264277,5838887,74475
"BRAZIL",1994,502209,359720,72670
"CANADA",1992,470276,5099655,74775
"CANADA",1992,114237,4291718,75073
"CANADA",1992,567515,4073329,94949
"UNITED STATES",1992,185685,483395,106240
"UNITED STATES",1992,199997,1593712,125819
"BRAZIL",1996,442331,1184178,76398
"PERU",1996,527133,4951349,69606
"PERU",1996,513820,3117460,110028
"PERU",1994,224991,5816915,114958
"PERU",1994,207268,423090,70515
"ARGENTINA",1997,109530,6789327,92371
"PERU",1993,416095,4324346,60664
"PERU",1998,126853,1443724,112791
"PERU",1998,414547,6594378,87691
"PERU",1998,132774,5203497,108406
"CANADA",1994,564088,4866301,69123
"ARGENTINA",1998,43138,3041218,64867
"CANADA",1994,7956,8768020,111837
"CANADA",1994,392371,3195978,87801
"BRAZIL",1996,402360,2610519,75740
"UNITED STATES",1993,236123,2179648,63546
"BRAZIL",1992,108811,4802478,109188
"BRAZIL",1992,575693,6085993,106120
"BRAZIL",1992,71217,4904930,71292
"PERU",1993,145766,2935051,108705
"PERU",1998,356046,5069338,66121
"CANADA",1995,546856,2797160,114169
"UNITED STATES",1992,435635,1878449,94236
"PERU",1995,357412,1995445,88164
"PERU",1995,278501,732347,88769
"CANADA",1998,305375,5876192,82821
"ARGENTINA",1997,35244,4245264,70754
"PERU",1993,465505,6696565,88228
"PERU",1993,379246,5979437,79513
"PERU",1992,525003,3613349,61678
"BRAZIL",1996,133460,6668298,89607
"BRAZIL",1996,364353,386933,85040
"PERU",1997,166092,5170871,69485
"PERU",1997,44324,5479142,76099
"PERU",1997,347264,1619393,78675
"ARGENTINA",1995,372052,533919,67442
"ARGENTINA",1995,571859,4537450,115849
"ARGENTINA",1995,403202,3558679,66310
"UNITED STATES",1994,454851,350331,108349
"PERU",1993,585340,1815857,85519
"PERU",1993,497521,2798595,91110
"PERU",1993,226069,3403071,59703
"ARGENTINA",1993,69771,3481540,104446
"ARGENTINA",1993,146827,1568387,112429
"PERU",1993,86652,4129398,98319
"PERU",1993,104376,1118099,82822
"CANADA",1992,512643,496686,99337
"CANADA",1998,198278,4351765,82576
"PERU",1995,320766,7725907,107205
"ARGENTINA",1994,529020,3495268,62940
"BRAZIL",1993,294726,1686295,103242
"BRAZIL",1993,563191,5305139,75250
"BRAZIL",1993,585824,4726755,114588
"UNITED STATES",1997,417177,2987029,65649
"PERU",1996,545144,3759997,71347
"PERU",1996,401097,4347592,59884
"BRAZIL",1997,576508,7209384,95068
"BRAZIL",1992,35548,409457,89012
"UNITED STATES",1994,72473,2081476,86728
"PERU",1993,348688,8084198,104200
"ARGENTINA",1998,45774,2101558,103186
"ARGENTINA",1998,118644,7661445,99758
"ARGENTINA",1998,234708,6498481,98561
"UNITED STATES",1998,258459,6661968,85046
"UNITED STATES",1995,431732,908385,99822
"UNITED STATES",1995,405714,6854528,97181
"BRAZIL",1995,175700,3444858,106542
"BRAZIL",1995,508340,6540700,80899
"CANADA",1993,544801,8682549,110746
"CANADA",1993,465710,7636119,100541
"BRAZIL",1998,110177,4637086,71230
"BRAZIL",1998,131823,3700365,111289
"ARGENTINA",1995,433219,2893149,69131
"CANADA",1993,123031,100132,63241
"CANADA",1993,314154,3059358,70088
"CANADA",1992,319194,232930,72790
"ARGENTINA",1994,282166,2475411,68889
"CANADA",1997,69702,7188310,100302
"CANADA",1997,277512,6404850,89370
"CANADA",1997,513276,3836808,77355
"UNITED STATES",1997,219692,2965491,96700
"ARGENTINA",1998,50327,4253475,76639
"ARGENTINA",1998,37207,744874,68652
"BRAZIL",1995,336459,3337822,89726
"PERU",1992,391626,6396379,103056
"CANADA",1994,173385,2121942,87502
"ARGENTINA",1994,379690,3026152,106180
"ARGENTINA",1994,114712,321168,103602
"UNITED STATES",1996,500445,5851060,86725
"UNITED STATES",1996,169311,2186411,82818
"UNITED STATES",1996,18384,4336925,78142
"UNITED STATES",1993,525665,2510600,101438
"UNITED STATES",1993,443706,7022687,98980
"BRAZIL",1997,345093,1251888,68284
"BRAZIL",1997,363358,1688551,85280
"BRAZIL",1996,289229,229023,73092
"PERU",1994,222908,3832052,109853
"PERU",1994,306510,7060824,90990
"PERU",1994,83187,3707130,70210
"CANADA",1998,228607,921354,92135
"CANADA",1998,352244,1669544,77773
"CANADA",1998,554414,976479,88103
"BRAZIL",1992,409401,4874613,78622
"UNITED STATES",1996,579531,1497774,96630
"UNITED STATES",1996,339860,7952772,113991
"UNITED STATES",1996,25990,2850993,114959
"ARGENTINA",1994,312359,2475268,82280
"UNITED STATES",1996,221084,3618252,60304
"CANADA",1994,103623,2117859,97597
"PERU",1996,49127,316379,64567
"CANADA",1992,80701,3403760,100902
"ARGENTINA",1996,553726,4516878,106782
"ARGENTINA",1997,586123,2394018,72546
"PERU",1997,387034,3366423,67261
"UNITED STATES",1995,556328,5668708,83058
"PERU",1995,78282,1589213,75616
"PERU",1995,265028,1735781,59580
"UNITED STATES",1996,419604,4927257,91414
"UNITED STATES",1998,165834,7694311,113989
"UNITED STATES",1998,514197,2616127,72670
"UNITED STATES",1997,349240,875387,77353
"UNITED STATES",1995,87633,3387116,97237
"BRAZIL",1996,547280,4073360,79635
"ARGENTINA",1996,10736,1106602,98803
"PERU",1994,570647,4482988,103057
"PERU",1994,457647,6848518,96277
"UNITED STATES",1997,333920,5392791,117234
"UNITED STATES",1997,301968,5106110,118197
"BRAZIL",1994,176978,1220652,123298
"UNITED STATES",1997,221019,4280760,56400
"PERU",1993,468531,1763423,89970
"CANADA",1994,535913,3508002,116933
"UNITED STATES",1994,60398,3227534,81503
"CANADA",1997,48178,563085,67570
"CANADA",1997,325639,1969245,99877
"BRAZIL",1995,345539,2585936,95071
"BRAZIL",1995,76807,1427040,107028
"BRAZIL",1995,214867,2031309,106911
"ARGENTINA",1993,54093,4720281,62825
"CANADA",1998,113792,2600337,108347
"UNITED STATES",1998,450427,3681790,82644
"UNITED STATES",1998,110977,9045263,119278
"UNITED STATES",1998,298846,7360871,110689
"ARGENTINA",1994,313523,437905,92190
"ARGENTINA",1994,179903,3319374,118974
"ARGENTINA",1994,163479,2992391,92548
"PERU",1993,426775,3573675,102105
"PERU",1993,527047,2210333,64441
"UNITED STATES",1996,395667,160401,105759
"BRAZIL",1993,423350,4217268,76399
"ARGENTINA",1997,189027,1499930,66961
"ARGENTINA",1997,571884,1161780,117351
"UNITED STATES",1996,416908,1200771,109492
"ARGENTINA",1994,302477,3947199,88767
"BRAZIL",1996,2485,1873098,83248
"BRAZIL",1995,170903,7850200,118434
"UNITED STATES",1995,279249,5242085,73693
"UNITED STATES",1995,126356,3899609,82941
"UNITED STATES",1995,130440,264679,88226
"CANADA",1992,597321,421235,85098
"CANADA",1992,562038,5005045,66000
"CANADA",1995,147323,6054073,82219
"BRAZIL",1996,244127,4732163,64266
"BRAZIL",1996,465640,3699348,96337
"ARGENTINA",1995,460609,4131134,94174
"ARGENTINA",1995,243563,2942292,90393
