"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,148433,262229,4119204,71472
1997,209782,29959,3906348,113337
1997,209782,105123,5132946,67687
1996,188863,86472,1429300,87508
1993,190063,20906,1611325,109614
1993,190063,356372,1429788,85701
1993,190063,219383,3125688,78142
1993,284890,53315,1141479,76098
1993,284890,262028,2140401,59400
1993,284890,490858,915170,110929
1993,137290,143365,3661736,84501
1996,119653,463253,5423169,72973
1995,98113,572584,4673155,99393
1992,37696,596169,5455283,75908
1994,66682,223053,3996883,58562
1996,202558,163538,1489422,96091
1993,259448,173265,4951562,80295
1993,259448,354847,1106865,114109
1993,259448,509487,5782321,89787
1993,259448,393499,4981277,95548
1995,1193,149918,9156685,118074
1994,248792,8278,1079505,71176
1994,248792,517217,444308,74051
1998,242188,561674,7265430,104139
1995,53438,436341,3004256,76639
1994,222115,568757,5751049,109543
1994,222115,487102,2069252,65344
1994,222115,557121,4135131,70686
1994,222115,516202,1863815,73090
1994,172522,84440,4559632,85466
1995,51502,221987,362704,114538
1995,51502,255920,2965813,112554
1995,51502,24458,5101240,82947
1995,132820,531279,3177356,78615
1996,142186,60560,7003699,91233
1992,213988,597688,1885656,107139
1992,213988,78941,8939240,115196
1992,213988,235696,445448,97900
1993,66433,134315,2482730,80958
1993,66433,225349,1529196,76459
1996,52342,578444,1491971,91345
1996,52342,99444,2829142,86606
1994,99430,520191,4154313,72670
1995,118804,426637,4944134,93816
1992,209000,497967,7688810,117896
1992,209000,527850,3549098,112669
1992,252463,29979,4715155,114538
1998,235498,587812,6991227,113987
1998,235498,474014,1138164,59279
1998,235498,17101,2473983,61086
1997,288988,14405,1646611,79164
1997,3983,72094,5277145,63965
1997,3983,587800,1755635,113266
1993,30851,227394,5886747,79282
1998,97147,73856,6499627,109791
1998,201025,238961,186195,113997
1996,92033,358012,203300,64200
1996,114283,373616,3811737,101376
1995,134425,256518,4662369,88470
1992,269302,502370,4211742,82341
1994,51904,412034,344347,56760
1993,241438,273773,6204491,104805
1998,67357,545556,2767443,96091
1997,232898,20334,737546,75259
1998,215857,5308,4576567,72798
1995,235253,479625,7393996,96276
1998,195688,255299,4408794,75256
1996,12421,453677,3228687,97839
1994,92525,408885,4170724,107631
1996,155471,491181,4373328,70329
1997,288611,266965,6746369,115917
1993,284164,113277,3251480,77416
1993,284164,235009,3387036,56639
1993,284164,589605,3812805,101674
1996,30416,562404,4500320,87982
1996,288377,507569,2421565,94592
1996,139057,347173,5978784,73209
1996,263029,417921,4148558,110334
1992,218647,225129,2951508,63246
1993,82802,582249,5403421,79873
1993,82802,28626,286050,93277
1994,247964,253227,5783029,70812
1994,220876,61457,6672388,85107
1995,57806,414511,2253699,85529
1995,138931,87299,1146084,77177
1997,91301,287960,525946,116877
1997,91301,12293,4821160,72317
1993,281797,343209,4834705,75131
1997,92771,325487,6824264,90748
1997,92771,340808,7552307,110927
1998,199549,16391,4471273,78443
1998,199549,559443,1244003,90145
1996,118453,91740,5368394,103904
1992,11177,369263,5614101,79935
1994,9949,61616,2076134,94656
1994,9949,16430,904800,80785
1993,89773,47220,106217,70033
1994,104683,329440,1140277,88165
1994,42748,38216,4672242,69252
1994,42748,283982,3184871,117958
1994,42748,318737,6882422,105343
1994,256949,207858,3690605,105950
1998,25093,484966,8344170,117056
1994,275381,78618,2497098,95796
1996,68242,561210,2288142,76271
1996,68242,160862,7614525,115371
1996,68242,590969,8435454,123596
1995,29998,52729,3674558,100903
1993,144970,409091,3094216,60004
1995,103721,585093,2078115,70684
1995,103721,253385,4416621,80302
1998,299137,359779,7432267,110325
1994,170570,226617,7100560,92616
1995,258293,336919,3309382,117354
1994,129658,520010,791032,61799
1992,247478,13340,2976682,75200
1995,132815,116697,2884140,102821
1998,215474,426874,6364203,108051
1998,215474,68495,2007908,87809
1992,50443,369757,7891516,109604
1992,260566,461469,5355567,85826
1992,260566,205801,7772721,102407
1997,263333,388985,566193,124438
1997,263333,277088,4259214,63904
1997,237469,362187,4774327,74950
1997,237469,260868,8692524,109731
1997,237469,385057,4988430,68522
1997,210062,180857,3759429,116271
1998,128518,132801,4826561,110028
1997,1204,339069,2770125,66483
1997,1204,400597,4596042,89854
1992,110506,450710,5652988,99641
1997,248575,298238,1305448,74173
1993,291589,475295,5731458,76216
1998,13372,221626,3217481,92856
1997,38188,134073,4782542,66424
1997,38188,428147,1064368,64507
1993,123419,320240,5508465,75613
1993,123419,73414,4245474,83244
1994,146689,86037,2651693,61381
1998,237427,47009,4178676,57360
1993,106484,29113,4555062,62526
1993,106484,301892,4545312,113632
1993,174196,490657,6425757,98857
1996,294583,282489,1191890,88288
1993,134048,308773,1475297,106905
1992,137123,545668,4654246,102818
1997,106775,160835,4682700,113749
1997,106775,137390,2603559,85643
1997,13313,415482,2683123,83847
1993,240898,577978,5921136,123357
1993,240898,60709,7690638,100182
1993,244535,593600,7705789,101614
1994,135448,577599,5673512,100594
1994,135448,256070,3416779,61563
1997,69076,503046,1850471,62941
1997,237004,9535,4021571,86671
1997,212063,2867,7610398,106191
1997,212063,538351,5624007,83359
1995,134074,146930,4602293,118615
1997,75616,21274,5002204,71716
1998,54140,155861,2024204,115011
1992,116639,80447,1798574,85646
1998,286801,492802,2437311,107686
1994,65650,259367,787851,79581
1994,65650,19508,2983475,85650
1994,65650,259547,3799468,90391
1996,266404,88764,815033,105165
1993,149626,411740,1156204,99103
1998,271669,263027,4365944,59400
1995,198518,416298,2914248,72856
1994,177562,205915,178448,109254
1992,181373,166150,1887464,72969
1995,31063,367627,4619506,101676
1995,31063,500258,792684,75493
1993,139885,266012,4136940,58680
1993,139885,254729,4620100,101022
1993,139885,217539,5887253,87391
1996,34984,129052,4767430,64863
1998,76471,242977,6462585,115197
1997,36253,542109,2568059,69064
1996,287818,381620,4905741,102096
1995,146596,584917,3459265,120113
1997,58940,229562,1085848,89493
1995,150334,245640,1506348,95137
1995,150334,455289,118204,74655
1995,150334,298345,967197,80599
1996,55181,179950,7795008,121797
1998,115528,472989,8212764,117717
1998,115528,112401,2442355,84804
1998,115528,322626,7995758,98916
1992,294755,28277,3778521,72316
1994,140939,287709,7329700,101801
1993,261311,58397,2497983,81323
1993,261311,283624,3665350,96456
1998,163736,446207,2906013,69190
1998,163736,424015,90143,56339
1995,297388,313308,4016721,79277
1996,18550,479681,2092431,99639
1995,42326,320082,4473302,66124
1995,42326,10628,3134168,92317
1998,205471,211516,4912027,85650
1998,205471,545582,2073511,97653
1995,34780,459585,1136796,92673
1995,87550,47588,4815578,92134
1995,203660,273059,4462540,61922
1995,203660,488533,969201,91290
1992,198380,522020,2056908,62520
1992,198380,496014,3530925,60599
1993,261490,37995,8335052,115979
1994,236854,259721,5411886,100842
1997,165784,133047,1333849,64802
1997,198800,316634,8170569,99037
1993,127618,27609,6237059,92196
1996,238390,512338,3317711,81018
1998,99457,230480,256705,84628
1994,262000,169107,5762890,70566
1994,262000,128513,1433604,92490
1994,262000,516756,2357730,106363
1994,262000,101381,3052295,82942
1997,9790,139316,3025051,81318
1997,124012,288606,4375554,95675
1992,155396,296395,2504484,83482
1998,158495,440464,3468966,84266
1998,158495,62502,2265581,87870
1996,208183,219634,1898523,93217
1997,254693,504665,7603540,100178
1996,209684,455261,3386012,72974
1994,166603,248654,2064200,96158
1994,166603,118062,3985421,64803
1994,166603,52641,2473329,95618
1995,15679,58098,2534616,63365
1995,15679,161411,2098184,88344
1994,84451,539237,2756613,76572
1998,43324,244869,2757052,108831
1995,28537,149024,4077476,64381
1997,192166,415009,1546742,55438
1996,227080,17852,2978657,106191
1995,223768,87060,1715084,62823
1995,223768,412217,311656,67751
1993,41695,552645,4726174,101857
1993,41695,152870,1072961,115372
1997,241990,49254,1310339,72195
1998,21863,233919,7411600,111174
1996,240385,450765,957382,102944
1996,48827,25494,2268345,85169
1996,48827,71999,4817099,118259
1996,48827,483477,3505080,87627
1996,48827,168693,7695061,105701
1996,48827,219233,2166173,69133
1992,121735,388934,5866468,121375
1992,121735,398952,7436708,123056
1992,121735,172029,3668598,66061
1993,271573,467064,569134,61862
1993,109975,386228,4844178,78852
1998,21709,560742,8202376,108163
1994,230935,193180,2520896,76390
1994,230935,429704,150298,98020
1992,15178,34182,964379,66970
1996,88168,499234,4931606,73992
1992,188113,77834,4819467,108709
1996,289207,454652,1661255,96397
1997,99841,476457,4351893,86005
1995,124757,467746,6512136,102823
1997,87646,388623,5252931,102696
1996,212009,106225,3981765,73873
1996,129406,334318,2461186,81138
1996,129406,477828,541740,108348
1995,181583,534941,5271754,118555
1995,181583,337210,3080584,74832
1994,255131,288015,1985940,60180
1994,255131,464163,3717307,67628
1996,70814,421436,4300274,81444
1997,62210,124523,306408,92851
1997,62210,292084,3402533,64564
1993,52241,179827,6101824,114409
1993,202204,517703,6308012,103240
1992,31594,86164,4968691,69009
1992,31594,460071,1032081,61863
1992,31594,204473,4628265,82647
1992,13573,356530,2087860,95191
1992,171340,218754,5133639,100364
1998,194969,29109,975814,62286
1998,239452,117362,5522957,82761
1994,215888,593358,4927265,87079
1994,219343,7118,1037411,61506
1994,219343,21085,2366300,60364
1994,219343,374001,2670275,64499
1994,219343,231313,1169642,74658
1992,65419,39634,155789,94417
1995,264617,488544,2252804,91951
1995,205858,330651,3790416,100898
1995,205858,39840,2313792,106790
1997,236201,389604,3390567,101615
1992,214369,251614,4959820,93936
1995,169057,237769,3993795,102405
1992,19249,142457,6342673,89967
1998,4630,221650,1287173,94298
1996,106508,47162,2220538,66549
1993,276752,476171,556367,68829
1997,159100,44885,1463904,109792
1997,159100,447729,6036120,100602
1998,73840,327067,411362,65643
1998,73840,407603,5773436,90634
1993,220651,446719,3914371,99941
1992,161749,186284,4316382,82216
1992,199936,278808,6110821,107207
1996,292774,63364,6052761,79641
1996,68209,505569,7104324,94472
1993,141133,27691,3075511,97121
1993,189970,406685,292865,95499
1993,189970,149559,5348428,96513
1997,214672,430386,2936799,78981
1996,288211,374558,5279634,97952
1995,65440,552857,8250465,114589
1995,65440,251846,2290435,107869
1995,65440,346400,6118229,86783
1994,191722,283231,4629820,72853
1995,79153,383724,8149156,108462
1995,79153,437644,2182635,94897
1995,79153,64852,5930198,109011
1997,107575,15598,1849606,90815
1997,107575,550207,4804941,75430
1997,107575,105416,994987,85284
1996,31000,89269,6291300,75495
1996,31000,406078,1794907,59043
1996,31000,541780,7624065,109305
1996,31000,441135,3680296,64566
1993,120389,224800,8623950,103487
1993,169949,305388,2867555,83602
1992,30814,70788,7604964,105526
1995,68242,46461,4363126,84447
1994,34120,515285,4141328,78015
1994,34120,394789,5664496,113026
1994,148589,451525,2267904,88590
1994,148589,259342,2623481,78079
1996,25069,400341,5124168,74479
1996,25069,321509,3939481,91829
1996,25069,56440,402174,83786
1997,54511,224593,966698,91054
1997,54511,446290,3758260,74176
1997,54511,185653,6864190,104319
1993,258553,549742,1032030,107503
1994,214727,498815,6030851,108827
1995,211939,161491,6209960,93149
1997,44665,63622,3957707,95137
1997,44665,487018,3165718,60299
1998,73055,112490,988638,90149
1998,73055,120120,2736288,68407
1993,232163,225780,2106625,102346
1993,232163,268380,3171366,80902
1993,232163,459095,3566972,63244
1998,157435,426047,3175937,58381
1998,157435,159190,2325991,74951
1993,224051,212085,287156,59824
1992,57166,138309,3758967,80838
1992,57166,157026,106135,64981
1996,182245,208731,4028792,98383
1994,88408,535500,428398,92128
1996,264283,556651,3415260,102457
1996,264283,422779,5009952,102105
1995,283949,88228,1191895,72973
1997,228382,513530,7177321,92610
1997,228382,481984,8758351,117957
1997,228382,245539,5721340,89071
1995,265586,504759,5026630,105823
1995,265586,291298,118613,77356
1992,91867,62390,4922699,81143
1992,198601,577105,3177431,70924
1997,30709,321469,678154,89427
1998,114544,328467,7254427,89727
1995,12166,61631,143336,95557
1996,270200,588152,1692777,74407
1993,207424,466770,1853112,104205
1993,158974,107596,2020523,96215
1993,158974,216667,7449489,95019
1997,58046,511204,3769488,72910
1998,271390,355381,4504456,86182
1993,192107,434086,4743279,61203
1993,192107,276191,3921724,70030
1996,146686,385779,2979886,111885
1998,11089,28545,6778284,88412
1998,11089,377941,5047325,121135
1994,67577,282098,3402252,64804
1994,67577,245370,366985,78921
1993,256138,597550,6969051,98851
1998,189364,157570,7114108,97654
1992,103696,591828,4469294,115188
1992,103696,118824,541789,110569
1993,111091,140329,536773,82159
1993,111091,479148,3793885,67627
1996,205001,459753,7008491,102763
1995,245677,123408,2805544,85884
1994,184247,549967,4407013,121016
1992,35335,597556,4662954,99211
1992,35335,317599,3420683,96994
1993,164458,453879,7111458,109971
1995,132419,328439,836429,88045
1994,156460,207435,5412637,80545
1998,220336,579063,1027836,68522
1998,220336,465438,1066591,84204
1992,260113,511264,1749629,76514
1992,94636,345730,1131133,106543
1995,233842,369037,3185337,66361
1998,172064,326590,7921242,96994
1998,172064,185281,2891048,81976
1994,165493,153641,5338116,101678
1994,165493,353647,484679,102037
1993,146597,569405,6375219,88462
1995,143842,258509,6263247,88049
1995,143842,402297,1036169,71956
1992,134755,344389,4588217,86002
1992,153901,481801,4859858,106966
1992,153901,25995,7222922,115259
1992,153901,292021,1114311,60780
1996,250286,418803,1893958,103306
1996,250286,61772,312078,104026
1996,250286,145041,2597807,65162
1994,243362,306618,2485638,97476
1994,243362,249995,4702961,116698
1993,271763,44038,1072376,58921
1993,271763,427547,134181,88471
1995,14668,477682,7488385,99579
1995,14668,398287,2036346,83116
1994,212816,405600,3601347,90334
1996,89189,180231,1930130,78673
1997,184429,339128,452838,70026
1992,87145,395946,9597071,122515
1992,87145,48957,8050732,114357
1997,30644,199073,5343467,70324
1997,30644,371991,7480365,123778
1995,218392,85698,1072510,101021
1992,13711,333879,4223594,114771
1992,33517,294560,5540416,93273
1992,33517,57547,7221792,90272
1992,33517,346956,8354262,120176
1998,36802,590928,4881700,121134
1996,220712,555441,6320878,89785
1996,220712,489698,6435085,101260
1996,220712,152706,4052044,105522
1996,81664,18370,1010082,77302
1996,41501,394601,4320363,101735
1996,41501,246301,2180262,74837
1997,130349,533083,3901745,66963
1997,130349,532612,8222950,98675
1997,103561,250428,3677597,82704
1997,103561,424565,2100251,89372
1997,93296,545352,2682873,83839
1997,93296,209496,3709061,84328
1997,93296,413841,3234133,105289
1997,209986,43347,4707160,77420
1998,234736,492787,4858744,106785
1996,206086,536459,1807974,89725
1996,206086,57249,4610249,72374
1996,206086,554152,2605240,72367
1996,182476,538111,5515632,68945
1993,233573,172857,2016693,115791
1993,147637,525670,5426080,101739
1995,30706,202473,272341,82527
1993,114640,93501,277977,89670
1993,114640,400032,2390605,55920
1996,70909,582586,5175873,100113
1994,137095,423115,191008,62285
1992,102818,169966,1396668,122157
1992,56104,113755,1867800,106125
1994,31087,550447,2425820,89845
1994,31087,15731,619170,98803
1998,154388,473323,1508893,77778
1998,154388,193415,2341052,90504
1996,176098,240806,4359987,104807
1993,156715,359084,744138,68584
1995,201659,295988,932465,119038
1995,201659,154080,313006,68044
1992,180458,536907,4801383,116632
1997,167716,269074,4745923,62583
1995,36461,188361,1147893,86961
1997,144362,64947,1911940,114716
1993,86797,454980,1934960,116097
1993,176278,569795,2349610,111886
1993,201497,290514,279837,90270
1993,201497,462158,4843442,67207
1992,108413,425890,3139639,108952
1995,121486,444870,166966,108891
1994,298810,428393,5962021,79282
1994,298810,387109,4363336,71765
1994,298810,335354,533506,83360
1993,75775,13113,1832632,61566
1993,68876,197881,195909,118732
1992,122324,118064,3817507,64923
1992,122324,135204,2974080,74352
1995,284306,58981,8555311,116398
1995,284306,82202,5398767,71052
1992,225833,309569,3149207,94713
1997,161951,429955,4161925,113095
1997,161951,453344,5721181,77839
1997,161951,542712,8082102,105281
1997,161951,157653,636361,102639
1996,4370,145053,4792988,65883
1994,238696,562188,230029,75009
1997,11671,518877,2047518,113751
1997,11671,361023,2037938,65040
1992,227924,521355,5367687,82579
1992,227924,13875,2690460,107332
1992,227924,394090,1624557,71044
1992,186322,476373,2003784,80961
1992,186322,613,3759807,90816
1997,111617,154503,5607000,93450
1997,111617,419939,1026118,111534
1997,111617,102177,2334756,70750
1996,40639,151276,4032246,79636
1994,204226,516359,4311659,82519
1994,204226,35700,760600,98142
1994,119360,395327,995617,85338
1994,274441,400030,3928362,55800
1994,274441,289711,2372476,102042
1993,90283,48897,9229450,110753
1992,265099,408752,6950155,99643
1994,70399,539999,191663,122338
1994,70399,430636,285123,93996
1995,165569,68387,1416372,81322
1994,274207,64836,8209983,108049
1994,296780,285425,6205804,84624
1992,179233,18095,1722253,60785
1995,41959,489158,2714109,68827
1995,41959,274665,5194411,98379
1994,201293,297894,3378897,113512
1992,254074,527269,2595072,77774
1997,12053,7861,6691597,106131
1997,12053,359941,9804557,120055
1994,61591,395496,2933097,95488
1998,153766,12749,4217496,99704
1993,112844,90326,6191969,78979
1997,260122,496002,3995911,59878
1997,260122,503044,1690937,62821
1995,4684,429043,571547,58321
1994,92804,337461,3558818,89907
1994,92804,497979,8718349,118617
1994,92804,280934,6730943,114895
1994,92804,241108,4569836,62945
1992,40511,32787,6803449,103186
1996,262429,32880,6004258,108772
1997,32717,388339,3357056,85639
1997,32717,5314,4023723,73158
1997,32717,497438,2089956,86124
1995,262000,243025,287498,58080
1995,262000,315679,5516118,101679
1996,6472,440594,6494300,92074
1996,6472,450995,7056087,116758
1994,165143,493918,3827603,114713
1995,249262,31093,3751241,61445
1995,249262,323047,3698023,64201
1997,52609,112882,5578526,113692
1997,52609,290991,9035846,118918
1994,159313,457258,5716441,72913
1994,44425,561393,4031513,87262
1994,44425,323897,5900943,115252
1994,44425,536809,4933769,110746
1992,254860,63098,869032,63665
1992,254860,580343,4099161,85399
1992,299575,346258,3255383,78254
1996,47297,57983,892850,116458
1997,211126,53598,4617531,93095
1997,211126,152874,4817175,115612
1992,263761,148996,3691206,122699
1998,220294,587751,6619428,110323
1992,148423,353164,2575489,73029
1992,148423,419576,4218946,89733
1993,32179,14246,1900473,69614
1993,32179,28780,3480784,102526
1993,32179,91259,1592818,75015
1993,214990,266931,4133669,113875
1997,114047,95418,2354741,84804
1997,83311,129791,6296291,109247
1994,200734,188433,6298720,91285
1994,200734,179294,3485410,82397
1996,219341,355510,6481170,93930
1997,250039,549097,4043334,68764
1998,292387,478681,5710890,99579
1998,45946,209714,5354962,97422
1996,215275,71211,3222704,70932
1996,215275,443110,2901262,63185
1994,146245,188358,1157080,86781
1994,146245,124485,4772975,90568
1993,254645,217237,4882350,69253
1997,15967,41735,4319256,100603
1997,15967,24239,1391223,69793
1998,127868,393397,5696232,89422
1998,127868,463558,3046103,91291
1998,170191,150522,5118552,94351
1997,15200,277365,2775979,80541
1997,15200,253305,603979,75497
1997,160762,402442,2125528,80665
1995,94145,453827,3248179,106848
1997,94414,126684,6071203,102640
1997,94414,365863,7892854,115731
1998,244879,277399,3592351,82582
1993,232333,307474,1866639,88887
1997,223211,426372,4725994,77901
1995,256187,550161,5692358,72668
1997,124549,303381,1763687,83062
1998,25420,50668,6060263,97119
1997,33586,493086,3485363,64743
1997,33586,87467,7126854,87267
1995,150847,246905,1218543,111113
1995,150847,125778,2759768,108226
1994,139972,436734,6983567,100242
1994,139972,298724,5581580,103362
1997,181855,40265,1373996,72315
1993,31738,348590,4129221,98314
1993,31738,346451,4177857,89846
1993,31738,496274,5281699,76215
1996,289937,209152,2101057,63668
1993,65896,138183,1875732,73270
1993,65896,445492,2621945,86248
1993,65896,568216,4513927,77051
1993,65896,532331,6151254,81798
1997,189073,283914,5830348,113874
1992,149746,83293,5391048,76577
1992,149746,108143,4102662,69068
1992,149746,4085,3357926,59344
1997,184726,298238,4880596,74173
1997,184726,261489,1888511,87028
1995,279686,198678,980721,106600
1995,279686,312811,1542934,109428
1994,173681,456583,298674,92373
1994,173681,380240,1544669,79213
1998,54865,468727,6694623,101742
1996,113071,575254,3546385,79753
1998,244054,505801,2688488,108406
1998,244054,181322,1262988,84199
1998,244054,65066,412424,61863
1992,187894,248798,1414891,104806
1992,133330,469333,2320716,78138
1992,97201,41790,1163762,103907
1993,149366,440161,2805704,66068
1995,146647,124460,1870419,89067
1995,58688,381157,3108969,74288
1995,58688,440043,3096513,58981
1995,266954,128585,5692710,96814
1998,274079,451374,1722955,79521
1997,235480,182069,4972579,69063
1997,102844,243523,131985,87990
1993,185155,277574,2210973,93093
1994,169316,91874,2776414,111952
1994,193805,286736,167103,103363
1993,55076,192007,2759589,65940
1993,55076,260992,5933153,117178
1993,55076,484316,1674773,78017
1993,55076,288464,4043620,87147
1994,154960,101041,2438373,62522
1994,154960,311231,4956457,74533
1997,32909,86900,6955113,113214
1994,186199,548778,3288150,109605
1994,186199,104629,2123706,98017
1994,125989,358284,131542,80536
1995,69650,283995,2879415,118738
1995,69650,452772,8025261,103485
1995,293357,334399,3824257,86002
1998,247289,312368,3079560,82821
1995,293896,127553,3372893,94833
1992,9349,410301,5995836,72676
1992,9349,122902,4250179,115494
1992,9349,428762,7547463,101444
1995,223552,447055,2825724,60121
1995,223552,446512,2654451,87509
1994,123715,97639,481169,98197
1994,123715,147475,5371274,91348
1994,159787,98412,6496348,84624
1994,159787,408997,1214102,114358
1994,223622,518426,277324,86664
1998,178310,493725,4038945,103122
1998,178310,32164,1874433,65769
1992,215473,447496,3753022,86608
1993,137048,505171,815071,70569
1993,137048,593639,5041895,103956
1992,276523,26096,367952,61325
1992,276523,496511,3007442,90449
1993,49231,385197,1282180,76930
1993,14728,2702,4029401,96282
1993,14728,141927,567048,118135
1993,14728,360124,871504,71046
1997,25861,125715,2047074,104442
1996,218879,363709,687803,106361
1997,165775,163413,6519826,88584
1996,69013,552571,7875841,97413
1994,267185,494648,5289236,98557
1993,167623,260259,358456,73154
1993,167623,97576,4053516,94414
1995,236543,278635,3913028,96817
1992,268022,26848,5452308,106490
1995,9785,594942,5493573,122215
1995,9785,189970,387274,123598
1996,48881,24062,366814,59163
1996,48881,434535,7200599,88170
1998,127054,231489,2556846,85228
1996,133421,474608,3560805,94954
1995,52321,552734,3780678,107202
1994,59722,128312,2364306,80418
1997,135379,54407,4165884,81684
1997,135379,2953,5289457,111357
1998,101039,379203,2314352,76931
1993,150811,407917,5200936,109493
1993,150811,423699,3470891,97360
1993,278039,278469,1862868,86847
1993,278039,130218,5392267,74892
1993,278039,375430,4794762,90325
1998,196891,410035,1905140,56700
1998,196891,455941,3704684,113815
1998,196891,582512,6537409,95669
1998,138503,104557,5309270,93693
1997,116600,148523,4928286,94291
1997,116600,175116,1625865,71466
1993,79660,116479,149547,89728
1995,236152,242087,1325442,61744
1995,285137,76961,5639463,116277
1995,285137,13891,3772220,108293
1995,266305,261619,3003140,94836
1995,295294,404557,3928592,87691
1995,83560,593045,225327,68281
1995,71633,404996,3359013,114058
1995,71633,222948,6482772,112255
1996,31112,572897,6342981,118192
1996,31112,273066,2952980,62343
1995,296233,286942,3780702,115735
1997,260119,429375,2062177,78261
1995,231745,274065,1776775,62343
1998,192130,316354,1745813,82220
1993,198160,330276,5690068,78375
1993,198160,320281,3078804,78076
1995,152342,463499,3751235,87748
1995,152342,442006,2721650,56878
1996,202487,330701,3527452,103901
1995,155339,79857,1069046,110211
1995,155339,176352,2282503,85701
1993,255838,135816,5133217,111108
1995,201562,416702,3425126,97120
1995,51623,435877,2664889,108771
1994,20494,339489,6141392,91708
1996,18790,232837,2962678,106189
1996,18790,304740,6563674,104683
1996,207619,175023,2626463,65881
1992,145072,25593,7217858,91115
1997,7168,597764,525010,111704
1997,150289,28956,2376921,113097
1997,150289,56750,5294338,102405
1993,193927,480202,4312592,70930
1992,49735,165403,704832,88104
1992,49735,120675,5246402,101740
1993,62596,290324,5559531,78858
1993,62596,271789,6275384,105646
1994,264194,182104,971415,71166
1994,75724,167623,6295868,101437
1993,82285,597939,3792726,122214
1994,30991,455897,5050923,111172
1994,30991,134695,6382556,103781
1992,141049,380165,3922222,74709
1992,290716,15365,368743,76821
1998,76633,93874,3143625,112072
1998,76633,336585,3736097,97294
1998,41359,231099,1820151,61804
1996,287498,262226,588163,71292
1992,169618,246309,745642,75317
1992,169618,366061,4044982,67623
1998,114253,200758,2136457,99524
1993,223540,15259,5408595,70455
1998,132298,465357,2213580,79339
1998,132298,303082,2549914,65104
1998,132298,237347,1299741,77059
1995,223142,537874,7563278,114711
1993,45185,218474,2807199,83547
1996,117283,186644,6344526,103838
1996,117283,411773,3537975,101085
1992,169564,264055,2347868,61142
1995,240940,538246,3308150,77053
1997,48097,522112,2953170,68045
1995,140146,597709,5488693,108400
1992,124150,563146,2132887,72547
1998,66640,284047,2840487,61861
1998,66640,371034,3828894,66301
1998,105964,579444,6727422,91405
1997,34633,20334,4269739,75259
1997,34633,337198,1797186,74110
1992,191521,505982,8874253,119277
1992,192142,179723,699455,108163
1993,102565,63585,6459127,92914
1995,167926,324428,2676791,87144
1995,64163,508544,3347233,93151
1995,84851,425069,180915,59642
1994,178721,208729,5939974,98262
1996,156779,480013,3574764,59579
1996,156779,575775,4042038,111045
1996,156779,248389,786373,80242
1996,156779,460079,2571648,62343
1998,74824,517318,1093602,80117
1995,252430,474025,4273722,59940
1995,252430,121385,5951800,84382
1993,96221,592975,7020690,124077
1993,201680,81366,4443593,80841
1992,52621,521014,99359,62099
1993,211565,11734,888694,98743
1998,87202,473493,3507796,87988
1998,159389,45744,7865739,101384
1998,159389,210293,2286232,72196
1998,159389,381832,7488777,114829
1998,159389,449247,4855456,71773
1993,146434,194014,4467496,66480
1994,288982,333673,1428474,102399
1994,288982,563977,2277700,122457
1995,213365,203870,6545543,106431
1997,120571,37520,4066480,87451
1994,220924,510130,1821895,68406
1994,220924,341668,4858825,102579
1996,185945,598135,1474799,73986
1993,60862,204677,2325040,94899
1995,35479,18221,953527,68353
1997,171961,510924,3860125,116094
1997,171961,182156,2648402,74289
1994,258722,252270,1980061,73335
1994,258722,152998,4292722,123059
1997,64213,474240,807456,72853
1997,64213,140690,2706799,103841
1993,254786,317171,4853633,71289
1992,283010,44765,7157055,102585
1997,34742,71763,7745703,104085
1995,95179,354158,5345537,72728
1995,136733,474483,2492256,87447
1995,136733,444785,7458725,103785
1996,153314,349128,1582035,70626
1996,153314,387452,5638968,92366
1996,209695,235405,2702226,80423
1994,218429,350770,6004866,109245
1996,20506,220927,8511473,110874
1995,79069,165835,4153313,114049
1993,30163,464102,5014840,63964
1997,236662,352882,4628209,116092
1997,144847,222489,3316954,84688
1992,89476,525052,4221957,64621
1992,89476,340210,5250840,75012
1992,89476,490062,1893672,63122
1994,203584,7021,3751056,55681
1994,203584,400854,1702185,105289
1996,124573,414970,9143892,113097
1993,127381,63341,3065199,78260
1993,127381,243442,4970922,83125
1992,75223,191022,3519369,66781
1996,57442,153499,5085957,93149
1994,18950,125104,2038025,67746
1994,18950,222431,5359543,81205
1992,75530,541139,693904,70806
1994,122347,302911,7454640,114834
1994,122347,142002,2706048,62640
1994,122347,412148,4579718,63607
1993,53860,519986,1119325,120357
1997,121805,574720,6331701,107682
1998,271810,567985,7743765,123177
1998,271810,115839,1917894,111289
1998,271810,35745,4376646,100844
1992,208396,321292,3989744,78796
1998,293830,420412,991298,79943
1998,293830,392204,4942372,77771
1997,55483,363059,2332721,67322
1997,55483,528647,6732641,100537
1994,92623,69762,3983048,103905
1996,96217,170470,4034490,92428
1995,105652,168562,6660837,97833
1995,105652,408755,4941278,99823
1995,105652,533146,4766003,70747
1995,105652,172854,7715107,115611
1992,204739,252526,425810,88710
1992,204739,400267,3215746,70034
1996,21697,487095,1178374,64924
1994,144895,383652,8419589,104138
1994,144895,120907,5367273,115674
1994,144895,480212,1602303,71531
1997,227197,82259,4066335,74475
1995,73040,459606,6990314,93934
1995,274591,262651,2556005,96818
1993,130442,229043,1602877,58321
1995,205819,265040,2512575,60301
