"d_year","s_nation","lo_custkey","lo_revenue"
1992,"CHINA",9946,7122317
1996,"JAPAN",22342,562578
1992,"INDIA",24737,3950474
1992,"VIETNAM",24737,6334238
1992,"JAPAN",24737,6337058
1992,"CHINA",24737,3167840
1997,"INDIA",23344,4062241
1994,"JAPAN",18163,6331737
1992,"INDONESIA",12058,7293385
1992,"JAPAN",12058,2850338
1994,"JAPAN",4669,5530008
1994,"INDONESIA",19525,6830796
1997,"INDONESIA",8908,1271470
1996,"JAPAN",22552,4507377
1992,"CHINA",2368,1446216
1994,"INDIA",12013,4597527
1994,"CHINA",5083,4096771
1994,"JAPAN",5083,6609158
1995,"INDIA",21652,5823245
1995,"INDONESIA",21652,7059452
1992,"INDIA",26008,2558954
1994,"JAPAN",13084,3646175
1994,"INDIA",7525,2600199
1996,"VIETNAM",7382,913222
1996,"JAPAN",7382,6114434
1993,"CHINA",3673,2823886
1993,"VIETNAM",3673,3440805
1993,"CHINA",3673,3944741
1994,"INDONESIA",20408,335476
1994,"JAPAN",20408,6683660
1994,"VIETNAM",20408,1043244
1996,"INDIA",3610,6164912
1995,"INDONESIA",21008,7030138
1995,"VIETNAM",21008,6149522
1995,"INDIA",2213,3185529
1997,"JAPAN",18316,203561
1997,"INDONESIA",18316,2175614
1997,"JAPAN",19925,4140124
1993,"INDONESIA",9496,980441
1994,"CHINA",21640,4149736
1994,"INDIA",7288,2053949
1994,"INDIA",25297,3988125
1993,"CHINA",18325,6798055
1992,"INDIA",17306,7711485
1992,"INDONESIA",17306,3253480
1993,"INDIA",29354,2379377
1995,"CHINA",530,1260756
1996,"JAPAN",18862,4077473
1996,"JAPAN",18862,7333092
1996,"CHINA",18862,2231184
1993,"CHINA",23807,3531779
1997,"CHINA",8729,5247204
1997,"INDIA",8729,7756350
1994,"CHINA",21698,1308679
1996,"INDIA",18550,1447826
1995,"INDONESIA",4318,5059751
1996,"CHINA",13993,6815991
1995,"VIETNAM",17626,5237244
1996,"INDIA",20119,142204
1996,"VIETNAM",20119,3170293
1992,"CHINA",9730,5666771
1992,"JAPAN",9730,5638270
1992,"CHINA",9730,3063746
1992,"INDONESIA",9730,4976978
1992,"INDIA",10327,4928479
1995,"CHINA",23938,3058029
1995,"INDONESIA",25042,2314528
1997,"INDONESIA",19918,180984
1994,"INDIA",28388,725502
1994,"INDONESIA",28388,1835802
1997,"VIETNAM",22721,5152429
1997,"JAPAN",22721,3677765
1995,"INDIA",21593,1846744
1996,"JAPAN",23369,910800
1995,"INDIA",16382,704333
1992,"CHINA",22216,149977
1994,"CHINA",2471,2841207
1994,"VIETNAM",8708,528755
1996,"INDONESIA",13799,5298021
1996,"INDIA",13841,3793867
1996,"INDONESIA",13841,4630296
1996,"JAPAN",6310,675875
1996,"VIETNAM",6310,2010982
1994,"INDONESIA",29641,2195767
1992,"VIETNAM",7231,5659356
1992,"CHINA",7231,5760386
1994,"INDIA",23156,1806522
1997,"CHINA",14141,1956316
1993,"JAPAN",2569,5171631
1995,"JAPAN",3578,1508408
1992,"VIETNAM",5794,1932281
1992,"CHINA",16072,2171457
1994,"CHINA",21359,6198973
1994,"JAPAN",21359,4035054
1995,"VIETNAM",16177,1887744
1997,"INDONESIA",18613,1498506
1997,"VIETNAM",18613,160303
1995,"JAPAN",13687,9303685
1992,"VIETNAM",487,809224
1992,"INDIA",487,7643578
1993,"INDONESIA",22165,1186934
1997,"INDIA",23467,2539150
1997,"INDONESIA",23467,3955029
1997,"INDONESIA",15229,3270521
1992,"VIETNAM",5986,2295216
1992,"VIETNAM",27647,5695984
1994,"JAPAN",18259,2085957
1994,"INDIA",18259,3780448
1993,"INDONESIA",3322,4294881
1995,"CHINA",6091,498362
1995,"INDIA",25387,4180100
1996,"INDONESIA",17401,2703663
1992,"INDIA",3169,8203970
1992,"CHINA",3169,8615791
1992,"INDONESIA",3169,5995134
1994,"CHINA",7498,7633731
1994,"JAPAN",17998,3595256
1994,"CHINA",27488,377296
1994,"INDONESIA",29242,4218866
1994,"INDONESIA",15640,1275523
1996,"INDONESIA",10243,2618544
1995,"VIETNAM",6842,5525302
1995,"INDONESIA",17606,5326793
1996,"JAPAN",8431,690457
1994,"CHINA",13006,2367704
1993,"INDIA",16814,7973385
1993,"INDIA",16814,4590264
1995,"INDIA",20644,5145078
1997,"JAPAN",12133,3285891
1997,"JAPAN",12133,4245207
1995,"CHINA",7649,6200552
1992,"CHINA",18427,4352770
1992,"CHINA",4441,2289997
1994,"CHINA",19696,3604528
1994,"CHINA",19696,3293354
1994,"CHINA",19696,1525326
1996,"VIETNAM",24694,3360896
1997,"JAPAN",11692,2945841
1995,"INDIA",3625,3639070
1992,"CHINA",3100,2844721
1992,"CHINA",25138,4764717
1997,"VIETNAM",22555,4259186
1994,"INDIA",6974,5318158
1992,"INDIA",16145,4788546
1994,"VIETNAM",15775,8903533
1993,"CHINA",17008,951827
1993,"JAPAN",17008,5522719
1993,"JAPAN",17008,3689093
1997,"JAPAN",25774,1694968
1995,"VIETNAM",18235,2956694
1995,"VIETNAM",18235,4673111
1995,"INDONESIA",18235,3326449
1997,"CHINA",23888,2491631
1993,"JAPAN",6022,8764936
1993,"INDIA",6022,1132851
1997,"VIETNAM",8705,3384148
1995,"CHINA",4228,5336005
1995,"CHINA",4228,897150
1996,"INDIA",9599,5614338
1992,"CHINA",7852,5198976
1992,"INDIA",7852,1796047
1992,"CHINA",4120,6499039
1995,"JAPAN",28372,7770719
1995,"VIETNAM",6517,5250333
1995,"VIETNAM",14788,5835595
1992,"JAPAN",28435,3293478
1992,"INDONESIA",13384,1796909
1992,"JAPAN",13384,518651
1993,"VIETNAM",6139,3804689
1994,"VIETNAM",1624,443190
1992,"INDONESIA",22678,1226470
1992,"INDONESIA",22678,4174707
1992,"CHINA",14912,2819577
1992,"INDIA",14912,6477795
1995,"CHINA",28552,4818527
1995,"INDIA",10555,7567924
1994,"VIETNAM",14827,4259455
1992,"CHINA",4351,2334192
1992,"JAPAN",4351,2758592
1996,"VIETNAM",4001,2476914
1995,"INDONESIA",6182,8045847
1996,"CHINA",28279,1982300
1997,"INDIA",25061,3354559
1993,"VIETNAM",3055,3487092
1993,"INDONESIA",3055,4926213
1992,"VIETNAM",7487,171864
1995,"INDONESIA",7552,1969222
1995,"INDONESIA",7552,1035880
1993,"JAPAN",4927,2383256
1996,"CHINA",24751,4514486
1996,"INDONESIA",24751,1627936
1997,"INDONESIA",12004,2128816
1997,"JAPAN",12004,6060536
1996,"VIETNAM",29419,8169375
1996,"VIETNAM",29419,4741869
1993,"JAPAN",17443,6753532
1995,"VIETNAM",2392,2522840
1995,"CHINA",3964,3546286
1993,"INDIA",22519,2915969
1993,"JAPAN",22519,4964682
1996,"INDIA",4834,5120942
1992,"VIETNAM",26650,269370
1994,"JAPAN",26332,173228
1993,"CHINA",23237,936698
1993,"VIETNAM",23237,4652100
1997,"VIETNAM",21184,5238316
1997,"JAPAN",4315,4135424
1993,"JAPAN",19534,2521813
1993,"CHINA",19534,5912556
1995,"INDIA",12346,1012160
1995,"JAPAN",12346,966841
1995,"VIETNAM",17152,6882670
1995,"INDONESIA",17152,4725384
1995,"INDONESIA",1654,4398096
1996,"VIETNAM",23098,4936314
1996,"INDONESIA",23098,8024501
1993,"VIETNAM",4783,98015
1993,"INDIA",4783,2499828
1996,"INDONESIA",20170,1111100
1995,"JAPAN",23554,5948628
1995,"VIETNAM",23554,6749683
1995,"VIETNAM",23554,7485350
1993,"JAPAN",20605,7203543
1997,"CHINA",12502,3177530
1997,"INDONESIA",12502,2416760
1992,"CHINA",14954,1837693
1992,"JAPAN",14954,4542358
1993,"INDONESIA",12620,910970
1993,"INDONESIA",12620,7770716
1993,"CHINA",2633,6179624
1993,"CHINA",27050,2350471
1993,"CHINA",27050,4703247
1995,"INDONESIA",3376,3882242
1993,"INDIA",29326,3681217
1994,"JAPAN",24527,1803690
1994,"JAPAN",1273,1828845
1995,"VIETNAM",23659,4507868
1994,"CHINA",11357,6204495
1994,"JAPAN",11357,3534102
1994,"JAPAN",11357,4993875
1993,"JAPAN",20092,2727925
1993,"JAPAN",20092,4157461
1992,"VIETNAM",8533,3528645
1992,"JAPAN",8533,833634
1992,"CHINA",12308,2200809
1992,"CHINA",12308,3617195
1994,"INDONESIA",2645,7653990
1993,"INDIA",11975,6036452
1996,"INDIA",16795,231365
1995,"INDIA",2887,3486450
1997,"JAPAN",20374,7150399
1996,"JAPAN",3055,537207
1992,"VIETNAM",19510,4312744
1992,"JAPAN",19510,388091
1996,"JAPAN",1829,4635498
1996,"JAPAN",1829,5750121
1995,"INDONESIA",7282,4170592
1995,"INDIA",7282,3210007
1993,"JAPAN",2632,4003031
1997,"INDIA",17878,7206566
1994,"INDIA",8200,898413
1995,"VIETNAM",15664,1346643
1997,"CHINA",12673,3781344
1997,"JAPAN",12673,4128477
1996,"INDONESIA",8017,2955812
1994,"INDIA",20725,2650310
1993,"CHINA",15940,2692245
1997,"CHINA",9091,6607617
1997,"INDIA",9091,3471195
1996,"INDIA",23749,6874483
1994,"CHINA",26605,5332216
1996,"CHINA",17576,8588403
1992,"INDONESIA",947,764502
1992,"INDONESIA",947,725752
1992,"JAPAN",947,7197361
1994,"INDONESIA",26174,2787709
1994,"INDONESIA",26174,2058156
1994,"INDONESIA",26174,1523905
1993,"CHINA",5809,537930
1993,"INDIA",5809,2218201
1997,"JAPAN",21262,5420041
1997,"JAPAN",23131,4242258
1993,"CHINA",1183,4231235
1993,"CHINA",1183,2989105
1997,"CHINA",2774,1861693
1994,"JAPAN",7507,978008
1994,"CHINA",10429,2874905
1994,"VIETNAM",10429,2465898
1993,"CHINA",2182,6702588
1993,"VIETNAM",2182,3748819
1993,"JAPAN",2182,2127270
1997,"INDONESIA",10132,4668153
1997,"CHINA",10132,1870955
1992,"INDIA",8783,6530104
1992,"JAPAN",8783,4989282
1993,"INDIA",14620,5360701
1994,"VIETNAM",5236,4620843
1992,"INDIA",11260,843471
1992,"INDONESIA",23906,763655
1996,"JAPAN",18604,1889512
1997,"VIETNAM",23818,6150561
1995,"CHINA",10456,4940062
1995,"VIETNAM",10456,7978197
1997,"JAPAN",5462,3782332
1992,"VIETNAM",27703,1992655
1992,"INDONESIA",27703,951158
1992,"CHINA",27703,6194249
1996,"INDONESIA",2056,6788862
1997,"CHINA",4115,1359813
1993,"JAPAN",10651,2082841
1994,"CHINA",24736,6099351
1994,"JAPAN",24736,1717695
1994,"INDONESIA",24263,5382477
1996,"JAPAN",24694,1624547
1992,"VIETNAM",26836,2245911
1995,"CHINA",24784,2150399
1997,"VIETNAM",15493,373098
1997,"INDIA",15493,6639413
1997,"INDONESIA",12391,7272983
1995,"INDONESIA",3470,3492553
1995,"INDIA",3470,501037
1994,"INDONESIA",25813,553566
1992,"VIETNAM",21847,6293347
1992,"VIETNAM",21847,262829
1997,"INDONESIA",20236,8722492
1994,"VIETNAM",19757,6441565
1994,"CHINA",19757,7537035
1992,"INDIA",931,1533042
1992,"JAPAN",931,5215815
1995,"INDIA",2192,3459225
1995,"CHINA",2192,3899858
1997,"JAPAN",14359,3559703
1997,"JAPAN",18157,8676723
1995,"INDONESIA",6253,3088940
1994,"INDONESIA",20855,4010958
1994,"CHINA",20855,7198361
1996,"INDIA",5888,346358
1995,"JAPAN",27166,3222572
1995,"CHINA",27166,555636
1995,"INDONESIA",27166,529245
1995,"CHINA",27166,2620090
1995,"CHINA",27166,2805651
1995,"JAPAN",27166,3404217
1997,"VIETNAM",8269,7838572
1997,"VIETNAM",8269,7642154
1997,"VIETNAM",8269,7304818
1996,"VIETNAM",26119,2822064
1996,"JAPAN",1232,3392047
1996,"JAPAN",20770,781062
1996,"CHINA",20770,4789775
1996,"CHINA",20770,4657052
1994,"JAPAN",12113,4365481
1996,"INDONESIA",25981,4107104
1997,"JAPAN",22708,5217757
1997,"JAPAN",22708,5112106
1997,"VIETNAM",21490,4724057
1997,"INDIA",21490,5774650
1995,"CHINA",28451,3552136
1995,"VIETNAM",28451,962030
1995,"JAPAN",28451,1835820
1997,"INDONESIA",19792,2730864
1996,"VIETNAM",8164,2669045
1997,"VIETNAM",26596,2502429
1996,"VIETNAM",29635,2178259
1996,"JAPAN",29635,2340979
1995,"INDONESIA",21068,943585
1995,"JAPAN",21068,2728641
1996,"VIETNAM",29573,1288660
1996,"VIETNAM",29573,5252428
1994,"INDONESIA",7663,6162328
1994,"CHINA",25069,6306627
1997,"JAPAN",27227,4024802
1995,"VIETNAM",23996,3821872
1997,"CHINA",1291,6283965
1997,"VIETNAM",4418,4915445
1997,"JAPAN",4418,3641830
1993,"JAPAN",18688,5309740
1994,"JAPAN",26249,6139939
1994,"JAPAN",26249,7007823
1997,"JAPAN",3934,1596236
1992,"INDIA",21154,549344
1992,"VIETNAM",21154,5916675
1992,"INDONESIA",21154,6607719
1997,"VIETNAM",7613,2752286
1997,"JAPAN",7613,922097
1994,"CHINA",1175,4426114
1994,"JAPAN",1175,1632191
1995,"INDONESIA",3799,5235069
1992,"INDIA",22538,4207257
1992,"INDONESIA",22538,9484850
1993,"CHINA",13678,5769366
1995,"CHINA",307,2890746
1995,"INDONESIA",11965,383622
1995,"INDONESIA",11965,2722486
1995,"INDIA",8212,2344861
1995,"VIETNAM",8212,3227328
1993,"JAPAN",18457,701260
1997,"JAPAN",3872,2919696
1995,"VIETNAM",3343,4521725
1997,"JAPAN",25070,3040230
1997,"INDIA",25070,2449152
1996,"CHINA",17056,3750909
1992,"VIETNAM",9440,5877321
1992,"INDONESIA",9440,994114
1997,"JAPAN",27002,3720652
1993,"VIETNAM",23212,3701283
1995,"JAPAN",23974,6981829
1997,"INDIA",1591,4313442
1996,"VIETNAM",26503,3177907
1996,"INDIA",26503,366882
1996,"CHINA",1241,2667505
1996,"INDIA",1241,5769161
1996,"INDIA",4247,1770603
1996,"VIETNAM",4247,2813465
1993,"INDONESIA",28693,4166861
1993,"INDIA",20176,2850862
1993,"INDIA",20176,6192704
1993,"VIETNAM",20176,6877585
1994,"INDONESIA",18187,5478152
1993,"INDIA",11371,5297398
1993,"JAPAN",11371,5030353
1994,"INDONESIA",12532,121736
1994,"CHINA",12532,3605328
1994,"INDIA",12532,5828898
1994,"JAPAN",12532,349321
1992,"CHINA",14851,3942444
1992,"INDIA",14851,6868730
1992,"CHINA",14851,4211858
1995,"JAPAN",12389,3890834
1995,"VIETNAM",12389,2510609
1995,"VIETNAM",136,1466202
1995,"CHINA",136,4532385
1993,"VIETNAM",29990,2909878
1992,"JAPAN",25226,6911776
1992,"CHINA",25226,6090943
1992,"INDONESIA",25226,6385204
1992,"CHINA",7717,5524623
1992,"CHINA",7717,6566350
1996,"INDIA",8134,4769780
1996,"CHINA",8134,2298378
1996,"VIETNAM",8134,1953399
1996,"INDONESIA",8134,8117516
1997,"JAPAN",1084,6139381
1997,"INDIA",1084,1911949
1997,"CHINA",1084,3287778
1993,"INDONESIA",3550,531929
1993,"INDIA",3550,3789797
1994,"INDONESIA",11710,4339518
1993,"INDIA",29788,1448881
1992,"VIETNAM",25084,4529284
1997,"VIETNAM",24601,7100096
1992,"JAPAN",26332,475594
1996,"CHINA",19438,3411313
1993,"INDIA",21602,7150236
1993,"INDONESIA",26539,3772557
1994,"INDIA",21829,2087251
1994,"CHINA",25550,834888
1993,"CHINA",11783,6568118
1992,"VIETNAM",21944,2296632
1994,"JAPAN",20864,1327946
1994,"INDIA",19726,2916934
1994,"INDIA",19726,4085644
1997,"INDIA",22567,2937263
1997,"CHINA",22567,4602401
1993,"INDIA",662,6895937
1995,"CHINA",23357,469874
1996,"VIETNAM",9665,6663676
1992,"CHINA",6994,3102542
1993,"INDONESIA",5243,3115662
1995,"VIETNAM",28798,4855539
1996,"INDONESIA",9533,1567810
1997,"VIETNAM",19855,4918091
1997,"CHINA",19855,5805957
1992,"INDONESIA",20849,4424473
1992,"INDIA",20849,1411718
1995,"CHINA",18427,5919994
1996,"INDIA",28949,4724962
1996,"JAPAN",28949,2597147
1996,"INDIA",28949,1562724
1993,"JAPAN",24602,8662884
1993,"CHINA",16354,883376
1997,"INDONESIA",24635,4575794
1993,"VIETNAM",26981,8531244
1992,"INDIA",14767,215237
1993,"INDONESIA",10399,4659835
1993,"INDONESIA",10399,2337694
1993,"VIETNAM",10399,3040958
1994,"JAPAN",17114,1124352
1995,"CHINA",21085,5063454
1995,"INDONESIA",24067,3612626
1995,"VIETNAM",24067,2529842
1993,"CHINA",4874,2400569
1992,"INDONESIA",16120,1635924
1992,"CHINA",16120,741738
1992,"JAPAN",16120,4874701
1996,"VIETNAM",17983,4191229
1996,"JAPAN",17983,6855891
1995,"INDONESIA",19447,1998801
1995,"VIETNAM",19447,1999682
1993,"CHINA",11105,4262985
1993,"VIETNAM",5770,8150326
1994,"INDONESIA",5779,4735133
1994,"CHINA",5779,5363641
1994,"INDONESIA",5779,2601176
1994,"INDIA",5779,874756
1995,"INDONESIA",17125,5949979
1995,"VIETNAM",17125,5696221
1993,"INDIA",16045,516443
1993,"CHINA",16045,6769436
1996,"JAPAN",12973,1285590
1996,"INDIA",12973,2987207
1997,"INDIA",17239,3278332
1997,"INDIA",17239,1871578
1997,"INDONESIA",17239,2885964
1997,"JAPAN",6341,7030214
1995,"JAPAN",7255,4105846
1994,"INDONESIA",6211,5156305
1997,"INDONESIA",2251,961236
1992,"JAPAN",1411,4090229
1997,"INDONESIA",21268,5205665
1997,"INDIA",21268,1311932
1994,"JAPAN",2453,3736187
1995,"VIETNAM",13474,4672926
1995,"CHINA",13474,5392598
1995,"JAPAN",13474,433604
1995,"JAPAN",19055,3736866
1993,"INDIA",3787,1561695
1993,"JAPAN",3787,422952
1994,"INDIA",28244,4272998
1997,"VIETNAM",29386,1802274
1995,"JAPAN",9271,1075363
1997,"INDIA",22234,3491365
1993,"JAPAN",9935,4156523
1993,"CHINA",9935,499553
1994,"INDONESIA",22006,5116377
1994,"VIETNAM",22006,1070899
1995,"JAPAN",11243,5945167
1995,"JAPAN",11243,2824567
1995,"CHINA",11243,4683528
1993,"JAPAN",15808,538413
1993,"INDONESIA",15808,2648316
1997,"INDIA",4181,3440615
1997,"INDONESIA",4181,6589135
1997,"CHINA",4181,6061361
1997,"VIETNAM",22841,4343110
1997,"CHINA",22841,2589664
1995,"CHINA",3412,7693323
1995,"INDIA",2681,7274028
1995,"JAPAN",2681,421642
1995,"INDIA",2681,697662
1997,"INDONESIA",4081,3138440
1997,"INDIA",4081,4514997
1992,"INDONESIA",11762,117528
1994,"INDONESIA",13072,286993
1994,"JAPAN",13072,1931404
1995,"CHINA",6322,978090
1997,"INDIA",13030,1641632
1995,"JAPAN",18692,4866527
1993,"INDIA",19225,1107235
1997,"CHINA",12320,3432456
1997,"CHINA",12320,5212661
1997,"CHINA",12320,4062139
1996,"VIETNAM",7345,5227744
1992,"VIETNAM",25781,2174054
1997,"VIETNAM",7217,1385928
1995,"INDONESIA",24022,1635198
1995,"JAPAN",10868,4939774
1996,"INDONESIA",28231,2474335
1993,"JAPAN",2827,5941215
1995,"INDIA",15817,5989500
1992,"JAPAN",2201,3375796
1992,"CHINA",2201,1996237
1993,"INDONESIA",24215,4365698
1993,"CHINA",24215,2015784
1993,"CHINA",7141,5325998
1997,"CHINA",5524,2390180
1993,"VIETNAM",12965,2307876
1995,"VIETNAM",16747,175587
1995,"CHINA",8134,3996022
1995,"CHINA",8134,247454
1994,"INDONESIA",14101,5144681
1992,"CHINA",18748,1108044
1994,"JAPAN",4210,4105647
1996,"INDONESIA",16162,4826149
1996,"INDIA",16162,2812860
1996,"VIETNAM",1100,5558647
1997,"JAPAN",20495,3497252
1996,"VIETNAM",13033,179547
1996,"CHINA",13201,2981899
1996,"JAPAN",13201,946554
1996,"JAPAN",13201,138237
1995,"CHINA",163,7444811
1995,"INDONESIA",163,6767415
1992,"INDONESIA",17573,4727778
1992,"INDIA",17573,6714154
1992,"VIETNAM",17573,669510
1993,"VIETNAM",19277,120006
1993,"VIETNAM",19277,4825585
1992,"JAPAN",14923,1847143
1994,"INDIA",14284,805189
1994,"VIETNAM",14284,309152
1997,"INDONESIA",3250,1580670
1993,"INDIA",19822,6008165
1996,"JAPAN",20746,5603621
1996,"INDIA",20746,1097803
1992,"CHINA",26434,1914066
1992,"INDIA",26434,2540132
1993,"VIETNAM",22144,4712189
1993,"CHINA",22144,5284886
1992,"VIETNAM",11087,364932
1994,"JAPAN",28048,4339738
1994,"INDIA",28048,1561081
1992,"INDIA",4724,117633
1992,"INDONESIA",4724,4648932
1992,"INDIA",20113,676382
1995,"VIETNAM",5638,3477407
1992,"CHINA",10456,3515945
1995,"CHINA",29974,5347536
1995,"CHINA",484,5427020
1995,"INDIA",484,5179417
1995,"INDIA",484,2624966
1992,"INDIA",2678,3763417
1993,"INDIA",27643,651096
1993,"JAPAN",27643,6982105
1994,"CHINA",28552,2265987
1994,"INDIA",28552,3146104
1994,"JAPAN",28552,8434022
1996,"VIETNAM",26195,275583
1994,"JAPAN",23239,4043752
1997,"JAPAN",16849,3592932
1997,"INDONESIA",16849,4412484
1993,"VIETNAM",1639,3639545
1996,"JAPAN",3512,2513336
1995,"INDIA",2284,5959547
1993,"INDONESIA",28702,4688081
1994,"CHINA",13189,2237563
1994,"VIETNAM",13189,6826891
1994,"INDIA",13189,3691520
1994,"INDIA",8300,7667095
1994,"CHINA",8300,2972511
1994,"INDONESIA",28018,547519
1992,"CHINA",11641,6609472
1995,"JAPAN",2402,1877391
1993,"JAPAN",5110,356885
1995,"INDIA",21512,2897181
1997,"VIETNAM",23522,4339299
1997,"JAPAN",23522,2786741
1997,"JAPAN",7114,3643524
1993,"INDONESIA",9046,656111
1992,"VIETNAM",11647,1624174
1995,"INDONESIA",18793,6160667
1996,"CHINA",1334,5269574
1994,"CHINA",10012,7327584
1994,"CHINA",10012,8161621
1996,"JAPAN",26896,4505228
1997,"INDIA",7799,1058439
1997,"INDONESIA",7799,3295084
1996,"JAPAN",2917,278094
1993,"INDONESIA",292,7148504
1994,"INDIA",24326,2592394
1993,"VIETNAM",3224,5523357
1994,"JAPAN",12712,1711483
1994,"VIETNAM",18821,4828351
1994,"VIETNAM",18821,1013369
1993,"VIETNAM",29737,8127523
1993,"JAPAN",29737,6477503
1993,"CHINA",29737,2537972
1997,"CHINA",26317,3214003
1995,"INDIA",15349,2875206
1992,"INDONESIA",22465,2596971
1992,"JAPAN",22465,3311145
1997,"INDONESIA",8008,4430764
1993,"JAPAN",28627,4013709
1995,"CHINA",15260,5004556
1995,"INDIA",15260,4531026
1993,"JAPAN",26332,8007014
1993,"INDIA",10423,1807468
1994,"INDIA",24643,1832617
1997,"VIETNAM",14144,1256572
1993,"VIETNAM",19870,3569320
1992,"VIETNAM",3980,118095
1992,"CHINA",3980,1114071
1995,"INDIA",24758,3903940
1995,"INDIA",24758,3411611
1995,"INDONESIA",24758,3789054
1996,"CHINA",2893,6125724
1996,"VIETNAM",20062,5222815
1993,"JAPAN",5177,4153181
1993,"CHINA",5177,3628939
1995,"JAPAN",388,2211670
1993,"JAPAN",3712,4999152
1993,"VIETNAM",21508,3107921
1992,"VIETNAM",26480,1518458
1995,"INDONESIA",1948,5467118
1995,"INDIA",1948,4701108
1996,"INDIA",16264,3033562
1995,"VIETNAM",20615,5701273
1995,"JAPAN",20615,2014364
1993,"CHINA",3653,1178598
1996,"INDONESIA",27436,4955743
1996,"INDONESIA",27436,4825600
1996,"CHINA",26698,4020126
1996,"VIETNAM",19600,813240
1996,"VIETNAM",19600,1214303
1995,"JAPAN",10171,5126256
1995,"INDIA",10171,5388912
1997,"INDIA",3754,737500
1994,"INDIA",13123,8694295
1994,"INDONESIA",13123,4353844
1992,"VIETNAM",13966,5892153
1992,"INDIA",2755,5222679
1992,"JAPAN",2755,5142513
1993,"INDIA",5191,1039933
1993,"CHINA",5191,1736413
1995,"VIETNAM",8315,4101633
1996,"CHINA",2422,7326205
1996,"INDIA",2422,6651106
1996,"INDONESIA",2422,1245367
1993,"INDONESIA",12581,3759817
1996,"INDIA",8992,1045880
1994,"INDIA",5449,739025
1994,"VIETNAM",5449,6663589
1994,"JAPAN",20932,575082
1993,"CHINA",2093,4351057
1995,"VIETNAM",20845,3579129
1997,"CHINA",21277,737842
1992,"INDIA",7450,5414826
1992,"CHINA",7450,2688777
1993,"VIETNAM",290,8677992
1996,"JAPAN",12889,4894245
1996,"INDIA",12589,596468
1992,"JAPAN",10267,2019608
1992,"JAPAN",14896,1347951
1997,"CHINA",21065,2440984
1994,"VIETNAM",23593,159995
1994,"INDIA",23593,4942678
1996,"INDONESIA",3142,117524
1996,"INDIA",3142,2874889
1993,"JAPAN",21721,7892695
1995,"JAPAN",8497,5469502
1996,"CHINA",17846,1836055
1995,"INDONESIA",15770,1428531
1997,"JAPAN",19015,7459171
1997,"INDONESIA",8186,7498995
1997,"INDIA",8186,3253343
1995,"INDONESIA",14689,6173106
1993,"JAPAN",13633,3578544
1995,"INDONESIA",19424,6929858
1995,"VIETNAM",19424,1065070
1997,"JAPAN",27748,7076409
1997,"VIETNAM",27748,1290337
1994,"INDONESIA",7642,6062940
1994,"INDONESIA",7642,3617944
1997,"VIETNAM",20332,6802829
1996,"INDONESIA",28855,353828
1996,"INDONESIA",28855,693039
1996,"INDIA",28855,1562860
1996,"JAPAN",28855,235205
1996,"VIETNAM",28855,3817143
1992,"INDONESIA",29161,741865
1992,"INDIA",8093,1243544
1992,"VIETNAM",8093,3003216
1995,"VIETNAM",15376,5002277
1996,"JAPAN",19031,641350
1995,"INDONESIA",11996,3235337
1993,"VIETNAM",4937,5636340
1997,"VIETNAM",27149,1570421
1994,"VIETNAM",29119,3461860
1994,"CHINA",29119,4371138
1994,"INDONESIA",29119,3411756
1992,"INDIA",10627,4795835
1996,"CHINA",15796,7083655
1996,"CHINA",15796,1782008
1996,"INDONESIA",871,642137
1996,"VIETNAM",871,3394021
1993,"JAPAN",22855,2279821
1993,"INDONESIA",22855,2823675
1997,"CHINA",2216,5962399
1997,"CHINA",2216,1976307
1997,"INDIA",2216,5188995
1996,"CHINA",17431,4402698
1992,"JAPAN",8275,3547518
1993,"VIETNAM",27620,5788595
1993,"VIETNAM",27620,5187528
1996,"JAPAN",13678,5670789
1994,"VIETNAM",22403,4975792
1994,"CHINA",20816,1305550
1994,"INDONESIA",20816,1611670
1994,"CHINA",20816,2786612
1994,"INDIA",19,1530720
1997,"INDONESIA",19435,2017625
1993,"CHINA",25802,4940514
1995,"JAPAN",6664,2809240
1995,"JAPAN",7805,3175710
1995,"JAPAN",7805,399186
1995,"VIETNAM",12509,2974784
1995,"INDIA",8491,3590405
1995,"VIETNAM",8491,2576828
1995,"CHINA",8491,4355227
1996,"VIETNAM",17192,2260716
1997,"INDONESIA",4409,1820081
1995,"INDIA",26050,7414459
1992,"INDONESIA",11362,7583253
1997,"VIETNAM",9676,6213550
1996,"VIETNAM",24016,5367233
1993,"INDONESIA",16955,6616710
1993,"JAPAN",16955,1419737
1996,"CHINA",9608,5009409
1996,"INDIA",20978,5518195
1994,"JAPAN",24907,2600904
1994,"VIETNAM",21577,7468442
1994,"CHINA",21577,4720762
1994,"INDONESIA",2518,1350022
1994,"JAPAN",2518,1105980
1997,"VIETNAM",18541,3119241
1997,"VIETNAM",20108,2254395
1992,"INDIA",18037,3732897
1993,"JAPAN",25357,6324137
1994,"INDONESIA",6416,5899424
1995,"JAPAN",9880,2173509
1995,"INDONESIA",19216,3497670
1996,"CHINA",4597,4182842
1993,"CHINA",13096,863482
1995,"JAPAN",22627,2371707
1993,"INDIA",18884,2194692
1993,"INDONESIA",18884,7100376
1993,"VIETNAM",18884,6268109
1995,"JAPAN",27647,5740596
1995,"INDONESIA",24475,7066190
1997,"INDIA",18748,6395263
1997,"CHINA",18748,4961080
