"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
22570,19980701,172311,3548190,82998
22570,19980701,138434,6637714,88345
21973,19960319,123312,1014835,80118
7727,19940107,189674,811288,105820
27907,19970810,136395,1316878,85883
27907,19970810,173769,6468087,110565
4978,19931103,104227,2573249,73873
20515,19970623,186062,2865557,68883
20515,19970623,142190,3967651,73931
1672,19930423,179966,4321067,122757
11264,19920919,33059,4523748,59523
29194,19930504,173258,5199862,79875
29194,19930504,130561,4013914,95493
20404,19970730,148535,931115,95011
23218,19961001,104784,2833427,107326
11264,19930215,150993,4836080,122639
29723,19960622,173907,1764981,118854
24169,19930322,168046,5403094,66842
24169,19930322,9179,1919531,65290
15643,19931127,25494,5412515,85169
839,19971031,148210,4183548,75492
13678,19980303,97775,652379,106366
20551,19930702,165065,1695090,67803
20551,19930702,36957,1363644,113637
20551,19930702,132442,1001144,88466
23380,19970902,45086,2713802,61864
23380,19970902,164731,2758241,107743
20237,19950127,61143,4164816,66248
3403,19951204,9526,1392454,86131
3403,19951204,87496,4892550,89009
3403,19951204,179856,8049264,116151
3403,19951204,25462,5105852,83247
17653,19970606,126370,812687,83782
17653,19970606,149176,345497,73510
6451,19961014,186669,6004357,105339
1357,19930214,188160,366959,74889
13619,19940106,174045,3050503,67142
14665,19940221,13540,4145496,87212
602,19920130,102583,6564301,95134
602,19920130,14926,2650924,110455
28246,19951029,56463,3616784,85167
28246,19951029,170325,4825016,83719
28246,19951029,43761,661446,102285
28246,19951029,76064,2679194,62403
12349,19940812,81220,2796440,72073
12349,19940812,48421,6110352,82165
26194,19930918,194058,218889,69123
3644,19971003,110094,3962579,66245
3644,19971003,51206,4397360,69432
29902,19961116,80686,960007,100000
1891,19920324,26055,2143594,58863
1891,19920324,198228,125990,79573
27239,19970921,163976,4742930,122398
727,19980315,45759,1145592,102285
29494,19920809,193214,2431410,78432
29494,19920809,117438,1338995,87325
29494,19920809,171930,7551279,120115
9466,19960628,106756,5817075,105765
16232,19970919,5050,2284479,57303
22499,19960712,91288,2471568,76756
22499,19960712,50910,4187047,111654
20764,19951124,169897,590067,118013
20158,19940617,155199,1003352,75251
3095,19920720,187387,1605599,88462
16742,19920404,113899,2840641,114773
16742,19920404,86920,7662004,114415
16742,19920404,11023,4119028,56041
12023,19920504,126498,1056471,91469
12023,19920504,191691,4476334,106961
13333,19920827,82013,2431804,59700
23605,19940913,39051,1184099,59403
23605,19940913,117442,1646248,87566
3976,19960112,187404,1822490,89484
12220,19960612,63869,5568228,109971
23440,19940425,81062,901203,62583
4552,19950105,114696,167647,102641
15089,19941024,192811,5064134,114228
13201,19940824,100755,1192154,105345
559,19960724,147964,5052031,120717
28744,19921013,177914,7489581,119514
28744,19921013,195123,2404568,73087
28744,19921013,68814,4867071,106968
3700,19951206,152103,3950442,69306
3700,19951206,193502,1866735,95730
3700,19951206,118474,147754,89548
26738,19950524,97633,4246160,97837
26738,19950524,108369,4499835,82641
11594,19920405,189801,6171571,113448
11594,19920405,173971,1860922,122698
11594,19920405,151319,6314388,82218
1535,19950304,17942,3067041,111596
8480,19980515,177530,6279012,96451
8744,19920816,183137,2775795,73207
9217,19930620,79436,1330504,84925
13564,19940701,89972,7745857,117718
13564,19940701,145309,5346776,81258
13564,19940701,191912,8288171,120234
4501,19980421,107415,3413784,85344
2848,19960316,17589,3362686,90394
2848,19960316,4929,6842355,110035
18271,19960211,121769,2779259,107445
18271,19960211,167477,278004,92668
24634,19941215,4179,5043239,64990
10972,19960201,122419,3522806,86484
26479,19950925,45948,1585227,113636
283,19921225,16615,4653031,91896
27452,19920908,79734,831159,102823
12664,19961030,56697,5440640,99221
12664,19961030,139265,6010030,78255
21599,19920504,148642,7952770,101438
13286,19980310,95570,5560904,93934
15181,19950501,137217,2167274,75252
15181,19950501,194436,5178975,91825
22369,19921002,77297,5120097,76457
7454,19960626,198663,2934925,105699
12596,19960105,142430,927630,88345
12596,19960105,120886,5663433,114412
13583,19940912,49897,3582966,110813
13880,19930911,121831,4091048,111169
18982,19950605,112207,3511296,73152
18982,19950605,136597,2509194,98015
421,19961006,52221,2745334,70393
20029,19970822,5739,5264780,98683
20029,19970822,53312,1644903,75918
20029,19970822,104625,5969298,97777
26167,19960824,166984,8573096,123058
9808,19950716,95131,4869386,67567
9808,19950716,40672,3405959,96760
24004,19930306,24720,2782866,98683
24004,19930306,62437,920824,83965
22265,19960728,115760,1168450,106545
27715,19950606,65581,4546945,92794
23815,19920503,90466,5613196,87387
11266,19960713,84182,923614,69970
15973,19920505,157650,6441255,102459
14912,19960525,117695,2959528,102761
14912,19960525,88908,2943988,113814
22201,19930428,55418,3624428,82404
18724,19930728,3339,5128338,74539
14959,19971217,193819,2157649,114768
14959,19971217,164608,8363000,100356
23773,19970322,42830,6297092,106369
7747,19970614,36703,6034096,98382
7747,19970614,55437,5594783,83545
19808,19951101,139776,8101965,108946
1637,19930215,43125,4667684,64087
1637,19930215,12035,3727510,56821
26530,19960305,41911,5058444,111174
29573,19961006,8592,3713960,90035
15388,19930510,38301,4033921,74358
9551,19940825,155143,545153,71888
22672,19970413,155718,3201546,106422
22672,19970413,109692,7518066,102101
1741,19961008,129043,3325468,64322
24178,19950914,15140,759700,63308
24178,19950914,128505,3569988,92010
5671,19921022,124014,472294,62280
5671,19921022,86522,3285556,90511
1084,19921115,170525,290384,95731
23848,19950704,101845,4980927,110810
23848,19950704,22207,3614569,67752
25946,19970618,145405,4642730,87024
20707,19951229,3193,1315428,65771
20707,19951229,83179,805383,69730
3116,19980330,143281,4624385,79456
13715,19950509,83541,3844889,91472
26003,19950410,149624,314640,100417
18607,19930813,89225,4207272,72853
3844,19930703,80719,3831146,101982
17179,19980604,56318,4358140,76458
6262,19941020,51813,3081358,105888
6262,19941020,11016,2327722,55620
25778,19940507,169785,7148322,111286
7280,19970216,187982,3245728,124198
12583,19930115,84363,2153081,80841
12583,19930115,67555,415656,91353
26845,19980205,119386,3471288,84322
10957,19970729,95547,143456,92552
22514,19970904,13445,6589792,81506
28630,19961207,86658,7111466,98679
19420,19960409,176497,6372634,94409
5878,19921205,46501,4921500,86850
1016,19961114,95324,3327325,79159
1016,19961114,54784,7511529,104326
1016,19961114,146417,544388,87804
17618,19930208,151000,3421005,63060
22666,19940407,53008,3794028,57660
13094,19950911,86659,2962170,98739
4243,19960822,196262,2374238,81495
4243,19960822,197265,2642784,81735
21982,19970203,169021,2697799,65401
18487,19921223,23172,1577044,65710
9346,19920421,191248,5727929,80354
9346,19920421,182803,3224718,113148
27710,19960501,89373,2787409,81742
27710,19960501,89449,2094368,86306
25510,19960816,179242,4661334,79274
22693,19970909,125847,4494816,112370
9650,19970729,90747,1563966,104264
9650,19970729,142792,5691518,110087
16724,19971213,195797,3747724,113567
24508,19930501,88374,4339148,81742
2368,19930331,125763,1699322,107325
2368,19930331,10693,2065552,96221
24658,19930919,48261,1523667,72555
27715,19930501,198543,4432158,98492
10588,19961210,49675,7254151,97480
1778,19920720,85730,7549212,102943
3922,19930901,40026,2704856,57961
23992,19950427,173947,759873,121256
5869,19950204,136213,1236717,74952
5869,19950204,41917,8471052,111534
1471,19961112,95284,2022541,76756
1471,19961112,2178,2132255,64810
3709,19940107,151975,571605,121618
23632,19920104,99468,6690150,88047
23632,19920104,79897,6372041,112613
23632,19920104,14684,3189366,95920
11875,19920503,189372,3193093,87682
11875,19920503,161507,4658445,94110
11875,19920503,73461,1434460,86067
23527,19940425,41528,2027937,88171
9926,19980211,156064,4989867,67203
21454,19951029,57817,990343,106488
15652,19980107,167197,5637023,75851
15652,19980107,69576,1452835,92734
24584,19970313,135619,160497,99276
24584,19970313,189079,3738992,70084
20479,19940108,53122,2999584,64507
20479,19940108,104148,3732933,69128
28387,19930214,85854,3850806,110391
7997,19940106,64595,7186590,93575
23077,19970210,70937,7292108,114475
23077,19970210,27512,5078591,86370
15895,19921105,41016,1439343,57420
11849,19960825,45161,4328404,66369
28190,19941022,100210,5627476,72612
17059,19950713,28303,5319216,73878
17059,19950713,80296,1960381,76577
9758,19920319,61228,3895884,71353
6638,19930313,80804,7067808,107088
6638,19930313,110177,5406372,71230
27812,19961123,114028,2939538,62521
27812,19961123,72720,311460,101563
27812,19961123,147802,172031,110988
26332,19970111,44911,4988686,111354
3460,19920615,161259,3752150,79215
10072,19920614,76659,6908985,98139
10072,19920614,43823,7618527,106009
12703,19960419,55936,5244429,113515
19621,19940827,133354,4807167,83241
18589,19940127,184324,5830444,84499
23134,19920229,99796,2147764,107747
9718,19920701,197274,773396,82276
27766,19940923,22094,1463169,60965
26719,19960831,152437,4189766,89365
9734,19960116,61893,6978096,111293
6092,19920220,20183,2509734,66190
6092,19920220,4164,4716994,64089
6092,19920220,78140,720082,67088
17959,19930709,87465,1150348,87147
2905,19960828,38730,4046670,100123
26842,19980613,112733,6036734,104743
26842,19980613,65394,125063,81563
26842,19980613,74430,6460378,84265
10832,19920712,21794,2553095,102947
10832,19920712,78253,2315981,73875
10832,19920712,194742,8460024,110204
27784,19930907,58138,106324,65767
27784,19930907,33133,1330530,63967
27784,19930907,61707,6207564,100122
23071,19971224,102589,5987523,95494
23071,19971224,199621,337241,103237
28670,19940402,134291,5433689,79517
28670,19940402,68446,4455486,84866
9283,19930301,164849,5458271,114830
17974,19951103,122684,8106730,102400
8725,19920531,28198,3714174,67571
16649,19960404,77348,2987316,79520
23192,19980630,102582,4753740,95074
23192,19980630,90932,369202,115375
23192,19980630,72768,6614888,104445
24286,19970517,91214,433875,72312
13363,19940512,79974,4298734,117238
21716,19960605,116521,2131002,92251
21716,19960605,161610,2674576,100296
21716,19960605,189977,5469202,124018
16012,19960706,77439,4526910,84985
25880,19940502,147428,2832806,88525
20917,19941010,22214,971459,68172
25750,19980516,68876,7218976,110692
25750,19980516,117089,805226,66364
25750,19980516,105494,4741387,89969
5279,19960609,8114,1328743,61326
7768,19960602,149474,4905573,91408
22195,19940221,75347,2247978,79340
20212,19960316,197533,2372421,97831
20212,19960316,129828,4395602,111469
17663,19931008,68475,796795,86608
17663,19931008,144901,7589010,116754
17663,19931008,138331,872263,82159
13,19951209,105330,1735929,80119
2101,19970731,88978,2124327,118018
8387,19980708,179457,6788036,92187
8387,19980708,75795,4611137,106247
8827,19920906,142516,2103988,93510
9728,19941104,16901,7738800,109074
8458,19930723,151351,1565022,84141
1496,19970315,147674,8183097,103300
1496,19970315,146321,1948431,82039
17060,19921007,181788,3440395,112186
17060,19921007,33287,1134860,73216
28798,19940919,199389,4616954,89302
12625,19970816,188010,1383492,65880
1214,19950801,180915,7089472,119754
10756,19960601,126286,1272911,78736
406,19960310,83901,8237013,113094
24502,19960807,46604,4406805,93036
17407,19931002,109893,5366149,114173
11276,19921126,63403,1442918,81984
19747,19961119,5778,2451569,101026
6853,19931007,162282,516203,80656
6853,19931007,66047,4323654,60782
3463,19920305,161424,5056369,89125
12625,19980422,151336,271916,83239
7091,19980702,164901,2860384,117954
4067,19960325,133534,1997033,94051
2173,19941209,147636,6434833,101017
10291,19930611,67563,2272881,91833
20699,19950207,147587,1780057,98074
10412,19950318,112059,212067,64263
21785,19930110,158772,543738,109846
21785,19930110,79740,1485855,103184
9829,19980326,85589,5271693,94474
8111,19930510,190660,8578234,105039
22381,19960819,15180,3351250,65710
10120,19970123,102674,1752120,100600
10120,19970123,186403,3360086,89364
10120,19970123,71972,3139511,116638
16586,19930702,148874,9229776,115372
18637,19920412,102470,2650446,88348
18637,19920412,167782,4568956,110986
5590,19920425,148281,883971,79756
1285,19980514,124266,735448,77415
1285,19980514,124271,6346823,77716
6037,19920521,3344,2488443,74840
6037,19920521,87100,1183851,65226
6037,19920521,73390,1068897,81803
20713,19961014,129068,1535884,65823
24023,19980511,83397,4196385,82823
13081,19970123,148936,4200111,119095
9800,19961227,155291,2695272,80777
29869,19921110,144575,2084386,97174
26923,19941228,119226,2577605,74713
26923,19941228,16759,603270,100545
27449,19980112,179064,3826964,68583
25328,19961119,25812,2238299,104268
16465,19980529,12029,265367,56461
18640,19920205,33530,1077158,87811
18124,19930101,127352,5735337,82761
28102,19970709,151409,3023028,87624
2846,19920817,112115,2177576,67626
2846,19920817,102846,8255070,110930
12712,19930605,157853,2459263,114651
27610,19980123,169476,2423296,92728
27610,19980123,169728,2872756,107863
27610,19980123,6998,2800335,114299
27610,19980123,1954,5567850,111357
5509,19980725,109162,737830,70269
367,19980318,188759,5735416,110865
9142,19980103,31902,1997117,110034
29320,19970614,99838,5640300,110269
25712,19961103,161690,823294,105101
19888,19940502,178859,4185756,116271
19888,19940502,19245,4917749,69854
21023,19960319,60497,3206478,87449
21023,19960319,167747,8188106,108884
7135,19941205,193000,2332462,65580
7135,19941205,140215,1311694,75312
18892,19930126,26909,4725606,110154
13249,19940919,137141,1107451,70688
24586,19970313,193876,8332550,118192
24586,19970313,71945,6803220,115016
24586,19970313,171659,4023761,103839
5819,19920504,180709,6840233,107382
19871,19960901,70018,2607358,59280
21065,19960809,70580,1203250,93034
21065,19960809,131004,2682720,62100
884,19970914,68313,932793,76878
884,19970914,123630,8102787,99217
24205,19950908,197564,5408377,99693
5509,19950507,61835,4898158,107809
10301,19930117,25135,1594435,63607
10301,19930117,37629,7062322,93997
20933,19920224,150267,1936372,79035
13249,19961023,96698,2928424,101681
13249,19961023,198330,1542596,85699
20230,19941020,1467,5884378,82107
20230,19941020,148173,1709638,73270
8032,19941026,69801,796860,106248
14125,19950402,44382,3731106,79582
25883,19980322,172843,5345193,114950
29993,19940519,104259,4043663,75795
29993,19940519,179727,8672256,108403
11255,19950404,42037,720566,58741
28034,19950708,153294,3594569,80837
26947,19931101,49916,1477800,111954
26947,19931101,79205,3517074,71052
14828,19970101,88960,7211152,116937
14828,19970101,145153,805156,71889
21820,19960813,54838,4550202,107569
21820,19960813,136350,3460329,83181
10199,19950909,64262,3211574,73575
10199,19950909,48068,2702719,60963
24130,19920807,197533,4695926,97831
24130,19920807,126359,4343072,83121
22561,19960407,28852,176304,106851
22561,19960407,83055,1627662,62283
22561,19960407,100520,2572719,91231
29005,19980711,19208,5412814,67632
9598,19940129,72094,490401,63965
18832,19970819,83612,5372418,95736
18832,19970819,53283,5633727,74176
9358,19980504,146835,2235614,112909
3322,19950625,34719,7461539,99222
9680,19930331,57663,4923565,97239
19645,19980121,62656,4817102,97119
19645,19980121,45173,2060787,67090
19645,19980121,197963,1687926,123657
26693,19930419,126804,2499042,109848
23209,19960206,156112,4779906,70086
5071,19921223,10840,6089421,105050
10279,19960109,37978,383194,114958
23588,19960514,29310,3593999,74358
24682,19931014,33916,8058207,110994
3589,19950531,112203,5540096,72912
24158,19960612,23358,2562700,76881
7316,19980623,14344,5004418,75500
14857,19950713,126247,4767010,76394
10409,19931122,187161,1917173,74889
10409,19931122,92354,2902730,80781
10903,19950106,6939,4585290,110755
19396,19941202,73640,4652124,96818
16655,19970110,46597,6637437,92615
13657,19931031,96656,6280070,99159
25535,19980524,187662,1910628,104979
25535,19980524,22099,284884,61265
499,19940425,166041,4724846,66422
15880,19940615,16970,7064815,113218
16303,19980613,81196,3296132,70631
13936,19960527,175340,403371,84920
13936,19960527,138597,3954856,98135
28831,19971215,124823,6836934,110869
28831,19971215,90943,2900910,116036
29380,19960526,10310,3748792,73218
9581,19921221,130588,161858,97114
9581,19921221,171958,8403993,121797
4973,19940517,109280,3285085,77356
4973,19940517,82367,2234540,80961
4973,19940517,148586,7134941,98074
24463,19961028,1240,2773213,68474
14737,19930626,65651,6363134,96999
14737,19930626,193879,7635006,118372
10879,19931117,1037,623789,56281
20099,19961130,154724,5238330,106723
20099,19961130,39193,107558,67931
374,19930715,110168,2945400,70689
394,19920227,126408,2966339,86064
394,19920227,177275,4108196,81136
18491,19970219,169373,2711655,86542
20104,19940621,54281,5399408,74116
10276,19970203,77019,4531845,59760
7169,19951013,177190,125451,76031
14578,19950202,112887,5179072,113992
14578,19950202,75040,974438,60902
28904,19960928,6015,3722722,55260
23569,19940706,2727,5162952,97783
23569,19940706,154233,5607173,77233
23569,19940706,84942,5549587,115616
6223,19971017,169885,4042691,117292
11242,19960928,30077,2435095,60424
21991,19940415,73398,3785036,82283
15595,19971028,42460,4614093,84147
16781,19950213,33517,6538899,87030
23636,19950802,199677,7849328,106600
6958,19920925,134248,5966262,76934
15404,19951124,55357,1313662,78741
11980,19920519,197139,232392,74167
1828,19950712,119671,1339010,101440
18736,19970315,4241,1563252,68714
13504,19960406,188325,4630036,84799
21685,19940921,129345,1517271,82460
12203,19921029,37860,1819434,107871
12203,19921029,104031,4417508,62101
9193,19920613,176846,1251768,115370
27047,19961103,157653,6928132,102639
7612,19940712,62267,4095894,73755
7612,19940712,194489,3642004,95008
2854,19960206,53246,940204,71954
3784,19970903,10558,4370404,88113
16816,19960708,181110,5836439,71466
16816,19960708,111630,5400962,98497
16816,19960708,20802,4775601,103368
16816,19960708,18826,1381897,104689
5545,19940407,87102,2881758,65346
26170,19940509,41220,731568,69673
25798,19951231,72461,6593916,86007
3497,19970620,179731,5663963,108643
21913,19970724,159885,6791520,116692
5959,19931224,102227,2514984,73753
5959,19931224,122930,3814072,117175
5959,19931224,77985,7066728,117778
10784,19940115,183157,223227,74409
7034,19940710,89872,1186011,111712
6589,19941125,130924,2815084,117295
10513,19950121,73288,2396432,75676
10513,19950121,140640,2188193,100838
3740,19951130,82352,1601220,80061
3740,19951130,83264,1524151,74835
1234,19921221,75782,4350505,105466
5683,19930323,180762,8845248,110565
16097,19941228,65145,2067080,66608
16097,19941228,164995,3485503,123599
16097,19941228,14595,3472057,90575
16097,19941228,95410,3708876,84324
7490,19980323,66750,1141638,103005
15187,19950911,34165,408887,65949
18416,19970501,30812,7617822,104568
18416,19970501,51396,3395422,80843
22612,19920806,125928,3829683,117235
22612,19920806,69006,1242150,58500
22612,19920806,179244,5356475,79394
11518,19950106,187283,813946,82216
11518,19950106,23779,161763,102166
14492,19960922,81071,4948937,63124
14492,19960922,150222,1315475,76333
23938,19941006,156094,4600360,69005
1124,19961019,90459,6199297,86967
16843,19960207,35914,4521180,110994
16843,19960207,4818,1535023,103368
16843,19960207,191261,265042,81135
21703,19980618,2437,3482518,80365
21703,19980618,145290,3194013,80117
4784,19940307,45889,6473456,110092
21463,19961023,114755,7896624,106185
13240,19951005,85582,6019507,94054
13240,19951005,165969,1135507,122097
13240,19951005,171927,3777958,119935
15301,19960930,119334,803878,81199
10447,19921225,14464,897377,82707
25835,19970220,49066,1157168,60903
25835,19970220,57746,2361383,102224
8734,19941025,68275,2630759,74596
3961,19970110,100069,1744705,64143
25465,19941004,143252,777150,77715
21889,19930118,176006,3213540,64920
21889,19930118,138180,767453,73090
1469,19930128,192535,2270404,97651
1469,19930128,176566,5499290,98553
21499,19940528,142572,6012658,96874
27055,19960808,89197,4125568,71171
5365,19940416,70978,1418850,116938
28402,19970711,17953,1100118,112257
28402,19970711,125918,7332428,116634
24751,19930505,53580,3527234,92014
5627,19950419,103802,498400,108348
11752,19980614,72257,565455,73755
17482,19950128,93786,4734214,106786
15961,19930716,96398,5466008,83663
24769,19920322,199322,136446,85279
1010,19970220,118047,3338900,63902
25571,19951006,138929,2121417,118075
17686,19960713,190875,9043002,117952
17686,19960713,20062,530312,58923
17686,19960713,131666,6422247,101859
21038,19920726,187490,5622174,94649
21038,19920726,17837,7264996,105289
23549,19930731,101815,3204852,109008
26795,19940403,169915,2947591,119094
1702,19921128,90213,3349736,72192
18121,19921029,113356,3401465,82161
18121,19921029,114159,1914580,70389
1057,19920930,116583,4760350,95974
25195,19940118,62014,1953972,58560
25195,19940118,54777,2363866,103906
12719,19950430,97661,6478725,99519
9751,19930411,119734,7190293,105223
7798,19941213,35865,172882,108051
7798,19941213,173003,3236608,64560
5635,19921225,41472,6219268,84808
15161,19920413,33818,1261303,105108
9715,19930915,51889,2485188,110452
14824,19960818,98145,3508296,68588
2263,19920704,74303,1034613,76638
22006,19970518,109293,5743098,78137
8249,19970321,167147,4914838,72848
26819,19940816,193005,1717272,65880
16954,19980117,164961,4519916,121557
27928,19960906,89145,4266634,68048
28723,19971208,145053,1792017,65883
15041,19960102,53615,4522302,94116
15041,19960102,55889,6084414,110692
27428,19950205,15926,5949401,110515
5528,19941106,90620,3145540,96637
5528,19941106,14175,3019179,65350
5528,19941106,27119,4669835,62766
20645,19920510,147122,2088048,70147
20050,19931119,116124,5244552,68407
2449,19920723,152778,5981125,109846
4700,19920929,92280,458020,76336
10193,19931103,47858,3754362,108351
3947,19940919,48260,1739894,72495
3947,19940919,65797,3851696,105767
2530,19940618,137170,4587246,72430
2530,19940618,13296,4621906,72557
14026,19970521,22132,198176,63247
13255,19940129,31570,5928198,90094
13255,19940129,95388,5331546,83002
12079,19950713,171198,6156840,76151
12079,19950713,118231,2935690,74953
12079,19950713,102369,665109,82281
16831,19980517,69655,159215,97479
7798,19971209,85858,4333047,110631
18826,19980616,78738,5047186,103003
18826,19980616,74705,1562121,100782
18826,19980616,143168,4767125,72669
5003,19970215,65465,6319772,85827
5833,19980305,185167,237910,75129
5833,19980305,22869,5440086,107511
25048,19920425,76411,3021778,83244
25048,19920425,101727,1768480,103723
1294,19960926,107819,4274735,109608
21619,19960410,125408,3754074,86004
21619,19960410,101645,6520694,98798
21619,19960410,131931,9233622,117775
23812,19960411,33725,4478544,99523
18164,19940401,145711,4901220,105402
5087,19951001,20389,1508405,78562
5087,19951001,61901,5370740,111774
26686,19980604,69753,4005393,103365
8602,19940326,71381,2975236,81142
8602,19940326,67607,6377130,94476
2285,19971030,68883,4700071,111112
3559,19980424,39319,2129060,75498
28123,19940904,123147,1872224,70208
28123,19940904,124028,515489,63121
28123,19940904,128961,3044638,119397
28123,19940904,37579,3002808,90994
25012,19950307,16229,2332813,68713
21445,19941114,90586,6936952,94594
3916,19920721,96849,5192347,110750
16544,19961006,129104,2776095,67986
28936,19970706,20435,2675618,81325
10831,19930721,110699,5864236,102581
10831,19930721,75679,6552493,99280
24109,19920920,122595,5590391,97055
10027,19940621,129705,5889306,104082
10027,19940621,139005,2524392,62640
15994,19920607,109435,3293300,86665
9823,19920429,153746,2784197,107984
6245,19970304,184295,5648192,82757
16481,19961222,159318,5195213,82638
1105,19920925,92748,6405923,104444
1105,19920925,43330,1572562,76399
1105,19920925,36651,3143547,95259
1105,19920925,110122,407563,67927
29785,19960407,45971,5058883,115018
29296,19980703,22861,1573364,107031
19570,19920317,192086,2827392,70684
15586,19950711,168169,4438930,74229
18740,19960626,57093,193216,63005
21109,19970728,103034,4243526,62221
11932,19941122,8214,4152177,67332
7703,19970731,195498,4684860,95609
7703,19970731,15785,8000469,102046
29944,19930320,176399,2803241,88523
29944,19930320,125703,6875039,103722
10304,19940313,140141,3401683,70868
10304,19940313,63143,106189,66368
25568,19940421,13750,3284242,99825
25568,19940421,115893,4714958,114533
24242,19920502,189184,5329531,76390
13891,19980709,173752,5422477,109545
3494,19940627,32576,1262673,90514
70,19940605,187242,2392632,79754
11041,19960416,31599,4591770,91835
11041,19960416,68694,4489263,99761
11041,19960416,133406,3281832,86364
10945,19960805,160219,3070104,76752
12043,19970718,120230,2182901,75013
3865,19970510,93024,4537943,61021
19310,19930630,105468,1143404,88407
20758,19950730,38694,1518401,97961
10468,19940501,72118,3669310,65406
20353,19970202,170773,1174481,110626
20353,19970202,170234,3679232,78253
24670,19950816,147550,4361311,95853
18517,19920326,80116,5208714,65766
20360,19930305,192020,880719,66721
7670,19961106,100092,4088784,65525
17932,19971210,19436,1051813,81325
17932,19971210,21396,1817998,79043
2392,19970715,173939,2963032,120775
16817,19930805,11843,6706998,105290
8107,19940730,156215,3329298,76272
3587,19980110,118934,5993542,117175
3587,19980110,193826,4238962,115189
10172,19930406,32680,293507,96760
10172,19930406,111777,482967,107326
23374,19970208,23943,6037683,112016
484,19941117,194063,3193485,69423
2474,19980224,56414,3323244,82224
2474,19980224,142422,417359,87865
22298,19960521,122947,5019407,118196
26309,19970425,150367,1360665,85041
15964,19940705,112407,1652181,85164
22771,19970127,74197,1855164,70271
8743,19950428,20992,879975,114779
14668,19940101,152192,246349,74651
11615,19951107,126881,7383495,114472
11615,19951107,35921,8356140,111415
15805,19950630,27869,3449971,107811
18080,19930528,177602,6404314,100776
8941,19930619,165949,1196874,120896
6892,19970515,173196,1949475,76151
6892,19970515,103915,1139832,115134
17507,19960327,62102,2202687,63846
28985,19930503,157537,6362174,95671
8321,19940605,31163,536138,65649
3536,19970304,11718,5378043,97782
6431,19921202,174413,3284201,89244
22882,19951118,59081,197615,62404
3607,19950513,44769,2159337,102825
7166,19920216,71348,3926355,79160
7166,19920216,137069,2875756,66363
7166,19920216,110951,1863852,117717
8756,19970730,71017,3162620,59280
64,19920225,31343,1387756,76460
7226,19930811,189345,2561731,86060
6970,19920806,2979,9127554,112918
6970,19920806,91467,5289834,87507
20755,19920904,30228,1791766,69493
20755,19920904,42602,5399921,92676
25615,19950414,139965,4661532,120297
25615,19950414,180927,9939204,120475
8188,19940718,11048,2397600,57542
16438,19980210,113944,7635966,117476
16438,19980210,178858,6453584,116211
1948,19970223,173891,3615397,117893
9571,19950429,138519,4065101,93450
9571,19950429,88421,2597561,84565
10468,19930915,192194,2057904,77171
12103,19970614,95554,5987461,92973
11938,19921027,127238,5951641,75913
11938,19921027,88300,5866918,77298
7394,19951219,79190,210454,70151
10225,19980415,116352,1299932,82101
16822,19961111,123340,2748493,81800
29287,19970430,129316,1450244,80718
13234,19960823,49987,8108198,116218
16904,19930805,118154,440728,70329
16904,19930805,12333,1708592,74719
28097,19980401,194285,4019221,82756
18722,19951122,99349,6018989,80900
16982,19931108,184485,2354220,94168
11209,19931207,128224,2754884,75133
27028,19980502,87290,1839297,76637
18488,19920530,15096,4458906,60665
18488,19920530,60536,2933198,89791
18488,19920530,85201,4668883,71172
3478,19921016,175018,914849,65580
27664,19930908,111626,3540534,98257
13115,19960602,142304,2685868,80778
13115,19960602,189164,4789577,75189
13324,19950917,31709,7557064,98442
5848,19960813,49624,5438430,94417
5848,19960813,165971,2766205,122218
22861,19940521,56632,1712543,95317
24961,19970328,9623,1802361,91957
24961,19970328,86991,2132273,118679
8179,19960502,128420,6083364,86905
1670,19960406,63096,953181,63545
10313,19960502,181807,2209896,113328
16933,19970217,69359,2343209,79701
10408,19970506,30319,5142159,74958
10435,19920422,57467,4871653,85467
11015,19950322,42824,5655590,106009
11015,19950322,129128,1888419,69427
21257,19980529,148461,905676,90567
19493,19961125,173916,5211574,119394
2702,19920113,161709,5784876,106242
2702,19920113,31747,3088881,100724
2702,19920113,73885,743552,111532
11719,19941115,89998,2011845,119279
11719,19941115,79269,5569736,74895
11719,19941115,73650,6945974,97419
12106,19940328,21349,3814831,76220
4792,19940609,120489,4978265,90568
4792,19940609,154310,5648243,81858
19052,19950205,101492,1209726,89609
3641,19950413,22700,162270,97362
23068,19920904,199241,5976130,80414
19517,19920102,154701,3918722,105342
28261,19960204,183419,3934811,90144
9841,19970215,67385,1760798,81142
24026,19930831,120128,2535048,68887
24026,19930831,85474,1859364,87568
3553,19970203,79794,6497392,106427
4096,19971025,94195,2097731,71351
5342,19940217,120373,546201,83602
5342,19940217,100174,3371042,70450
14195,19930409,186912,2182809,119934
14195,19930409,36381,1067077,79042
14195,19930409,70108,3784131,64686
9037,19940921,11070,565096,58864
1708,19970809,156500,1182940,93390
7751,19960828,187948,9874309,122156
7751,19960828,41449,1078981,83426
24706,19930320,109009,3149692,61080
24706,19930320,44867,7635178,108711
24706,19930320,66113,4972538,64746
24706,19930320,148449,6061637,89846
6409,19920413,24467,3818166,83487
20692,19940626,160970,4874328,121858
13648,19920428,157125,2364240,70927
13648,19920428,118045,928033,63782
14611,19930703,173908,3967763,118914
14611,19930703,61074,4572939,62104
16285,19920311,33774,6837911,102466
