"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1995,20317,13231,4709650,68653
1993,21578,159672,2493604,103900
1994,15913,197147,2009286,74648
1997,6035,38058,996050,59763
1996,27787,24450,1715313,82467
1998,4174,184667,2837689,105099
1994,4126,31928,8285943,111595
1992,21631,175769,6958434,110685
1993,29611,182142,1380829,73448
1994,10060,183895,3918202,118733
1994,10060,148007,1941200,63300
1997,6380,69764,3224793,104025
1998,24364,84308,3023982,77538
1994,5785,125332,5049267,81439
1995,24611,99868,3261283,112071
1995,24611,82063,1655375,62703
1993,19829,88212,2075163,72012
1994,6281,5427,4971259,79945
1993,21508,182575,6166160,99454
1997,1270,127782,164689,108586
1994,6197,118070,2454685,65284
1997,20410,86585,886371,94294
1997,20410,17466,3988515,83007
1997,20410,79033,3200038,60721
1997,16154,114493,2635092,90449
1994,4930,21795,4480821,103007
1994,28717,156356,5655049,84741
1994,28717,71231,4081570,72133
1992,23221,34665,1742029,95979
1992,6937,135127,1057529,69727
1993,8678,2083,797914,59104
1993,8678,82339,1614665,79279
1996,12310,76132,2692755,66487
1996,12310,144216,1406394,75612
1993,24979,176705,5587411,106902
1995,5057,88134,730506,67327
1993,11560,50208,3752568,69492
1993,11560,164076,4500996,68404
1996,23629,154225,4144672,76753
1997,15482,30707,5502672,98262
1997,15482,106680,7362358,101200
1997,27880,197449,562904,92786
1997,27880,113307,841031,79218
1993,5573,197794,3556565,113507
1998,21469,119888,2484059,114472
1997,24332,162777,7165904,110386
1992,26260,121490,1795650,90689
1994,10135,40139,4100694,64747
1996,27190,412,2519827,78744
1992,28972,140373,6642839,84802
1992,8881,37726,5390452,99823
1993,12125,84645,306372,97778
1993,5455,19897,683150,109013
1996,20183,9092,991079,60065
1997,8684,147731,1552831,106723
1997,8684,196518,460135,96870
1993,25901,50411,500998,81684
1994,2945,12476,1999396,83308
1994,2945,151407,2286771,87504
1994,2945,5195,5119184,66011
1997,20806,187102,2680231,71346
1997,20806,75068,4088795,62583
1995,4178,187583,6189498,100234
1996,4147,146924,2838124,118255
1996,4147,139036,2709075,64501
1996,8665,197087,3555792,71044
1993,4882,17043,3035646,57602
1995,16163,104521,7176046,91531
1995,16163,81240,483611,73274
1993,14102,97009,181080,60360
1992,18818,148890,380022,116333
1993,29330,144701,7206249,104742
1997,17374,129430,1386458,87565
1993,10738,45541,6689430,89192
1993,10738,192157,363502,74949
1993,14938,145465,4688467,90627
1993,14938,132717,2278122,104982
1994,16585,48823,967413,106309
1994,16585,164473,276744,92248
1998,9578,137944,2378328,118916
1998,9578,8703,5634503,96702
1998,9578,183945,405788,121736
1998,9578,148100,533866,68886
1997,13381,145281,1929737,79576
1993,20477,44652,5316844,95799
1993,23242,83635,2983135,97117
1994,25372,86836,699966,109369
1993,7156,136741,8355378,106664
1995,10571,156260,605479,78975
1995,10571,51074,1363343,61504
1995,19909,167672,5392977,104380
1995,19909,153694,6165850,104861
1995,19909,131708,5010336,104382
1993,21646,199478,6208921,94648
1995,2609,61779,2315224,104446
1993,14972,192869,1695047,117711
1993,14972,158753,869640,108705
1995,3763,143418,5407217,87684
1996,9266,173458,3598907,91887
1994,21274,116834,1191934,111049
1993,20446,92027,4194286,61141
1997,14089,176478,3217752,93268
1994,12530,19092,1301272,60665
1994,12530,15851,2056613,106011
1994,18142,90377,136737,82042
1994,18142,157545,6557593,96152
1998,8765,61343,3119981,78260
1998,8765,59960,1589726,115197
1994,2500,32250,4468905,70935
1994,2500,15219,3480890,68052
1998,11770,177768,4978014,110745
1995,27184,106943,8880026,116996
1995,27184,148828,9384100,112609
1995,27184,136569,1941122,96333
1998,18263,189123,1199998,72727
1998,18263,84329,3943899,78799
1996,15583,158904,559426,117774
1996,15583,140863,6648279,114231
1997,21709,150665,6490341,102939
1994,29678,104604,7721280,96516
1994,29678,140254,614768,77655
1996,4522,123577,2016718,96034
1995,5005,196804,4371840,114048
1998,16250,162182,5913587,74650
1994,10166,155082,1944406,68224
1997,5618,87263,1500312,75015
1997,5618,14374,3148776,77302
1997,5618,172709,5836849,106902
1997,5618,105715,6576553,103242
1997,6409,43574,4807661,91054
1997,6409,144748,1333798,107564
1997,1720,126019,1571695,62700
1997,19466,79475,6836009,87268
1996,21286,92928,691531,115255
1998,15190,73895,1564260,112133
1997,7249,71278,114932,74956
1997,7249,163892,7858766,117353
1995,4480,53287,240614,74416
1995,4480,178642,4955443,103238
1995,4480,91565,1718442,93393
1997,4957,4300,109591,72258
1997,28996,169598,3797102,100055
1997,28996,64840,7703057,108290
1998,17905,122047,2557143,64142
1997,19355,5223,1129348,67693
1998,25616,57826,8205572,107029
1998,25616,64967,1931960,115917
1992,1550,21371,2907832,77542
1995,3784,27736,3713445,99823
1993,7453,91873,1107732,111892
1996,28018,108485,5028547,89608
1992,14252,118820,1059160,110329
1992,29270,183488,2090068,94288
1992,29270,71870,7174083,110512
1998,20338,153012,309917,63900
1998,20338,180790,5926662,112247
1993,5434,38721,7400691,99583
1993,5434,128775,6540470,108226
1994,9025,17657,3848444,94479
1994,15328,76697,656086,100421
1998,4954,63140,1819077,66188
1998,4954,171772,4380797,110626
1993,10220,167263,6451761,79815
1997,11353,20870,659040,107452
1998,3328,188842,7541861,115850
1996,4066,4568,6926922,88353
1996,4066,172756,6631047,109725
1998,18232,70321,840649,77479
1992,14575,75037,1153714,60721
1992,14575,135932,5608600,118075
1993,27038,85710,780026,101742
1997,3319,121893,2001060,114893
1992,11713,88027,2943558,60901
1992,11713,62071,793397,61984
1992,17140,20548,5859474,88112
1992,17140,109563,6722694,94353
1996,9043,64945,8212742,114596
1998,13090,140243,2833393,76994
1996,20348,198707,6381343,108342
1997,9622,141750,6231706,107505
1997,9622,143628,2129643,100297
1997,9622,20618,4308108,92316
1998,21448,41626,4903515,94057
1993,17879,145599,7183569,98675
1998,24676,87577,6608743,93874
1998,24676,101426,1156210,85645
1998,24676,57339,2463027,77779
1998,5962,81961,8036082,116577
1998,5962,47016,2802359,57780
1993,4801,70480,852882,87028
1993,4801,152854,3603946,114411
1995,1939,70083,2632700,63184
1998,24134,36816,8238207,105168
1994,20320,148344,3420979,83540
1994,8161,43977,3540347,115258
1995,10936,194655,8146370,104979
1996,13910,127171,234841,71890
1996,13910,156506,7043750,93750
1994,14102,175803,7864656,112728
1992,27622,169814,6781716,113028
1992,29725,131230,4767449,75673
1992,29725,2478,6493730,82828
1998,20908,10569,5903444,88773
1993,2998,22175,1579924,65830
1993,2998,12444,3894339,81386
1998,19390,125727,494267,105163
1998,19390,82737,7921076,103183
1996,22985,14759,7230600,100425
1996,22985,186189,5209110,76510
1996,22985,76389,2464510,81922
1996,22985,149476,298992,91528
1993,25492,34124,1180861,63487
1994,8413,53735,6369889,101323
1997,20149,1378,6332881,76762
1994,15229,17157,2105334,64449
1994,15229,71734,1862657,102343
1997,2732,119268,386178,77235
1998,7573,153892,6839803,116753
1997,6082,85183,5158682,70090
1997,9472,59505,5453798,87870
1996,3472,53303,3341758,75378
1992,28417,20077,998067,59824
1992,28417,15262,1789435,70635
1996,25793,106764,6842216,106245
1997,27937,90938,1404261,115735
1996,15374,73915,3609707,113334
1996,15374,170630,3333234,102037
1995,24929,157347,3159765,84260
1995,24929,106090,5261232,65765
1995,24929,92741,7007777,104024
1994,11728,131338,6371492,82159
1992,7069,184688,4165798,106360
1994,7562,6705,580212,96702
1992,9029,145319,2436657,81858
1998,11608,193323,6384770,84979
1998,11608,110509,145872,91170
1996,24430,111808,3592285,109188
1996,11482,26337,4680637,75799
1996,26440,141712,1129389,105222
1993,8881,113698,4150848,102701
1994,8033,74691,2262007,99941
1994,8033,116329,1465053,80719
1994,16592,112486,1453525,89908
1992,29428,166903,8608463,118194
1995,21841,59073,882419,61924
1996,15626,58506,2029797,87870
1997,13867,167177,5555219,74650
1997,13867,122667,6555880,101379
1997,13867,59923,7083545,112975
1998,19705,56519,849893,88530
1993,1859,129389,1978640,85102
1996,28000,85426,4069123,84685
1994,18211,164554,3075245,97113
1994,18211,61568,2783799,91773
1994,18211,157569,5985740,97593
1994,18211,53237,1049782,71413
1993,10492,130431,4167998,87685
1993,17156,159958,4649356,121077
1993,10450,188138,237869,73567
1998,26467,26456,3456125,82947
1997,8246,118984,7451085,120178
1997,8246,155395,395956,87023
1996,11038,147926,7990428,118435
1996,11038,59709,6277649,100122
1993,355,77031,1580591,60481
1993,355,46356,2213995,78141
1994,13475,20215,1780009,68112
1992,27016,109235,2174914,74653
1996,29500,82246,3647872,73694
1996,29500,78659,5559821,98259
1996,25666,66869,2849254,110151
1998,19978,95678,4518909,100420
1994,7495,33760,7164604,101625
1998,26218,148933,2675605,118915
1996,22393,13247,3480720,69614
1992,17743,54683,5188170,98260
1992,2752,142863,8576370,114351
1992,2752,92299,619819,77477
1995,19444,120999,5886250,121199
1997,13537,171130,1513423,72067
1993,27079,30374,4826169,78262
1997,16361,105746,5738700,105104
1995,14206,187145,4933488,73928
1993,8719,196261,1530989,81435
1997,24082,50677,2421972,97660
1994,9997,34725,6922692,99583
1996,17215,19589,1387893,90514
1997,22537,104267,5720670,76275
1997,17110,50613,2941150,93816
1997,17110,37920,501638,111475
1993,2183,109847,8643590,111410
1993,2183,115562,1703764,94653
1996,21817,95366,735134,81681
1996,21817,2307,1393113,72558
1994,10006,71915,188691,113214
1992,13181,143220,4816657,75793
1992,10378,88422,1205909,84625
1995,20161,98829,4161946,109669
1995,20161,170938,9064292,120535
1995,20161,142289,3690308,79876
1993,3475,182487,4195220,94168
1992,1021,75739,5740916,102883
1992,1021,135599,3344371,98075
1992,28720,199107,340120,72366
1993,14144,8315,3441171,73398
1993,14144,114544,3779459,93512
1996,19670,72977,5106971,116998
1996,19670,54699,982291,99221
1996,4708,12011,347051,55380
1997,572,78201,3235724,70752
1996,1081,29283,3682906,72736
1996,1081,166693,879845,105581
1994,12412,24352,2061305,76581
1995,9931,112165,1178337,70629
1996,3148,84223,965776,72433
1992,4129,141644,4551228,101138
1993,9653,89109,108711,65886
1994,17003,149682,4441759,103900
1992,27862,180379,6238806,87562
1997,10150,12530,856862,86551
1998,4756,15754,5336521,100185
1992,9370,110871,1072665,112912
1992,9370,119536,6354340,93331
1993,11060,112595,7247015,96455
1993,11060,27734,8142477,99703
1995,3763,32361,5121705,77601
1994,15731,40239,231129,70753
1992,16772,151499,294593,93029
1992,16772,53926,1184349,112795
1992,16772,124940,4293393,117896
1994,21889,100371,2128366,82282
1994,21889,124443,2320022,88046
1993,17107,168921,2955031,119395
1995,5440,196054,920040,69003
1992,19315,156525,3340170,94891
1997,1142,48827,4176728,106549
1997,1142,20410,4430265,79824
1994,6773,1038,1900596,56341
1994,6773,157161,2039199,73089
1997,20404,114296,770450,78617
1995,23366,62648,7247880,96638
1996,5636,83975,3424279,117538
1992,685,132706,5389970,104322
1995,14126,62913,4535950,112554
1995,14126,69551,3311757,91233
1996,10873,62331,3750657,77599
1996,10873,183473,3184537,93388
1996,10873,22287,4026902,72556
1992,19123,104763,7071040,106065
1995,12640,55620,5672232,94537
1995,12640,98594,7179395,95555
1993,27509,178018,3540112,65760
1994,8257,54345,389802,77960
1994,6161,648,5257632,92918
1994,1729,30313,3353207,74598
1993,15541,116974,1481281,119458
1996,27463,8008,3792240,54960
1994,24232,146934,4813659,118855
1994,24232,119211,452717,73812
1996,15904,150119,2199095,70146
1996,15904,173402,3688500,88524
1998,2848,101167,350448,70089
1994,25696,142256,4180365,77895
1994,25696,105951,2315071,117417
1997,18931,67257,2493797,73455
1997,18931,148457,4365805,90327
1998,5285,150058,3546868,66483
1998,5285,91024,3020699,60901
1998,13370,4002,2780514,54360
1993,18944,96987,6340800,119038
1995,20824,109387,3317798,83782
1995,20824,59323,3850806,76939
1996,24442,79586,4790674,93934
1996,4390,92060,309305,63123
1996,4390,126664,2816639,101439
1995,17405,77769,656781,104805
1993,18172,48546,439394,89672
1992,19156,143020,1237355,63781
1992,19156,129469,581402,89907
1996,25489,141946,3474919,119276
1992,20014,178105,990254,70986
1993,20737,199025,3309114,67441
1994,17506,129023,2272363,63121
1994,17506,85472,948812,87448
1992,15838,70508,1729845,88710
1996,200,75251,3028837,73575
1997,14602,74412,4020589,83184
1994,16750,120815,8444726,110148
1993,18706,108331,4628724,80359
1993,27706,103303,2407510,78378
1993,27706,10563,1591444,88413
1992,164,195624,3796920,103177
1992,164,48648,4291768,95798
1992,164,15110,2923613,61506
1996,3610,128939,4329446,118075
1996,3610,66709,6595555,100542
1994,11488,128825,5872901,111229
1993,21730,26568,5142780,89673
1993,21730,127978,1155438,120358
1996,19799,80222,1515999,72133
1996,21869,94073,2815997,64024
1992,14914,59187,206312,68770
1992,14914,146192,3109095,74291
1992,14914,99758,1502876,105465
1997,1081,179014,4809244,65580
1997,17231,65527,1641772,89551
1996,7972,131152,3190955,70989
1998,27415,93354,2912970,80841
1997,19105,137208,4856280,74712
1993,18463,152048,3619131,66002
1994,21146,51147,4289334,65888
1994,21146,73225,3008730,71893
1994,3208,4592,1266115,89795
1994,3208,166765,3846696,109905
1997,20579,181644,5556560,103538
1993,10756,157937,2567474,119695
1992,22786,179127,3343364,72367
1993,16369,106718,7285175,103482
1993,16369,10111,1940109,61266
1992,23708,132094,1837778,67565
1992,23708,155723,5069352,106723
1992,23708,100456,5334976,87387
1997,5788,93815,1627929,108528
1997,5788,187618,6433560,102336
1997,4639,88865,4723635,111231
1997,4639,152204,800199,75372
1998,19510,18370,4040328,77302
1998,19510,163434,995790,89845
1997,28834,128994,728276,121379
1997,28834,74199,2555207,70391
1995,15953,65711,7545195,100602
1997,9431,53846,6803395,107990
1998,10316,6928,5403839,110095
1998,5555,124074,206437,65884
1994,11827,61400,383914,81684
1996,10990,149254,255437,78195
1996,10990,23043,1599762,57962
1995,13783,154322,126621,82579
1994,20437,134240,2725599,76454
1995,7607,99753,7177511,105165
1992,5413,24859,670727,107031
1992,5413,89361,1350360,81021
1997,10228,14344,1479807,75500
1994,25093,55542,281537,89852
1992,11356,31077,4586718,60484
1992,11356,110189,3683880,71950
1997,18631,96881,7391335,112672
1998,18271,180040,325931,67202
1994,18280,64090,3976027,63245
1993,13711,35474,3890137,84568
1993,13711,24958,553587,112977
1993,13711,63725,8105856,101323
1997,8857,20177,2346846,65830
1997,8857,111249,2142408,75614
1997,13876,173782,6213151,111346
1993,22099,198634,1576693,103957
1993,22099,28414,5252850,80544
1994,18170,193175,3424059,76090
1992,8965,89341,4516504,79820
1997,3016,190279,5545543,82156
1995,18550,196148,3355445,74648
1995,18550,68645,7508266,96818
1994,2675,97069,1620411,63963
1996,4340,24893,3453991,109073
1996,3346,185713,352547,107922
1995,17920,49886,6609168,110152
1995,17920,31773,6817375,102286
1996,28163,102875,5408265,112672
1996,28163,172743,6180778,108944
1996,17105,114056,2236404,64203
1996,17105,133920,7290075,117235
1996,17105,190535,3779357,97531
1998,19000,139078,4313007,67024
1995,27307,58164,2468752,67329
1992,19558,157475,1115638,91948
1992,19558,148110,1491645,69486
1992,19558,80139,2240498,67147
1993,10849,49788,990534,104266
1997,28157,26734,986473,99643
1997,28157,103440,2331155,86606
1997,28157,67012,1044603,58740
1997,28157,57914,5048541,112314
1994,11162,6276,4829572,70936
1994,11162,72748,2661984,103244
1994,11162,97158,3474691,69309
1994,24623,72706,2810143,100722
1992,26167,85692,5148830,100661
1997,25339,55017,4041617,58320
1997,22016,47407,4201348,81264
1996,22937,5828,8409027,104029
1996,22937,136481,4370342,91048
1994,9214,161111,2109798,70326
1994,9214,139916,7551768,117354
1994,9214,161651,3740427,102759
1997,23500,167919,7657551,119214
1992,20146,1725,3442139,97603
1998,5630,108963,5679244,118317
1998,5630,140582,2287837,97354
1997,24905,116567,7601088,95013
1998,6259,116028,4030961,62641
1997,7154,156308,4420332,81858
1997,22381,12781,3218182,101626
1997,22381,129823,8615613,111169
1995,23077,79445,2945741,85466
1998,25945,71475,6053476,86788
1998,25945,18624,6457407,92557
1992,4510,45771,6661067,103006
1994,21194,171584,7118994,99334
1994,21194,4419,2263031,79404
1996,4993,156726,3743712,106963
1993,4654,145475,2378015,91228
1993,23401,190984,9760705,124498
1993,23401,124882,953440,114412
1993,2338,119360,5542268,82761
1993,2338,16874,4119001,107452
1993,2338,34862,1635142,107811
1995,14108,178093,5449081,70265
1993,12071,42825,7716534,106069
1994,1243,72254,2022086,73575
1998,21044,197212,1885262,78552
1996,5095,122089,4804309,66664
1994,20318,171733,4800581,108283
1993,16415,109712,8352015,103302
1993,16415,198245,2651555,80594
1997,5221,41593,3388374,92075
1997,5221,48362,862216,78621
1998,21562,122248,3071440,76214
1993,14587,158837,1725205,113749
1993,14587,65334,5067387,77959
1994,8524,121323,1053946,80659
1996,1705,119496,7051574,90929
1998,25145,55071,3492742,61564
1997,23381,16129,3269135,62707
1997,23381,30118,4416735,62886
1997,1381,60147,4266917,66428
1992,26857,55371,4297438,79582
1994,15250,46353,2208895,77961
1994,15250,41301,4505822,74538
1993,20723,71604,2637554,94536
1997,18241,124850,356221,112491
1995,13417,156176,4980431,73930
1994,9287,126298,5191216,79457
1997,24409,32080,3223474,60724
1992,27241,155511,5326134,93990
1998,2104,188855,9233287,116631
1998,27964,5706,3474825,96702
1997,16342,87621,5623735,96517
1992,21827,162582,947278,98674
1994,11887,99640,2238108,98378
1994,11887,27150,5172474,64629
1997,17063,17804,5988420,103308
1996,26159,78909,3228309,113274
1996,26159,14010,2744309,55440
1996,23449,198814,3816055,114768
1992,1804,109837,6249672,110809
1992,26212,49645,1741346,95678
1995,5612,37862,5188996,107991
1994,18421,36964,4197319,114057
1994,18421,43358,4356919,78081
1994,18421,67875,2323859,110572
1993,14867,91049,1210606,62402
1992,25699,104253,5544472,75435
1992,5140,26368,4136774,77661
1994,8863,179783,3017703,111766
1994,8863,11643,155464,93278
1997,19976,76275,4950024,75076
1997,19976,146824,8800337,112249
1997,10624,98678,4210118,100600
1996,18769,132852,3814936,113091
1993,10576,115292,962165,78437
1993,10576,89095,2683122,65045
1993,10576,8117,3444369,61506
1992,14626,198109,3226578,72426
1994,19600,62929,6243336,113515
1998,9872,27212,757574,68352
1998,9872,144443,4194580,89246
1992,23738,186711,2365786,107862
1993,21178,119584,3733134,96214
1997,6892,65827,2868512,107569
1996,1183,62226,4234816,71293
1995,872,33344,5758248,76640
1995,872,7873,6389761,106852
1993,5266,159236,2047758,77713
1993,12796,62871,4945947,110032
1995,24247,26347,5615429,76400
1998,6958,4963,6885300,112077
1993,18212,28654,3974034,94959
1992,15635,133652,3398270,101139
1992,25870,171425,3016782,89785
1992,25870,64310,2784367,76458
1998,7126,176628,2536474,102277
1993,17917,97694,5802496,101501
1997,21322,187911,5037253,119934
1997,21322,115449,2340175,87866
1996,2992,75717,985157,101562
1996,2992,124300,3432585,79458
1995,8797,82310,5954964,77538
1995,124,180849,2383352,115790
1994,13867,4714,7138511,97122
1994,13867,5325,4872067,73819
1995,3103,171907,8509270,118734
1995,3103,60652,2935023,96759
1995,3103,174156,4207113,73809
1997,29410,166567,7762677,98013
1995,12772,36015,365187,57060
1995,12772,102110,5449339,66726
1995,11033,3291,3224583,71657
1993,24242,172044,2669567,66962
1992,19325,91095,4483379,65165
1992,19325,31981,7575400,114778
1995,25966,54123,3339072,64627
1995,25966,39762,4621980,102105
1993,14534,145697,2962573,104561
1993,14534,118812,1281567,109848
1995,27553,65301,1985558,75978
1998,12106,49104,3001335,63186
1998,12106,70820,7413994,107449
1992,1720,71464,3376201,86127
1996,28108,8654,3656601,93759
1996,28108,36860,4689804,107811
1996,28108,162185,124718,74830
1997,2893,136180,1006997,72970
1998,17143,11318,4650479,73758
1994,16342,157787,4150755,110686
1994,16342,101445,5155112,86786
1997,3259,25916,1607987,110514
1996,7957,168649,7507804,103058
1996,7957,4119,3038636,61386
1996,4583,54634,4826257,95317
1997,2467,160778,1522501,110326
1997,2467,198983,9693698,124918
1995,3799,19288,2414560,72436
1993,29977,14803,639021,103068
1995,25045,48469,4262302,85047
1995,25045,73665,7210104,98319
1992,19723,89451,1440450,86427
1994,9884,71113,5041111,65046
1994,9884,194429,138631,91405
1992,1592,68146,2328552,66848
1992,1592,61229,4595439,71413
1996,15676,60484,566236,86668
1997,3497,153985,2826026,122338
1997,29860,121727,5309113,104923
1995,7432,41709,4810139,99042
1995,2488,17889,487857,108412
1998,17467,113705,8167262,103122
1997,20833,192976,5306908,124138
1997,20833,143622,1978756,99937
1996,8873,102177,4544521,70750
1996,8873,195609,3221694,102276
1996,18847,36499,4452889,86129
1996,6853,113890,2079047,114233
1992,24208,1250,414450,69075
1996,16241,91052,2451167,62583
1992,29587,72924,3243733,113815
1998,10618,196315,2766167,84678
1996,14099,77199,110561,70571
1992,17914,807,8026660,102468
1994,29077,35757,7397317,101565
1998,1495,121496,3532716,91049
1995,16009,174007,3145710,64860
1994,18970,100197,1670080,71831
1994,18970,9148,3044563,63428
1992,5270,86263,2810835,74955
1992,5270,164569,6295740,98013
1997,767,120477,587008,89848
1997,25816,106358,5320965,81861
1997,25816,155722,5848698,106663
1995,24781,25841,8396023,106010
1995,24781,100378,1178506,82702
1992,20690,176987,9708961,123838
1992,20690,36817,5969969,105228
1995,7780,177041,2468632,67082
1995,7780,62125,2152497,65227
1996,17423,23146,803993,64148
1994,8890,133202,2922483,74112
1994,8890,162103,643135,69906
1995,6958,124166,3541916,71409
1995,6958,99527,1987529,91591
1997,16906,156141,5506844,71828
1996,23293,83222,5483751,72313
1994,10291,185314,3025308,83958
1994,10291,165040,103873,66302
1994,10291,37903,4142025,110454
1994,5573,59343,119815,78140
1994,5573,80787,7806516,106066
1993,2344,181868,579108,116991
1993,2344,157768,3947293,109545
1993,2344,190379,5843684,88162
1993,2344,83642,156061,97538
1996,5027,62463,2235121,85527
1997,26641,48738,7367636,101203
1997,26641,124203,1451777,73632
1996,24784,120621,3398153,98497
1992,20753,136598,6025098,98075
1997,15176,117840,1196448,111470
1996,18916,180880,5231627,117652
1996,18916,174917,5866174,119514
1997,581,10656,744158,93999
1994,12224,72974,5015394,116818
1996,4241,61406,812235,82044
1996,4241,48733,5494211,100903
1993,1304,157708,1786888,105942
1993,1304,72404,5260600,82584
1997,12106,191884,1837568,118552
1995,11092,143343,4619284,83180
1993,26773,18635,1491484,93217
1993,16069,128875,2912921,114232
1993,16069,219,4277620,67152
1997,16748,138983,3948926,121318
1992,10525,77422,5680245,83965
1992,10525,135384,2753597,85162
1997,1057,146568,6222514,96873
1998,24574,56665,6694212,97299
1992,12349,175379,1282754,87262
1998,18787,1376,3678825,76642
1998,18787,128935,4336357,117835
1998,21325,86575,899464,93694
1998,21325,65060,4319602,61503
1998,21325,58433,5952537,83485
1992,10880,88689,3452665,100660
1992,10880,189644,325924,104018
1995,15928,58370,3785854,79702
1995,15928,159769,7739312,109725
1992,24595,153120,5806944,70387
1996,22975,57771,3651162,103726
1995,23515,110670,4326044,100840
1995,23515,20521,6922179,86491
1997,10120,164072,2181254,68164
1996,26320,56749,4759014,102344
1996,10516,138080,3188764,67084
1998,5918,30583,5448888,90814
1998,5918,194073,2017864,70024
1998,8185,170134,4768354,72247
1992,8800,36906,5779334,110574
1996,16640,4567,4379362,88293
1998,3614,171999,9336022,124259
1998,3614,8210,536740,67092
1998,3614,42845,7283660,107270
1998,3614,94052,3348406,62763
1993,14995,42725,7441366,100063
1993,14995,77565,1388304,92553
1995,20306,5647,1751377,93158
1995,20306,10951,3133661,111717
1992,473,105142,3520572,68828
1996,21289,107105,323621,66726
1997,9731,16848,3446732,105890
1996,2423,168117,4010412,71106
1996,11980,30540,432338,88232
1996,11980,98838,4834536,110209
1994,9715,21562,6379308,89013
1994,9715,198731,2892803,109783
1995,19936,8517,2594428,85530
1998,13936,32727,458082,99583
1994,25087,78931,181443,114595
1994,25087,182388,419058,88222
1996,4954,66720,2695378,101203
1997,10283,145221,235516,75973
1994,10021,78317,6283548,77718
1997,24872,165714,161953,106782
1997,24872,39725,7432974,99883
1995,25631,123273,2823276,77776
1994,3850,64232,217713,71773
1994,9260,162126,5057826,71287
1994,9260,49773,654652,103366
1994,9260,130268,3071683,77895
1995,10063,33070,2001124,60184
1995,10063,58208,5152271,69972
1997,12931,36308,2264626,74658
1993,1648,20180,3867132,66010
1993,1648,39894,3374357,110033
1994,24706,95836,5861856,109909
1995,13850,170047,2298868,67022
1995,13850,163888,4489324,117112
1992,21310,167723,5440207,107443
1992,21310,56262,2832454,73095
1992,21310,184897,8294209,118913
1994,28942,129815,7803546,110688
1994,5540,124289,2802539,78796
1994,4870,59209,2824707,70092
1994,4870,116224,5084902,74413
1995,15220,114291,2882080,78317
1992,11731,3277,2428995,70816
1992,11731,96733,2373189,103783
1993,12245,125187,575785,72730
1994,15943,160196,3391713,75371
1996,18959,134532,7675997,93991
1995,6287,30311,4716978,74478
1995,6287,54537,1288681,89491
1996,4915,122220,3614860,74533
1996,4915,15629,6509028,92677
1993,11741,148080,4135541,67684
1992,11257,108040,4978190,62882
1996,7865,23385,4502135,78502
1998,23380,177623,7346678,102037
1996,22204,178842,6788248,115250
1994,9119,39859,7447239,107931
1994,9119,67369,3808626,80181
1994,12331,154864,5762336,115131
1995,22669,58614,629044,94356
1994,16019,172028,1832633,66001
1994,16019,35978,1619218,114838
1992,29600,42939,7301888,112915
1997,20794,72968,4803876,116457
1997,20794,159659,2938891,103119
1992,7355,161792,2091075,111227
1994,14045,6889,6465168,107752
1994,14045,58924,6590220,112975
1994,14045,57995,2874801,117179
1994,10084,14812,5185610,103608
1995,27517,175918,3788429,119634
1994,29695,63602,7211153,93936
1994,29695,147742,680101,107384
1997,18326,98694,6753833,101561
1994,14719,178351,3537641,85761
1997,1478,58045,2611916,60182
1997,1478,55363,1199707,79101
1998,20071,107360,1818588,82041
1998,20071,187533,1938153,97231
1998,20038,33806,7515936,104388
1996,28682,162107,5494770,70146
1996,28682,108672,7341166,100840
1995,18154,10990,3872316,114059
1996,9571,120342,517689,81740
1996,9571,173570,312278,98614
1993,18508,93285,2307295,76696
1993,18508,26022,3208099,56881
1996,11575,193529,1573844,97351
1996,11575,143197,4464684,74411
1998,118,3198,4545712,66071
1998,118,55331,4202440,77179
1994,569,30546,3328121,88592
1996,3739,176565,6259268,98493
1995,5887,128305,3471913,79998
1995,5887,16410,1286617,79584
1995,5887,199326,1458102,85519
1997,23834,13332,4483188,74719
1997,23834,63335,5494532,77899
1997,23834,944,4151115,110696
1995,11659,96667,1936500,99819
1992,13430,9991,6645861,114059
1993,20812,157423,4451622,88825
1993,20812,90657,5651439,98859
1994,9050,124717,6965098,104502
1994,18835,192460,5278364,93147
1998,21283,100423,5440311,85405
1998,21283,61875,2534880,110212
1993,26017,120099,5044857,67145
1995,18233,45019,3383675,57840
1995,18233,45980,4437457,115558
1995,12784,26254,3549011,70815
1995,12784,29119,1572165,62886
1994,3713,6796,613004,102167
1992,20972,60056,4194254,60963
1993,25466,184570,5269805,99274
1993,25466,6518,6494341,85470
1994,16282,130575,457587,96334
1997,29902,31293,222820,73457
1996,5711,155074,650344,67744
1996,5711,121428,4498999,86965
1996,5711,193027,325925,67201
1996,25141,165725,680473,107443
1996,25141,46398,4125932,80663
1996,25141,4239,4229951,68593
1992,6601,171341,7061700,84740
1992,6601,21434,997596,81325
1992,1915,50514,5064275,87870
1992,1915,174661,6595508,104139
1994,9557,128821,4350776,110989
1996,29918,21873,1938459,107692
1994,1105,162457,5807337,91167
1992,5816,130283,5673369,78796
1993,7030,196618,6344057,102876
1993,7030,156475,2251260,91888
1993,7030,61046,493449,60422
1997,12166,128131,210961,69547
1992,1177,85358,4298720,80601
1995,26131,153904,5482120,117474
1994,18827,158554,5489120,96753
1994,18827,15806,4132320,103308
1994,18827,46317,4093124,75798
1997,22333,29189,4054520,67090
