"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1992,34905,356940,110394
"PERU",1992,40249,1242755,71354
"PERU",1992,9050,1658197,57543
"PERU",1992,124807,3747862,109908
"CANADA",1998,126053,4716527,64743
"CANADA",1998,128013,2873187,62460
"PERU",1996,92573,4227039,93934
"PERU",1996,164787,533312,111106
"BRAZIL",1993,71221,3469360,71533
"CANADA",1992,178202,4222099,76812
"CANADA",1998,91623,5522000,96877
"CANADA",1998,91682,3409286,100420
"CANADA",1995,154262,4964932,78975
"CANADA",1995,36015,1584382,57060
"CANADA",1995,71567,6794280,92313
"PERU",1997,108380,3470950,83302
"BRAZIL",1997,187568,3931955,99333
"ARGENTINA",1994,50491,2168000,86489
"ARGENTINA",1994,170603,2284464,100416
"ARGENTINA",1998,195766,2569228,111705
"UNITED STATES",1993,13203,437550,66972
"UNITED STATES",1993,97007,2192736,60240
"CANADA",1996,114069,1167538,64983
"PERU",1995,140123,3093899,69787
"CANADA",1997,45565,5832272,90633
"CANADA",1997,4319,4034476,73398
"PERU",1993,57279,2759354,74176
"CANADA",1993,133058,1780593,65463
"BRAZIL",1997,168674,3013076,104560
"ARGENTINA",1996,75378,128570,81202
"BRAZIL",1997,132560,3981400,95553
"UNITED STATES",1992,39365,1377404,78261
"UNITED STATES",1992,192728,7437641,109243
"BRAZIL",1992,149938,186865,119275
"BRAZIL",1992,80680,3819564,99640
"ARGENTINA",1995,176381,3599728,87442
"CANADA",1993,165498,3596027,93809
"CANADA",1993,147837,3581177,113089
"BRAZIL",1992,71276,112254,74836
"BRAZIL",1992,45519,562371,87870
"UNITED STATES",1995,126404,3092524,85824
"CANADA",1997,164794,8212134,111527
"CANADA",1997,102067,301474,64143
"CANADA",1992,186041,4170048,67622
"CANADA",1994,197185,3109286,76930
"PERU",1992,123331,5667871,81259
"CANADA",1993,149385,4882629,86062
"BRAZIL",1995,162838,4328189,114049
"PERU",1996,79057,3316396,62163
"ARGENTINA",1995,156171,3006566,73630
"ARGENTINA",1992,56784,4090833,104446
"UNITED STATES",1997,3896,8819461,107993
"BRAZIL",1994,189231,6139069,79213
"PERU",1997,84236,4334256,73213
"PERU",1997,163059,2953235,67323
"UNITED STATES",1993,150114,1629754,69846
"CANADA",1993,63275,5470676,74296
"CANADA",1993,145887,3827102,115972
"UNITED STATES",1997,21555,1842734,88593
"UNITED STATES",1996,175772,3739886,110866
"UNITED STATES",1996,191865,2066444,117411
"ARGENTINA",1995,43265,1875219,72495
"ARGENTINA",1995,78245,5688066,73394
"CANADA",1994,23684,6130083,96460
"BRAZIL",1997,101745,3086489,104804
"ARGENTINA",1992,138096,1032021,68045
"BRAZIL",1996,66843,2235152,108590
"UNITED STATES",1995,149937,7550334,119215
"UNITED STATES",1995,182596,3948043,100715
"BRAZIL",1994,160234,5477181,77653
"BRAZIL",1998,196189,3662763,77110
"UNITED STATES",1994,132444,2291434,88586
"UNITED STATES",1994,73099,2341444,64325
"ARGENTINA",1997,110841,3788864,111110
"ARGENTINA",1998,20095,548148,60905
"PERU",1996,19401,4565943,79224
"ARGENTINA",1994,185345,429102,85820
"CANADA",1995,29053,2790986,58923
"CANADA",1995,81246,2568613,73634
"CANADA",1995,102914,8012683,115014
"ARGENTINA",1996,61150,2222300,66669
"UNITED STATES",1995,19452,921614,82287
"PERU",1995,83569,1313465,93153
"PERU",1995,140451,5497484,89487
"PERU",1995,153818,2246172,112308
"ARGENTINA",1992,5954,7253805,111597
"BRAZIL",1994,191155,4984600,74769
"BRAZIL",1994,54968,9134060,115377
"BRAZIL",1994,39881,5025628,109252
"CANADA",1992,164757,8837309,109305
"ARGENTINA",1993,5499,4571614,84269
"BRAZIL",1998,151657,307557,102519
"UNITED STATES",1997,25124,4626619,62947
"PERU",1997,20989,3781760,114598
"BRAZIL",1995,146010,4268392,63360
"BRAZIL",1995,26884,5389178,108652
"CANADA",1994,163453,300257,90987
"CANADA",1994,22935,2184925,111475
"PERU",1993,135012,3455133,62820
"PERU",1993,134419,4813693,87204
"ARGENTINA",1994,130255,4282453,77115
"BRAZIL",1995,146409,937277,87324
"CANADA",1997,52349,5986164,78080
"ARGENTINA",1997,80427,985194,84445
"ARGENTINA",1997,181725,4381296,108403
"BRAZIL",1997,117942,5048805,117596
"BRAZIL",1997,88267,5196776,75315
"BRAZIL",1997,89051,3744180,62403
"PERU",1998,195936,5291145,121915
"PERU",1998,112357,249221,82161
"ARGENTINA",1992,135002,2706570,62220
"PERU",1997,165388,4004061,87202
"BRAZIL",1996,169384,854587,87202
"PERU",1994,189143,709712,73928
"PERU",1994,118278,3302895,77776
"PERU",1994,95186,3401798,70870
"CANADA",1996,15603,7292317,91116
"CANADA",1996,39605,4170420,92676
"ARGENTINA",1992,52266,5725822,73095
"ARGENTINA",1995,89562,5267546,93093
"UNITED STATES",1997,95762,3139359,105465
"ARGENTINA",1998,120380,3500950,84022
"CANADA",1995,153242,5528084,77714
"PERU",1996,153606,2964045,99576
"CANADA",1995,25072,4158778,59824
"ARGENTINA",1998,90477,4601985,88048
"ARGENTINA",1995,106107,3563033,66786
"ARGENTINA",1995,52205,4554739,69432
"CANADA",1994,193576,4123837,100174
"CANADA",1994,102824,2137379,109609
"ARGENTINA",1997,42769,6049359,102705
"ARGENTINA",1997,128730,6081688,105523
"BRAZIL",1994,12269,5103043,70875
"BRAZIL",1995,140145,3306540,71108
"BRAZIL",1995,65691,2485035,99401
"CANADA",1995,192534,6018161,97591
"CANADA",1992,93598,1289187,95495
"UNITED STATES",1997,192444,6860204,92186
"UNITED STATES",1997,193720,4621358,108823
"ARGENTINA",1993,119706,3013072,103542
"ARGENTINA",1993,85819,342913,108288
"ARGENTINA",1993,155314,3772449,82158
"CANADA",1992,178346,3247495,85460
"ARGENTINA",1995,140268,6017996,78495
"BRAZIL",1994,118829,2522274,110869
"PERU",1992,130812,7448638,110568
"PERU",1994,86647,4263800,98018
"ARGENTINA",1996,86444,6308240,85826
"ARGENTINA",1994,178134,2164864,72727
"UNITED STATES",1995,74417,550998,83484
"UNITED STATES",1995,93242,2036910,74114
"BRAZIL",1995,3280,2869454,70996
"BRAZIL",1995,195884,186108,118792
"CANADA",1997,198994,753476,125579
"PERU",1994,144291,384563,80117
"PERU",1994,98096,1575489,65645
"CANADA",1992,130569,1338831,95973
"ARGENTINA",1993,131920,9277475,117115
"BRAZIL",1993,167361,5719153,85701
"CANADA",1997,46260,4559662,72375
"CANADA",1997,76062,1337021,62283
"ARGENTINA",1994,122352,549740,82461
"ARGENTINA",1994,166161,5360234,73629
"PERU",1997,142672,6320273,102880
"PERU",1997,44320,5525078,75859
"CANADA",1992,32157,2324246,65349
"PERU",1993,134904,8725050,116334
"ARGENTINA",1998,101172,4413465,70390
"ARGENTINA",1998,197741,3243537,110324
"ARGENTINA",1998,21863,7871232,107091
"UNITED STATES",1993,36386,601682,79342
"BRAZIL",1995,160665,7066577,103539
"ARGENTINA",1997,166698,1694102,105881
"UNITED STATES",1997,66070,3481195,62164
"UNITED STATES",1997,147369,5889224,84981
"PERU",1994,101817,2619086,109128
"CANADA",1992,155513,3425625,94110
"BRAZIL",1997,28240,1664742,70094
"UNITED STATES",1998,154808,4237870,111768
"ARGENTINA",1997,33871,5315342,108292
"ARGENTINA",1997,56100,2048834,63366
"ARGENTINA",1994,184341,4618101,85520
"ARGENTINA",1997,190416,451923,90384
"ARGENTINA",1996,158120,1972172,70687
"PERU",1996,130034,619265,63841
"UNITED STATES",1995,136030,2505170,63961
"ARGENTINA",1995,112277,2707467,77356
"ARGENTINA",1996,102187,2123875,71350
"CANADA",1993,17407,6294873,79464
"BRAZIL",1993,137127,5361936,69847
"BRAZIL",1993,7172,4315600,64750
"BRAZIL",1993,125375,5989382,84022
"PERU",1996,90419,828733,84564
"PERU",1993,122404,4236408,85584
"PERU",1993,61170,5047280,67870
"UNITED STATES",1996,39701,2835129,98442
"UNITED STATES",1996,26839,3448665,105949
"UNITED STATES",1996,72390,1115797,81743
"UNITED STATES",1996,106598,2567344,96275
"PERU",1992,12040,4204208,57122
"UNITED STATES",1993,111745,2747541,105404
"ARGENTINA",1994,133494,290223,91649
"ARGENTINA",1992,45763,5536382,102525
"ARGENTINA",1992,42989,2040170,115918
"UNITED STATES",1997,56692,1582742,98921
"UNITED STATES",1997,18368,478525,77181
"BRAZIL",1994,155210,2403899,75912
"UNITED STATES",1996,130444,6375478,88466
"CANADA",1995,137661,6132162,101919
"BRAZIL",1996,113720,1699045,104023
"PERU",1992,132253,2105239,77115
"PERU",1998,197671,6961485,106120
"PERU",1998,96342,3078182,80300
"UNITED STATES",1996,39713,2855882,99162
"ARGENTINA",1995,168604,1978685,100356
"UNITED STATES",1996,122696,161556,103121
"BRAZIL",1993,147264,2925421,78675
"BRAZIL",1993,55619,4053046,94476
"ARGENTINA",1997,66577,421394,92614
"ARGENTINA",1996,33186,4834857,67150
"ARGENTINA",1996,178430,5875334,90505
"UNITED STATES",1994,61044,3628194,60302
"BRAZIL",1994,70934,2080183,114295
"ARGENTINA",1996,68513,3259322,88890
"ARGENTINA",1996,39796,2555082,104147
"ARGENTINA",1996,44441,4364136,83126
"BRAZIL",1998,88792,4273896,106847
"ARGENTINA",1995,125432,1958785,87445
"ARGENTINA",1995,61160,1597653,67269
"BRAZIL",1997,168941,8272913,120596
"CANADA",1994,1163,3792666,63849
"CANADA",1994,162362,524164,85461
"ARGENTINA",1994,104672,5204383,100600
"CANADA",1993,146698,174469,104681
"UNITED STATES",1993,61480,1412650,86488
"ARGENTINA",1992,92277,1770631,76156
"ARGENTINA",1992,91875,1041713,112012
"PERU",1992,158353,6293209,84681
"PERU",1992,148703,6694997,105102
"CANADA",1995,28370,1194500,77902
"CANADA",1995,11892,4798347,108233
"CANADA",1995,54817,1435166,106308
"BRAZIL",1993,49106,506448,63306
"BRAZIL",1993,50727,3288331,100663
"BRAZIL",1993,166924,3583656,119455
"BRAZIL",1993,86180,2971426,69970
"UNITED STATES",1997,120403,418479,85404
"UNITED STATES",1997,6011,3469048,55020
"UNITED STATES",1996,124315,2833979,80358
"UNITED STATES",1996,12660,5229094,94359
"CANADA",1995,80344,1383935,79460
"BRAZIL",1992,70963,4047778,116037
"BRAZIL",1992,64890,2730398,111293
"BRAZIL",1992,6667,2092967,94419
"BRAZIL",1998,146736,2624178,106963
"UNITED STATES",1993,102920,2653629,115375
"PERU",1996,86490,1169380,88589
"PERU",1996,25486,2337410,84688
"PERU",1996,186993,5428773,124799
"BRAZIL",1996,53224,4237992,70633
"BRAZIL",1997,83449,567246,85946
"BRAZIL",1997,186024,4486700,66601
"PERU",1994,55282,2449814,74236
"ARGENTINA",1994,132824,3093462,111409
"UNITED STATES",1992,102820,7108998,109369
"ARGENTINA",1997,31453,4031518,83067
"PERU",1992,191409,7131401,90024
"CANADA",1993,190438,6465258,91705
"CANADA",1993,103846,2830255,110990
"BRAZIL",1992,53034,3482241,59221
"PERU",1997,40858,683563,107931
"BRAZIL",1996,145921,2265891,118015
"BRAZIL",1996,89338,4635036,79639
"ARGENTINA",1996,159040,4958868,65942
"UNITED STATES",1997,46200,3404214,68772
"CANADA",1993,187629,3065883,102997
"PERU",1993,101082,4007396,64984
"PERU",1993,176110,2590464,71166
"ARGENTINA",1992,73594,1410831,94055
"ARGENTINA",1992,84058,4084836,62523
"BRAZIL",1993,7112,2925864,61146
"PERU",1994,68211,1167417,70752
"UNITED STATES",1997,69503,3578175,88350
"ARGENTINA",1998,162490,2480879,93149
"BRAZIL",1997,189545,4550559,98072
"BRAZIL",1997,34827,7537065,105709
"BRAZIL",1997,123150,563112,70389
"ARGENTINA",1995,81243,5124668,73454
"ARGENTINA",1995,34296,2267424,73817
"UNITED STATES",1997,79064,817759,62583
"BRAZIL",1996,8637,1564177,92737
"PERU",1992,199341,3080887,86420
"PERU",1992,108781,6393094,107386
"PERU",1992,83767,1911829,105045
"BRAZIL",1997,108365,1936437,82401
"ARGENTINA",1996,10475,6245698,83128
"BRAZIL",1992,153930,7848427,119035
"BRAZIL",1992,91417,267597,84504
"ARGENTINA",1996,187202,3480840,77352
"ARGENTINA",1996,140131,3162051,70267
"PERU",1994,37362,5498891,77961
"PERU",1994,102707,2790230,102582
"UNITED STATES",1996,96527,5326225,91411
"ARGENTINA",1994,45214,210976,69552
"ARGENTINA",1994,172951,1177938,121437
"ARGENTINA",1994,172438,286981,90625
"CANADA",1995,154063,2037517,67023
"CANADA",1995,129017,4659974,62760
"ARGENTINA",1994,34622,6849128,93397
"ARGENTINA",1994,88285,2433238,76396
"UNITED STATES",1995,4187,1924841,65470
"ARGENTINA",1994,63803,1950547,106008
"ARGENTINA",1994,136919,7639784,117354
"PERU",1997,152695,643149,104861
"UNITED STATES",1996,164097,4535217,69665
"CANADA",1994,197312,4921310,84558
"CANADA",1994,52578,2228509,91834
"CANADA",1998,153559,7343552,96753
"CANADA",1998,55437,3859815,83545
"CANADA",1998,111395,4961743,84383
"CANADA",1998,7618,4979591,91536
"PERU",1997,53199,1497847,69131
"ARGENTINA",1993,90986,6524034,118618
"BRAZIL",1992,149009,4164288,63480
"BRAZIL",1994,59366,4756717,79521
"BRAZIL",1994,187110,4207841,71826
"BRAZIL",1994,157392,4268453,86963
"CANADA",1993,107544,2764844,93092
"CANADA",1993,77923,2421772,114055
"BRAZIL",1997,126191,2300489,73031
"BRAZIL",1997,12147,2265500,63548
"BRAZIL",1997,81788,5323498,106186
"BRAZIL",1997,128422,556961,87025
"CANADA",1992,62827,1754023,107389
"UNITED STATES",1996,91403,683256,83664
"UNITED STATES",1996,181880,912274,117712
"BRAZIL",1993,45600,2503872,92736
"BRAZIL",1998,135283,3393252,79096
"BRAZIL",1998,143666,5134108,102579
"PERU",1996,80767,7793261,104865
"CANADA",1992,6284,2767401,71416
"BRAZIL",1994,94883,7098386,112672
"CANADA",1994,65745,5038129,102644
"CANADA",1994,12875,849238,107272
"CANADA",1994,180899,7103845,118793
"ARGENTINA",1996,75351,5310705,79581
"ARGENTINA",1996,183319,4307896,84138
"ARGENTINA",1996,33479,531088,84748
"PERU",1995,89314,2038376,78198
"PERU",1993,145931,1114988,118615
"UNITED STATES",1992,94535,445093,91771
"UNITED STATES",1992,36404,4269174,80424
"BRAZIL",1998,142604,4426060,98796
"CANADA",1992,38759,988090,101865
"PERU",1992,36403,3399397,80364
"CANADA",1998,72143,3144694,66908
"BRAZIL",1995,92091,4007433,64985
"BRAZIL",1995,180037,4007903,67021
"UNITED STATES",1994,68604,311374,94356
"UNITED STATES",1994,120068,101189,65283
"CANADA",1992,106172,5485559,70690
"CANADA",1992,24460,2732924,83067
"CANADA",1992,147371,3404088,85102
"UNITED STATES",1994,91739,5597180,103843
"PERU",1995,183371,2356079,87262
"ARGENTINA",1993,153500,6990750,93210
"PERU",1994,124983,983910,120478
"PERU",1994,126096,215441,67325
"PERU",1994,79471,5511786,87028
"ARGENTINA",1994,80000,672280,58800
"ARGENTINA",1994,151279,1580360,79816
"ARGENTINA",1998,164490,4570200,93269
"ARGENTINA",1998,149536,6151856,95131
"UNITED STATES",1993,160151,239807,72669
"UNITED STATES",1992,12602,427117,90876
"ARGENTINA",1994,14394,1564834,78503
"ARGENTINA",1993,149297,5409393,80777
"CANADA",1996,96719,1612767,102942
"CANADA",1996,156084,228016,68404
"BRAZIL",1994,45050,2961268,59703
"BRAZIL",1994,139598,3831960,98255
"BRAZIL",1994,21693,1051163,96881
"UNITED STATES",1998,63542,4155290,90332
"ARGENTINA",1994,29178,4882619,66430
"BRAZIL",1992,114254,1268250,76095
"BRAZIL",1992,4552,270918,87393
"BRAZIL",1997,54119,1297389,64386
"CANADA",1996,124069,1475631,65583
"CANADA",1996,133296,3057367,79757
"PERU",1995,130633,3784758,99817
"PERU",1995,42065,4113840,60423
"PERU",1995,49001,611800,57000
"CANADA",1995,146306,1874287,81138
"CANADA",1995,160428,419734,89305
"CANADA",1993,181413,1389801,89664
"ARGENTINA",1998,174483,7553778,93448
"CANADA",1998,81614,312739,95736
"PERU",1994,87667,3494641,99279
"UNITED STATES",1992,54331,6169584,77119
"UNITED STATES",1992,6646,4036864,93158
"UNITED STATES",1994,162344,1392276,84380
"ARGENTINA",1995,19523,2877827,86551
"PERU",1995,83801,5713144,107088
"PERU",1992,133720,2258791,105223
"PERU",1992,27964,8536523,113517
"PERU",1994,91874,3123466,111952
"ARGENTINA",1997,140163,1414916,72189
"ARGENTINA",1997,112374,1748212,83182
"ARGENTINA",1997,39650,1696156,95379
"UNITED STATES",1997,98990,2378832,119339
"PERU",1996,80892,8442988,112373
"PERU",1998,83652,2502544,98139
"PERU",1992,11340,4088127,75080
"CANADA",1997,2951,8092491,111237
"CANADA",1994,75302,1264527,76638
"CANADA",1994,125430,1309887,87325
"CANADA",1994,16545,6576930,87692
"BRAZIL",1993,168140,3098879,72488
"BRAZIL",1993,167284,4318690,81076
"UNITED STATES",1995,147396,3031119,86603
"UNITED STATES",1995,155705,7850961,105642
"ARGENTINA",1995,85668,2199367,99219
"CANADA",1996,126247,4915979,76394
"CANADA",1996,25727,7855378,99163
"UNITED STATES",1992,162995,2016830,123479
"PERU",1996,186241,4762137,79634
"PERU",1996,67991,2280264,117539
"PERU",1995,106723,5469374,103783
"BRAZIL",1997,101098,3200550,65945
"BRAZIL",1997,54076,2084861,61804
"UNITED STATES",1995,94430,6979707,85465
"BRAZIL",1994,180230,5337877,78613
"UNITED STATES",1994,63591,279826,93275
"CANADA",1992,79110,2988517,65346
"CANADA",1995,55714,3571509,100182
"CANADA",1997,3227,2762257,67813
"CANADA",1997,20791,157484,102707
"ARGENTINA",1994,5357,1388585,75741
"BRAZIL",1994,108164,556776,70329
"BRAZIL",1994,170002,2287648,64320
"ARGENTINA",1996,20175,1409483,65710
"UNITED STATES",1995,190324,6445056,84859
"UNITED STATES",1997,52767,6789612,103185
"UNITED STATES",1997,39550,1474654,89373
"UNITED STATES",1994,65876,1173271,110512
"ARGENTINA",1992,2050,2733335,57123
"PERU",1998,181490,770030,94289
"ARGENTINA",1994,111593,1371924,96275
"ARGENTINA",1994,69117,5215500,65166
"UNITED STATES",1997,175725,1572028,108043
"ARGENTINA",1997,12435,4992228,80845
"PERU",1995,164914,6011928,118734
"UNITED STATES",1994,78216,4401858,71652
"UNITED STATES",1994,155119,864144,70446
"PERU",1992,195867,9421728,117771
"PERU",1992,123145,2794190,70088
"PERU",1992,96596,7724061,95555
"ARGENTINA",1993,179209,1978675,77292
"BRAZIL",1996,23298,1972383,73277
"BRAZIL",1996,154105,2953386,69546
"CANADA",1997,135535,1143345,94231
"PERU",1993,27036,577818,57781
"CANADA",1993,39469,4918342,84507
"CANADA",1993,154747,4021483,108104
"UNITED STATES",1997,8835,7540320,104629
"UNITED STATES",1997,116326,6245814,80539
"UNITED STATES",1997,93486,1926282,88768
"PERU",1996,199070,869788,70144
"CANADA",1995,55849,3216224,108290
"CANADA",1995,4950,2819524,111297
"CANADA",1995,178651,7437495,103779
"ARGENTINA",1998,119744,7778093,105824
"ARGENTINA",1997,85680,5576696,99940
"ARGENTINA",1997,106117,1635248,67386
"PERU",1994,110311,3831799,79278
"CANADA",1993,34814,1399048,104928
"CANADA",1993,107725,5660796,103963
"UNITED STATES",1996,125223,5749301,74893
"UNITED STATES",1998,5234,2952884,68353
"UNITED STATES",1998,162582,322337,98674
"UNITED STATES",1993,168225,2824392,77593
"UNITED STATES",1993,146168,4164568,72849
"UNITED STATES",1993,44519,283920,87810
"CANADA",1992,64382,4954678,80782
"CANADA",1992,61460,1890541,85287
"BRAZIL",1997,195713,7820862,108522
"ARGENTINA",1998,74732,5802882,102403
"UNITED STATES",1996,26750,5301883,100605
"UNITED STATES",1996,62226,2320593,71293
"PERU",1992,18800,7115832,103128
"PERU",1996,196967,3987570,123837
"PERU",1998,59443,5360125,84146
"UNITED STATES",1996,116916,1407158,115974
"UNITED STATES",1996,72917,7994319,113394
"CANADA",1996,32019,1162134,57060
"UNITED STATES",1992,181446,2810489,91646
"ARGENTINA",1992,64851,8806872,108951
"PERU",1997,8214,929189,67332
"PERU",1997,94964,3330232,117537
"PERU",1995,188104,1635561,71526
"PERU",1995,53678,2170121,97900
"PERU",1995,158214,1259487,76332
"BRAZIL",1995,13433,1817680,80785
"ARGENTINA",1994,165479,3410189,92668
"ARGENTINA",1994,33175,1835129,66490
"ARGENTINA",1993,193853,2865763,116811
"UNITED STATES",1996,160939,8369707,119995
"UNITED STATES",1993,191369,693671,87621
"BRAZIL",1995,42393,1295328,80123
"CANADA",1993,8568,1665559,88593
"CANADA",1993,186455,7477573,92487
"BRAZIL",1996,23039,2052972,57721
"BRAZIL",1996,11717,6736344,97722
"ARGENTINA",1998,67464,4068209,85887
"ARGENTINA",1998,64825,5492957,107389
"ARGENTINA",1998,75280,1908025,75316
"ARGENTINA",1992,67583,3767909,93034
"ARGENTINA",1992,60886,504198,110812
"PERU",1998,60939,2447109,113995
"CANADA",1992,135783,4015866,109126
"UNITED STATES",1995,54730,2641656,101083
"ARGENTINA",1995,29710,6781840,98382
"BRAZIL",1992,186172,1638137,75490
"ARGENTINA",1993,97765,6980529,105765
"ARGENTINA",1993,17436,4287666,81205
"CANADA",1997,54787,2173741,104506
"CANADA",1997,1874,1704835,106552
"CANADA",1997,6248,3361146,69254
"BRAZIL",1993,49833,1622375,106969
"UNITED STATES",1992,170756,7014720,109605
"UNITED STATES",1992,89081,3150315,64204
"PERU",1994,18562,4782208,88833
"ARGENTINA",1996,131483,6760638,90868
"PERU",1993,75900,5698984,112554
"BRAZIL",1996,25665,7317036,95439
"BRAZIL",1996,70473,428710,86608
"UNITED STATES",1997,141762,6729828,108225
"PERU",1998,118447,4164780,87926
"PERU",1998,80805,3393020,107148
"CANADA",1996,164809,8447090,112428
"CANADA",1996,82584,5060053,93994
"PERU",1997,171230,3220544,78073
"BRAZIL",1992,84704,6388352,101322
"BRAZIL",1992,70049,4394100,61142
"CANADA",1998,125778,3463238,108226
"CANADA",1998,74084,2530927,63484
"UNITED STATES",1992,176239,121001,78913
"UNITED STATES",1992,128685,3084624,102820
"UNITED STATES",1992,125049,4188756,64442
"UNITED STATES",1992,153948,9321032,120116
"ARGENTINA",1992,195657,3829540,105159
"ARGENTINA",1992,19616,300979,92136
"PERU",1998,180393,1473390,88403
"CANADA",1992,77588,3564825,93934
"CANADA",1996,7074,1346028,58864
"BRAZIL",1994,154585,3339824,98374
"BRAZIL",1994,105328,4079959,79999
"UNITED STATES",1996,42814,505961,105408
"UNITED STATES",1996,34170,904315,66250
"UNITED STATES",1996,2029,2888024,55861
"UNITED STATES",1995,80583,4459330,93814
"UNITED STATES",1995,144154,1935012,71889
"ARGENTINA",1996,148805,8175258,111228
"ARGENTINA",1996,142805,4929930,110868
"UNITED STATES",1997,49720,1953572,100183
"UNITED STATES",1997,105619,7408221,97476
"CANADA",1995,52203,1681971,69312
"PERU",1993,42751,4315675,101625
"UNITED STATES",1997,115544,1004343,93572
"UNITED STATES",1993,151686,4170432,104260
"ARGENTINA",1998,10629,6158480,92377
"ARGENTINA",1993,80074,4706422,63244
"PERU",1994,145626,3604012,100297
"PERU",1995,163332,2120901,83719
"UNITED STATES",1997,103991,9677696,119699
"UNITED STATES",1997,197957,7299182,123297
"CANADA",1995,128505,4809056,92010
"ARGENTINA",1994,177170,2963275,74830
"ARGENTINA",1994,95441,3585354,86186
"ARGENTINA",1995,33594,3666216,91655
"CANADA",1995,56300,1119363,75378
"CANADA",1995,17459,4228454,82587
"BRAZIL",1998,90510,5239780,90030
"BRAZIL",1998,638,2215627,92317
"UNITED STATES",1998,53661,3379483,96879
"PERU",1995,2106,957695,60486
"PERU",1995,187243,5735994,79814
"UNITED STATES",1995,114428,5538892,86545
"PERU",1993,40123,833486,63787
"PERU",1993,138650,7068688,101319
"PERU",1993,34623,7021750,93457
"BRAZIL",1992,29998,555261,115679
"BRAZIL",1998,95389,2547259,83062
"UNITED STATES",1997,19806,6813458,103548
"UNITED STATES",1997,169370,6127398,86362
"PERU",1998,88214,2163978,72132
"CANADA",1997,38257,2086906,71715
"BRAZIL",1993,36269,1812711,72315
"BRAZIL",1992,95585,3862937,94834
"ARGENTINA",1994,121853,523083,112491
"ARGENTINA",1994,175083,2343953,69484
"ARGENTINA",1994,13090,4670387,60185
"ARGENTINA",1994,25941,8961312,112016
"ARGENTINA",1992,136869,173433,114351
"CANADA",1993,168834,4376509,114169
"CANADA",1993,183053,562344,68163
"BRAZIL",1995,29585,4770927,90874
"UNITED STATES",1992,156005,286470,63660
"ARGENTINA",1992,155514,5964138,94170
"ARGENTINA",1992,134356,973245,83421
"ARGENTINA",1992,110806,4440259,109008
"PERU",1996,190301,6073024,83478
"PERU",1996,179792,3022940,112307
"PERU",1996,67697,7990512,99881
"BRAZIL",1996,176757,7393680,110025
"BRAZIL",1996,152614,4199857,99996
"UNITED STATES",1994,33534,4995472,88051
"CANADA",1996,163284,2352350,80836
"CANADA",1996,45639,5704668,95077
"CANADA",1996,38271,3265029,72556
"UNITED STATES",1993,72845,3075785,109070
"BRAZIL",1993,148328,379864,82579
"BRAZIL",1993,141005,666302,62760
"BRAZIL",1993,59358,6191545,79041
"CANADA",1992,67054,1631637,61263
"ARGENTINA",1994,81633,7285210,96877
"PERU",1995,15671,7006734,95200
"UNITED STATES",1996,164171,4646709,74110
"CANADA",1995,155612,6653763,100056
"CANADA",1995,159157,5899543,72969
"PERU",1996,194329,690310,85399
"PERU",1996,66114,5130522,64806
"BRAZIL",1996,55566,3613705,91293
"UNITED STATES",1995,165591,1540628,99395
"UNITED STATES",1996,85320,5638982,78319
"ARGENTINA",1997,14592,1401128,90395
"PERU",1992,49304,4594597,75198
"PERU",1992,49898,3026843,110873
"PERU",1992,27138,2102566,63907
"PERU",1992,91171,5125169,69730
"ARGENTINA",1997,163622,2147479,101137
"ARGENTINA",1997,63454,2837734,85047
"ARGENTINA",1998,143822,4022707,111949
"CANADA",1996,7583,137133,89434
"PERU",1997,128169,1642503,71829
"BRAZIL",1993,133183,5363353,72970
"UNITED STATES",1995,157821,911227,112729
"UNITED STATES",1995,86764,6153921,105045
"BRAZIL",1996,59119,991861,64686
"UNITED STATES",1997,77073,1470098,63004
"UNITED STATES",1997,156931,5313736,119275
"CANADA",1992,157378,4182668,86122
"CANADA",1992,4361,2118212,75921
"PERU",1995,189596,3411634,101135
"PERU",1996,154506,6741360,93630
"PERU",1996,99955,7016315,117297
"PERU",1996,167171,349163,74290
"CANADA",1993,139147,4163351,71168
"CANADA",1993,191109,2760230,72006
"UNITED STATES",1994,10813,1723810,103428
"UNITED STATES",1994,16642,6070902,93518
"BRAZIL",1995,189744,4775058,110024
"PERU",1993,117586,6632406,96214
"ARGENTINA",1992,71632,1640513,96217
"ARGENTINA",1992,105807,8005324,108768
"CANADA",1995,157086,107449,68584
"CANADA",1995,134108,2466936,68526
"UNITED STATES",1997,64446,2572642,84626
"CANADA",1995,117877,7640115,113692
"CANADA",1995,141989,5099790,121858
"UNITED STATES",1995,61938,1823932,113995
"ARGENTINA",1997,147667,8148064,102879
"BRAZIL",1995,14035,1184389,56941
"PERU",1994,24786,1259134,102646
"CANADA",1992,32941,8432730,112436
"CANADA",1992,53591,3232826,92675
"CANADA",1992,93815,5842456,108528
"PERU",1997,83907,8350214,113454
"PERU",1997,15716,2907707,97902
"ARGENTINA",1997,168146,2510841,72848
"ARGENTINA",1997,184474,2269132,93508
"CANADA",1995,97700,4373275,101862
"CANADA",1995,34948,7592014,112976
"CANADA",1997,15489,2044922,84268
"CANADA",1997,112674,3488033,101200
"ARGENTINA",1997,42789,7029295,103906
"ARGENTINA",1997,111441,3240393,87146
"PERU",1997,108363,6055925,82281
"PERU",1997,102521,5172350,91411
