"s_nation","d_year","lo_custkey","lo_revenue"
"INDIA",1997,502279,3114232
"INDONESIA",1997,502279,888659
"INDONESIA",1992,447907,434145
"INDONESIA",1992,447907,4930130
"CHINA",1994,195179,3047880
"INDONESIA",1992,766606,5216525
"INDIA",1995,837187,3662317
"CHINA",1995,837187,8510011
"VIETNAM",1993,634439,1261656
"CHINA",1997,710269,1425340
"INDONESIA",1997,710269,2469944
"VIETNAM",1993,206753,438944
"JAPAN",1993,206753,5477172
"VIETNAM",1996,349511,5618230
"INDONESIA",1996,349511,3239037
"JAPAN",1992,821066,3697594
"VIETNAM",1992,821066,5175900
"INDONESIA",1994,558310,998954
"JAPAN",1994,558310,3473676
"INDIA",1994,284747,5897120
"INDIA",1993,808837,3032274
"JAPAN",1996,506977,4133847
"JAPAN",1993,847832,1378382
"VIETNAM",1993,847832,4905480
"INDONESIA",1993,847832,1598577
"VIETNAM",1996,206161,4300948
"JAPAN",1993,841336,7284824
"INDONESIA",1996,421498,667032
"JAPAN",1996,421498,2123941
"JAPAN",1997,679247,511638
"VIETNAM",1996,375343,920233
"JAPAN",1993,263431,5643857
"CHINA",1993,263431,2397831
"INDONESIA",1995,641638,5416576
"JAPAN",1995,641638,4162996
"CHINA",1995,641638,118986
"VIETNAM",1997,198580,4236171
"INDONESIA",1997,198580,4619880
"JAPAN",1996,301729,5572406
"INDIA",1996,301729,5217004
"INDONESIA",1995,423569,1637103
"JAPAN",1995,423569,330322
"VIETNAM",1995,423569,2986391
"INDONESIA",1997,335803,5322637
"CHINA",1997,335803,3984764
"CHINA",1997,335803,244155
"INDIA",1992,812890,2304715
"INDIA",1994,630058,358450
"VIETNAM",1993,863266,1964943
"CHINA",1993,863266,3196810
"INDONESIA",1995,96617,4111680
"JAPAN",1995,96617,5466661
"VIETNAM",1995,96617,820667
"INDONESIA",1995,689990,1101792
"VIETNAM",1997,160393,6957790
"INDONESIA",1994,198032,9215616
"CHINA",1994,122153,4038972
"VIETNAM",1993,115772,3554352
"JAPAN",1996,872110,3745728
"JAPAN",1993,121321,3466174
"INDONESIA",1997,535894,2062437
"INDIA",1997,535894,1577004
"JAPAN",1994,450809,4506259
"INDIA",1995,545492,1133695
"CHINA",1997,179297,7224429
"VIETNAM",1997,179297,4709410
"VIETNAM",1997,453466,8274539
"VIETNAM",1995,847117,2388927
"INDIA",1995,847117,1643443
"INDONESIA",1992,375845,3528140
"INDONESIA",1996,618538,8531405
"INDONESIA",1995,406114,5100686
"JAPAN",1995,406114,342319
"INDIA",1997,312673,8639980
"CHINA",1997,312673,4048104
"INDONESIA",1995,310252,5521546
"VIETNAM",1995,310252,4823292
"INDIA",1995,241759,780146
"VIETNAM",1995,692422,4540825
"JAPAN",1995,692422,4289254
"VIETNAM",1995,692422,2958750
"INDIA",1994,521393,8757115
"CHINA",1996,645046,3200983
"INDIA",1994,139496,2502623
"INDONESIA",1994,139496,1983662
"INDIA",1995,8005,3315852
"VIETNAM",1997,850862,4461166
"VIETNAM",1997,850862,4110634
"JAPAN",1997,850862,5739415
"JAPAN",1993,332591,5754195
"JAPAN",1993,554416,6907320
"INDONESIA",1993,554416,4691908
"INDIA",1997,353836,3520283
"VIETNAM",1996,644536,721734
"VIETNAM",1996,644536,5491819
"VIETNAM",1994,97942,8156658
"JAPAN",1993,8420,1737081
"INDONESIA",1993,8420,5773053
"INDONESIA",1994,213401,320096
"INDONESIA",1997,681245,276664
"CHINA",1997,681245,2861678
"INDONESIA",1995,780331,1222560
"VIETNAM",1994,191161,4792856
"INDONESIA",1997,739274,1290928
"INDIA",1994,466441,4883544
"CHINA",1994,548453,2238960
"VIETNAM",1994,548453,3705262
"CHINA",1996,46975,3872784
"INDIA",1992,176080,707567
"CHINA",1992,176080,1937360
"JAPAN",1996,165325,329916
"INDONESIA",1993,313039,3530568
"CHINA",1995,708538,3641749
"INDONESIA",1994,553516,964964
"INDIA",1994,553516,3641532
"JAPAN",1996,537880,4015304
"VIETNAM",1996,537880,4342609
"INDONESIA",1996,537880,2381928
"JAPAN",1992,547624,3757324
"INDIA",1995,504892,4250078
"INDONESIA",1997,209839,4247589
"CHINA",1995,560428,2101946
"VIETNAM",1995,491503,2031870
"INDIA",1994,487198,4459320
"INDONESIA",1992,103648,959404
"JAPAN",1992,103648,5267411
"JAPAN",1995,498278,5380156
"INDIA",1996,167680,179172
"INDIA",1996,167680,5798455
"INDONESIA",1996,167680,684247
"VIETNAM",1994,676166,7293571
"JAPAN",1994,18197,4734860
"VIETNAM",1996,724954,7969752
"INDIA",1996,95026,6230797
"INDONESIA",1995,580439,587831
"INDIA",1994,834725,293414
"INDIA",1994,834725,2553597
"INDONESIA",1996,9289,9050364
"INDONESIA",1994,412177,6228362
"CHINA",1994,412177,5957605
"JAPAN",1997,154358,4890235
"JAPAN",1993,492545,3383847
"INDONESIA",1995,2347,147300
"CHINA",1997,594331,3071704
"JAPAN",1997,594331,2074603
"VIETNAM",1997,366976,2434573
"JAPAN",1997,366976,4526722
"CHINA",1996,44162,2253964
"INDONESIA",1996,44162,7497195
"INDONESIA",1994,623956,769785
"INDONESIA",1993,827498,4454603
"INDONESIA",1996,802567,6804285
"JAPAN",1996,802567,5700014
"INDIA",1992,414497,6551199
"JAPAN",1993,273793,1260083
"VIETNAM",1993,441214,5296086
"INDONESIA",1994,147785,6702919
"VIETNAM",1996,131141,3389012
"INDIA",1997,813934,811718
"VIETNAM",1996,682210,6138108
"INDIA",1997,785839,1354624
"CHINA",1994,376321,3788769
"VIETNAM",1995,500129,6648471
"INDONESIA",1995,500129,2551411
"JAPAN",1994,681532,3852435
"VIETNAM",1993,174601,6447840
"JAPAN",1994,489244,5873456
"JAPAN",1997,191170,3536435
"CHINA",1995,861145,364142
"VIETNAM",1995,861145,4378144
"VIETNAM",1993,346570,1702678
"CHINA",1993,346570,1872992
"VIETNAM",1997,889772,8621476
"INDONESIA",1993,896924,7262842
"INDONESIA",1996,435631,4436701
"VIETNAM",1997,145435,333352
"VIETNAM",1997,810923,6942398
"VIETNAM",1993,785060,3477398
"VIETNAM",1993,785060,4967688
"VIETNAM",1993,594010,135874
"VIETNAM",1995,101578,2072150
"VIETNAM",1993,90697,8155771
"CHINA",1993,90697,3345786
"CHINA",1993,90697,1508277
"VIETNAM",1996,123553,1221066
"INDIA",1996,123553,3027646
"INDIA",1992,8311,3091920
"JAPAN",1992,8311,3749481
"CHINA",1996,158371,1874545
"INDONESIA",1992,427768,790395
"VIETNAM",1992,427768,1071585
"JAPAN",1993,265402,6268129
"VIETNAM",1993,265402,109390
"INDIA",1995,204247,1675046
"INDONESIA",1992,148972,2876123
"CHINA",1994,854158,3400003
"INDONESIA",1993,335144,5052281
"INDIA",1993,335144,5648253
"INDONESIA",1993,335144,5647676
"INDONESIA",1995,424228,1754615
"VIETNAM",1994,865486,1058672
"VIETNAM",1997,690307,6190022
"INDIA",1997,690307,4250054
"CHINA",1992,283799,5629962
"INDONESIA",1994,112549,1389496
"JAPAN",1994,112549,5922090
"INDIA",1996,699877,5309314
"JAPAN",1996,699877,2538129
"CHINA",1994,710246,2842627
"INDONESIA",1997,403268,7760649
"CHINA",1997,403268,4047591
"INDONESIA",1996,722698,2396989
"INDIA",1996,722698,5746430
"JAPAN",1996,722698,5168554
"VIETNAM",1995,864350,6149700
"INDIA",1997,305324,4513402
"VIETNAM",1996,443737,3575873
"INDONESIA",1993,484531,4509453
"INDONESIA",1993,484531,8780467
"INDIA",1997,567727,6592179
"VIETNAM",1997,882787,1941327
"JAPAN",1997,882787,6219808
"CHINA",1994,472658,3865170
"CHINA",1993,753371,1798573
"CHINA",1993,753371,1238378
"CHINA",1995,696196,2928429
"VIETNAM",1996,870815,3330090
"CHINA",1996,870815,828426
"INDIA",1992,875918,4840640
"INDONESIA",1992,875918,8110955
"VIETNAM",1994,455242,3510614
"JAPAN",1993,838609,1274444
"INDONESIA",1992,545125,8207872
"JAPAN",1996,786605,4003340
"INDIA",1996,786605,1184679
"JAPAN",1996,786605,3147697
"CHINA",1993,502228,2764666
"VIETNAM",1997,732299,3882686
"INDIA",1996,535481,113390
"VIETNAM",1996,535481,890540
"VIETNAM",1996,535481,1725454
"VIETNAM",1997,726602,5892152
"CHINA",1994,193522,955252
"JAPAN",1993,815308,6261120
"INDONESIA",1997,668419,379884
"CHINA",1996,326726,835587
"CHINA",1992,380134,4875447
"CHINA",1992,380134,1283556
"INDONESIA",1994,778480,6312738
"INDIA",1994,778480,2513396
"JAPAN",1993,587491,4463952
"VIETNAM",1994,4234,1999571
"INDIA",1995,853345,1631593
"JAPAN",1995,853345,1083585
"INDIA",1994,406877,3438269
"VIETNAM",1996,171523,130658
"VIETNAM",1994,59474,3387509
"INDIA",1993,578734,6480113
"INDIA",1993,578734,3262808
"INDIA",1995,362449,2410740
"VIETNAM",1997,101441,3849500
"INDIA",1996,327557,6004863
"JAPAN",1996,327557,828218
"INDIA",1996,327557,1054183
"CHINA",1993,76418,1321588
"VIETNAM",1996,492638,6797905
"CHINA",1992,664547,504798
"INDIA",1997,30274,2208178
"JAPAN",1993,118051,2745627
"JAPAN",1993,118051,2306400
"JAPAN",1993,477482,658546
"JAPAN",1993,293680,4156819
"INDIA",1993,293680,550581
"JAPAN",1992,251980,1689377
"VIETNAM",1994,526238,638334
"INDONESIA",1994,526238,2591396
"INDONESIA",1995,479425,1977611
"INDIA",1995,479425,3151756
"JAPAN",1996,877942,5168439
"JAPAN",1994,534658,4160743
"INDIA",1997,386134,1851007
"INDIA",1997,386134,3688991
"VIETNAM",1993,729431,4342664
"INDIA",1993,729431,904982
"INDIA",1993,729431,2159697
"INDONESIA",1996,639055,7414880
"INDIA",1996,683212,3869895
"INDONESIA",1996,683212,2097234
"CHINA",1993,447616,2813087
"CHINA",1993,447616,129163
"INDONESIA",1994,468302,4752877
"INDONESIA",1994,468302,2010116
"JAPAN",1995,242893,3582566
"INDONESIA",1997,780254,4391834
"JAPAN",1993,11965,303702
"INDIA",1993,11965,4218454
"VIETNAM",1993,11965,5695184
"VIETNAM",1993,371053,7136460
"JAPAN",1996,176783,204092
"CHINA",1996,176783,4055143
"CHINA",1996,176783,125449
"JAPAN",1995,213886,6414847
"VIETNAM",1995,213886,6964124
"JAPAN",1995,213886,938231
"JAPAN",1995,154850,2914931
"INDIA",1992,660640,1642195
"VIETNAM",1993,629885,2236079
"CHINA",1994,660754,5787421
"CHINA",1993,183017,4447605
"JAPAN",1993,183017,5675562
"VIETNAM",1995,640649,1743418
"CHINA",1995,640649,5177137
"INDIA",1995,640649,3971318
"INDIA",1996,676321,5574828
"INDIA",1995,36418,1201120
"INDONESIA",1995,36418,6876216
"VIETNAM",1995,36418,3593800
"INDONESIA",1992,69355,1617482
"CHINA",1993,139420,792847
"CHINA",1993,531844,7325908
"INDONESIA",1995,179795,1267722
"VIETNAM",1997,848888,8031060
"JAPAN",1996,738077,2812529
"INDIA",1996,738077,6255886
"VIETNAM",1993,144547,322463
"CHINA",1993,144547,1120057
"JAPAN",1997,289910,4653439
"CHINA",1993,81155,3767584
"CHINA",1997,465685,6198237
"INDIA",1997,364639,4897707
"INDIA",1993,361225,3643547
"VIETNAM",1993,361225,4012326
"CHINA",1996,731293,5500436
"JAPAN",1996,210830,1437897
"INDIA",1994,107831,137059
"VIETNAM",1994,107831,3271039
"INDONESIA",1994,107831,2532845
"CHINA",1996,556828,1764829
"VIETNAM",1996,556828,3727328
"INDONESIA",1995,400321,3418690
"INDONESIA",1996,671632,5160355
"VIETNAM",1996,671632,4958509
"JAPAN",1996,313508,3125271
"INDONESIA",1994,515131,312225
"JAPAN",1997,391157,6657292
"INDIA",1994,569969,6590203
"JAPAN",1992,414598,114630
"INDONESIA",1996,339577,7171562
"CHINA",1996,339577,4385965
"VIETNAM",1994,285262,6074224
"INDONESIA",1994,285262,2099751
"VIETNAM",1995,460333,7356747
"CHINA",1997,383768,2585132
"INDONESIA",1997,383768,4118581
"INDIA",1992,577268,4078295
"INDONESIA",1992,577268,6704106
"CHINA",1996,139558,8215421
"VIETNAM",1997,424975,2127154
"CHINA",1994,144974,594507
"INDIA",1995,95918,780682
"CHINA",1995,192400,3851864
"INDIA",1995,834127,3917762
"INDONESIA",1994,505978,5345625
"CHINA",1993,137948,4148885
"VIETNAM",1997,81964,698345
"JAPAN",1997,81964,8897126
"CHINA",1994,555137,4927978
"CHINA",1994,555137,4119305
"CHINA",1995,778684,4730719
"INDIA",1996,884837,3239512
"INDIA",1994,741424,581247
"JAPAN",1996,394774,2267975
"VIETNAM",1996,394774,1851769
"CHINA",1996,394774,1092270
"INDIA",1996,394774,1231225
"VIETNAM",1996,142834,8115568
"INDIA",1995,588004,6395889
"INDIA",1993,577666,3292732
"CHINA",1997,483610,5321619
"CHINA",1993,100438,5868937
"VIETNAM",1993,100438,1192463
"CHINA",1995,551339,7376383
"INDIA",1995,551339,5763355
"VIETNAM",1994,195763,4292778
"VIETNAM",1993,208241,7557637
"JAPAN",1992,695329,1980093
"JAPAN",1992,788992,3133661
"JAPAN",1992,858695,2255669
"JAPAN",1995,7273,908205
"INDIA",1992,316952,5754394
"JAPAN",1995,766832,4598080
"INDONESIA",1995,766832,3753194
"CHINA",1995,766832,2762159
"JAPAN",1997,477734,7429822
"VIETNAM",1997,477734,4975146
"JAPAN",1993,367702,4140453
"CHINA",1996,562255,3742469
"JAPAN",1995,718457,4968948
"CHINA",1995,718457,2650464
"INDIA",1994,635158,1605696
"CHINA",1994,635158,3521443
"INDONESIA",1996,175690,647558
"CHINA",1995,889888,5274456
"JAPAN",1992,115030,3851169
"INDIA",1997,94271,1398934
"VIETNAM",1997,94271,3596510
"JAPAN",1995,455896,1979980
"INDIA",1994,510844,1550799
"JAPAN",1994,643816,905324
"CHINA",1995,601700,2755768
"INDONESIA",1995,601700,5883632
"INDIA",1993,660559,1288980
"INDIA",1995,498553,1353791
"INDIA",1995,173038,6673036
"JAPAN",1996,326062,8065030
"VIETNAM",1996,326062,339215
"JAPAN",1995,890926,2581280
"JAPAN",1995,890926,5987523
"INDIA",1993,291692,1660284
"INDONESIA",1995,29098,1877141
"INDONESIA",1995,29098,912170
"JAPAN",1993,339743,6012279
"JAPAN",1993,339743,3518691
"JAPAN",1995,460270,5633370
"JAPAN",1994,246079,4303240
"JAPAN",1992,326630,296728
"INDONESIA",1994,561055,8706576
"INDIA",1994,485059,2592361
"VIETNAM",1994,485059,3296321
"INDIA",1992,177316,5728832
"VIETNAM",1992,246985,446879
"INDONESIA",1993,252946,6507612
"JAPAN",1996,561493,4719670
"CHINA",1997,486595,5484640
"INDIA",1997,776824,5585940
"INDIA",1997,776824,1316246
"INDIA",1996,395761,5294300
"CHINA",1995,539938,6326121
"JAPAN",1992,740225,7217296
"VIETNAM",1992,740225,1272306
"CHINA",1995,257545,3070753
"INDONESIA",1997,873691,3718018
"CHINA",1997,430198,1693734
"INDIA",1997,624692,793209
"CHINA",1993,856336,5357781
"VIETNAM",1993,856336,738876
"CHINA",1992,737227,3675648
"VIETNAM",1997,240910,6877015
"INDIA",1997,240910,4236178
"JAPAN",1992,766006,1002070
"INDONESIA",1993,66697,5244136
"VIETNAM",1993,66697,3217959
"JAPAN",1996,516077,7172844
"INDONESIA",1993,313787,4648932
"INDONESIA",1995,707785,3963900
"CHINA",1994,441049,1439606
"JAPAN",1994,441049,4326885
"INDONESIA",1993,788566,8191549
"JAPAN",1994,22703,7447928
"JAPAN",1992,690638,8004864
"INDONESIA",1996,702085,5652227
"INDIA",1992,40894,1523376
"JAPAN",1992,630590,3005975
"VIETNAM",1992,630590,7400498
"CHINA",1997,814561,5850696
"JAPAN",1997,814561,2501051
"INDONESIA",1997,814561,2273583
"CHINA",1993,99520,1299198
"VIETNAM",1996,401554,1032649
"JAPAN",1996,401554,4154154
"INDIA",1995,692729,8536124
"CHINA",1995,582517,6327464
"INDIA",1992,150832,1384248
"INDONESIA",1994,610636,3942908
"VIETNAM",1994,610636,5396460
"JAPAN",1996,41239,7168331
"INDIA",1996,41239,2793921
"VIETNAM",1994,125306,1323880
"INDONESIA",1997,14251,5488752
"INDIA",1997,108637,2378258
"CHINA",1997,108637,1636994
"INDONESIA",1992,650234,7225083
"INDONESIA",1996,791734,196714
"VIETNAM",1995,38884,4812645
"JAPAN",1995,38884,3935075
"INDIA",1995,38884,2797370
"JAPAN",1993,315037,2740405
"VIETNAM",1995,96439,5659127
"VIETNAM",1995,96439,1334043
"CHINA",1995,512312,2201706
"CHINA",1995,512312,3545170
"CHINA",1996,205373,2947815
"INDONESIA",1995,79004,3946222
"INDONESIA",1997,311729,1528673
"INDIA",1992,443956,4661871
"INDONESIA",1992,443956,128089
"INDONESIA",1992,443956,9504900
"JAPAN",1995,540763,5377570
"JAPAN",1995,540763,2724141
"VIETNAM",1995,540763,4498575
"INDIA",1993,486124,3710005
"VIETNAM",1993,640871,4471282
"JAPAN",1996,816254,6896059
"INDONESIA",1996,816254,5107114
"JAPAN",1997,438059,4756558
"CHINA",1997,438059,2928136
"CHINA",1997,443212,5599759
"CHINA",1995,643069,7634248
"JAPAN",1993,847396,5718866
"CHINA",1995,562139,2575863
"VIETNAM",1997,567718,3663127
"INDIA",1997,567718,3246243
"INDONESIA",1997,425174,590035
"JAPAN",1997,221005,1692880
"INDIA",1997,221005,3520138
"CHINA",1997,115150,4374329
"JAPAN",1992,296002,7403870
"VIETNAM",1995,576166,493369
"INDIA",1995,576166,4632378
"INDIA",1993,519988,2452249
"CHINA",1993,519988,2679305
"INDONESIA",1993,519988,3564475
"INDIA",1992,407647,423385
"CHINA",1992,407647,1785736
"INDONESIA",1992,407647,510577
"CHINA",1997,501962,6580213
"INDONESIA",1994,765608,2889829
"VIETNAM",1993,261349,8139965
"INDONESIA",1993,261349,5497021
"JAPAN",1995,465286,6279491
"CHINA",1993,839543,5580371
"CHINA",1993,839543,939288
"INDONESIA",1993,889327,3431581
"CHINA",1996,808987,1466313
"INDIA",1997,341057,3852737
"INDONESIA",1996,36764,6328902
"JAPAN",1996,36764,4583483
"INDONESIA",1996,481654,880713
"INDIA",1995,527551,3855196
"CHINA",1993,631321,4328767
"INDONESIA",1993,384874,1819560
"CHINA",1996,364483,645325
"JAPAN",1993,255808,3544733
"VIETNAM",1993,255808,3176949
"INDONESIA",1993,167467,232491
"JAPAN",1997,264856,4874222
"INDIA",1996,852580,1354312
"INDIA",1992,583141,6818266
"CHINA",1994,729919,3617106
"VIETNAM",1993,732226,2018193
"INDONESIA",1993,732226,4604380
"VIETNAM",1993,732226,9005817
"VIETNAM",1993,732226,4768135
"CHINA",1997,881392,1665505
"JAPAN",1994,427835,5230882
"JAPAN",1994,427835,2560006
"VIETNAM",1994,511727,434879
"VIETNAM",1995,509824,4472394
"INDIA",1993,599581,3985644
"INDIA",1994,754990,1886089
"INDIA",1992,884243,7439161
"VIETNAM",1992,884243,5139806
"CHINA",1992,668555,5723228
"CHINA",1992,668555,6102311
"INDIA",1996,578887,6404548
"INDIA",1994,332479,1405375
"INDIA",1996,469786,2117373
"JAPAN",1992,227671,3065247
"INDIA",1992,227671,1145707
"CHINA",1996,540563,4389493
"JAPAN",1997,625666,722705
"CHINA",1997,625666,2405003
"VIETNAM",1997,847987,4420789
"VIETNAM",1993,164032,5343322
"VIETNAM",1993,164032,2476721
"JAPAN",1995,323749,3621465
"JAPAN",1994,728380,3675730
"JAPAN",1992,362059,3901560
"INDONESIA",1994,620338,3971352
"INDIA",1992,415105,2427936
"VIETNAM",1992,415105,128823
"INDIA",1992,415105,5337882
"INDONESIA",1994,744904,5348216
"INDIA",1994,477217,239840
"VIETNAM",1996,130187,2198905
"INDONESIA",1997,152497,5889874
"INDIA",1997,152497,2651292
"JAPAN",1997,812102,4772773
"CHINA",1996,884327,316479
"INDONESIA",1994,274837,1020140
"INDONESIA",1996,221206,5145940
"CHINA",1996,221206,510829
"CHINA",1993,441833,328709
"INDONESIA",1994,881650,3971846
"CHINA",1992,33571,1630869
"INDONESIA",1992,33571,2832193
"INDIA",1992,33571,1665563
"INDIA",1994,795700,3447709
"INDONESIA",1993,209698,1464245
"JAPAN",1992,875300,2388273
"INDONESIA",1992,105238,1715113
"INDIA",1997,218986,4619430
"INDIA",1996,883199,4399636
"INDONESIA",1996,883199,5304176
"CHINA",1996,883199,1188126
"INDIA",1997,559780,2815190
"JAPAN",1995,515582,113306
"INDIA",1995,515582,2706965
"JAPAN",1993,174337,4367666
"INDIA",1993,174337,6772908
"VIETNAM",1992,476867,3156587
"INDONESIA",1992,476867,1187442
"VIETNAM",1992,420652,939913
"CHINA",1992,420652,7828311
"VIETNAM",1997,391333,5216267
"INDONESIA",1997,391333,3095758
"INDIA",1993,656452,3403008
"VIETNAM",1994,464722,6147073
"CHINA",1994,464722,2751844
"JAPAN",1994,493549,458278
"JAPAN",1994,493549,5491395
"VIETNAM",1996,664414,5986302
"INDONESIA",1996,496538,963260
"CHINA",1992,326155,4130976
"INDONESIA",1997,682048,360883
"INDONESIA",1997,285778,684775
"INDIA",1997,285778,3537047
"JAPAN",1993,647732,2752181
"CHINA",1993,647732,2578428
"VIETNAM",1992,28654,1239202
"VIETNAM",1992,77917,5297273
"JAPAN",1996,437504,2407746
"CHINA",1996,437504,999870
"INDIA",1996,437504,3988766
"VIETNAM",1993,387412,1517264
"INDIA",1993,387412,6821382
"VIETNAM",1997,604687,1926604
"INDIA",1997,152362,289833
"JAPAN",1997,152362,398184
"VIETNAM",1997,152362,499715
"INDONESIA",1992,60421,3845222
"VIETNAM",1995,291362,609854
"INDIA",1995,14552,2777500
"JAPAN",1995,14552,2751991
"INDONESIA",1995,662119,154534
"INDIA",1995,662119,5777607
"INDONESIA",1995,631195,8319434
"INDONESIA",1993,675262,1621948
"INDIA",1993,675262,1194756
"INDONESIA",1995,473984,4128034
"INDIA",1996,339455,7106576
"JAPAN",1993,768706,2797747
"VIETNAM",1993,768706,2464502
"INDIA",1996,444001,5631782
"INDONESIA",1992,584344,3996900
"INDONESIA",1995,250283,764669
"INDONESIA",1994,781096,3793766
"INDIA",1994,781096,4102822
"INDONESIA",1994,781096,3400436
"INDIA",1997,266605,8275060
"INDONESIA",1995,607508,2622557
"VIETNAM",1993,163105,2029672
"CHINA",1996,634132,5323101
"INDIA",1992,54863,4719617
"VIETNAM",1997,468214,2892134
"CHINA",1997,468214,1652868
"JAPAN",1992,145361,2130885
"INDONESIA",1997,471283,4285661
"CHINA",1993,842242,543843
"INDONESIA",1993,842242,1639849
"INDIA",1997,333478,5844506
"VIETNAM",1997,333478,185284
"CHINA",1995,834259,2383496
"JAPAN",1992,268523,8614536
"INDONESIA",1997,439600,2993707
"INDIA",1992,252631,2651667
"INDIA",1995,639544,5664734
"INDONESIA",1995,639544,2713005
"INDONESIA",1995,101275,520237
"CHINA",1995,101275,1208244
"INDIA",1992,880639,3217065
"INDONESIA",1993,597415,7157133
"INDIA",1993,597415,1281930
"JAPAN",1996,327298,322154
"JAPAN",1992,450658,6239972
"CHINA",1996,683828,5038037
"JAPAN",1996,683828,1879636
"INDIA",1996,683828,2571070
"VIETNAM",1993,872356,1219682
"INDONESIA",1997,883732,2638207
"INDIA",1997,172498,4078588
"JAPAN",1997,172498,5934171
"JAPAN",1992,241132,6248192
"VIETNAM",1993,1555,5040991
"VIETNAM",1994,296599,1294997
"VIETNAM",1996,709223,1315043
"JAPAN",1993,310955,1550633
"INDONESIA",1996,755828,2746117
"INDONESIA",1997,594538,1021308
"INDONESIA",1992,569788,408559
"CHINA",1994,488575,4698593
"INDIA",1994,488575,7329666
"CHINA",1992,140641,4890489
"INDONESIA",1992,140641,5177818
"INDONESIA",1995,341557,526183
"JAPAN",1996,617254,4818866
"INDONESIA",1997,713806,4859651
"JAPAN",1997,829822,1701807
"INDIA",1994,451904,4578455
"JAPAN",1995,40735,4380684
"INDONESIA",1995,40735,1665754
"INDONESIA",1996,553322,6287308
"CHINA",1997,871490,3346608
"JAPAN",1992,660266,4439394
"CHINA",1995,611299,3775401
"INDONESIA",1994,591194,4510593
"CHINA",1993,21535,9083047
"VIETNAM",1994,385945,272247
"VIETNAM",1997,66866,647654
"VIETNAM",1992,614386,5028602
"CHINA",1994,275777,8464528
"JAPAN",1994,442,1404887
"VIETNAM",1997,224356,2057891
"INDONESIA",1997,342559,901843
"JAPAN",1994,806363,4882765
"INDIA",1993,67109,7309999
"JAPAN",1995,198469,6812383
"CHINA",1996,255298,3091091
"INDIA",1992,487276,3754030
"INDIA",1992,487276,4682593
"INDONESIA",1992,487276,1613385
"JAPAN",1995,255011,3530141
"VIETNAM",1996,155791,4796841
"CHINA",1996,155791,3648852
"CHINA",1993,172357,7495572
"JAPAN",1993,172357,4262860
"INDONESIA",1995,764477,357524
"JAPAN",1995,156337,1343679
"CHINA",1993,189694,463826
"INDONESIA",1993,189694,4406289
"INDIA",1993,189694,1548378
"CHINA",1994,385147,821176
"INDONESIA",1997,357805,3868603
"CHINA",1996,753487,9109457
"CHINA",1996,753487,1498732
"CHINA",1992,149476,3683269
"INDIA",1992,318272,6169731
"CHINA",1997,17107,4531190
"CHINA",1997,428830,9190708
"INDIA",1996,113276,877554
"INDONESIA",1992,720769,5704180
"JAPAN",1996,831817,4807661
"VIETNAM",1996,831817,4157946
"INDIA",1993,691901,2414781
"INDIA",1993,691901,643737
"INDONESIA",1992,845380,1164425
"JAPAN",1997,881851,4678584
"CHINA",1995,142165,8611706
"CHINA",1995,142165,2486888
"VIETNAM",1995,142165,908128
"VIETNAM",1994,528062,6537428
"INDONESIA",1994,528062,3609734
"VIETNAM",1997,228592,2255785
"VIETNAM",1993,33547,1418594
"CHINA",1993,33547,3321869
"JAPAN",1993,33547,3686580
"JAPAN",1994,318247,5101608
"INDONESIA",1993,669961,6921096
"VIETNAM",1993,669961,4198423
"CHINA",1993,525959,5759901
"VIETNAM",1995,27073,380724
"VIETNAM",1994,489496,5537049
"JAPAN",1994,425962,1631613
"INDIA",1994,425962,4559440
"INDONESIA",1992,528470,1672020
"INDONESIA",1992,528470,2829206
"CHINA",1992,528470,490758
"JAPAN",1992,528470,3536427
"VIETNAM",1994,314890,3993701
"INDONESIA",1996,332717,2867722
"VIETNAM",1996,243448,6867604
"INDONESIA",1996,243448,7063245
"JAPAN",1996,243448,197823
"VIETNAM",1993,898262,1734986
"INDONESIA",1993,898262,3466573
"INDONESIA",1995,792094,7707250
"INDIA",1994,440314,1994222
"JAPAN",1995,530413,5147202
"VIETNAM",1996,126799,1207882
"VIETNAM",1996,126799,274673
"VIETNAM",1996,806089,921343
"VIETNAM",1992,816350,1962242
"INDIA",1997,792151,7721579
"INDIA",1994,163330,6480656
"VIETNAM",1994,163330,2178891
"VIETNAM",1995,102787,4069786
"INDIA",1993,410179,1507422
"INDONESIA",1993,410179,4888814
"INDONESIA",1992,882941,3297402
"INDIA",1992,378431,4056317
"INDIA",1993,878902,7129377
"VIETNAM",1996,643667,465578
"JAPAN",1996,875575,1834898
"INDONESIA",1993,766049,4926595
"CHINA",1995,219790,2609815
"CHINA",1996,384056,596807
"JAPAN",1994,546749,1901673
"JAPAN",1993,205306,3776040
"JAPAN",1993,205306,6110751
"CHINA",1995,859154,7042540
"INDIA",1997,369026,997524
"INDONESIA",1997,369026,5775798
"VIETNAM",1997,369026,2570496
"VIETNAM",1997,369026,375359
"INDIA",1997,754997,2042104
"INDIA",1995,431230,2864494
"CHINA",1995,431230,8288712
"JAPAN",1995,431230,1992706
"VIETNAM",1993,237365,4566754
"JAPAN",1992,345058,4388976
"INDONESIA",1997,485551,1697289
"JAPAN",1992,48379,1707981
"VIETNAM",1992,48379,2984197
"CHINA",1996,509528,3590490
"JAPAN",1993,374752,3591150
"JAPAN",1994,247645,6616345
"INDONESIA",1997,564293,2800835
