"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"IRAQ",199210,151549,764525,4132674,95369
"EGYPT",199208,53422,555616,668636,100295
"IRAQ",199208,53422,634484,1560295,85107
"JORDAN",199203,753205,522266,5428643,77294
"SAUDI ARABIA",199204,793451,255265,4107361,73215
"SAUDI ARABIA",199203,535891,199830,2101584,115789
"JORDAN",199207,99751,560958,8681399,121135
"EGYPT",199204,283873,350955,6619602,120356
"SAUDI ARABIA",199203,164260,65440,2921909,84326
"EGYPT",199212,762985,102276,759292,76696
"JORDAN",199201,184816,210947,3530067,111475
"IRAN",199207,592723,193240,261315,79994
"EGYPT",199212,860629,485829,4979811,108888
"EGYPT",199209,841294,79989,393796,118138
"EGYPT",199203,612341,96656,7853392,99159
"JORDAN",199203,612341,494348,2392014,80539
"JORDAN",199202,366920,621092,1604687,60783
"IRAN",199202,895562,378712,5909310,107442
"JORDAN",199212,492667,681590,5236437,94293
"EGYPT",199212,155167,288557,3029258,92732
"EGYPT",199212,155167,746857,2094202,114229
"IRAN",199212,593455,120330,5941452,81019
"JORDAN",199212,593455,598586,8338572,101073
"SAUDI ARABIA",199201,143443,605859,4496761,105889
"EGYPT",199202,197386,280660,2761213,98439
"IRAN",199202,45835,170943,4229274,120836
"IRAN",199201,517040,99403,1402400,84144
"SAUDI ARABIA",199205,784792,486879,3657066,111951
"IRAN",199208,513695,43402,3823626,80724
"EGYPT",199206,390736,451772,2364985,103425
"SAUDI ARABIA",199208,101521,730657,2840264,101257
"JORDAN",199208,101521,612952,8578632,111895
"JORDAN",199201,181258,754525,1393110,94769
"SAUDI ARABIA",199211,744694,312464,2170381,88587
"SAUDI ARABIA",199204,578299,667174,4696932,68468
"SAUDI ARABIA",199202,156394,560751,5560199,108703
"IRAN",199203,444989,588504,2680143,95548
"EGYPT",199208,300061,421687,2049432,96519
"IRAQ",199209,335737,793437,3366880,91824
"JORDAN",199201,22996,283161,3203620,68649
"IRAN",199211,651488,660252,2424440,72733
"EGYPT",199205,172291,146668,8058902,102879
"JORDAN",199208,566309,195297,2481060,83537
"SAUDI ARABIA",199201,298399,107408,280249,84924
"IRAN",199201,298399,66405,1508540,82284
"SAUDI ARABIA",199208,779479,782011,5464900,65578
"EGYPT",199205,573040,775956,1828728,121915
"SAUDI ARABIA",199208,1571,607474,3729888,82886
"JORDAN",199206,288160,344084,2763771,67684
"IRAQ",199203,704596,5722,6673652,97663
"IRAQ",199202,198086,212940,3631742,111175
"IRAQ",199210,548272,627375,4849914,78140
"SAUDI ARABIA",199209,558607,470553,2413271,91411
"EGYPT",199211,802280,540819,6509265,111587
"JORDAN",199203,818395,541123,4840327,69846
"SAUDI ARABIA",199201,523336,540045,3038056,65101
"IRAQ",199209,392749,437961,5024595,113936
"IRAQ",199209,392749,247277,3183076,73455
"EGYPT",199207,825085,17869,8934300,107211
"SAUDI ARABIA",199207,86801,619672,1871768,95498
"JORDAN",199208,136496,70374,3360925,80662
"SAUDI ARABIA",199208,51571,685836,4869671,109308
"IRAN",199208,51571,438495,141913,86008
"IRAQ",199207,121723,361672,169898,104019
"IRAQ",199202,252013,233182,3278599,66910
"EGYPT",199212,726836,655851,3187230,108409
"IRAQ",199205,171245,708067,1790999,64501
"IRAN",199203,621985,663015,4504575,58678
"IRAQ",199201,258430,573979,9648865,123177
"EGYPT",199205,319150,264580,2270517,92674
"IRAN",199201,830287,556323,2896530,82758
"IRAN",199206,538315,211759,8022893,100244
"IRAQ",199206,538315,620340,3581801,75618
"IRAN",199206,631817,719661,7740981,100837
"IRAN",199202,840829,245822,2425435,106068
"IRAN",199209,805817,14991,7814559,114359
"SAUDI ARABIA",199201,861496,612201,872725,66790
"IRAQ",199207,828803,420848,6654300,106129
"JORDAN",199203,107497,757131,1999572,71286
"EGYPT",199211,269098,137038,5267647,64501
"IRAQ",199201,555185,284705,8196686,101381
"SAUDI ARABIA",199210,819220,425588,4894853,90813
"EGYPT",199205,421372,494621,6966467,96936
"IRAQ",199209,565141,300585,4598153,95134
"JORDAN",199203,488201,158006,1668352,63840
"IRAN",199205,398960,289544,2104003,92011
"IRAN",199206,767740,5084,4458772,59344
"SAUDI ARABIA",199205,336187,184700,7852680,107082
"IRAQ",199209,95872,727362,3195459,83359
"SAUDI ARABIA",199205,807488,401969,2407899,112256
"IRAN",199203,583612,697473,3382012,88226
"SAUDI ARABIA",199209,817904,388710,2314926,107922
"EGYPT",199207,252475,350831,2258184,112909
"IRAN",199201,12277,589297,1386270,83176
"IRAQ",199204,1721,299374,942124,82401
"IRAN",199207,562246,637911,1109328,110932
"SAUDI ARABIA",199206,465547,577617,7456196,101675
"IRAQ",199207,18536,150335,1764910,83119
"EGYPT",199207,18536,265948,5305413,114835
"SAUDI ARABIA",199201,474476,650836,6191262,107208
"JORDAN",199203,609073,656219,5412879,70510
"EGYPT",199208,422380,419795,3360949,102886
"JORDAN",199203,409681,304615,1603404,97176
"EGYPT",199209,64951,296829,4294305,109548
"JORDAN",199201,587726,357926,2527501,119034
"SAUDI ARABIA",199212,189629,736345,1640996,82878
"JORDAN",199208,548062,407874,4098255,106911
"IRAN",199207,469111,480211,1984522,71471
"IRAN",199206,236521,77313,6387034,77418
"JORDAN",199202,407278,29804,4977739,104028
"IRAQ",199211,466322,503415,5389882,85103
"IRAN",199206,273650,507216,4722736,73391
"IRAN",199201,554734,169807,7357056,112608
"IRAQ",199206,387211,712427,5842484,86363
"EGYPT",199206,387211,23882,5417640,108352
"IRAQ",199203,873404,16144,2623846,63608
"IRAN",199210,602162,735488,6550835,91407
"JORDAN",199204,175870,243420,5317299,81804
"SAUDI ARABIA",199210,430588,276132,877631,66487
"IRAN",199208,332416,191765,6914574,111405
"IRAQ",199203,217862,471114,3363779,65105
"SAUDI ARABIA",199209,509308,599161,1852405,75608
"IRAQ",199201,753106,516988,2357832,120297
"IRAQ",199205,699871,254061,1507349,60903
"IRAQ",199211,351682,306183,3649562,71350
"SAUDI ARABIA",199211,351682,725462,1325300,89245
"JORDAN",199211,502993,490926,939281,115014
"EGYPT",199201,886289,689495,145477,89067
"IRAQ",199202,59011,461586,1238048,92853
"IRAN",199204,149378,336408,3860854,86663
"EGYPT",199201,832868,105832,2001396,110269
"SAUDI ARABIA",199204,572671,331667,7567485,101919
"IRAQ",199209,6655,111181,476872,71530
"IRAN",199209,6655,678966,4621153,116695
"IRAQ",199201,628657,754470,7395058,91466
"EGYPT",199210,619822,211232,5258812,68593
"IRAN",199209,479509,497403,140038,84022
"JORDAN",199202,862069,62772,3230141,104086
"JORDAN",199211,849899,799699,5395980,107919
"IRAN",199211,849899,696464,6133806,87625
"EGYPT",199211,654608,385708,1793690,107621
"IRAQ",199211,654608,192196,1388668,77291
"JORDAN",199201,579658,710311,3435328,79276
"IRAQ",199204,53951,720925,6226848,116753
"EGYPT",199212,328948,304152,1586224,69368
"EGYPT",199205,781736,165806,6603710,112308
"IRAN",199209,106054,112278,5806215,77416
"JORDAN",199211,845197,503285,2651239,77295
"IRAQ",199209,209210,494841,5577221,110149
"IRAQ",199210,351316,356141,1675982,71827
"IRAQ",199204,480838,481732,508971,102822
"EGYPT",199205,897362,375867,4379183,116571
"EGYPT",199205,897362,293011,4919600,60240
"SAUDI ARABIA",199207,842123,751573,6915666,97472
"JORDAN",199207,186040,621076,4737934,59822
"IRAQ",199208,324419,251885,3273302,110212
"IRAQ",199210,474638,332657,6189151,101378
"JORDAN",199203,335260,188236,2913306,79453
"IRAQ",199207,535207,454557,1629429,90691
"JORDAN",199205,99868,342410,6326654,87144
"IRAN",199211,781768,285306,387387,77477
"JORDAN",199206,366554,195140,489115,74108
"SAUDI ARABIA",199206,366554,512160,1160418,70328
"SAUDI ARABIA",199211,812374,397849,2480261,116809
"EGYPT",199204,273808,113852,369438,111951
"IRAQ",199204,273808,701873,5144560,112490
"JORDAN",199201,225475,160552,7343552,96753
"IRAQ",199201,225475,787790,1301287,112665
"SAUDI ARABIA",199206,428627,47343,3741986,77420
"EGYPT",199209,316258,275859,2724737,110090
"JORDAN",199212,46468,452792,172732,104686
"IRAN",199209,306022,79581,3398943,93634
"IRAN",199211,486616,273015,2766400,59280
"IRAQ",199207,884167,20484,3476088,84268
"IRAQ",199207,493315,596791,8683742,113266
"IRAN",199203,242275,460957,189875,115075
"IRAQ",199206,501796,682453,140671,86125
"JORDAN",199207,660665,80215,5442986,71712
"IRAN",199207,660665,596822,8649950,115128
"IRAN",199203,575032,40972,1339079,114778
"IRAQ",199205,415846,621658,157962,94777
"EGYPT",199203,741310,152928,6471665,118855
"IRAN",199202,548473,495816,2898864,108707
"EGYPT",199202,548473,207045,2570481,57121
"EGYPT",199203,61798,768123,2334536,71465
"IRAN",199209,182989,610161,3075214,64267
"JORDAN",199209,182989,358535,4372618,95611
"JORDAN",199206,764267,438339,2149712,76638
"IRAN",199206,764267,56966,3957451,115377
"JORDAN",199212,417857,544942,3699645,119215
"SAUDI ARABIA",199211,739432,350319,6846500,82158
"JORDAN",199202,581560,618260,4849594,70693
"SAUDI ARABIA",199202,581560,316807,4874990,109427
"IRAN",199201,366754,397480,5874498,94648
"JORDAN",199211,542254,509340,1322333,80959
"SAUDI ARABIA",199211,542254,467175,4862132,68529
"IRAQ",199207,401785,175984,205998,123598
"SAUDI ARABIA",199201,774808,365038,2402377,66181
"IRAQ",199210,429556,750873,8484134,115430
"JORDAN",199202,858067,373834,8600452,114469
"JORDAN",199201,501947,549214,1010552,75791
"EGYPT",199207,789632,247716,988237,99822
"EGYPT",199211,512006,200814,7716600,102888
"IRAQ",199211,119408,201170,1392508,64269
"SAUDI ARABIA",199209,744109,95842,5763466,110270
"IRAQ",199207,220714,798766,4203101,111883
"EGYPT",199202,447790,511008,1098460,61138
"JORDAN",199203,471598,380586,1979885,99994
"JORDAN",199212,25535,794611,4559015,102334
"IRAN",199208,762635,611481,2183361,83547
"IRAQ",199210,774143,741032,1931400,64380
"EGYPT",199204,166162,219162,108115,64869
"JORDAN",199207,875041,626617,611257,92614
"EGYPT",199208,102224,163690,3993152,105221
"SAUDI ARABIA",199205,24823,569968,3794644,122276
"JORDAN",199201,365510,28424,2518206,81145
"IRAN",199201,824197,176431,6204581,90445
"EGYPT",199208,384196,729048,4644067,64620
"IRAQ",199205,608155,7747,163819,99284
"JORDAN",199202,796952,31256,5406736,71235
"IRAQ",199207,778600,402177,4653294,64749
"EGYPT",199207,778600,174837,4496624,114709
"EGYPT",199203,335347,492976,8860275,118137
"IRAN",199203,335347,503676,335930,100779
"JORDAN",199207,131069,581459,2156602,92425
"IRAN",199205,445130,659437,3010638,83784
"EGYPT",199207,308450,373939,6707049,120775
"IRAQ",199203,274622,774434,5173812,90504
"IRAN",199201,491461,157865,4759078,115371
"EGYPT",199201,491461,430886,6587934,109011
"SAUDI ARABIA",199211,95179,176237,3640273,78793
"IRAN",199210,209116,669240,4836840,72552
"JORDAN",199211,213266,79925,952460,114295
"SAUDI ARABIA",199209,190405,652617,6526313,94174
"JORDAN",199212,642226,55,283649,57303
"IRAN",199212,839557,166944,4138514,120656
"SAUDI ARABIA",199201,600446,748768,5450190,109003
"IRAQ",199210,733820,503107,1758366,66604
"SAUDI ARABIA",199205,864965,641709,326832,99040
"IRAN",199205,864965,544509,4306246,93208
"IRAQ",199203,501421,626308,2056293,74056
"SAUDI ARABIA",199210,104051,694037,3738406,61860
"IRAN",199209,673336,170653,5343315,103419
"JORDAN",199209,673336,132205,1818684,74232
"JORDAN",199209,896698,413398,3505292,78682
"JORDAN",199202,363590,494617,5527753,96695
"IRAN",199212,713737,649804,7218517,105226
"EGYPT",199201,447239,304020,4403243,61440
"SAUDI ARABIA",199211,612394,328027,4445812,63300
"EGYPT",199204,65711,13376,5559763,77362
"EGYPT",199211,67681,290327,5938433,79038
"EGYPT",199202,536015,169354,1394883,85401
"IRAQ",199210,727867,2241,565903,68594
"SAUDI ARABIA",199205,310795,291655,1290965,98798
"IRAQ",199212,410786,366892,6143047,117532
"IRAQ",199212,252089,434558,5970120,89551
"IRAQ",199211,199259,472390,6339107,81742
"IRAN",199204,636260,360379,575744,86361
"EGYPT",199207,780758,747606,2430747,99214
"IRAN",199204,51976,689718,7438654,102460
"JORDAN",199208,601306,127837,186483,111889
"SAUDI ARABIA",199211,511510,738511,5466565,92968
"IRAN",199205,868405,660913,8719163,112432
"SAUDI ARABIA",199212,46226,151853,933376,114291
"JORDAN",199202,646327,201668,5807705,94179
"IRAN",199209,96002,656424,3312936,82823
"JORDAN",199204,91250,393258,2383587,81074
"IRAQ",199204,692866,458524,145285,88950
"IRAN",199206,693722,782189,2865172,76269
"IRAN",199206,693722,647587,5984745,92073
"EGYPT",199206,861335,324464,3792570,89307
"IRAQ",199209,383386,745577,5724321,97352
"SAUDI ARABIA",199203,557989,597924,5151801,121314
"SAUDI ARABIA",199207,85667,664358,3173568,79339
"SAUDI ARABIA",199212,688357,289376,1486877,81921
"EGYPT",199203,543469,18106,3041577,61446
"IRAQ",199203,543469,672050,3985878,61321
"JORDAN",199209,502657,368202,5658696,76211
"SAUDI ARABIA",199205,77635,644391,2776213,80121
"JORDAN",199202,82546,450792,5402587,104566
"SAUDI ARABIA",199202,248992,478363,6374047,80480
"IRAQ",199205,694516,668681,4454055,98979
"SAUDI ARABIA",199205,424912,739125,1711212,69845
"JORDAN",199201,469880,55471,2824410,85588
"JORDAN",199201,366424,770491,2009599,93687
"JORDAN",199208,759766,442646,6195618,95317
"IRAN",199208,759766,550963,1184196,120836
"SAUDI ARABIA",199209,55174,338537,1733072,94531
"IRAN",199205,527720,189664,1041674,105219
"JORDAN",199202,782765,797059,5664498,69361
"JORDAN",199202,782765,632891,1444497,109431
"IRAQ",199205,586001,57777,5950261,104086
"JORDAN",199203,444316,687193,5782784,70809
"EGYPT",199203,118414,269878,8963968,110871
"IRAQ",199210,822325,689342,4827330,79878
"IRAN",199201,416476,271289,2593635,75616
"IRAQ",199206,296903,34536,441159,88231
"SAUDI ARABIA",199206,296903,444542,6701232,89191
"IRAQ",199211,308402,604344,1730157,74898
"EGYPT",199212,877145,635386,2906970,79281
"EGYPT",199209,246748,595105,3840256,72004
"JORDAN",199202,59659,349362,691561,84681
"JORDAN",199202,59659,37821,6790804,105529
"IRAN",199201,172403,791388,6509140,88761
"EGYPT",199205,105907,463879,4876181,110571
"JORDAN",199204,580399,117737,5674796,105283
"SAUDI ARABIA",199201,183128,498132,678066,67806
"EGYPT",199202,130450,63925,4114067,113335
"IRAQ",199212,705805,84390,4081938,82463
"JORDAN",199203,683960,277917,3189116,113694
"IRAN",199210,520826,675922,3416202,113873
"EGYPT",199205,237272,53954,7822595,114477
"JORDAN",199201,206287,173876,6879141,116992
"IRAQ",199210,296581,139655,8052976,101679
"EGYPT",199205,19660,531028,103782,63540
"SAUDI ARABIA",199212,148333,768324,2343224,83537
"EGYPT",199204,57857,454836,1074486,107448
"EGYPT",199202,388252,421265,813760,71174
"EGYPT",199212,342553,450155,1299632,66307
"IRAQ",199203,677549,314802,7014626,109007
"IRAQ",199202,661262,96102,645682,65886
"IRAN",199206,490270,200600,3601416,90035
"IRAN",199206,635269,522452,729842,88465
"IRAQ",199212,551641,156556,1277139,96753
"IRAQ",199209,139697,191576,3001626,100054
"EGYPT",199203,102232,751113,4677273,69844
"IRAQ",199203,478784,300739,5796747,104383
"IRAN",199205,297520,476282,5536344,75495
"IRAN",199208,773821,559104,1612028,69784
"JORDAN",199208,773821,47303,5322527,75018
"IRAN",199205,870283,785703,1947861,107320
"EGYPT",199205,870283,66113,4441616,64746
"IRAN",199205,870283,755288,132981,80595
"IRAQ",199208,894343,262147,2994651,66547
"SAUDI ARABIA",199208,894343,290808,2849283,107927
"EGYPT",199211,369361,640372,5272982,78740
"IRAN",199212,615208,44993,3228691,116279
"SAUDI ARABIA",199207,576614,752491,3208853,92607
"SAUDI ARABIA",199207,576614,2306,5683843,72498
"IRAN",199207,588782,273340,3939990,78799
"SAUDI ARABIA",199206,803524,547278,5379189,79515
"EGYPT",199201,625379,211338,979466,74959
"SAUDI ARABIA",199209,215164,199722,6193848,109303
"IRAQ",199209,215164,195014,869463,66540
"SAUDI ARABIA",199205,350020,246831,4181432,106669
"IRAQ",199208,689722,247608,3048956,93335
"JORDAN",199202,565849,571356,3532641,85639
"IRAQ",199202,565849,102033,1138533,62101
"IRAQ",199207,20836,632582,6361110,90873
"EGYPT",199207,26290,301098,4461165,65944
"SAUDI ARABIA",199207,26290,539229,1141380,76092
"IRAQ",199212,855127,545007,946782,63118
"IRAQ",199206,18772,565067,1358448,67922
"IRAQ",199208,384124,424629,2175040,93216
"IRAQ",199211,653779,626781,5410152,102465
"IRAQ",199211,23323,56153,443660,66549
"SAUDI ARABIA",199210,802660,179983,6807834,123778
"SAUDI ARABIA",199208,120298,203353,3015216,75380
"SAUDI ARABIA",199212,844610,680614,468806,95674
"EGYPT",199202,315343,413649,6406742,93757
"EGYPT",199202,324613,743698,5921644,104499
"EGYPT",199208,54788,78182,3596558,69610
"SAUDI ARABIA",199211,527584,555466,5573034,91286
"SAUDI ARABIA",199208,784259,213579,6206064,89553
"SAUDI ARABIA",199209,535633,649467,1402265,84985
"EGYPT",199206,262592,206601,3545851,90455
"IRAN",199201,673873,263784,5481006,104866
"IRAN",199206,326461,400456,5102889,81385
"IRAQ",199211,202963,557210,4055008,76031
"SAUDI ARABIA",199211,202963,536925,7306115,117714
"SAUDI ARABIA",199211,708914,111477,4376101,89308
"JORDAN",199202,506584,492466,5833760,87506
"JORDAN",199207,581377,34393,4645865,79643
"JORDAN",199205,66005,350413,3477038,87804
"IRAQ",199201,732841,107187,5320071,71650
"IRAQ",199206,587785,462270,483042,73935
"IRAQ",199207,640186,128315,5910564,80598
"IRAN",199212,299045,92207,4392669,71952
"EGYPT",199207,172282,673223,4454611,71771
"EGYPT",199208,71783,170378,2751903,86902
"IRAQ",199212,8576,103211,485684,72852
"IRAQ",199207,212713,363578,3611432,98493
"IRAQ",199206,887452,685830,8363574,108948
"SAUDI ARABIA",199202,586690,59626,5965102,95137
"EGYPT",199209,786668,124224,3619838,74893
"IRAQ",199202,111200,741177,964766,73088
"SAUDI ARABIA",199208,748202,263161,4833845,67449
"IRAQ",199210,412171,150348,5593360,83900
"JORDAN",199204,61685,148822,8433656,112249
"IRAN",199201,622987,539742,5701504,106903
"EGYPT",199212,173237,32908,6811330,110454
"JORDAN",199210,717344,207842,7449026,104989
"IRAQ",199205,153220,51139,5288220,65407
"IRAQ",199201,283225,252251,4572312,72194
"EGYPT",199201,283225,395113,3503490,72486
"IRAQ",199201,550367,697655,6154356,99157
"IRAQ",199201,537913,446512,6271507,87509
"EGYPT",199204,335323,383323,1531471,84378
"EGYPT",199204,335323,597170,4222143,76029
"IRAN",199205,651533,766659,3278678,103537
"IRAQ",199212,320288,592701,6636616,107620
"EGYPT",199206,416933,411252,3454793,69793
"SAUDI ARABIA",199212,587527,275815,1579485,107448
"IRAQ",199203,396799,8811,5107835,103188
"IRAN",199206,366485,705989,9974750,119697
"IRAQ",199208,515963,568453,6237863,91285
"JORDAN",199206,697174,310081,4255173,65464
"EGYPT",199207,818074,523032,1775581,63300
"SAUDI ARABIA",199211,718997,454582,6997494,92193
"IRAQ",199210,226001,749899,9358425,116931
"SAUDI ARABIA",199211,630676,793065,4766451,69481
"IRAQ",199211,630676,12360,3053664,76341
"IRAN",199201,443521,549903,2538744,117172
"SAUDI ARABIA",199201,443521,2143,1463196,62708
"JORDAN",199205,299489,478469,1302696,86846
"IRAQ",199205,299489,24581,6707358,90334
"SAUDI ARABIA",199205,746800,137744,3741654,106904
"JORDAN",199206,498106,560821,7745488,112908
"SAUDI ARABIA",199211,760615,137226,1980728,75793
"SAUDI ARABIA",199201,292078,379464,7408560,92607
"JORDAN",199211,81823,324024,2773034,62880
"JORDAN",199207,697222,215162,3092497,64629
"EGYPT",199209,705628,268138,975597,66367
"IRAN",199207,697060,782207,4512095,77350
"IRAN",199201,783076,465142,986443,66427
"JORDAN",199202,442946,139555,2999348,95673
"IRAQ",199203,884200,569715,2473580,107081
"JORDAN",199206,779575,724741,176571,105942
"EGYPT",199208,592408,345067,1198789,66723
"IRAN",199201,121027,711574,155382,95132
"IRAQ",199209,656150,692773,1211297,105944
"IRAQ",199206,435712,241718,995820,99582
"IRAN",199206,232609,75125,4851529,66007
"EGYPT",199211,885544,492705,339536,101860
"IRAN",199211,165166,180555,3846813,98133
"JORDAN",199203,566428,365915,196109,118854
"SAUDI ARABIA",199206,13732,40668,7724785,96519
"EGYPT",199202,801857,60007,574398,58020
"IRAQ",199203,546517,734139,2299276,70386
"IRAQ",199204,793571,566242,3532194,78493
"EGYPT",199203,31045,566496,781235,93748
"SAUDI ARABIA",199201,556504,425428,3448463,81204
"SAUDI ARABIA",199208,506722,525922,4869750,116874
"JORDAN",199205,117337,63269,4709697,73935
"IRAQ",199208,301645,791865,6392963,117409
"EGYPT",199203,88618,8278,3558810,71176
"IRAN",199204,781481,335241,3251834,76573
"IRAQ",199205,94031,629000,919680,55738
"IRAQ",199211,172010,780901,8918415,118912
"SAUDI ARABIA",199212,442294,278180,5327582,69490
"EGYPT",199208,557228,341766,8149337,108465
"IRAQ",199210,51119,546793,4007019,110386
"EGYPT",199210,51119,433623,1849240,93396
"IRAQ",199205,107053,584931,3023865,120954
"IRAQ",199203,414316,789869,9010618,117529
"IRAQ",199203,414316,582333,4387461,84918
"SAUDI ARABIA",199205,483068,721270,5241143,77474
"JORDAN",199205,483068,243370,5590973,78801
"JORDAN",199210,301549,615077,2579304,59522
"SAUDI ARABIA",199210,329500,242809,4682534,105107
"EGYPT",199204,197672,82681,3097772,99820
"IRAN",199212,330559,290376,4372352,81981
"SAUDI ARABIA",199212,330559,484083,746942,64023
"IRAQ",199210,47309,756861,4411009,115069
"SAUDI ARABIA",199210,514238,734570,2673163,96272
"EGYPT",199208,849400,483043,3318148,61561
"JORDAN",199202,220732,247793,1723372,104446
"EGYPT",199202,145511,738893,8306998,115911
"IRAQ",199205,408430,448686,4485507,98079
"EGYPT",199204,167725,645313,629140,75496
"SAUDI ARABIA",199211,612071,592376,1599033,88101
"SAUDI ARABIA",199207,194080,752058,5494599,66601
"SAUDI ARABIA",199208,447653,151944,2173578,119756
"JORDAN",199206,88483,241489,1542046,85828
"SAUDI ARABIA",199206,88483,290985,5477388,118558
"JORDAN",199206,88483,173486,1222632,93568
"IRAQ",199208,686623,138718,1032945,105402
"IRAN",199208,686623,419730,4850147,98982
"SAUDI ARABIA",199212,618415,750657,3514281,102457
"EGYPT",199208,714673,425041,3670876,57961
"JORDAN",199209,410687,640913,8259035,111232
"IRAN",199204,126085,664449,4477682,84804
"JORDAN",199212,214336,23951,1856200,112497
"IRAQ",199203,153560,458527,7353225,89130
"EGYPT",199209,279475,230059,4797833,59342
"EGYPT",199204,301760,348899,5592363,116872
"JORDAN",199206,194494,51266,1582438,73035
"IRAN",199205,720065,337109,224633,68765
"IRAN",199202,190784,517970,8746980,119277
"JORDAN",199202,190784,711329,2101574,80417
"IRAQ",199206,31075,434804,1564902,104326
"JORDAN",199202,199657,707022,705887,61739
"EGYPT",199201,165824,486002,3679237,59278
"EGYPT",199204,298384,237727,5873096,99882
"JORDAN",199209,846370,283911,3221330,113694
"SAUDI ARABIA",199208,466181,523135,5790550,69486
"SAUDI ARABIA",199208,466181,315951,778908,118016
"IRAN",199209,136997,685838,8207100,109428
"JORDAN",199211,832081,516541,763184,93451
"IRAQ",199203,117676,55403,3328080,81504
"JORDAN",199212,506272,121888,8594460,114592
"IRAQ",199209,765940,192449,4730679,92486
"EGYPT",199201,101635,459868,8143027,109670
"IRAN",199212,716971,257362,1292963,79161
"IRAQ",199207,45122,187222,3629157,78553
"IRAN",199207,779860,95853,5435619,110931
"IRAN",199204,789110,204877,3920092,106911
"SAUDI ARABIA",199201,100822,624256,5320431,70813
"EGYPT",199205,489004,560424,4218664,89064
"IRAQ",199207,520522,493491,6234774,89068
"SAUDI ARABIA",199210,804068,184446,606054,91826
"SAUDI ARABIA",199203,771356,214199,2945474,66790
"JORDAN",199208,355804,118882,7637735,114052
"SAUDI ARABIA",199201,234124,193978,2486364,124318
"IRAQ",199205,305722,276124,862486,66006
"IRAN",199205,662362,374491,1549825,93928
"JORDAN",199210,470134,237182,332393,67150
"SAUDI ARABIA",199205,623035,564801,1679202,111946
"EGYPT",199211,113557,116735,7532439,105103
"SAUDI ARABIA",199211,586205,386933,4999302,121195
"SAUDI ARABIA",199208,268009,316673,993520,101379
"SAUDI ARABIA",199208,268009,714013,2745117,61618
"IRAN",199210,578789,59013,384915,58320
"SAUDI ARABIA",199203,63457,537673,6671535,102639
"EGYPT",199202,545483,164057,1008945,67263
"SAUDI ARABIA",199207,895955,565747,3908224,108763
"JORDAN",199208,494542,54459,692590,84807
"IRAQ",199210,828280,370886,193730,117412
"SAUDI ARABIA",199210,828280,407224,4212588,67872
"SAUDI ARABIA",199209,680543,648368,2709007,78979
"IRAQ",199209,680543,316565,7433285,94893
"IRAQ",199208,780023,17190,5314512,66431
"JORDAN",199211,76114,724253,4380864,76633
"JORDAN",199212,519682,149798,2743968,110867
"EGYPT",199207,304588,32271,3301772,72196
"EGYPT",199206,572152,147023,3919483,64201
"EGYPT",199205,244427,118374,5651629,83542
"JORDAN",199205,154574,767016,3714621,64978
"EGYPT",199211,582320,40037,2833387,58621
"IRAQ",199211,40469,71952,3809421,115437
"JORDAN",199211,40469,497201,1437816,71890
"EGYPT",199212,685184,470319,5672876,77357
"IRAQ",199208,327886,581299,1229820,82816
"EGYPT",199201,830686,716025,2754459,62459
"EGYPT",199209,6754,268104,2144180,64325
"IRAN",199206,308483,392492,1742928,95068
"JORDAN",199201,823840,11882,4439853,107632
"JORDAN",199207,328145,361575,4536544,98193
"SAUDI ARABIA",199209,694754,420262,4402661,70934
"JORDAN",199211,346403,222263,4762334,71115
"SAUDI ARABIA",199208,497521,522617,1446118,98375
"IRAQ",199208,38099,394133,858984,73627
"SAUDI ARABIA",199209,817246,588261,5342990,80954
"SAUDI ARABIA",199207,686197,629121,720361,63005
"IRAN",199201,795907,408878,7606620,107211
"SAUDI ARABIA",199208,579127,500603,7386089,96214
"IRAN",199207,745243,176509,5549250,95130
"IRAQ",199207,745243,175877,585861,117172
"EGYPT",199202,893588,26640,7754868,93998
"IRAN",199208,229867,532712,5699902,104681
"EGYPT",199209,336331,617469,4803979,83185
"SAUDI ARABIA",199212,539251,524769,1933651,107624
"IRAQ",199212,320246,512565,6403234,94652
"EGYPT",199201,839341,57614,4512092,94296
"IRAQ",199205,99574,104119,3257019,67386
"JORDAN",199208,352030,550692,2439738,104560
"SAUDI ARABIA",199208,194722,356505,3060520,93689
"IRAQ",199208,194722,687614,317112,96094
"EGYPT",199206,657029,717242,863818,75552
"IRAN",199212,624035,364414,3187430,88704
"SAUDI ARABIA",199205,491156,229925,1101816,111294
"IRAQ",199205,491156,343483,4637415,91588
"IRAN",199204,701662,176829,6289206,114349
"SAUDI ARABIA",199205,236326,127614,5469844,98496
"JORDAN",199209,526819,210527,4648907,86250
"IRAN",199206,391810,437260,5866476,71834
"SAUDI ARABIA",199210,863383,107593,5121888,96035
"IRAQ",199207,499775,479994,5416573,118438
"SAUDI ARABIA",199209,146068,455208,4606192,69790
"IRAQ",199209,146068,442371,262670,78801
"SAUDI ARABIA",199205,607027,661329,1032232,77417
"SAUDI ARABIA",199207,4426,750915,8563373,117952
"IRAQ",199212,86368,368584,3562940,99154
"IRAQ",199208,92468,514903,2088571,115072
"EGYPT",199204,413716,219823,8281833,104568
"SAUDI ARABIA",199205,699248,770885,4889625,117351
"IRAN",199205,740573,150384,983984,86062
"SAUDI ARABIA",199210,125264,50962,2812051,114777
